time;BESS_BESS_injector_PInjPu;BESS_BESS_injector_PInjPuSn;BESS_BESS_injector_QInjPu;BESS_BESS_injector_QInjPuSn;BESS_BESS_injector_terminal_V_re;BESS_BESS_injector_terminal_i_re;BESS_BESS_injector_terminal_V_im;BESS_BESS_injector_terminal_i_im;BESS_BESS_injector_UPu;BESS_BESS_pll_omegaPLLPu;BESS_BESS_reecC_idCmdPu;BESS_BESS_reecC_iqCmdPu;
1.5044380;0.0489962;0.8166038;0.0450008;0.7500136;1.0000165;-0.0489955;0.0000016;0.0450000;1.0000165;1.0000000;0.7729415;0.7500007;
1.5057180;0.0487347;0.8122457;0.0450008;0.7500136;1.0000165;-0.0487340;0.0000015;0.0450000;1.0000165;1.0000000;0.7368669;0.7500007;
1.5069980;0.0483520;0.8058662;0.0450008;0.7500135;1.0000164;-0.0483512;0.0000015;0.0450000;1.0000164;1.0000000;0.7077036;0.7500007;
1.5082780;0.0478805;0.7980085;0.0450008;0.7500133;1.0000163;-0.0478798;0.0000014;0.0450000;1.0000163;1.0000000;0.6838207;0.7500007;
1.5095580;0.0473468;0.7891125;0.0450008;0.7500132;1.0000162;-0.0473460;0.0000013;0.0450000;1.0000162;1.0000000;0.6640581;0.7500006;
1.5108380;0.0467713;0.7795224;0.0450008;0.7500130;1.0000161;-0.0467706;0.0000012;0.0450000;1.0000161;1.0000000;0.6475330;0.7500006;
1.5121180;0.0461702;0.7695038;0.0450008;0.7500129;1.0000160;-0.0461695;0.0000011;0.0450000;1.0000160;1.0000000;0.6335901;0.7500006;
1.5146780;0.0449486;0.7491437;0.0450008;0.7500125;1.0000158;-0.0449479;0.0000008;0.0450000;1.0000158;1.0000000;0.6114356;0.7500006;
1.5149345;0.0448264;0.7471069;0.0450008;0.7500125;1.0000158;-0.0448257;0.0000008;0.0450000;1.0000158;1.0000000;0.6095293;0.7500006;
1.5149345;0.0448264;0.7471069;0.0450008;0.7500125;1.0000158;-0.0448257;0.0000008;0.0450000;1.0000158;1.0000000;0.6095398;0.7500006;
1.5149445;0.0448216;0.7470259;0.0450007;0.7500116;1.0000158;-0.0448209;0.0000008;0.0449999;1.0000158;1.0000000;0.6094691;0.7485021;
1.5149545;0.0448167;0.7469450;0.0450006;0.7500099;1.0000158;-0.0448160;0.0000008;0.0449998;1.0000158;1.0000000;0.6093985;0.7470051;
1.5149745;0.0448070;0.7467833;0.0450003;0.7500042;1.0000158;-0.0448063;0.0000008;0.0449995;1.0000158;1.0000000;0.6092575;0.7440147;
1.5150145;0.0447876;0.7464597;0.0449990;0.7499827;1.0000158;-0.0447869;0.0000008;0.0449982;1.0000158;1.0000000;0.6089764;0.7380513;
1.5150945;0.0447488;0.7458130;0.0449939;0.7498985;1.0000158;-0.0447481;0.0000008;0.0449932;1.0000158;1.0000000;0.6084180;0.7261949;
1.5152545;0.0446713;0.7445209;0.0449740;0.7495671;1.0000158;-0.0446706;0.0000008;0.0449733;1.0000158;1.0000000;0.6073161;0.7027630;
1.5155745;0.0445166;0.7419426;0.0448964;0.7482734;1.0000157;-0.0445159;0.0000008;0.0448957;1.0000157;1.0000000;0.6051701;0.6570006;
1.5162145;0.0442089;0.7368150;0.0446000;0.7433334;1.0000156;-0.0442082;0.0000008;0.0445993;1.0000156;1.0000000;0.6010965;0.5696954;
1.5174945;0.0436025;0.7267088;0.0435173;0.7252887;1.0000153;-0.0436019;0.0000008;0.0435166;1.0000153;1.0000000;0.5937267;0.4105795;
1.5187745;0.0430102;0.7168363;0.0418693;0.6978221;1.0000149;-0.0430096;0.0000010;0.0418687;1.0000149;1.0000000;0.5872669;0.2704605;
1.5199835;0.0424658;0.7077632;0.0398957;0.6649283;1.0000145;-0.0424652;0.0000012;0.0398951;1.0000145;1.0000000;0.5818720;0.1535914;
1.5199835;0.0424658;0.7077632;0.0398957;0.6649283;1.0000145;-0.0424652;0.0000012;0.0398951;1.0000145;1.0000000;0.5818762;0.1535914;
1.5199935;0.0424614;0.7076892;0.0398776;0.6646272;1.0000145;-0.0424608;0.0000012;0.0398770;1.0000145;1.0000000;0.5818344;0.1526887;
1.5200035;0.0424569;0.7076152;0.0398595;0.6643257;1.0000145;-0.0424563;0.0000012;0.0398589;1.0000145;1.0000000;0.5817926;0.1517869;
1.5200235;0.0424480;0.7074672;0.0398233;0.6637218;1.0000145;-0.0424475;0.0000012;0.0398227;1.0000145;1.0000000;0.5817092;0.1499855;
1.5200382;0.0424415;0.7073582;0.0397966;0.6632761;1.0000145;-0.0424409;0.0000012;0.0397959;1.0000145;1.0000000;0.5816479;0.1486606;
1.5200482;0.0424371;0.7072843;0.0397784;0.6629730;1.0000144;-0.0424365;0.0000012;0.0397778;1.0000144;1.0000000;0.5816063;0.1477628;
1.5200582;0.0424326;0.7072104;0.0397602;0.6626696;1.0000144;-0.0424321;0.0000012;0.0397596;1.0000144;1.0000000;0.5815648;0.1468660;
1.5200782;0.0424238;0.7070626;0.0397237;0.6620619;1.0000144;-0.0424232;0.0000012;0.0397231;1.0000144;1.0000000;0.5814818;0.1450744;
1.5201182;0.0424060;0.7067673;0.0396506;0.6608426;1.0000144;-0.0424055;0.0000013;0.0396499;1.0000144;1.0000000;0.5813164;0.1415017;
1.5201982;0.0423707;0.7061776;0.0395033;0.6583875;1.0000144;-0.0423701;0.0000013;0.0395026;1.0000144;1.0000000;0.5809873;0.1343984;
1.5203582;0.0423001;0.7050018;0.0392048;0.6534134;1.0000143;-0.0422996;0.0000013;0.0392042;1.0000143;1.0000000;0.5803364;0.1203601;
1.5206782;0.0421599;0.7026652;0.0385932;0.6432204;1.0000142;-0.0421594;0.0000014;0.0385926;1.0000142;1.0000000;0.5790630;0.0929435;
1.5213182;0.0418832;0.6980532;0.0373167;0.6219442;1.0000139;-0.0418827;0.0000015;0.0373161;1.0000139;1.0000000;0.5766240;0.0406382;
1.5218438;0.0416597;0.6943288;0.0362247;0.6037457;1.0000137;-0.0416592;0.0000017;0.0362242;1.0000137;1.0000000;0.5747178;0.0000008;
1.5218438;0.0416597;0.6943288;0.0362247;0.6037457;1.0000137;-0.0416592;0.0000017;0.0362242;1.0000137;1.0000000;0.5747187;0.0000005;
1.5218538;0.0416555;0.6942585;0.0362034;0.6033908;1.0000137;-0.0416550;0.0000017;0.0362029;1.0000137;1.0000000;0.5746834;0.0000005;
1.5218638;0.0416513;0.6941882;0.0361822;0.6030361;1.0000136;-0.0416508;0.0000017;0.0361816;1.0000136;1.0000000;0.5746482;0.0000005;
1.5218838;0.0416429;0.6940476;0.0361396;0.6023271;1.0000136;-0.0416423;0.0000017;0.0361391;1.0000136;1.0000000;0.5745778;0.0000005;
1.5219238;0.0416260;0.6937666;0.0360547;0.6009116;1.0000136;-0.0416255;0.0000017;0.0360541;1.0000136;1.0000000;0.5744373;0.0000005;
1.5220038;0.0415923;0.6932058;0.0358854;0.5980906;1.0000136;-0.0415918;0.0000017;0.0358849;1.0000136;1.0000000;0.5741579;0.0000005;
1.5221638;0.0415253;0.6920880;0.0355493;0.5924879;1.0000135;-0.0415248;0.0000018;0.0355487;1.0000135;1.0000000;0.5736048;0.0000005;
1.5224838;0.0413921;0.6898684;0.0348863;0.5814387;1.0000134;-0.0413916;0.0000019;0.0348858;1.0000134;1.0000000;0.5725211;0.0000005;
1.5231238;0.0411296;0.6854939;0.0335970;0.5599496;1.0000131;-0.0411292;0.0000020;0.0335965;1.0000131;1.0000000;0.5704388;0.0000005;
1.5244038;0.0406204;0.6770060;0.0311572;0.5192866;1.0000125;-0.0406199;0.0000023;0.0311567;1.0000125;1.0000000;0.5665811;0.0000005;
1.5256838;0.0401320;0.6688671;0.0288936;0.4815599;1.0000120;-0.0401316;0.0000026;0.0288931;1.0000120;1.0000000;0.5630885;0.0000005;
1.5282438;0.0392173;0.6536209;0.0248328;0.4138799;1.0000111;-0.0392169;0.0000031;0.0248324;1.0000111;1.0000000;0.5569592;0.0000005;
1.5300275;0.0386274;0.6437900;0.0223409;0.3723490;1.0000106;-0.0386271;0.0000034;0.0223406;1.0000106;1.0000000;0.5532476;0.0000005;
1.5300375;0.0386242;0.6437367;0.0223278;0.3721301;1.0000106;-0.0386239;0.0000034;0.0223274;1.0000106;1.0000000;0.5532301;0.0000005;
1.5300475;0.0386210;0.6436835;0.0223147;0.3719113;1.0000106;-0.0386207;0.0000034;0.0223143;1.0000106;1.0000000;0.5532107;0.0000005;
1.5300675;0.0386146;0.6435771;0.0222884;0.3714741;1.0000106;-0.0386143;0.0000034;0.0222881;1.0000106;1.0000000;0.5531719;0.0000005;
1.5301075;0.0386019;0.6433646;0.0222361;0.3706011;1.0000106;-0.0386015;0.0000035;0.0222357;1.0000106;1.0000000;0.5530947;0.0000005;
1.5301875;0.0385764;0.6429404;0.0221317;0.3688613;1.0000105;-0.0385761;0.0000035;0.0221313;1.0000105;1.0000000;0.5529406;0.0000005;
1.5303475;0.0385258;0.6420959;0.0219244;0.3654059;1.0000105;-0.0385254;0.0000035;0.0219240;1.0000105;1.0000000;0.5526344;0.0000005;
1.5306675;0.0384253;0.6404220;0.0215155;0.3585916;1.0000104;-0.0384250;0.0000035;0.0215151;1.0000104;1.0000000;0.5520299;0.0000005;
1.5313075;0.0382280;0.6371339;0.0207203;0.3453386;1.0000102;-0.0382277;0.0000036;0.0207200;1.0000102;1.0000000;0.5508515;0.0000005;
1.5325875;0.0378474;0.6307900;0.0192156;0.3202606;1.0000099;-0.0378471;0.0000038;0.0192153;1.0000099;1.0000000;0.5486048;0.0000005;
1.5351475;0.0371387;0.6189782;0.0165163;0.2752724;1.0000093;-0.0371384;0.0000041;0.0165160;1.0000093;1.0000000;0.5444751;0.0000005;
1.5377075;0.0364958;0.6082628;0.0141918;0.2365308;1.0000087;-0.0364955;0.0000044;0.0141916;1.0000087;1.0000000;0.5407438;0.0000005;
1.5402675;0.0359127;0.5985444;0.0121930;0.2032159;1.0000082;-0.0359124;0.0000046;0.0121927;1.0000082;1.0000000;0.5373164;0.0000004;
1.5428275;0.0353834;0.5897231;0.0104751;0.1745843;1.0000078;-0.0353832;0.0000048;0.0104748;1.0000078;1.0000000;0.5341202;0.0000004;
1.5453875;0.0349022;0.5817029;0.0089990;0.1499836;1.0000075;-0.0349020;0.0000050;0.0089988;1.0000075;1.0000000;0.5311009;0.0000004;
1.5479475;0.0344637;0.5743942;0.0077309;0.1288483;1.0000072;-0.0344634;0.0000051;0.0077307;1.0000072;1.0000000;0.5282199;0.0000004;
1.5505075;0.0340629;0.5677152;0.0066415;0.1106910;1.0000069;-0.0340627;0.0000052;0.0066412;1.0000069;1.0000000;0.5254505;0.0000004;
1.5530675;0.0336955;0.5615922;0.0057055;0.0950923;1.0000067;-0.0336953;0.0000053;0.0057053;1.0000067;1.0000000;0.5227748;0.0000004;
1.5556275;0.0333576;0.5559596;0.0049015;0.0816919;1.0000065;-0.0333574;0.0000054;0.0049013;1.0000065;1.0000000;0.5201812;0.0000004;
1.5581875;0.0330456;0.5507596;0.0042108;0.0701799;1.0000063;-0.0330454;0.0000054;0.0042106;1.0000063;1.0000000;0.5176630;0.0000004;
1.5607475;0.0327565;0.5459420;0.0036174;0.0602902;1.0000061;-0.0327563;0.0000055;0.0036172;1.0000061;1.0000000;0.5152166;0.0000004;
1.5633075;0.0324878;0.5414629;0.0031076;0.0517942;1.0000060;-0.0324876;0.0000055;0.0031075;1.0000060;1.0000000;0.5128404;0.0000004;
1.5684275;0.0320003;0.5333379;0.0022818;0.0380303;1.0000058;-0.0320001;0.0000056;0.0022816;1.0000058;1.0000000;0.5083033;0.0000004;
1.5735475;0.0315712;0.5261872;0.0016711;0.0278509;1.0000056;-0.0315711;0.0000056;0.0016709;1.0000056;1.0000000;0.5040592;0.0000004;
1.5786675;0.0311906;0.5198441;0.0012221;0.0203687;1.0000054;-0.0311905;0.0000056;0.0012219;1.0000054;1.0000000;0.5001214;0.0000004;
1.5837875;0.0308508;0.5141806;0.0008932;0.0148862;1.0000053;-0.0308507;0.0000056;0.0008930;1.0000053;1.0000000;0.4965019;0.0000004;
1.5889075;0.0305461;0.5091022;0.0006525;0.0108756;1.0000052;-0.0305460;0.0000056;0.0006524;1.0000052;1.0000000;0.4932092;0.0000004;
1.5940275;0.0302724;0.5045403;0.0004767;0.0079443;1.0000051;-0.0302723;0.0000055;0.0004765;1.0000051;1.0000000;0.4902483;0.0000004;
1.5991475;0.0300267;0.5004450;0.0003482;0.0058026;1.0000051;-0.0300265;0.0000055;0.0003480;1.0000051;1.0000000;0.4876194;0.0000004;
1.6042675;0.0298068;0.4967792;0.0002543;0.0042383;1.0000050;-0.0298066;0.0000055;0.0002541;1.0000050;1.0000000;0.4853187;0.0000004;
1.6093875;0.0296109;0.4935146;0.0001857;0.0030958;1.0000050;-0.0296107;0.0000055;0.0001856;1.0000050;1.0000000;0.4833387;0.0000003;
1.6145075;0.0294377;0.4906280;0.0001357;0.0022614;1.0000049;-0.0294375;0.0000054;0.0001355;1.0000049;1.0000000;0.4816687;0.0000003;
1.6196275;0.0292860;0.4880994;0.0000991;0.0016521;1.0000049;-0.0292858;0.0000054;0.0000990;1.0000049;1.0000000;0.4802955;0.0000003;
1.6247475;0.0291546;0.4859104;0.0000724;0.0012072;1.0000049;-0.0291545;0.0000054;0.0000723;1.0000049;1.0000000;0.4792039;0.0000003;
1.6253875;0.0291396;0.4856604;0.0000698;0.0011625;1.0000049;-0.0291395;0.0000054;0.0000696;1.0000049;1.0000000;0.4790872;0.0000003;
1.6266675;0.0291105;0.4851755;0.0000647;0.0010780;1.0000049;-0.0291104;0.0000054;0.0000645;1.0000049;1.0000000;0.4788658;0.0000003;
1.6266775;0.0291103;0.4851718;0.0000646;0.0010773;1.0000049;-0.0291102;0.0000054;0.0000645;1.0000049;1.0000000;0.4788641;0.0000003;
1.6266975;0.0291099;0.4851643;0.0000646;0.0010761;1.0000049;-0.0291097;0.0000054;0.0000644;1.0000049;1.0000000;0.4788608;0.0000003;
1.6267075;0.0291096;0.4851606;0.0000645;0.0010754;1.0000049;-0.0291095;0.0000054;0.0000644;1.0000049;1.0000000;0.4788592;0.0000003;
1.6267275;0.0291092;0.4851532;0.0000645;0.0010742;1.0000049;-0.0291091;0.0000054;0.0000643;1.0000049;1.0000000;0.4788558;0.0000003;
1.6267375;0.0291090;0.4851495;0.0000644;0.0010735;1.0000049;-0.0291088;0.0000054;0.0000643;1.0000049;1.0000000;0.4788542;0.0000003;
1.6267575;0.0291085;0.4851421;0.0000643;0.0010723;1.0000049;-0.0291084;0.0000054;0.0000642;1.0000049;1.0000000;0.4788509;0.0000003;
1.6267975;0.0291076;0.4851273;0.0000642;0.0010698;1.0000049;-0.0291075;0.0000054;0.0000640;1.0000049;1.0000000;0.4788443;0.0000003;
1.6268775;0.0291059;0.4850979;0.0000639;0.0010648;1.0000049;-0.0291057;0.0000054;0.0000637;1.0000049;1.0000000;0.4788311;0.0000003;
1.6270375;0.0291024;0.4850392;0.0000633;0.0010549;1.0000049;-0.0291022;0.0000054;0.0000631;1.0000049;1.0000000;0.4788051;0.0000003;
1.6270575;0.0291019;0.4850319;0.0000632;0.0010536;1.0000049;-0.0291018;0.0000054;0.0000631;1.0000049;1.0000000;0.4788018;0.0000003;
1.6270975;0.0291010;0.4850173;0.0000631;0.0010512;1.0000049;-0.0291009;0.0000054;0.0000629;1.0000049;1.0000000;0.4787953;0.0000003;
1.6271775;0.0290993;0.4849881;0.0000628;0.0010463;1.0000049;-0.0290991;0.0000054;0.0000626;1.0000049;1.0000000;0.4787824;0.0000003;
1.6273375;0.0290958;0.4849300;0.0000622;0.0010365;1.0000049;-0.0290957;0.0000054;0.0000620;1.0000049;1.0000000;0.4787568;0.0000003;
1.6273575;0.0290954;0.4849227;0.0000621;0.0010353;1.0000049;-0.0290952;0.0000054;0.0000620;1.0000049;1.0000000;0.4787537;0.0000003;
1.6273975;0.0290945;0.4849082;0.0000620;0.0010329;1.0000049;-0.0290944;0.0000054;0.0000618;1.0000049;1.0000000;0.4787473;0.0000003;
1.6274775;0.0290928;0.4848793;0.0000617;0.0010281;1.0000049;-0.0290926;0.0000054;0.0000615;1.0000049;1.0000000;0.4787346;0.0000003;
1.6276375;0.0290893;0.4848218;0.0000611;0.0010185;1.0000049;-0.0290892;0.0000054;0.0000610;1.0000049;1.0000000;0.4787095;0.0000003;
1.6276575;0.0290889;0.4848146;0.0000610;0.0010173;1.0000049;-0.0290887;0.0000054;0.0000609;1.0000049;1.0000000;0.4787064;0.0000003;
1.6276975;0.0290880;0.4848003;0.0000609;0.0010149;1.0000049;-0.0290879;0.0000054;0.0000607;1.0000049;1.0000000;0.4787001;0.0000003;
1.6277775;0.0290863;0.4847717;0.0000606;0.0010102;1.0000049;-0.0290862;0.0000054;0.0000605;1.0000049;1.0000000;0.4786877;0.0000003;
1.6279375;0.0290829;0.4847147;0.0000600;0.0010008;1.0000049;-0.0290827;0.0000054;0.0000599;1.0000049;1.0000000;0.4786630;0.0000003;
1.6279575;0.0290825;0.4847076;0.0000600;0.0009996;1.0000049;-0.0290823;0.0000054;0.0000598;1.0000049;1.0000000;0.4786600;0.0000003;
1.6279975;0.0290816;0.4846934;0.0000598;0.0009973;1.0000049;-0.0290815;0.0000054;0.0000597;1.0000049;1.0000000;0.4786538;0.0000003;
1.6280775;0.0290799;0.4846651;0.0000596;0.0009926;1.0000049;-0.0290798;0.0000054;0.0000594;1.0000049;1.0000000;0.4786416;0.0000003;
1.6282375;0.0290765;0.4846087;0.0000590;0.0009834;1.0000049;-0.0290764;0.0000054;0.0000588;1.0000049;1.0000000;0.4786174;0.0000003;
1.6282575;0.0290761;0.4846017;0.0000589;0.0009822;1.0000049;-0.0290760;0.0000054;0.0000588;1.0000049;1.0000000;0.4786144;0.0000003;
1.6282975;0.0290753;0.4845876;0.0000588;0.0009799;1.0000049;-0.0290751;0.0000054;0.0000586;1.0000049;1.0000000;0.4786084;0.0000003;
1.6283775;0.0290736;0.4845596;0.0000585;0.0009754;1.0000049;-0.0290734;0.0000054;0.0000584;1.0000049;1.0000000;0.4785964;0.0000003;
1.6285375;0.0290702;0.4845038;0.0000580;0.0009663;1.0000049;-0.0290701;0.0000054;0.0000578;1.0000049;1.0000000;0.4785727;0.0000003;
1.6285575;0.0290698;0.4844968;0.0000579;0.0009652;1.0000049;-0.0290697;0.0000054;0.0000578;1.0000049;1.0000000;0.4785698;0.0000003;
1.6285975;0.0290690;0.4844829;0.0000578;0.0009629;1.0000049;-0.0290688;0.0000054;0.0000576;1.0000049;1.0000000;0.4785639;0.0000003;
1.6286775;0.0290673;0.4844551;0.0000575;0.0009584;1.0000049;-0.0290672;0.0000054;0.0000573;1.0000049;1.0000000;0.4785521;0.0000003;
1.6288375;0.0290640;0.4843999;0.0000570;0.0009495;1.0000049;-0.0290639;0.0000054;0.0000568;1.0000049;1.0000000;0.4785289;0.0000003;
1.6288575;0.0290636;0.4843930;0.0000569;0.0009484;1.0000049;-0.0290634;0.0000054;0.0000567;1.0000049;1.0000000;0.4785260;0.0000003;
1.6288975;0.0290628;0.4843792;0.0000568;0.0009462;1.0000049;-0.0290626;0.0000054;0.0000566;1.0000049;1.0000000;0.4785202;0.0000003;
1.6289775;0.0290611;0.4843517;0.0000565;0.0009417;1.0000049;-0.0290610;0.0000054;0.0000563;1.0000049;1.0000000;0.4785087;0.0000003;
1.6291375;0.0290578;0.4842970;0.0000560;0.0009330;1.0000049;-0.0290577;0.0000054;0.0000558;1.0000049;1.0000000;0.4784859;0.0000003;
1.6291575;0.0290574;0.4842902;0.0000559;0.0009319;1.0000049;-0.0290573;0.0000054;0.0000558;1.0000049;1.0000000;0.4784830;0.0000003;
1.6291975;0.0290566;0.4842766;0.0000558;0.0009297;1.0000049;-0.0290565;0.0000054;0.0000556;1.0000049;1.0000000;0.4784774;0.0000003;
1.6292775;0.0290550;0.4842494;0.0000555;0.0009254;1.0000049;-0.0290548;0.0000054;0.0000554;1.0000049;1.0000000;0.4784661;0.0000003;
1.6294375;0.0290517;0.4841952;0.0000550;0.0009168;1.0000049;-0.0290516;0.0000054;0.0000548;1.0000049;1.0000000;0.4784437;0.0000003;
1.6294575;0.0290513;0.4841885;0.0000549;0.0009157;1.0000049;-0.0290512;0.0000054;0.0000548;1.0000049;1.0000000;0.4784409;0.0000003;
1.6294975;0.0290505;0.4841750;0.0000548;0.0009135;1.0000049;-0.0290504;0.0000054;0.0000547;1.0000049;1.0000000;0.4784354;0.0000003;
1.6295775;0.0290489;0.4841481;0.0000546;0.0009093;1.0000049;-0.0290487;0.0000054;0.0000544;1.0000049;1.0000000;0.4784243;0.0000003;
1.6297375;0.0290457;0.4840945;0.0000540;0.0009008;1.0000049;-0.0290455;0.0000054;0.0000539;1.0000049;1.0000000;0.4784025;0.0000003;
1.6297575;0.0290453;0.4840878;0.0000540;0.0008998;1.0000049;-0.0290451;0.0000054;0.0000538;1.0000049;1.0000000;0.4783997;0.0000003;
1.6297975;0.0290445;0.4840745;0.0000539;0.0008977;1.0000049;-0.0290443;0.0000054;0.0000537;1.0000049;1.0000000;0.4783943;0.0000003;
1.6298775;0.0290429;0.4840478;0.0000536;0.0008935;1.0000049;-0.0290427;0.0000054;0.0000535;1.0000049;1.0000000;0.4783835;0.0000003;
1.6300375;0.0290397;0.4839948;0.0000531;0.0008852;1.0000048;-0.0290395;0.0000054;0.0000530;1.0000048;1.0000000;0.4783620;0.0000003;
1.6300575;0.0290393;0.4839882;0.0000530;0.0008841;1.0000048;-0.0290392;0.0000054;0.0000529;1.0000048;1.0000000;0.4783594;0.0000003;
1.6300975;0.0290385;0.4839750;0.0000529;0.0008821;1.0000048;-0.0290384;0.0000054;0.0000528;1.0000048;1.0000000;0.4783540;0.0000003;
1.6301775;0.0290369;0.4839486;0.0000527;0.0008779;1.0000048;-0.0290368;0.0000054;0.0000525;1.0000048;1.0000000;0.4783434;0.0000003;
1.6303375;0.0290338;0.4838962;0.0000522;0.0008698;1.0000048;-0.0290336;0.0000054;0.0000520;1.0000048;1.0000000;0.4783225;0.0000003;
1.6303575;0.0290334;0.4838896;0.0000521;0.0008688;1.0000048;-0.0290332;0.0000054;0.0000520;1.0000048;1.0000000;0.4783198;0.0000003;
1.6303975;0.0290326;0.4838765;0.0000520;0.0008667;1.0000048;-0.0290325;0.0000054;0.0000518;1.0000048;1.0000000;0.4783146;0.0000003;
1.6304775;0.0290310;0.4838505;0.0000518;0.0008627;1.0000048;-0.0290309;0.0000054;0.0000516;1.0000048;1.0000000;0.4783042;0.0000003;
1.6306375;0.0290279;0.4837986;0.0000513;0.0008547;1.0000048;-0.0290278;0.0000054;0.0000511;1.0000048;1.0000000;0.4782837;0.0000003;
1.6306575;0.0290275;0.4837921;0.0000512;0.0008537;1.0000048;-0.0290274;0.0000054;0.0000511;1.0000048;1.0000000;0.4782812;0.0000003;
1.6306975;0.0290267;0.4837792;0.0000511;0.0008517;1.0000048;-0.0290266;0.0000054;0.0000509;1.0000048;1.0000000;0.4782761;0.0000003;
1.6307775;0.0290252;0.4837533;0.0000509;0.0008477;1.0000048;-0.0290251;0.0000054;0.0000507;1.0000048;1.0000000;0.4782659;0.0000003;
1.6309375;0.0290221;0.4837020;0.0000504;0.0008398;1.0000048;-0.0290220;0.0000054;0.0000502;1.0000048;1.0000000;0.4782458;0.0000003;
1.6309575;0.0290217;0.4836956;0.0000503;0.0008388;1.0000048;-0.0290216;0.0000054;0.0000502;1.0000048;1.0000000;0.4782433;0.0000003;
1.6309975;0.0290210;0.4836828;0.0000502;0.0008369;1.0000048;-0.0290208;0.0000054;0.0000501;1.0000048;1.0000000;0.4782383;0.0000003;
1.6310775;0.0290194;0.4836573;0.0000500;0.0008329;1.0000048;-0.0290193;0.0000054;0.0000498;1.0000048;1.0000000;0.4782284;0.0000003;
1.6312375;0.0290164;0.4836065;0.0000495;0.0008252;1.0000048;-0.0290162;0.0000054;0.0000494;1.0000048;1.0000000;0.4782088;0.0000003;
1.6312575;0.0290160;0.4836001;0.0000495;0.0008242;1.0000048;-0.0290159;0.0000054;0.0000493;1.0000048;1.0000000;0.4782063;0.0000003;
1.6312975;0.0290152;0.4835875;0.0000493;0.0008223;1.0000048;-0.0290151;0.0000054;0.0000492;1.0000048;1.0000000;0.4782014;0.0000003;
1.6313775;0.0290137;0.4835622;0.0000491;0.0008185;1.0000048;-0.0290136;0.0000054;0.0000490;1.0000048;1.0000000;0.4781917;0.0000003;
1.6315375;0.0290107;0.4835120;0.0000487;0.0008109;1.0000048;-0.0290106;0.0000054;0.0000485;1.0000048;1.0000000;0.4781726;0.0000003;
1.6315575;0.0290103;0.4835057;0.0000486;0.0008099;1.0000048;-0.0290102;0.0000054;0.0000484;1.0000048;1.0000000;0.4781702;0.0000003;
1.6315975;0.0290096;0.4834932;0.0000485;0.0008080;1.0000048;-0.0290094;0.0000054;0.0000483;1.0000048;1.0000000;0.4781654;0.0000003;
1.6316775;0.0290081;0.4834682;0.0000483;0.0008042;1.0000048;-0.0290080;0.0000054;0.0000481;1.0000048;1.0000000;0.4781559;0.0000003;
1.6318375;0.0290051;0.4834185;0.0000478;0.0007968;1.0000048;-0.0290050;0.0000054;0.0000477;1.0000048;1.0000000;0.4781372;0.0000003;
1.6318575;0.0290047;0.4834123;0.0000478;0.0007958;1.0000048;-0.0290046;0.0000054;0.0000476;1.0000048;1.0000000;0.4781348;0.0000003;
1.6318975;0.0290040;0.4833999;0.0000476;0.0007940;1.0000048;-0.0290039;0.0000054;0.0000475;1.0000048;1.0000000;0.4781302;0.0000003;
1.6319775;0.0290025;0.4833752;0.0000474;0.0007903;1.0000048;-0.0290024;0.0000054;0.0000473;1.0000048;1.0000000;0.4781209;0.0000003;
1.6321375;0.0289996;0.4833260;0.0000470;0.0007829;1.0000048;-0.0289994;0.0000054;0.0000468;1.0000048;1.0000000;0.4781026;0.0000003;
1.6321575;0.0289992;0.4833199;0.0000469;0.0007820;1.0000048;-0.0289991;0.0000054;0.0000468;1.0000048;1.0000000;0.4781003;0.0000003;
1.6321975;0.0289985;0.4833076;0.0000468;0.0007802;1.0000048;-0.0289983;0.0000054;0.0000467;1.0000048;1.0000000;0.4780958;0.0000003;
1.6322775;0.0289970;0.4832832;0.0000466;0.0007765;1.0000048;-0.0289969;0.0000054;0.0000464;1.0000048;1.0000000;0.4780867;0.0000003;
1.6324375;0.0289941;0.4832346;0.0000462;0.0007693;1.0000048;-0.0289939;0.0000054;0.0000460;1.0000048;1.0000000;0.4780689;0.0000003;
1.6324575;0.0289937;0.4832285;0.0000461;0.0007684;1.0000048;-0.0289936;0.0000054;0.0000459;1.0000048;1.0000000;0.4780666;0.0000003;
1.6324975;0.0289930;0.4832164;0.0000460;0.0007666;1.0000048;-0.0289928;0.0000054;0.0000458;1.0000048;1.0000000;0.4780622;0.0000003;
1.6325775;0.0289915;0.4831922;0.0000458;0.0007630;1.0000048;-0.0289914;0.0000054;0.0000456;1.0000048;1.0000000;0.4780534;0.0000003;
1.6326175;0.0289908;0.4831802;0.0000457;0.0007613;1.0000048;-0.0289907;0.0000054;0.0000455;1.0000048;1.0000000;0.4780490;0.0000003;
1.6326975;0.0289894;0.4831561;0.0000455;0.0007577;1.0000048;-0.0289892;0.0000054;0.0000453;1.0000048;1.0000000;0.4780402;0.0000003;
1.6328575;0.0289865;0.4831083;0.0000450;0.0007507;1.0000048;-0.0289864;0.0000054;0.0000449;1.0000048;1.0000000;0.4780230;0.0000003;
1.6328775;0.0289861;0.4831023;0.0000450;0.0007498;1.0000048;-0.0289860;0.0000054;0.0000448;1.0000048;1.0000000;0.4780208;0.0000003;
1.6329175;0.0289854;0.4830904;0.0000449;0.0007480;1.0000048;-0.0289853;0.0000054;0.0000447;1.0000048;1.0000000;0.4780165;0.0000003;
