time;SignalNQ_vrremote_limUQUp_1_;SignalNQ_vrremote_limUQUp_2_;SignalNQ_vrremote_limUQUp_4_;SignalNQ_vrremote_limUQDown_1_;SignalNQ_vrremote_limUQDown_2_;SignalNQ_vrremote_limUQDown_4_;SignalNQ_vrremote_blockedUp;SignalNQ_vrremote_blockedDown;SignalNQ_vrremote_frozen;SignalNQ_vrremote_NQ;Generator1_generator_limUQUp;Generator1_generator_limUQDown;Generator1_generator_UPu;Generator1_generator_PGenPu;Generator1_generator_QGenPu;Generator1_generator_QMaxPu;Generator1_generator_QMinPu;Generator2_generator_limUQUp;Generator2_generator_limUQDown;Generator2_generator_UPu;Generator2_generator_PGenPu;Generator2_generator_QGenPu;Generator2_generator_QMaxPu;Generator2_generator_QMinPu;SignalNQNoFreezing_vrremote_limUQUp_1_;SignalNQNoFreezing_vrremote_limUQUp_2_;SignalNQNoFreezing_vrremote_limUQUp_4_;SignalNQNoFreezing_vrremote_limUQDown_1_;SignalNQNoFreezing_vrremote_limUQDown_2_;SignalNQNoFreezing_vrremote_limUQDown_4_;SignalNQNoFreezing_vrremote_blockedUp;SignalNQNoFreezing_vrremote_blockedDown;SignalNQNoFreezing_vrremote_frozen;SignalNQNoFreezing_vrremote_NQ;Generator1NoFreezing_generator_limUQUp;Generator1NoFreezing_generator_limUQDown;Generator1NoFreezing_generator_UPu;Generator1NoFreezing_generator_PGenPu;Generator1NoFreezing_generator_QGenPu;Generator1NoFreezing_generator_QMaxPu;Generator1NoFreezing_generator_QMinPu;Generator2NoFreezing_generator_limUQUp;Generator2NoFreezing_generator_limUQDown;Generator2NoFreezing_generator_UPu;Generator2NoFreezing_generator_PGenPu;Generator2NoFreezing_generator_QGenPu;Generator2NoFreezing_generator_QMaxPu;Generator2NoFreezing_generator_QMinPu;
420.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.451176;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
430.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.462800;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
440.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.474424;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
450.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.486049;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
460.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.497673;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
470.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.509297;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
480.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.520921;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
490.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.532546;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
500.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.544170;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
510.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.555794;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
520.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.567418;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
530.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.579043;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
540.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.590667;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
550.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.602291;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
560.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.613915;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
570.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.625540;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
580.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.637164;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
590.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.648788;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
600.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.660412;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
610.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.672037;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
620.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.683661;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
630.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.695285;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
640.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.706909;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
650.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.718534;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
660.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.730158;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
670.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.741782;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
680.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.753406;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
690.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.765031;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
700.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.776655;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
710.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.788279;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
720.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.799903;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
730.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.811528;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
740.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.823152;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
750.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.834776;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
760.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.846400;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
770.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.858025;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
780.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.869649;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
790.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.881273;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
800.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.892897;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
810.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.904522;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
820.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.916146;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
830.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.927770;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
840.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.939394;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
850.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.951019;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
860.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.962643;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
870.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.974267;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
880.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.985891;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
890.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;0.997516;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
900.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;1.009140;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
910.000000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;1.000000;0.125700;1.000000;-1.000000;1.048834;1.600000;0.620000;0.620000;-2.000000;1.000000;-1.000000;1.048834;1.600000;0.019802;0.019802;-1.200000;1.000000;1.000000;1.000000;-1.000000;-1.000000;1.000000;1.000000;-1.000000;-1.000000;1.020764;1.000000;-1.000000;1.048838;1.600000;0.620079;0.620000;-2.000000;1.000000;-1.000000;1.048838;1.600000;0.019802;0.019802;-1.200000;
