time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;NETWORK_Load_P;NETWORK_Load_Q;Load2_load_PPu;Load2_load_QPu;Load2_load_zP;Load2_load_zQ;Load2_load_zPRaw;Load2_load_zQRaw;NETWORK_line1_P1;NETWORK_line1_Q1;NETWORK_line1_P2;NETWORK_line1_Q2;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
252.000000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209697;0.109898;1.021718;1.043731;1.021718;1.043731;-0.531966;0.093274;0.590303;0.490102;1.420602;49.646293;
252.100000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209697;0.109899;1.021720;1.043735;1.021720;1.043735;-0.531966;0.093273;0.590303;0.490101;1.420602;49.646254;
252.200000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209697;0.109899;1.021722;1.043739;1.021722;1.043739;-0.531965;0.093273;0.590303;0.490101;1.420602;49.646215;
252.300000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209698;0.109899;1.021724;1.043743;1.021724;1.043743;-0.531965;0.093272;0.590302;0.490101;1.420602;49.646176;
252.400000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209698;0.109900;1.021726;1.043747;1.021726;1.043747;-0.531965;0.093272;0.590302;0.490100;1.420602;49.646138;
252.500000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209698;0.109900;1.021728;1.043751;1.021728;1.043751;-0.531964;0.093272;0.590302;0.490100;1.420602;49.646099;
252.600000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209699;0.109901;1.021730;1.043755;1.021730;1.043755;-0.531964;0.093271;0.590301;0.490099;1.420602;49.646060;
252.700000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209699;0.109901;1.021731;1.043759;1.021731;1.043759;-0.531964;0.093271;0.590301;0.490099;1.420602;49.646022;
252.800000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209700;0.109901;1.021733;1.043763;1.021733;1.043763;-0.531964;0.093271;0.590300;0.490099;1.420602;49.645983;
252.900000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209700;0.109902;1.021735;1.043767;1.021735;1.043767;-0.531963;0.093270;0.590300;0.490098;1.420602;49.645945;
253.000000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209700;0.109902;1.021737;1.043771;1.021737;1.043771;-0.531963;0.093270;0.590300;0.490098;1.420601;49.645906;
253.100000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209701;0.109903;1.021739;1.043775;1.021739;1.043775;-0.531963;0.093269;0.590299;0.490097;1.420601;49.645868;
253.200000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209701;0.109903;1.021741;1.043779;1.021741;1.043779;-0.531962;0.093269;0.590299;0.490097;1.420601;49.645829;
253.300000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209701;0.109903;1.021743;1.043783;1.021743;1.043783;-0.531962;0.093269;0.590299;0.490097;1.420601;49.645791;
253.400000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209702;0.109904;1.021745;1.043787;1.021745;1.043787;-0.531962;0.093268;0.590298;0.490096;1.420601;49.645753;
253.500000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209702;0.109904;1.021747;1.043791;1.021747;1.043791;-0.531961;0.093268;0.590298;0.490096;1.420601;49.645715;
253.600000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209703;0.109905;1.021748;1.043795;1.021748;1.043795;-0.531961;0.093268;0.590297;0.490095;1.420601;49.645676;
253.700000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209703;0.109905;1.021750;1.043799;1.021750;1.043799;-0.531961;0.093267;0.590297;0.490095;1.420601;49.645638;
253.800000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209703;0.109905;1.021752;1.043802;1.021752;1.043802;-0.531961;0.093267;0.590297;0.490095;1.420601;49.645600;
253.900000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209704;0.109906;1.021754;1.043806;1.021754;1.043806;-0.531960;0.093266;0.590296;0.490094;1.420601;49.645562;
254.000000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209704;0.109906;1.021756;1.043810;1.021756;1.043810;-0.531960;0.093266;0.590296;0.490094;1.420601;49.645524;
254.100000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209704;0.109907;1.021758;1.043814;1.021758;1.043814;-0.531960;0.093266;0.590296;0.490093;1.420601;49.645486;
254.200000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209705;0.109907;1.021760;1.043818;1.021760;1.043818;-0.531959;0.093265;0.590295;0.490093;1.420601;49.645448;
254.300000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209705;0.109907;1.021762;1.043822;1.021762;1.043822;-0.531959;0.093265;0.590295;0.490093;1.420601;49.645410;
254.400000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209706;0.109908;1.021763;1.043826;1.021763;1.043826;-0.531959;0.093265;0.590294;0.490092;1.420600;49.645372;
254.500000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209706;0.109908;1.021765;1.043830;1.021765;1.043830;-0.531958;0.093264;0.590294;0.490092;1.420600;49.645334;
254.600000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209706;0.109909;1.021767;1.043834;1.021767;1.043834;-0.531958;0.093264;0.590294;0.490091;1.420600;49.645296;
254.700000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209707;0.109909;1.021769;1.043838;1.021769;1.043838;-0.531958;0.093264;0.590293;0.490091;1.420600;49.645259;
254.800000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209707;0.109909;1.021771;1.043842;1.021771;1.043842;-0.531958;0.093263;0.590293;0.490091;1.420600;49.645221;
254.900000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209707;0.109910;1.021773;1.043846;1.021773;1.043846;-0.531957;0.093263;0.590293;0.490090;1.420600;49.645183;
255.000000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209708;0.109910;1.021775;1.043849;1.021775;1.043849;-0.531957;0.093262;0.590292;0.490090;1.420600;49.645146;
255.100000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209708;0.109911;1.021776;1.043853;1.021776;1.043853;-0.531957;0.093262;0.590292;0.490089;1.420600;49.645108;
255.200000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209709;0.109911;1.021778;1.043857;1.021778;1.043857;-0.531956;0.093262;0.590291;0.490089;1.420600;49.645070;
255.300000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209709;0.109911;1.021780;1.043861;1.021780;1.043861;-0.531956;0.093261;0.590291;0.490089;1.420600;49.645033;
255.400000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209709;0.109912;1.021782;1.043865;1.021782;1.043865;-0.531956;0.093261;0.590291;0.490088;1.420600;49.644995;
255.500000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209710;0.109912;1.021784;1.043869;1.021784;1.043869;-0.531956;0.093261;0.590290;0.490088;1.420600;49.644958;
255.600000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209710;0.109913;1.021786;1.043873;1.021786;1.043873;-0.531955;0.093260;0.590290;0.490087;1.420600;49.644921;
255.700000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209710;0.109913;1.021787;1.043876;1.021787;1.043876;-0.531955;0.093260;0.590290;0.490087;1.420600;49.644883;
255.800000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209711;0.109913;1.021789;1.043880;1.021789;1.043880;-0.531955;0.093260;0.590289;0.490087;1.420599;49.644846;
255.900000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209711;0.109914;1.021791;1.043884;1.021791;1.043884;-0.531954;0.093259;0.590289;0.490086;1.420599;49.644809;
256.000000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209711;0.109914;1.021793;1.043888;1.021793;1.043888;-0.531954;0.093259;0.590289;0.490086;1.420599;49.644771;
256.100000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209712;0.109915;1.021795;1.043892;1.021795;1.043892;-0.531954;0.093259;0.590288;0.490085;1.420599;49.644734;
256.200000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209712;0.109915;1.021797;1.043896;1.021797;1.043896;-0.531953;0.093258;0.590288;0.490085;1.420599;49.644697;
256.300000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209713;0.109915;1.021798;1.043900;1.021798;1.043900;-0.531953;0.093258;0.590287;0.490085;1.420599;49.644660;
256.400000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209713;0.109916;1.021800;1.043903;1.021800;1.043903;-0.531953;0.093257;0.590287;0.490084;1.420599;49.644623;
256.500000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209713;0.109916;1.021802;1.043907;1.021802;1.043907;-0.531953;0.093257;0.590287;0.490084;1.420599;49.644586;
256.600000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209714;0.109917;1.021804;1.043911;1.021804;1.043911;-0.531952;0.093257;0.590286;0.490083;1.420599;49.644549;
256.700000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209714;0.109917;1.021806;1.043915;1.021806;1.043915;-0.531952;0.093256;0.590286;0.490083;1.420599;49.644512;
256.800000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209714;0.109917;1.021808;1.043919;1.021808;1.043919;-0.531952;0.093256;0.590286;0.490083;1.420599;49.644475;
256.900000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209715;0.109918;1.021809;1.043922;1.021809;1.043922;-0.531951;0.093256;0.590285;0.490082;1.420599;49.644438;
257.000000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209715;0.109918;1.021811;1.043926;1.021811;1.043926;-0.531951;0.093255;0.590285;0.490082;1.420599;49.644401;
257.100000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209715;0.109918;1.021813;1.043930;1.021813;1.043930;-0.531951;0.093255;0.590285;0.490082;1.420599;49.644365;
257.200000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209716;0.109919;1.021815;1.043934;1.021815;1.043934;-0.531951;0.093255;0.590284;0.490081;1.420598;49.644328;
257.300000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209716;0.109919;1.021817;1.043938;1.021817;1.043938;-0.531950;0.093254;0.590284;0.490081;1.420598;49.644291;
257.400000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209717;0.109920;1.021818;1.043941;1.021818;1.043941;-0.531950;0.093254;0.590283;0.490080;1.420598;49.644254;
257.500000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209717;0.109920;1.021820;1.043945;1.021820;1.043945;-0.531950;0.093254;0.590283;0.490080;1.420598;49.644218;
257.600000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209717;0.109920;1.021822;1.043949;1.021822;1.043949;-0.531949;0.093253;0.590283;0.490080;1.420598;49.644181;
257.700000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209718;0.109921;1.021824;1.043953;1.021824;1.043953;-0.531949;0.093253;0.590282;0.490079;1.420598;49.644145;
257.800000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209718;0.109921;1.021826;1.043957;1.021826;1.043957;-0.531949;0.093253;0.590282;0.490079;1.420598;49.644108;
257.900000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209718;0.109922;1.021827;1.043960;1.021827;1.043960;-0.531949;0.093252;0.590282;0.490078;1.420598;49.644072;
258.000000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209719;0.109922;1.021829;1.043964;1.021829;1.043964;-0.531948;0.093252;0.590281;0.490078;1.420598;49.644035;
258.100000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209719;0.109922;1.021831;1.043968;1.021831;1.043968;-0.531948;0.093251;0.590281;0.490078;1.420598;49.643999;
258.200000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209719;0.109923;1.021833;1.043972;1.021833;1.043972;-0.531948;0.093251;0.590281;0.490077;1.420598;49.643963;
258.300000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209720;0.109923;1.021835;1.043975;1.021835;1.043975;-0.531947;0.093251;0.590280;0.490077;1.420598;49.643926;
258.400000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209720;0.109924;1.021836;1.043979;1.021836;1.043979;-0.531947;0.093250;0.590280;0.490076;1.420598;49.643890;
258.500000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209720;0.109924;1.021838;1.043983;1.021838;1.043983;-0.531947;0.093250;0.590280;0.490076;1.420598;49.643854;
258.600000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209721;0.109924;1.021840;1.043987;1.021840;1.043987;-0.531947;0.093250;0.590279;0.490076;1.420597;49.643817;
258.700000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209721;0.109925;1.021842;1.043990;1.021842;1.043990;-0.531946;0.093249;0.590279;0.490075;1.420597;49.643781;
258.800000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209722;0.109925;1.021843;1.043994;1.021843;1.043994;-0.531946;0.093249;0.590278;0.490075;1.420597;49.643745;
258.900000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209722;0.109925;1.021845;1.043998;1.021845;1.043998;-0.531946;0.093249;0.590278;0.490075;1.420597;49.643709;
259.000000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209722;0.109926;1.021847;1.044002;1.021847;1.044002;-0.531945;0.093248;0.590278;0.490074;1.420597;49.643673;
259.100000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209723;0.109926;1.021849;1.044005;1.021849;1.044005;-0.531945;0.093248;0.590277;0.490074;1.420597;49.643637;
259.200000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209723;0.109927;1.021851;1.044009;1.021851;1.044009;-0.531945;0.093248;0.590277;0.490073;1.420597;49.643601;
259.300000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209723;0.109927;1.021852;1.044013;1.021852;1.044013;-0.531945;0.093247;0.590277;0.490073;1.420597;49.643565;
259.400000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209724;0.109927;1.021854;1.044016;1.021854;1.044016;-0.531944;0.093247;0.590276;0.490073;1.420597;49.643529;
259.500000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209724;0.109928;1.021856;1.044020;1.021856;1.044020;-0.531944;0.093247;0.590276;0.490072;1.420597;49.643493;
259.600000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209724;0.109928;1.021858;1.044024;1.021858;1.044024;-0.531944;0.093246;0.590276;0.490072;1.420597;49.643458;
259.700000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209725;0.109928;1.021859;1.044028;1.021859;1.044028;-0.531944;0.093246;0.590275;0.490072;1.420597;49.643422;
259.800000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209725;0.109929;1.021861;1.044031;1.021861;1.044031;-0.531943;0.093246;0.590275;0.490071;1.420597;49.643386;
259.900000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209725;0.109929;1.021863;1.044035;1.021863;1.044035;-0.531943;0.093245;0.590275;0.490071;1.420597;49.643351;
260.000000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209726;0.109930;1.021865;1.044039;1.021865;1.044039;-0.531943;0.093245;0.590274;0.490070;1.420596;49.643315;
260.100000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209726;0.109930;1.021866;1.044042;1.021866;1.044042;-0.531942;0.093245;0.590274;0.490070;1.420596;49.643279;
260.200000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209726;0.109930;1.021868;1.044046;1.021868;1.044046;-0.531942;0.093244;0.590274;0.490070;1.420596;49.643244;
260.300000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209727;0.109931;1.021870;1.044050;1.021870;1.044050;-0.531942;0.093244;0.590273;0.490069;1.420596;49.643208;
260.400000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209727;0.109931;1.021872;1.044053;1.021872;1.044053;-0.531942;0.093244;0.590273;0.490069;1.420596;49.643173;
260.500000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209728;0.109931;1.021873;1.044057;1.021873;1.044057;-0.531941;0.093243;0.590272;0.490069;1.420596;49.643137;
260.600000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209728;0.109932;1.021875;1.044061;1.021875;1.044061;-0.531941;0.093243;0.590272;0.490068;1.420596;49.643102;
260.700000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209728;0.109932;1.021877;1.044064;1.021877;1.044064;-0.531941;0.093243;0.590272;0.490068;1.420596;49.643066;
260.800000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209729;0.109933;1.021879;1.044068;1.021879;1.044068;-0.531940;0.093242;0.590271;0.490067;1.420596;49.643031;
260.900000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209729;0.109933;1.021880;1.044072;1.021880;1.044072;-0.531940;0.093242;0.590271;0.490067;1.420596;49.642996;
261.000000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209729;0.109933;1.021882;1.044075;1.021882;1.044075;-0.531940;0.093242;0.590271;0.490067;1.420596;49.642960;
261.100000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209730;0.109934;1.021884;1.044079;1.021884;1.044079;-0.531940;0.093241;0.590270;0.490066;1.420596;49.642925;
261.200000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209730;0.109934;1.021886;1.044083;1.021886;1.044083;-0.531939;0.093241;0.590270;0.490066;1.420596;49.642890;
261.300000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209730;0.109934;1.021887;1.044086;1.021887;1.044086;-0.531939;0.093240;0.590270;0.490066;1.420596;49.642855;
261.400000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209731;0.109935;1.021889;1.044090;1.021889;1.044090;-0.531939;0.093240;0.590269;0.490065;1.420596;49.642820;
261.500000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209731;0.109935;1.021891;1.044094;1.021891;1.044094;-0.531939;0.093240;0.590269;0.490065;1.420595;49.642785;
261.600000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209731;0.109936;1.021893;1.044097;1.021893;1.044097;-0.531938;0.093239;0.590269;0.490064;1.420595;49.642750;
261.700000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209732;0.109936;1.021894;1.044101;1.021894;1.044101;-0.531938;0.093239;0.590268;0.490064;1.420595;49.642715;
261.800000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209732;0.109936;1.021896;1.044104;1.021896;1.044104;-0.531938;0.093239;0.590268;0.490064;1.420595;49.642680;
261.900000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209732;0.109937;1.021898;1.044108;1.021898;1.044108;-0.531937;0.093238;0.590268;0.490063;1.420595;49.642645;
262.000000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209733;0.109937;1.021899;1.044112;1.021899;1.044112;-0.531937;0.093238;0.590267;0.490063;1.420595;49.642610;
262.100000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209733;0.109937;1.021901;1.044115;1.021901;1.044115;-0.531937;0.093238;0.590267;0.490063;1.420595;49.642575;
262.200000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209733;0.109938;1.021903;1.044119;1.021903;1.044119;-0.531937;0.093237;0.590267;0.490062;1.420595;49.642540;
262.300000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209734;0.109938;1.021905;1.044123;1.021905;1.044123;-0.531936;0.093237;0.590266;0.490062;1.420595;49.642506;
262.400000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209734;0.109939;1.021906;1.044126;1.021906;1.044126;-0.531936;0.093237;0.590266;0.490061;1.420595;49.642471;
262.500000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209734;0.109939;1.021908;1.044130;1.021908;1.044130;-0.531936;0.093236;0.590266;0.490061;1.420595;49.642436;
262.600000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209735;0.109939;1.021910;1.044133;1.021910;1.044133;-0.531936;0.093236;0.590265;0.490061;1.420595;49.642401;
262.700000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209735;0.109940;1.021911;1.044137;1.021911;1.044137;-0.531935;0.093236;0.590265;0.490060;1.420595;49.642367;
262.800000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209735;0.109940;1.021913;1.044141;1.021913;1.044141;-0.531935;0.093235;0.590265;0.490060;1.420595;49.642332;
262.900000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209736;0.109940;1.021915;1.044144;1.021915;1.044144;-0.531935;0.093235;0.590264;0.490060;1.420594;49.642298;
263.000000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209736;0.109941;1.021917;1.044148;1.021917;1.044148;-0.531934;0.093235;0.590264;0.490059;1.420594;49.642263;
263.100000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209736;0.109941;1.021918;1.044151;1.021918;1.044151;-0.531934;0.093234;0.590264;0.490059;1.420594;49.642229;
263.200000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209737;0.109942;1.021920;1.044155;1.021920;1.044155;-0.531934;0.093234;0.590263;0.490059;1.420594;49.642194;
263.300000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209737;0.109942;1.021922;1.044158;1.021922;1.044158;-0.531934;0.093234;0.590263;0.490058;1.420594;49.642160;
263.400000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209737;0.109942;1.021923;1.044162;1.021923;1.044162;-0.531933;0.093233;0.590263;0.490058;1.420594;49.642126;
263.500000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209738;0.109943;1.021925;1.044166;1.021925;1.044166;-0.531933;0.093233;0.590262;0.490057;1.420594;49.642091;
263.600000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209738;0.109943;1.021927;1.044169;1.021927;1.044169;-0.531933;0.093233;0.590262;0.490057;1.420594;49.642057;
263.700000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209738;0.109943;1.021928;1.044173;1.021928;1.044173;-0.531933;0.093233;0.590262;0.490057;1.420594;49.642023;
263.800000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209739;0.109944;1.021930;1.044176;1.021930;1.044176;-0.531932;0.093232;0.590261;0.490056;1.420594;49.641988;
263.900000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209739;0.109944;1.021932;1.044180;1.021932;1.044180;-0.531932;0.093232;0.590261;0.490056;1.420594;49.641954;
264.000000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209739;0.109944;1.021933;1.044183;1.021933;1.044183;-0.531932;0.093232;0.590261;0.490056;1.420594;49.641920;
264.100000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209740;0.109945;1.021935;1.044187;1.021935;1.044187;-0.531932;0.093231;0.590260;0.490055;1.420594;49.641886;
264.200000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209740;0.109945;1.021937;1.044190;1.021937;1.044190;-0.531931;0.093231;0.590260;0.490055;1.420594;49.641852;
264.300000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209740;0.109945;1.021939;1.044194;1.021939;1.044194;-0.531931;0.093231;0.590260;0.490055;1.420594;49.641818;
264.400000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209741;0.109946;1.021940;1.044197;1.021940;1.044197;-0.531931;0.093230;0.590259;0.490054;1.420593;49.641784;
264.500000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209741;0.109946;1.021942;1.044201;1.021942;1.044201;-0.531930;0.093230;0.590259;0.490054;1.420593;49.641750;
264.600000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209741;0.109947;1.021944;1.044204;1.021944;1.044204;-0.531930;0.093230;0.590259;0.490053;1.420593;49.641716;
264.700000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209742;0.109947;1.021945;1.044208;1.021945;1.044208;-0.531930;0.093229;0.590258;0.490053;1.420593;49.641682;
264.800000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209742;0.109947;1.021947;1.044211;1.021947;1.044211;-0.531930;0.093229;0.590258;0.490053;1.420593;49.641648;
264.900000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209742;0.109948;1.021949;1.044215;1.021949;1.044215;-0.531929;0.093229;0.590258;0.490052;1.420593;49.641615;
265.000000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209743;0.109948;1.021950;1.044218;1.021950;1.044218;-0.531929;0.093228;0.590257;0.490052;1.420593;49.641581;
265.100000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209743;0.109948;1.021952;1.044222;1.021952;1.044222;-0.531929;0.093228;0.590257;0.490052;1.420593;49.641547;
265.200000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209743;0.109949;1.021954;1.044225;1.021954;1.044225;-0.531929;0.093228;0.590257;0.490051;1.420593;49.641513;
265.300000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209744;0.109949;1.021955;1.044229;1.021955;1.044229;-0.531928;0.093227;0.590256;0.490051;1.420593;49.641480;
