time;NETWORK_NGEN_Upu_value;NETWORK_NLOAD_Upu_value;GEN_generator_omegaPu;GEN_generator_PGen;GEN_generator_QGen;GEN_generator_UStatorPu;GEN_voltageRegulator_EfdPu;LOAD_load_PPu;LOAD_load_QPu;LOAD_load_motors_0__PPu;LOAD_load_motors_0__QPu;LOAD_load_motors_0__cePu;LOAD_load_motors_0__clPu;LOAD_load_motors_0__omegaRPu;LOAD_load_motors_0__s;LOAD_load_motors_0__EdPPu;LOAD_load_motors_0__EqPPu;LOAD_load_motors_0__EdPPPu;LOAD_load_motors_0__EqPPPu;LOAD_load_motors_0__idPu;LOAD_load_motors_0__iqPu;LOAD_load_motors_1__PPu;LOAD_load_motors_1__QPu;LOAD_load_motors_1__cePu;LOAD_load_motors_1__clPu;LOAD_load_motors_1__omegaRPu;LOAD_load_motors_1__s;LOAD_load_motors_1__EdPPu;LOAD_load_motors_1__EqPPu;LOAD_load_motors_1__EdPPPu;LOAD_load_motors_1__EqPPPu;LOAD_load_motors_1__idPu;LOAD_load_motors_1__iqPu;
1.019251;0.483949;0.370962;0.999973;722.519914;661.042199;0.602342;5.000000;0.618051;-0.441603;0.417656;-0.130363;0.309585;0.942561;0.791551;0.208428;0.040463;-0.387373;0.049972;-0.376677;0.652670;-0.734521;-0.311388;-0.365030;-0.294359;0.889662;0.932153;0.067821;0.332339;-0.452140;0.275126;-0.431839;0.460124;0.974720;
1.020000;0.482448;0.366821;0.999972;715.374464;660.975629;0.601013;5.000000;0.649305;-0.415151;0.430840;-0.106422;0.318568;0.942561;0.789193;0.210785;0.031404;-0.377749;0.042174;-0.367626;0.620060;-0.794582;-0.281952;-0.361323;-0.267500;0.887990;0.931277;0.068697;0.318154;-0.452814;0.263714;-0.430873;0.488290;0.919642;
1.020000;0.482023;0.359576;0.999972;706.797017;665.236982;0.601087;5.000000;0.692858;-0.342363;0.410075;-0.130508;0.301942;0.942561;0.789193;0.210785;0.031404;-0.377749;0.042174;-0.367626;0.662726;-0.745301;-0.198084;-0.262395;-0.271358;0.887990;0.931277;0.068697;0.318154;-0.452814;0.263714;-0.430873;0.527053;0.952367;
1.020001;0.482021;0.359570;0.999972;706.787623;665.236959;0.601086;5.000000;0.692893;-0.342324;0.410096;-0.130473;0.301956;0.942561;0.789190;0.210788;0.031392;-0.377735;0.042163;-0.367613;0.662680;-0.745392;-0.198055;-0.262389;-0.271320;0.887988;0.931276;0.068698;0.318135;-0.452815;0.263698;-0.430871;0.527086;0.952284;
1.020002;0.482019;0.359564;0.999972;706.778294;665.236903;0.601084;5.000000;0.692928;-0.342285;0.410117;-0.130438;0.301971;0.942561;0.789187;0.210791;0.031380;-0.377722;0.042152;-0.367600;0.662634;-0.745483;-0.198026;-0.262384;-0.271281;0.887986;0.931275;0.068699;0.318116;-0.452815;0.263682;-0.430868;0.527120;0.952201;
1.020004;0.482015;0.359553;0.999972;706.759642;665.236789;0.601081;5.000000;0.692999;-0.342207;0.410159;-0.130369;0.302000;0.942561;0.789180;0.210797;0.031355;-0.377694;0.042130;-0.367574;0.662541;-0.745665;-0.197967;-0.262372;-0.271204;0.887982;0.931272;0.068702;0.318078;-0.452816;0.263650;-0.430863;0.527186;0.952035;
1.020008;0.482008;0.359531;0.999972;706.722334;665.236565;0.601075;5.000000;0.693139;-0.342051;0.410242;-0.130229;0.302058;0.942561;0.789168;0.210810;0.031307;-0.377640;0.042086;-0.367521;0.662356;-0.746029;-0.197850;-0.262349;-0.271050;0.887973;0.931268;0.068706;0.318002;-0.452817;0.263586;-0.430853;0.527319;0.951703;
1.020016;0.481994;0.359486;0.999972;706.647765;665.236101;0.601062;5.000000;0.693420;-0.341738;0.410410;-0.129949;0.302173;0.942561;0.789142;0.210836;0.031210;-0.377531;0.041999;-0.367416;0.661986;-0.746757;-0.197616;-0.262303;-0.270742;0.887955;0.931258;0.068715;0.317850;-0.452820;0.263459;-0.430833;0.527585;0.951040;
1.020032;0.481966;0.359396;0.999972;706.498778;665.235129;0.601037;5.000000;0.693981;-0.341113;0.410743;-0.129390;0.302403;0.942561;0.789091;0.210887;0.031016;-0.377313;0.041825;-0.367206;0.661245;-0.748209;-0.197149;-0.262212;-0.270127;0.887920;0.931240;0.068734;0.317546;-0.452825;0.263205;-0.430793;0.528116;0.949713;
1.020064;0.481910;0.359217;0.999972;706.201414;665.233012;0.600986;5.000000;0.695097;-0.339864;0.411405;-0.128274;0.302860;0.942561;0.788988;0.210989;0.030630;-0.376878;0.041478;-0.366787;0.659759;-0.751102;-0.196215;-0.262029;-0.268898;0.887849;0.931203;0.068771;0.316937;-0.452836;0.262696;-0.430712;0.529177;0.947061;
1.020128;0.481799;0.358860;0.999972;705.609103;665.228083;0.600886;5.000000;0.697308;-0.337373;0.412708;-0.126048;0.303756;0.942561;0.788784;0.211194;0.029865;-0.376008;0.040792;-0.365949;0.656775;-0.756842;-0.194354;-0.261664;-0.266449;0.887708;0.931129;0.068845;0.315723;-0.452856;0.261683;-0.430551;0.531289;0.941766;
1.020256;0.481579;0.358151;0.999972;704.434024;665.215499;0.600687;5.000000;0.701644;-0.332417;0.415233;-0.121620;0.305486;0.942561;0.788376;0.211602;0.028363;-0.374270;0.039448;-0.364278;0.650759;-0.768137;-0.190653;-0.260938;-0.261585;0.887427;0.930982;0.068992;0.313302;-0.452888;0.259669;-0.430228;0.535480;0.931210;
1.020512;0.481149;0.356755;0.999972;702.121062;665.179750;0.600296;5.000000;0.709984;-0.322610;0.419972;-0.112862;0.308702;0.942561;0.787562;0.212415;0.025465;-0.370807;0.036867;-0.360958;0.638553;-0.790009;-0.183340;-0.259498;-0.251986;0.886869;0.930689;0.069285;0.308488;-0.452925;0.255690;-0.429577;0.543724;0.910222;
1.021024;0.480324;0.354044;0.999971;697.636839;665.068328;0.599538;5.000000;0.725432;-0.303405;0.428294;-0.095757;0.314229;0.942561;0.785946;0.214031;0.020077;-0.363942;0.032114;-0.354414;0.613575;-0.831019;-0.169049;-0.256645;-0.233283;0.885767;0.930111;0.069863;0.298976;-0.452891;0.247912;-0.428253;0.559634;0.868699;
1.022048;0.478800;0.348924;0.999970;689.187517;664.701785;0.598108;5.000000;0.751983;-0.266605;0.440892;-0.063282;0.322146;0.942561;0.782746;0.217231;0.010798;-0.350535;0.024055;-0.341754;0.562233;-0.903053;-0.141710;-0.250913;-0.197701;0.883622;0.928984;0.070989;0.280413;-0.452404;0.233000;-0.425482;0.589017;0.787206;
1.022763;0.477825;0.345570;0.999970;683.662293;664.342962;0.597170;5.000000;0.767533;-0.242101;0.446918;-0.041972;0.325575;0.942561;0.780528;0.219448;0.005398;-0.341471;0.019446;-0.333275;0.525825;-0.946148;-0.123517;-0.246808;-0.174162;0.882167;0.928218;0.071754;0.267806;-0.451744;0.223044;-0.423434;0.607559;0.731371;
1.022763;0.485608;0.357520;0.999970;706.075531;657.928810;0.602517;5.000000;0.541538;-0.194313;0.136868;0.000125;0.391095;0.942561;0.780528;0.219448;0.005398;-0.341471;0.019446;-0.333275;0.573383;-1.140036;-0.070706;-0.244401;-0.105700;0.882167;0.928218;0.071754;0.267806;-0.451744;0.223044;-0.423434;0.620665;0.576561;
1.022764;0.485607;0.357511;0.999970;706.063439;657.930751;0.602516;5.000000;0.541537;-0.194293;0.136863;0.000135;0.391077;0.942561;0.780526;0.219451;0.005395;-0.341458;0.019446;-0.333262;0.573332;-1.140028;-0.070687;-0.244389;-0.105681;0.882165;0.928217;0.071755;0.267790;-0.451742;0.223035;-0.423431;0.620705;0.576529;
1.022765;0.485606;0.357509;0.999970;706.058494;657.929118;0.602515;5.000000;0.541546;-0.194275;0.136861;0.000145;0.391071;0.942561;0.780523;0.219454;0.005391;-0.341444;0.019445;-0.333249;0.573243;-1.140062;-0.070670;-0.244381;-0.105659;0.882163;0.928216;0.071756;0.267774;-0.451741;0.223025;-0.423428;0.620710;0.576469;
1.022767;0.485604;0.357504;0.999970;706.049043;657.925634;0.602512;5.000000;0.541564;-0.194240;0.136858;0.000165;0.391060;0.942561;0.780517;0.219459;0.005385;-0.341417;0.019443;-0.333223;0.573064;-1.140132;-0.070635;-0.244365;-0.105614;0.882159;0.928214;0.071758;0.267741;-0.451739;0.223006;-0.423421;0.620720;0.576349;
1.022771;0.485599;0.357494;0.999970;706.028829;657.919323;0.602508;5.000000;0.541598;-0.194170;0.136849;0.000206;0.391037;0.942561;0.780506;0.219470;0.005371;-0.341364;0.019439;-0.333172;0.572713;-1.140263;-0.070566;-0.244332;-0.105524;0.882152;0.928210;0.071762;0.267677;-0.451734;0.222969;-0.423408;0.620746;0.576113;
1.022779;0.485590;0.357474;0.999970;705.989275;657.906263;0.602498;5.000000;0.541668;-0.194029;0.136833;0.000287;0.390991;0.942561;0.780484;0.219492;0.005343;-0.341257;0.019432;-0.333069;0.572006;-1.140531;-0.070427;-0.244267;-0.105344;0.882137;0.928203;0.071769;0.267547;-0.451724;0.222894;-0.423382;0.620793;0.575639;
1.022795;0.485573;0.357434;0.999970;705.910175;657.880146;0.602478;5.000000;0.541808;-0.193749;0.136801;0.000449;0.390900;0.942561;0.780440;0.219536;0.005289;-0.341044;0.019419;-0.332864;0.570597;-1.141065;-0.070149;-0.244138;-0.104984;0.882107;0.928187;0.071785;0.267289;-0.451705;0.222743;-0.423330;0.620888;0.574688;
1.022827;0.485537;0.357355;0.999970;705.752000;657.827923;0.602439;5.000000;0.542090;-0.193190;0.136737;0.000772;0.390716;0.942561;0.780352;0.219625;0.005181;-0.340619;0.019391;-0.332456;0.567788;-1.142124;-0.069593;-0.243879;-0.104263;0.882047;0.928155;0.071817;0.266772;-0.451665;0.222441;-0.423226;0.621080;0.572784;
1.022891;0.485466;0.357196;0.999970;705.435762;657.723516;0.602361;5.000000;0.542656;-0.192079;0.136607;0.001410;0.390345;0.942561;0.780175;0.219801;0.004968;-0.339772;0.019336;-0.331645;0.562217;-1.144214;-0.068475;-0.243363;-0.102817;0.881927;0.928092;0.071880;0.265741;-0.451585;0.221834;-0.423019;0.621475;0.568960;
1.023019;0.485324;0.356880;0.999970;704.803795;657.514863;0.602205;5.000000;0.543804;-0.189886;0.136346;0.002663;0.389589;0.942561;0.779821;0.220155;0.004559;-0.338098;0.019231;-0.330049;0.551247;-1.148279;-0.066226;-0.242333;-0.099908;0.881688;0.927966;0.072006;0.263683;-0.451421;0.220609;-0.422610;0.622302;0.561258;
1.023275;0.485036;0.356250;0.999969;703.542357;657.098189;0.601891;5.000000;0.546152;-0.185602;0.135814;0.005073;0.388028;0.942561;0.779113;0.220863;0.003796;-0.334817;0.019034;-0.326949;0.529966;-1.155961;-0.061675;-0.240285;-0.094040;0.881212;0.927716;0.072256;0.259590;-0.451077;0.218123;-0.421811;0.624078;0.545660;
1.023787;0.484456;0.355003;0.999969;701.032613;656.267270;0.601259;5.000000;0.550992;-0.177397;0.134713;0.009553;0.384722;0.942561;0.777689;0.222287;0.002483;-0.328522;0.018701;-0.321085;0.489790;-1.169669;-0.052434;-0.236212;-0.082173;0.880270;0.927220;0.072752;0.251497;-0.450323;0.213038;-0.420263;0.627959;0.513851;
1.024811;0.483287;0.352559;0.999968;696.084096;654.614216;0.599992;5.000000;0.560904;-0.162121;0.132381;0.017357;0.377530;0.942561;0.774814;0.225162;0.000587;-0.316918;0.018280;-0.310504;0.417517;-1.191282;-0.033761;-0.228065;-0.058373;0.878424;0.926247;0.073723;0.235698;-0.448549;0.202623;-0.417252;0.636105;0.448799;
1.025835;0.482119;0.350188;0.999967;691.246867;652.971953;0.598732;5.000000;0.570805;-0.148068;0.129904;0.023839;0.369804;0.942561;0.771900;0.228075;-0.000474;-0.306542;0.018178;-0.301256;0.354619;-1.206104;-0.015185;-0.219843;-0.034917;0.876630;0.925301;0.074669;0.220426;-0.446425;0.192078;-0.414255;0.643926;0.382844;
1.026859;0.480968;0.347890;0.999967;686.537086;651.339539;0.597488;5.000000;0.580381;-0.134939;0.127325;0.029235;0.361764;0.942561;0.768947;0.231028;-0.000880;-0.297287;0.018364;-0.293125;0.299600;-1.215316;0.002936;-0.211483;-0.012229;0.874886;0.924380;0.075589;0.205694;-0.443961;0.181613;-0.411176;0.650602;0.317073;
1.027763;0.479971;0.345923;0.999966;682.492279;649.906338;0.596409;5.000000;0.588413;-0.123951;0.125004;0.033245;0.354562;0.942561;0.766305;0.233669;-0.000825;-0.289964;0.018728;-0.286739;0.256686;-1.219673;0.018364;-0.203971;0.006951;0.873386;0.923587;0.076382;0.193141;-0.441515;0.172558;-0.408346;0.655155;0.259799;
1.027763;0.481414;0.341465;0.999966;679.129088;652.568703;0.597765;5.000000;0.574200;-0.046192;0.125136;0.029119;0.354199;0.942561;0.766305;0.233669;-0.000825;-0.289964;0.018728;-0.286739;0.311366;-1.214931;0.015415;-0.120888;0.015530;0.873386;0.923587;0.076382;0.193141;-0.441515;0.172558;-0.408346;0.697765;0.256829;
1.027764;0.481413;0.341464;0.999966;679.125241;652.566953;0.597764;5.000000;0.574203;-0.046180;0.125134;0.029125;0.354193;0.942561;0.766302;0.233672;-0.000824;-0.289955;0.018728;-0.286731;0.311311;-1.214944;0.015425;-0.120882;0.015551;0.873384;0.923586;0.076383;0.193128;-0.441512;0.172548;-0.408342;0.697762;0.256762;
1.027765;0.481412;0.341462;0.999966;679.121432;652.565185;0.597763;5.000000;0.574206;-0.046169;0.125132;0.029131;0.354186;0.942561;0.766299;0.233675;-0.000824;-0.289946;0.018728;-0.286723;0.311256;-1.214957;0.015434;-0.120876;0.015572;0.873382;0.923585;0.076383;0.193114;-0.441509;0.172538;-0.408338;0.697758;0.256694;
1.027767;0.481411;0.341458;0.999966;679.113800;652.561657;0.597761;5.000000;0.574212;-0.046146;0.125127;0.029142;0.354172;0.942561;0.766293;0.233681;-0.000824;-0.289929;0.018729;-0.286707;0.311146;-1.214983;0.015454;-0.120863;0.015615;0.873379;0.923584;0.076385;0.193087;-0.441502;0.172519;-0.408329;0.697750;0.256558;
1.027771;0.481407;0.341451;0.999966;679.098586;652.554576;0.597757;5.000000;0.574224;-0.046100;0.125119;0.029164;0.354144;0.942561;0.766281;0.233693;-0.000823;-0.289895;0.018731;-0.286675;0.310926;-1.215035;0.015492;-0.120838;0.015700;0.873373;0.923580;0.076389;0.193032;-0.441489;0.172479;-0.408312;0.697735;0.256286;
1.027779;0.481400;0.341437;0.999966;679.068135;652.540429;0.597748;5.000000;0.574248;-0.046008;0.125102;0.029209;0.354089;0.942561;0.766258;0.233716;-0.000821;-0.289826;0.018734;-0.286611;0.310486;-1.215138;0.015570;-0.120787;0.015871;0.873360;0.923573;0.076395;0.192923;-0.441464;0.172401;-0.408277;0.697704;0.255743;
1.027795;0.481385;0.341408;0.999966;679.007269;652.512129;0.597731;5.000000;0.574296;-0.045825;0.125068;0.029299;0.353978;0.942561;0.766211;0.233763;-0.000818;-0.289688;0.018740;-0.286483;0.309607;-1.215344;0.015724;-0.120686;0.016211;0.873334;0.923560;0.076409;0.192705;-0.441413;0.172243;-0.408208;0.697643;0.254657;
1.027827;0.481356;0.341352;0.999966;678.885686;652.455507;0.597697;5.000000;0.574392;-0.045459;0.125000;0.029477;0.353755;0.942561;0.766117;0.233857;-0.000810;-0.289414;0.018754;-0.286228;0.307856;-1.215749;0.016032;-0.120483;0.016891;0.873282;0.923532;0.076436;0.192270;-0.441310;0.171928;-0.408069;0.697522;0.252488;
1.027891;0.481298;0.341239;0.999966;678.643104;652.342179;0.597630;5.000000;0.574583;-0.044733;0.124864;0.029830;0.353308;0.942561;0.765928;0.234046;-0.000793;-0.288869;0.018782;-0.285723;0.304376;-1.216535;0.016647;-0.120080;0.018247;0.873178;0.923477;0.076491;0.191402;-0.441105;0.171301;-0.407793;0.697282;0.248159;
1.028019;0.481181;0.341014;0.999966;678.160240;652.115207;0.597494;5.000000;0.574960;-0.043300;0.124587;0.030522;0.352407;0.942561;0.765551;0.234423;-0.000752;-0.287792;0.018845;-0.284726;0.297509;-1.218015;0.017870;-0.119279;0.020941;0.872972;0.923368;0.076600;0.189671;-0.440691;0.170051;-0.407245;0.696811;0.239541;
1.028275;0.480949;0.340571;0.999966;677.203386;651.660172;0.597223;5.000000;0.575693;-0.040501;0.124022;0.031856;0.350579;0.942561;0.764794;0.235180;-0.000646;-0.285690;0.018995;-0.282790;0.284131;-1.220630;0.020291;-0.117696;0.026260;0.872561;0.923151;0.076818;0.186239;-0.439852;0.167573;-0.406165;0.695896;0.222454;
1.028787;0.480487;0.339709;0.999965;675.322921;650.746890;0.596684;5.000000;0.577085;-0.035154;0.122855;0.034330;0.346849;0.942561;0.763274;0.236700;-0.000342;-0.281682;0.019373;-0.279133;0.258755;-1.224634;0.025032;-0.114594;0.036626;0.871747;0.922720;0.077248;0.179483;-0.438129;0.162702;-0.404048;0.694106;0.188855;
1.029811;0.479575;0.338064;0.999965;671.680710;648.914637;0.595616;5.000000;0.579610;-0.025298;0.120445;0.038599;0.339275;0.942561;0.760204;0.239769;0.000541;-0.274406;0.020354;-0.272585;0.213121;-1.228747;0.034112;-0.108570;0.056311;0.870152;0.921876;0.078092;0.166406;-0.434511;0.153290;-0.399926;0.690303;0.123785;
1.030835;0.478677;0.336513;0.999964;668.181647;647.082142;0.594563;5.000000;0.581834;-0.016386;0.118008;0.042068;0.331760;0.942561;0.757096;0.242877;0.001695;-0.268044;0.021539;-0.266950;0.173829;-1.228743;0.042666;-0.102718;0.074663;0.868598;0.921052;0.078915;0.153895;-0.430670;0.144302;-0.395884;0.685858;0.061406;
1.032883;0.476930;0.333620;0.999963;661.534227;643.452374;0.592508;5.000000;0.585579;-0.000548;0.113388;0.047212;0.317721;0.942561;0.750771;0.249201;0.004290;-0.257574;0.024032;-0.257784;0.111027;-1.222158;0.058240;-0.091267;0.107620;0.865600;0.919461;0.080505;0.130504;-0.422401;0.127533;-0.387772;0.673761;-0.055944;
1.034726;0.475413;0.331221;0.999962;655.908856;640.242729;0.590716;5.000000;0.588275;0.011890;0.109670;0.050181;0.306639;0.942561;0.744965;0.255007;0.006673;-0.250370;0.026190;-0.251544;0.070267;-1.211712;0.070587;-0.081175;0.133322;0.863018;0.918089;0.081877;0.111257;-0.414360;0.113773;-0.380363;0.659001;-0.153394;
1.036570;0.473950;0.328971;0.999961;650.570759;637.106179;0.588983;5.000000;0.590466;0.023123;0.106515;0.052062;0.297337;0.942561;0.739066;0.260906;0.008779;-0.244769;0.028014;-0.246692;0.041256;-1.200536;0.081456;-0.071241;0.155609;0.860530;0.916764;0.083200;0.093635;-0.405862;0.101215;-0.372803;0.640600;-0.243479;
1.038413;0.472540;0.326846;0.999961;645.488123;634.052497;0.587308;5.000000;0.592212;0.033453;0.103955;0.053181;0.289807;0.942561;0.733090;0.266881;0.010446;-0.240387;0.029394;-0.242863;0.021493;-1.190602;0.090946;-0.061486;0.174779;0.858126;0.915483;0.084481;0.077564;-0.397003;0.089803;-0.365103;0.618900;-0.326478;
1.040256;0.471183;0.324828;0.999960;640.637306;631.087115;0.585692;5.000000;0.593558;0.043107;0.101975;0.053808;0.283938;0.942561;0.727052;0.272919;0.011602;-0.236881;0.030293;-0.239751;0.008703;-1.183115;0.099164;-0.051944;0.191126;0.855795;0.914239;0.085724;0.062964;-0.387875;0.079479;-0.357307;0.594403;-0.402677;
1.042099;0.469880;0.322903;0.999959;636.001222;628.212334;0.584135;5.000000;0.594523;0.052249;0.100525;0.054150;0.279528;0.942561;0.720966;0.279004;0.012242;-0.233973;0.030727;-0.237118;0.000930;-1.178658;0.106218;-0.042657;0.204926;0.853528;0.913027;0.086936;0.049756;-0.378565;0.070182;-0.349465;0.567632;-0.472382;
1.043942;0.468631;0.321063;0.999959;631.567424;625.428285;0.582636;5.000000;0.595113;0.060992;0.099528;0.054360;0.276328;0.942561;0.714845;0.285126;0.012406;-0.231442;0.030747;-0.234778;-0.003460;-1.177368;0.112210;-0.033661;0.216438;0.851315;0.911843;0.088119;0.037861;-0.369153;0.061853;-0.341627;0.539085;-0.535920;
1.045786;0.467435;0.319302;0.999958;627.326730;622.733559;0.581196;5.000000;0.595325;0.069414;0.098903;0.054546;0.274080;0.942561;0.708698;0.291273;0.012165;-0.229120;0.030422;-0.232595;-0.005778;-1.179077;0.117241;-0.024985;0.225904;0.849149;0.910682;0.089280;0.027200;-0.359710;0.054431;-0.333839;0.509207;-0.593626;
1.047629;0.466291;0.317618;0.999958;623.272146;620.125697;0.579812;5.000000;0.595159;0.077563;0.098566;0.054779;0.272542;0.942561;0.702532;0.297438;0.011602;-0.226891;0.029832;-0.230475;-0.007032;-1.183423;0.121401;-0.016650;0.233544;0.847023;0.909541;0.090420;0.017696;-0.350299;0.047857;-0.326143;0.478395;-0.645841;
1.051315;0.464155;0.314471;0.999957;615.694653;615.153855;0.577208;5.000000;0.593713;0.093116;0.098397;0.055531;0.270618;0.942561;0.690171;0.309799;0.009930;-0.222405;0.028228;-0.226192;-0.009420;-1.197585;0.127520;-0.001071;0.244254;0.842859;0.907303;0.092658;0.001765;-0.331840;0.036957;-0.311196;0.415619;-0.735530;
1.055002;0.462210;0.311615;0.999956;608.796682;610.488219;0.574811;5.000000;0.590891;0.107657;0.098620;0.056678;0.269510;0.942561;0.677780;0.322190;0.007871;-0.217796;0.026350;-0.221803;-0.013036;-1.216682;0.131126;0.013022;0.249899;0.838788;0.905109;0.094851;-0.010446;-0.314086;0.028765;-0.296982;0.352676;-0.807275;
1.058688;0.460441;0.309043;0.999956;602.536394;606.103844;0.572604;5.000000;0.586887;0.121107;0.098957;0.058151;0.268539;0.942561;0.665368;0.334603;0.005795;-0.213056;0.024510;-0.217326;-0.018806;-1.237888;0.132722;0.025622;0.251601;0.834782;0.902945;0.097015;-0.019463;-0.297298;0.022885;-0.283667;0.291223;-0.863403;
1.062374;0.458829;0.306744;0.999956;596.867216;601.978503;0.570570;5.000000;0.581956;0.133364;0.099258;0.059830;0.267400;0.942561;0.652934;0.347037;0.003925;-0.208286;0.022883;-0.212864;-0.026531;-1.259192;0.132754;0.036754;0.250324;0.830814;0.900797;0.099163;-0.025788;-0.281668;0.018941;-0.271365;0.232564;-0.906145;
1.066061;0.457354;0.304701;0.999956;591.737959;598.094085;0.568690;5.000000;0.576380;0.144355;0.099472;0.061597;0.266031;0.942561;0.640476;0.359496;0.002341;-0.203617;0.021523;-0.208533;-0.035480;-1.279496;0.131611;0.046467;0.246883;0.826869;0.898655;0.101305;-0.029888;-0.267324;0.016581;-0.260149;0.177668;-0.937574;
1.069747;0.455999;0.302892;0.999956;587.094871;594.436441;0.566948;5.000000;0.570439;0.154058;0.099609;0.063363;0.264505;0.942561;0.627991;0.371981;0.001028;-0.199154;0.020407;-0.204423;-0.044868;-1.298446;0.129622;0.054833;0.241949;0.822933;0.896514;0.103446;-0.032187;-0.254334;0.015490;-0.250048;0.127204;-0.959598;
1.073434;0.454748;0.301292;0.999956;582.884436;590.994508;0.565329;5.000000;0.564378;0.162508;0.099704;0.065079;0.262937;0.942561;0.615479;0.384494;-0.000075;-0.194956;0.019470;-0.200578;-0.054108;-1.316150;0.127061;0.061945;0.236069;0.818997;0.894367;0.105593;-0.033066;-0.242716;0.015384;-0.241055;0.081587;-0.973954;
1.077120;0.453587;0.299876;0.999956;579.055914;587.759210;0.563821;5.000000;0.558395;0.169784;0.099794;0.066728;0.261422;0.942561;0.602938;0.397036;-0.001043;-0.191034;0.018645;-0.197002;-0.062898;-1.332919;0.124156;0.067906;0.229686;0.815057;0.892213;0.107748;-0.032860;-0.232446;0.016014;-0.233135;0.041010;-0.982207;
1.080806;0.452505;0.298616;0.999956;575.563103;584.722477;0.562413;5.000000;0.552638;0.176001;0.099904;0.068314;0.260013;0.942561;0.590370;0.409604;-0.001936;-0.187365;0.017878;-0.193669;-0.071181;-1.349075;0.121093;0.072831;0.223146;0.811109;0.890050;0.109911;-0.031862;-0.223468;0.017165;-0.226230;0.005483;-0.985750;
1.084493;0.451495;0.297491;0.999957;572.365182;581.876566;0.561096;5.000000;0.547208;0.181284;0.100044;0.069851;0.258721;0.942561;0.577778;0.422197;-0.002795;-0.183913;0.017134;-0.190544;-0.079050;-1.364853;0.118017;0.076839;0.216718;0.807155;0.887878;0.112084;-0.030320;-0.215702;0.018658;-0.220266;-0.025133;-0.985806;
1.088179;0.450549;0.296479;0.999957;569.426780;579.213693;0.559864;5.000000;0.542166;0.185764;0.100213;0.071352;0.257528;0.942561;0.565163;0.434813;-0.003637;-0.180636;0.016397;-0.187588;-0.086658;-1.380370;0.115042;0.080052;0.210602;0.803196;0.885698;0.114265;-0.028444;-0.209050;0.020342;-0.215159;-0.051099;-0.983427;
1.091866;0.449661;0.295563;0.999958;566.717554;576.725916;0.558711;5.000000;0.537544;0.189563;0.100401;0.072828;0.256405;0.942561;0.552527;0.447450;-0.004468;-0.177501;0.015664;-0.184770;-0.094151;-1.395651;0.112249;0.082588;0.204935;0.799234;0.883510;0.116453;-0.026405;-0.203402;0.022098;-0.210816;-0.072762;-0.979504;
1.095552;0.448827;0.294726;0.999959;564.211550;574.405162;0.557631;5.000000;0.533352;0.192797;0.100599;0.074283;0.255317;0.942561;0.539870;0.460108;-0.005283;-0.174482;0.014937;-0.182066;-0.101631;-1.410658;0.109697;0.084560;0.199807;0.795272;0.881318;0.118646;-0.024340;-0.198642;0.023829;-0.207145;-0.090530;-0.974770;
1.100000;0.447886;0.293798;0.999960;561.413066;571.809327;0.556415;5.000000;0.528836;0.196160;0.100826;0.076006;0.253999;0.942561;0.524572;0.475407;-0.006230;-0.170963;0.014084;-0.178927;-0.110706;-1.428267;0.106985;0.086413;0.194375;0.790501;0.878670;0.121294;-0.022015;-0.193814;0.025750;-0.203399;-0.107843;-0.969145;
1.100000;0.449142;0.302251;0.999960;571.308884;567.622849;0.556956;5.000000;0.474505;0.150271;0.021446;0.016949;0.266556;0.942561;0.524572;0.475407;-0.006230;-0.170963;0.014084;-0.178927;-0.140070;-1.500773;0.113294;0.097612;0.204154;0.790501;0.878670;0.121294;-0.022015;-0.193814;0.025750;-0.203399;-0.139190;-1.021333;
1.100000;0.449142;0.302251;0.999960;571.308769;567.622754;0.556956;5.000000;0.474504;0.150271;0.021446;0.016949;0.266556;0.942561;0.524571;0.475407;-0.006230;-0.170963;0.014084;-0.178927;-0.140071;-1.500770;0.113293;0.097612;0.204153;0.790501;0.878670;0.121294;-0.022015;-0.193814;0.025750;-0.203399;-0.139189;-1.021331;
1.100000;0.865645;0.792589;0.999960;351.667283;253.464088;0.889449;5.000000;3.480020;2.401217;0.190193;0.281966;1.123843;0.942561;0.524571;0.475407;-0.006230;-0.170963;0.014084;-0.178927;3.936511;-5.971159;0.953461;1.873694;1.070269;0.790501;0.878670;0.121294;-0.022015;-0.193814;0.025750;-0.203399;2.453999;-4.951246;
1.100001;0.865660;0.792615;0.999960;351.657763;253.438143;0.889461;5.000000;3.479930;2.401124;0.190145;0.281958;1.123583;0.942561;0.524572;0.475407;-0.006150;-0.170891;0.014199;-0.178824;3.935495;-5.970700;0.953264;1.873593;1.070076;0.790501;0.878671;0.121294;-0.021982;-0.193793;0.025859;-0.203328;2.453504;-4.950762;
1.100002;0.865675;0.792641;0.999960;351.648250;253.412205;0.889473;5.000000;3.479839;2.401031;0.190097;0.281950;1.123323;0.942561;0.524573;0.475406;-0.006070;-0.170819;0.014313;-0.178721;3.934480;-5.970241;0.953068;1.873492;1.069883;0.790502;0.878671;0.121294;-0.021950;-0.193771;0.025968;-0.203258;2.453008;-4.950278;
