"time","line01.P2Pu","shiftController01.tap.value","tfo01.tap.value","tfo01.thetaTfo","PPuLine01.value"
75.0000000150022,-0.5276826718129312,8,8,-0.02181661564992912,0.5276826718129312
76,-0.5276826717800066,8,8,-0.02181661564992912,0.5276826717800066
77,-0.5276826717800067,8,8,-0.02181661564992912,0.5276826717800067
78,-0.5276826717800067,8,8,-0.02181661564992912,0.5276826717800067
79,-0.5276826717800067,8,8,-0.02181661564992912,0.5276826717800067
80,-0.5276826717800067,8,8,-0.02181661564992912,0.5276826717800067
81,-0.5276826717800067,8,8,-0.02181661564992912,0.5276826717800067
82,-0.5276826717800067,8,8,-0.02181661564992912,0.5276826717800067
83,-0.5276826717800067,8,8,-0.02181661564992912,0.5276826717800067
84,-0.5276826717800067,8,8,-0.02181661564992912,0.5276826717800067
85,-0.5276826717800066,8,8,-0.02181661564992912,0.5276826717800066
86,-0.5276826717800066,8,8,-0.02181661564992912,0.5276826717800066
87,-0.5276826717800066,8,8,-0.02181661564992912,0.5276826717800066
88,-0.5276826717800066,8,8,-0.02181661564992912,0.5276826717800066
89,-0.5276826717800066,8,8,-0.02181661564992912,0.5276826717800066
90,-0.5276826717800066,8,8,-0.02181661564992912,0.5276826717800066
90.00000001800345,-0.5276826717800066,8,8,-0.02181661564992912,0.5276826717800066
90.00000001800345,-0.5553504964162781,7,7,-0.04363323129985824,0.5553504964162781
91,-0.5553505037872631,7,7,-0.04363323129985824,0.5553505037872631
92,-0.5553505037872632,7,7,-0.04363323129985824,0.5553505037872632
93,-0.5553505037872632,7,7,-0.04363323129985824,0.5553505037872632
94,-0.5553505037872632,7,7,-0.04363323129985824,0.5553505037872632
95,-0.5553505037872632,7,7,-0.04363323129985824,0.5553505037872632
96,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
97,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
98,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
99,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
100,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
101,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
102,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
103,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
104,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
105,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
105.0000000210059,-0.5553505037872634,7,7,-0.04363323129985824,0.5553505037872634
105.0000000210059,-0.5829886527517669,6,6,-0.06544984694978737,0.5829886527517669
106,-0.5829886602839253,6,6,-0.06544984694978737,0.5829886602839253
107,-0.5829886602839253,6,6,-0.06544984694978737,0.5829886602839253
108,-0.5829886602839253,6,6,-0.06544984694978737,0.5829886602839253
109,-0.5829886602839253,6,6,-0.06544984694978737,0.5829886602839253
110,-0.5829886602839254,6,6,-0.06544984694978737,0.5829886602839254
111,-0.5829886602839254,6,6,-0.06544984694978737,0.5829886602839254
112,-0.5829886602839254,6,6,-0.06544984694978737,0.5829886602839254
113,-0.5829886602839254,6,6,-0.06544984694978737,0.5829886602839254
114,-0.5829886602839254,6,6,-0.06544984694978737,0.5829886602839254
115,-0.5829886602839254,6,6,-0.06544984694978737,0.5829886602839254
116,-0.5829886602839254,6,6,-0.06544984694978737,0.5829886602839254
117,-0.5829886602839254,6,6,-0.06544984694978737,0.5829886602839254
118,-0.5829886602839253,6,6,-0.06544984694978737,0.5829886602839253
119,-0.5829886602839253,6,6,-0.06544984694978737,0.5829886602839253
120,-0.5829886602839253,6,6,-0.06544984694978737,0.5829886602839253
120.0000000240065,-0.5829886602839253,6,6,-0.06544984694978737,0.5829886602839253
120.0000000240065,-0.6105823135882711,5,5,-0.08726646259971649,0.6105823135882711
121,-0.610582313588271,5,5,-0.08726646259971649,0.610582313588271
122,-0.610582313588271,5,5,-0.08726646259971649,0.610582313588271
123,-0.610582313588271,5,5,-0.08726646259971649,0.610582313588271
124,-0.610582313588271,5,5,-0.08726646259971649,0.610582313588271
125,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
126,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
127,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
128,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
129,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
130,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
131,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
132,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
133,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
134,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
135,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
135.0000000270074,-0.6105823135882709,5,5,-0.08726646259971649,0.6105823135882709
135.0000000270074,-0.6381166480832483,4,4,-0.1090830782496456,0.6381166480832483
136,-0.6381166480684674,4,4,-0.1090830782496456,0.6381166480684674
137,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
138,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
139,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
140,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
141,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
142,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
143,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
144,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
145,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
146,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
147,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
148,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
149,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
150,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
150.00000003001,-0.6381166480684672,4,4,-0.1090830782496456,0.6381166480684672
150.00000003001,-0.6655768641058453,4,3,-0.1308996938995747,0.6655768641058453
151,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
152,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
153,-0.6655768640949683,4,3,-0.1308996938995747,0.6655768640949683
154,-0.6655768640949683,4,3,-0.1308996938995747,0.6655768640949683
155,-0.6655768640949683,4,3,-0.1308996938995747,0.6655768640949683
156,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
157,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
158,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
159,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
160,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
161,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
162,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
163,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
164,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
165,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
166,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
167,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
168,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
169,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
170,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
171,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
172,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
173,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
174,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
175,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
176,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
177,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
178,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
179,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
180,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
181,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
182,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
183,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
184,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
185,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
186,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
187,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
188,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
189,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
190,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
191,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
192,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
193,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
194,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
195,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
196,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
197,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
198,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
199,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
200,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
200,-0.6655768640949682,4,3,-0.1308996938995747,0.6655768640949682
