time;Generator_generator_cePu;Generator_generator_PePu;Generator_generator_cmPu;Generator_generator_PmPu;Generator_generator_ufPu;Generator_generator_efdPu;Generator_generator_omegaPu;Generator_generator_theta;Generator_generator_PGenPu;Generator_generator_QGenPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_UPu;Generator_generator_IStatorPu;Generator_generator_IRotorPu;Generator_generator_UStatorPu;Generator_generator_QStatorPu;Generator_generator_thetaInternal;Generator_voltageRegulator_VrefPu;Generator_voltageRegulator_VsPu;Generator_voltageRegulator_VcPu;
39.964;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.965;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.966;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.967;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.968;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.969;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.97;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.971;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.972;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.973;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.974;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.975;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.976;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.977;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.978;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.979;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.98;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.981;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.982;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.983;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.984;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.985;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.986;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.987;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.988;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.989;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.99;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.991;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.992;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.993;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.994;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.995;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.996;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.997;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.998;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
39.999;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.001;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.002;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.003;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.004;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.005;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.006;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.007;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.008;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.009;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.01;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.011;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.012;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.013;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.014;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.015;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.016;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.017;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.018;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.019;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.02;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.021;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.022;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.023;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.024;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.025;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.026;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.027;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.028;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.029;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.03;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.031;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.032;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.033;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.034;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.035;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.036;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.037;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.038;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.039;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.04;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.041;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.042;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.043;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.044;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.045;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.046;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.047;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.048;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.049;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.05;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.051;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.052;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.053;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.054;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.055;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.056;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.057;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.058;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.059;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.06;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.061;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.062;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.063;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.064;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.065;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.066;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.067;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.068;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.069;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.07;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.071;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.072;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.073;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.074;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.075;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.076;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.077;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.078;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.079;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.08;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.081;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.082;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.083;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.084;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.085;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.086;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.087;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.088;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.089;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.09;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.091;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.092;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.093;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.094;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.095;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.096;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.097;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.098;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
