time;BusPDR_bus_terminal_V_re;BusPDR_bus_terminal_V_im;StepUp_Xfmr_transformer_terminal1_V_re;StepUp_Xfmr_transformer_terminal1_V_im;StepUp_Xfmr_transformer_terminal1_i_re;StepUp_Xfmr_transformer_terminal1_i_im;Synch_Gen_generator_omegaPu;Synch_Gen_generator_thetaInternal;Synch_Gen_voltageRegulator_UsRefPu;Synch_Gen_generator_UStatorPu;Synch_Gen_generator_omegaRefPu;
20.828745;1.045857;0.052761;1.045857;0.052761;-4.281429;-0.092479;1.000968;0.858456;1.064569;1.058011;1.001053;
20.861513;1.045932;0.052775;1.045932;0.052775;-4.281004;-0.088996;1.001011;0.857614;1.064569;1.058178;1.001094;
20.894281;1.046004;0.052787;1.046004;0.052787;-4.280607;-0.085673;1.001053;0.856799;1.064569;1.058336;1.001134;
20.927049;1.046072;0.052797;1.046072;0.052797;-4.280201;-0.082497;1.001096;0.856007;1.064569;1.058487;1.001174;
20.959817;1.046136;0.052805;1.046136;0.052805;-4.279755;-0.079449;1.001137;0.855238;1.064569;1.058630;1.001214;
20.992585;1.046197;0.052811;1.046197;0.052811;-4.279246;-0.076513;1.001178;0.854489;1.064569;1.058767;1.001253;
21.025353;1.046255;0.052814;1.046255;0.052814;-4.278659;-0.073672;1.001219;0.853757;1.064569;1.058897;1.001293;
21.090889;1.046364;0.052813;1.046364;0.052813;-4.277226;-0.068213;1.001300;0.852340;1.064569;1.059142;1.001371;
21.156425;1.046462;0.052803;1.046462;0.052803;-4.275480;-0.063012;1.001380;0.850978;1.064569;1.059366;1.001449;
21.221961;1.046550;0.052785;1.046550;0.052785;-4.273488;-0.058036;1.001459;0.849669;1.064569;1.059573;1.001526;
21.287497;1.046630;0.052759;1.046630;0.052759;-4.271346;-0.053284;1.001537;0.848413;1.064569;1.059764;1.001603;
21.353033;1.046701;0.052729;1.046701;0.052729;-4.269152;-0.048779;1.001616;0.847214;1.064569;1.059938;1.001678;
21.418569;1.046764;0.052694;1.046764;0.052694;-4.266991;-0.044559;1.001694;0.846079;1.064569;1.060096;1.001753;
21.484105;1.046818;0.052656;1.046818;0.052656;-4.264920;-0.040664;1.001771;0.845014;1.064569;1.060238;1.001827;
21.549641;1.046864;0.052615;1.046864;0.052615;-4.262965;-0.037130;1.001848;0.844025;1.064569;1.060361;1.001900;
21.615177;1.046903;0.052573;1.046903;0.052573;-4.261124;-0.033981;1.001925;0.843115;1.064569;1.060467;1.001972;
21.680713;1.046933;0.052529;1.046933;0.052529;-4.259377;-0.031229;1.002000;0.842287;1.064569;1.060556;1.002043;
21.746249;1.046957;0.052483;1.046957;0.052483;-4.257690;-0.028873;1.002074;0.841541;1.064569;1.060626;1.002113;
21.811785;1.046974;0.052435;1.046974;0.052435;-4.256032;-0.026903;1.002147;0.840876;1.064569;1.060680;1.002182;
21.877321;1.046985;0.052385;1.046985;0.052385;-4.254374;-0.025304;1.002220;0.840289;1.064569;1.060718;1.002251;
21.942857;1.046990;0.052334;1.046990;0.052334;-4.252697;-0.024059;1.002290;0.839778;1.064569;1.060741;1.002318;
22.008393;1.046990;0.052282;1.046990;0.052282;-4.250994;-0.023151;1.002360;0.839340;1.064569;1.060749;1.002384;
22.139465;1.046978;0.052175;1.046978;0.052175;-4.247528;-0.022286;1.002497;0.838676;1.064569;1.060727;1.002514;
22.270537;1.046949;0.052065;1.046949;0.052065;-4.244033;-0.022656;1.002629;0.838287;1.064569;1.060656;1.002639;
22.401609;1.046906;0.051956;1.046906;0.051956;-4.240569;-0.024217;1.002756;0.838165;1.064569;1.060539;1.002760;
22.532681;1.046850;0.051848;1.046850;0.051848;-4.237169;-0.026926;1.002879;0.838303;1.064569;1.060380;1.002877;
22.663753;1.046783;0.051742;1.046783;0.051742;-4.233841;-0.030726;1.002998;0.838690;1.064569;1.060182;1.002989;
22.794825;1.046706;0.051638;1.046706;0.051638;-4.230572;-0.035544;1.003111;0.839312;1.064569;1.059948;1.003097;
22.925897;1.046620;0.051538;1.046620;0.051538;-4.227346;-0.041294;1.003220;0.840155;1.064569;1.059681;1.003200;
23.056969;1.046526;0.051440;1.046526;0.051440;-4.224154;-0.047885;1.003323;0.841201;1.064569;1.059385;1.003298;
23.188041;1.046426;0.051345;1.046426;0.051345;-4.220996;-0.055226;1.003422;0.842434;1.064569;1.059063;1.003393;
23.450185;1.046210;0.051165;1.046210;0.051165;-4.214816;-0.071705;1.003604;0.845371;1.064569;1.058359;1.003567;
23.712329;1.045978;0.050997;1.045978;0.050997;-4.208838;-0.090141;1.003767;0.848850;1.064569;1.057590;1.003724;
23.974473;1.045735;0.050840;1.045735;0.050840;-4.203085;-0.109941;1.003910;0.852745;1.064569;1.056777;1.003863;
24.236617;1.045486;0.050696;1.045486;0.050696;-4.197565;-0.130539;1.004035;0.856935;1.064569;1.055939;1.003984;
24.498761;1.045235;0.050562;1.045235;0.050562;-4.192278;-0.151413;1.004142;0.861301;1.064569;1.055095;1.004089;
24.760905;1.044987;0.050438;1.044987;0.050438;-4.187226;-0.172108;1.004231;0.865735;1.064569;1.054262;1.004178;
25.023049;1.044746;0.050324;1.044746;0.050324;-4.182414;-0.192232;1.004304;0.870141;1.064569;1.053453;1.004251;
25.285193;1.044516;0.050220;1.044516;0.050220;-4.177840;-0.211458;1.004361;0.874433;1.064569;1.052681;1.004311;
25.547337;1.044298;0.050125;1.044298;0.050125;-4.173502;-0.229520;1.004404;0.878538;1.064569;1.051955;1.004356;
25.809481;1.044096;0.050040;1.044096;0.050040;-4.169394;-0.246207;1.004433;0.882396;1.064569;1.051282;1.004389;
26.071625;1.043910;0.049963;1.043910;0.049963;-4.165512;-0.261363;1.004450;0.885957;1.064569;1.050669;1.004410;
26.333769;1.043743;0.049894;1.043743;0.049894;-4.161846;-0.274875;1.004456;0.889183;1.064569;1.050120;1.004420;
26.595913;1.043595;0.049834;1.043595;0.049834;-4.158390;-0.286673;1.004452;0.892048;1.064569;1.049638;1.004420;
26.858057;1.043467;0.049782;1.043467;0.049782;-4.155135;-0.296725;1.004439;0.894534;1.064569;1.049223;1.004412;
27.120201;1.043359;0.049736;1.043359;0.049736;-4.152072;-0.305032;1.004418;0.896632;1.064569;1.048876;1.004395;
27.382345;1.043269;0.049698;1.043269;0.049698;-4.149191;-0.311620;1.004389;0.898339;1.064569;1.048595;1.004372;
27.644489;1.043199;0.049666;1.043199;0.049666;-4.146481;-0.316542;1.004355;0.899662;1.064569;1.048378;1.004342;
27.906633;1.043147;0.049639;1.043147;0.049639;-4.143934;-0.319869;1.004316;0.900611;1.064569;1.048223;1.004308;
28.168777;1.043112;0.049618;1.043112;0.049618;-4.141539;-0.321688;1.004273;0.901202;1.064569;1.048127;1.004269;
28.430921;1.043093;0.049601;1.043093;0.049601;-4.139286;-0.322100;1.004226;0.901454;1.064569;1.048085;1.004226;
28.693065;1.043089;0.049589;1.043089;0.049589;-4.137164;-0.321216;1.004178;0.901392;1.064569;1.048093;1.004181;
28.955209;1.043099;0.049580;1.043099;0.049580;-4.135165;-0.319152;1.004127;0.901039;1.064569;1.048147;1.004134;
29.217353;1.043121;0.049575;1.043121;0.049575;-4.133278;-0.316030;1.004075;0.900423;1.064569;1.048242;1.004085;
29.479497;1.043154;0.049573;1.043154;0.049573;-4.131494;-0.311973;1.004023;0.899571;1.064569;1.048374;1.004035;
29.741641;1.043197;0.049573;1.043197;0.049573;-4.129805;-0.307103;1.003970;0.898511;1.064569;1.048538;1.003985;
30.003785;1.043249;0.049575;1.043249;0.049575;-4.128200;-0.301543;1.003919;0.897273;1.064569;1.048729;1.003936;
30.265929;1.043307;0.049579;1.043307;0.049579;-4.126673;-0.295409;1.003868;0.895882;1.064569;1.048943;1.003887;
30.790217;1.043439;0.049590;1.043439;0.049590;-4.123811;-0.281999;1.003772;0.892785;1.064569;1.049418;1.003793;
31.262076;1.043571;0.049602;1.043571;0.049602;-4.121429;-0.269029;1.003692;0.889733;1.064569;1.049882;1.003714;
31.733935;1.043708;0.049616;1.043708;0.049616;-4.119188;-0.255755;1.003620;0.886565;1.064569;1.050361;1.003642;
32.205794;1.043847;0.049628;1.043847;0.049628;-4.117064;-0.242601;1.003556;0.883386;1.064569;1.050838;1.003578;
32.677653;1.043982;0.049640;1.043982;0.049640;-4.115030;-0.229931;1.003501;0.880287;1.064569;1.051300;1.003522;
33.149513;1.044111;0.049649;1.044111;0.049649;-4.113066;-0.218034;1.003455;0.877341;1.064569;1.051734;1.003475;
33.621372;1.044230;0.049656;1.044230;0.049656;-4.111154;-0.207125;1.003418;0.874605;1.064569;1.052133;1.003436;
34.093231;1.044338;0.049660;1.044338;0.049660;-4.109283;-0.197356;1.003389;0.872119;1.064569;1.052491;1.003405;
34.565090;1.044434;0.049661;1.044434;0.049661;-4.107443;-0.188816;1.003368;0.869910;1.064569;1.052804;1.003382;
35.036949;1.044517;0.049658;1.044517;0.049658;-4.105629;-0.181543;1.003354;0.867991;1.064569;1.053069;1.003367;
35.508809;1.044586;0.049653;1.044586;0.049653;-4.103838;-0.175530;1.003347;0.866366;1.064569;1.053288;1.003357;
35.980668;1.044643;0.049644;1.044643;0.049644;-4.102069;-0.170734;1.003345;0.865026;1.064569;1.053462;1.003353;
36.452527;1.044687;0.049633;1.044687;0.049633;-4.100324;-0.167084;1.003347;0.863960;1.064569;1.053593;1.003354;
36.924386;1.044719;0.049619;1.044719;0.049619;-4.098604;-0.164487;1.003354;0.863149;1.064569;1.053684;1.003359;
37.396245;1.044741;0.049604;1.044741;0.049604;-4.096913;-0.162835;1.003363;0.862569;1.064569;1.053740;1.003367;
37.868105;1.044754;0.049587;1.044754;0.049587;-4.095256;-0.162012;1.003375;0.862194;1.064569;1.053765;1.003377;
38.339964;1.044759;0.049568;1.044759;0.049568;-4.093636;-0.161897;1.003388;0.861998;1.064569;1.053763;1.003389;
38.811823;1.044757;0.049549;1.044757;0.049549;-4.092057;-0.162368;1.003402;0.861953;1.064569;1.053739;1.003402;
39.283682;1.044749;0.049530;1.044749;0.049530;-4.090523;-0.163309;1.003416;0.862033;1.064569;1.053697;1.003415;
40.227401;1.044724;0.049491;1.044724;0.049491;-4.087609;-0.166048;1.003443;0.862433;1.064569;1.053580;1.003441;
41.076747;1.044692;0.049456;1.044692;0.049456;-4.085170;-0.169131;1.003465;0.862982;1.064569;1.053452;1.003463;
41.926094;1.044659;0.049425;1.044659;0.049425;-4.082916;-0.172324;1.003483;0.863593;1.064569;1.053319;1.003481;
42.775440;1.044626;0.049396;1.044626;0.049396;-4.080849;-0.175321;1.003497;0.864189;1.064569;1.053195;1.003495;
43.624787;1.044597;0.049370;1.044597;0.049370;-4.078967;-0.177903;1.003507;0.864713;1.064569;1.053086;1.003505;
44.474133;1.044574;0.049348;1.044574;0.049348;-4.077263;-0.179946;1.003512;0.865128;1.064569;1.052998;1.003511;
45.323480;1.044557;0.049329;1.044557;0.049329;-4.075727;-0.181404;1.003515;0.865419;1.064569;1.052933;1.003514;
46.172827;1.044545;0.049313;1.044545;0.049313;-4.074345;-0.182293;1.003515;0.865584;1.064569;1.052890;1.003514;
47.022173;1.044540;0.049300;1.044540;0.049300;-4.073103;-0.182677;1.003512;0.865636;1.064569;1.052867;1.003513;
47.871520;1.044539;0.049289;1.044539;0.049289;-4.071985;-0.182645;1.003509;0.865592;1.064569;1.052860;1.003510;
48.720866;1.044541;0.049279;1.044541;0.049279;-4.070977;-0.182299;1.003505;0.865474;1.064569;1.052866;1.003506;
49.570213;1.044546;0.049272;1.044546;0.049272;-4.070065;-0.181741;1.003501;0.865306;1.064569;1.052881;1.003502;
50.570213;1.044554;0.049264;1.044554;0.049264;-4.069095;-0.180943;1.003496;0.865074;1.064569;1.052904;1.003497;
51.570213;1.044563;0.049257;1.044563;0.049257;-4.068224;-0.180106;1.003493;0.864832;1.064569;1.052930;1.003494;
52.570213;1.044571;0.049251;1.044571;0.049251;-4.067435;-0.179325;1.003490;0.864602;1.064569;1.052955;1.003491;
53.570213;1.044578;0.049245;1.044578;0.049245;-4.066719;-0.178659;1.003488;0.864401;1.064569;1.052975;1.003489;
54.570213;1.044584;0.049239;1.044584;0.049239;-4.066064;-0.178138;1.003487;0.864235;1.064569;1.052991;1.003488;
55.570213;1.044588;0.049234;1.044588;0.049234;-4.065466;-0.177768;1.003487;0.864108;1.064569;1.053002;1.003487;
56.570213;1.044591;0.049229;1.044591;0.049229;-4.064918;-0.177535;1.003487;0.864016;1.064569;1.053007;1.003488;
57.570213;1.044592;0.049224;1.044592;0.049224;-4.064417;-0.177416;1.003488;0.863954;1.064569;1.053009;1.003488;
58.570213;1.044593;0.049219;1.044593;0.049219;-4.063960;-0.177381;1.003489;0.863916;1.064569;1.053008;1.003489;
59.570213;1.044593;0.049215;1.044593;0.049215;-4.063543;-0.177403;1.003490;0.863895;1.064569;1.053005;1.003490;
60.570213;1.044592;0.049211;1.044592;0.049211;-4.063165;-0.177455;1.003490;0.863885;1.064569;1.053000;1.003490;
61.570213;1.044592;0.049207;1.044592;0.049207;-4.062822;-0.177516;1.003491;0.863880;1.064569;1.052996;1.003491;
62.570213;1.044591;0.049203;1.044591;0.049203;-4.062512;-0.177572;1.003491;0.863876;1.064569;1.052992;1.003491;
63.570213;1.044590;0.049200;1.044590;0.049200;-4.062233;-0.177614;1.003492;0.863871;1.064569;1.052989;1.003492;
64.570213;1.044590;0.049198;1.044590;0.049198;-4.061981;-0.177636;1.003492;0.863863;1.064569;1.052986;1.003492;
65.570213;1.044590;0.049195;1.044590;0.049195;-4.061755;-0.177640;1.003492;0.863852;1.064569;1.052985;1.003492;
66.570213;1.044590;0.049193;1.044590;0.049193;-4.061551;-0.177626;1.003492;0.863838;1.064569;1.052984;1.003492;
67.570213;1.044590;0.049192;1.044590;0.049192;-4.061367;-0.177599;1.003492;0.863822;1.064569;1.052984;1.003492;
68.570213;1.044591;0.049190;1.044591;0.049190;-4.061202;-0.177563;1.003491;0.863805;1.064569;1.052984;1.003491;
69.570213;1.044591;0.049189;1.044591;0.049189;-4.061052;-0.177523;1.003491;0.863788;1.064569;1.052985;1.003491;
70.570213;1.044591;0.049187;1.044591;0.049187;-4.060918;-0.177482;1.003491;0.863771;1.064569;1.052986;1.003491;
71.570213;1.044592;0.049186;1.044592;0.049186;-4.060796;-0.177443;1.003491;0.863755;1.064569;1.052986;1.003491;
72.570213;1.044592;0.049185;1.044592;0.049185;-4.060686;-0.177409;1.003491;0.863740;1.064569;1.052987;1.003491;
73.570213;1.044592;0.049184;1.044592;0.049184;-4.060586;-0.177379;1.003491;0.863727;1.064569;1.052987;1.003491;
74.570213;1.044593;0.049183;1.044593;0.049183;-4.060495;-0.177355;1.003491;0.863716;1.064569;1.052988;1.003491;
75.570213;1.044593;0.049182;1.044593;0.049182;-4.060413;-0.177336;1.003491;0.863707;1.064569;1.052988;1.003491;
76.570213;1.044593;0.049182;1.044593;0.049182;-4.060339;-0.177322;1.003491;0.863699;1.064569;1.052988;1.003491;
77.570213;1.044593;0.049181;1.044593;0.049181;-4.060272;-0.177311;1.003491;0.863693;1.064569;1.052988;1.003491;
78.570213;1.044593;0.049180;1.044593;0.049180;-4.060211;-0.177303;1.003491;0.863688;1.064569;1.052988;1.003491;
79.570213;1.044593;0.049180;1.044593;0.049180;-4.060155;-0.177297;1.003491;0.863683;1.064569;1.052988;1.003491;
80.570213;1.044593;0.049179;1.044593;0.049179;-4.060105;-0.177292;1.003491;0.863679;1.064569;1.052988;1.003491;
81.570213;1.044593;0.049179;1.044593;0.049179;-4.060060;-0.177288;1.003491;0.863675;1.064569;1.052988;1.003491;
82.570213;1.044593;0.049178;1.044593;0.049178;-4.060019;-0.177284;1.003491;0.863672;1.064569;1.052988;1.003491;
83.570213;1.044593;0.049178;1.044593;0.049178;-4.059982;-0.177280;1.003491;0.863669;1.064569;1.052988;1.003491;
84.570213;1.044593;0.049178;1.044593;0.049178;-4.059949;-0.177276;1.003491;0.863666;1.064569;1.052987;1.003491;
85.570213;1.044593;0.049177;1.044593;0.049177;-4.059918;-0.177272;1.003491;0.863664;1.064569;1.052987;1.003491;
86.570213;1.044594;0.049177;1.044594;0.049177;-4.059891;-0.177268;1.003491;0.863661;1.064569;1.052987;1.003491;
87.570213;1.044594;0.049177;1.044594;0.049177;-4.059866;-0.177264;1.003491;0.863659;1.064569;1.052987;1.003491;
88.570213;1.044594;0.049177;1.044594;0.049177;-4.059844;-0.177260;1.003491;0.863657;1.064569;1.052987;1.003491;
89.570213;1.044594;0.049176;1.044594;0.049176;-4.059824;-0.177256;1.003491;0.863655;1.064569;1.052987;1.003491;
90.570213;1.044594;0.049176;1.044594;0.049176;-4.059806;-0.177253;1.003491;0.863653;1.064569;1.052988;1.003491;
91.570213;1.044594;0.049176;1.044594;0.049176;-4.059789;-0.177250;1.003491;0.863651;1.064569;1.052988;1.003491;
92.570213;1.044594;0.049176;1.044594;0.049176;-4.059774;-0.177247;1.003491;0.863650;1.064569;1.052988;1.003491;
93.570213;1.044594;0.049176;1.044594;0.049176;-4.059761;-0.177245;1.003491;0.863648;1.064569;1.052988;1.003491;
94.570213;1.044594;0.049176;1.044594;0.049176;-4.059749;-0.177242;1.003491;0.863647;1.064569;1.052988;1.003491;
95.570213;1.044594;0.049176;1.044594;0.049176;-4.059738;-0.177240;1.003491;0.863646;1.064569;1.052988;1.003491;
96.570213;1.044594;0.049175;1.044594;0.049175;-4.059728;-0.177239;1.003491;0.863645;1.064569;1.052988;1.003491;
97.570213;1.044594;0.049175;1.044594;0.049175;-4.059719;-0.177237;1.003491;0.863644;1.064569;1.052988;1.003491;
98.570213;1.044594;0.049175;1.044594;0.049175;-4.059710;-0.177236;1.003491;0.863644;1.064569;1.052988;1.003491;
99.570213;1.044594;0.049175;1.044594;0.049175;-4.059703;-0.177235;1.003491;0.863643;1.064569;1.052988;1.003491;
100.000000;1.044594;0.049175;1.044594;0.049175;-4.059700;-0.177235;1.003491;0.863643;1.064569;1.052988;1.003491;
