time;NETWORK__BUS____7-BUS___10-1_AC_iSide2;NETWORK__BUS____7-BUS___10-2_AC_iSide2;CLA_currentLimitAutomaton_IMonitored1;CLA_currentLimitAutomaton_IMonitored2;CLA_currentLimitAutomaton_tOrder1;CLA_currentLimitAutomaton_tOrder2;
0.000000;687.539198;1375.696053;687.539197;1375.696052;1.000000e+60;1.000000e+60;
10.000000;687.446182;1375.509939;687.446182;1375.509939;1.000000e+60;1.000000e+60;
20.000000;687.387375;1375.392272;687.387375;1375.392272;1.000000e+60;1.000000e+60;
30.000000;687.350195;1375.317878;687.350195;1375.317878;1.000000e+60;1.000000e+60;
30.000000;2540.683904;0.000000;2540.683904;0.000000;30.000000;30.000000;
40.000000;2000.051238;0.000000;2000.051238;0.000000;30.000000;30.000000;
