time;WECCPVVSource_photovoltaicsV_wecc_reec_PInjPu;WECCPVVSource_photovoltaicsV_wecc_reec_QInjPu;WECCPVVSource_photovoltaicsV_injector_terminal_V_re;WECCPVVSource_photovoltaicsV_injector_terminal_i_re;WECCPVVSource_photovoltaicsV_injector_terminal_V_im;WECCPVVSource_photovoltaicsV_injector_terminal_i_im;WECCPVVSource_photovoltaicsV_pll_omegaPLLPu;
1.0317491558;0.4452125886;0.3050065746;0.5844754353;-0.8904251772;0.2226081340;0.3378989489;1.0000000653;
1.0336794371;0.4487922631;0.3078885173;0.5848755314;-0.8975845263;0.2243979861;0.3394993197;1.0000000569;
1.0336794371;0.4487922631;0.3078885173;0.5848755314;-0.8975845263;0.2243979861;0.3394993197;1.0000000569;
1.0336894371;0.4488069375;0.3079126576;0.5848819808;-0.8976138751;0.2244053233;0.3395251172;1.0000000568;
1.0336994371;0.4488231865;0.3079380699;0.5848889014;-0.8976463731;0.2244134479;0.3395527994;1.0000000568;
1.0337194371;0.4488556883;0.3079891643;0.5849028712;-0.8977113767;0.2244296989;0.3396086782;1.0000000566;
1.0337594371;0.4489199140;0.3080921244;0.5849312481;-0.8978398279;0.2244618120;0.3397221850;1.0000000564;
1.0338394371;0.4490466226;0.3083021307;0.5849901142;-0.8980932453;0.2245251669;0.3399576471;1.0000000558;
1.0339994371;0.4492920939;0.3087379174;0.5851161296;-0.8985841878;0.2246479035;0.3404617047;1.0000000547;
1.0343194371;0.4497504986;0.3096712745;0.5854009013;-0.8995009972;0.2248771077;0.3416007819;1.0000000523;
1.0349594371;0.4505317220;0.3117747110;0.5860981362;-0.9010634440;0.2252677227;0.3443896986;1.0000000470;
1.0350426908;0.4506191779;0.3120695704;0.5862006863;-0.9012383557;0.2253114510;0.3447998956;1.0000000463;
1.0350426908;0.4506191779;0.3120695704;0.5862006863;-0.9012383557;0.2253114510;0.3447998956;1.0000000463;
1.0350526908;0.4506295820;0.3121055549;0.5862132914;-0.9012591639;0.2253166531;0.3448503156;1.0000000462;
1.0350626908;0.4506399173;0.3121416836;0.5862259433;-0.9012798347;0.2253218208;0.3449009230;1.0000000461;
1.0350826908;0.4506604858;0.3122140894;0.5862513424;-0.9013209716;0.2253321051;0.3450025185;1.0000000460;
1.0351226908;0.4507010534;0.3123598466;0.5863026194;-0.9014021068;0.2253523891;0.3452076246;1.0000000456;
1.0352026908;0.4507800065;0.3126547492;0.5864070711;-0.9015600129;0.2253918659;0.3456254280;1.0000000449;
1.0353626908;0.4509289479;0.3132583314;0.5866236113;-0.9018578959;0.2254663373;0.3464915817;1.0000000434;
1.0355220913;0.4510652518;0.3138775329;0.5868493368;-0.9021305037;0.2255344898;0.3473944761;1.0000000419;
1.0355220913;0.4510652518;0.3138775329;0.5868493368;-0.9021305037;0.2255344898;0.3473944761;1.0000000419;
1.0355320913;0.4510733892;0.3139170187;0.5868638554;-0.9021467783;0.2255385585;0.3474525503;1.0000000418;
1.0355420913;0.4510814756;0.3139565831;0.5868784139;-0.9021629511;0.2255426017;0.3475107835;1.0000000417;
1.0355620913;0.4510975339;0.3140358783;0.5869076254;-0.9021950677;0.2255506310;0.3476276288;1.0000000415;
1.0356020913;0.4511290874;0.3141952918;0.5869665050;-0.9022581748;0.2255664079;0.3478631451;1.0000000411;
1.0356820913;0.4511899188;0.3145173801;0.5870861035;-0.9023798376;0.2255968238;0.3483415352;1.0000000403;
1.0358420913;0.4513023028;0.3151745460;0.5873326564;-0.9026046055;0.2256530163;0.3493277384;1.0000000387;
1.0361620913;0.4514893530;0.3165392144;0.5878546073;-0.9029787060;0.2257465422;0.3514155248;1.0000000355;
1.0368020913;0.4517087319;0.3194572073;0.5890091370;-0.9034174639;0.2258562325;0.3560336056;1.0000000286;
1.0380820913;0.4515084850;0.3259557500;0.5917239133;-0.9030169701;0.2257561082;0.3668926212;1.0000000135;
1.0393620913;0.4504390613;0.3332343716;0.5949333945;-0.9008781225;0.2252213919;0.3797304398;0.9999999972;
1.0406420913;0.4485261039;0.3411656435;0.5985697765;-0.8970522078;0.2242649054;0.3942758474;0.9999999804;
1.0419220913;0.4458458350;0.3496381425;0.6025609455;-0.8916916699;0.2229247598;0.4102403916;0.9999999639;
1.0432020913;0.4425044627;0.3585557727;0.6068352388;-0.8850089253;0.2212540598;0.4273374237;0.9999999487;
1.0444820913;0.4386164396;0.3678329795;0.6113252965;-0.8772328791;0.2193100322;0.4452975059;0.9999999353;
1.0470420913;0.4297221638;0.3870639266;0.6206625601;-0.8594443276;0.2148628576;0.4826462514;0.9999999143;
1.0496020913;0.4196486546;0.4068943540;0.6302508436;-0.8392973093;0.2098260614;0.5209990685;0.9999998998;
1.0521420167;0.4088636690;0.4267262561;0.6397577490;-0.8177273380;0.2044335240;0.5590263762;0.9999998902;
1.0521420167;0.4088799052;0.4267092316;0.6397607426;-0.8177598104;0.2044416422;0.5590383502;0.9999998904;
1.0521442873;0.4088699116;0.4267271648;0.6397692740;-0.8177398232;0.2044366453;0.5590724756;0.9999998904;
1.0521442873;0.4088699139;0.4267276247;0.6397693914;-0.8177398277;0.2044366465;0.5590729451;0.9999998904;
1.0521542868;0.4088258983;0.4268059986;0.6398068109;-0.8176517966;0.2044146385;0.5592226220;0.9999998904;
1.0521542868;0.4088258983;0.4268059986;0.6398068109;-0.8176517966;0.2044146385;0.5592226220;0.9999998904;
1.0521642868;0.4087818740;0.4268843488;0.6398442283;-0.8175637480;0.2043926262;0.5593722903;0.9999998903;
1.0521742868;0.4087378430;0.4269626947;0.6398816419;-0.8174756860;0.2043706105;0.5595219435;0.9999998903;
1.0521942868;0.4086497622;0.4271193785;0.6399564595;-0.8172995244;0.2043265697;0.5598212114;0.9999998902;
1.0522342868;0.4084735204;0.4274326958;0.6401060499;-0.8169470409;0.2042384481;0.5604195680;0.9999998901;
1.0523142868;0.4081207156;0.4280591171;0.6404050474;-0.8162414312;0.2040620442;0.5616155483;0.9999998899;
1.0524742868;0.4074138245;0.4293110478;0.6410022876;-0.8148276490;0.2037085958;0.5640044891;0.9999998894;
1.0527942868;0.4059949782;0.4318109330;0.6421936200;-0.8119899565;0.2029991668;0.5687697794;0.9999998886;
1.0534342868;0.4031374434;0.4367923518;0.6445627591;-0.8062748869;0.2015703876;0.5782462574;0.9999998870;
1.0547142868;0.3973452822;0.4466642161;0.6492405062;-0.7946905645;0.1986742830;0.5969570913;0.9999998842;
1.0572742868;0.3854624698;0.4659303035;0.6583151212;-0.7709249396;0.1927328277;0.6332552513;0.9999998793;
1.0598342868;0.3731938548;0.4844338982;0.6669772065;-0.7463877096;0.1865984695;0.6679033060;0.9999998751;
1.0623942868;0.3605548853;0.5020364185;0.6751883425;-0.7211097706;0.1802789325;0.7007475787;0.9999998713;
1.0649542868;0.3475619076;0.5186401771;0.6829255806;-0.6951238152;0.1737823900;0.7316962753;0.9999998676;
1.0700742868;0.3205902605;0.5487007886;0.6969643465;-0.6411805209;0.1602964550;0.7878508751;0.9999998607;
1.0746633253;0.2954172701;0.5720698570;0.7079587732;-0.5908345402;0.1477098558;0.8318282184;0.9999998553;
1.0792523638;0.2694398700;0.5922297184;0.7175430003;-0.5388797400;0.1347210484;0.8701648097;0.9999998507;
1.0838414023;0.2427839692;0.6093658351;0.7258121299;-0.4855679384;0.1213929878;0.9032410549;0.9999998468;
1.0879715370;0.2183099344;0.6224776629;0.7322274309;-0.4366198688;0.1091558693;0.9289020469;0.9999998440;
1.0921016716;0.1934693971;0.6336966638;0.7377763519;-0.3869387943;0.0967354980;0.9510975473;0.9999998416;
1.0962318063;0.1685525075;0.6432219146;0.7425109929;-0.3371050149;0.0842769502;0.9700359548;0.9999998409;
1.0999489274;0.1468098180;0.6505467204;0.7461134128;-0.2936196360;0.0734055156;0.9844455155;0.9999998449;
1.1036660486;0.1266144940;0.6569152675;0.7490839036;-0.2532289881;0.0633077702;0.9963273804;0.9999998543;
1.1061510734;0.1142224756;0.6606328863;0.7508410419;-0.2284449512;0.0571117098;1.0033558755;0.9999998633;
1.1061510734;0.1142435973;0.6605964827;0.7508689086;-0.2284871946;0.0571222707;1.0034673415;0.9999998636;
1.1061579136;0.1142090353;0.6606204645;0.7508752369;-0.2284180707;0.0571049896;1.0034926543;0.9999998636;
1.1061579136;0.1142084220;0.6606262181;0.7508761128;-0.2284168440;0.0571046829;1.0034961580;0.9999998636;
1.1061679136;0.1141598481;0.6606411852;0.7508825901;-0.2283196961;0.0570803958;1.0035220669;0.9999998636;
1.1061679136;0.1141598481;0.6606411852;0.7508825901;-0.2283196961;0.0570803958;1.0035220669;0.9999998636;
1.1061779136;0.1141112920;0.6606552783;0.7508890639;-0.2282225839;0.0570561175;1.0035479619;0.9999998637;
1.1061879136;0.1140627539;0.6606693656;0.7508955342;-0.2281255078;0.0570318483;1.0035738427;0.9999998637;
1.1062079136;0.1139657212;0.6606975264;0.7509084657;-0.2279314423;0.0569833315;1.0036255686;0.9999998638;
1.1062479136;0.1137718658;0.6607537804;0.7509342875;-0.2275437316;0.0568864030;1.0037288547;0.9999998639;
1.1063279136;0.1133850081;0.6608660124;0.7509857634;-0.2267700162;0.0566929726;1.0039347567;0.9999998643;
1.1064879136;0.1126147445;0.6610893530;0.7510880393;-0.2252294890;0.0563078376;1.0043438567;0.9999998649;
1.1068079136;0.1110881859;0.6615314837;0.7512898777;-0.2221763719;0.0555445520;1.0051512037;0.9999998663;
1.1074479136;0.1080936187;0.6623972079;0.7516826116;-0.2161872374;0.0540472560;1.0067221264;0.9999998691;
1.1087279136;0.1023726346;0.6640526737;0.7524234348;-0.2047452691;0.0511867403;1.0096853949;0.9999998752;
1.1100079136;0.0970581159;0.6656045588;0.7531042129;-0.1941162319;0.0485294590;1.0124084847;0.9999998823;
1.1125679136;0.0879534814;0.6683888219;0.7542837060;-0.1759069627;0.0439771041;1.0171264180;0.9999999000;
1.1151279136;0.0810471071;0.6707408655;0.7552304183;-0.1620942142;0.0405238884;1.0209132360;0.9999999212;
1.1176879136;0.0764236671;0.6726616985;0.7559611477;-0.1528473342;0.0382121494;1.0238361296;0.9999999443;
1.1202479136;0.0739844437;0.6741650200;0.7564956213;-0.1479688873;0.0369925276;1.0259740062;0.9999999672;
1.1228079136;0.0735022011;0.6752756870;0.7568531642;-0.1470044022;0.0367514043;1.0274041661;0.9999999883;
1.1253679136;0.0746847415;0.6760258992;0.7570528801;-0.1493694830;0.0373426794;1.0282030228;1.0000000067;
1.1263524002;0.0755006687;0.6762282552;0.7570925242;-0.1510013374;0.0377506463;1.0283615981;1.0000000129;
1.1263524002;0.0755006687;0.6762282552;0.7570925242;-0.1510013374;0.0377506463;1.0283615981;1.0000000129;
1.1263624002;0.0755095619;0.6762307407;0.7570917687;-0.1510191239;0.0377550930;1.0283585762;1.0000000129;
1.1263724002;0.0755194238;0.6762324810;0.7570920305;-0.1510388475;0.0377600239;1.0283596233;1.0000000130;
1.1263924002;0.0755392498;0.6762359050;0.7570926117;-0.1510784996;0.0377699370;1.0283619480;1.0000000131;
1.1264324002;0.0755789500;0.6762428335;0.7570935629;-0.1511578999;0.0377897873;1.0283657529;1.0000000133;
1.1265124002;0.0756593532;0.6762563769;0.7570954947;-0.1513187063;0.0378299892;1.0283734797;1.0000000138;
1.1266724002;0.0758237098;0.6762825672;0.7570989738;-0.1516474195;0.0379121682;1.0283873962;1.0000000148;
1.1269924002;0.0761663335;0.6763314009;0.7571044122;-0.1523326670;0.0380834815;1.0284091495;1.0000000167;
1.1276324002;0.0769048676;0.6764152013;0.7571093503;-0.1538097351;0.0384527516;1.0284289020;1.0000000203;
1.1289124002;0.0785764013;0.6765299634;0.7570966186;-0.1571528027;0.0392885254;1.0283779755;1.0000000268;
1.1314724002;0.0825592749;0.6765688090;0.7569895523;-0.1651185497;0.0412799786;1.0279497140;1.0000000378;
1.1340324002;0.0872322517;0.6763802746;0.7567837047;-0.1744645034;0.0436164863;1.0271263304;1.0000000459;
1.1389259315;0.0971705512;0.6755542964;0.7561878231;-0.1943411023;0.0485856771;1.0247428237;1.0000000556;
1.1389259315;0.0971706696;0.6755540462;0.7561879759;-0.1943413392;0.0485857363;1.0247434345;1.0000000556;
1.1389359315;0.0971927036;0.6755517868;0.7561864596;-0.1943854073;0.0485967534;1.0247373695;1.0000000557;
1.1389459315;0.0972147533;0.6755494065;0.7561849262;-0.1944295066;0.0486077784;1.0247312360;1.0000000557;
1.1389459427;0.0972147780;0.6755494039;0.7561849245;-0.1944295559;0.0486077907;1.0247312291;1.0000000557;
1.1389459427;0.0972147780;0.6755494039;0.7561849245;-0.1944295559;0.0486077907;1.0247312291;1.0000000557;
1.1389459427;0.0972147780;0.6755494039;0.7561849245;-0.1944295561;0.0486077907;1.0247312291;1.0000000557;
1.1389459427;0.0972147780;0.6755494039;0.7561849245;-0.1944295561;0.0486077907;1.0247312291;1.0000000557;
1.1389559427;0.0972368298;0.6755470216;0.7561833902;-0.1944736596;0.0486188167;1.0247250922;1.0000000557;
1.1389659427;0.0972588837;0.6755446375;0.7561818551;-0.1945177674;0.0486298438;1.0247189519;1.0000000557;
1.1389859427;0.0973029965;0.6755398645;0.7561787828;-0.1946059931;0.0486519003;1.0247066625;1.0000000557;
1.1390259427;0.0973912463;0.6755302960;0.7561726280;-0.1947824926;0.0486960256;1.0246820436;1.0000000558;
1.1391059427;0.0975678417;0.6755110681;0.7561602779;-0.1951356834;0.0487843240;1.0246326437;1.0000000558;
1.1392659427;0.0979214037;0.6754722485;0.7561354162;-0.1958428073;0.0489611065;1.0245331976;1.0000000560;
1.1395859427;0.0986298850;0.6753931833;0.7560850592;-0.1972597700;0.0493153501;1.0243317715;1.0000000563;
1.1402259427;0.1000512942;0.6752295943;0.7559819184;-0.2001025883;0.0500260605;1.0239192116;1.0000000569;
1.1402804798;0.1001725807;0.6752153474;0.7559729926;-0.2003451613;0.0500867043;1.0238835087;1.0000000569;
1.1402804798;0.1001725807;0.6752153474;0.7559729926;-0.2003451613;0.0500867043;1.0238835087;1.0000000569;
1.1402904798;0.1001948468;0.6752127226;0.7559713508;-0.2003896936;0.0500978374;1.0238769414;1.0000000569;
1.1403004798;0.1002171138;0.6752100964;0.7559697080;-0.2004342276;0.0501089710;1.0238703704;1.0000000569;
1.1403204798;0.1002616505;0.6752048397;0.7559664207;-0.2005233009;0.0501312395;1.0238572211;1.0000000569;
1.1403604798;0.1003507361;0.6751943070;0.7559598370;-0.2007014722;0.0501757827;1.0238308865;1.0000000570;
1.1404404798;0.1005289573;0.6751731619;0.7559466342;-0.2010579146;0.0502648941;1.0237780758;1.0000000570;
1.1406004798;0.1008855864;0.6751305546;0.7559200871;-0.2017711728;0.0504432101;1.0236718885;1.0000000572;
1.1409204798;0.1015994809;0.6750440991;0.7558664396;-0.2031989618;0.0508001603;1.0234573002;1.0000000574;
1.1415604798;0.1030289578;0.6748664571;0.7557570329;-0.2060579155;0.0515149046;1.0230196769;1.0000000577;
1.1428404798;0.1058882919;0.6744940683;0.7555305698;-0.2117765838;0.0529445835;1.0221138321;1.0000000582;
1.1454004798;0.1115642440;0.6736943580;0.7550530229;-0.2231284880;0.0557825830;1.0202036602;1.0000000584;
1.1496504011;0.1206641221;0.6722722332;0.7542183836;-0.2413282442;0.0603325597;1.0168651305;1.0000000570;
1.1496504011;0.1206641221;0.6722722332;0.7542183836;-0.2413282442;0.0603325597;1.0168651305;1.0000000570;
1.1496604011;0.1206852522;0.6722688181;0.7542161583;-0.2413705043;0.0603431248;1.0168562293;1.0000000569;
1.1496704011;0.1207063588;0.6722652706;0.7542141073;-0.2414127176;0.0603536782;1.0168480255;1.0000000569;
1.1496904011;0.1207485632;0.6722581667;0.7542100156;-0.2414971264;0.0603747806;1.0168316591;1.0000000569;
1.1497304011;0.1208329370;0.6722439794;0.7542017988;-0.2416658740;0.0604169678;1.0167987919;1.0000000569;
1.1498104011;0.1210015264;0.6722155732;0.7541853804;-0.2420030527;0.0605012632;1.0167331190;1.0000000568;
1.1499704011;0.1213380692;0.6721587014;0.7541525210;-0.2426761385;0.0606695360;1.0166016823;1.0000000567;
1.1502904011;0.1220085640;0.6720447379;0.7540867202;-0.2440171280;0.0610047862;1.0163384813;1.0000000565;
1.1509304011;0.1233388347;0.6718160794;0.7539548620;-0.2466776694;0.0616699270;1.0158110530;1.0000000560;
1.1522104011;0.1259539774;0.6713569609;0.7536906611;-0.2519079548;0.0629775092;1.0147542580;1.0000000550;
1.1547704011;0.1309861574;0.6704396077;0.7531642562;-0.2619723149;0.0654936200;1.0126486561;1.0000000526;
1.1598904011;0.1401729634;0.6686598645;0.7521450535;-0.2803459268;0.0700870609;1.0085718788;1.0000000469;
1.1650104011;0.1481306440;0.6670036698;0.7511994697;-0.2962612879;0.0740659341;1.0047895746;1.0000000405;
1.1701304011;0.1548303893;0.6655246235;0.7503576375;-0.3096607786;0.0774158344;1.0014222737;1.0000000340;
1.1750767963;0.1601379925;0.6642961507;0.7496607640;-0.3202759851;0.0800696580;0.9986348028;1.0000000278;
1.1750767963;0.1601379925;0.6642961507;0.7496607640;-0.3202759851;0.0800696580;0.9986348028;1.0000000278;
1.1750867963;0.1601477408;0.6642939589;0.7496592586;-0.3202954815;0.0800745321;0.9986287814;1.0000000278;
1.1750967963;0.1601573038;0.6642916714;0.7496579688;-0.3203146076;0.0800793137;0.9986236221;1.0000000278;
1.1751167963;0.1601764082;0.6642870927;0.7496554035;-0.3203528163;0.0800888660;0.9986133609;1.0000000277;
1.1751567963;0.1602145966;0.6642779639;0.7496502395;-0.3204291933;0.0801079604;0.9985927053;1.0000000277;
1.1752367963;0.1602907376;0.6642597384;0.7496399628;-0.3205814752;0.0801460311;0.9985515986;1.0000000276;
1.1753967963;0.1604421562;0.6642234644;0.7496195096;-0.3208843124;0.0802217411;0.9984697867;1.0000000274;
1.1757167963;0.1607415539;0.6641516255;0.7495790048;-0.3214831078;0.0803714412;0.9983077687;1.0000000270;
1.1763567963;0.1613267107;0.6640107854;0.7494996001;-0.3226534214;0.0806640220;0.9979901525;1.0000000262;
1.1776367963;0.1624435008;0.6637404304;0.7493471835;-0.3248870016;0.0812224216;0.9973804914;1.0000000247;
1.1801967963;0.1644714368;0.6632444954;0.7490675625;-0.3289428737;0.0822363980;0.9962620164;1.0000000218;
1.1853167963;0.1677754487;0.6624236971;0.7486044210;-0.3355508974;0.0838884176;0.9944094658;1.0000000164;
1.1904367963;0.1701721078;0.6618163880;0.7482620535;-0.3403442155;0.0850867571;0.9930400070;1.0000000118;
1.1955567963;0.1717941265;0.6613995904;0.7480272677;-0.3435882530;0.0858977731;0.9921008718;1.0000000078;
1.2006767963;0.1727760965;0.6611464416;0.7478843345;-0.3455521931;0.0863887622;0.9915291437;1.0000000046;
1.2057967963;0.1732475594;0.6610281598;0.7478165802;-0.3464951187;0.0866244956;0.9912581285;1.0000000020;
1.2160367963;0.1732466109;0.6610512808;0.7478236044;-0.3464932217;0.0866240213;0.9912862251;0.9999999986;
1.2262767963;0.1724351006;0.6613011335;0.7479546147;-0.3448702013;0.0862182629;0.9918102623;0.9999999970;
1.2365167963;0.1713299168;0.6616375110;0.7481312335;-0.3426598337;0.0856656664;0.9925167313;0.9999999967;
1.2467567963;0.1702755347;0.6619628722;0.7483008744;-0.3405510694;0.0851384710;0.9931952896;0.9999999972;
1.2569967963;0.1694546726;0.6622229992;0.7484348964;-0.3389093452;0.0847280365;0.9937313730;0.9999999980;
1.2672367963;0.1689252618;0.6623984606;0.7485236791;-0.3378505236;0.0844633289;0.9940865011;0.9999999988;
1.2877167963;0.1685276169;0.6625473091;0.7485956012;-0.3370552339;0.0842645049;0.9943741868;1.0000000000;
1.2878546531;0.1685268462;0.6625477057;0.7485957746;-0.3370536925;0.0842641195;0.9943748804;1.0000000000;
1.2878546531;0.1685268462;0.6625477057;0.7485957746;-0.3370536925;0.0842641195;0.9943748804;1.0000000000;
1.2878646531;0.1685268865;0.6625477079;0.7485957723;-0.3370537730;0.0842641396;0.9943748713;1.0000000000;
1.2878746531;0.1685269272;0.6625477098;0.7485957703;-0.3370538544;0.0842641600;0.9943748634;1.0000000000;
1.2878946531;0.1685270088;0.6625477136;0.7485957662;-0.3370540176;0.0842642008;0.9943748468;1.0000000000;
1.2879346531;0.1685271741;0.6625477202;0.7485957579;-0.3370543481;0.0842642834;0.9943748139;1.0000000000;
1.2880146531;0.1685275113;0.6625477314;0.7485957401;-0.3370550226;0.0842644520;0.9943747425;1.0000000000;
1.2881746531;0.1685282137;0.6625477446;0.7485956998;-0.3370564274;0.0842648032;0.9943745811;1.0000000000;
1.2884946531;0.1685297283;0.6625477350;0.7485956008;-0.3370594565;0.0842655605;0.9943741854;1.0000000000;
1.2891346531;0.1685331830;0.6625475753;0.7485953320;-0.3370663660;0.0842672879;0.9943731101;1.0000000001;
1.2904146531;0.1685416863;0.6625467254;0.7485945273;-0.3370833725;0.0842715396;0.9943698913;1.0000000001;
1.2929746531;0.1685642444;0.6625431480;0.7485919781;-0.3371284889;0.0842828188;0.9943596946;1.0000000002;
1.2980946531;0.1686257168;0.6625302323;0.7485840385;-0.3372514336;0.0843135552;0.9943279366;1.0000000003;
1.3032146531;0.1687023397;0.6625116545;0.7485733636;-0.3374046793;0.0843518669;0.9942852371;1.0000000004;
1.3134546531;0.1688639836;0.6624690586;0.7485497703;-0.3377279673;0.0844326896;0.9941908648;1.0000000005;
1.3226706531;0.1690010555;0.6624304097;0.7485289632;-0.3380021109;0.0845012261;0.9941076372;1.0000000004;
1.3318866531;0.1691119486;0.6623976841;0.7485116676;-0.3382238972;0.0845566731;0.9940384553;1.0000000003;
1.3411026531;0.1691902984;0.6623735345;0.7484991218;-0.3383805967;0.0845958483;0.9939882727;1.0000000002;
1.3503186531;0.1692372327;0.6623581899;0.7484913316;-0.3384744654;0.0846193157;0.9939571118;1.0000000001;
1.3687506531;0.1692676510;0.6623465297;0.7484857445;-0.3385353020;0.0846345249;0.9939347639;1.0000000000;
1.3871826531;0.1692482476;0.6623505003;0.7484882225;-0.3384964953;0.0846248232;0.9939446756;0.9999999999;
1.4056146531;0.1692156830;0.6623594519;0.7484930971;-0.3384313660;0.0846085407;0.9939641738;0.9999999999;
1.4240466531;0.1691903572;0.6623670180;0.7484970776;-0.3383807144;0.0845958777;0.9939800957;1.0000000000;
1.4609106531;0.1691730783;0.6623726921;0.7484999540;-0.3383461566;0.0845872382;0.9939916011;1.0000000000;
1.4977746531;0.1691782883;0.6623716015;0.7484992808;-0.3383565766;0.0845898432;0.9939889086;1.0000000000;
1.5346386531;0.1691865231;0.6623692460;0.7484980194;-0.3383730463;0.0845939607;0.9939838630;1.0000000000;
1.5715026531;0.1691900765;0.6623681018;0.7484974353;-0.3383801529;0.0845957374;0.9939815263;1.0000000000;
1.6083666531;0.1691898395;0.6623680893;0.7484974465;-0.3383796791;0.0845956189;0.9939815714;1.0000000000;
1.6452306531;0.1691886541;0.6623684172;0.7484976246;-0.3383773081;0.0845950262;0.9939822838;1.0000000000;
1.7189586531;0.1691878775;0.6623686575;0.7484977492;-0.3383757550;0.0845946379;0.9939827823;1.0000000000;
1.7926866531;0.1691880212;0.6623686310;0.7484977318;-0.3383760424;0.0845947097;0.9939827126;1.0000000000;
1.8664146531;0.1691882276;0.6623685717;0.7484977001;-0.3383764551;0.0845948129;0.9939825858;1.0000000000;
1.9180285687;0.1691882707;0.6623685578;0.7484976930;-0.3383765414;0.0845948345;0.9939825574;1.0000000000;
1.9180285687;0.1691882707;0.6623685578;0.7484976930;-0.3383765414;0.0845948345;0.9939825574;1.0000000000;
1.9180385687;0.1691882707;0.6623685578;0.7484976930;-0.3383765414;0.0845948345;0.9939825574;1.0000000000;
1.9180485687;0.1691882707;0.6623685578;0.7484976930;-0.3383765414;0.0845948345;0.9939825574;1.0000000000;
1.9180685687;0.1691882707;0.6623685578;0.7484976930;-0.3383765414;0.0845948345;0.9939825574;1.0000000000;
1.9181085687;0.1691882707;0.6623685578;0.7484976930;-0.3383765415;0.0845948345;0.9939825574;1.0000000000;
1.9181885687;0.1691882708;0.6623685578;0.7484976930;-0.3383765415;0.0845948345;0.9939825573;1.0000000000;
1.9183485687;0.1691882708;0.6623685577;0.7484976930;-0.3383765416;0.0845948345;0.9939825573;1.0000000000;
1.9186685687;0.1691882709;0.6623685577;0.7484976930;-0.3383765418;0.0845948346;0.9939825572;1.0000000000;
1.9193085687;0.1691882711;0.6623685576;0.7484976929;-0.3383765421;0.0845948346;0.9939825570;1.0000000000;
1.9205885687;0.1691882712;0.6623685574;0.7484976929;-0.3383765423;0.0845948347;0.9939825568;1.0000000000;
1.9231485687;0.1691882707;0.6623685573;0.7484976929;-0.3383765415;0.0845948345;0.9939825568;1.0000000000;
1.9282685687;0.1691882681;0.6623685577;0.7484976932;-0.3383765363;0.0845948332;0.9939825580;1.0000000000;
1.9385085687;0.1691882600;0.6623685597;0.7484976943;-0.3383765201;0.0845948291;0.9939825624;1.0000000000;
1.9589885687;0.1691882456;0.6623685636;0.7484976964;-0.3383764912;0.0845948219;0.9939825710;1.0000000000;
1.9999485687;0.1691882336;0.6623685672;0.7484976983;-0.3383764671;0.0845948159;0.9939825786;1.0000000000;
2.0000000000;0.1691882336;0.6623685672;0.7484976983;-0.3383764671;0.0845948159;0.9939825786;1.0000000000;
2.0000000000;0.3383764671;-0.8370181008;0.7484976983;-0.3383764671;0.0845948159;-1.0060008928;0.9999978457;
2.0000100000;0.3369229645;-0.8359341514;0.7489383800;-0.3369229645;0.0842314373;-1.0042381807;0.9999978569;
2.0000200000;0.3354856712;-0.8348496476;0.7493781102;-0.3354856712;0.0838721109;-1.0024792742;0.9999978681;
2.0000400000;0.3326476134;-0.8326788433;0.7502552709;-0.3326476134;0.0831625906;-0.9989706606;0.9999978904;
2.0000800000;0.3271556411;-0.8283311490;0.7519987956;-0.3271556411;0.0817895862;-0.9919966192;0.9999979350;
2.0001600000;0.3168681987;-0.8196141512;0.7554449925;-0.3168681987;0.0792177044;-0.9782119455;0.9999980236;
2.0003200000;0.2988164926;-0.8021131177;0.7621889103;-0.2988164926;0.0747047405;-0.9512364972;0.9999981967;
2.0006400000;0.2708516409;-0.7669563814;0.7751822595;-0.2708516409;0.0677134698;-0.8992635300;0.9999985197;
2.0009600000;0.2518246439;-0.7317366436;0.7876300094;-0.2518246439;0.0629566813;-0.8494729419;0.9999988071;
2.0012800000;0.2393403638;-0.6965690158;0.7996269520;-0.2393403638;0.0598355854;-0.8014855681;0.9999990549;
2.0016000000;0.2314779640;-0.6615404744;0.8112325206;-0.2314779640;0.0578699693;-0.7550636774;0.9999992627;
2.0019200000;0.2268555837;-0.6267202974;0.8224898308;-0.2268555837;0.0567143646;-0.7100348087;0.9999994335;
2.0022061110;0.2246163694;-0.5958026842;0.8322853483;-0.2246163694;0.0561545564;-0.6708530626;0.9999995583;
2.0022061110;0.2246163694;-0.5958026842;0.8322853483;-0.2246163694;0.0561545564;-0.6708530626;0.9999995583;
2.0022161110;0.2244962177;-0.5947206169;0.8326186216;-0.2244962177;0.0561245183;-0.6695199806;0.9999995617;
2.0022261110;0.2244562362;-0.5936448165;0.8329559310;-0.2244562362;0.0561145228;-0.6681707540;0.9999995656;
2.0022461110;0.2243840422;-0.5914939110;0.8336301405;-0.2243840422;0.0560964741;-0.6654739382;0.9999995732;
2.0022861110;0.2242397959;-0.5871942362;0.8349743953;-0.2242397959;0.0560604123;-0.6600969634;0.9999995881;
2.0023661110;0.2240158898;-0.5786092270;0.8376499860;-0.2240158898;0.0560044353;-0.6493946892;0.9999996167;
2.0025261110;0.2237641116;-0.5614965052;0.8429476958;-0.2237641116;0.0559414902;-0.6282040253;0.9999996691;
2.0028461110;0.2238730050;-0.5275102203;0.8533354880;-0.2238730050;0.0559687138;-0.5866531998;0.9999997572;
