time;WECCPVVSource_photovoltaicsV_wecc_reec_PInjPu;WECCPVVSource_photovoltaicsV_wecc_reec_QInjPu;WECCPVVSource_photovoltaicsV_injector_terminal_V_re;WECCPVVSource_photovoltaicsV_injector_terminal_i_re;WECCPVVSource_photovoltaicsV_injector_terminal_V_im;WECCPVVSource_photovoltaicsV_injector_terminal_i_im;WECCPVVSource_photovoltaicsV_pll_omegaPLLPu;
2.0034861110;0.2256126129;-0.4605577876;0.8733223863;-0.2256126129;0.0564036194;-0.5067062671;0.9999998826;
2.0041261110;0.2286128557;-0.3951063861;0.8923045527;-0.2286128557;0.0571536863;-0.4307782291;0.9999999568;
2.0047661110;0.2320594437;-0.3312727762;0.9103405691;-0.2320594437;0.0580153404;-0.3586347596;0.9999999976;
2.0049810166;0.2331750211;-0.3102074370;0.9162045144;-0.2331750211;0.0582942370;-0.3351791723;1.0000000080;
2.0049810166;0.2331576040;-0.3101795446;0.9162048655;-0.2331401870;0.0582855284;-0.3351777680;1.0000000078;
2.0049910166;0.2331969819;-0.3091987238;0.9164744172;-0.2331969819;0.0582997273;-0.3340995700;1.0000000080;
2.0050010166;0.2332536779;-0.3082251827;0.9167437663;-0.2332536779;0.0583139014;-0.3330221826;1.0000000083;
2.0050210166;0.2333679201;-0.3062792849;0.9172819667;-0.2333668538;0.0583421956;-0.3308693988;1.0000000089;
2.0050610166;0.2335920953;-0.3023911707;0.9183558584;-0.2335920953;0.0583985064;-0.3265738675;1.0000000099;
2.0051410166;0.2340380943;-0.2946356596;0.9204936343;-0.2340380943;0.0585100071;-0.3180228347;1.0000000118;
2.0053010166;0.2349117567;-0.2792062704;0.9247289721;-0.2349117567;0.0587284245;-0.3010816233;1.0000000152;
2.0056210166;0.2365852243;-0.2486777238;0.9330409111;-0.2365852243;0.0591467949;-0.2678341421;1.0000000203;
2.0062610166;0.2396462971;-0.1889662846;0.9490465946;-0.2396462971;0.0599120694;-0.2038119371;1.0000000259;
2.0069010166;0.2423508999;-0.1311243813;0.9642496019;-0.2423508999;0.0605882257;-0.1430004107;1.0000000273;
2.0075410166;0.2447505668;-0.0752110107;0.9786789859;-0.2447505668;0.0611881474;-0.0852833516;1.0000000264;
2.0081810166;0.2469163708;-0.0212669764;0.9923634111;-0.2469163708;0.0617296029;-0.0305461033;1.0000000246;
2.0094610166;0.2510090556;0.0807590485;1.0176404565;-0.2510090556;0.0627527825;0.0705612428;1.0000000220;
2.0107410166;0.2552249247;0.1746898090;1.0402611984;-0.2552249247;0.0638067585;0.1610434627;1.0000000215;
2.0120210166;0.2601720268;0.2605049763;1.0604086644;-0.2601720268;0.0650435443;0.2416326607;1.0000000240;
2.0132511888;0.2661065429;0.3354384656;1.0776062404;-0.2661065429;0.0665271855;0.3104223961;1.0000000291;
2.0132511888;0.2661151815;0.3355026871;1.0776059577;-0.2661238201;0.0665315049;0.3104212652;1.0000000292;
2.0132611888;0.2661768190;0.3360759992;1.0777369197;-0.2661768190;0.0665447547;0.3109451091;1.0000000293;
2.0132711888;0.2662299167;0.3366525270;1.0778677756;-0.2662299167;0.0665580292;0.3114685281;1.0000000293;
2.0132911888;0.2663358345;0.3378047422;1.0781291835;-0.2663363634;0.0665846411;0.3125141512;1.0000000294;
2.0133311888;0.2665505172;0.3401028598;1.0786504576;-0.2665505172;0.0666381800;0.3145992304;1.0000000297;
2.0134111888;0.2669839048;0.3446769405;1.0796868552;-0.2669839048;0.0667465278;0.3187447866;1.0000000301;
2.0134807405;0.2673662989;0.3486287423;1.0805811626;-0.2673662989;0.0668421271;0.3223219866;1.0000000305;
2.0134807405;0.2673662989;0.3486287423;1.0805811626;-0.2673662989;0.0668421271;0.3223219866;1.0000000305;
2.0134907405;0.2674217491;0.3491947949;1.0807091680;-0.2674217491;0.0668559898;0.3228340040;1.0000000305;
2.0135007405;0.2674773115;0.3497603302;1.0808370437;-0.2674773115;0.0668698805;0.3233455024;1.0000000306;
2.0135207405;0.2675887024;0.3508902943;1.0810924803;-0.2675887024;0.0668977285;0.3243672405;1.0000000307;
2.0135607405;0.2678127633;0.3531445838;1.0816018402;-0.2678127633;0.0669537442;0.3264046634;1.0000000309;
2.0136407405;0.2682660518;0.3576304123;1.0826144238;-0.2682660518;0.0670670672;0.3304549643;1.0000000314;
2.0138007405;0.2691934175;0.3665096814;1.0846148493;-0.2691934175;0.0672989105;0.3384566001;1.0000000323;
2.0141207405;0.2711300691;0.3838966934;1.0885170384;-0.2711300691;0.0677830775;0.3540652275;1.0000000343;
2.0147607405;0.2753143074;0.4171751722;1.0959305373;-0.2753143074;0.0688291457;0.3837189781;1.0000000383;
2.0160407405;0.2847584478;0.4777250370;1.1092323407;-0.2847584478;0.0711902003;0.4369257520;1.0000000460;
2.0173207405;0.2954180403;0.5301948543;1.1205571727;-0.2954180403;0.0738551204;0.4822247056;1.0000000527;
2.0174581651;0.2966171804;0.5353518375;1.1216607211;-0.2966171804;0.0741549079;0.4866388626;1.0000000534;
2.0174581651;0.2966165641;0.5353593847;1.1216608411;-0.2966159478;0.0741545998;0.4866393426;1.0000000534;
2.0174681650;0.2967047701;0.5357302514;1.1217399188;-0.2967047701;0.0741768055;0.4869556506;1.0000000534;
2.0174681650;0.2967047701;0.5357302514;1.1217399188;-0.2967047701;0.0741768055;0.4869556506;1.0000000534;
2.0174781650;0.2967936512;0.5361000412;1.1218188536;-0.2967936512;0.0741990260;0.4872713872;1.0000000535;
2.0174881650;0.2968825848;0.5364693404;1.1218976733;-0.2968825848;0.0742212596;0.4875866635;1.0000000535;
2.0175081650;0.2970605825;0.5372067654;1.1220550333;-0.2970605825;0.0742657594;0.4882160986;1.0000000536;
2.0175481650;0.2974171852;0.5386759061;1.1223684130;-0.2974171852;0.0743549108;0.4894696066;1.0000000538;
2.0176281650;0.2981328138;0.5415910550;1.1229897527;-0.2981328138;0.0745338194;0.4919549450;1.0000000542;
2.0177881650;0.2995735485;0.5473284028;1.1242107138;-0.2995735485;0.0748940061;0.4968387493;1.0000000549;
2.0181081650;0.3024906959;0.5584353168;1.1265670502;-0.3024906959;0.0756232989;0.5062640169;1.0000000562;
2.0182996675;0.3042566155;0.5648532742;1.1279243175;-0.3042566155;0.0760647825;0.5116930412;1.0000000570;
2.0182996675;0.3042566155;0.5648532742;1.1279243175;-0.3042566155;0.0760647825;0.5116930412;1.0000000570;
2.0183096675;0.3043494430;0.5651839043;1.1279939678;-0.3043494430;0.0760879896;0.5119716399;1.0000000570;
2.0183196675;0.3044422579;0.5655132629;1.1280635056;-0.3044422579;0.0761111935;0.5122497890;1.0000000570;
2.0183396675;0.3046279845;0.5661708450;1.1282023271;-0.3046279845;0.0761576255;0.5128050702;1.0000000571;
2.0183796675;0.3049999302;0.5674806159;1.1284786942;-0.3049999302;0.0762506127;0.5139105295;1.0000000573;
2.0184596675;0.3057457171;0.5700779328;1.1290263350;-0.3057457171;0.0764370610;0.5161010749;1.0000000576;
2.0186196675;0.3072447351;0.5751835537;1.1301011781;-0.3072447351;0.0768118186;0.5204004117;1.0000000581;
2.0189396675;0.3102707441;0.5850430507;1.1321703808;-0.3102707441;0.0775683271;0.5286771542;1.0000000592;
2.0195796675;0.3164215368;0.6033903593;1.1359969872;-0.3164215368;0.0791060380;0.5439834531;1.0000000611;
2.0208596675;0.3290307220;0.6348823505;1.1424813808;-0.3290307220;0.0822583603;0.5699208133;1.0000000640;
2.0216960354;0.3374365530;0.6518904661;1.1459288094;-0.3374365530;0.0843598354;0.5837104137;1.0000000654;
2.0216960354;0.3374373664;0.6518990822;1.1459288582;-0.3374381798;0.0843602421;0.5837106089;1.0000000654;
2.0217060354;0.3375397274;0.6520837467;1.1459659876;-0.3375397274;0.0843856292;0.5838591251;1.0000000654;
2.0217060354;0.3375397274;0.6520837467;1.1459659876;-0.3375397274;0.0843856292;0.5838591251;1.0000000654;
2.0217160354;0.3376412903;0.6522680870;1.1460030150;-0.3376412903;0.0844110202;0.5840072334;1.0000000655;
2.0217260354;0.3377428658;0.6524520449;1.1460399586;-0.3377428658;0.0844364143;0.5841550068;1.0000000655;
2.0217460354;0.3379460496;0.6528190371;1.1461136427;-0.3379460496;0.0844872106;0.5844497407;1.0000000655;
2.0217860354;0.3383525644;0.6535485724;1.1462600369;-0.3383525644;0.0845888402;0.5850353125;1.0000000655;
2.0218660354;0.3391661754;0.6549896645;1.1465488930;-0.3391661754;0.0847922446;0.5861907274;1.0000000656;
2.0220260354;0.3407956416;0.6577999276;1.1471108921;-0.3407956416;0.0851996145;0.5884387054;1.0000000658;
2.0223460354;0.3440628048;0.6631381654;1.1481733207;-0.3440628048;0.0860164121;0.5926883847;1.0000000662;
2.0229860354;0.3506245893;0.6727298750;1.1500623053;-0.3506245893;0.0876568718;0.6002442604;1.0000000668;
2.0242660354;0.3638217167;0.6879146478;1.1529752975;-0.3638217167;0.0909561809;0.6118961329;1.0000000677;
2.0255460354;0.3770718854;0.6981766738;1.1548302678;-0.3770718854;0.0942687504;0.6193159528;1.0000000681;
2.0268260354;0.3903268966;0.7040738446;1.1557515819;-0.3903268966;0.0975825306;0.6230011787;1.0000000682;
2.0281060354;0.4035504463;0.7061440715;1.1558559312;-0.4035504463;0.1008884454;0.6234185725;1.0000000681;
2.0293860354;0.4167157426;0.7048859250;1.1552495055;-0.4167157426;0.1041797966;0.6209928898;1.0000000679;
2.0294379401;0.4172479698;0.7047806030;1.1552132534;-0.4172479698;0.1043128545;0.6208478827;1.0000000678;
2.0294379401;0.4172495409;0.7047820961;1.1552132764;-0.4172511121;0.1043136401;0.6208479746;1.0000000679;
2.0294425805;0.4172978626;0.7047708737;1.1552096909;-0.4172987047;0.1043255384;0.6208336326;1.0000000679;
2.0294425805;0.4172978626;0.7047708737;1.1552096909;-0.4172987047;0.1043255384;0.6208336326;1.0000000679;
2.0294525803;0.4174012601;0.7047467371;1.1552019387;-0.4174012602;0.1043511774;0.6208026243;1.0000000679;
2.0294525803;0.4174012601;0.7047467371;1.1552019387;-0.4174012602;0.1043511774;0.6208026243;1.0000000679;
2.0294625803;0.4175038137;0.7047225744;1.1551941396;-0.4175038137;0.1043768160;0.6207714280;1.0000000679;
2.0294725803;0.4176063622;0.7046982403;1.1551863037;-0.4176063622;0.1044024534;0.6207400849;1.0000000678;
2.0294925803;0.4178114465;0.7046491575;1.1551705428;-0.4178114465;0.1044537249;0.6206770416;1.0000000678;
2.0295325803;0.4182215564;0.7045490005;1.1551385940;-0.4182215564;0.1045562532;0.6205492476;1.0000000678;
2.0296125803;0.4190415364;0.7043406547;1.1550729749;-0.4190415364;0.1047612499;0.6202867734;1.0000000678;
2.0297725803;0.4206805202;0.7038919341;1.1549348701;-0.4206805202;0.1051709992;0.6197343586;1.0000000678;
2.0300925803;0.4239545109;0.7028695500;1.1546318527;-0.4239545109;0.1059895037;0.6185222989;1.0000000676;
2.0307325803;0.4304861209;0.7003505818;1.1539238869;-0.4304861209;0.1076224197;0.6156904594;1.0000000674;
2.0320125803;0.4434814079;0.6936086987;1.1521400676;-0.4434814079;0.1108712682;0.6085552411;1.0000000670;
2.0332925803;0.4563813250;0.6848326380;1.1499140204;-0.4563813250;0.1140962742;0.5996511259;1.0000000665;
2.0358525803;0.4819010619;0.6627130318;1.1444511173;-0.4819010619;0.1204762611;0.5777996942;1.0000000655;
2.0381565803;0.5045441478;0.6386357032;1.1385895740;-0.5045441478;0.1261370794;0.5543537148;1.0000000647;
2.0404605803;0.5268953190;0.6120074475;1.1321161841;-0.5268953190;0.1317249184;0.5284603689;1.0000000638;
2.0427645803;0.5489888011;0.5838039460;1.1252351914;-0.5489888011;0.1372483345;0.5009366256;1.0000000630;
2.0450685803;0.5708529422;0.5548612968;1.1181196183;-0.5708529422;0.1427144150;0.4724745687;1.0000000624;
2.0467601271;0.5867790417;0.5335580546;1.1128344043;-0.5867790417;0.1466959728;0.4513338871;1.0000000620;
2.0467601271;0.5867837527;0.5335388511;1.1128342534;-0.5867884637;0.1466983283;0.4513332837;1.0000000620;
2.0467701271;0.5868822474;0.5334109536;1.1128026915;-0.5868822474;0.1467217744;0.4512070369;1.0000000620;
2.0467801271;0.5869760270;0.5332841063;1.1127711237;-0.5869760270;0.1467452195;0.4510807668;1.0000000620;
2.0468001271;0.5871632878;0.5330304981;1.1127079882;-0.5871635762;0.1467921072;0.4508282271;1.0000000620;
2.0468401271;0.5875386369;0.5325231925;1.1125817227;-0.5875386369;0.1468858731;0.4503231693;1.0000000620;
2.0469201271;0.5882886081;0.5315091410;1.1123292136;-0.5882886081;0.1470733675;0.4493131411;1.0000000620;
2.0470801271;0.5897879651;0.5294829688;1.1118243298;-0.5897879651;0.1474482098;0.4472936225;1.0000000619;
2.0474001271;0.5927844476;0.5254398558;1.1108154303;-0.5927844476;0.1481973367;0.4432580577;1.0000000618;
2.0480401271;0.5987693397;0.5174019221;1.1088036026;-0.5987693397;0.1496935720;0.4352108138;1.0000000617;
2.0493201271;0.6107132142;0.5015994679;1.1048216173;-0.6107132142;0.1526795654;0.4192830040;1.0000000615;
2.0506001271;0.6226306198;0.4862523249;1.1009156757;-0.6226306198;0.1556589414;0.4036593669;1.0000000613;
2.0531601271;0.6464374853;0.4574444246;1.0934512428;-0.6464374853;0.1616107069;0.3738018821;1.0000000611;
2.0554641271;0.6678699340;0.4339247628;1.0871931842;-0.6678699340;0.1669688634;0.3487698543;1.0000000612;
2.0577681271;0.6893524982;0.4129723113;1.0814421428;-0.6893524982;0.1723395488;0.3257658790;1.0000000613;
2.0600721271;0.7109247061;0.3946784232;1.0762292189;-0.7109247061;0.1777326454;0.3049143555;1.0000000616;
2.0623761271;0.7326098444;0.3790408148;1.0715605936;-0.7326098444;0.1831539748;0.2862400086;1.0000000619;
2.0646801271;0.7540725641;0.3659467502;1.0674322395;-0.7540725641;0.1885196990;0.2697267288;1.0000000614;
2.0669841271;0.7749536229;0.3552078720;1.0638326811;-0.7749536229;0.1937400069;0.2553286142;1.0000000599;
2.0680383185;0.7841854312;0.3510047362;1.0623545025;-0.7841854312;0.1960479780;0.2494159488;1.0000000587;
2.0680383185;0.7841854312;0.3510047362;1.0623545025;-0.7841854312;0.1960479780;0.2494159488;1.0000000587;
2.0680383185;0.7841854312;0.3510047362;1.0623545025;-0.7841854312;0.1960479780;0.2494159488;1.0000000587;
2.0680383185;0.7841854312;0.3510047362;1.0623545025;-0.7841854312;0.1960479780;0.2494159488;1.0000000587;
2.0680483185;0.7842777157;0.3509668918;1.0623439346;-0.7842777157;0.1960710493;0.2493736776;1.0000000588;
2.0680583185;0.7843650863;0.3509296519;1.0623304906;-0.7843650863;0.1960928922;0.2493199021;1.0000000587;
2.0680632260;0.7844079199;0.3509113919;1.0623238742;-0.7844079199;0.1961036006;0.2492934365;1.0000000587;
2.0680632260;0.7844079199;0.3509113919;1.0623238742;-0.7844079199;0.1961036006;0.2492934365;1.0000000587;
2.0680732260;0.7844952929;0.3508742051;1.0623104658;-0.7844952929;0.1961254441;0.2492398036;1.0000000587;
2.0680832260;0.7845826066;0.3508370609;1.0622970454;-0.7845826066;0.1961472727;0.2491861222;1.0000000587;
2.0681032260;0.7847571931;0.3507628644;1.0622702365;-0.7847571931;0.1961909197;0.2490788874;1.0000000587;
2.0681432260;0.7851060497;0.3506149247;1.0622167010;-0.7851060497;0.1962781345;0.2488647475;1.0000000586;
2.0682232260;0.7858026942;0.3503208533;1.0621100954;-0.7858026942;0.1964522971;0.2484383284;1.0000000585;
2.0683832260;0.7871914850;0.3497399816;1.0618986837;-0.7871914850;0.1967994977;0.2475926886;1.0000000583;
2.0687032260;0.7899506388;0.3486069976;1.0614830190;-0.7899506388;0.1974892918;0.2459300436;1.0000000579;
2.0693432260;0.7953925000;0.3464532445;1.0606799146;-0.7953925000;0.1988497684;0.2427176525;1.0000000570;
2.0706232260;0.8059560922;0.3425718113;1.0591828505;-0.8059560922;0.2014906882;0.2367294455;1.0000000550;
2.0731832260;0.8257601206;0.3363365477;1.0565921624;-0.8257601206;0.2064417363;0.2263667787;1.0000000506;
2.0747114295;0.8367464844;0.3334773954;1.0552812064;-0.8367464844;0.2091883499;0.2211229983;1.0000000479;
2.0747114295;0.8367464844;0.3334773954;1.0552812064;-0.8367464844;0.2091883499;0.2211229983;1.0000000479;
2.0747114430;0.8367465768;0.3334773752;1.0552811953;-0.8367465768;0.2091883730;0.2211229536;1.0000000479;
2.0747114430;0.8367465768;0.3334773752;1.0552811953;-0.8367465768;0.2091883730;0.2211229536;1.0000000479;
2.0747214430;0.8368147104;0.3334625009;1.0552729582;-0.8368147104;0.2092054065;0.2210900056;1.0000000479;
2.0747314430;0.8368845313;0.3334463031;1.0552650509;-0.8368845313;0.2092228619;0.2210583765;1.0000000478;
2.0747514430;0.8370242132;0.3334138837;1.0552492722;-0.8370242132;0.2092577827;0.2209952626;1.0000000478;
2.0747914430;0.8373029381;0.3333495860;1.0552177387;-0.8373029381;0.2093274645;0.2208691293;1.0000000477;
2.0748714430;0.8378593012;0.3332219936;1.0551550417;-0.8378593012;0.2094665564;0.2206183433;1.0000000476;
2.0750314430;0.8389667952;0.3329714815;1.0550309737;-0.8389667952;0.2097434322;0.2201220754;1.0000000473;
2.0753514430;0.8411609508;0.3324887394;1.0547880485;-0.8411609508;0.2102919756;0.2191503829;1.0000000467;
2.0759914430;0.8454668027;0.3315931918;1.0543223055;-0.8454668027;0.2113684475;0.2172874263;1.0000000456;
2.0772714430;0.8537565943;0.3300579470;1.0534656493;-0.8537565943;0.2134409125;0.2138608299;1.0000000433;
2.0798314430;0.8691173299;0.3278471480;1.0520124681;-0.8691173299;0.2172811282;0.2080481529;1.0000000391;
2.0823914430;0.8829487455;0.3265978316;1.0508625008;-0.8829487455;0.2207390106;0.2034483219;1.0000000351;
2.0849514430;0.8953803376;0.3260900637;1.0499612593;-0.8953803376;0.2238469343;0.1998433857;1.0000000315;
2.0874488243;0.9062833121;0.3261327627;1.0492762325;-0.9062833121;0.2265727005;0.1971033010;1.0000000284;
2.0874488243;0.9062833121;0.3261327627;1.0492762325;-0.9062833121;0.2265727005;0.1971033010;1.0000000284;
2.0874588243;0.9063232507;0.3261347327;1.0492736177;-0.9063232507;0.2265826852;0.1970928419;1.0000000284;
2.0874688243;0.9063644473;0.3261359899;1.0492712703;-0.9063644473;0.2265929845;0.1970834526;1.0000000284;
2.0874888243;0.9064468775;0.3261384741;1.0492665974;-0.9064468775;0.2266135922;0.1970647610;1.0000000283;
2.0875288243;0.9066112973;0.3261436442;1.0492572310;-0.9066112973;0.2266546975;0.1970272959;1.0000000283;
2.0876088243;0.9069394683;0.3261541731;1.0492386430;-0.9069394683;0.2267367409;0.1969529443;1.0000000282;
2.0877688243;0.9075924898;0.3261763352;1.0492019170;-0.9075924898;0.2268999976;0.1968060414;1.0000000280;
2.0880888243;0.9088853698;0.3262249598;1.0491302324;-0.9088853698;0.2272232203;0.1965193054;1.0000000276;
2.0887288243;0.9114194339;0.3263385026;1.0489936754;-0.9114194339;0.2278567416;0.1959730819;1.0000000269;
2.0900088243;0.9162882948;0.3266239640;1.0487458598;-0.9162882948;0.2290739669;0.1949818279;1.0000000255;
2.0925688243;0.9252844732;0.3273818240;1.0483378147;-0.9252844732;0.2313230300;0.1933496607;1.0000000228;
2.0962388937;0.9366814367;0.3287423405;1.0479075429;-0.9366814367;0.2341722945;0.1916285879;1.0000000195;
2.0962388937;0.9366814367;0.3287423405;1.0479075429;-0.9366814367;0.2341722945;0.1916285879;1.0000000195;
2.0962488937;0.9367093160;0.3287472753;1.0479063419;-0.9367093160;0.2341792643;0.1916237840;1.0000000195;
2.0962588937;0.9367376284;0.3287516442;1.0479054938;-0.9367376284;0.2341863425;0.1916203916;1.0000000195;
2.0962788937;0.9367942519;0.3287603509;1.0479038217;-0.9367942519;0.2342004985;0.1916137032;1.0000000195;
2.0963188937;0.9369072746;0.3287778862;1.0479004258;-0.9369072746;0.2342287544;0.1916001197;1.0000000194;
2.0963988937;0.9371328046;0.3288129570;1.0478937287;-0.9371328046;0.2342851374;0.1915733314;1.0000000194;
2.0965588937;0.9375815694;0.3288833745;1.0478805414;-0.9375815694;0.2343973295;0.1915205826;1.0000000192;
2.0968788937;0.9384699984;0.3290252656;1.0478549787;-0.9384699984;0.2346194386;0.1914183328;1.0000000190;
2.0975188937;0.9402111054;0.3293129007;1.0478069785;-0.9402111054;0.2350547189;0.1912263337;1.0000000185;
2.0987988937;0.9435554702;0.3299008363;1.0477225477;-0.9435554702;0.2358908170;0.1908886134;1.0000000175;
2.1013588937;0.9497309959;0.3311088211;1.0475934674;-0.9497309959;0.2374347112;0.1903722963;1.0000000157;
2.1064788937;0.9602944450;0.3335467321;1.0474542555;-0.9602944450;0.2400755953;0.1898154533;1.0000000126;
2.1087150662;0.9642546230;0.3345898850;1.0474308816;-0.9642546230;0.2410656480;0.1897219585;1.0000000114;
2.1087150662;0.9642546230;0.3345898850;1.0474308816;-0.9642546230;0.2410656480;0.1897219585;1.0000000114;
2.1087250662;0.9642710100;0.3345949566;1.0474306574;-0.9642710100;0.2410697448;0.1897210618;1.0000000114;
2.1087350662;0.9642874996;0.3345996938;1.0474306496;-0.9642874996;0.2410738672;0.1897210306;1.0000000114;
2.1087550662;0.9643204687;0.3346091464;1.0474306480;-0.9643204687;0.2410821096;0.1897210240;1.0000000114;
2.1087950662;0.9643863018;0.3346281055;1.0474306089;-0.9643863018;0.2410985680;0.1897208675;1.0000000113;
2.1088750662;0.9645176422;0.3346659528;1.0474305723;-0.9645176422;0.2411314033;0.1897207212;1.0000000113;
2.1090350662;0.9647789565;0.3347415208;1.0474305590;-0.9647789565;0.2411967324;0.1897206682;1.0000000112;
2.1093550662;0.9652961624;0.3348921085;1.0474307598;-0.9652961624;0.2413260350;0.1897214713;1.0000000111;
2.1099950662;0.9663092357;0.3351907802;1.0474319754;-0.9663092357;0.2415793054;0.1897263335;1.0000000108;
2.1112750662;0.9682528341;0.3357759318;1.0474369763;-0.9682528341;0.2420652090;0.1897463370;1.0000000102;
2.1138350662;0.9718308818;0.3368843352;1.0474528554;-0.9718308818;0.2429597283;0.1898098529;1.0000000091;
2.1189550662;0.9779004777;0.3388001597;1.0474861321;-0.9779004777;0.2444771399;0.1899429586;1.0000000072;
2.1211972122;0.9801572909;0.3395062308;1.0474964574;-0.9801572909;0.2450413478;0.1899842595;1.0000000065;
2.1211972122;0.9801572909;0.3395062308;1.0474964574;-0.9801572909;0.2450413478;0.1899842595;1.0000000065;
2.1212072122;0.9801666483;0.3395093573;1.0474964424;-0.9801666483;0.2450436872;0.1899841996;1.0000000065;
2.1212172122;0.9801759753;0.3395123481;1.0474965011;-0.9801759753;0.2450460190;0.1899844344;1.0000000065;
2.1212372122;0.9801946296;0.3395183826;1.0474965865;-0.9801946296;0.2450506826;0.1899847761;1.0000000065;
2.1212772122;0.9802318533;0.3395302581;1.0474968507;-0.9802318533;0.2450599886;0.1899858329;1.0000000064;
2.1213572122;0.9803061135;0.3395540374;1.0474973097;-0.9803061135;0.2450785538;0.1899876688;1.0000000064;
2.1215078164;0.9804451506;0.3395984879;1.0474981511;-0.9804451506;0.2451133134;0.1899910343;1.0000000064;
2.1215078164;0.9804451506;0.3395984879;1.0474981511;-0.9804451506;0.2451133134;0.1899910343;1.0000000064;
2.1215178164;0.9804543452;0.3396014240;1.0474982059;-0.9804543452;0.2451156120;0.1899912533;1.0000000064;
2.1215278164;0.9804635355;0.3396043582;1.0474982605;-0.9804635355;0.2451179096;0.1899914719;1.0000000064;
2.1215478164;0.9804819053;0.3396102222;1.0474983694;-0.9804819053;0.2451225021;0.1899919076;1.0000000064;
2.1215878164;0.9805185939;0.3396219289;1.0474985858;-0.9805185939;0.2451316743;0.1899927730;1.0000000063;
2.1216678164;0.9805917644;0.3396452565;1.0474990122;-0.9805917644;0.2451499671;0.1899944787;1.0000000063;
2.1218278164;0.9807372740;0.3396915651;1.0474998398;-0.9807372740;0.2451863448;0.1899977892;1.0000000063;
2.1221478164;0.9810249924;0.3397827997;1.0475013934;-0.9810249924;0.2452582750;0.1900040031;1.0000000062;
2.1227878164;0.9815874510;0.3399597900;1.0475040908;-0.9815874510;0.2453988908;0.1900147928;1.0000000060;
2.1240678164;0.9826622500;0.3402923589;1.0475078487;-0.9826622500;0.2456675928;0.1900298244;1.0000000056;
2.1266278164;0.9846248749;0.3408767659;1.0475090886;-0.9846248749;0.2461582531;0.1900347837;1.0000000050;
2.1317478164;0.9878976030;0.3417687584;1.0474910302;-0.9878976030;0.2469764418;0.1899625508;1.0000000038;
2.1368678164;0.9904094618;0.3423538290;1.0474531286;-0.9904094618;0.2476044117;0.1898109455;1.0000000029;
2.1471078164;0.9937901888;0.3430100813;1.0473703265;-0.9937901888;0.2484496005;0.1894797399;1.0000000015;
2.1558625167;0.9953049412;0.3432588406;1.0473223398;-0.9953049412;0.2488282917;0.1892877948;1.0000000007;
2.1558625167;0.9953049412;0.3432588406;1.0473223398;-0.9953049412;0.2488282917;0.1892877948;1.0000000007;
2.1558725167;0.9953059011;0.3432590149;1.0473222318;-0.9953059011;0.2488285317;0.1892873628;1.0000000007;
2.1558825167;0.9953068165;0.3432590775;1.0473221819;-0.9953068165;0.2488287605;0.1892871634;1.0000000007;
2.1559025167;0.9953086632;0.3432592506;1.0473220575;-0.9953086632;0.2488292222;0.1892866657;1.0000000007;
2.1559425167;0.9953122882;0.3432594532;1.0473218843;-0.9953122882;0.2488301285;0.1892859728;1.0000000007;
2.1560225167;0.9953195252;0.3432599546;1.0473214917;-0.9953195252;0.2488319377;0.1892844024;1.0000000007;
2.1561825167;0.9953337968;0.3432609596;1.0473207213;-0.9953337968;0.2488355057;0.1892813209;1.0000000007;
2.1565025167;0.9953615359;0.3432629825;1.0473192403;-0.9953615359;0.2488424405;0.1892753971;1.0000000006;
2.1571425167;0.9954138452;0.3432671090;1.0473165212;-0.9954138452;0.2488555179;0.1892645205;1.0000000006;
2.1584225167;0.9955061618;0.3432758922;1.0473120769;-0.9955061618;0.2488785973;0.1892467434;1.0000000005;
2.1609825167;0.9956442679;0.3432968671;1.0473072806;-0.9956442679;0.2489131241;0.1892275584;1.0000000003;
2.1661025167;0.9957521142;0.3433582290;1.0473141758;-0.9957521142;0.2489400859;0.1892551393;1.0000000000;
2.1763425167;0.9953957042;0.3435645314;1.0473881609;-0.9953957042;0.2488509826;0.1895510772;0.9999999996;
2.1865825167;0.9943720785;0.3438649985;1.0475314876;-0.9943720785;0.2485950741;0.1901243791;0.9999999992;
2.1968225167;0.9927822798;0.3442249931;1.0477286714;-0.9927822798;0.2481976211;0.1909131078;0.9999999988;
2.2070625167;0.9906985154;0.3446092631;1.0479660937;-0.9906985154;0.2476766757;0.1918627893;0.9999999985;
2.2173025167;0.9881734876;0.3449936088;1.0482340892;-0.9881734876;0.2470454136;0.1929347625;0.9999999983;
2.2275425167;0.9852486921;0.3453669348;1.0485268717;-0.9852486921;0.2463142086;0.1941058827;0.9999999980;
2.2377825167;0.9819595292;0.3457277055;1.0488413398;-0.9819595292;0.2454919111;0.1953637446;0.9999999978;
2.2582625167;0.9744515111;0.3464281226;1.0495268667;-0.9744515111;0.2436148911;0.1981058295;0.9999999974;
2.2787425167;0.9658490891;0.3471144845;1.0502792400;-0.9658490891;0.2414642678;0.2011152980;0.9999999971;
2.2992225167;0.9563522722;0.3477963082;1.0510850628;-0.9563522722;0.2390900440;0.2043385625;0.9999999968;
2.3197025167;0.9461501260;0.3484750561;1.0519302420;-0.9461501260;0.2365394863;0.2077192513;0.9999999966;
2.3401825167;0.9354172407;0.3491493947;1.0528012860;-0.9354172407;0.2338562428;0.2112033987;0.9999999965;
2.3606625167;0.9243124538;0.3498181450;1.0536862998;-0.9243124538;0.2310800232;0.2147434243;0.9999999964;
