time;Load2_load_PPu;Load2_load_QPu;Bus1_bus_U;
10.0184319998;0.0410861631;0.0052752272;1.0095658074;
10.0204799998;0.0410540680;0.0052669887;1.0087771755;
10.0225279998;0.0410243964;0.0052593781;1.0080480901;
10.0245759998;0.0409969871;0.0052523526;1.0073745959;
10.0266239998;0.0409716907;0.0052458729;1.0067530172;
10.0286719998;0.0409483680;0.0052399023;1.0061799359;
10.0307199998;0.0409268896;0.0052344068;1.0056521705;
10.0327679998;0.0409071348;0.0052293549;1.0051667581;
10.0348159998;0.0408889914;0.0052247172;1.0047209378;
10.0368639998;0.0408723544;0.0052204664;1.0043121348;
10.0389119998;0.0408571262;0.0052165771;1.0039379469;
10.0409599998;0.0408432154;0.0052130255;1.0035961315;
10.0430079998;0.0408305369;0.0052097895;1.0032845941;
10.0450559998;0.0408190109;0.0052068486;1.0030013773;
10.0471039998;0.0408085631;0.0052041835;1.0027446510;
10.0491519998;0.0407991237;0.0052017763;1.0025127037;
10.0511999998;0.0407906275;0.0051996100;1.0023039337;
10.0532479998;0.0407830135;0.0051976691;1.0021168420;
10.0552959998;0.0407762247;0.0051959388;1.0019500245;
10.0573439998;0.0407702074;0.0051944055;1.0018021664;
10.0614399998;0.0407602418;0.0051918666;1.0015571829;
10.0651263998;0.0407534411;0.0051901343;1.0013900756;
10.0688127998;0.0407484568;0.0051888648;1.0012676027;
10.0724991998;0.0407450792;0.0051880046;1.0011846100;
10.0761855998;0.0407431206;0.0051875059;1.0011364821;
10.0798719998;0.0407424129;0.0051873257;1.0011190945;
10.0835583998;0.0407428064;0.0051874259;1.0011287635;
10.0872447998;0.0407441672;0.0051877724;1.0011621995;
10.0909311998;0.0407463756;0.0051883348;1.0012164646;
10.0946175998;0.0407493249;0.0051890859;1.0012889348;
10.0983039998;0.0407529133;0.0051899998;1.0013772296;
10.1019903998;0.0407570641;0.0051910571;1.0014792340;
10.1056767998;0.0407617001;0.0051922381;1.0015931377;
10.1093631998;0.0407667530;0.0051935255;1.0017173011;
10.1130495998;0.0407721626;0.0051949039;1.0018502288;
10.1167359998;0.0407778749;0.0051963596;1.0019905901;
10.1204223998;0.0407838416;0.0051978804;1.0021372030;
10.1241087998;0.0407900198;0.0051994554;1.0022890135;
10.1277951998;0.0407963714;0.0052010748;1.0024450829;
10.1314815998;0.0408028624;0.0052027300;1.0026045776;
10.1388543998;0.0408161192;0.0052061112;1.0029301985;
10.1454899198;0.0408282647;0.0052092100;1.0032286408;
10.1521254398;0.0408404894;0.0052123300;1.0035292593;
10.1587609598;0.0408527056;0.0052154487;1.0038294899;
10.1653964798;0.0408648395;0.0052185473;1.0041276525;
10.1720319998;0.0408768331;0.0052216110;1.0044223887;
10.1786675198;0.0408886415;0.0052246282;1.0047125696;
10.1853030398;0.0409002308;0.0052275903;1.0049973529;
10.1919385598;0.0409115758;0.0052304908;1.0052761308;
10.1985740798;0.0409226588;0.0052333251;1.0055484686;
10.2052095998;0.0409334680;0.0052360901;1.0058140737;
10.2118451198;0.0409439961;0.0052387840;1.0060727703;
10.2184806398;0.0409542398;0.0052414057;1.0063244751;
10.2317516798;0.0409738774;0.0052464332;1.0068066191;
10.2436956158;0.0409906001;0.0052507166;1.0072176026;
10.2556395518;0.0410064513;0.0052547783;1.0076071112;
10.2675834878;0.0410214681;0.0052586277;1.0079760978;
10.2795274238;0.0410356921;0.0052622751;1.0083256040;
10.2914713598;0.0410491663;0.0052657315;1.0086566840;
10.3034152958;0.0410619336;0.0052690076;1.0089703878;
10.3153592318;0.0410740352;0.0052721137;1.0092677256;
10.3273031678;0.0410855063;0.0052750588;1.0095495497;
10.3392471038;0.0410963888;0.0052778537;1.0098169488;
10.3511910398;0.0411067131;0.0052805058;1.0100706324;
10.3631349758;0.0411165096;0.0052830230;1.0103113411;
10.3870228478;0.0411346551;0.0052876870;1.0107572351;
10.4085219326;0.0411494257;0.0052914851;1.0111201979;
10.4300210174;0.0411628352;0.0052949344;1.0114496540;
10.4515201022;0.0411749765;0.0052980584;1.0117480044;
10.4730191870;0.0411859377;0.0053008796;1.0120173434;
10.4945182718;0.0411957874;0.0053034153;1.0122593818;
10.5160173566;0.0412045866;0.0053056811;1.0124756305;
10.5375164414;0.0412123892;0.0053076907;1.0126674072;
10.5590155262;0.0412192432;0.0053094562;1.0128358481;
10.5805146110;0.0412251906;0.0053109886;1.0129818657;
10.6020136958;0.0412308628;0.0053124497;1.0131059210;
10.6235127806;0.0412359422;0.0053137593;1.0132087533;
10.6450118654;0.0412404959;0.0053149335;1.0132910114;
10.6665109502;0.0412445904;0.0053159893;1.0133531441;
10.6880100350;0.0412482893;0.0053169431;1.0133955908;
10.7095091198;0.0412516517;0.0053178102;1.0134189078;
10.7310082046;0.0412547321;0.0053186044;1.0134233475;
10.7525072894;0.0412575794;0.0053193384;1.0134086873;
10.7740063742;0.0412602344;0.0053200228;1.0133754995;
10.7955054590;0.0412627263;0.0053206650;1.0133261913;
10.7989248499;0.0412385758;0.0053144379;1.0133107662;
10.8057636318;0.0412381418;0.0053143261;1.0133001010;
10.8126024137;0.0412376905;0.0053142098;1.0132831871;
10.8194411955;0.0412371840;0.0053140792;1.0132749334;
10.8331187593;0.0412358093;0.0053137249;1.0132427872;
10.8467963230;0.0412346102;0.0053134157;1.0132028193;
10.8741514505;0.0412302513;0.0053122926;1.0131062162;
10.9015065780;0.0412254046;0.0053110437;1.0129870488;
10.9288617054;0.0412197715;0.0053095924;1.0128487067;
10.9562168329;0.0412134102;0.0053079538;1.0126922784;
10.9835719604;0.0412064000;0.0053061481;1.0125201411;
11.0109270878;0.0411987586;0.0053041805;1.0123321914;
11.0382822153;0.0411905598;0.0053020694;1.0121309157;
11.0656373428;0.0411818013;0.0052998152;1.0119154217;
11.0929924703;0.0411725656;0.0052974380;1.0116887632;
11.1203475977;0.0411628327;0.0052949342;1.0114491954;
11.1477027252;0.0411527007;0.0052923274;1.0112006425;
11.1750578527;0.0411421280;0.0052896090;1.0109402603;
11.2024129801;0.0411312335;0.0052868074;1.0106731481;
11.2297681076;0.0411199484;0.0052839075;1.0103950218;
11.2571232351;0.0411084182;0.0052809439;1.0101125276;
11.2844783626;0.0410965402;0.0052778936;1.0098195201;
11.3118334900;0.0410844939;0.0052747989;1.0095246526;
11.3391886175;0.0410721635;0.0052716333;1.0092229140;
11.3665437450;0.0410596458;0.0052684204;1.0089141141;
11.4212539999;0.0410341636;0.0052618835;1.0082879293;
11.4759642549;0.0410082090;0.0052552291;1.0076502276;
11.5306745098;0.0409819372;0.0052484988;1.0070046953;
11.5853847647;0.0409555086;0.0052417325;1.0063553066;
11.6400950197;0.0409290661;0.0052349675;1.0057055792;
11.6948052746;0.0409027420;0.0052282379;1.0050587563;
11.7495155296;0.0408766555;0.0052215742;1.0044177585;
11.7631930933;0.0408702216;0.0052199219;1.0042595976;
11.7905482208;0.0408573631;0.0052166379;1.0039436383;
11.8452584757;0.0408319793;0.0052101583;1.0033199479;
11.8589360395;0.0408257088;0.0052085578;1.0031658332;
11.8862911669;0.0408132664;0.0052053835;1.0028600973;
11.9410014219;0.0407888240;0.0051991513;1.0022595688;
11.9546789856;0.0407828146;0.0051976187;1.0021118392;
11.9820341131;0.0407709135;0.0051945856;1.0018194053;
12.0367443680;0.0407476314;0.0051886562;1.0012474402;
12.0504219318;0.0407419351;0.0051872040;1.0011073500;
12.0777770592;0.0407306689;0.0051843357;1.0008305179;
12.1324873142;0.0407087058;0.0051787493;1.0002910439;
12.1461648779;0.0407033621;0.0051773866;1.0001595360;
12.1735200054;0.0406927986;0.0051746997;0.9998999672;
12.1871975691;0.0406875956;0.0051733764;0.9997721284;
12.2145526966;0.0406773470;0.0051707705;0.9995202982;
12.2282302603;0.0406723026;0.0051694881;0.9993963487;
12.2555853878;0.0406623751;0.0051669649;0.9991524095;
12.2692629515;0.0406574930;0.0051657242;0.9990324483;
12.2966180790;0.0406478926;0.0051632850;0.9987965455;
12.3102956427;0.0406431753;0.0051620866;0.9986806359;
12.3376507702;0.0406339063;0.0051597324;0.9984528747;
12.3513283340;0.0406293556;0.0051585767;0.9983410599;
12.3786834614;0.0406204207;0.0051563081;0.9981215079;
12.3923610252;0.0406160378;0.0051551954;0.9980138140;
12.4197161526;0.0406074384;0.0051530128;0.9978025068;
12.4333937164;0.0406032236;0.0051519430;0.9976989450;
12.4607488438;0.0405949601;0.0051498463;0.9974958893;
12.4744264076;0.0405909133;0.0051488195;0.9973964571;
12.5017815350;0.0405829849;0.0051468085;0.9972016337;
12.5154590988;0.0405791055;0.0051458244;0.9971063166;
12.5428142263;0.0405715104;0.0051438985;0.9969196823;
12.5564917900;0.0405677973;0.0051429568;0.9968284545;
12.5838469175;0.0405605330;0.0051411153;0.9966499440;
12.5975244812;0.0405569848;0.0051402157;0.9965627693;
12.6248796087;0.0405500477;0.0051384577;0.9963922973;
12.6385571724;0.0405466625;0.0051375995;0.9963091301;
12.6659122999;0.0405400484;0.0051359239;0.9961465925;
12.6795898636;0.0405368239;0.0051351066;0.9960673787;
12.7069449911;0.0405305280;0.0051335120;0.9959126545;
12.7206225548;0.0405274618;0.0051327349;0.9958373323;
12.7479776823;0.0405214785;0.0051312199;0.9956902852;
12.7616552460;0.0405185676;0.0051304823;0.9956187857;
12.7890103735;0.0405128909;0.0051290453;0.9954792655;
12.8026879372;0.0405101323;0.0051283463;0.9954115140;
12.8300430647;0.0405047556;0.0051269857;0.9952793577;
12.8437206284;0.0405021460;0.0051263245;0.9952152739;
12.8710757559;0.0404970622;0.0051250384;0.9950903078;
12.8847533196;0.0404945980;0.0051244140;0.9950298069;
12.9121084471;0.0404897998;0.0051232006;0.9949118471;
12.9257860109;0.0404874774;0.0051226120;0.9948548402;
12.9531411383;0.0404829570;0.0051214692;0.9947436943;
12.9668187021;0.0404807726;0.0051209155;0.9946900894;
12.9941738295;0.0404765219;0.0051198414;0.9945855574;
13.0078513933;0.0404744715;0.0051193214;0.9945352597;
13.0352065207;0.0404704822;0.0051183138;0.9944371352;
13.0488840845;0.0404685619;0.0051178266;0.9943900480;
13.0762392120;0.0404648255;0.0051168833;0.9942981191;
13.0899167757;0.0404630310;0.0051164278;0.9942541444;
13.1172719032;0.0404595389;0.0051155467;0.9941681947;
13.1309494669;0.0404578662;0.0051151217;0.9941272333;
13.1583045944;0.0404546095;0.0051143006;0.9940470429;
13.1719821581;0.0404530543;0.0051139051;0.9940089955;
13.1993372856;0.0404500398;0.0051131430;0.9939349476;
13.2130148493;0.0404485895;0.0051127763;0.9938992870;
13.2403699768;0.0404457928;0.0051120694;0.9938305938;
13.2540475405;0.0404444489;0.0051117296;0.9937975444;
13.2814026680;0.0404418608;0.0051110756;0.9937339819;
13.2950802317;0.0404406196;0.0051107617;0.9937034498;
13.3224353592;0.0404382321;0.0051101585;0.9936448230;
13.3361129229;0.0404370896;0.0051098695;0.9936167101;
13.3634680504;0.0404348945;0.0051093150;0.9935628173;
13.3771456141;0.0404338466;0.0051090500;0.9935370212;
13.4045007416;0.0404318354;0.0051085420;0.9934876552;
13.4181783053;0.0404308778;0.0051082998;0.9934640723;
13.4455334328;0.0404290421;0.0051078363;0.9934190244;
13.4592109966;0.0404281707;0.0051076157;0.9933975513;
13.4865661240;0.0404265019;0.0051071945;0.9933566141;
13.5002436878;0.0404257125;0.0051069946;0.9933371485;
13.5275988152;0.0404242023;0.0051066136;0.9933001171;
13.5412763790;0.0404234909;0.0051064334;0.9932825585;
13.5686315064;0.0404221311;0.0051060905;0.9932492314;
13.5823090702;0.0404214937;0.0051059288;0.9932334813;
13.6096641976;0.0404202761;0.0051056220;0.9932036606;
13.6233417614;0.0404197089;0.0051054780;0.9931896226;
13.6506968889;0.0404186255;0.0051052052;0.9931631144;
13.6643744526;0.0404181247;0.0051050778;0.9931506948;
13.6917295801;0.0404171679;0.0051048372;0.9931273097;
13.7054071438;0.0404167299;0.0051047255;0.9931164171;
13.7327622713;0.0404158919;0.0051045151;0.9930959701;
13.7464398350;0.0404155131;0.0051044182;0.9930865162;
13.7737949625;0.0404147867;0.0051042362;0.9930688271;
13.7874725262;0.0404144637;0.0051041532;0.9930607261;
13.8148276537;0.0404138416;0.0051039977;0.9930456197;
13.8285052174;0.0404135711;0.0051039278;0.9930387891;
13.8558603449;0.0404130463;0.0051037972;0.9930260949;
13.8695379086;0.0404128251;0.0051037394;0.9930204554;
13.8763766905;0.0404127181;0.0051037118;0.9930178620;
13.8900542542;0.0404125109;0.0051036595;0.9930127703;
13.9174093817;0.0404121346;0.0051035649;0.9930035810;
13.9310869454;0.0404119681;0.0051035231;0.9929993905;
13.9379257273;0.0404118929;0.0051035034;0.9929975840;
13.9516032910;0.0404117475;0.0051034667;0.9929940104;
13.9789584185;0.0404114900;0.0051034023;0.9929877543;
13.9926359823;0.0404113816;0.0051033750;0.9929849692;
13.9994747641;0.0404113354;0.0051033626;0.9929838845;
14.0131523279;0.0404112461;0.0051033400;0.9929816911;
14.0405074553;0.0404110960;0.0051033029;0.9929780840;
14.0541850191;0.0404110397;0.0051032888;0.9929765576;
14.0610238009;0.0404110196;0.0051032828;0.9929761253;
14.0747013647;0.0404109806;0.0051032730;0.9929751660;
14.1020564921;0.0404109256;0.0051032600;0.9929739119;
14.1157340559;0.0404109156;0.0051032577;0.9929734954;
14.1225728377;0.0404109187;0.0051032574;0.9929736470;
14.1362504015;0.0404109241;0.0051032587;0.9929737779;
14.1636055290;0.0404109525;0.0051032670;0.9929745900;
14.1772830927;0.0404109832;0.0051032749;0.9929751411;
14.1841218746;0.0404110069;0.0051032796;0.9929758124;
14.1977994383;0.0404110510;0.0051032908;0.9929768978;
14.2251545658;0.0404111517;0.0051033176;0.9929795053;
14.2388321295;0.0404112179;0.0051033344;0.9929808909;
14.2456709114;0.0404112596;0.0051033434;0.9929820227;
14.2593484751;0.0404113375;0.0051033631;0.9929839362;
14.2867036026;0.0404115000;0.0051034059;0.9929880860;
14.3003811663;0.0404115968;0.0051034304;0.9929901818;
14.3072199482;0.0404116543;0.0051034431;0.9929917206;
14.3208975119;0.0404117611;0.0051034701;0.9929943450;
14.3482526394;0.0404119758;0.0051035264;0.9929998013;
14.3619302031;0.0404120988;0.0051035575;0.9930024923;
14.3687689850;0.0404121699;0.0051035734;0.9930043898;
14.3824465487;0.0404123012;0.0051036065;0.9930076172;
14.3892853306;0.0404123690;0.0051036237;0.9930092840;
14.4029628943;0.0404125075;0.0051036586;0.9930126845;
14.4098016762;0.0404125783;0.0051036765;0.9930144264;
14.4234792399;0.0404127227;0.0051037130;0.9930179737;
14.4303180218;0.0404127965;0.0051037316;0.9930197868;
14.4439955855;0.0404129465;0.0051037695;0.9930234738;
14.4508343674;0.0404130231;0.0051037889;0.9930253557;
14.4645119311;0.0404131786;0.0051038282;0.9930291768;
14.4713507130;0.0404132579;0.0051038482;0.9930311246;
14.4850282767;0.0404134186;0.0051038888;0.9930350735;
14.4918670586;0.0404135004;0.0051039094;0.9930370836;
14.5055446223;0.0404136660;0.0051039513;0.9930411529;
14.5123834042;0.0404137502;0.0051039725;0.9930432216;
14.5260609680;0.0404139204;0.0051040155;0.9930474034;
14.5328997498;0.0404140068;0.0051040373;0.9930495265;
14.5465773136;0.0404141813;0.0051040814;0.9930538127;
14.5534160954;0.0404142697;0.0051041037;0.9930559863;
14.5670936592;0.0404144481;0.0051041488;0.9930603687;
14.5739324410;0.0404145384;0.0051041716;0.9930625886;
14.5876100048;0.0404147203;0.0051042176;0.9930670590;
14.5944487866;0.0404148124;0.0051042408;0.9930693213;
14.6081263504;0.0404149976;0.0051042876;0.9930738719;
14.6149651322;0.0404150912;0.0051043112;0.9930761726;
14.6286426960;0.0404152794;0.0051043588;0.9930807957;
14.6354814778;0.0404153744;0.0051043828;0.9930831310;
14.6491590416;0.0404155652;0.0051044310;0.9930878189;
14.6559978234;0.0404156615;0.0051044553;0.9930901851;
14.6696753872;0.0404158546;0.0051045041;0.9930949306;
14.6765141690;0.0404159520;0.0051045287;0.9930973242;
14.6901917328;0.0404161472;0.0051045780;0.9931021202;
14.6970305146;0.0404162456;0.0051046028;0.9931045377;
14.7107080784;0.0404164426;0.0051046526;0.9931093774;
14.7175468603;0.0404165418;0.0051046777;0.9931118155;
14.7312244240;0.0404167403;0.0051047278;0.9931166924;
14.7380632059;0.0404168402;0.0051047530;0.9931191478;
14.7517407696;0.0404170399;0.0051048035;0.9931240555;
14.7585795515;0.0404171404;0.0051048289;0.9931265253;
14.7722571152;0.0404173412;0.0051048796;0.9931314577;
14.7790958971;0.0404174421;0.0051049051;0.9931339387;
14.7927734608;0.0404176437;0.0051049560;0.9931388900;
14.7996122427;0.0404177449;0.0051049816;0.9931413795;
14.8132898064;0.0404179470;0.0051050327;0.9931463440;
14.8201285883;0.0404180485;0.0051050583;0.9931488393;
14.8338061520;0.0404182509;0.0051051094;0.9931538117;
14.8406449339;0.0404183526;0.0051051351;0.9931563101;
14.8543224976;0.0404185551;0.0051051863;0.9931612851;
14.8611612795;0.0404186567;0.0051052119;0.9931637841;
14.8748388432;0.0404188592;0.0051052631;0.9931687568;
14.8816776251;0.0404189607;0.0051052887;0.9931712540;
14.8953551888;0.0404191629;0.0051053398;0.9931762196;
14.9021939707;0.0404192643;0.0051053654;0.9931787127;
14.9158715344;0.0404194660;0.0051054164;0.9931836668;
14.9227103163;0.0404195671;0.0051054419;0.9931861536;
14.9363878800;0.0404197681;0.0051054927;0.9931910917;
14.9432266619;0.0404198689;0.0051055181;0.9931935701;
14.9569042256;0.0404200692;0.0051055688;0.9931984882;
14.9637430075;0.0404201695;0.0051055941;0.9932009562;
14.9774205712;0.0404203688;0.0051056445;0.9932058502;
14.9842593531;0.0404204686;0.0051056696;0.9932083060;
14.9979369168;0.0404206668;0.0051057198;0.9932131722;
15.0047756987;0.0404207660;0.0051057448;0.9932156138;
15.0184532624;0.0404209629;0.0051057946;0.9932204487;
15.0252920443;0.0404210615;0.0051058194;0.9932228745;
15.0389696080;0.0404212570;0.0051058689;0.9932276746;
15.0458083899;0.0404213549;0.0051058935;0.9932300830;
15.0594859536;0.0404215488;0.0051059426;0.9932348451;
15.0663247355;0.0404216459;0.0051059671;0.9932372345;
15.0800022993;0.0404218382;0.0051060157;0.9932419555;
15.0868410811;0.0404219345;0.0051060400;0.9932443246;
15.1005186449;0.0404221249;0.0051060882;0.9932490016;
15.1073574267;0.0404222203;0.0051061122;0.9932513489;
15.1210349905;0.0404224089;0.0051061599;0.9932559792;
15.1278737723;0.0404225034;0.0051061837;0.9932583034;
15.1415513361;0.0404226899;0.0051062309;0.9932628845;
15.1483901179;0.0404227834;0.0051062544;0.9932651843;
15.1620676817;0.0404229679;0.0051063011;0.9932697138;
15.1689064635;0.0404230603;0.0051063244;0.9932719882;
15.1825840273;0.0404232426;0.0051063705;0.9932764637;
15.1894228091;0.0404233339;0.0051063935;0.9932787116;
15.2031003729;0.0404235139;0.0051064391;0.9932831310;
15.2099391547;0.0404236041;0.0051064618;0.9932853514;
15.2236167185;0.0404237818;0.0051065068;0.9932897127;
15.2304555003;0.0404238708;0.0051065292;0.9932919047;
15.2441330641;0.0404240461;0.0051065736;0.9932962061;
15.2509718459;0.0404241339;0.0051065956;0.9932983689;
15.2646494097;0.0404243066;0.0051066394;0.9933026085;
15.2714881916;0.0404243932;0.0051066612;0.9933047412;
15.2851657553;0.0404245634;0.0051067043;0.9933089177;
15.2920045372;0.0404246487;0.0051067257;0.9933110196;
15.3056821009;0.0404248163;0.0051067682;0.9933151312;
15.3125208828;0.0404249003;0.0051067893;0.9933172017;
15.3261984465;0.0404250652;0.0051068311;0.9933212472;
15.3330372284;0.0404251479;0.0051068518;0.9933232857;
15.3467147921;0.0404253101;0.0051068929;0.9933272638;
15.3535535740;0.0404253915;0.0051069134;0.9933292697;
15.3672311377;0.0404255508;0.0051069538;0.9933331793;
15.3740699196;0.0404256309;0.0051069738;0.9933351521;
15.3877474833;0.0404257874;0.0051070135;0.9933389922;
15.3945862652;0.0404258661;0.0051070333;0.9933409314;
15.4082638289;0.0404260198;0.0051070723;0.9933447011;
15.4151026108;0.0404260970;0.0051070916;0.9933466064;
15.4287801745;0.0404262478;0.0051071299;0.9933503047;
15.4356189564;0.0404263237;0.0051071489;0.9933521759;
15.4492965201;0.0404264716;0.0051071864;0.9933558022;
15.4561353020;0.0404265460;0.0051072051;0.9933576388;
15.4698128657;0.0404266909;0.0051072419;0.9933611924;
15.4766516476;0.0404267640;0.0051072601;0.9933629943;
15.4903292113;0.0404269059;0.0051072962;0.9933664746;
15.4971679932;0.0404269775;0.0051073141;0.9933682416;
15.5108455569;0.0404271165;0.0051073494;0.9933716482;
15.5176843388;0.0404271866;0.0051073669;0.9933733801;
15.5313619025;0.0404273226;0.0051074015;0.9933767126;
