time;WT4A_WT_controlMeasurements_PPu;WT4A_WT_controlMeasurements_QPu;WT4A_WT_controlMeasurements_UPu;WT4A_WT_terminal_V_re;WT4A_WT_terminal_V_im;WT4A_WT_terminal_i_re;WT4A_WT_terminal_i_im;
12.257617;0.500325;-0.222848;1.014409;1.010398;0.090129;-0.471749;-0.262636;
12.279200;0.500151;-0.222343;1.014558;1.010552;0.090070;-0.471572;-0.262052;
12.322365;0.500072;-0.221545;1.014790;1.010789;0.090025;-0.471473;-0.261172;
12.408695;0.500049;-0.220089;1.015212;1.011217;0.089975;-0.471405;-0.259592;
12.581355;0.500038;-0.217751;1.015887;1.011901;0.089901;-0.471318;-0.257064;
12.926676;0.500024;-0.214744;1.016753;1.012779;0.089806;-0.471208;-0.253818;
13.617317;0.500011;-0.212034;1.017533;1.013570;0.089720;-0.471108;-0.250897;
14.307959;0.500005;-0.210816;1.017883;1.013925;0.089681;-0.471062;-0.249586;
15.689241;0.500001;-0.210219;1.018055;1.014099;0.089662;-0.471039;-0.248943;
17.070524;0.500000;-0.210044;1.018105;1.014150;0.089657;-0.471033;-0.248756;
19.833090;0.500000;-0.210007;1.018116;1.014160;0.089655;-0.471031;-0.248716;
19.999996;0.500000;-0.210007;1.018116;1.014160;0.089655;-0.471031;-0.248716;
20.003201;0.498224;-0.212501;1.017425;1.014316;0.079084;-0.471989;-0.246302;
20.003201;0.498243;-0.212507;1.017425;1.014346;0.079089;-0.471992;-0.246303;
20.003856;0.497924;-0.212909;1.017314;1.014392;0.076934;-0.472225;-0.245703;
20.003856;0.497930;-0.212911;1.017314;1.014400;0.076934;-0.472227;-0.245703;
20.003914;0.497903;-0.212944;1.017304;1.014405;0.076744;-0.472248;-0.245648;
20.003914;0.497903;-0.212945;1.017304;1.014406;0.076744;-0.472248;-0.245648;
20.003920;0.497900;-0.212948;1.017304;1.014406;0.076725;-0.472250;-0.245643;
20.003920;0.497901;-0.212948;1.017303;1.014406;0.076725;-0.472250;-0.245643;
20.003925;0.497898;-0.212951;1.017303;1.014406;0.076706;-0.472252;-0.245637;
20.006718;0.496618;-0.214545;1.016864;1.014619;0.067534;-0.473291;-0.242956;
20.006863;0.496580;-0.214562;1.016859;1.014641;0.067065;-0.473369;-0.242754;
20.008880;0.495883;-0.215223;1.016680;1.014880;0.060480;-0.474291;-0.240331;
20.012915;0.495053;-0.215412;1.016639;1.015533;0.047406;-0.476540;-0.234362;
20.020985;0.494361;-0.214622;1.016877;1.016651;0.021433;-0.481600;-0.221260;
20.029054;0.494044;-0.213894;1.017093;1.017081;-0.004468;-0.486661;-0.208164;
20.045193;0.493789;-0.213287;1.017270;1.015721;-0.056117;-0.496233;-0.182570;
20.061332;0.493651;-0.212946;1.017368;1.011665;-0.107586;-0.504636;-0.156824;
20.093610;0.493623;-0.212531;1.017489;0.995688;-0.209499;-0.517751;-0.104514;
20.158165;0.493625;-0.211800;1.017699;0.933261;-0.405877;-0.527798;0.002594;
20.287277;0.493637;-0.210952;1.017942;0.697517;-0.741402;-0.483225;0.211194;
20.351833;0.493649;-0.210531;1.018064;0.533934;-0.866815;-0.430378;0.304396;
20.351959;0.493649;-0.210530;1.018064;0.533591;-0.867026;-0.430257;0.304567;
20.352211;0.493649;-0.210528;1.018064;0.532904;-0.867449;-0.430014;0.304909;
20.352715;0.493649;-0.210525;1.018065;0.531529;-0.868293;-0.429527;0.305591;
20.353724;0.493649;-0.210518;1.018067;0.528776;-0.869975;-0.428550;0.306954;
20.354228;0.493649;-0.210514;1.018068;0.527397;-0.870813;-0.428059;0.307634;
20.355237;0.493650;-0.210507;1.018070;0.524636;-0.872482;-0.427076;0.308993;
20.355741;0.493650;-0.210503;1.018071;0.523253;-0.873313;-0.426582;0.309671;
20.356750;0.493650;-0.210496;1.018073;0.520484;-0.874968;-0.425592;0.311024;
20.357254;0.493650;-0.210492;1.018074;0.519097;-0.875793;-0.425095;0.311700;
20.358263;0.493651;-0.210485;1.018076;0.516320;-0.877435;-0.424098;0.313049;
20.358767;0.493651;-0.210482;1.018077;0.514930;-0.878253;-0.423598;0.313722;
20.359776;0.493651;-0.210475;1.018079;0.512145;-0.879883;-0.422595;0.315066;
20.360280;0.493651;-0.210471;1.018080;0.510750;-0.880694;-0.422092;0.315737;
20.361289;0.493651;-0.210465;1.018082;0.507958;-0.882310;-0.421083;0.317076;
20.361793;0.493651;-0.210461;1.018083;0.506560;-0.883114;-0.420577;0.317744;
20.362802;0.493651;-0.210455;1.018085;0.503759;-0.884717;-0.419561;0.319078;
20.363306;0.493652;-0.210452;1.018086;0.502357;-0.885515;-0.419052;0.319744;
20.364315;0.493652;-0.210445;1.018088;0.499549;-0.887104;-0.418031;0.321073;
20.364819;0.493652;-0.210442;1.018089;0.498143;-0.887895;-0.417518;0.321736;
20.365828;0.493652;-0.210436;1.018091;0.495328;-0.889471;-0.416491;0.323060;
20.366332;0.493652;-0.210433;1.018091;0.493918;-0.890256;-0.415976;0.323721;
20.367341;0.493652;-0.210427;1.018093;0.491095;-0.891818;-0.414942;0.325039;
20.367845;0.493652;-0.210425;1.018094;0.489682;-0.892596;-0.414424;0.325698;
20.368854;0.493652;-0.210419;1.018095;0.486851;-0.894145;-0.413384;0.327012;
20.369358;0.493652;-0.210416;1.018096;0.485434;-0.894916;-0.412862;0.327667;
20.370367;0.493652;-0.210411;1.018098;0.482596;-0.896451;-0.411817;0.328976;
20.370872;0.493652;-0.210408;1.018099;0.481175;-0.897215;-0.411292;0.329629;
20.371880;0.493652;-0.210403;1.018100;0.478330;-0.898737;-0.410240;0.330933;
20.372385;0.493652;-0.210400;1.018101;0.476906;-0.899494;-0.409713;0.331583;
20.373393;0.493652;-0.210395;1.018102;0.474054;-0.901003;-0.408655;0.332882;
20.373898;0.493652;-0.210392;1.018103;0.472626;-0.901753;-0.408124;0.333530;
20.374906;0.493652;-0.210387;1.018105;0.469766;-0.903248;-0.407060;0.334824;
20.375411;0.493652;-0.210385;1.018105;0.468335;-0.903992;-0.406526;0.335469;
20.376419;0.493652;-0.210380;1.018107;0.465468;-0.905473;-0.405456;0.336758;
20.376924;0.493652;-0.210377;1.018107;0.464033;-0.906210;-0.404920;0.337401;
20.377932;0.493652;-0.210372;1.018109;0.461159;-0.907677;-0.403843;0.338684;
20.378437;0.493652;-0.210370;1.018110;0.459721;-0.908407;-0.403304;0.339324;
20.379445;0.493652;-0.210365;1.018111;0.456840;-0.909861;-0.402221;0.340602;
20.379950;0.493652;-0.210362;1.018112;0.455398;-0.910584;-0.401679;0.341240;
20.380958;0.493652;-0.210357;1.018113;0.452511;-0.912024;-0.400590;0.342513;
20.381463;0.493652;-0.210355;1.018114;0.451065;-0.912741;-0.400045;0.343148;
20.382471;0.493652;-0.210350;1.018115;0.448171;-0.914167;-0.398950;0.344416;
20.382976;0.493652;-0.210347;1.018116;0.446722;-0.914877;-0.398402;0.345049;
20.383984;0.493652;-0.210342;1.018117;0.443821;-0.916289;-0.397301;0.346311;
20.384489;0.493652;-0.210340;1.018118;0.442369;-0.916992;-0.396749;0.346941;
20.385497;0.493652;-0.210335;1.018120;0.439462;-0.918390;-0.395643;0.348198;
20.386002;0.493652;-0.210333;1.018120;0.438006;-0.919086;-0.395088;0.348825;
20.387010;0.493652;-0.210328;1.018122;0.435092;-0.920471;-0.393976;0.350077;
20.387515;0.493652;-0.210325;1.018122;0.433633;-0.921160;-0.393418;0.350702;
20.388523;0.493652;-0.210320;1.018124;0.430712;-0.922531;-0.392300;0.351949;
20.389028;0.493652;-0.210318;1.018124;0.429250;-0.923213;-0.391740;0.352571;
20.390037;0.493652;-0.210313;1.018126;0.426323;-0.924570;-0.390615;0.353812;
20.390541;0.493652;-0.210311;1.018127;0.424857;-0.925245;-0.390052;0.354431;
20.391550;0.493652;-0.210306;1.018128;0.421924;-0.926588;-0.388922;0.355667;
20.392054;0.493652;-0.210303;1.018129;0.420455;-0.927256;-0.388355;0.356284;
20.393063;0.493652;-0.210298;1.018130;0.417515;-0.928585;-0.387219;0.357514;
20.393567;0.493652;-0.210296;1.018131;0.416043;-0.929246;-0.386650;0.358128;
20.394576;0.493652;-0.210291;1.018132;0.413097;-0.930561;-0.385508;0.359353;
20.395080;0.493652;-0.210289;1.018133;0.411622;-0.931215;-0.384936;0.359964;
20.396089;0.493652;-0.210284;1.018134;0.408670;-0.932516;-0.383788;0.361184;
20.396593;0.493652;-0.210282;1.018135;0.407192;-0.933163;-0.383213;0.361792;
20.397602;0.493653;-0.210277;1.018136;0.404233;-0.934450;-0.382060;0.363006;
20.398106;0.493653;-0.210275;1.018137;0.402752;-0.935090;-0.381482;0.363612;
20.399115;0.493653;-0.210270;1.018138;0.399787;-0.936363;-0.380323;0.364820;
20.399619;0.493653;-0.210267;1.018139;0.398303;-0.936996;-0.379742;0.365423;
20.400628;0.493653;-0.210263;1.018140;0.395332;-0.938255;-0.378577;0.366626;
20.401132;0.493653;-0.210260;1.018141;0.393845;-0.938881;-0.377994;0.367226;
20.402141;0.493653;-0.210256;1.018142;0.390868;-0.940125;-0.376823;0.368424;
20.402645;0.493653;-0.210253;1.018143;0.389379;-0.940744;-0.376237;0.369021;
20.403654;0.493653;-0.210249;1.018144;0.386396;-0.941975;-0.375061;0.370213;
20.404158;0.493653;-0.210247;1.018145;0.384903;-0.942586;-0.374471;0.370807;
20.405167;0.493653;-0.210242;1.018146;0.381914;-0.943803;-0.373290;0.371994;
20.405671;0.493653;-0.210240;1.018147;0.380419;-0.944407;-0.372697;0.372585;
20.406680;0.493653;-0.210235;1.018148;0.377424;-0.945609;-0.371510;0.373766;
20.407184;0.493653;-0.210233;1.018149;0.375926;-0.946207;-0.370915;0.374354;
20.408193;0.493653;-0.210228;1.018150;0.372926;-0.947394;-0.369722;0.375529;
20.408697;0.493653;-0.210226;1.018151;0.371424;-0.947985;-0.369125;0.376115;
20.409706;0.493653;-0.210222;1.018152;0.368419;-0.949158;-0.367926;0.377284;
20.410210;0.493653;-0.210219;1.018153;0.366914;-0.949741;-0.367326;0.377867;
20.411219;0.493654;-0.210215;1.018154;0.363903;-0.950901;-0.366122;0.379031;
20.411723;0.493654;-0.210213;1.018155;0.362396;-0.951477;-0.365518;0.379611;
20.412732;0.493654;-0.210208;1.018156;0.359380;-0.952622;-0.364309;0.380769;
20.413236;0.493654;-0.210206;1.018157;0.357870;-0.953190;-0.363703;0.381346;
20.414245;0.493654;-0.210202;1.018158;0.354848;-0.954321;-0.362488;0.382498;
20.414749;0.493654;-0.210200;1.018158;0.353335;-0.954883;-0.361880;0.383072;
20.415758;0.493654;-0.210195;1.018160;0.350308;-0.955999;-0.360659;0.384218;
20.416262;0.493654;-0.210193;1.018160;0.348793;-0.956553;-0.360048;0.384790;
20.417271;0.493654;-0.210189;1.018162;0.345760;-0.957655;-0.358822;0.385930;
20.417775;0.493654;-0.210186;1.018162;0.344242;-0.958202;-0.358208;0.386498;
20.418027;0.493654;-0.210185;1.018162;0.343483;-0.958475;-0.357901;0.386782;
20.418532;0.493654;-0.210183;1.018163;0.341964;-0.959018;-0.357285;0.387349;
20.418784;0.493654;-0.210182;1.018163;0.341204;-0.959289;-0.356977;0.387633;
20.419288;0.493654;-0.210180;1.018164;0.339684;-0.959829;-0.356360;0.388198;
20.419540;0.493654;-0.210179;1.018164;0.338924;-0.960099;-0.356051;0.388481;
20.420045;0.493654;-0.210177;1.018165;0.337402;-0.960635;-0.355433;0.389045;
20.420297;0.493654;-0.210176;1.018165;0.336641;-0.960902;-0.355124;0.389327;
20.420801;0.493654;-0.210174;1.018166;0.335118;-0.961435;-0.354504;0.389889;
20.421054;0.493654;-0.210173;1.018166;0.334357;-0.961700;-0.354194;0.390170;
20.421558;0.493654;-0.210171;1.018167;0.332833;-0.962230;-0.353574;0.390731;
20.422567;0.493654;-0.210167;1.018168;0.329782;-0.963281;-0.352329;0.391851;
20.423071;0.493654;-0.210165;1.018168;0.328255;-0.963803;-0.351706;0.392409;
20.424080;0.493654;-0.210161;1.018170;0.325200;-0.964839;-0.350456;0.393523;
20.424584;0.493654;-0.210159;1.018170;0.323671;-0.965354;-0.349830;0.394078;
20.425593;0.493654;-0.210154;1.018171;0.320610;-0.966376;-0.348575;0.395185;
20.426097;0.493655;-0.210152;1.018172;0.319079;-0.966883;-0.347947;0.395738;
20.427106;0.493655;-0.210148;1.018173;0.316013;-0.967891;-0.346687;0.396839;
20.427610;0.493655;-0.210146;1.018174;0.314479;-0.968391;-0.346055;0.397389;
20.427862;0.493655;-0.210145;1.018174;0.313712;-0.968640;-0.345739;0.397663;
20.428366;0.493655;-0.210143;1.018175;0.312177;-0.969136;-0.345107;0.398211;
20.428619;0.493655;-0.210142;1.018175;0.311409;-0.969384;-0.344790;0.398484;
20.429123;0.493655;-0.210140;1.018175;0.309873;-0.969876;-0.344156;0.399030;
20.429375;0.493655;-0.210139;1.018176;0.309105;-0.970122;-0.343839;0.399303;
20.429879;0.493655;-0.210137;1.018176;0.307567;-0.970611;-0.343203;0.399848;
20.430132;0.493655;-0.210136;1.018177;0.306798;-0.970855;-0.342886;0.400120;
20.430636;0.493655;-0.210134;1.018177;0.305260;-0.971340;-0.342249;0.400663;
20.430888;0.493655;-0.210133;1.018177;0.304490;-0.971582;-0.341931;0.400934;
20.431393;0.493655;-0.210131;1.018178;0.302950;-0.972064;-0.341293;0.401476;
20.431645;0.493655;-0.210130;1.018178;0.302180;-0.972304;-0.340974;0.401746;
20.432149;0.493655;-0.210128;1.018179;0.300639;-0.972782;-0.340335;0.402287;
20.433158;0.493655;-0.210124;1.018180;0.297555;-0.973731;-0.339054;0.403364;
20.433662;0.493655;-0.210122;1.018181;0.296012;-0.974201;-0.338412;0.403901;
20.434671;0.493655;-0.210118;1.018182;0.292924;-0.975136;-0.337126;0.404972;
20.435175;0.493655;-0.210116;1.018182;0.291378;-0.975599;-0.336482;0.405506;
20.436184;0.493655;-0.210112;1.018183;0.288286;-0.976519;-0.335191;0.406571;
20.436688;0.493655;-0.210110;1.018184;0.286738;-0.976975;-0.334545;0.407102;
20.436940;0.493655;-0.210109;1.018184;0.285964;-0.977202;-0.334221;0.407367;
20.437445;0.493655;-0.210107;1.018185;0.284415;-0.977655;-0.333573;0.407897;
20.437697;0.493655;-0.210106;1.018185;0.283641;-0.977880;-0.333249;0.408161;
20.438201;0.493655;-0.210104;1.018186;0.282091;-0.978329;-0.332600;0.408689;
20.438453;0.493655;-0.210103;1.018186;0.281316;-0.978552;-0.332275;0.408952;
20.438958;0.493655;-0.210101;1.018187;0.279765;-0.978997;-0.331624;0.409479;
20.439210;0.493655;-0.210100;1.018187;0.278990;-0.979219;-0.331299;0.409741;
20.439714;0.493655;-0.210098;1.018187;0.277438;-0.979660;-0.330647;0.410266;
20.439966;0.493655;-0.210098;1.018188;0.276662;-0.979880;-0.330321;0.410528;
20.440471;0.493655;-0.210096;1.018188;0.275109;-0.980318;-0.329668;0.411051;
20.440723;0.493656;-0.210095;1.018188;0.274332;-0.980535;-0.329341;0.411313;
20.441227;0.493656;-0.210093;1.018189;0.272778;-0.980969;-0.328687;0.411834;
20.441479;0.493656;-0.210092;1.018189;0.272001;-0.981185;-0.328360;0.412095;
20.441984;0.493656;-0.210090;1.018190;0.270446;-0.981616;-0.327705;0.412615;
20.442236;0.493656;-0.210089;1.018190;0.269668;-0.981830;-0.327377;0.412874;
20.442740;0.493656;-0.210087;1.018191;0.268112;-0.982257;-0.326720;0.413393;
20.442992;0.493656;-0.210086;1.018191;0.267334;-0.982469;-0.326391;0.413652;
20.443497;0.493656;-0.210084;1.018191;0.265777;-0.982892;-0.325734;0.414169;
20.444505;0.493656;-0.210081;1.018193;0.262661;-0.983730;-0.324416;0.415200;
20.445010;0.493656;-0.210079;1.018193;0.261102;-0.984146;-0.323755;0.415713;
20.446018;0.493656;-0.210075;1.018194;0.257983;-0.984969;-0.322432;0.416738;
20.446523;0.493656;-0.210073;1.018195;0.256422;-0.985377;-0.321770;0.417248;
20.446775;0.493656;-0.210072;1.018195;0.255641;-0.985580;-0.321438;0.417503;
20.447279;0.493656;-0.210070;1.018196;0.254079;-0.985985;-0.320774;0.418012;
20.447531;0.493656;-0.210069;1.018196;0.253298;-0.986186;-0.320442;0.418267;
20.448036;0.493656;-0.210067;1.018196;0.251735;-0.986587;-0.319777;0.418774;
20.448288;0.493656;-0.210066;1.018197;0.250953;-0.986786;-0.319444;0.419027;
20.448792;0.493656;-0.210065;1.018197;0.249390;-0.987183;-0.318778;0.419533;
20.449044;0.493656;-0.210064;1.018197;0.248608;-0.987380;-0.318444;0.419786;
20.449549;0.493656;-0.210062;1.018198;0.247043;-0.987774;-0.317777;0.420290;
20.449801;0.493656;-0.210061;1.018198;0.246260;-0.987969;-0.317443;0.420542;
20.450305;0.493656;-0.210059;1.018199;0.244695;-0.988359;-0.316774;0.421045;
20.450557;0.493656;-0.210058;1.018199;0.243912;-0.988553;-0.316439;0.421296;
20.451062;0.493656;-0.210056;1.018199;0.242345;-0.988938;-0.315770;0.421797;
20.451314;0.493656;-0.210055;1.018200;0.241562;-0.989130;-0.315434;0.422047;
20.451818;0.493656;-0.210054;1.018200;0.239994;-0.989512;-0.314763;0.422546;
20.452071;0.493656;-0.210053;1.018201;0.239210;-0.989702;-0.314427;0.422796;
20.452575;0.493656;-0.210051;1.018201;0.237642;-0.990081;-0.313755;0.423294;
20.452827;0.493656;-0.210050;1.018201;0.236857;-0.990269;-0.313419;0.423542;
20.453331;0.493656;-0.210048;1.018202;0.235288;-0.990643;-0.312746;0.424039;
20.453584;0.493656;-0.210047;1.018202;0.234503;-0.990830;-0.312409;0.424286;
20.454088;0.493656;-0.210045;1.018203;0.232933;-0.991201;-0.311734;0.424781;
20.454340;0.493656;-0.210045;1.018203;0.232148;-0.991385;-0.311396;0.425028;
20.454844;0.493656;-0.210043;1.018203;0.230577;-0.991752;-0.310721;0.425521;
20.455097;0.493656;-0.210042;1.018204;0.229791;-0.991935;-0.310383;0.425767;
20.455601;0.493656;-0.210040;1.018204;0.228219;-0.992298;-0.309706;0.426259;
20.455853;0.493656;-0.210039;1.018204;0.227433;-0.992479;-0.309367;0.426504;
20.456357;0.493656;-0.210037;1.018205;0.225860;-0.992839;-0.308689;0.426994;
20.456610;0.493657;-0.210037;1.018205;0.225073;-0.993017;-0.308350;0.427238;
20.457114;0.493657;-0.210035;1.018206;0.223500;-0.993373;-0.307670;0.427727;
20.457366;0.493657;-0.210034;1.018206;0.222713;-0.993550;-0.307331;0.427970;
20.457870;0.493657;-0.210032;1.018206;0.221138;-0.993902;-0.306650;0.428457;
20.458123;0.493657;-0.210031;1.018207;0.220351;-0.994078;-0.306310;0.428700;
20.458627;0.493657;-0.210030;1.018207;0.218775;-0.994426;-0.305628;0.429185;
20.458879;0.493657;-0.210029;1.018207;0.217988;-0.994599;-0.305287;0.429427;
20.459383;0.493657;-0.210027;1.018208;0.216411;-0.994944;-0.304605;0.429910;
20.459636;0.493657;-0.210026;1.018208;0.215623;-0.995115;-0.304263;0.430152;
20.460140;0.493657;-0.210024;1.018209;0.214046;-0.995456;-0.303579;0.430633;
20.460392;0.493657;-0.210023;1.018209;0.213258;-0.995626;-0.303237;0.430874;
20.460897;0.493657;-0.210022;1.018209;0.211680;-0.995963;-0.302552;0.431354;
20.461149;0.493657;-0.210021;1.018210;0.210891;-0.996131;-0.302209;0.431594;
20.461653;0.493657;-0.210019;1.018210;0.209312;-0.996464;-0.301523;0.432072;
20.461905;0.493657;-0.210018;1.018210;0.208523;-0.996630;-0.301180;0.432311;
20.462410;0.493657;-0.210017;1.018211;0.206943;-0.996959;-0.300493;0.432788;
20.462662;0.493657;-0.210016;1.018211;0.206153;-0.997123;-0.300149;0.433026;
20.463166;0.493657;-0.210014;1.018212;0.204573;-0.997449;-0.299461;0.433501;
20.463418;0.493657;-0.210013;1.018212;0.203783;-0.997611;-0.299116;0.433738;
20.463923;0.493657;-0.210011;1.018212;0.202202;-0.997933;-0.298427;0.434212;
20.464175;0.493657;-0.210010;1.018213;0.201412;-0.998093;-0.298082;0.434448;
20.464679;0.493657;-0.210009;1.018213;0.199830;-0.998412;-0.297391;0.434920;
20.464931;0.493657;-0.210008;1.018213;0.199039;-0.998570;-0.297046;0.435156;
20.465436;0.493657;-0.210006;1.018214;0.197457;-0.998885;-0.296354;0.435626;
20.465688;0.493657;-0.210005;1.018214;0.196665;-0.999041;-0.296008;0.435861;
20.466192;0.493657;-0.210004;1.018215;0.195082;-0.999352;-0.295315;0.436329;
20.466444;0.493657;-0.210003;1.018215;0.194290;-0.999506;-0.294968;0.436563;
20.466949;0.493657;-0.210001;1.018215;0.192706;-0.999813;-0.294274;0.437030;
20.467201;0.493657;-0.210000;1.018216;0.191914;-0.999966;-0.293927;0.437263;
20.467705;0.493657;-0.209999;1.018216;0.190330;-1.000269;-0.293232;0.437729;
20.467957;0.493657;-0.209998;1.018216;0.189537;-1.000420;-0.292884;0.437961;
20.468462;0.493657;-0.209996;1.018217;0.187952;-1.000720;-0.292188;0.438424;
20.468714;0.493657;-0.209995;1.018217;0.187159;-1.000868;-0.291840;0.438656;
20.469218;0.493657;-0.209993;1.018218;0.185573;-1.001164;-0.291143;0.439118;
20.469470;0.493657;-0.209993;1.018218;0.184780;-1.001311;-0.290794;0.439348;
20.469975;0.493657;-0.209991;1.018218;0.183193;-1.001603;-0.290096;0.439809;
20.470227;0.493657;-0.209990;1.018218;0.182399;-1.001748;-0.289746;0.440039;
20.470731;0.493657;-0.209988;1.018219;0.180812;-1.002036;-0.289047;0.440497;
20.470983;0.493657;-0.209988;1.018219;0.180018;-1.002180;-0.288697;0.440726;
20.471488;0.493657;-0.209986;1.018220;0.178430;-1.002464;-0.287997;0.441183;
20.471740;0.493657;-0.209985;1.018220;0.177636;-1.002605;-0.287646;0.441411;
20.472244;0.493657;-0.209983;1.018220;0.176047;-1.002886;-0.286945;0.441867;
20.472496;0.493657;-0.209983;1.018221;0.175252;-1.003025;-0.286594;0.442094;
20.473001;0.493657;-0.209981;1.018221;0.173663;-1.003302;-0.285891;0.442547;
20.473253;0.493658;-0.209980;1.018221;0.172868;-1.003440;-0.285539;0.442774;
20.473757;0.493658;-0.209978;1.018222;0.171278;-1.003713;-0.284836;0.443226;
20.474009;0.493658;-0.209978;1.018222;0.170483;-1.003848;-0.284484;0.443451;
20.474514;0.493658;-0.209976;1.018223;0.168892;-1.004118;-0.283779;0.443902;
20.474766;0.493658;-0.209975;1.018223;0.168096;-1.004252;-0.283426;0.444126;
20.475270;0.493658;-0.209973;1.018223;0.166505;-1.004517;-0.282720;0.444575;
20.475522;0.493658;-0.209973;1.018223;0.165709;-1.004649;-0.282367;0.444799;
20.476027;0.493658;-0.209971;1.018224;0.164117;-1.004911;-0.281660;0.445246;
20.476279;0.493658;-0.209970;1.018224;0.163321;-1.005041;-0.281307;0.445469;
20.476783;0.493658;-0.209969;1.018225;0.161728;-1.005299;-0.280599;0.445914;
20.477035;0.493658;-0.209968;1.018225;0.160932;-1.005427;-0.280245;0.446136;
20.477540;0.493658;-0.209966;1.018225;0.159339;-1.005681;-0.279536;0.446580;
20.477758;0.493658;-0.209965;1.018226;0.158649;-1.005790;-0.279229;0.446772;
20.478774;0.493658;-0.209962;1.018226;0.155437;-1.006292;-0.277797;0.447661;
20.479282;0.493658;-0.209961;1.018227;0.153831;-1.006540;-0.277081;0.448104;
20.480299;0.493658;-0.209957;1.018228;0.150617;-1.007027;-0.275645;0.448986;
20.480807;0.493658;-0.209956;1.018228;0.149009;-1.007266;-0.274927;0.449426;
20.481823;0.493658;-0.209952;1.018229;0.145793;-1.007738;-0.273487;0.450301;
20.482331;0.493658;-0.209951;1.018230;0.144184;-1.007970;-0.272766;0.450737;
20.482585;0.493658;-0.209950;1.018230;0.143379;-1.008085;-0.272405;0.450955;
20.483093;0.493658;-0.209948;1.018230;0.141770;-1.008313;-0.271683;0.451389;
20.483347;0.493658;-0.209947;1.018231;0.140965;-1.008426;-0.271322;0.451606;
20.483855;0.493658;-0.209946;1.018231;0.139355;-1.008650;-0.270599;0.452039;
20.484109;0.493658;-0.209945;1.018231;0.138550;-1.008761;-0.270237;0.452254;
20.484617;0.493658;-0.209943;1.018232;0.136940;-1.008981;-0.269514;0.452685;
20.484871;0.493658;-0.209943;1.018232;0.136135;-1.009091;-0.269151;0.452900;
20.485379;0.493658;-0.209941;1.018233;0.134524;-1.009307;-0.268426;0.453329;
20.485633;0.493658;-0.209940;1.018233;0.133718;-1.009414;-0.268064;0.453544;
20.486142;0.493658;-0.209939;1.018233;0.132107;-1.009627;-0.267338;0.453971;
20.486396;0.493658;-0.209938;1.018233;0.131301;-1.009732;-0.266974;0.454184;
20.486904;0.493658;-0.209936;1.018234;0.129689;-1.009941;-0.266247;0.454610;
20.487158;0.493658;-0.209936;1.018234;0.128883;-1.010044;-0.265884;0.454822;
20.487666;0.493658;-0.209934;1.018235;0.127270;-1.010249;-0.265156;0.455246;
20.487920;0.493658;-0.209933;1.018235;0.126464;-1.010351;-0.264791;0.455457;
20.488428;0.493658;-0.209932;1.018235;0.124851;-1.010552;-0.264062;0.455880;
20.488682;0.493658;-0.209931;1.018235;0.124045;-1.010651;-0.263698;0.456090;
20.489190;0.493658;-0.209929;1.018236;0.122431;-1.010849;-0.262968;0.456511;
20.489444;0.493658;-0.209929;1.018236;0.121624;-1.010946;-0.262602;0.456720;
20.489952;0.493659;-0.209927;1.018236;0.120010;-1.011139;-0.261871;0.457139;
20.490206;0.493659;-0.209926;1.018237;0.119203;-1.011235;-0.261506;0.457348;
20.490714;0.493659;-0.209925;1.018237;0.117589;-1.011425;-0.260774;0.457765;
20.490968;0.493659;-0.209924;1.018237;0.116782;-1.011518;-0.260408;0.457973;
20.491477;0.493659;-0.209923;1.018238;0.115167;-1.011704;-0.259675;0.458388;
20.491731;0.493659;-0.209922;1.018238;0.114359;-1.011796;-0.259308;0.458595;
20.492239;0.493659;-0.209920;1.018238;0.112744;-1.011977;-0.258574;0.459008;
20.492493;0.493659;-0.209920;1.018239;0.111937;-1.012067;-0.258207;0.459214;
20.493001;0.493659;-0.209918;1.018239;0.110321;-1.012245;-0.257472;0.459626;
20.493255;0.493659;-0.209917;1.018239;0.109513;-1.012333;-0.257104;0.459831;
20.493763;0.493659;-0.209916;1.018240;0.107897;-1.012507;-0.256368;0.460241;
20.494017;0.493659;-0.209915;1.018240;0.107089;-1.012593;-0.256000;0.460446;
20.494525;0.493659;-0.209914;1.018240;0.105472;-1.012763;-0.255263;0.460854;
20.494779;0.493659;-0.209913;1.018241;0.104664;-1.012847;-0.254894;0.461057;
20.495287;0.493659;-0.209912;1.018241;0.103047;-1.013013;-0.254157;0.461463;
20.495541;0.493659;-0.209911;1.018241;0.102238;-1.013095;-0.253787;0.461666;
20.496049;0.493659;-0.209909;1.018242;0.100621;-1.013258;-0.253049;0.462071;
20.496303;0.493659;-0.209909;1.018242;0.099812;-1.013338;-0.252679;0.462272;
20.496811;0.493659;-0.209907;1.018242;0.098195;-1.013496;-0.251939;0.462675;
20.497066;0.493659;-0.209906;1.018242;0.097386;-1.013575;-0.251569;0.462876;
20.497574;0.493659;-0.209905;1.018243;0.095768;-1.013729;-0.250828;0.463277;
20.497828;0.493659;-0.209904;1.018243;0.094959;-1.013806;-0.250458;0.463477;
20.498336;0.493659;-0.209903;1.018243;0.093340;-1.013956;-0.249716;0.463876;
20.498590;0.493659;-0.209902;1.018244;0.092531;-1.014031;-0.249345;0.464075;
20.499098;0.493659;-0.209901;1.018244;0.090912;-1.014178;-0.248602;0.464473;
20.499352;0.493659;-0.209900;1.018244;0.090103;-1.014250;-0.248231;0.464671;
20.499860;0.493659;-0.209898;1.018245;0.088484;-1.014393;-0.247487;0.465067;
