time;WPP4B_WPP_wPPControl_measurements_PPu;WPP4B_WPP_wPPControl_measurements_QPu;WPP4B_WPP_wPPControl_measurements_UPu;WPP4B_WPP_terminal_V_re;WPP4B_WPP_terminal_V_im;WPP4B_WPP_terminal_i_re;WPP4B_WPP_terminal_i_im;
0.079054;0.999998;-0.209991;1.000188;0.976203;0.217723;-0.930132;-0.422559;
0.079118;0.999998;-0.209991;1.000188;0.976203;0.217723;-0.930132;-0.422559;
0.079246;0.999998;-0.209991;1.000188;0.976203;0.217723;-0.930132;-0.422558;
0.079502;0.999998;-0.209991;1.000188;0.976203;0.217723;-0.930132;-0.422558;
0.080014;0.999998;-0.209991;1.000188;0.976203;0.217723;-0.930132;-0.422558;
0.081038;0.999998;-0.209991;1.000188;0.976203;0.217723;-0.930132;-0.422558;
0.083086;0.999998;-0.209991;1.000188;0.976203;0.217723;-0.930132;-0.422558;
0.087182;0.999998;-0.209991;1.000188;0.976203;0.217723;-0.930131;-0.422558;
0.095374;0.999997;-0.209991;1.000188;0.976203;0.217723;-0.930131;-0.422558;
0.111758;0.999997;-0.209992;1.000187;0.976203;0.217723;-0.930131;-0.422559;
0.120489;0.999997;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.120490;0.999997;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.120491;0.999997;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.120493;0.999997;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.120497;0.999997;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.120505;0.999997;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.120521;0.999997;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.120553;0.999997;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.120617;0.999997;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.120745;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121001;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121334;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121335;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121336;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121338;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121342;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121350;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121366;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121398;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121462;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422559;
0.121546;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.121547;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.121548;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.121550;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.121554;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.121562;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.121578;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.121610;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.121674;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.121802;0.999998;-0.209992;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.122058;0.999998;-0.209993;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.122570;0.999998;-0.209993;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.123594;0.999998;-0.209993;1.000187;0.976202;0.217723;-0.930132;-0.422560;
0.125642;0.999998;-0.209993;1.000187;0.976202;0.217723;-0.930132;-0.422560;
0.129738;0.999998;-0.209993;1.000187;0.976202;0.217723;-0.930132;-0.422560;
0.137930;0.999998;-0.209994;1.000187;0.976202;0.217723;-0.930132;-0.422561;
0.154314;0.999998;-0.209995;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.187082;0.999999;-0.209997;1.000186;0.976201;0.217724;-0.930133;-0.422565;
0.252618;0.999999;-0.209998;1.000185;0.976200;0.217724;-0.930133;-0.422567;
0.383690;0.999999;-0.209999;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.645834;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422569;
0.838471;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838472;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838473;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838475;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838479;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838487;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838503;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838535;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838599;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838727;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838983;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.839495;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.840519;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.842567;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.846663;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.854855;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.871239;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.904007;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.969543;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.100615;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.362759;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.681631;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.681632;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.681633;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.681635;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.681639;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.681647;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.681663;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.681695;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.681759;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.681887;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682143;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682477;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682478;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682479;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682481;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682485;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682493;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682509;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682541;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682605;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682688;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682689;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682690;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682692;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682696;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682704;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682720;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682752;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682816;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.682944;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.683200;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.683712;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.684736;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.686784;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.690880;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.699072;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.715456;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.748224;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.813760;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.944832;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000001;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000002;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000004;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000008;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000016;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000032;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000064;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000128;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000256;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000512;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000845;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000846;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000847;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000849;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000853;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000861;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000877;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000909;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000973;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001057;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001058;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001059;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001061;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001065;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001073;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001089;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001121;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001185;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001313;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
2.001569;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
2.002081;0.999998;-0.210000;1.000185;0.976200;0.217724;-0.930132;-0.422569;
2.002121;0.999998;-0.210000;1.000185;0.976200;0.217724;-0.930132;-0.422569;
2.002122;0.999998;-0.210000;1.000185;0.976200;0.217724;-0.930132;-0.422569;
2.002123;0.999998;-0.210000;1.000185;0.976200;0.217724;-0.930132;-0.422569;
2.002125;0.999998;-0.210000;1.000185;0.976200;0.217724;-0.930132;-0.422569;
2.002129;0.999998;-0.210000;1.000185;0.976200;0.217724;-0.930132;-0.422569;
2.002137;0.999998;-0.210000;1.000185;0.976200;0.217724;-0.930132;-0.422569;
2.002153;0.999998;-0.210000;1.000185;0.976200;0.217723;-0.930132;-0.422569;
2.002185;0.999998;-0.210000;1.000185;0.976200;0.217723;-0.930132;-0.422569;
2.002249;0.999998;-0.210001;1.000185;0.976200;0.217723;-0.930132;-0.422569;
2.002377;0.999997;-0.210001;1.000185;0.976200;0.217723;-0.930131;-0.422569;
2.002633;0.999996;-0.210001;1.000185;0.976200;0.217723;-0.930130;-0.422569;
2.002824;0.999994;-0.210001;1.000185;0.976200;0.217723;-0.930129;-0.422568;
2.002825;0.999994;-0.210001;1.000185;0.976200;0.217723;-0.930129;-0.422568;
2.002826;0.999994;-0.210001;1.000185;0.976200;0.217723;-0.930129;-0.422568;
2.002828;0.999994;-0.210001;1.000185;0.976200;0.217723;-0.930129;-0.422568;
2.002832;0.999994;-0.210001;1.000185;0.976200;0.217723;-0.930129;-0.422568;
2.002840;0.999994;-0.210001;1.000185;0.976200;0.217723;-0.930129;-0.422568;
2.002856;0.999994;-0.210001;1.000185;0.976200;0.217723;-0.930129;-0.422568;
2.002888;0.999994;-0.210001;1.000185;0.976200;0.217722;-0.930128;-0.422568;
2.002952;0.999993;-0.210002;1.000185;0.976200;0.217722;-0.930128;-0.422568;
2.003080;0.999992;-0.210002;1.000185;0.976200;0.217722;-0.930127;-0.422568;
2.003336;0.999989;-0.210002;1.000185;0.976200;0.217721;-0.930124;-0.422567;
2.003848;0.999981;-0.210004;1.000185;0.976200;0.217719;-0.930117;-0.422566;
2.004872;0.999953;-0.210010;1.000184;0.976202;0.217712;-0.930092;-0.422559;
2.005896;0.999906;-0.210021;1.000184;0.976204;0.217700;-0.930048;-0.422548;
2.007944;0.999727;-0.210058;1.000183;0.976213;0.217655;-0.929886;-0.422502;
2.009787;0.999457;-0.210111;1.000182;0.976227;0.217587;-0.929641;-0.422431;
2.011631;0.999067;-0.210183;1.000182;0.976250;0.217489;-0.929287;-0.422323;
2.013474;0.998549;-0.210274;1.000184;0.976281;0.217359;-0.928816;-0.422174;
2.015317;0.997897;-0.210383;1.000189;0.976322;0.217194;-0.928225;-0.421979;
2.017160;0.997114;-0.210505;1.000196;0.976373;0.216996;-0.927513;-0.421736;
2.019003;0.996205;-0.210638;1.000208;0.976436;0.216766;-0.926687;-0.421443;
2.020847;0.995179;-0.210778;1.000224;0.976510;0.216506;-0.925754;-0.421101;
2.022690;0.994047;-0.210921;1.000245;0.976596;0.216219;-0.924724;-0.420710;
2.024533;0.992820;-0.211064;1.000271;0.976692;0.215907;-0.923607;-0.420273;
2.026376;0.991510;-0.211204;1.000304;0.976798;0.215574;-0.922415;-0.419792;
2.028219;0.990131;-0.211338;1.000341;0.976915;0.215223;-0.921159;-0.419271;
2.030063;0.988692;-0.211464;1.000385;0.977040;0.214856;-0.919849;-0.418712;
2.031906;0.987205;-0.211581;1.000434;0.977174;0.214476;-0.918494;-0.418120;
2.035592;0.984125;-0.211783;1.000547;0.977462;0.213689;-0.915687;-0.416850;
2.039279;0.980932;-0.211943;1.000679;0.977775;0.212871;-0.912775;-0.415481;
