time;sm_generator_cePu;sm_generator_PePu;sm_generator_cmPu;sm_generator_PmPu;sm_generator_ufPu;sm_generator_efdPu;sm_generator_omegaPu;sm_generator_theta;sm_generator_PGenPu;sm_generator_QGenPu;sm_generator_PGen;sm_generator_QGen;sm_generator_UPu;sm_generator_IStatorPu;sm_generator_IRotorPu;sm_generator_UStatorPu;sm_generator_QStatorPu;sm_generator_thetaInternal;sm_governor_PmRefPu;busInf_infiniteBus_U;
2.602555;0.927655;0.927488;0.924068;0.923901;0.001138;2.602068;0.999820;1.211190;20.519845;9.875698;2051.984497;987.569788;0.997798;22.822892;2.602615;0.997798;9.875698;0.700836;0.923000;0.900810;
2.625180;0.926362;0.926186;0.924123;0.923948;0.001137;2.598466;0.999810;1.209883;20.491155;9.867763;2049.115474;986.776317;0.997979;22.789423;2.600581;0.997979;9.867763;0.700412;0.923000;0.900810;
2.645544;0.925155;0.924975;0.924151;0.923972;0.001135;2.595160;0.999806;1.208661;20.464463;9.860317;2046.446339;986.031742;0.998144;22.758319;2.598650;0.998144;9.860317;0.700010;0.923000;0.900810;
2.665907;0.923932;0.923751;0.924158;0.923977;0.001134;2.591859;0.999805;1.207420;20.437475;9.852730;2043.747492;985.272997;0.998309;22.726904;2.596662;0.998309;9.852730;0.699596;0.923000;0.900810;
2.686270;0.922714;0.922536;0.924144;0.923965;0.001132;2.588622;0.999807;1.206183;20.410681;9.845140;2041.068051;984.514008;0.998471;22.695746;2.594654;0.998471;9.845140;0.699179;0.923000;0.900810;
2.706633;0.921523;0.921350;0.924109;0.923936;0.001131;2.585507;0.999813;1.204972;20.384557;9.837682;2038.455728;983.768228;0.998626;22.665401;2.592663;0.998627;9.837682;0.698765;0.923000;0.900810;
2.726996;0.920380;0.920216;0.924055;0.923891;0.001130;2.582566;0.999822;1.203808;20.359562;9.830486;2035.956202;983.048604;0.998773;22.636395;2.590724;0.998774;9.830486;0.698363;0.923000;0.900810;
2.747360;0.919306;0.919153;0.923984;0.923830;0.001128;2.579850;0.999834;1.202712;20.336124;9.823673;2033.612351;982.367342;0.998909;22.609222;2.588870;0.998909;9.823673;0.697979;0.923000;0.900810;
2.767723;0.918317;0.918178;0.923896;0.923756;0.001127;2.577400;0.999849;1.201702;20.314635;9.817357;2031.463525;981.735716;0.999032;22.584333;2.587133;0.999032;9.817357;0.697620;0.923000;0.900810;
2.788086;0.917431;0.917308;0.923793;0.923670;0.001126;2.575256;0.999866;1.200794;20.295449;9.811639;2029.544870;981.163890;0.999139;22.562130;2.585541;0.999139;9.811639;0.697292;0.923000;0.900810;
2.808449;0.916661;0.916556;0.923679;0.923573;0.001126;2.573448;0.999885;1.200003;20.278867;9.806608;2027.886748;980.660762;0.999229;22.542958;2.584120;0.999229;9.806608;0.697000;0.923000;0.900810;
2.828813;0.916019;0.915933;0.923554;0.923467;0.001125;2.572003;0.999907;1.199340;20.265142;9.802338;2026.514243;980.233836;0.999302;22.527103;2.582891;0.999302;9.802338;0.696750;0.923000;0.900810;
2.849176;0.915514;0.915449;0.923421;0.923356;0.001125;2.570937;0.999929;1.198816;20.254468;9.798891;2025.446786;979.889119;0.999355;22.514784;2.581873;0.999355;9.798891;0.696544;0.923000;0.900810;
2.869539;0.915153;0.915109;0.923284;0.923240;0.001124;2.570262;0.999952;1.198437;20.246979;9.796310;2024.697891;979.631045;0.999389;22.506153;2.581080;0.999389;9.796310;0.696387;0.923000;0.900810;
2.889902;0.914940;0.914918;0.923144;0.923121;0.001124;2.569983;0.999976;1.198207;20.242750;9.794624;2024.275009;979.462434;0.999403;22.501294;2.580522;0.999403;9.794624;0.696279;0.923000;0.900810;
2.910265;0.914875;0.914874;0.923004;0.923003;0.001124;2.570096;0.999999;1.198128;20.241795;9.793845;2024.179503;979.384469;0.999397;22.500221;2.580203;0.999397;9.793845;0.696223;0.923000;0.900810;
2.950992;0.915172;0.915213;0.922736;0.922778;0.001125;2.571425;1.000044;1.198404;20.249253;9.794922;2024.925295;979.492156;0.999331;22.508905;2.580275;0.999331;9.794922;0.696261;0.923000;0.900810;
2.986161;0.915858;0.915931;0.922528;0.922601;0.001126;2.573671;1.000080;1.199083;20.265099;9.798533;2026.509949;979.853330;0.999218;22.527285;2.581065;0.999218;9.798533;0.696448;0.923000;0.900810;
3.017813;0.916777;0.916875;0.922366;0.922464;0.001127;2.576444;1.000107;1.200002;20.285899;9.803690;2028.589911;980.368982;0.999080;22.551402;2.582302;0.999080;9.803690;0.696727;0.923000;0.900810;
3.046300;0.917808;0.917925;0.922246;0.922363;0.001128;2.579439;1.000127;1.201042;20.309038;9.809655;2030.903826;980.965468;0.998930;22.578237;2.583787;0.998930;9.809655;0.697056;0.923000;0.900810;
3.071938;0.918867;0.918997;0.922163;0.922293;0.001130;2.582446;1.000141;1.202117;20.332686;9.815899;2033.268567;981.589905;0.998780;22.605676;2.585377;0.998780;9.815899;0.697405;0.923000;0.900810;
3.095013;0.919900;0.920039;0.922110;0.922248;0.001131;2.585331;1.000150;1.203168;20.355639;9.822065;2035.563905;982.206491;0.998635;22.632324;2.586970;0.998635;9.822065;0.697752;0.923000;0.900810;
3.118087;0.920981;0.921124;0.922077;0.922221;0.001132;2.588311;1.000156;1.204271;20.379572;9.828583;2037.957227;982.858341;0.998486;22.660127;2.588674;0.998486;9.828583;0.698122;0.923000;0.900810;
3.138854;0.921974;0.922119;0.922067;0.922212;0.001133;2.591020;1.000158;1.205288;20.401505;9.834631;2040.150513;983.463144;0.998351;22.685621;2.590271;0.998351;9.834631;0.698467;0.923000;0.900810;
3.159621;0.922967;0.923111;0.922074;0.922218;0.001135;2.593701;1.000156;1.206307;20.423362;9.840723;2042.336188;984.072290;0.998217;22.711042;2.591895;0.998217;9.840723;0.698816;0.923000;0.900810;
3.180388;0.923940;0.924081;0.922098;0.922238;0.001136;2.596305;1.000152;1.207309;20.444737;9.846743;2044.473740;984.674328;0.998087;22.735917;2.593515;0.998087;9.846743;0.699164;0.923000;0.900810;
3.201155;0.924877;0.925011;0.922138;0.922272;0.001137;2.598786;1.000146;1.208276;20.465246;9.852581;2046.524637;985.258123;0.997963;22.759796;2.595100;0.997963;9.852581;0.699503;0.923000;0.900810;
3.221923;0.925760;0.925886;0.922193;0.922319;0.001138;2.601099;1.000136;1.209191;20.484529;9.858131;2048.452852;985.813099;0.997847;22.782259;2.596623;0.997847;9.858131;0.699828;0.923000;0.900810;
3.242690;0.926575;0.926690;0.922262;0.922377;0.001139;2.603206;1.000125;1.210038;20.502254;9.863294;2050.225407;986.329417;0.997742;22.802916;2.598055;0.997742;9.863294;0.700132;0.923000;0.900810;
3.263457;0.927307;0.927410;0.922343;0.922445;0.001139;2.605070;1.000111;1.210803;20.518129;9.867981;2051.812878;986.798144;0.997648;22.821423;2.599373;0.997648;9.867981;0.700412;0.923000;0.900810;
3.284224;0.927946;0.928035;0.922435;0.922523;0.001140;2.606661;1.000095;1.211473;20.531898;9.872114;2053.189838;987.211399;0.997569;22.837478;2.600554;0.997569;9.872114;0.700661;0.923000;0.900810;
3.304991;0.928482;0.928555;0.922535;0.922607;0.001141;2.607956;1.000079;1.212038;20.543352;9.875625;2054.335222;987.562482;0.997504;22.850833;2.601578;0.997504;9.875625;0.700877;0.923000;0.900810;
3.325758;0.928906;0.928962;0.922642;0.922698;0.001141;2.608934;1.000060;1.212489;20.552326;9.878460;2055.232606;987.845978;0.997455;22.861294;2.602430;0.997455;9.878460;0.701056;0.923000;0.900810;
3.346525;0.929212;0.929251;0.922753;0.922791;0.001141;2.609585;1.000042;1.212821;20.558701;9.880575;2055.870109;988.057542;0.997423;22.868720;2.603097;0.997423;9.880575;0.701195;0.923000;0.900810;
3.367292;0.929399;0.929420;0.922866;0.922887;0.001142;2.609902;1.000023;1.213030;20.562419;9.881952;2056.241935;988.195202;0.997407;22.873041;2.603570;0.997407;9.881952;0.701294;0.923000;0.900810;
3.388059;0.929464;0.929467;0.922980;0.922983;0.001142;2.609885;1.000003;1.213114;20.563465;9.882576;2056.346499;988.257619;0.997408;22.874238;2.603845;0.997408;9.882576;0.701350;0.923000;0.900810;
3.429593;0.929244;0.929213;0.923197;0.923167;0.001141;2.608911;0.999967;1.212922;20.557865;9.881622;2055.786521;988.162205;0.997456;22.867646;2.603805;0.997456;9.881622;0.701338;0.923000;0.900810;
3.466973;0.928671;0.928613;0.923374;0.923316;0.001140;2.607043;0.999937;1.212363;20.544634;9.878395;2054.463412;987.839538;0.997550;22.852150;2.603127;0.997550;9.878395;0.701192;0.923000;0.900810;
3.500616;0.927889;0.927809;0.923510;0.923430;0.001139;2.604677;0.999914;1.211583;20.526914;9.873785;2052.691440;987.378459;0.997668;22.831431;2.602045;0.997668;9.873785;0.700963;0.923000;0.900810;
3.530894;0.927004;0.926908;0.923608;0.923514;0.001138;2.602104;0.999897;1.210693;20.507068;9.868468;2050.706782;986.846778;0.997797;22.808252;2.600741;0.997797;9.868468;0.700687;0.923000;0.900810;
3.558145;0.926093;0.925987;0.923675;0.923570;0.001137;2.599522;0.999886;1.209774;20.486760;9.862931;2048.675964;986.293076;0.997926;22.784559;2.599349;0.997926;9.862931;0.700394;0.923000;0.900810;
3.582670;0.925206;0.925094;0.923715;0.923604;0.001136;2.597059;0.999879;1.208876;20.467083;9.857499;2046.708278;985.749859;0.998049;22.761622;2.597959;0.998049;9.857499;0.700101;0.923000;0.900810;
3.607196;0.924282;0.924168;0.923736;0.923621;0.001135;2.594536;0.999876;1.207939;20.446653;9.851800;2044.665339;985.179954;0.998175;22.737830;2.596482;0.998175;9.851800;0.699791;0.923000;0.900810;
3.631721;0.923346;0.923231;0.923738;0.923623;0.001134;2.592022;0.999875;1.206987;20.426016;9.845987;2042.601555;984.598670;0.998301;22.713816;2.594956;0.998301;9.845987;0.699471;0.923000;0.900810;
3.656246;0.922422;0.922310;0.923720;0.923608;0.001133;2.589581;0.999878;1.206045;20.405705;9.840211;2040.570488;984.021088;0.998423;22.690203;2.593423;0.998423;9.840211;0.699150;0.923000;0.900810;
3.680772;0.921533;0.921427;0.923685;0.923578;0.001132;2.587275;0.999884;1.205138;20.386237;9.834618;2038.623703;983.461837;0.998538;22.667589;2.591922;0.998538;9.834618;0.698836;0.923000;0.900810;
3.705297;0.920702;0.920604;0.923632;0.923534;0.001131;2.585159;0.999893;1.204287;20.368095;9.829347;2036.809505;982.934721;0.998644;22.646533;2.590490;0.998644;9.829347;0.698538;0.923000;0.900810;
3.729823;0.919948;0.919861;0.923565;0.923477;0.001130;2.583283;0.999905;1.203514;20.351718;9.824524;2035.171755;982.452392;0.998738;22.627539;2.589163;0.998738;9.824524;0.698262;0.923000;0.900810;
3.754348;0.919290;0.919215;0.923484;0.923409;0.001129;2.581691;0.999918;1.202836;20.337488;9.820261;2033.748811;982.026057;0.998817;22.611050;2.587972;0.998817;9.820261;0.698015;0.923000;0.900810;
3.778874;0.918743;0.918682;0.923393;0.923332;0.001129;2.580415;0.999934;1.202270;20.325726;9.816652;2032.572630;981.665230;0.998881;22.597432;2.586945;0.998881;9.816652;0.697803;0.923000;0.900810;
3.803399;0.918317;0.918271;0.923294;0.923248;0.001128;2.579480;0.999950;1.201827;20.316681;9.813775;2031.668058;981.377528;0.998928;22.586968;2.586104;0.998928;9.813775;0.697631;0.923000;0.900810;
3.827925;0.918021;0.917992;0.923189;0.923160;0.001128;2.578904;0.999968;1.201515;20.310523;9.811685;2031.052327;981.168527;0.998957;22.579855;2.585466;0.998957;9.811685;0.697503;0.923000;0.900810;
3.852450;0.917861;0.917848;0.923082;0.923069;0.001128;2.578691;0.999986;1.201340;20.307348;9.810417;2030.734763;981.041670;0.998967;22.576200;2.585043;0.998967;9.810417;0.697420;0.923000;0.900810;
3.876975;0.917836;0.917840;0.922975;0.922979;0.001128;2.578839;1.000004;1.201303;20.307167;9.809982;2030.716722;980.998226;0.998960;22.576015;2.584840;0.998960;9.809982;0.697384;0.923000;0.900810;
3.901501;0.917945;0.917965;0.922871;0.922891;0.001128;2.579336;1.000022;1.201402;20.309917;9.810373;2030.991740;981.037311;0.998935;22.579226;2.584858;0.998935;9.810373;0.697395;0.923000;0.900810;
3.926026;0.918181;0.918216;0.922773;0.922809;0.001129;2.580162;1.000038;1.201632;20.315459;9.811560;2031.545892;981.155961;0.998894;22.585672;2.585092;0.998894;9.811560;0.697451;0.923000;0.900810;
3.950552;0.918535;0.918584;0.922683;0.922733;0.001129;2.581289;1.000053;1.201983;20.323583;9.813493;2032.358341;981.349253;0.998837;22.595112;2.585529;0.998837;9.813493;0.697551;0.923000;0.900810;
3.975077;0.918996;0.919058;0.922603;0.922665;0.001130;2.582682;1.000067;1.202445;20.334021;9.816105;2033.402060;981.610474;0.998768;22.607235;2.586155;0.998768;9.816105;0.697690;0.923000;0.900810;
3.999603;0.919550;0.919622;0.922535;0.922608;0.001130;2.584300;1.000078;1.203001;20.346447;9.819313;2034.644699;981.931332;0.998687;22.621668;2.586949;0.998687;9.819313;0.697864;0.923000;0.900810;
4.024128;0.920178;0.920259;0.922481;0.922562;0.001131;2.586097;1.000088;1.203637;20.360496;9.823022;2036.049569;982.302198;0.998597;22.637988;2.587886;0.998597;9.823022;0.698068;0.923000;0.900810;
4.048653;0.920865;0.920952;0.922441;0.922528;0.001132;2.588024;1.000094;1.204334;20.375767;9.827124;2037.576709;982.712383;0.998501;22.655733;2.588940;0.998501;9.827124;0.698297;0.923000;0.900810;
4.073179;0.921590;0.921681;0.922416;0.922507;0.001133;2.590030;1.000099;1.205073;20.391840;9.831504;2039.184005;983.150430;0.998400;22.674415;2.590081;0.998400;9.831504;0.698542;0.923000;0.900810;
4.097704;0.922335;0.922427;0.922407;0.922499;0.001134;2.592062;1.000100;1.205833;20.408283;9.836044;2040.828338;983.604426;0.998299;22.693535;2.591277;0.998299;9.836044;0.698799;0.923000;0.900810;
4.122230;0.923079;0.923170;0.922413;0.922504;0.001135;2.594067;1.000099;1.206596;20.424667;9.840623;2042.466712;984.062312;0.998199;22.712592;2.592497;0.998198;9.840623;0.699060;0.923000;0.900810;
4.146755;0.923804;0.923892;0.922434;0.922522;0.001136;2.595996;1.000096;1.207341;20.440574;9.845122;2044.057354;984.512198;0.998102;22.731101;2.593708;0.998102;9.845122;0.699318;0.923000;0.900810;
4.171281;0.924491;0.924574;0.922469;0.922552;0.001136;2.597801;1.000090;1.208050;20.455607;9.849427;2045.560740;984.942659;0.998012;22.748600;2.594880;0.998012;9.849427;0.699567;0.923000;0.900810;
4.195806;0.925124;0.925200;0.922517;0.922592;0.001137;2.599439;1.000082;1.208706;20.469405;9.853430;2046.940538;985.343025;0.997930;22.764665;2.595985;0.997930;9.853430;0.699801;0.923000;0.900810;
4.220331;0.925689;0.925755;0.922576;0.922642;0.001138;2.600870;1.000072;1.209292;20.481644;9.857036;2048.164444;985.703634;0.997858;22.778917;2.596993;0.997858;9.857036;0.700014;0.923000;0.900810;
4.244857;0.926171;0.926227;0.922644;0.922700;0.001138;2.602063;1.000060;1.209797;20.492049;9.860161;2049.204891;986.016061;0.997799;22.791033;2.597884;0.997799;9.860161;0.700201;0.923000;0.900810;
4.269382;0.926562;0.926606;0.922720;0.922764;0.001139;2.602993;1.000047;1.210207;20.500396;9.862733;2050.039619;986.273309;0.997752;22.800752;2.598635;0.997752;9.862733;0.700358;0.923000;0.900810;
4.293908;0.926853;0.926884;0.922801;0.922832;0.001139;2.603641;1.000034;1.210517;20.506521;9.864700;2050.652109;986.469957;0.997720;22.807879;2.599230;0.997720;9.864700;0.700482;0.923000;0.900810;
4.318433;0.927038;0.927056;0.922886;0.922904;0.001139;2.603998;1.000019;1.210718;20.510319;9.866023;2051.031852;986.602266;0.997702;22.812291;2.599659;0.997702;9.866023;0.700570;0.923000;0.900810;
4.342959;0.927116;0.927121;0.922972;0.922976;0.001139;2.604059;1.000005;1.210811;20.511745;9.866682;2051.174476;986.668239;0.997699;22.813936;2.599914;0.997699;9.866682;0.700622;0.923000;0.900810;
4.367484;0.927087;0.927079;0.923056;0.923047;0.001139;2.603831;0.999991;1.210793;20.510817;9.866676;2051.081715;986.667634;0.997710;22.812835;2.599992;0.997710;9.866676;0.700636;0.923000;0.900810;
4.416535;0.926734;0.926702;0.923210;0.923177;0.001138;2.602598;0.999965;1.210453;20.502507;9.864803;2050.250707;986.480315;0.997772;22.803106;2.599643;0.997772;9.864803;0.700558;0.923000;0.900810;
4.455497;0.926199;0.926150;0.923314;0.923265;0.001138;2.600960;0.999947;1.209921;20.490346;9.861695;2049.034627;986.169452;0.997854;22.788902;2.598922;0.997854;9.861695;0.700402;0.923000;0.900810;
4.494459;0.925482;0.925421;0.923394;0.923333;0.001137;2.598876;0.999933;1.209200;20.474279;9.857418;2047.427929;985.741782;0.997958;22.770157;2.597870;0.997958;9.857418;0.700178;0.923000;0.900810;
4.527911;0.924758;0.924690;0.923442;0.923373;0.001136;2.596835;0.999925;1.208468;20.458159;9.853028;2045.815885;985.302789;0.998060;22.751368;2.596758;0.998060;9.853028;0.699942;0.923000;0.900810;
4.558018;0.924052;0.923980;0.923465;0.923393;0.001135;2.594888;0.999921;1.207751;20.442514;9.848702;2044.251383;984.870181;0.998157;22.733147;2.595641;0.998157;9.848702;0.699706;0.923000;0.900810;
4.585114;0.923397;0.923323;0.923471;0.923398;0.001134;2.593114;0.999920;1.207084;20.428045;9.844652;2042.804490;984.465231;0.998246;22.716309;2.594581;0.998246;9.844652;0.699482;0.923000;0.900810;
4.612211;0.922745;0.922673;0.923462;0.923390;0.001134;2.591380;0.999922;1.206419;20.413706;9.840594;2041.370635;984.059426;0.998333;22.699633;2.593504;0.998333;9.840594;0.699256;0.923000;0.900810;
4.639307;0.922117;0.922049;0.923439;0.923370;0.001133;2.589740;0.999926;1.205777;20.399946;9.836655;2039.994598;983.665515;0.998415;22.683641;2.592446;0.998415;9.836655;0.699034;0.923000;0.900810;
4.666403;0.921532;0.921469;0.923403;0.923340;0.001132;2.588243;0.999932;1.205177;20.387180;9.832954;2038.718018;983.295418;0.998490;22.668815;2.591440;0.998490;9.832954;0.698823;0.923000;0.900810;
4.693500;0.921008;0.920952;0.923355;0.923299;0.001132;2.586932;0.999940;1.204637;20.375784;9.829600;2037.578361;982.959998;0.998555;22.655587;2.590514;0.998555;9.829600;0.698630;0.923000;0.900810;
4.720596;0.920558;0.920512;0.923297;0.923250;0.001131;2.585842;0.999950;1.204173;20.366079;9.826688;2036.607875;982.668753;0.998610;22.644331;2.589696;0.998610;9.826688;0.698460;0.923000;0.900810;
4.747692;0.920196;0.920161;0.923231;0.923195;0.001131;2.585002;0.999961;1.203797;20.358327;9.824296;2035.832712;982.429563;0.998652;22.635347;2.589009;0.998652;9.824296;0.698317;0.923000;0.900810;
4.774789;0.919931;0.919906;0.923160;0.923135;0.001130;2.584431;0.999973;1.203518;20.352722;9.822485;2035.272249;982.248491;0.998680;22.628858;2.588471;0.998680;9.822485;0.698207;0.923000;0.900810;
4.801885;0.919768;0.919755;0.923085;0.923072;0.001130;2.584141;0.999986;1.203344;20.349386;9.821296;2034.938636;982.129644;0.998695;22.625003;2.588094;0.998695;9.821296;0.698131;0.923000;0.900810;
4.828981;0.919710;0.919709;0.923010;0.923009;0.001130;2.584133;0.999998;1.203276;20.348366;9.820751;2034.836592;982.075093;0.998695;22.623836;2.587886;0.998695;9.820751;0.698091;0.923000;0.900810;
4.856078;0.919756;0.919766;0.922936;0.922946;0.001130;2.584400;1.000011;1.203314;20.349634;9.820849;2034.963442;982.084866;0.998682;22.625325;2.587849;0.998682;9.820849;0.698088;0.923000;0.900810;
4.892354;0.919971;0.919996;0.922845;0.922869;0.001131;2.585155;1.000026;1.203523;20.354690;9.821938;2035.469045;982.193791;0.998644;22.631214;2.588059;0.998644;9.821938;0.698138;0.923000;0.900810;
4.928629;0.920345;0.920382;0.922765;0.922801;0.001131;2.586313;1.000040;1.203894;20.363202;9.824031;2036.320235;982.403075;0.998586;22.641114;2.588545;0.998586;9.824031;0.698246;0.923000;0.900810;
4.964905;0.920851;0.920898;0.922700;0.922747;0.001132;2.587798;1.000051;1.204403;20.374580;9.826977;2037.458044;982.697679;0.998512;22.654342;2.589270;0.998512;9.826977;0.698404;0.923000;0.900810;
5.001181;0.921458;0.921511;0.922654;0.922708;0.001133;2.589518;1.000058;1.205017;20.388102;9.830585;2038.810168;983.058544;0.998426;22.670062;2.590185;0.998426;9.830585;0.698602;0.923000;0.900810;
5.033829;0.922060;0.922118;0.922630;0.922688;0.001133;2.591189;1.000062;1.205629;20.401469;9.834229;2040.146896;983.422863;0.998342;22.685606;2.591129;0.998342;9.834229;0.698805;0.923000;0.900810;
5.066477;0.922686;0.922745;0.922623;0.922682;0.001134;2.592894;1.000064;1.206269;20.415297;9.838061;2041.529689;983.806065;0.998257;22.701688;2.592137;0.998257;9.838061;0.699020;0.923000;0.900810;
5.095861;0.923248;0.923305;0.922632;0.922689;0.001135;2.594397;1.000062;1.206844;20.427639;9.841531;2042.763857;984.153142;0.998182;22.716045;2.593064;0.998182;9.841531;0.699217;0.923000;0.900810;
5.125244;0.923784;0.923839;0.922653;0.922707;0.001135;2.595811;1.000059;1.207396;20.439400;9.844885;2043.940009;984.488514;0.998111;22.729729;2.593970;0.998111;9.844885;0.699410;0.923000;0.900810;
5.154627;0.924278;0.924327;0.922687;0.922736;0.001136;2.597088;1.000053;1.207905;20.450167;9.848002;2045.016721;984.800203;0.998047;22.742258;2.594825;0.998047;9.848002;0.699590;0.923000;0.900810;
5.184011;0.924712;0.924754;0.922731;0.922773;0.001136;2.598184;1.000045;1.208355;20.459576;9.850774;2045.957555;985.077419;0.997993;22.753206;2.595598;0.997993;9.850774;0.699753;0.923000;0.900810;
5.213394;0.925071;0.925105;0.922783;0.922817;0.001137;2.599065;1.000037;1.208730;20.467321;9.853109;2046.732095;985.310944;0.997949;22.762217;2.596264;0.997949;9.853109;0.699892;0.923000;0.900810;
5.242778;0.925346;0.925371;0.922842;0.922867;0.001137;2.599703;1.000027;1.209018;20.473168;9.854934;2047.316812;985.493409;0.997917;22.769018;2.596800;0.997917;9.854934;0.700004;0.923000;0.900810;
5.272161;0.925528;0.925542;0.922906;0.922920;0.001137;2.600082;1.000016;1.209213;20.476957;9.856195;2047.695697;985.619504;0.997898;22.773419;2.597191;0.997898;9.856195;0.700084;0.923000;0.900810;
5.301544;0.925613;0.925617;0.922970;0.922975;0.001137;2.600195;1.000005;1.209308;20.478606;9.856861;2047.860622;985.686123;0.997892;22.775327;2.597426;0.997892;9.856861;0.700132;0.923000;0.900810;
5.330928;0.925600;0.925595;0.923034;0.923029;0.001137;2.600045;0.999994;1.209304;20.478114;9.856924;2047.811409;985.692418;0.997900;22.774739;2.597502;0.997900;9.856924;0.700145;0.923000;0.900810;
5.371911;0.925429;0.925411;0.923118;0.923099;0.001137;2.599430;0.999980;1.209141;20.474061;9.856047;2047.406112;985.604696;0.997930;22.769997;2.597347;0.997930;9.856047;0.700109;0.923000;0.900810;
5.412895;0.925098;0.925068;0.923190;0.923160;0.001137;2.598401;0.999968;1.208812;20.466500;9.854149;2046.650010;985.414898;0.997982;22.761170;2.596912;0.997982;9.854149;0.700015;0.923000;0.900810;
5.453879;0.924634;0.924596;0.923246;0.923207;0.001136;2.597044;0.999959;1.208346;20.456089;9.851402;2045.608930;985.140186;0.998050;22.749031;2.596239;0.998050;9.851402;0.699870;0.923000;0.900810;
5.490764;0.924133;0.924089;0.923280;0.923236;0.001135;2.595627;0.999953;1.207838;20.444922;9.848375;2044.492193;984.837517;0.998120;22.736021;2.595472;0.998120;9.848375;0.699707;0.923000;0.900810;
5.527650;0.923584;0.923538;0.923297;0.923251;0.001135;2.594117;0.999950;1.207281;20.432778;9.845022;2043.277808;984.502233;0.998196;22.721882;2.594604;0.998196;9.845022;0.699523;0.923000;0.900810;
5.560847;0.923076;0.923030;0.923298;0.923252;0.001134;2.592747;0.999950;1.206763;20.421577;9.841883;2042.157682;984.188259;0.998264;22.708850;2.593777;0.998264;9.841883;0.699348;0.923000;0.900810;
5.594043;0.922580;0.922536;0.923285;0.923241;0.001134;2.591437;0.999952;1.206256;20.410681;9.838785;2041.068109;983.878514;0.998330;22.696181;2.592949;0.998330;9.838785;0.699174;0.923000;0.900810;
5.627240;0.922118;0.922078;0.923260;0.923219;0.001133;2.590245;0.999956;1.205782;20.400588;9.835872;2040.058765;983.587229;0.998390;22.684452;2.592158;0.998390;9.835872;0.699007;0.923000;0.900810;
5.660437;0.921711;0.921676;0.923223;0.923188;0.001133;2.589221;0.999962;1.205362;20.391739;9.833272;2039.173895;983.327227;0.998441;22.674176;2.591440;0.998441;9.833272;0.698857;0.923000;0.900810;
5.693634;0.921376;0.921348;0.923177;0.923149;0.001132;2.588410;0.999970;1.205015;20.384506;9.831095;2038.450606;983.109482;0.998481;22.665782;2.590825;0.998481;9.831095;0.698729;0.923000;0.900810;
5.726831;0.921126;0.921106;0.923124;0.923105;0.001132;2.587840;0.999979;1.204754;20.379174;9.829427;2037.917385;982.942674;0.998510;22.659600;2.590339;0.998510;9.829427;0.698629;0.923000;0.900810;
5.760028;0.920970;0.920959;0.923067;0.923057;0.001132;2.587530;0.999989;1.204588;20.375930;9.828329;2037.593047;982.832872;0.998525;22.655845;2.590000;0.998525;9.828329;0.698560;0.923000;0.900810;
5.793224;0.920912;0.920911;0.923009;0.923008;0.001132;2.587487;0.999998;1.204522;20.374862;9.827833;2037.486156;982.783333;0.998527;22.654617;2.589819;0.998527;9.827833;0.698524;0.923000;0.900810;
5.826421;0.920953;0.920960;0.922952;0.922960;0.001132;2.587705;1.000008;1.204556;20.375949;9.827944;2037.594936;982.794449;0.998517;22.655893;2.589799;0.998517;9.827944;0.698523;0.923000;0.900810;
5.867784;0.921131;0.921148;0.922887;0.922905;0.001132;2.588307;1.000019;1.204730;20.380100;9.828883;2038.009968;982.888327;0.998486;22.660729;2.589991;0.998486;9.828883;0.698567;0.923000;0.900810;
5.909147;0.921433;0.921459;0.922833;0.922859;0.001133;2.589224;1.000028;1.205032;20.386953;9.830612;2038.695335;983.061186;0.998441;22.668705;2.590401;0.998441;9.830612;0.698657;0.923000;0.900810;
5.950509;0.921834;0.921866;0.922793;0.922825;0.001133;2.590379;1.000035;1.205436;20.395921;9.832977;2039.592075;983.297722;0.998383;22.679136;2.590991;0.998383;9.832977;0.698785;0.923000;0.900810;
5.991872;0.922300;0.922336;0.922768;0.922804;0.001134;2.591684;1.000039;1.205909;20.406290;9.835789;2040.629021;983.578886;0.998318;22.691197;2.591714;0.998318;9.835789;0.698940;0.923000;0.900810;
6.029098;0.922749;0.922787;0.922761;0.922798;0.001134;2.592909;1.000040;1.206367;20.416214;9.838536;2041.621352;983.853647;0.998256;22.702739;2.592434;0.998256;9.838536;0.699093;0.923000;0.900810;
6.066325;0.923197;0.923234;0.922768;0.922804;0.001135;2.594107;1.000039;1.206826;20.426065;9.841310;2042.606502;984.131020;0.998197;22.714198;2.593173;0.998197;9.841310;0.699250;0.923000;0.900810;
6.099828;0.923579;0.923613;0.922785;0.922818;0.001135;2.595108;1.000036;1.207218;20.434424;9.843703;2043.442386;984.370283;0.998146;22.723922;2.593821;0.998146;9.843703;0.699387;0.923000;0.900810;
6.133332;0.923922;0.923952;0.922812;0.922841;0.001136;2.595987;1.000032;1.207572;20.441896;9.845879;2044.189576;984.587946;0.998103;22.732613;2.594420;0.998103;9.845879;0.699514;0.923000;0.900810;
6.166836;0.924212;0.924236;0.922846;0.922870;0.001136;2.596706;1.000026;1.207873;20.448153;9.847743;2044.815272;984.774272;0.998067;22.739890;2.594944;0.998067;9.847743;0.699623;0.923000;0.900810;
