time;IG1_inertialGrid_reducedOrderSFR_frequency;IG2_inertialGrid_reducedOrderSFR_frequency;
11.118762;49.774006;49.773900;
11.120262;49.774058;49.773401;
11.121762;49.774110;49.772903;
11.123262;49.774162;49.772406;
11.124762;49.774214;49.771909;
11.126262;49.774266;49.771413;
11.127762;49.774319;49.770916;
11.129263;49.774371;49.770421;
11.130763;49.774424;49.769926;
11.132263;49.774476;49.769431;
11.133763;49.774529;49.768937;
11.135263;49.774581;49.768443;
11.136763;49.774634;49.767949;
11.138263;49.774687;49.767456;
11.139763;49.774740;49.766964;
11.141263;49.774793;49.766472;
11.142763;49.774845;49.765981;
11.144264;49.774898;49.765490;
11.145764;49.774951;49.764999;
11.147264;49.775004;49.764509;
11.148764;49.775057;49.764020;
11.150264;49.775110;49.763531;
11.151764;49.775163;49.763042;
11.153264;49.775216;49.762554;
11.154764;49.775269;49.762067;
11.156264;49.775322;49.761580;
11.157764;49.775376;49.761093;
11.159265;49.775429;49.760607;
11.160765;49.775482;49.760122;
11.162265;49.775535;49.759637;
11.163765;49.775588;49.759153;
11.165265;49.775641;49.758669;
11.166765;49.775694;49.758186;
11.168265;49.775747;49.757703;
11.169765;49.775800;49.757221;
11.171265;49.775853;49.756739;
11.172765;49.775905;49.756258;
11.174266;49.775958;49.755778;
11.175766;49.776011;49.755298;
11.177266;49.776064;49.754819;
11.178766;49.776117;49.754340;
11.180266;49.776169;49.753862;
11.181766;49.776222;49.753384;
11.183266;49.776275;49.752907;
11.184766;49.776327;49.752431;
11.186266;49.776380;49.751955;
11.187766;49.776432;49.751480;
11.189267;49.776484;49.751005;
11.190767;49.776537;49.750531;
11.192267;49.776589;49.750058;
11.193767;49.776641;49.749585;
11.195267;49.776693;49.749113;
11.196767;49.776745;49.748641;
11.198267;49.776797;49.748171;
11.199767;49.776848;49.747700;
11.201267;49.776900;49.747231;
11.202767;49.776952;49.746762;
11.204268;49.777003;49.746293;
11.205768;49.777054;49.745826;
11.207268;49.777106;49.745359;
11.208768;49.777157;49.744892;
11.210268;49.777208;49.744426;
11.211768;49.777259;49.743961;
11.213268;49.777309;49.743497;
11.214768;49.777360;49.743033;
11.216268;49.777411;49.742570;
11.217768;49.777461;49.742108;
11.219269;49.777511;49.741646;
11.220769;49.777561;49.741185;
11.222269;49.777611;49.740725;
11.223769;49.777661;49.740265;
11.225269;49.777711;49.739806;
11.226769;49.777760;49.739348;
11.228269;49.777810;49.738890;
11.229769;49.777859;49.738433;
11.231269;49.777908;49.737977;
11.232770;49.777957;49.737522;
11.234270;49.778006;49.737067;
11.235770;49.778054;49.736613;
11.237270;49.778103;49.736160;
11.238770;49.778151;49.735707;
11.240270;49.778199;49.735255;
11.241770;49.778247;49.734804;
11.243270;49.778294;49.734354;
11.244770;49.778342;49.733904;
11.246270;49.778389;49.733455;
11.247771;49.778436;49.733007;
11.249271;49.778483;49.732560;
11.250771;49.778530;49.732113;
11.252271;49.778576;49.731667;
11.253771;49.778622;49.731222;
11.255271;49.778668;49.730778;
11.256771;49.778714;49.730335;
11.258271;49.778760;49.729892;
11.259771;49.778805;49.729450;
11.261271;49.778850;49.729009;
11.262772;49.778895;49.728568;
11.264272;49.778940;49.728129;
11.265772;49.778984;49.727690;
11.267272;49.779028;49.727252;
11.268772;49.779072;49.726815;
11.270272;49.779116;49.726378;
11.271772;49.779160;49.725943;
11.273272;49.779203;49.725508;
11.274772;49.779246;49.725074;
11.276272;49.779288;49.724641;
11.277773;49.779331;49.724208;
11.279273;49.779373;49.723777;
11.280773;49.779415;49.723346;
11.282273;49.779457;49.722916;
11.283773;49.779498;49.722487;
11.285273;49.779539;49.722059;
11.286773;49.779580;49.721632;
11.288273;49.779620;49.721205;
11.289773;49.779660;49.720780;
11.291273;49.779700;49.720355;
11.292774;49.779740;49.719931;
11.294274;49.779779;49.719508;
11.295774;49.779818;49.719086;
11.297274;49.779857;49.718664;
11.298774;49.779896;49.718244;
11.301774;49.779971;49.717406;
11.304381;49.780036;49.716681;
11.306988;49.780100;49.715959;
11.309595;49.780162;49.715240;
11.312202;49.780224;49.714523;
11.314810;49.780285;49.713809;
11.317417;49.780345;49.713097;
11.320024;49.780403;49.712389;
11.322631;49.780461;49.711683;
11.325238;49.780517;49.710980;
11.327845;49.780573;49.710280;
11.330452;49.780627;49.709582;
11.333059;49.780680;49.708888;
11.335666;49.780732;49.708196;
11.338273;49.780783;49.707507;
11.340880;49.780832;49.706822;
11.343487;49.780881;49.706139;
11.346095;49.780928;49.705459;
11.348702;49.780974;49.704782;
11.351309;49.781019;49.704108;
11.353916;49.781062;49.703437;
11.356523;49.781104;49.702769;
11.359130;49.781145;49.702104;
11.361737;49.781185;49.701443;
11.364344;49.781223;49.700784;
11.366951;49.781260;49.700128;
11.369558;49.781295;49.699476;
11.372165;49.781329;49.698826;
11.374772;49.781362;49.698180;
11.377379;49.781393;49.697537;
11.379987;49.781423;49.696897;
11.382594;49.781452;49.696260;
11.385201;49.781479;49.695626;
11.387808;49.781504;49.694996;
11.390415;49.781528;49.694369;
11.393022;49.781551;49.693745;
11.395629;49.781572;49.693124;
11.398236;49.781591;49.692507;
11.400843;49.781609;49.691893;
11.403450;49.781626;49.691282;
11.406057;49.781641;49.690674;
11.408664;49.781654;49.690070;
11.411272;49.781666;49.689469;
11.413879;49.781676;49.688872;
11.416486;49.781684;49.688278;
11.419093;49.781691;49.687687;
11.421700;49.781696;49.687100;
11.424307;49.781699;49.686516;
11.426914;49.781701;49.685936;
11.429521;49.781701;49.685359;
11.432128;49.781700;49.684785;
11.434735;49.781696;49.684215;
11.437342;49.781691;49.683649;
11.439949;49.781684;49.683086;
11.442557;49.781676;49.682526;
11.445164;49.781665;49.681971;
11.447771;49.781653;49.681418;
11.450378;49.781639;49.680869;
11.452985;49.781623;49.680324;
11.455592;49.781605;49.679782;
11.458199;49.781586;49.679244;
11.460806;49.781564;49.678710;
11.463413;49.781541;49.678179;
11.466020;49.781516;49.677652;
11.468627;49.781489;49.677128;
11.471234;49.781460;49.676608;
11.473841;49.781429;49.676092;
11.476449;49.781396;49.675580;
11.479056;49.781361;49.675071;
11.481663;49.781325;49.674566;
11.484270;49.781286;49.674064;
11.486877;49.781245;49.673567;
11.489484;49.781202;49.673073;
11.492091;49.781158;49.672582;
11.494698;49.781111;49.672096;
11.497305;49.781062;49.671613;
11.499912;49.781011;49.671135;
11.502519;49.780958;49.670660;
11.505126;49.780903;49.670188;
11.507734;49.780846;49.669721;
11.510341;49.780787;49.669257;
11.512948;49.780726;49.668798;
11.515555;49.780662;49.668342;
11.518162;49.780597;49.667890;
11.520769;49.780529;49.667442;
11.523376;49.780459;49.666997;
11.525983;49.780387;49.666557;
11.528590;49.780313;49.666120;
11.531197;49.780237;49.665688;
11.533804;49.780158;49.665259;
11.536411;49.780078;49.664835;
11.539018;49.779995;49.664414;
11.541626;49.779910;49.663997;
11.544233;49.779822;49.663584;
11.546840;49.779733;49.663175;
11.549447;49.779641;49.662770;
11.552054;49.779547;49.662369;
11.554661;49.779451;49.661972;
11.557268;49.779352;49.661579;
11.559875;49.779251;49.661190;
11.562482;49.779148;49.660805;
11.565089;49.779042;49.660424;
11.567696;49.778935;49.660047;
11.570303;49.778825;49.659674;
11.572911;49.778712;49.659305;
11.575518;49.778597;49.658940;
11.578125;49.778480;49.658579;
11.580732;49.778361;49.658223;
11.583339;49.778239;49.657870;
11.585946;49.778115;49.657521;
11.588553;49.777988;49.657177;
11.591160;49.777859;49.656836;
11.593767;49.777728;49.656500;
11.596374;49.777594;49.656167;
11.598981;49.777458;49.655839;
11.601588;49.777320;49.655515;
11.604196;49.777179;49.655195;
11.606803;49.777036;49.654879;
11.609410;49.776890;49.654567;
11.612017;49.776742;49.654259;
11.614624;49.776591;49.653955;
11.617231;49.776438;49.653656;
11.622445;49.776123;49.653073;
11.627021;49.775838;49.652574;
11.631596;49.775546;49.652089;
11.636172;49.775246;49.651615;
11.640747;49.774938;49.651155;
11.645323;49.774623;49.650707;
11.649898;49.774300;49.650272;
11.654474;49.773970;49.649850;
11.659049;49.773632;49.649441;
11.663625;49.773286;49.649044;
11.668200;49.772933;49.648661;
11.672776;49.772571;49.648289;
11.677352;49.772202;49.647931;
11.681927;49.771826;49.647586;
11.686503;49.771441;49.647253;
11.691078;49.771049;49.646932;
11.695654;49.770649;49.646625;
11.700229;49.770242;49.646330;
11.704805;49.769826;49.646048;
11.709380;49.769403;49.645779;
11.713956;49.768972;49.645522;
11.718531;49.768534;49.645278;
11.723107;49.768088;49.645046;
11.727682;49.767634;49.644827;
11.732258;49.767172;49.644621;
11.736834;49.766703;49.644427;
11.741409;49.766226;49.644245;
11.745985;49.765742;49.644076;
11.750560;49.765250;49.643919;
11.755136;49.764750;49.643775;
11.759711;49.764243;49.643643;
11.764287;49.763729;49.643523;
11.768862;49.763207;49.643415;
11.773438;49.762677;49.643320;
11.778013;49.762140;49.643237;
11.782589;49.761596;49.643165;
11.787164;49.761044;49.643106;
11.791740;49.760485;49.643059;
11.796316;49.759919;49.643024;
11.800891;49.759346;49.643000;
11.805467;49.758765;49.642989;
11.810042;49.758178;49.642989;
11.814618;49.757583;49.643001;
11.819193;49.756981;49.643024;
11.823769;49.756373;49.643059;
11.828344;49.755757;49.643106;
11.832920;49.755134;49.643164;
11.837495;49.754505;49.643233;
11.842071;49.753869;49.643313;
11.846646;49.753226;49.643405;
11.851222;49.752577;49.643508;
11.855798;49.751921;49.643622;
11.860373;49.751259;49.643746;
11.864949;49.750590;49.643882;
11.869524;49.749915;49.644028;
11.874100;49.749233;49.644185;
11.878675;49.748546;49.644353;
11.883251;49.747852;49.644531;
11.887826;49.747152;49.644720;
11.892402;49.746447;49.644919;
11.896977;49.745735;49.645128;
11.901553;49.745018;49.645347;
11.906128;49.744294;49.645577;
11.910704;49.743566;49.645816;
11.915280;49.742831;49.646065;
11.919855;49.742091;49.646324;
11.924431;49.741346;49.646593;
11.929006;49.740596;49.646871;
11.933582;49.739840;49.647158;
11.938157;49.739079;49.647455;
11.942733;49.738313;49.647761;
11.947308;49.737543;49.648076;
11.951884;49.736767;49.648400;
11.956459;49.735987;49.648733;
11.961035;49.735202;49.649075;
11.965610;49.734413;49.649425;
11.970186;49.733619;49.649784;
11.974762;49.732821;49.650152;
11.979337;49.732019;49.650528;
11.983913;49.731213;49.650911;
11.988488;49.730402;49.651303;
11.993064;49.729588;49.651703;
11.997639;49.728770;49.652111;
12.002215;49.727948;49.652526;
12.006790;49.727123;49.652949;
12.011366;49.726295;49.653380;
12.015941;49.725463;49.653817;
12.020517;49.724628;49.654262;
12.025092;49.723789;49.654714;
12.029668;49.722948;49.655173;
12.034244;49.722104;49.655639;
12.038819;49.721257;49.656111;
12.043395;49.720408;49.656590;
12.047970;49.719556;49.657075;
12.052546;49.718702;49.657567;
12.057121;49.717845;49.658065;
12.061697;49.716987;49.658569;
12.066272;49.716126;49.659078;
12.070848;49.715264;49.659594;
12.075423;49.714399;49.660115;
12.079999;49.713533;49.660641;
12.084574;49.712666;49.661173;
12.089150;49.711797;49.661710;
12.093726;49.710927;49.662252;
12.098301;49.710056;49.662799;
12.102877;49.709184;49.663351;
12.107452;49.708311;49.663907;
12.112028;49.707437;49.664468;
12.116603;49.706562;49.665034;
12.121179;49.705687;49.665603;
12.125754;49.704812;49.666177;
12.130330;49.703936;49.666754;
12.134905;49.703061;49.667336;
12.139481;49.702185;49.667921;
12.144056;49.701310;49.668509;
12.148632;49.700434;49.669101;
12.153208;49.699560;49.669697;
12.157783;49.698686;49.670295;
12.162359;49.697812;49.670896;
12.166934;49.696939;49.671500;
12.171510;49.696067;49.672107;
12.176085;49.695197;49.672717;
12.180661;49.694327;49.673329;
12.185236;49.693459;49.673943;
12.189812;49.692592;49.674559;
12.194387;49.691727;49.675177;
12.198963;49.690864;49.675797;
12.203538;49.690002;49.676419;
12.208114;49.689142;49.677042;
12.212690;49.688285;49.677667;
12.217265;49.687430;49.678293;
12.221841;49.686577;49.678920;
12.226416;49.685726;49.679548;
12.230992;49.684878;49.680177;
12.235567;49.684033;49.680807;
12.240143;49.683191;49.681438;
12.244718;49.682352;49.682069;
12.249294;49.681516;49.682700;
12.253869;49.680683;49.683331;
12.258445;49.679854;49.683963;
12.263020;49.679028;49.684594;
12.267596;49.678205;49.685226;
12.272172;49.677387;49.685857;
12.276747;49.676572;49.686487;
12.281323;49.675761;49.687117;
12.285898;49.674955;49.687746;
12.290474;49.674152;49.688374;
12.295049;49.673354;49.689002;
12.299625;49.672561;49.689628;
12.304200;49.671772;49.690253;
12.308776;49.670987;49.690876;
12.313351;49.670208;49.691498;
12.317927;49.669433;49.692119;
12.322502;49.668664;49.692737;
12.327078;49.667900;49.693354;
12.331654;49.667141;49.693969;
12.336229;49.666387;49.694582;
12.340805;49.665639;49.695192;
12.345380;49.664896;49.695800;
12.349956;49.664159;49.696406;
12.354531;49.663429;49.697009;
12.359107;49.662703;49.697609;
12.363682;49.661984;49.698207;
12.368258;49.661272;49.698801;
12.372833;49.660565;49.699393;
12.377409;49.659865;49.699981;
12.381984;49.659171;49.700566;
12.386560;49.658484;49.701148;
12.391136;49.657803;49.701726;
12.395711;49.657129;49.702301;
12.400287;49.656462;49.702872;
12.404862;49.655802;49.703439;
12.409438;49.655149;49.704002;
12.414013;49.654503;49.704561;
12.418589;49.653865;49.705116;
12.423164;49.653233;49.705667;
12.427740;49.652609;49.706213;
12.432315;49.651993;49.706755;
12.436891;49.651384;49.707292;
12.441466;49.650783;49.707825;
12.446042;49.650189;49.708353;
12.450618;49.649603;49.708877;
12.451761;49.649457;49.709007;
12.452333;49.649384;49.709073;
12.453477;49.649239;49.709203;
12.455765;49.648951;49.709462;
12.460341;49.648382;49.709974;
12.464916;49.647821;49.710482;
12.469492;49.647269;49.710984;
12.474067;49.646724;49.711482;
12.478643;49.646188;49.711974;
12.483218;49.645660;49.712460;
12.487794;49.645141;49.712941;
12.492369;49.644630;49.713416;
12.496945;49.644128;49.713886;
12.501520;49.643635;49.714350;
12.506096;49.643150;49.714808;
12.510671;49.642673;49.715261;
12.515247;49.642206;49.715707;
12.519823;49.641748;49.716148;
12.524398;49.641298;49.716582;
12.528974;49.640857;49.717010;
12.533549;49.640426;49.717432;
12.538125;49.640003;49.717848;
12.542700;49.639590;49.718257;
12.547276;49.639185;49.718660;
12.551851;49.638790;49.719057;
12.556427;49.638405;49.719447;
12.561002;49.638028;49.719830;
12.565578;49.637661;49.720207;
12.570153;49.637303;49.720577;
12.574729;49.636955;49.720940;
12.579305;49.636616;49.721297;
12.583880;49.636287;49.721647;
12.588456;49.635967;49.721990;
12.593031;49.635657;49.722326;
12.597607;49.635356;49.722655;
12.602182;49.635065;49.722977;
12.606758;49.634784;49.723293;
12.611333;49.634512;49.723601;
12.615909;49.634250;49.723902;
12.620484;49.633998;49.724196;
12.625060;49.633755;49.724483;
12.629635;49.633522;49.724762;
12.634211;49.633299;49.725035;
12.643362;49.632892;49.725550;
12.651570;49.632559;49.725989;
12.659777;49.632257;49.726405;
12.667985;49.631987;49.726797;
12.676193;49.631748;49.727165;
12.684401;49.631541;49.727509;
12.692608;49.631366;49.727830;
12.700816;49.631222;49.728127;
12.709024;49.631109;49.728399;
12.717231;49.631028;49.728649;
12.725439;49.630979;49.728874;
12.733647;49.630960;49.729076;
12.741854;49.630973;49.729254;
12.758270;49.631121;49.729516;
12.773044;49.631353;49.729677;
12.787817;49.631682;49.729763;
12.802591;49.632108;49.729776;
12.817365;49.632628;49.729717;
12.830662;49.633171;49.729607;
12.843958;49.633789;49.729440;
12.855925;49.634404;49.729245;
12.866695;49.635004;49.729034;
12.877465;49.635651;49.728787;
12.887158;49.636271;49.728538;
12.896851;49.636926;49.728262;
12.906544;49.637618;49.727958;
12.916238;49.638344;49.727629;
12.924961;49.639026;49.727312;
12.933685;49.639735;49.726974;
12.942409;49.640472;49.726617;
12.951133;49.641235;49.726240;
12.959857;49.642024;49.725845;
12.967708;49.642755;49.725474;
12.975559;49.643506;49.725088;
12.983411;49.644277;49.724688;
12.991262;49.645067;49.724275;
12.999114;49.645877;49.723848;
13.006965;49.646706;49.723408;
13.014817;49.647553;49.722955;
13.022668;49.648418;49.722490;
13.030519;49.649300;49.722013;
13.037586;49.650108;49.721574;
13.044652;49.650930;49.721126;
13.051718;49.651765;49.720670;
13.058785;49.652613;49.720205;
13.065851;49.653474;49.719731;
13.072917;49.654348;49.719250;
13.079983;49.655233;49.718762;
13.087050;49.656130;49.718266;
13.094116;49.657039;49.717763;
13.101182;49.657959;49.717254;
13.108249;49.658890;49.716738;
13.115315;49.659832;49.716216;
13.122381;49.660784;49.715688;
13.129447;49.661745;49.715156;
13.136514;49.662717;49.714618;
13.143580;49.663697;49.714075;
13.150646;49.664687;49.713528;
13.157713;49.665686;49.712976;
13.164779;49.666693;49.712421;
13.171845;49.667708;49.711863;
13.178911;49.668731;49.711301;
13.185271;49.669657;49.710793;
13.191631;49.670590;49.710283;
13.197990;49.671528;49.709771;
13.204350;49.672472;49.709257;
13.210710;49.673421;49.708742;
13.217069;49.674374;49.708226;
13.223429;49.675333;49.707709;
13.229789;49.676296;49.707191;
13.236148;49.677264;49.706672;
13.242508;49.678235;49.706153;
13.248868;49.679210;49.705635;
13.255227;49.680189;49.705116;
13.261587;49.681172;49.704598;
13.267947;49.682158;49.704080;
13.274306;49.683146;49.703563;
13.280666;49.684138;49.703048;
13.287026;49.685132;49.702534;
13.293385;49.686128;49.702021;
13.299745;49.687127;49.701510;
13.306104;49.688127;49.701001;
13.312464;49.689129;49.700494;
13.318824;49.690133;49.699989;
13.325183;49.691138;49.699488;
13.331543;49.692144;49.698989;
13.337903;49.693151;49.698493;
13.344262;49.694159;49.698000;
13.350622;49.695167;49.697511;
13.356982;49.696175;49.697026;
13.363341;49.697184;49.696544;
13.369701;49.698192;49.696067;
13.376061;49.699200;49.695594;
13.382420;49.700207;49.695126;
13.388780;49.701214;49.694662;
13.395140;49.702219;49.694203;
13.401499;49.703224;49.693750;
13.407859;49.704227;49.693302;
13.414219;49.705228;49.692859;
13.420578;49.706228;49.692423;
13.426938;49.707226;49.691992;
13.433298;49.708222;49.691567;
13.439657;49.709215;49.691149;
13.446017;49.710206;49.690738;
13.452377;49.711195;49.690333;
13.458736;49.712180;49.689935;
13.465096;49.713162;49.689544;
13.471455;49.714141;49.689161;
13.477815;49.715117;49.688785;
13.484175;49.716089;49.688417;
13.490534;49.717057;49.688057;
13.496894;49.718022;49.687705;
13.503254;49.718982;49.687361;
13.509613;49.719938;49.687025;
13.515973;49.720889;49.686699;
13.522333;49.721836;49.686380;
13.528692;49.722777;49.686071;
13.535052;49.723714;49.685771;
13.541412;49.724646;49.685481;
13.547771;49.725572;49.685199;
13.554131;49.726493;49.684928;
13.560491;49.727408;49.684666;
13.566850;49.728318;49.684414;
13.573210;49.729221;49.684172;
13.579570;49.730118;49.683941;
13.585929;49.731009;49.683719;
13.592289;49.731894;49.683509;
13.598649;49.732771;49.683309;
13.605008;49.733643;49.683120;
13.611368;49.734507;49.682941;
13.617728;49.735364;49.682774;
13.624087;49.736214;49.682619;
13.630447;49.737057;49.682474;
13.636807;49.737892;49.682341;
13.643166;49.738720;49.682220;
13.649526;49.739540;49.682110;
13.655885;49.740352;49.682013;
13.662245;49.741156;49.681927;
13.668605;49.741952;49.681854;
13.674964;49.742740;49.681792;
13.681324;49.743520;49.681743;
13.687684;49.744291;49.681707;
13.694043;49.745053;49.681683;
13.700403;49.745807;49.681671;
13.706763;49.746552;49.681673;
13.713122;49.747288;49.681687;
13.719482;49.748015;49.681714;
13.725842;49.748733;49.681754;
13.732201;49.749441;49.681808;
13.738561;49.750141;49.681874;
13.744921;49.750831;49.681954;
13.751280;49.751511;49.682047;
13.757640;49.752182;49.682153;
13.764000;49.752844;49.682273;
13.770359;49.753495;49.682407;
13.776719;49.754137;49.682554;
13.783079;49.754769;49.682714;
13.789438;49.755391;49.682889;
13.795798;49.756003;49.683077;
13.802158;49.756604;49.683278;
13.808517;49.757196;49.683494;
13.814877;49.757778;49.683723;
13.821237;49.758349;49.683967;
13.827596;49.758910;49.684224;
13.833956;49.759460;49.684495;
13.840315;49.760001;49.684780;
13.846675;49.760530;49.685079;
13.853035;49.761050;49.685392;
13.859394;49.761559;49.685720;
13.865754;49.762057;49.686061;
13.872114;49.762545;49.686416;
13.878473;49.763022;49.686785;
13.884833;49.763489;49.687168;
13.891193;49.763945;49.687565;
13.897552;49.764390;49.687975;
13.903912;49.764825;49.688400;
13.910272;49.765249;49.688839;
13.916631;49.765663;49.689291;
13.922991;49.766066;49.689758;
13.929351;49.766459;49.690238;
13.935710;49.766841;49.690732;
13.942070;49.767212;49.691240;
13.948430;49.767572;49.691762;
13.954789;49.767922;49.692297;
13.961149;49.768262;49.692846;
13.967509;49.768591;49.693409;
13.973868;49.768909;49.693984;
13.980228;49.769218;49.694573;
13.986588;49.769516;49.695176;
13.992947;49.769804;49.695791;
13.999307;49.770082;49.696420;
14.005667;49.770349;49.697061;
14.012026;49.770607;49.697716;
14.018386;49.770855;49.698383;
14.024745;49.771092;49.699063;
14.031105;49.771320;49.699756;
14.037465;49.771538;49.700461;
14.043824;49.771747;49.701178;
14.050184;49.771945;49.701908;
14.056544;49.772135;49.702650;
14.062903;49.772315;49.703404;
14.069263;49.772485;49.704170;
14.075623;49.772647;49.704948;
14.081982;49.772799;49.705737;
14.088342;49.772942;49.706538;
14.094702;49.773077;49.707350;
14.101061;49.773202;49.708173;
14.107421;49.773319;49.709008;
14.113781;49.773428;49.709853;
14.120140;49.773528;49.710709;
14.126500;49.773619;49.711576;
14.132860;49.773703;49.712453;
14.139219;49.773779;49.713341;
14.145579;49.773846;49.714239;
14.151939;49.773906;49.715146;
14.158298;49.773959;49.716064;
14.164658;49.774004;49.716990;
14.171018;49.774041;49.717927;
14.177377;49.774072;49.718872;
14.183737;49.774095;49.719827;
14.190096;49.774112;49.720791;
14.196456;49.774122;49.721763;
14.202816;49.774125;49.722744;
14.209175;49.774123;49.723733;
14.215535;49.774114;49.724730;
14.221895;49.774099;49.725735;
14.228254;49.774078;49.726747;
14.234614;49.774051;49.727768;
14.240974;49.774019;49.728795;
14.247333;49.773982;49.729830;
14.253693;49.773940;49.730871;
14.260053;49.773892;49.731919;
14.266412;49.773840;49.732974;
14.272772;49.773783;49.734035;
14.279132;49.773722;49.735102;
14.285491;49.773657;49.736174;
14.291851;49.773588;49.737252;
14.298211;49.773515;49.738336;
14.304570;49.773438;49.739425;
14.310930;49.773358;49.740519;
14.317290;49.773275;49.741617;
14.323649;49.773189;49.742720;
14.330009;49.773099;49.743827;
14.336369;49.773008;49.744938;
14.342728;49.772913;49.746053;
14.349088;49.772817;49.747172;
14.355448;49.772719;49.748294;
14.361807;49.772618;49.749419;
14.368167;49.772516;49.750547;
14.374526;49.772413;49.751678;
14.380886;49.772308;49.752811;
14.387246;49.772203;49.753946;
14.393605;49.772097;49.755084;
14.399965;49.771990;49.756223;
14.406325;49.771882;49.757363;
14.412684;49.771775;49.758505;
14.419044;49.771667;49.759648;
14.425404;49.771560;49.760792;
14.431763;49.771453;49.761937;
14.438123;49.771346;49.763082;
14.444483;49.771241;49.764227;
14.450842;49.771136;49.765372;
14.457202;49.771033;49.766516;
14.463562;49.770931;49.767661;
14.469921;49.770830;49.768804;
14.476281;49.770732;49.769947;
14.482641;49.770635;49.771088;
14.489000;49.770541;49.772228;
14.495360;49.770449;49.773367;
14.501720;49.770360;49.774503;
14.508079;49.770273;49.775638;
14.514439;49.770190;49.776770;
14.520799;49.770109;49.777900;
14.527158;49.770032;49.779027;
14.533518;49.769958;49.780152;
14.539878;49.769889;49.781273;
14.546237;49.769823;49.782391;
14.552597;49.769761;49.783506;
14.558956;49.769703;49.784616;
14.565316;49.769650;49.785723;
14.571676;49.769601;49.786826;
14.578035;49.769557;49.787925;
14.584395;49.769519;49.789019;
14.590755;49.769485;49.790108;
14.597114;49.769456;49.791192;
14.603474;49.769433;49.792272;
14.609834;49.769416;49.793346;
14.616193;49.769404;49.794415;
14.622553;49.769398;49.795478;
14.628913;49.769399;49.796536;
14.635272;49.769405;49.797587;
14.641632;49.769418;49.798633;
14.647992;49.769438;49.799672;
14.654351;49.769464;49.800704;
14.660711;49.769497;49.801731;
14.667071;49.769537;49.802750;
14.673430;49.769583;49.803762;
14.679790;49.769638;49.804768;
14.686150;49.769699;49.805766;
14.692509;49.769768;49.806757;
14.698869;49.769845;49.807740;
14.705229;49.769929;49.808716;
14.711588;49.770021;49.809683;
14.717948;49.770121;49.810643;
14.724307;49.770229;49.811595;
14.730667;49.770345;49.812539;
14.737027;49.770469;49.813474;
14.743386;49.770602;49.814401;
14.749746;49.770743;49.815320;
14.756106;49.770893;49.816229;
14.762465;49.771051;49.817130;
14.768825;49.771218;49.818023;
14.775185;49.771394;49.818906;
14.781544;49.771578;49.819780;
14.787904;49.771772;49.820645;
14.794264;49.771975;49.821501;
14.800623;49.772186;49.822347;
14.806983;49.772407;49.823184;
14.813343;49.772637;49.824011;
14.819702;49.772877;49.824829;
14.826062;49.773125;49.825637;
14.832422;49.773383;49.826435;
14.838781;49.773651;49.827224;
14.845141;49.773928;49.828003;
14.851501;49.774214;49.828772;
14.857860;49.774510;49.829530;
14.864220;49.774816;49.830279;
14.870580;49.775131;49.831018;
14.876939;49.775455;49.831746;
14.883299;49.775790;49.832465;
14.889659;49.776134;49.833173;
14.896018;49.776488;49.833871;
14.902378;49.776851;49.834559;
14.908737;49.777224;49.835236;
14.915097;49.777607;49.835903;
14.921457;49.778000;49.836560;
14.927816;49.778402;49.837207;
14.934176;49.778814;49.837843;
14.940536;49.779236;49.838469;
14.946895;49.779667;49.839084;
14.953255;49.780108;49.839689;
14.959615;49.780559;49.840284;
14.965974;49.781019;49.840868;
14.972334;49.781489;49.841442;
14.978694;49.781969;49.842005;
14.985053;49.782458;49.842558;
14.991413;49.782956;49.843101;
14.997773;49.783464;49.843634;
15.004132;49.783982;49.844156;
15.010492;49.784508;49.844669;
15.016852;49.785045;49.845171;
15.023211;49.785590;49.845663;
15.029571;49.786145;49.846144;
15.035931;49.786709;49.846616;
15.042290;49.787281;49.847078;
15.048650;49.787864;49.847530;
15.055010;49.788454;49.847971;
15.061369;49.789054;49.848403;
15.067729;49.789663;49.848826;
15.074089;49.790281;49.849238;
15.080448;49.790907;49.849641;
15.086808;49.791542;49.850034;
15.093167;49.792185;49.850418;
15.099527;49.792837;49.850792;
15.105887;49.793497;49.851157;
15.112246;49.794166;49.851512;
15.118606;49.794843;49.851858;
15.124966;49.795528;49.852196;
15.131325;49.796221;49.852524;
15.137685;49.796921;49.852843;
15.144045;49.797630;49.853153;
15.150404;49.798346;49.853454;
15.156764;49.799070;49.853747;
15.163124;49.799802;49.854031;
15.169483;49.800541;49.854307;
15.175843;49.801287;49.854574;
15.182203;49.802040;49.854833;
15.188562;49.802801;49.855084;
15.194922;49.803568;49.855327;
15.201282;49.804343;49.855562;
15.207641;49.805124;49.855789;
15.214001;49.805911;49.856008;
15.220361;49.806705;49.856219;
15.226720;49.807506;49.856424;
15.233080;49.808313;49.856620;
15.239440;49.809126;49.856810;
15.245799;49.809945;49.856992;
15.252159;49.810770;49.857167;
15.258519;49.811600;49.857336;
15.264878;49.812436;49.857498;
15.271238;49.813278;49.857653;
15.277597;49.814125;49.857801;
15.283957;49.814977;49.857943;
15.290317;49.815835;49.858079;
15.296676;49.816697;49.858209;
15.303036;49.817564;49.858333;
15.309396;49.818436;49.858451;
15.315755;49.819312;49.858564;
15.322115;49.820193;49.858670;
15.328475;49.821078;49.858772;
15.334834;49.821968;49.858868;
15.341194;49.822861;49.858959;
15.347554;49.823758;49.859045;
