time;sm_generator_cePu;sm_generator_PePu;sm_generator_cmPu;sm_generator_PmPu;sm_generator_ufPu;sm_generator_efdPu;sm_generator_omegaPu;sm_generator_theta;sm_generator_PGenPu;sm_generator_QGenPu;sm_generator_PGen;sm_generator_QGen;sm_generator_UPu;sm_generator_IStatorPu;sm_generator_IRotorPu;sm_generator_UStatorPu;sm_generator_QStatorPu;sm_generator_thetaInternal;sm_governor_PmRefPu;line1_line_P1Pu;line1_line_P2Pu;line1_line_Q1Pu;line1_line_Q2Pu;line2_line_P1Pu;line2_line_P2Pu;line2_line_Q1Pu;line2_line_Q2Pu;tfo_transformer_terminal1_V_re;tfo_transformer_terminal1_V_im;tfo_transformer_terminal2_V_re;tfo_transformer_terminal2_V_im;tfo_transformer_terminal1_i_re;tfo_transformer_terminal1_i_im;tfo_transformer_terminal2_i_re;tfo_transformer_terminal2_i_im;
1.475136;0.938857;0.938862;0.922967;0.922972;0.001154;2.638566;1.000006;1.222012;20.770517;9.935532;2077.051705;993.553208;0.995974;23.117616;2.618959;0.995974;9.935532;0.703764;0.923000;-13.507995;13.507995;0.975240;4.115491;-7.262522;7.262522;0.524334;2.212678;0.876427;0.337726;0.865190;0.493365;-23.057600;-1.664696;23.057600;1.664696;
1.507904;0.938496;0.938434;0.923394;0.923332;0.001153;2.636289;0.999934;1.221703;20.761085;9.935236;2076.108518;993.523612;0.996087;23.106304;2.619056;0.996087;9.935236;0.703778;0.923000;-13.501861;13.501861;0.968157;4.117594;-7.259224;7.259224;0.520526;2.213809;0.876604;0.337573;0.865449;0.493141;-23.047130;-1.652605;23.047130;1.652605;
1.537395;0.937583;0.937464;0.923751;0.923634;0.001152;2.632683;0.999873;1.220815;20.739719;9.931126;2073.971852;993.112641;0.996268;23.080996;2.618127;0.996268;9.931126;0.703580;0.923000;-13.487965;13.487965;0.954564;4.120052;-7.251753;7.251753;0.513218;2.215131;0.876944;0.337225;0.865946;0.492633;-23.023411;-1.629402;23.023411;1.629402;
1.566886;0.936162;0.935993;0.924072;0.923905;0.001149;2.627770;0.999819;1.219402;20.707283;9.923679;2070.728273;992.367925;0.996513;23.042723;2.616300;0.996513;9.923679;0.703196;0.923000;-13.466871;13.466871;0.934842;4.122958;-7.240412;7.240412;0.502614;2.216693;0.877437;0.336698;0.866666;0.491863;-22.987403;-1.595738;22.987403;1.595738;
1.592057;0.934590;0.934384;0.924308;0.924104;0.001147;2.622687;0.999779;1.217825;20.671823;9.914957;2067.182284;991.495658;0.996767;23.000987;2.614094;0.996767;9.914957;0.702735;0.923000;-13.443810;13.443810;0.913774;4.125722;-7.228013;7.228013;0.491287;2.218179;0.877964;0.336121;0.867435;0.491021;-22.948039;-1.559774;22.948039;1.559774;
1.614710;0.932934;0.932700;0.924487;0.924255;0.001145;2.617544;0.999749;1.216156;20.634710;9.905502;2063.470967;990.550234;0.997025;22.957392;2.611662;0.997025;9.905502;0.702228;0.923000;-13.419673;13.419673;0.892042;4.128368;-7.215037;7.215037;0.479603;2.219602;0.878507;0.335518;0.868229;0.490139;-22.906839;-1.522679;22.906839;1.522679;
1.635098;0.931281;0.931027;0.924616;0.924364;0.001143;2.612559;0.999727;1.214487;20.597849;9.895907;2059.784891;989.590709;0.997274;22.914170;2.609163;0.997274;9.895907;0.701708;0.923000;-13.395701;13.395701;0.870692;4.130832;-7.202148;7.202148;0.468124;2.220926;0.879041;0.334919;0.869009;0.489264;-22.865919;-1.486237;22.865919;1.486237;
1.655486;0.929510;0.929241;0.924715;0.924447;0.001140;2.607338;0.999711;1.212695;20.558472;9.885496;2055.847189;988.549572;0.997535;22.868075;2.606427;0.997535;9.885496;0.701138;0.923000;-13.370092;13.370092;0.848097;4.133325;-7.188380;7.188380;0.455976;2.222266;0.879606;0.334278;0.869834;0.488328;-22.822207;-1.447668;22.822207;1.447668;
1.673835;0.927840;0.927562;0.924776;0.924498;0.001138;2.602515;0.999700;1.211003;20.521466;9.875599;2052.146560;987.559946;0.997776;22.824824;2.603802;0.997776;9.875599;0.700593;0.923000;-13.346025;13.346025;0.827033;4.135564;-7.175440;7.175440;0.444651;2.223470;0.880133;0.333677;0.870604;0.487449;-22.781125;-1.411712;22.781125;1.411712;
1.692184;0.926125;0.925843;0.924810;0.924527;0.001136;2.597650;0.999695;1.209266;20.483575;9.865369;2048.357477;986.536868;0.998019;22.780607;2.601068;0.998019;9.865369;0.700025;0.923000;-13.321383;13.321383;0.805625;4.137763;-7.162191;7.162191;0.433141;2.224653;0.880668;0.333060;0.871385;0.486549;-22.739062;-1.375169;22.739062;1.375169;
1.710534;0.924393;0.924109;0.924816;0.924533;0.001134;2.592816;0.999693;1.207508;20.445369;9.854967;2044.536949;985.496667;0.998261;22.736089;2.598269;0.998261;9.854967;0.699443;0.923000;-13.296537;13.296537;0.784193;4.139893;-7.148833;7.148833;0.421618;2.225798;0.881204;0.332439;0.872168;0.485642;-22.696650;-1.338586;22.696650;1.338586;
1.728883;0.922667;0.922387;0.924797;0.924516;0.001132;2.588079;0.999697;1.205757;20.407413;9.844553;2040.741322;984.455277;0.998498;22.691926;2.595445;0.998498;9.844553;0.698857;0.923000;-13.271852;13.271852;0.763048;4.141927;-7.135561;7.135561;0.410250;2.226892;0.881732;0.331822;0.872940;0.484740;-22.654515;-1.302492;22.654515;1.302492;
1.747232;0.920974;0.920702;0.924751;0.924478;0.001130;2.583507;0.999704;1.204037;20.370258;9.834283;2037.025776;983.428279;0.998727;22.648757;2.592638;0.998727;9.834283;0.698275;0.923000;-13.247688;13.247688;0.742490;4.143841;-7.122569;7.122569;0.399197;2.227920;0.882246;0.331218;0.873691;0.483858;-22.613268;-1.267400;22.613268;1.267400;
1.765581;0.919337;0.919077;0.924680;0.924418;0.001128;2.579159;0.999716;1.202374;20.334436;9.824307;2033.443580;982.430713;0.998944;22.607194;2.589890;0.998944;9.824307;0.697706;0.923000;-13.224392;13.224392;0.722803;4.145610;-7.110044;7.110044;0.388612;2.228872;0.882739;0.330635;0.874410;0.483007;-22.573501;-1.233795;22.573501;1.233795;
1.783930;0.917781;0.917535;0.924586;0.924339;0.001126;2.575092;0.999732;1.200791;20.300453;9.814769;2030.045326;981.476881;0.999147;22.567817;2.587240;0.999147;9.814769;0.697157;0.923000;-13.202291;13.202291;0.704252;4.147216;-7.098162;7.098162;0.378639;2.229735;0.883202;0.330083;0.875088;0.482199;-22.535777;-1.202130;22.535777;1.202130;
1.802280;0.916326;0.916098;0.924471;0.924241;0.001125;2.571359;0.999752;1.199309;20.268782;9.805802;2026.878185;980.580154;0.999334;22.531163;2.584725;0.999334;9.805802;0.696638;0.923000;-13.181694;13.181694;0.687082;4.148641;-7.087088;7.087088;0.369407;2.230501;0.883632;0.329568;0.875715;0.481447;-22.500618;-1.172820;22.500618;1.172820;
1.820629;0.914992;0.914786;0.924335;0.924127;0.001123;2.568003;0.999775;1.197949;20.239852;9.797528;2023.985228;979.752804;0.999502;22.497722;2.582378;0.999502;9.797528;0.696154;0.923000;-13.162880;13.162880;0.671508;4.149870;-7.076973;7.076973;0.361034;2.231162;0.884021;0.329098;0.876284;0.480760;-22.468503;-1.146237;22.468503;1.146237;
1.838978;0.913798;0.913616;0.924183;0.923998;0.001122;2.565064;0.999800;1.196728;20.214048;9.790058;2021.404808;979.005850;0.999649;22.467925;2.580232;0.999649;9.790058;0.695713;0.923000;-13.146098;13.146098;0.657721;4.150894;-7.067950;7.067950;0.353621;2.231713;0.884366;0.328678;0.876787;0.480147;-22.439858;-1.122704;22.439858;1.122704;
1.857327;0.912758;0.912602;0.924015;0.923857;0.001121;2.562574;0.999829;1.195662;20.191700;9.783489;2019.170020;978.348930;0.999773;22.442146;2.578314;0.999773;9.783489;0.695321;0.923000;-13.131564;13.131564;0.645883;4.151704;-7.060136;7.060136;0.347256;2.232148;0.884662;0.328315;0.877220;0.479616;-22.415049;-1.102496;22.415049;1.102496;
1.875676;0.911886;0.911757;0.923836;0.923705;0.001120;2.560558;0.999859;1.194765;20.173083;9.777902;2017.308263;977.790192;0.999874;22.420690;2.576648;0.999874;9.777902;0.694983;0.923000;-13.119456;13.119456;0.636122;4.152296;-7.053626;7.053626;0.342009;2.232466;0.884906;0.328012;0.877576;0.479174;-22.394381;-1.085835;22.394381;1.085835;
1.894026;0.911191;0.911092;0.923647;0.923546;0.001119;2.559034;0.999891;1.194046;20.158409;9.773362;2015.840892;977.336207;0.999950;22.403796;2.575254;0.999950;9.773362;0.694703;0.923000;-13.109914;13.109914;0.628537;4.152668;-7.048495;7.048495;0.337930;2.232666;0.885095;0.327773;0.877853;0.478825;-22.378092;-1.072887;22.378092;1.072887;
1.912375;0.910681;0.910612;0.923452;0.923381;0.001119;2.558012;0.999924;1.193514;20.147830;9.769919;2014.782972;976.991910;1.000001;22.391630;2.574148;1.000001;9.769919;0.694484;0.923000;-13.103033;13.103033;0.623192;4.152821;-7.044796;7.044796;0.335057;2.232749;0.885229;0.327601;0.878049;0.478574;-22.366348;-1.063764;22.366348;1.063764;
1.930724;0.910361;0.910322;0.923253;0.923214;0.001119;2.557497;0.999957;1.193172;20.141432;9.767606;2014.143155;976.760560;1.000027;22.384287;2.573339;1.000027;9.767606;0.694329;0.923000;-13.098872;13.098872;0.620122;4.152760;-7.042559;7.042559;0.333406;2.232716;0.885306;0.327497;0.878161;0.478422;-22.359245;-1.058522;22.359245;1.058522;
1.949073;0.910230;0.910222;0.923054;0.923046;0.001119;2.557484;0.999991;1.193022;20.139232;9.766436;2013.923243;976.643649;1.000028;22.381784;2.572836;1.000028;9.766436;0.694240;0.923000;-13.097442;13.097442;0.619323;4.152491;-7.041790;7.041790;0.332976;2.232571;0.885326;0.327461;0.878190;0.478370;-22.356804;-1.057159;22.356804;1.057159;
1.967422;0.910289;0.910311;0.922858;0.922880;0.001119;2.557963;1.000024;1.193064;20.141189;9.766412;2014.118869;976.641198;1.000004;22.384070;2.572640;1.000004;9.766412;0.694216;0.923000;-13.098714;13.098714;0.620762;4.152026;-7.042474;7.042474;0.333750;2.232321;0.885290;0.327493;0.878137;0.478416;-22.358975;-1.059616;22.358975;1.059616;
1.993402;0.910684;0.910747;0.922591;0.922655;0.001120;2.559445;1.000069;1.193441;20.150802;9.768278;2015.080241;976.827784;0.999930;22.395194;2.572879;0.999930;9.768278;0.694292;0.923000;-13.104967;13.104967;0.626481;4.151053;-7.045836;7.045836;0.336825;2.231798;0.885147;0.327650;0.877928;0.478645;-22.369648;-1.069377;22.369648;1.069377;
2.019382;0.911425;0.911526;0.922342;0.922444;0.001121;2.561807;1.000111;1.194172;20.167989;9.772280;2016.798853;977.227956;0.999811;22.415053;2.573701;0.999811;9.772280;0.694493;0.923000;-13.116144;13.116144;0.636262;4.149749;-7.051845;7.051845;0.342084;2.231097;0.884902;0.327929;0.877571;0.479053;-22.388726;-1.086073;22.388726;1.086073;
2.045362;0.912482;0.912618;0.922118;0.922255;0.001122;2.564961;1.000149;1.195226;20.192045;9.778252;2019.204512;977.825228;0.999654;22.442852;2.575069;0.999654;9.778252;0.694810;0.923000;-13.131789;13.131789;0.649730;4.148159;-7.060256;7.060256;0.349325;2.230242;0.884565;0.328320;0.877079;0.479624;-22.415432;-1.109062;22.415432;1.109062;
2.071343;0.913815;0.913981;0.921924;0.922092;0.001124;2.568800;1.000182;1.196566;20.222092;9.785982;2022.209185;978.598156;0.999462;22.477590;2.576930;0.999462;9.785982;0.695231;0.923000;-13.151329;13.151329;0.666417;4.146336;-7.070762;7.070762;0.358297;2.229262;0.884148;0.328809;0.876470;0.480338;-22.448787;-1.137547;22.448787;1.137547;
2.094725;0.915215;0.915403;0.921780;0.921970;0.001125;2.572743;1.000206;1.197981;20.253455;9.794239;2025.345468;979.423883;0.999265;22.513878;2.578977;0.999265;9.794239;0.695688;0.923000;-13.171726;13.171726;0.683766;4.144539;-7.081729;7.081729;0.367624;2.228296;0.883715;0.329319;0.875836;0.481083;-22.483603;-1.167161;22.483603;1.167161;
2.115768;0.916606;0.916811;0.921677;0.921883;0.001127;2.576606;1.000223;1.199393;20.284488;9.802546;2028.448793;980.254571;0.999072;22.549814;2.581074;0.999072;9.802546;0.696152;0.923000;-13.191908;13.191908;0.700899;4.142832;-7.092580;7.092580;0.376836;2.227378;0.883286;0.329823;0.875210;0.481820;-22.518054;-1.196406;22.518054;1.196406;
2.136812;0.918091;0.918308;0.921601;0.921819;0.001129;2.580682;1.000236;1.200906;20.317480;9.811497;2031.747957;981.149660;0.998868;22.588054;2.583365;0.998868;9.811497;0.696656;0.923000;-13.213364;13.213364;0.719097;4.141076;-7.104115;7.104115;0.386620;2.226434;0.882831;0.330360;0.874546;0.482604;-22.554678;-1.227469;22.554678;1.227469;
2.155752;0.919482;0.919706;0.921556;0.921781;0.001130;2.584470;1.000244;1.202328;20.348315;9.819960;2034.831521;981.996010;0.998678;22.623828;2.585556;0.998678;9.819960;0.697135;0.923000;-13.233418;13.233418;0.736100;4.139480;-7.114897;7.114897;0.395761;2.225576;0.882406;0.330861;0.873925;0.483336;-22.588909;-1.256492;22.588909;1.256492;
2.174691;0.920902;0.921130;0.921535;0.921763;0.001132;2.588306;1.000247;1.203783;20.379699;9.828663;2037.969872;982.866327;0.998487;22.660271;2.587831;0.998487;9.828663;0.697631;0.923000;-13.253828;13.253828;0.753404;4.137896;-7.125871;7.125871;0.405065;2.224724;0.881973;0.331371;0.873293;0.484082;-22.623748;-1.286030;22.623748;1.286030;
2.193631;0.922328;0.922556;0.921536;0.921764;0.001134;2.592132;1.000247;1.205249;20.411132;9.837467;2041.113209;983.746719;0.998295;22.696805;2.590154;0.998295;9.837467;0.698135;0.923000;-13.274271;13.274271;0.770737;4.136347;-7.136861;7.136861;0.414384;2.223891;0.881540;0.331883;0.872660;0.484828;-22.658643;-1.315617;22.658643;1.315617;
2.212570;0.923738;0.923962;0.921560;0.921784;0.001135;2.595887;1.000243;1.206702;20.442129;9.846234;2044.212948;984.623418;0.998108;22.732865;2.592486;0.998108;9.846234;0.698640;0.923000;-13.294430;13.294430;0.787832;4.134857;-7.147700;7.147700;0.423575;2.223090;0.881113;0.332387;0.872035;0.485565;-22.693053;-1.344798;22.693053;1.344798;
2.231510;0.925110;0.925328;0.921605;0.921822;0.001137;2.599515;1.000236;1.208121;20.472223;9.854829;2047.222288;985.482948;0.997926;22.767905;2.594793;0.997926;9.854829;0.699137;0.923000;-13.314001;13.314001;0.804428;4.133449;-7.158222;7.158222;0.432498;2.222333;0.880698;0.332876;0.871429;0.486279;-22.726460;-1.373126;22.726460;1.373126;
2.250449;0.926424;0.926632;0.921671;0.921878;0.001139;2.602962;1.000224;1.209484;20.500968;9.863123;2050.096833;986.312314;0.997754;22.801403;2.597039;0.997754;9.863123;0.699620;0.923000;-13.332695;13.332695;0.820276;4.132141;-7.168273;7.168273;0.441018;2.221630;0.880302;0.333343;0.870850;0.486962;-22.758371;-1.400178;22.758371;1.400178;
2.269388;0.927661;0.927856;0.921756;0.921950;0.001140;2.606177;1.000210;1.210772;20.527955;9.870993;2052.795504;987.099288;0.997593;22.832875;2.599190;0.997593;9.870993;0.700081;0.923000;-13.350246;13.350246;0.835143;4.130955;-7.177709;7.177709;0.449012;2.220992;0.879930;0.333782;0.870307;0.487603;-22.788329;-1.425556;22.788329;1.425556;
2.288328;0.928804;0.928983;0.921859;0.922036;0.001141;2.609114;1.000193;1.211966;20.552801;9.878323;2055.280111;987.832330;0.997446;22.861870;2.601216;0.997446;9.878323;0.700515;0.923000;-13.366404;13.366404;0.848813;4.129906;-7.186397;7.186397;0.456361;2.220428;0.879588;0.334186;0.869808;0.488193;-22.815911;-1.448890;22.815911;1.448890;
2.307267;0.929837;0.929998;0.921977;0.922136;0.001142;2.611729;1.000173;1.213049;20.575167;9.885010;2057.516662;988.500951;0.997315;22.887984;2.603087;0.997315;9.885010;0.700913;0.923000;-13.380950;13.380950;0.861090;4.129009;-7.194217;7.194217;0.462962;2.219946;0.879281;0.334550;0.869360;0.488725;-22.840740;-1.469846;22.840740;1.469846;
2.326207;0.930747;0.930887;0.922108;0.922247;0.001143;2.613988;1.000151;1.214008;20.594757;9.890959;2059.475666;989.095861;0.997202;22.910867;2.604776;0.997202;9.890959;0.701273;0.923000;-13.393690;13.393690;0.871805;4.128278;-7.201067;7.201067;0.468723;2.219553;0.879013;0.334868;0.868968;0.489190;-22.862487;-1.488135;22.862487;1.488135;
2.345146;0.931521;0.931639;0.922251;0.922368;0.001144;2.615859;1.000126;1.214829;20.611324;9.896091;2061.132418;989.609081;0.997109;22.930224;2.606260;0.997109;9.896091;0.701588;0.923000;-13.404465;13.404465;0.880814;4.127720;-7.206860;7.206860;0.473567;2.219253;0.878788;0.335138;0.868639;0.489584;-22.880879;-1.503515;22.880879;1.503515;
2.364086;0.932150;0.932244;0.922403;0.922496;0.001145;2.617320;1.000101;1.215502;20.624672;9.900340;2062.467233;990.034036;0.997036;22.945817;2.607521;0.997036;9.900340;0.701855;0.923000;-13.413145;13.413145;0.888006;4.127344;-7.211527;7.211527;0.477433;2.219051;0.878608;0.335355;0.868377;0.489901;-22.895696;-1.515790;22.895696;1.515790;
2.383025;0.932628;0.932697;0.922561;0.922630;0.001145;2.618354;1.000074;1.216021;20.634656;9.903656;2063.465630;990.365638;0.996984;22.957474;2.608542;0.996984;9.903656;0.702071;0.923000;-13.419638;13.419638;0.893295;4.127151;-7.215018;7.215018;0.480277;2.218947;0.878476;0.335517;0.868183;0.490138;-22.906780;-1.524819;22.906780;1.524819;
2.401965;0.932950;0.932993;0.922723;0.922766;0.001146;2.618952;1.000047;1.216379;20.641184;9.906000;2064.118399;990.599972;0.996954;22.965084;2.609312;0.996954;9.906000;0.702234;0.923000;-13.423884;13.423884;0.896634;4.127141;-7.217300;7.217300;0.482072;2.218942;0.878392;0.335623;0.868061;0.490293;-22.914026;-1.530518;22.914026;1.530518;
2.420904;0.933114;0.933132;0.922886;0.922904;0.001146;2.619112;1.000019;1.216575;20.644230;9.907361;2064.422978;990.736120;0.996946;22.968614;2.609824;0.996946;9.907361;0.702342;0.923000;-13.425865;13.425865;0.898005;4.127315;-7.218365;7.218365;0.482809;2.219035;0.878358;0.335673;0.868011;0.490365;-22.917407;-1.532858;22.917407;1.532858;
2.458783;0.932977;0.932945;0.923203;0.923171;0.001145;2.618168;0.999966;1.216487;20.640118;9.907157;2064.011847;990.715680;0.996993;22.963719;2.610069;0.996993;9.907157;0.702394;0.923000;-13.423191;13.423191;0.895009;4.128169;-7.216928;7.216928;0.481198;2.219494;0.878433;0.335606;0.868121;0.490268;-22.912843;-1.527744;22.912843;1.527744;
2.496662;0.932254;0.932176;0.923496;0.923419;0.001144;2.615653;0.999916;1.215794;20.623161;9.903226;2062.316090;990.322598;0.997119;22.943786;2.609313;0.997119;9.903226;0.702235;0.923000;-13.412162;13.412162;0.884832;4.129629;-7.210998;7.210998;0.475726;2.220280;0.878687;0.335330;0.868492;0.489865;-22.894019;-1.510372;22.894019;1.510372;
2.530753;0.931150;0.931036;0.923726;0.923613;0.001143;2.612211;0.999877;1.214702;20.598037;9.896794;2059.803662;989.679439;0.997291;22.914325;2.607840;0.997291;9.896794;0.701927;0.923000;-13.395823;13.395823;0.870214;4.131378;-7.202214;7.202214;0.467867;2.221219;0.879053;0.334922;0.869026;0.489268;-22.866128;-1.485420;22.866128;1.485420;
2.560947;0.929865;0.929724;0.923895;0.923756;0.001141;2.608393;0.999849;1.213416;20.569134;9.889115;2056.913360;988.911516;0.997482;22.880488;2.605980;0.997482;9.889115;0.701539;0.923000;-13.377026;13.377026;0.853646;4.133186;-7.192107;7.192107;0.458959;2.222192;0.879467;0.334452;0.869632;0.488581;-22.834042;-1.457139;22.834042;1.457139;
2.587815;0.928524;0.928365;0.924013;0.923855;0.001139;2.604528;0.999829;1.212067;20.539180;9.880995;2053.918025;988.099527;0.997675;22.845472;2.603957;0.997675;9.880995;0.701117;0.923000;-13.357546;13.357546;0.836646;4.134934;-7.181634;7.181634;0.449819;2.223131;0.879892;0.333965;0.870252;0.487870;-22.800791;-1.428120;22.800791;1.428120;
2.611997;0.927197;0.927026;0.924091;0.923921;0.001138;2.600785;0.999816;1.210727;20.509657;9.872885;2050.965707;987.288496;0.997863;22.811003;2.601897;0.997863;9.872885;0.700687;0.923000;-13.338346;13.338346;0.820021;4.136568;-7.171311;7.171311;0.440881;2.224010;0.880308;0.333485;0.870860;0.487169;-22.768017;-1.399743;22.768017;1.399743;
2.633761;0.925934;0.925756;0.924136;0.923958;0.001136;2.597289;0.999808;1.209450;20.481673;9.865121;2048.167279;986.512072;0.998037;22.778370;2.599898;0.998037;9.865121;0.700271;0.923000;-13.320146;13.320146;0.804368;4.138049;-7.161526;7.161526;0.432465;2.224806;0.880699;0.333030;0.871431;0.486504;-22.736951;-1.373024;22.736951;1.373024;
2.655524;0.924635;0.924455;0.924156;0.923976;0.001135;2.593754;0.999805;1.208134;20.452990;9.857094;2045.299000;985.709383;0.998214;22.744960;2.597808;0.998214;9.857094;0.699835;0.923000;-13.301493;13.301493;0.788424;4.139505;-7.151497;7.151497;0.423893;2.225589;0.881098;0.332563;0.872014;0.485823;-22.705110;-1.345808;22.705110;1.345808;
2.677288;0.923329;0.923149;0.924153;0.923973;0.001133;2.590253;0.999805;1.206808;20.424210;9.848974;2042.420993;984.897447;0.998389;22.711475;2.595672;0.998389;9.848974;0.699391;0.923000;-13.282776;13.282776;0.772523;4.140907;-7.141434;7.141434;0.415344;2.226343;0.881495;0.332095;0.872594;0.485139;-22.673161;-1.318666;22.673161;1.318666;
2.699051;0.922041;0.921866;0.924127;0.923951;0.001132;2.586859;0.999810;1.205500;20.395922;9.840929;2039.592196;984.092857;0.998559;22.678599;2.593533;0.998559;9.840929;0.698946;0.923000;-13.264379;13.264379;0.756991;4.142225;-7.131543;7.131543;0.406993;2.227051;0.881884;0.331635;0.873162;0.484467;-22.641758;-1.292153;22.641758;1.292153;
2.720815;0.920798;0.920631;0.924077;0.923909;0.001130;2.583638;0.999818;1.204235;20.368695;9.833117;2036.869461;983.311701;0.998720;22.646990;2.591436;0.998720;9.833117;0.698511;0.923000;-13.246672;13.246672;0.742135;4.143434;-7.122023;7.122023;0.399006;2.227702;0.882255;0.331193;0.873704;0.483820;-22.611533;-1.266794;22.611533;1.266794;
2.742578;0.919624;0.919468;0.924007;0.923850;0.001129;2.580652;0.999830;1.203038;20.343065;9.825692;2034.306457;982.569226;0.998869;22.617267;2.589423;0.998869;9.825692;0.698094;0.923000;-13.230003;13.230003;0.728241;4.144511;-7.113061;7.113061;0.391536;2.228281;0.882603;0.330776;0.874212;0.483212;-22.583080;-1.243078;22.583080;1.243078;
2.764342;0.918543;0.918400;0.923918;0.923775;0.001128;2.577956;0.999845;1.201933;20.319526;9.818796;2031.952613;981.879561;0.999004;22.589996;2.587531;0.999004;9.818796;0.697702;0.923000;-13.214695;13.214695;0.715571;4.145438;-7.104831;7.104831;0.384724;2.228779;0.882919;0.330393;0.874675;0.482652;-22.556950;-1.221451;22.556950;1.221451;
2.786105;0.917573;0.917447;0.923811;0.923685;0.001127;2.575598;0.999863;1.200940;20.298522;9.812555;2029.852157;981.255460;0.999122;22.565685;2.585798;0.999122;9.812555;0.697345;0.923000;-13.201035;13.201035;0.704353;4.146198;-7.097487;7.097487;0.378693;2.229188;0.883200;0.330052;0.875084;0.482154;-22.533633;-1.202303;22.533633;1.202303;
2.807869;0.916734;0.916627;0.923690;0.923583;0.001126;2.573619;0.999883;1.200078;20.280433;9.807081;2028.043261;980.708076;0.999221;22.544767;2.584255;0.999221;9.807081;0.697028;0.923000;-13.189271;13.189271;0.694783;4.146781;-7.091162;7.091162;0.373547;2.229501;0.883439;0.329757;0.875434;0.481724;-22.513552;-1.185966;22.513552;1.185966;
2.829632;0.916039;0.915953;0.923558;0.923471;0.001125;2.572050;0.999906;1.199361;20.265573;9.802468;2026.557342;980.246775;0.999299;22.527601;2.582930;0.999299;9.802468;0.696758;0.923000;-13.179607;13.179607;0.687016;4.147177;-7.085966;7.085966;0.369371;2.229714;0.883633;0.329516;0.875717;0.481371;-22.497056;-1.172708;22.497056;1.172708;
2.851396;0.915501;0.915436;0.923416;0.923351;0.001125;2.570913;0.999930;1.198802;20.254185;9.798790;2025.418512;979.878990;0.999356;22.514458;2.581844;0.999356;9.798790;0.696539;0.923000;-13.172201;13.172201;0.681170;4.147384;-7.081984;7.081984;0.366229;2.229825;0.883779;0.329331;0.875931;0.481100;-22.484414;-1.162730;22.484414;1.162730;
2.873159;0.915126;0.915085;0.923269;0.923227;0.001124;2.570222;0.999955;1.198408;20.246432;9.796101;2024.643200;979.610114;0.999391;22.505524;2.581014;0.999391;9.796101;0.696375;0.923000;-13.167159;13.167159;0.677322;4.147401;-7.079273;7.079273;0.364160;2.229834;0.883876;0.329205;0.876072;0.480916;-22.475807;-1.156161;22.475807;1.156161;
2.894923;0.914920;0.914902;0.923120;0.923101;0.001124;2.569982;0.999980;1.198185;20.242400;9.794434;2024.239956;979.443436;0.999403;22.500895;2.580453;0.999403;9.794434;0.696267;0.923000;-13.164536;13.164536;0.675506;4.147232;-7.077863;7.077863;0.363184;2.229743;0.883921;0.329139;0.876138;0.480820;-22.471331;-1.153062;22.471331;1.153062;
2.916686;0.914883;0.914888;0.922970;0.922975;0.001124;2.570187;1.000005;1.198134;20.242094;9.793801;2024.209425;979.380121;0.999392;22.500575;2.580166;0.999392;9.793801;0.696218;0.923000;-13.164338;13.164338;0.675718;4.146883;-7.077756;7.077756;0.363297;2.229556;0.883916;0.329134;0.876130;0.480813;-22.470992;-1.153423;22.470992;1.153423;
2.960213;0.915290;0.915338;0.922689;0.922738;0.001125;2.571837;1.000052;1.198520;20.252023;9.795509;2025.202324;979.550888;0.999310;22.512120;2.580393;0.999310;9.795509;0.696291;0.923000;-13.170795;13.170795;0.681839;4.145712;-7.081228;7.081228;0.366588;2.228927;0.883763;0.329295;0.875907;0.481049;-22.482014;-1.163872;22.482014;1.163872;
2.995699;0.916064;0.916144;0.922485;0.922565;0.001126;2.574307;1.000087;1.199288;20.269784;9.799667;2026.978352;979.966665;0.999187;22.532716;2.581332;0.999187;9.799667;0.696509;0.923000;-13.182345;13.182345;0.692045;4.144344;-7.087438;7.087438;0.372075;2.228191;0.883508;0.329584;0.875534;0.481471;-22.501730;-1.181293;22.501730;1.181293;
3.031185;0.917177;0.917283;0.922314;0.922421;0.001127;2.577617;1.000116;1.200406;20.294891;9.805983;2029.489127;980.598349;0.999021;22.561829;2.582869;0.999021;9.805983;0.696854;0.923000;-13.198674;13.198674;0.706206;4.142689;-7.096217;7.096217;0.379689;2.227301;0.883153;0.329992;0.875017;0.482067;-22.529603;-1.205464;22.529603;1.205464;
3.060583;0.918310;0.918433;0.922203;0.922327;0.001129;2.580872;1.000135;1.201551;20.320250;9.812596;2032.024957;981.259641;0.998858;22.591244;2.584534;0.998858;9.812596;0.697221;0.923000;-13.215166;13.215166;0.720387;4.141159;-7.105084;7.105084;0.387313;2.226478;0.882799;0.330405;0.874499;0.482670;-22.557753;-1.229672;22.557753;1.229672;
3.087040;0.919452;0.919587;0.922130;0.922266;0.001130;2.584086;1.000147;1.202712;20.345691;9.819378;2034.569080;981.937791;0.998698;22.620773;2.586274;0.998698;9.819378;0.697601;0.923000;-13.231711;13.231711;0.734555;4.139709;-7.113980;7.113980;0.394930;2.225699;0.882445;0.330818;0.873981;0.483274;-22.585996;-1.253855;22.585996;1.253855;
