time;WT4A_WT_controlMeasurements_PGenNomPu;WT4A_WT_controlMeasurements_QGenNomPu;WT4A_WT_controlMeasurements_UPu;WT4A_WT_terminal_V_re;WT4A_WT_terminal_V_im;WT4A_WT_terminal_i_re;WT4A_WT_terminal_i_im;WT4A_WT_control4A_ipMaxPu;WT4A_WT_control4A_iqMaxPu;
20.453798;0.493656;-0.210052;1.018201;0.233835;-0.990986;-0.312128;0.424496;1.000062;0.330000;
20.454305;0.493656;-0.210051;1.018201;0.232256;-0.991358;-0.311449;0.424993;1.000062;0.330000;
20.454559;0.493656;-0.210050;1.018201;0.231466;-0.991543;-0.311110;0.425241;1.000062;0.330000;
20.455066;0.493656;-0.210048;1.018202;0.229886;-0.991911;-0.310430;0.425736;1.000062;0.330000;
20.455319;0.493656;-0.210047;1.018202;0.229096;-0.992094;-0.310090;0.425984;1.000062;0.330000;
20.455827;0.493656;-0.210045;1.018203;0.227515;-0.992458;-0.309409;0.426478;1.000062;0.330000;
20.456080;0.493656;-0.210044;1.018203;0.226724;-0.992640;-0.309068;0.426724;1.000062;0.330000;
20.456587;0.493656;-0.210043;1.018203;0.225143;-0.993000;-0.308386;0.427216;1.000062;0.330000;
20.456841;0.493656;-0.210042;1.018204;0.224351;-0.993179;-0.308044;0.427462;1.000062;0.330000;
20.457348;0.493656;-0.210040;1.018204;0.222769;-0.993536;-0.307361;0.427952;1.000062;0.330000;
20.457602;0.493656;-0.210039;1.018204;0.221977;-0.993713;-0.307019;0.428197;1.000062;0.330000;
20.458109;0.493656;-0.210037;1.018205;0.220394;-0.994066;-0.306335;0.428686;1.000062;0.330000;
20.458362;0.493656;-0.210036;1.018205;0.219602;-0.994242;-0.305992;0.428930;1.000062;0.330000;
20.458870;0.493656;-0.210035;1.018206;0.218017;-0.994591;-0.305306;0.429417;1.000062;0.330000;
20.459123;0.493656;-0.210034;1.018206;0.217225;-0.994765;-0.304963;0.429660;1.000062;0.330000;
20.459630;0.493657;-0.210032;1.018206;0.215640;-0.995110;-0.304276;0.430146;1.000062;0.330000;
20.459884;0.493657;-0.210031;1.018207;0.214847;-0.995282;-0.303933;0.430388;1.000062;0.330000;
20.460391;0.493657;-0.210029;1.018207;0.213261;-0.995623;-0.303245;0.430872;1.000062;0.330000;
20.460645;0.493657;-0.210028;1.018207;0.212468;-0.995793;-0.302900;0.431114;1.000062;0.330000;
20.461152;0.493657;-0.210027;1.018208;0.210881;-0.996131;-0.302211;0.431596;1.000062;0.330000;
20.461405;0.493657;-0.210026;1.018208;0.210087;-0.996299;-0.301866;0.431837;1.000062;0.330000;
20.461913;0.493657;-0.210024;1.018209;0.208500;-0.996633;-0.301176;0.432317;1.000062;0.330000;
20.462166;0.493657;-0.210023;1.018209;0.207706;-0.996799;-0.300831;0.432557;1.000062;0.330000;
20.462673;0.493657;-0.210021;1.018209;0.206117;-0.997129;-0.300139;0.433036;1.000062;0.330000;
20.462927;0.493657;-0.210021;1.018210;0.205323;-0.997293;-0.299793;0.433275;1.000062;0.330000;
20.463434;0.493657;-0.210019;1.018210;0.203734;-0.997620;-0.299101;0.433752;1.000062;0.330000;
20.463688;0.493657;-0.210018;1.018210;0.202939;-0.997782;-0.298754;0.433991;1.000062;0.330000;
20.464195;0.493657;-0.210016;1.018211;0.201349;-0.998104;-0.298060;0.434466;1.000062;0.330000;
20.464448;0.493657;-0.210015;1.018211;0.200554;-0.998265;-0.297713;0.434704;1.000062;0.330000;
20.464955;0.493657;-0.210014;1.018212;0.198963;-0.998583;-0.297018;0.435178;1.000062;0.330000;
20.465209;0.493657;-0.210013;1.018212;0.198167;-0.998742;-0.296671;0.435414;1.000062;0.330000;
20.465716;0.493657;-0.210011;1.018212;0.196576;-0.999057;-0.295975;0.435887;1.000062;0.330000;
20.465970;0.493657;-0.210010;1.018213;0.195780;-0.999213;-0.295627;0.436122;1.000062;0.330000;
20.466477;0.493657;-0.210008;1.018213;0.194187;-0.999525;-0.294929;0.436593;1.000062;0.330000;
20.466731;0.493657;-0.210008;1.018213;0.193391;-0.999679;-0.294581;0.436828;1.000062;0.330000;
20.467238;0.493657;-0.210006;1.018214;0.191798;-0.999987;-0.293882;0.437297;1.000062;0.330000;
20.467491;0.493657;-0.210005;1.018214;0.191001;-1.000139;-0.293533;0.437531;1.000062;0.330000;
20.467998;0.493657;-0.210003;1.018215;0.189408;-1.000443;-0.292834;0.437998;1.000062;0.330000;
20.468252;0.493657;-0.210002;1.018215;0.188611;-1.000594;-0.292484;0.438231;1.000062;0.330000;
20.468759;0.493657;-0.210001;1.018215;0.187016;-1.000893;-0.291783;0.438697;1.000062;0.330000;
20.469013;0.493657;-0.210000;1.018216;0.186219;-1.001042;-0.291433;0.438929;1.000062;0.330000;
20.469520;0.493657;-0.209998;1.018216;0.184624;-1.001338;-0.290731;0.439393;1.000062;0.330000;
20.469773;0.493657;-0.209997;1.018216;0.183826;-1.001485;-0.290380;0.439625;1.000062;0.330000;
20.470281;0.493657;-0.209996;1.018217;0.182230;-1.001777;-0.289678;0.440087;1.000062;0.330000;
20.470534;0.493657;-0.209995;1.018217;0.181432;-1.001922;-0.289326;0.440318;1.000062;0.330000;
20.471041;0.493657;-0.209993;1.018218;0.179835;-1.002211;-0.288622;0.440778;1.000062;0.330000;
20.471295;0.493657;-0.209992;1.018218;0.179037;-1.002354;-0.288270;0.441008;1.000062;0.330000;
20.471802;0.493657;-0.209990;1.018218;0.177440;-1.002638;-0.287565;0.441467;1.000062;0.330000;
20.472056;0.493657;-0.209990;1.018219;0.176641;-1.002780;-0.287213;0.441696;1.000062;0.330000;
20.472563;0.493657;-0.209988;1.018219;0.175043;-1.003060;-0.286507;0.442153;1.000062;0.330000;
20.472816;0.493657;-0.209987;1.018219;0.174244;-1.003200;-0.286154;0.442381;1.000062;0.330000;
20.473324;0.493657;-0.209985;1.018220;0.172645;-1.003477;-0.285447;0.442837;1.000062;0.330000;
20.473577;0.493657;-0.209985;1.018220;0.171846;-1.003614;-0.285093;0.443064;1.000062;0.330000;
20.474084;0.493657;-0.209983;1.018221;0.170246;-1.003887;-0.284385;0.443518;1.000062;0.330000;
20.474338;0.493657;-0.209982;1.018221;0.169447;-1.004023;-0.284031;0.443744;1.000062;0.330000;
20.474845;0.493657;-0.209980;1.018221;0.167847;-1.004292;-0.283321;0.444197;1.000062;0.330000;
20.475099;0.493658;-0.209980;1.018221;0.167047;-1.004425;-0.282967;0.444422;1.000062;0.330000;
20.475606;0.493658;-0.209978;1.018222;0.165446;-1.004691;-0.282256;0.444873;1.000062;0.330000;
20.475859;0.493658;-0.209977;1.018222;0.164646;-1.004822;-0.281901;0.445097;1.000062;0.330000;
20.476367;0.493658;-0.209975;1.018223;0.163044;-1.005084;-0.281190;0.445546;1.000062;0.330000;
20.476620;0.493658;-0.209975;1.018223;0.162244;-1.005214;-0.280834;0.445770;1.000062;0.330000;
20.477127;0.493658;-0.209973;1.018223;0.160642;-1.005472;-0.280121;0.446217;1.000062;0.330000;
20.477381;0.493658;-0.209972;1.018224;0.159841;-1.005599;-0.279765;0.446440;1.000062;0.330000;
20.477888;0.493658;-0.209971;1.018224;0.158238;-1.005853;-0.279052;0.446885;1.000062;0.330000;
20.478142;0.493658;-0.209970;1.018224;0.157437;-1.005979;-0.278695;0.447107;1.000062;0.330000;
20.478649;0.493658;-0.209968;1.018225;0.155834;-1.006229;-0.277980;0.447551;1.000062;0.330000;
20.478902;0.493658;-0.209967;1.018225;0.155032;-1.006353;-0.277623;0.447772;1.000062;0.330000;
20.479409;0.493658;-0.209966;1.018225;0.153429;-1.006600;-0.276907;0.448214;1.000062;0.330000;
20.479663;0.493658;-0.209965;1.018226;0.152627;-1.006722;-0.276549;0.448435;1.000062;0.330000;
20.480170;0.493658;-0.209963;1.018226;0.151023;-1.006964;-0.275833;0.448875;1.000062;0.330000;
20.480424;0.493658;-0.209962;1.018226;0.150220;-1.007084;-0.275474;0.449094;1.000062;0.330000;
20.480931;0.493658;-0.209961;1.018227;0.148616;-1.007323;-0.274756;0.449533;1.000062;0.330000;
20.481185;0.493658;-0.209960;1.018227;0.147813;-1.007441;-0.274397;0.449752;1.000062;0.330000;
20.481692;0.493658;-0.209958;1.018228;0.146208;-1.007676;-0.273679;0.450188;1.000062;0.330000;
20.481945;0.493658;-0.209958;1.018228;0.145405;-1.007792;-0.273319;0.450406;1.000062;0.330000;
20.482452;0.493658;-0.209956;1.018228;0.143799;-1.008023;-0.272599;0.450841;1.000062;0.330000;
20.482706;0.493658;-0.209955;1.018228;0.142996;-1.008138;-0.272239;0.451058;1.000062;0.330000;
20.483213;0.493658;-0.209954;1.018229;0.141389;-1.008365;-0.271519;0.451492;1.000062;0.330000;
20.483467;0.493658;-0.209953;1.018229;0.140586;-1.008477;-0.271158;0.451708;1.000062;0.330000;
20.483974;0.493658;-0.209951;1.018230;0.138979;-1.008700;-0.270436;0.452139;1.000062;0.330000;
20.484227;0.493658;-0.209950;1.018230;0.138175;-1.008811;-0.270075;0.452355;1.000062;0.330000;
20.484735;0.493658;-0.209949;1.018230;0.136568;-1.009030;-0.269352;0.452784;1.000062;0.330000;
20.484988;0.493658;-0.209948;1.018231;0.135764;-1.009139;-0.268991;0.452999;1.000062;0.330000;
20.485495;0.493658;-0.209947;1.018231;0.134156;-1.009354;-0.268267;0.453427;1.000062;0.330000;
20.485749;0.493658;-0.209946;1.018231;0.133352;-1.009461;-0.267905;0.453640;1.000062;0.330000;
20.486256;0.493658;-0.209944;1.018232;0.131743;-1.009673;-0.267180;0.454067;1.000062;0.330000;
20.486510;0.493658;-0.209943;1.018232;0.130939;-1.009778;-0.266817;0.454280;1.000062;0.330000;
20.487017;0.493658;-0.209942;1.018232;0.129330;-1.009986;-0.266092;0.454704;1.000062;0.330000;
20.487270;0.493658;-0.209941;1.018233;0.128525;-1.010088;-0.265728;0.454916;1.000062;0.330000;
20.487778;0.493658;-0.209940;1.018233;0.126916;-1.010292;-0.265002;0.455339;1.000062;0.330000;
20.488031;0.493658;-0.209939;1.018233;0.126111;-1.010393;-0.264638;0.455550;1.000062;0.330000;
20.488538;0.493658;-0.209937;1.018234;0.124501;-1.010594;-0.263910;0.455971;1.000062;0.330000;
20.488792;0.493658;-0.209936;1.018234;0.123696;-1.010693;-0.263546;0.456181;1.000062;0.330000;
20.489299;0.493658;-0.209935;1.018234;0.122085;-1.010889;-0.262817;0.456600;1.000062;0.330000;
20.489553;0.493658;-0.209934;1.018235;0.121280;-1.010986;-0.262453;0.456810;1.000062;0.330000;
20.490060;0.493658;-0.209933;1.018235;0.119669;-1.011178;-0.261723;0.457227;1.000062;0.330000;
20.490313;0.493658;-0.209932;1.018235;0.118863;-1.011274;-0.261358;0.457436;1.000062;0.330000;
20.490821;0.493658;-0.209930;1.018236;0.117252;-1.011462;-0.260627;0.457851;1.000062;0.330000;
20.491074;0.493658;-0.209930;1.018236;0.116446;-1.011556;-0.260261;0.458059;1.000062;0.330000;
20.491581;0.493658;-0.209928;1.018236;0.114834;-1.011740;-0.259529;0.458473;1.000062;0.330000;
20.491835;0.493658;-0.209927;1.018236;0.114028;-1.011832;-0.259163;0.458680;1.000062;0.330000;
20.492342;0.493658;-0.209926;1.018237;0.112416;-1.012012;-0.258431;0.459092;1.000062;0.330000;
20.492596;0.493658;-0.209925;1.018237;0.111610;-1.012102;-0.258064;0.459298;1.000062;0.330000;
20.493103;0.493658;-0.209923;1.018238;0.109997;-1.012279;-0.257330;0.459708;1.000062;0.330000;
20.493356;0.493659;-0.209923;1.018238;0.109190;-1.012366;-0.256963;0.459913;1.000062;0.330000;
20.493863;0.493659;-0.209921;1.018238;0.107577;-1.012539;-0.256228;0.460322;1.000062;0.330000;
20.494117;0.493659;-0.209920;1.018238;0.106770;-1.012625;-0.255861;0.460526;1.000062;0.330000;
20.494624;0.493659;-0.209919;1.018239;0.105157;-1.012794;-0.255125;0.460933;1.000062;0.330000;
20.494878;0.493659;-0.209918;1.018239;0.104350;-1.012878;-0.254757;0.461136;1.000062;0.330000;
20.495385;0.493659;-0.209917;1.018240;0.102736;-1.013043;-0.254020;0.461541;1.000062;0.330000;
20.495639;0.493659;-0.209916;1.018240;0.101929;-1.013125;-0.253652;0.461744;1.000062;0.330000;
20.496146;0.493659;-0.209914;1.018240;0.100315;-1.013287;-0.252914;0.462147;1.000062;0.330000;
20.496399;0.493659;-0.209914;1.018240;0.099507;-1.013367;-0.252545;0.462349;1.000062;0.330000;
20.496906;0.493659;-0.209912;1.018241;0.097893;-1.013524;-0.251807;0.462750;1.000062;0.330000;
20.497160;0.493659;-0.209911;1.018241;0.097085;-1.013602;-0.251437;0.462951;1.000062;0.330000;
20.497667;0.493659;-0.209910;1.018241;0.095470;-1.013756;-0.250698;0.463351;1.000062;0.330000;
20.497921;0.493659;-0.209909;1.018242;0.094662;-1.013832;-0.250328;0.463550;1.000062;0.330000;
20.498428;0.493659;-0.209908;1.018242;0.093047;-1.013982;-0.249587;0.463949;1.000062;0.330000;
20.498681;0.493659;-0.209907;1.018242;0.092239;-1.014056;-0.249217;0.464147;1.000062;0.330000;
20.499189;0.493659;-0.209906;1.018243;0.090623;-1.014202;-0.248475;0.464544;1.000062;0.330000;
20.499442;0.493659;-0.209905;1.018243;0.089815;-1.014274;-0.248104;0.464742;1.000062;0.330000;
20.499949;0.493659;-0.209903;1.018243;0.088199;-1.014416;-0.247362;0.465136;1.000062;0.330000;
20.500203;0.493659;-0.209903;1.018244;0.087391;-1.014486;-0.246991;0.465333;1.000062;0.330000;
20.500710;0.493659;-0.209901;1.018244;0.085774;-1.014625;-0.246247;0.465726;1.000062;0.330000;
20.500964;0.493659;-0.209900;1.018244;0.084966;-1.014693;-0.245875;0.465922;1.000062;0.330000;
20.501471;0.493659;-0.209899;1.018245;0.083349;-1.014828;-0.245131;0.466313;1.000062;0.330000;
20.501724;0.493659;-0.209898;1.018245;0.082541;-1.014894;-0.244759;0.466508;1.000062;0.330000;
20.502232;0.493659;-0.209897;1.018245;0.080924;-1.015024;-0.244014;0.466898;1.000062;0.330000;
20.502485;0.493659;-0.209896;1.018245;0.080115;-1.015089;-0.243641;0.467092;1.000062;0.330000;
20.502992;0.493659;-0.209895;1.018246;0.078497;-1.015216;-0.242895;0.467479;1.000062;0.330000;
20.503246;0.493659;-0.209894;1.018246;0.077689;-1.015278;-0.242522;0.467673;1.000062;0.330000;
20.503753;0.493659;-0.209893;1.018246;0.076071;-1.015401;-0.241775;0.468058;1.000062;0.330000;
20.504007;0.493659;-0.209892;1.018247;0.075262;-1.015461;-0.241401;0.468251;1.000062;0.330000;
20.504514;0.493659;-0.209890;1.018247;0.073644;-1.015580;-0.240653;0.468635;1.000062;0.330000;
20.504767;0.493659;-0.209890;1.018247;0.072835;-1.015639;-0.240279;0.468826;1.000062;0.330000;
20.505274;0.493659;-0.209888;1.018248;0.071216;-1.015754;-0.239530;0.469209;1.000062;0.330000;
20.505528;0.493659;-0.209888;1.018248;0.070407;-1.015811;-0.239155;0.469399;1.000062;0.330000;
20.506035;0.493659;-0.209886;1.018248;0.068789;-1.015922;-0.238406;0.469780;1.000062;0.330000;
20.506289;0.493659;-0.209885;1.018248;0.067979;-1.015977;-0.238031;0.469969;1.000062;0.330000;
20.506796;0.493659;-0.209884;1.018249;0.066360;-1.016084;-0.237280;0.470348;1.000062;0.330000;
20.507050;0.493659;-0.209883;1.018249;0.065551;-1.016137;-0.236905;0.470537;1.000062;0.330000;
20.507557;0.493659;-0.209882;1.018249;0.063932;-1.016240;-0.236153;0.470914;1.000062;0.330000;
20.507810;0.493659;-0.209881;1.018250;0.063122;-1.016291;-0.235777;0.471102;1.000062;0.330000;
20.508317;0.493659;-0.209880;1.018250;0.061503;-1.016391;-0.235025;0.471477;1.000062;0.330000;
20.508571;0.493659;-0.209879;1.018250;0.060693;-1.016440;-0.234648;0.471664;1.000062;0.330000;
20.509078;0.493659;-0.209878;1.018251;0.059073;-1.016536;-0.233895;0.472037;1.000062;0.330000;
20.509332;0.493659;-0.209877;1.018251;0.058264;-1.016583;-0.233518;0.472223;1.000062;0.330000;
20.509839;0.493659;-0.209876;1.018251;0.056644;-1.016675;-0.232764;0.472594;1.000062;0.330000;
20.510092;0.493659;-0.209875;1.018251;0.055834;-1.016720;-0.232387;0.472780;1.000062;0.330000;
20.510600;0.493659;-0.209874;1.018252;0.054214;-1.016808;-0.231632;0.473149;1.000062;0.330000;
20.510853;0.493659;-0.209873;1.018252;0.053404;-1.016851;-0.231254;0.473334;1.000062;0.330000;
20.511360;0.493659;-0.209872;1.018252;0.051783;-1.016935;-0.230498;0.473701;1.000062;0.330000;
20.511614;0.493659;-0.209871;1.018253;0.050973;-1.016976;-0.230120;0.473885;1.000062;0.330000;
20.512121;0.493659;-0.209869;1.018253;0.049353;-1.017056;-0.229363;0.474251;1.000062;0.330000;
20.512375;0.493659;-0.209869;1.018253;0.048543;-1.017096;-0.228984;0.474433;1.000062;0.330000;
20.512882;0.493659;-0.209867;1.018254;0.046922;-1.017172;-0.228227;0.474797;1.000062;0.330000;
20.513135;0.493659;-0.209867;1.018254;0.046112;-1.017209;-0.227848;0.474979;1.000062;0.330000;
20.513643;0.493659;-0.209865;1.018254;0.044491;-1.017282;-0.227089;0.475341;1.000062;0.330000;
20.513896;0.493659;-0.209865;1.018254;0.043680;-1.017317;-0.226710;0.475522;1.000062;0.330000;
20.514403;0.493659;-0.209863;1.018255;0.042059;-1.017386;-0.225950;0.475883;1.000062;0.330000;
20.514657;0.493659;-0.209863;1.018255;0.041249;-1.017419;-0.225570;0.476062;1.000062;0.330000;
20.515164;0.493660;-0.209861;1.018255;0.039628;-1.017484;-0.224810;0.476421;1.000062;0.330000;
20.515418;0.493660;-0.209861;1.018256;0.038817;-1.017515;-0.224430;0.476600;1.000062;0.330000;
20.515925;0.493660;-0.209859;1.018256;0.037196;-1.017576;-0.223669;0.476957;1.000062;0.330000;
20.516178;0.493660;-0.209859;1.018256;0.036385;-1.017606;-0.223288;0.477135;1.000062;0.330000;
20.516686;0.493660;-0.209857;1.018257;0.034764;-1.017663;-0.222526;0.477490;1.000062;0.330000;
20.516939;0.493660;-0.209857;1.018257;0.033953;-1.017690;-0.222145;0.477667;1.000062;0.330000;
20.517446;0.493660;-0.209855;1.018257;0.032331;-1.017744;-0.221382;0.478020;1.000062;0.330000;
20.517700;0.493660;-0.209855;1.018257;0.031520;-1.017769;-0.221001;0.478196;1.000062;0.330000;
20.518207;0.493660;-0.209853;1.018258;0.029899;-1.017819;-0.220237;0.478548;1.000062;0.330000;
20.518461;0.493660;-0.209853;1.018258;0.029088;-1.017842;-0.219855;0.478723;1.000062;0.330000;
20.518968;0.493660;-0.209851;1.018258;0.027466;-1.017888;-0.219091;0.479073;1.000062;0.330000;
20.519221;0.493660;-0.209851;1.018258;0.026655;-1.017909;-0.218708;0.479247;1.000062;0.330000;
20.519728;0.493660;-0.209849;1.018259;0.025033;-1.017951;-0.217943;0.479595;1.000062;0.330000;
20.519982;0.493660;-0.209849;1.018259;0.024222;-1.017971;-0.217560;0.479768;1.000062;0.330000;
20.520489;0.493660;-0.209847;1.018259;0.022600;-1.018009;-0.216794;0.480114;1.000062;0.330000;
20.520743;0.493660;-0.209847;1.018260;0.021789;-1.018026;-0.216411;0.480286;1.000062;0.330000;
20.521250;0.493660;-0.209845;1.018260;0.020167;-1.018060;-0.215644;0.480631;1.000062;0.330000;
20.521504;0.493660;-0.209845;1.018260;0.019356;-1.018076;-0.215260;0.480802;1.000062;0.330000;
20.522011;0.493660;-0.209843;1.018260;0.017734;-1.018106;-0.214492;0.481144;1.000062;0.330000;
20.522264;0.493660;-0.209843;1.018261;0.016923;-1.018120;-0.214108;0.481315;1.000062;0.330000;
20.522771;0.493660;-0.209842;1.018261;0.015301;-1.018146;-0.213340;0.481655;1.000062;0.330000;
20.523025;0.493660;-0.209841;1.018261;0.014489;-1.018158;-0.212955;0.481825;1.000062;0.330000;
20.523532;0.493660;-0.209840;1.018262;0.012867;-1.018180;-0.212186;0.482164;1.000062;0.330000;
20.523786;0.493660;-0.209839;1.018262;0.012056;-1.018190;-0.211801;0.482333;1.000062;0.330000;
20.524293;0.493660;-0.209838;1.018262;0.010434;-1.018209;-0.211031;0.482669;1.000062;0.330000;
20.524546;0.493660;-0.209837;1.018262;0.009622;-1.018217;-0.210646;0.482837;1.000062;0.330000;
20.525054;0.493660;-0.209836;1.018263;0.008000;-1.018231;-0.209875;0.483172;1.000062;0.330000;
20.525307;0.493660;-0.209835;1.018263;0.007189;-1.018238;-0.209489;0.483339;1.000062;0.330000;
20.525814;0.493660;-0.209834;1.018263;0.005566;-1.018248;-0.208717;0.483672;1.000062;0.330000;
20.526068;0.493660;-0.209833;1.018263;0.004755;-1.018252;-0.208331;0.483838;1.000062;0.330000;
20.526575;0.493660;-0.209832;1.018264;0.003133;-1.018259;-0.207559;0.484169;1.000062;0.330000;
20.526829;0.493660;-0.209831;1.018264;0.002322;-1.018261;-0.207172;0.484334;1.000062;0.330000;
20.527336;0.493660;-0.209830;1.018264;0.000699;-1.018264;-0.206399;0.484664;1.000062;0.330000;
20.527589;0.493660;-0.209829;1.018265;-0.000112;-1.018265;-0.206012;0.484828;1.000062;0.330000;
20.528097;0.493660;-0.209828;1.018265;-0.001734;-1.018263;-0.205238;0.485155;1.000062;0.330000;
20.528350;0.493660;-0.209827;1.018265;-0.002546;-1.018262;-0.204851;0.485319;1.000062;0.330000;
20.528857;0.493660;-0.209826;1.018265;-0.004168;-1.018257;-0.204076;0.485644;1.000062;0.330000;
20.529111;0.493660;-0.209826;1.018266;-0.004979;-1.018253;-0.203689;0.485807;1.000062;0.330000;
20.529618;0.493660;-0.209824;1.018266;-0.006602;-1.018245;-0.202913;0.486130;1.000062;0.330000;
20.529872;0.493660;-0.209824;1.018266;-0.007413;-1.018239;-0.202525;0.486292;1.000062;0.330000;
20.530379;0.493660;-0.209822;1.018267;-0.009035;-1.018226;-0.201749;0.486614;1.000062;0.330000;
20.530632;0.493660;-0.209822;1.018267;-0.009847;-1.018219;-0.201360;0.486774;1.000062;0.330000;
20.531140;0.493660;-0.209821;1.018267;-0.011469;-1.018202;-0.200583;0.487094;1.000062;0.330000;
20.531393;0.493660;-0.209820;1.018267;-0.012280;-1.018193;-0.200194;0.487254;1.000062;0.330000;
20.531900;0.493660;-0.209819;1.018268;-0.013902;-1.018173;-0.199416;0.487572;1.000062;0.330000;
20.532154;0.493660;-0.209818;1.018268;-0.014714;-1.018161;-0.199027;0.487731;1.000062;0.330000;
20.532661;0.493660;-0.209817;1.018268;-0.016336;-1.018137;-0.198249;0.488047;1.000062;0.330000;
20.532915;0.493660;-0.209816;1.018268;-0.017147;-1.018124;-0.197859;0.488205;1.000062;0.330000;
20.533422;0.493660;-0.209815;1.018269;-0.018769;-1.018096;-0.197080;0.488519;1.000062;0.330000;
20.533675;0.493660;-0.209814;1.018269;-0.019580;-1.018081;-0.196690;0.488676;1.000062;0.330000;
20.534182;0.493660;-0.209813;1.018269;-0.021202;-1.018048;-0.195910;0.488989;1.000062;0.330000;
20.534436;0.493660;-0.209813;1.018269;-0.022013;-1.018031;-0.195519;0.489144;1.000062;0.330000;
20.534943;0.493660;-0.209811;1.018270;-0.023636;-1.017995;-0.194739;0.489455;1.000062;0.330000;
20.535197;0.493660;-0.209811;1.018270;-0.024447;-1.017976;-0.194348;0.489610;1.000062;0.330000;
20.535704;0.493660;-0.209810;1.018270;-0.026068;-1.017936;-0.193566;0.489919;1.000062;0.330000;
20.535958;0.493660;-0.209809;1.018270;-0.026879;-1.017916;-0.193175;0.490073;1.000062;0.330000;
20.536465;0.493660;-0.209808;1.018271;-0.028501;-1.017872;-0.192393;0.490380;1.000062;0.330000;
20.536718;0.493660;-0.209807;1.018271;-0.029312;-1.017849;-0.192002;0.490533;1.000062;0.330000;
20.537225;0.493660;-0.209806;1.018271;-0.030934;-1.017801;-0.191219;0.490838;1.000062;0.330000;
20.537479;0.493660;-0.209805;1.018271;-0.031745;-1.017776;-0.190827;0.490990;1.000062;0.330000;
20.537986;0.493660;-0.209804;1.018272;-0.033366;-1.017725;-0.190043;0.491293;1.000062;0.330000;
20.538240;0.493660;-0.209804;1.018272;-0.034177;-1.017698;-0.189651;0.491445;1.000062;0.330000;
20.538747;0.493660;-0.209802;1.018272;-0.035799;-1.017643;-0.188866;0.491746;1.000062;0.330000;
20.539000;0.493660;-0.209802;1.018272;-0.036609;-1.017614;-0.188474;0.491896;1.000062;0.330000;
20.539508;0.493660;-0.209801;1.018273;-0.038231;-1.017555;-0.187689;0.492196;1.000062;0.330000;
20.539761;0.493661;-0.209800;1.018273;-0.039041;-1.017524;-0.187296;0.492345;1.000062;0.330000;
20.540268;0.493661;-0.209799;1.018273;-0.040663;-1.017461;-0.186510;0.492642;1.000062;0.330000;
20.540522;0.493661;-0.209798;1.018273;-0.041473;-1.017429;-0.186117;0.492791;1.000062;0.330000;
20.541029;0.493661;-0.209797;1.018274;-0.043094;-1.017361;-0.185330;0.493087;1.000062;0.330000;
20.541283;0.493661;-0.209797;1.018274;-0.043905;-1.017327;-0.184937;0.493234;1.000062;0.330000;
20.541790;0.493661;-0.209795;1.018274;-0.045526;-1.017256;-0.184149;0.493528;1.000062;0.330000;
20.542043;0.493661;-0.209795;1.018274;-0.046336;-1.017220;-0.183756;0.493674;1.000062;0.330000;
20.542551;0.493661;-0.209794;1.018275;-0.047957;-1.017145;-0.182968;0.493966;1.000062;0.330000;
20.542804;0.493661;-0.209793;1.018275;-0.048767;-1.017107;-0.182573;0.494112;1.000062;0.330000;
20.543311;0.493661;-0.209792;1.018275;-0.050388;-1.017028;-0.181785;0.494402;1.000062;0.330000;
20.543565;0.493661;-0.209791;1.018275;-0.051198;-1.016988;-0.181390;0.494546;1.000062;0.330000;
20.544072;0.493661;-0.209790;1.018276;-0.052818;-1.016905;-0.180601;0.494835;1.000062;0.330000;
20.544326;0.493661;-0.209790;1.018276;-0.053628;-1.016863;-0.180206;0.494978;1.000062;0.330000;
20.544833;0.493661;-0.209788;1.018276;-0.055249;-1.016776;-0.179416;0.495264;1.000062;0.330000;
20.545086;0.493661;-0.209788;1.018276;-0.056059;-1.016732;-0.179021;0.495407;1.000062;0.330000;
20.545594;0.493661;-0.209787;1.018277;-0.057679;-1.016642;-0.178230;0.495692;1.000062;0.330000;
20.545847;0.493661;-0.209786;1.018277;-0.058489;-1.016596;-0.177834;0.495833;1.000062;0.330000;
20.546354;0.493661;-0.209785;1.018277;-0.060108;-1.016502;-0.177043;0.496116;1.000062;0.330000;
20.546608;0.493661;-0.209784;1.018277;-0.060918;-1.016454;-0.176647;0.496257;1.000062;0.330000;
20.547115;0.493661;-0.209783;1.018278;-0.062538;-1.016356;-0.175855;0.496537;1.000062;0.330000;
20.547369;0.493661;-0.209783;1.018278;-0.063347;-1.016306;-0.175459;0.496677;1.000062;0.330000;
20.547876;0.493661;-0.209782;1.018278;-0.064967;-1.016204;-0.174666;0.496956;1.000062;0.330000;
20.548129;0.493661;-0.209781;1.018278;-0.065776;-1.016152;-0.174269;0.497095;1.000062;0.330000;
20.548636;0.493661;-0.209780;1.018279;-0.067395;-1.016046;-0.173476;0.497371;1.000062;0.330000;
20.548890;0.493661;-0.209779;1.018279;-0.068205;-1.015992;-0.173079;0.497509;1.000062;0.330000;
20.549397;0.493661;-0.209778;1.018279;-0.069823;-1.015882;-0.172285;0.497784;1.000062;0.330000;
20.549651;0.493661;-0.209778;1.018279;-0.070633;-1.015827;-0.171888;0.497921;1.000062;0.330000;
20.550158;0.493661;-0.209777;1.018280;-0.072251;-1.015713;-0.171093;0.498194;1.000062;0.330000;
