time;WECCPVVSource_photovoltaics_wecc_reec_PInjPu;WECCPVVSource_photovoltaics_wecc_reec_QInjPu;WECCPVVSource_photovoltaics_injector_terminal_V_re;WECCPVVSource_photovoltaics_injector_terminal_i_re;WECCPVVSource_photovoltaics_injector_terminal_V_im;WECCPVVSource_photovoltaics_injector_terminal_i_im;WECCPVVSource_photovoltaics_pll_omegaPLLPu;
4.176044;0.296428;0.409060;0.706324;-0.592856;0.326071;0.375135;0.993957;
4.176790;0.295881;0.410992;0.707974;-0.591762;0.325469;0.378134;0.994086;
4.177536;0.295355;0.412924;0.709602;-0.590710;0.324890;0.381094;0.994228;
4.178282;0.294852;0.414854;0.711207;-0.589704;0.324337;0.384013;0.994383;
4.179027;0.294375;0.416784;0.712789;-0.588750;0.323812;0.386889;0.994550;
4.179773;0.293925;0.418712;0.714346;-0.587850;0.323318;0.389720;0.994729;
4.180519;0.293505;0.420639;0.715877;-0.587009;0.322855;0.392504;0.994920;
4.181265;0.293115;0.422565;0.717381;-0.586231;0.322427;0.395238;0.995122;
4.182010;0.292759;0.424488;0.718857;-0.585518;0.322035;0.397921;0.995334;
4.182756;0.292437;0.426410;0.720304;-0.584873;0.321680;0.400552;0.995555;
4.184248;0.291902;0.430243;0.723106;-0.583803;0.321092;0.405648;0.996020;
4.185739;0.291517;0.434062;0.725784;-0.583035;0.320669;0.410516;0.996511;
4.187231;0.291290;0.437863;0.728333;-0.582580;0.320419;0.415151;0.997019;
4.188722;0.291222;0.441639;0.730750;-0.582444;0.320344;0.419545;0.997538;
4.190214;0.291315;0.445387;0.733033;-0.582630;0.320446;0.423695;0.998060;
4.191705;0.291567;0.449100;0.735181;-0.583133;0.320723;0.427601;0.998577;
4.193197;0.291974;0.452773;0.737194;-0.583947;0.321171;0.431262;0.999083;
4.194688;0.292530;0.456399;0.739074;-0.585060;0.321783;0.434681;0.999574;
4.197671;0.294047;0.463485;0.742448;-0.588094;0.323452;0.440815;1.000485;
4.200654;0.296055;0.470318;0.745324;-0.592109;0.325660;0.446043;1.001290;
4.203637;0.298476;0.476862;0.747730;-0.596952;0.328323;0.450418;1.001979;
4.206620;0.301232;0.483084;0.749699;-0.602463;0.331355;0.453998;1.002550;
4.209603;0.304247;0.488960;0.751264;-0.608494;0.334672;0.456843;1.003010;
4.212586;0.307455;0.494472;0.752457;-0.614911;0.338201;0.459013;1.003375;
4.215569;0.310801;0.499610;0.753309;-0.621602;0.341881;0.460561;1.003659;
4.218552;0.314240;0.504372;0.753845;-0.628480;0.345664;0.461536;1.003881;
4.220469;0.316483;0.507234;0.754035;-0.632965;0.348131;0.461882;1.004000;
4.220469;0.316482;0.507233;0.754037;-0.632964;0.348130;0.461885;1.004000;
4.220470;0.316483;0.507235;0.754037;-0.632967;0.348132;0.461885;1.004000;
4.220470;0.316483;0.507236;0.754037;-0.632967;0.348132;0.461885;1.004000;
4.220471;0.316485;0.507237;0.754037;-0.632969;0.348133;0.461885;1.004000;
4.220472;0.316486;0.507238;0.754037;-0.632972;0.348134;0.461885;1.004000;
4.220474;0.316488;0.507241;0.754037;-0.632976;0.348137;0.461885;1.004000;
4.220478;0.316493;0.507247;0.754037;-0.632986;0.348142;0.461886;1.004001;
4.220486;0.316502;0.507259;0.754038;-0.633005;0.348153;0.461887;1.004001;
4.220502;0.316521;0.507282;0.754039;-0.633042;0.348173;0.461889;1.004002;
4.220534;0.316559;0.507328;0.754041;-0.633118;0.348215;0.461892;1.004004;
4.220598;0.316634;0.507421;0.754045;-0.633269;0.348298;0.461900;1.004007;
4.220726;0.316786;0.507606;0.754052;-0.633571;0.348464;0.461913;1.004014;
4.220982;0.317088;0.507974;0.754066;-0.634176;0.348797;0.461938;1.004028;
4.221494;0.317693;0.508701;0.754087;-0.635387;0.349463;0.461977;1.004055;
4.222518;0.318907;0.510123;0.754106;-0.637814;0.350798;0.462011;1.004107;
4.224521;0.321290;0.512781;0.754054;-0.642580;0.353419;0.461916;1.004200;
4.224522;0.321291;0.512783;0.754054;-0.642582;0.353420;0.461916;1.004200;
4.224523;0.321292;0.512784;0.754054;-0.642584;0.353421;0.461915;1.004200;
4.224525;0.321295;0.512787;0.754053;-0.642589;0.353424;0.461915;1.004200;
4.224529;0.321299;0.512792;0.754053;-0.642599;0.353429;0.461915;1.004200;
4.224537;0.321309;0.512802;0.754053;-0.642618;0.353440;0.461914;1.004201;
4.224553;0.321328;0.512823;0.754052;-0.642656;0.353461;0.461912;1.004201;
4.224585;0.321366;0.512864;0.754050;-0.642732;0.353503;0.461909;1.004203;
4.224649;0.321443;0.512946;0.754046;-0.642885;0.353587;0.461902;1.004206;
4.224777;0.321595;0.513109;0.754038;-0.643190;0.353755;0.461888;1.004211;
4.225033;0.321901;0.513435;0.754021;-0.643802;0.354091;0.461857;1.004222;
4.225545;0.322512;0.514078;0.753981;-0.645025;0.354764;0.461784;1.004244;
4.226569;0.323737;0.515333;0.753879;-0.647474;0.356111;0.461599;1.004286;
4.228617;0.326192;0.517722;0.753589;-0.652384;0.358811;0.461071;1.004368;
4.232713;0.331122;0.522040;0.752678;-0.662243;0.364234;0.459414;1.004520;
4.236809;0.336071;0.525770;0.751344;-0.672142;0.369678;0.456988;1.004660;
4.240905;0.341032;0.528953;0.749613;-0.682064;0.375135;0.453841;1.004789;
4.245001;0.345993;0.531629;0.747514;-0.691985;0.380592;0.450025;1.004904;
4.249097;0.350938;0.533834;0.745078;-0.701876;0.386032;0.445596;1.005000;
4.253193;0.355850;0.535606;0.742338;-0.711699;0.391435;0.440615;1.005073;
4.257289;0.360707;0.536981;0.739330;-0.721414;0.396777;0.435145;1.005120;
4.261385;0.365489;0.537993;0.736088;-0.730978;0.402038;0.429251;1.005141;
4.265481;0.370176;0.538676;0.732649;-0.740353;0.407194;0.422998;1.005136;
4.269577;0.374753;0.539063;0.729046;-0.749506;0.412228;0.416448;1.005109;
4.273673;0.379205;0.539188;0.725313;-0.758410;0.417126;0.409660;1.005061;
4.277769;0.383524;0.539084;0.721479;-0.767047;0.421876;0.402690;1.004997;
4.285961;0.391737;0.538351;0.713647;-0.783474;0.430911;0.388450;1.004834;
4.293334;0.398639;0.537209;0.706503;-0.797277;0.438502;0.375459;1.004656;
4.300707;0.405079;0.535764;0.699389;-0.810159;0.445587;0.362525;1.004458;
4.308080;0.411070;0.534149;0.692407;-0.822140;0.452177;0.349831;1.004244;
4.309533;0.412200;0.533823;0.691056;-0.824400;0.453420;0.347375;1.004200;
4.309534;0.412201;0.533823;0.691055;-0.824401;0.453421;0.347372;1.004200;
4.309535;0.412201;0.533823;0.691054;-0.824402;0.453421;0.347371;1.004200;
4.309536;0.412202;0.533823;0.691053;-0.824403;0.453422;0.347370;1.004200;
4.309537;0.412203;0.533823;0.691052;-0.824405;0.453423;0.347368;1.004200;
4.309539;0.412204;0.533822;0.691051;-0.824408;0.453424;0.347365;1.004200;
4.309543;0.412207;0.533821;0.691047;-0.824414;0.453428;0.347358;1.004200;
4.309551;0.412213;0.533819;0.691039;-0.824427;0.453435;0.347344;1.004200;
4.309567;0.412226;0.533816;0.691025;-0.824451;0.453448;0.347317;1.004199;
4.309599;0.412250;0.533808;0.690995;-0.824501;0.453475;0.347263;1.004198;
4.309663;0.412300;0.533793;0.690935;-0.824599;0.453530;0.347155;1.004196;
4.309791;0.412398;0.533764;0.690816;-0.824796;0.453638;0.346938;1.004192;
4.310047;0.412595;0.533704;0.690578;-0.825189;0.453854;0.346506;1.004184;
4.310559;0.412986;0.533585;0.690103;-0.825972;0.454285;0.345642;1.004169;
4.311583;0.413763;0.533347;0.689157;-0.827526;0.455139;0.343921;1.004137;
4.313631;0.415292;0.532871;0.687280;-0.830584;0.456821;0.340509;1.004073;
4.315938;0.416976;0.532339;0.685192;-0.833951;0.458673;0.336713;1.004000;
4.315939;0.416976;0.532339;0.685191;-0.833953;0.458674;0.336711;1.004000;
4.315940;0.416977;0.532338;0.685190;-0.833954;0.458675;0.336709;1.004000;
4.315942;0.416979;0.532338;0.685188;-0.833957;0.458676;0.336706;1.004000;
4.315946;0.416981;0.532337;0.685185;-0.833963;0.458680;0.336700;1.004000;
4.315954;0.416987;0.532335;0.685178;-0.833974;0.458686;0.336686;1.004000;
4.315970;0.416999;0.532331;0.685163;-0.833997;0.458699;0.336660;1.003999;
4.316002;0.417022;0.532324;0.685134;-0.834044;0.458724;0.336608;1.003998;
4.316066;0.417068;0.532309;0.685077;-0.834136;0.458775;0.336503;1.003996;
4.316194;0.417160;0.532280;0.684962;-0.834320;0.458876;0.336294;1.003992;
4.316450;0.417344;0.532221;0.684732;-0.834687;0.459078;0.335877;1.003984;
4.316962;0.417710;0.532103;0.684274;-0.835419;0.459481;0.335044;1.003967;
4.317986;0.418436;0.531868;0.683363;-0.836871;0.460279;0.333387;1.003935;
4.320034;0.419864;0.531404;0.681558;-0.839728;0.461850;0.330106;1.003868;
4.324130;0.422627;0.530499;0.678030;-0.845254;0.464889;0.323691;1.003734;
4.332322;0.427795;0.528824;0.671321;-0.855590;0.470574;0.311493;1.003462;
4.340514;0.432512;0.527370;0.665106;-0.865025;0.475764;0.300194;1.003190;
4.348706;0.436816;0.526181;0.659415;-0.873631;0.480497;0.289845;1.002922;
4.356898;0.440743;0.525290;0.654259;-0.881485;0.484817;0.280470;1.002664;
4.365090;0.444333;0.524715;0.649636;-0.888665;0.488766;0.272065;1.002419;
4.373282;0.447624;0.524461;0.645529;-0.895248;0.492386;0.264598;1.002191;
4.381474;0.450655;0.524522;0.641909;-0.901309;0.495720;0.258017;1.001983;
4.389666;0.453461;0.524882;0.638740;-0.906921;0.498807;0.252254;1.001797;
4.397858;0.456075;0.525517;0.635974;-0.912150;0.501683;0.247225;1.001634;
4.406050;0.458529;0.526397;0.633563;-0.917057;0.504381;0.242842;1.001493;
4.414242;0.460848;0.527488;0.631456;-0.921696;0.506933;0.239010;1.001375;
4.430626;0.465193;0.530109;0.627880;-0.930385;0.511712;0.232508;1.001197;
4.445372;0.468836;0.532813;0.625218;-0.937672;0.515720;0.227670;1.001093;
4.460118;0.472293;0.535645;0.622853;-0.944586;0.519522;0.223368;1.001030;
4.474863;0.475603;0.538430;0.620604;-0.951206;0.523164;0.219280;1.000994;
4.489609;0.478777;0.541045;0.618361;-0.957553;0.526654;0.215201;1.000973;
4.504354;0.481815;0.543402;0.616056;-0.963630;0.529996;0.211011;1.000959;
4.519100;0.484708;0.545451;0.613668;-0.969416;0.533179;0.206670;1.000942;
4.533846;0.487442;0.547179;0.611209;-0.974885;0.536187;0.202198;1.000918;
4.548591;0.490005;0.548597;0.608710;-0.980011;0.539006;0.197654;1.000885;
4.563337;0.492387;0.549746;0.606217;-0.984775;0.541626;0.193121;1.000843;
4.578082;0.494585;0.550673;0.603780;-0.989170;0.544043;0.188690;1.000794;
4.592828;0.496600;0.551432;0.601444;-0.993199;0.546260;0.184444;1.000739;
4.607574;0.498439;0.552074;0.599248;-0.996877;0.548283;0.180452;1.000680;
4.622319;0.500113;0.552643;0.597217;-1.000227;0.550125;0.176759;1.000621;
4.637065;0.501637;0.553175;0.595364;-1.003275;0.551801;0.173389;1.000564;
4.651810;0.503026;0.553694;0.593690;-1.006053;0.553329;0.170346;1.000511;
4.666556;0.504296;0.554215;0.592188;-1.008593;0.554726;0.167615;1.000463;
4.696047;0.506550;0.555275;0.589609;-1.013100;0.557205;0.162925;1.000383;
4.725538;0.508481;0.556326;0.587498;-1.016962;0.559329;0.159087;1.000323;
4.755030;0.510152;0.557320;0.585725;-1.020304;0.561167;0.155863;1.000278;
4.784521;0.511607;0.558210;0.584187;-1.023215;0.562768;0.153068;1.000245;
4.814012;0.512876;0.558967;0.582820;-1.025751;0.564163;0.150582;1.000217;
4.843503;0.513977;0.559588;0.581594;-1.027953;0.565374;0.148353;1.000191;
4.872994;0.514926;0.560088;0.580500;-1.029852;0.566419;0.146363;1.000167;
4.931977;0.516456;0.560859;0.578692;-1.032912;0.568102;0.143076;1.000124;
4.990959;0.517579;0.561417;0.577351;-1.035157;0.569337;0.140639;1.000089;
5.049942;0.518400;0.561850;0.576385;-1.036801;0.570240;0.138882;1.000064;
5.108924;0.519006;0.562188;0.575688;-1.038012;0.570906;0.137615;1.000046;
5.167906;0.519454;0.562445;0.575174;-1.038909;0.571400;0.136681;1.000035;
5.226889;0.519787;0.562630;0.574789;-1.039574;0.571765;0.135980;1.000026;
5.285871;0.520032;0.562762;0.574500;-1.040063;0.572035;0.135454;1.000019;
5.344854;0.520211;0.562855;0.574285;-1.040422;0.572232;0.135064;1.000014;
5.462818;0.520452;0.562984;0.573999;-1.040903;0.572497;0.134544;1.000007;
5.580783;0.520581;0.563055;0.573847;-1.041162;0.572639;0.134268;1.000003;
5.698748;0.520648;0.563092;0.573770;-1.041296;0.572713;0.134127;1.000002;
5.816713;0.520681;0.563110;0.573731;-1.041361;0.572749;0.134056;1.000001;
5.934678;0.520696;0.563118;0.573713;-1.041392;0.572766;0.134023;1.000000;
6.170607;0.520710;0.563126;0.573696;-1.041420;0.572781;0.133993;1.000000;
6.642466;0.520708;0.563125;0.573698;-1.041416;0.572779;0.133997;1.000000;
7.114326;0.520708;0.563124;0.573699;-1.041415;0.572778;0.133998;1.000000;
7.999998;0.520707;0.563124;0.573699;-1.041415;0.572778;0.133999;1.000000;
7.999998;1.041415;-0.016702;0.573699;-1.041415;0.572778;-0.775092;0.825025;
7.999999;1.041357;-0.016728;0.573749;-1.041357;0.572747;-0.775002;0.825019;
8.000000;1.041300;-0.016754;0.573799;-1.041300;0.572715;-0.774912;0.825012;
8.000002;1.041185;-0.016807;0.573898;-1.041185;0.572652;-0.774731;0.824998;
8.000006;1.040956;-0.016913;0.574097;-1.040956;0.572526;-0.774370;0.824971;
8.000014;1.040497;-0.017124;0.574494;-1.040497;0.572273;-0.773648;0.824918;
8.000030;1.039577;-0.017545;0.575288;-1.039577;0.571767;-0.772204;0.824811;
8.000062;1.037734;-0.018384;0.576876;-1.037734;0.570754;-0.769317;0.824604;
8.000126;1.034032;-0.020046;0.580047;-1.034032;0.568718;-0.763552;0.824210;
8.000254;1.026567;-0.023312;0.586372;-1.026567;0.564612;-0.752052;0.823503;
8.000510;1.011411;-0.029591;0.598941;-1.011411;0.556276;-0.729198;0.822406;
8.001022;0.980339;-0.041073;0.623676;-0.980339;0.539186;-0.684225;0.821433;
8.001534;0.948456;-0.051037;0.647772;-0.948456;0.521651;-0.640414;0.822007;
8.002046;0.916067;-0.059402;0.671115;-0.916067;0.503837;-0.597973;0.824011;
8.002558;0.883497;-0.066118;0.693614;-0.883497;0.485923;-0.557065;0.827317;
8.003070;0.851064;-0.071163;0.715198;-0.851064;0.468085;-0.517821;0.831795;
8.003582;0.819080;-0.074542;0.735822;-0.819080;0.450494;-0.480324;0.837303;
8.004094;0.787841;-0.076288;0.755459;-0.787841;0.433313;-0.444621;0.843706;
8.004606;0.757624;-0.076454;0.774103;-0.757624;0.416693;-0.410721;0.850867;
8.005118;0.728680;-0.075111;0.791767;-0.728680;0.400774;-0.378606;0.858654;
8.005604;0.702586;-0.072518;0.807649;-0.702586;0.386422;-0.349730;0.866506;
8.005604;0.702616;-0.072531;0.807654;-0.702616;0.386439;-0.349719;0.866564;
8.005605;0.702594;-0.072529;0.807668;-0.702594;0.386427;-0.349694;0.866572;
8.005606;0.702542;-0.072522;0.807700;-0.702542;0.386398;-0.349637;0.866588;
8.005607;0.702489;-0.072515;0.807732;-0.702489;0.386369;-0.349579;0.866605;
8.005609;0.702385;-0.072502;0.807795;-0.702385;0.386312;-0.349463;0.866638;
8.005613;0.702176;-0.072475;0.807922;-0.702176;0.386197;-0.349232;0.866705;
8.005621;0.701760;-0.072422;0.808177;-0.701760;0.385968;-0.348770;0.866838;
8.005637;0.700927;-0.072314;0.808684;-0.700927;0.385510;-0.347847;0.867104;
8.005669;0.699267;-0.072094;0.809697;-0.699267;0.384597;-0.346006;0.867638;
8.005733;0.695966;-0.071638;0.811711;-0.695966;0.382781;-0.342344;0.868710;
8.005861;0.689447;-0.070666;0.815696;-0.689447;0.379196;-0.335099;0.870870;
8.006117;0.676746;-0.068481;0.823494;-0.676746;0.372211;-0.320920;0.875246;
8.006629;0.652751;-0.063197;0.838426;-0.652751;0.359013;-0.293770;0.884164;
8.007141;0.630728;-0.056778;0.852515;-0.630728;0.346900;-0.268154;0.893228;
8.007653;0.610772;-0.049325;0.865811;-0.610772;0.335925;-0.243980;0.902349;
8.008165;0.592951;-0.040935;0.878363;-0.592951;0.326123;-0.221158;0.911441;
8.008677;0.577303;-0.031703;0.890219;-0.577303;0.317516;-0.199602;0.920426;
8.009189;0.563840;-0.021719;0.901424;-0.563840;0.310112;-0.179228;0.929234;
8.009701;0.552552;-0.011063;0.912023;-0.552552;0.303904;-0.159958;0.937805;
8.010213;0.543405;0.000186;0.922055;-0.543405;0.298873;-0.141719;0.946086;
8.010725;0.536345;0.011959;0.931556;-0.536345;0.294990;-0.124445;0.954032;
8.011237;0.531305;0.024192;0.940559;-0.531305;0.292218;-0.108075;0.961607;
8.011749;0.528200;0.036826;0.949093;-0.528200;0.290510;-0.092557;0.968782;
8.012261;0.526933;0.049810;0.957187;-0.526933;0.289813;-0.077843;0.975533;
8.012773;0.527399;0.063095;0.964862;-0.527399;0.290069;-0.063888;0.981844;
8.013285;0.529483;0.076638;0.972141;-0.529483;0.291215;-0.050654;0.987704;
8.013797;0.533064;0.090398;0.979042;-0.533064;0.293185;-0.038105;0.993107;
8.014309;0.538020;0.104339;0.985585;-0.538020;0.295911;-0.026209;0.998052;
8.014821;0.544222;0.118425;0.991786;-0.544222;0.299322;-0.014935;1.002543;
8.014999;0.546642;0.123352;0.993866;-0.546642;0.300653;-0.011152;1.004000;
8.014999;0.546620;0.123351;0.993861;-0.546620;0.300641;-0.011162;1.004002;
8.015000;0.546634;0.123379;0.993872;-0.546634;0.300649;-0.011141;1.004006;
8.015001;0.546648;0.123406;0.993884;-0.546648;0.300656;-0.011120;1.004014;
8.015003;0.546676;0.123462;0.993907;-0.546676;0.300672;-0.011078;1.004030;
8.015007;0.546733;0.123573;0.993953;-0.546733;0.300703;-0.010994;1.004062;
8.015015;0.546846;0.123795;0.994046;-0.546846;0.300765;-0.010826;1.004126;
8.015024;0.546977;0.124051;0.994152;-0.546977;0.300837;-0.010633;1.004200;
8.015025;0.546991;0.124078;0.994164;-0.546991;0.300845;-0.010612;1.004208;
8.015026;0.547005;0.124106;0.994175;-0.547005;0.300853;-0.010591;1.004216;
8.015028;0.547033;0.124162;0.994198;-0.547033;0.300868;-0.010549;1.004232;
8.015032;0.547090;0.124273;0.994244;-0.547090;0.300900;-0.010465;1.004264;
8.015040;0.547204;0.124494;0.994336;-0.547204;0.300962;-0.010298;1.004327;
8.015056;0.547433;0.124938;0.994520;-0.547433;0.301088;-0.009963;1.004454;
8.015088;0.547893;0.125826;0.994887;-0.547893;0.301341;-0.009297;1.004707;
8.015152;0.548826;0.127604;0.995617;-0.548826;0.301854;-0.007969;1.005207;
8.015280;0.550740;0.131163;0.997062;-0.550740;0.302907;-0.005342;1.006187;
8.015536;0.554750;0.138295;0.999895;-0.554750;0.305112;-0.000192;1.008064;
8.016048;0.563435;0.152603;1.005337;-0.563435;0.309889;0.009704;1.011496;
8.016560;0.572924;0.166951;1.010492;-0.572924;0.315108;0.019077;1.014509;
8.017072;0.583105;0.181311;1.015374;-0.583105;0.320708;0.027953;1.017120;
8.017584;0.593861;0.195658;1.019997;-0.593861;0.326624;0.036358;1.019345;
8.018096;0.605081;0.209965;1.024377;-0.605081;0.332794;0.044322;1.021203;
8.018608;0.616657;0.224207;1.028530;-0.616657;0.339161;0.051873;1.022717;
8.019120;0.628488;0.238360;1.032471;-0.628488;0.345668;0.059038;1.023906;
8.020144;0.652433;0.266283;1.039806;-0.652433;0.358838;0.072375;1.025430;
8.021066;0.674000;0.290892;1.045838;-0.674000;0.370700;0.083343;1.025917;
8.021475;0.683431;0.301609;1.048370;-0.683431;0.375887;0.087946;1.025907;
8.021476;0.683455;0.301638;1.048376;-0.683455;0.375900;0.087957;1.025907;
8.021477;0.683478;0.301664;1.048382;-0.683478;0.375913;0.087968;1.025907;
8.021479;0.683525;0.301716;1.048394;-0.683525;0.375939;0.087990;1.025906;
8.021483;0.683617;0.301821;1.048418;-0.683617;0.375989;0.088034;1.025905;
8.021491;0.683802;0.302029;1.048467;-0.683802;0.376091;0.088121;1.025903;
8.021507;0.684173;0.302447;1.048563;-0.684173;0.376295;0.088297;1.025899;
8.021539;0.684912;0.303281;1.048756;-0.684912;0.376702;0.088648;1.025890;
8.021603;0.686389;0.304948;1.049141;-0.686389;0.377514;0.089347;1.025869;
8.021731;0.689333;0.308270;1.049904;-0.689333;0.379133;0.090734;1.025819;
8.021987;0.695178;0.314875;1.051409;-0.695178;0.382348;0.093471;1.025684;
8.022499;0.706667;0.327914;1.054341;-0.706667;0.388667;0.098801;1.025286;
8.023523;0.728677;0.353270;1.059944;-0.728677;0.400772;0.108989;1.024061;
8.023653;0.731369;0.356420;1.060636;-0.731369;0.402253;0.110247;1.023872;
8.023653;0.731370;0.356421;1.060635;-0.731370;0.402253;0.110246;1.023872;
8.023654;0.731390;0.356446;1.060641;-0.731390;0.402265;0.110256;1.023870;
8.023655;0.731411;0.356470;1.060646;-0.731411;0.402276;0.110265;1.023869;
8.023657;0.731453;0.356518;1.060657;-0.731453;0.402299;0.110285;1.023866;
8.023661;0.731535;0.356615;1.060678;-0.731535;0.402344;0.110323;1.023860;
8.023669;0.731701;0.356808;1.060720;-0.731701;0.402435;0.110399;1.023847;
8.023685;0.732031;0.357194;1.060804;-0.732031;0.402617;0.110552;1.023822;
8.023717;0.732691;0.357965;1.060972;-0.732691;0.402980;0.110858;1.023772;
8.023781;0.734007;0.359504;1.061307;-0.734007;0.403704;0.111468;1.023670;
8.023909;0.736620;0.362571;1.061976;-0.736620;0.405141;0.112683;1.023462;
8.024165;0.741769;0.368653;1.063301;-0.741769;0.407973;0.115092;1.023026;
8.024677;0.751753;0.380613;1.065913;-0.751753;0.413464;0.119841;1.022087;
8.025189;0.761301;0.392296;1.068480;-0.761301;0.418716;0.124509;1.021070;
8.026213;0.779028;0.414811;1.073520;-0.779028;0.428466;0.133672;1.018879;
8.027237;0.794893;0.436171;1.078472;-0.794893;0.437191;0.142676;1.016550;
8.028261;0.808883;0.456371;1.083379;-0.808883;0.444886;0.151598;1.014175;
8.028690;0.814205;0.464504;1.085433;-0.814205;0.447813;0.155333;1.013189;
8.028690;0.814206;0.464508;1.085432;-0.814206;0.447814;0.155331;1.013189;
8.028691;0.814218;0.464526;1.085437;-0.814218;0.447820;0.155339;1.013186;
8.028692;0.814230;0.464545;1.085441;-0.814230;0.447827;0.155348;1.013184;
8.028694;0.814254;0.464582;1.085451;-0.814254;0.447840;0.155365;1.013179;
8.028698;0.814302;0.464657;1.085470;-0.814302;0.447866;0.155400;1.013170;
8.028706;0.814398;0.464806;1.085508;-0.814398;0.447919;0.155470;1.013152;
8.028722;0.814589;0.465105;1.085585;-0.814589;0.448024;0.155608;1.013114;
8.028754;0.814970;0.465700;1.085737;-0.814970;0.448233;0.155886;1.013040;
8.028818;0.815726;0.466889;1.086043;-0.815726;0.448649;0.156442;1.012892;
8.028946;0.817217;0.469253;1.086654;-0.817217;0.449469;0.157553;1.012597;
8.029202;0.820114;0.473927;1.087876;-0.820114;0.451063;0.159775;1.012012;
8.029714;0.825577;0.483067;1.090322;-0.825577;0.454067;0.164222;1.010862;
8.030738;0.835241;0.500542;1.095218;-0.835241;0.459383;0.173123;1.008671;
8.031762;0.843314;0.516974;1.100118;-0.843314;0.463823;0.182033;1.006648;
8.032786;0.849935;0.532417;1.105015;-0.849935;0.467464;0.190937;1.004821;
8.033164;0.852051;0.537881;1.106818;-0.852051;0.468628;0.194214;1.004200;
8.033165;0.852059;0.537898;1.106822;-0.852059;0.468632;0.194221;1.004198;
8.033166;0.852064;0.537912;1.106826;-0.852064;0.468635;0.194230;1.004197;
8.033168;0.852075;0.537940;1.106836;-0.852075;0.468641;0.194247;1.004194;
8.033172;0.852096;0.537997;1.106855;-0.852096;0.468653;0.194282;1.004187;
8.033180;0.852138;0.538111;1.106893;-0.852138;0.468676;0.194351;1.004174;
8.033196;0.852222;0.538339;1.106970;-0.852222;0.468722;0.194490;1.004149;
8.033228;0.852390;0.538794;1.107122;-0.852390;0.468814;0.194768;1.004097;
8.033289;0.852706;0.539660;1.107414;-0.852706;0.468989;0.195297;1.004000;
8.033290;0.852712;0.539674;1.107418;-0.852712;0.468991;0.195306;1.003999;
8.033291;0.852717;0.539688;1.107423;-0.852717;0.468994;0.195315;1.003997;
8.033293;0.852727;0.539716;1.107433;-0.852727;0.469000;0.195332;1.003994;
8.033297;0.852748;0.539773;1.107452;-0.852748;0.469011;0.195367;1.003988;
8.033305;0.852789;0.539886;1.107490;-0.852789;0.469034;0.195436;1.003975;
8.033321;0.852871;0.540112;1.107566;-0.852871;0.469079;0.195575;1.003950;
8.033353;0.853034;0.540564;1.107719;-0.853034;0.469168;0.195853;1.003899;
8.033417;0.853356;0.541464;1.108024;-0.853356;0.469346;0.196408;1.003799;
8.033545;0.853987;0.543255;1.108635;-0.853987;0.469693;0.197517;1.003602;
8.033801;0.855194;0.546796;1.109853;-0.855194;0.470357;0.199733;1.003217;
8.034313;0.857402;0.553719;1.112283;-0.857402;0.471571;0.204152;1.002491;
8.035337;0.861082;0.566966;1.117100;-0.861082;0.473595;0.212909;1.001209;
8.036079;0.863201;0.576090;1.120544;-0.863201;0.474761;0.219172;1.000420;
8.036080;0.863205;0.576103;1.120549;-0.863205;0.474763;0.219180;1.000419;
8.036081;0.863207;0.576115;1.120553;-0.863207;0.474764;0.219188;1.000418;
8.036083;0.863212;0.576139;1.120563;-0.863212;0.474767;0.219205;1.000416;
8.036087;0.863222;0.576187;1.120581;-0.863222;0.474772;0.219239;1.000412;
8.036095;0.863242;0.576283;1.120618;-0.863242;0.474783;0.219306;1.000404;
8.036111;0.863282;0.576475;1.120692;-0.863282;0.474805;0.219440;1.000388;
8.036143;0.863361;0.576858;1.120840;-0.863361;0.474849;0.219709;1.000357;
8.036207;0.863517;0.577622;1.121135;-0.863517;0.474935;0.220246;1.000295;
8.036335;0.863821;0.579143;1.121725;-0.863821;0.475102;0.221318;1.000174;
8.036591;0.864395;0.582153;1.122899;-0.864395;0.475417;0.223453;0.999943;
8.037103;0.865420;0.588045;1.125228;-0.865420;0.475981;0.227688;0.999519;
8.038127;0.867053;0.599358;1.129797;-0.867053;0.476879;0.235994;0.998821;
8.039151;0.868217;0.610073;1.134232;-0.868217;0.477520;0.244058;0.998311;
8.040175;0.869033;0.620238;1.138516;-0.869033;0.477968;0.251848;0.997969;
8.041199;0.869608;0.629896;1.142633;-0.869608;0.478284;0.259333;0.997775;
8.042223;0.870037;0.639083;1.146570;-0.870037;0.478520;0.266491;0.997707;
8.043247;0.870400;0.647832;1.150315;-0.870400;0.478720;0.273301;0.997746;
8.044271;0.870762;0.656169;1.153862;-0.870762;0.478919;0.279749;0.997868;
8.045295;0.871174;0.664116;1.157205;-0.871174;0.479145;0.285828;0.998056;
8.046319;0.871670;0.671692;1.160342;-0.871670;0.479419;0.291532;0.998291;
8.047343;0.872276;0.678908;1.163274;-0.872276;0.479752;0.296862;0.998556;
8.048367;0.873006;0.685777;1.166002;-0.873006;0.480153;0.301822;0.998837;
8.048857;0.873400;0.688945;1.167237;-0.873400;0.480370;0.304068;0.998973;
8.048858;0.873401;0.688952;1.167240;-0.873401;0.480370;0.304072;0.998973;
8.048859;0.873402;0.688958;1.167242;-0.873402;0.480371;0.304077;0.998974;
8.048861;0.873403;0.688971;1.167247;-0.873403;0.480372;0.304086;0.998974;
