time;WECCPVVSource_photovoltaics_HvMeasurements_PPu;WECCPVVSource_photovoltaics_HvMeasurements_QPu;WECCPVVSource_photovoltaics_HvMeasurements_UPu;WECCPVVSource_photovoltaics_LvMeasurements_PPu;WECCPVVSource_photovoltaics_LvMeasurements_QPu;WECCPVVSource_photovoltaics_LvMeasurements_UPu;WECCPVVSource_photovoltaics_injector_PInjPu;WECCPVVSource_photovoltaics_injector_QInjPu;WECCPVVSource_photovoltaics_injector_terminal_V_re;WECCPVVSource_photovoltaics_injector_terminal_i_re;WECCPVVSource_photovoltaics_injector_terminal_V_im;WECCPVVSource_photovoltaics_injector_terminal_i_im;WECCPVVSource_photovoltaics_pll_omegaPLLPu;
4.000010;0.350549;1.098512;0.500005;0.350549;1.896265;0.836194;0.350602;2.428154;1.049284;-0.701097;0.175261;2.197002;1.060986;
4.000011;0.350628;1.098286;0.500005;0.350628;1.895776;0.836130;0.350681;2.427489;1.049171;-0.701255;0.175300;2.196551;1.061001;
4.000012;0.350667;1.098174;0.500005;0.350667;1.895531;0.836098;0.350720;2.427156;1.049115;-0.701335;0.175320;2.196326;1.061009;
4.000012;0.350688;1.098115;0.500005;0.350688;1.895403;0.836081;0.350741;2.426982;1.049085;-0.701376;0.175330;2.196208;1.061013;
4.000013;0.350709;1.098056;0.500005;0.350709;1.895276;0.836065;0.350762;2.426808;1.049056;-0.701417;0.175341;2.196090;1.061017;
4.000013;0.350729;1.097997;0.500005;0.350729;1.895148;0.836048;0.350782;2.426635;1.049027;-0.701459;0.175351;2.195972;1.061021;
4.000014;0.350750;1.097938;0.500005;0.350750;1.895020;0.836031;0.350803;2.426461;1.048997;-0.701500;0.175361;2.195854;1.061025;
4.000014;0.350771;1.097879;0.500005;0.350771;1.894892;0.836015;0.350824;2.426287;1.048968;-0.701541;0.175372;2.195737;1.061029;
4.000014;0.350791;1.097820;0.500005;0.350791;1.894764;0.835998;0.350844;2.426113;1.048938;-0.701583;0.175382;2.195619;1.061033;
4.000015;0.350812;1.097761;0.500005;0.350812;1.894637;0.835981;0.350865;2.425940;1.048909;-0.701624;0.175392;2.195501;1.061036;
4.000015;0.350833;1.097703;0.500005;0.350833;1.894509;0.835964;0.350886;2.425766;1.048879;-0.701665;0.175403;2.195383;1.061040;
4.000016;0.350853;1.097644;0.500005;0.350853;1.894381;0.835948;0.350906;2.425592;1.048850;-0.701707;0.175413;2.195265;1.061044;
4.000017;0.350895;1.097526;0.500005;0.350895;1.894126;0.835914;0.350948;2.425245;1.048791;-0.701789;0.175434;2.195030;1.061052;
4.000017;0.350936;1.097408;0.500005;0.350936;1.893870;0.835881;0.350989;2.424898;1.048732;-0.701872;0.175454;2.194794;1.061060;
4.000018;0.350977;1.097290;0.500005;0.350977;1.893615;0.835847;0.351030;2.424551;1.048673;-0.701954;0.175475;2.194559;1.061068;
4.000020;0.351060;1.097055;0.500005;0.351060;1.893104;0.835780;0.351113;2.423856;1.048555;-0.702120;0.175516;2.194088;1.061083;
4.000023;0.351225;1.096584;0.500005;0.351225;1.892083;0.835646;0.351278;2.422469;1.048320;-0.702450;0.175599;2.193146;1.061115;
4.000030;0.351556;1.095643;0.500005;0.351556;1.890043;0.835379;0.351609;2.419696;1.047849;-0.703111;0.175764;2.191263;1.061177;
4.000043;0.352217;1.093762;0.500005;0.352217;1.885970;0.834844;0.352270;2.414162;1.046909;-0.704434;0.176095;2.187501;1.061300;
4.000070;0.353539;1.090006;0.500005;0.353539;1.877853;0.833776;0.353591;2.403137;1.045031;-0.707078;0.176756;2.179990;1.061544;
4.000124;0.356181;1.082519;0.500004;0.356181;1.861733;0.831650;0.356233;2.381261;1.041287;-0.712363;0.178078;2.165017;1.062019;
4.000177;0.358818;1.075057;0.500004;0.358818;1.845742;0.829533;0.358870;2.359584;1.037556;-0.717637;0.179396;2.150093;1.062480;
4.000231;0.361449;1.067619;0.500004;0.361449;1.829880;0.827423;0.361500;2.338104;1.033837;-0.722898;0.180712;2.135217;1.062928;
4.000338;0.366684;1.052798;0.500004;0.366684;1.798490;0.823224;0.366734;2.295668;1.026427;-0.733368;0.183330;2.105576;1.063795;
4.000446;0.371886;1.038065;0.500004;0.371886;1.767581;0.819055;0.371935;2.253973;1.019060;-0.743773;0.185931;2.076111;1.064614;
4.000660;0.382183;1.008889;0.500004;0.382183;1.707230;0.810816;0.382230;2.172837;1.004472;-0.764367;0.191081;2.017759;1.066105;
4.000808;0.389167;0.989050;0.500004;0.389167;1.666839;0.805225;0.389212;2.118749;0.994552;-0.778333;0.194573;1.978082;1.067020;
4.000809;0.389237;0.988852;0.500004;0.389237;1.666441;0.805170;0.389282;2.118212;0.994453;-0.778473;0.194608;1.977685;1.067028;
4.000810;0.389307;0.988653;0.500004;0.389307;1.666039;0.805114;0.389352;2.117675;0.994354;-0.778613;0.194643;1.977288;1.067037;
4.000813;0.389446;0.988256;0.500004;0.389446;1.665236;0.805002;0.389491;2.116602;0.994155;-0.778893;0.194713;1.976494;1.067055;
4.000819;0.389726;0.987462;0.500004;0.389726;1.663632;0.804778;0.389771;2.114457;0.993758;-0.779451;0.194852;1.974906;1.067089;
4.000831;0.390284;0.985875;0.500004;0.390284;1.660427;0.804332;0.390329;2.110173;0.992965;-0.780568;0.195132;1.971732;1.067158;
4.000855;0.391399;0.982704;0.500004;0.391399;1.654034;0.803439;0.391443;2.101632;0.991379;-0.782797;0.195689;1.965390;1.067295;
4.000902;0.393621;0.976377;0.500004;0.393621;1.641315;0.801659;0.393665;2.084652;0.988215;-0.787242;0.196800;1.952735;1.067561;
4.000997;0.398037;0.963777;0.500004;0.398037;1.616146;0.798118;0.398080;2.051102;0.981915;-0.796074;0.199009;1.927536;1.068067;
4.001187;0.406745;0.938798;0.500004;0.406745;1.566857;0.791108;0.406786;1.985605;0.969425;-0.813489;0.203363;1.877578;1.068975;
4.001567;0.423604;0.889715;0.500004;0.423604;1.472327;0.777374;0.423643;1.860774;0.944884;-0.847208;0.211794;1.779415;1.070402;
4.001737;0.430895;0.868104;0.500004;0.430895;1.431647;0.771342;0.430932;1.807404;0.934078;-0.861789;0.215440;1.736193;1.070882;
4.001737;0.430894;0.868104;0.500004;0.430894;1.431660;0.771342;0.430932;1.807402;0.934078;-0.861789;0.215440;1.736192;1.070882;
4.001739;0.430986;0.867832;0.500004;0.430986;1.431153;0.771266;0.431023;1.806738;0.933942;-0.861971;0.215486;1.735649;1.070887;
4.001741;0.431077;0.867561;0.500004;0.431077;1.430646;0.771190;0.431114;1.806074;0.933806;-0.862154;0.215531;1.735106;1.070892;
4.001746;0.431259;0.867018;0.500004;0.431259;1.429633;0.771039;0.431296;1.804747;0.933535;-0.862518;0.215623;1.734021;1.070903;
4.001754;0.431622;0.865933;0.500004;0.431622;1.427607;0.770736;0.431659;1.802094;0.932992;-0.863244;0.215804;1.731850;1.070922;
4.001771;0.432344;0.863765;0.500004;0.432344;1.423563;0.770132;0.432381;1.796800;0.931908;-0.864688;0.216165;1.727514;1.070958;
4.001806;0.433770;0.859438;0.500004;0.433770;1.415503;0.768924;0.433807;1.786251;0.929744;-0.867541;0.216878;1.718860;1.071017;
4.001874;0.436554;0.850819;0.500004;0.436554;1.399494;0.766518;0.436590;1.765314;0.925435;-0.873107;0.218270;1.701622;1.071081;
4.002012;0.441842;0.833725;0.500003;0.441842;1.367910;0.761741;0.441878;1.724070;0.916888;-0.883684;0.220915;1.667435;1.071014;
4.002287;0.451316;0.800123;0.500003;0.451316;1.306446;0.752322;0.451349;1.644028;0.900086;-0.902631;0.225653;1.600232;1.070188;
4.002562;0.459346;0.767318;0.500003;0.459346;1.247177;0.743086;0.459378;1.567115;0.883683;-0.918693;0.229669;1.534622;1.068558;
4.002837;0.465987;0.735323;0.500003;0.465987;1.190024;0.734033;0.466017;1.493188;0.867685;-0.931974;0.232990;1.470633;1.066276;
4.003112;0.471310;0.704145;0.500003;0.471310;1.134911;0.725163;0.471339;1.422119;0.852096;-0.942620;0.235652;1.408279;1.063484;
4.003387;0.475398;0.673786;0.500003;0.475398;1.081773;0.716475;0.475425;1.353795;0.836916;-0.950795;0.237697;1.347560;1.060310;
4.003663;0.478343;0.644239;0.500003;0.478343;1.030544;0.707969;0.478369;1.288114;0.822142;-0.956686;0.239170;1.288467;1.056869;
4.003938;0.480246;0.615494;0.500003;0.480246;0.981166;0.699644;0.480270;1.224982;0.807769;-0.960491;0.240122;1.230979;1.053260;
4.004213;0.481207;0.587536;0.500002;0.481207;0.933581;0.691498;0.481230;1.164313;0.793790;-0.962414;0.240603;1.175063;1.049567;
4.004488;0.481330;0.560346;0.500002;0.481330;0.887733;0.683531;0.481352;1.106028;0.780194;-0.962660;0.240665;1.120682;1.045864;
4.004763;0.480715;0.533900;0.500002;0.480715;0.843569;0.675739;0.480735;1.050053;0.766971;-0.961429;0.240358;1.067792;1.042210;
4.005038;0.479459;0.508175;0.500002;0.479459;0.801035;0.668120;0.479478;0.996314;0.754108;-0.958917;0.239731;1.016343;1.038656;
4.005313;0.477654;0.483145;0.500002;0.477654;0.760080;0.660671;0.477673;0.944743;0.741592;-0.955309;0.238829;0.966283;1.035241;
4.005588;0.475389;0.458783;0.500002;0.475389;0.720653;0.653390;0.475406;0.895273;0.729410;-0.950778;0.237697;0.917558;1.031996;
4.006138;0.469791;0.411934;0.500002;0.469791;0.646167;0.639310;0.469806;0.802339;0.705985;-0.939581;0.234898;0.823861;1.026077;
4.006634;0.463828;0.371809;0.500002;0.463828;0.583836;0.627175;0.463842;0.725200;0.685922;-0.927656;0.231918;0.743613;1.021428;
4.007129;0.457319;0.333474;0.500001;0.457319;0.525680;0.615528;0.457331;0.653829;0.666753;-0.914637;0.228664;0.666942;1.017443;
4.007624;0.450529;0.296796;0.500001;0.450529;0.471434;0.604347;0.450540;0.587871;0.648413;-0.901057;0.225269;0.593588;1.014118;
4.008119;0.443672;0.261660;0.500001;0.443672;0.420847;0.593614;0.443683;0.526981;0.630844;-0.887345;0.221842;0.523316;1.011422;
4.008150;0.443243;0.259515;0.500001;0.443243;0.417802;0.592957;0.443254;0.523337;0.629771;-0.886487;0.221627;0.519025;1.011274;
4.008191;0.442676;0.256681;0.500001;0.442676;0.413788;0.592091;0.442686;0.518537;0.628354;-0.885351;0.221343;0.513357;1.011082;
4.008220;0.442278;0.254699;0.500001;0.442278;0.410987;0.591484;0.442288;0.515189;0.627363;-0.884556;0.221145;0.509393;1.010949;
4.008246;0.441921;0.252919;0.500001;0.441921;0.408476;0.590940;0.441931;0.512190;0.626473;-0.883841;0.220966;0.505834;1.010832;
4.008297;0.441209;0.249379;0.500001;0.441209;0.403491;0.589857;0.441219;0.506243;0.624703;-0.882417;0.220610;0.498754;1.010604;
4.008325;0.440830;0.247500;0.500001;0.440830;0.400854;0.589282;0.440840;0.503097;0.623764;-0.881660;0.220421;0.494996;1.010487;
4.008327;0.440806;0.247381;0.500001;0.440806;0.400685;0.589246;0.440817;0.502898;0.623704;-0.881613;0.220409;0.494758;1.010479;
4.008329;0.440783;0.247263;0.500001;0.440783;0.400519;0.589210;0.440793;0.502700;0.623645;-0.881565;0.220397;0.494521;1.010472;
4.008332;0.440735;0.247026;0.500001;0.440735;0.400187;0.589137;0.440745;0.502304;0.623527;-0.881470;0.220373;0.494047;1.010456;
4.008339;0.440640;0.246555;0.500001;0.440640;0.399527;0.588994;0.440650;0.501518;0.623291;-0.881280;0.220326;0.493107;1.010427;
4.008353;0.440453;0.245625;0.500001;0.440453;0.398222;0.588709;0.440463;0.499964;0.622826;-0.880906;0.220232;0.491245;1.010367;
4.008381;0.440088;0.243804;0.500001;0.440088;0.395673;0.588152;0.440098;0.496930;0.621915;-0.880175;0.220050;0.487603;1.010250;
4.008437;0.439390;0.240315;0.500001;0.439390;0.390803;0.587085;0.439400;0.491139;0.620171;-0.878781;0.219701;0.480626;1.010023;
4.008492;0.438725;0.236974;0.500001;0.438725;0.386155;0.586063;0.438735;0.485619;0.618500;-0.877450;0.219368;0.473943;1.009802;
4.008548;0.438091;0.233773;0.500001;0.438091;0.381718;0.585085;0.438101;0.480356;0.616900;-0.876182;0.219051;0.467543;1.009589;
4.008660;0.436892;0.227687;0.500001;0.436892;0.373316;0.583225;0.436902;0.470412;0.613857;-0.873784;0.218452;0.455370;1.009177;
4.008771;0.435800;0.222081;0.500001;0.435800;0.365625;0.581512;0.435809;0.461331;0.611053;-0.871599;0.217906;0.444158;1.008789;
4.008883;0.434813;0.216942;0.500001;0.434813;0.358616;0.579944;0.434823;0.453077;0.608484;-0.869627;0.217413;0.433880;1.008427;
4.009106;0.433125;0.207897;0.500001;0.433125;0.346387;0.577186;0.433134;0.438723;0.603961;-0.866250;0.216569;0.415789;1.007773;
4.009329;0.431785;0.200330;0.500001;0.431785;0.336270;0.574883;0.431794;0.426909;0.600177;-0.863571;0.215899;0.400656;1.007210;
4.009432;0.431269;0.197251;0.500001;0.431269;0.332187;0.573949;0.431278;0.422161;0.598638;-0.862537;0.215641;0.394499;1.006978;
4.009432;0.431268;0.197252;0.500001;0.431268;0.332192;0.573949;0.431277;0.422160;0.598638;-0.862537;0.215641;0.394499;1.006978;
4.009437;0.431247;0.197121;0.500001;0.431247;0.332019;0.573909;0.431256;0.421960;0.598573;-0.862494;0.215630;0.394239;1.006968;
4.009441;0.431226;0.196991;0.500001;0.431226;0.331848;0.573870;0.431235;0.421761;0.598508;-0.862452;0.215619;0.393979;1.006958;
4.009451;0.431184;0.196733;0.500001;0.431184;0.331507;0.573792;0.431193;0.421365;0.598379;-0.862368;0.215598;0.393463;1.006938;
4.009469;0.431103;0.196230;0.500001;0.431103;0.330843;0.573639;0.431112;0.420594;0.598127;-0.862206;0.215558;0.392455;1.006899;
4.009507;0.430951;0.195261;0.500001;0.430951;0.329567;0.573345;0.430960;0.419114;0.597643;-0.861901;0.215482;0.390517;1.006824;
4.009581;0.430683;0.193469;0.500001;0.430683;0.327219;0.572804;0.430692;0.416395;0.596747;-0.861365;0.215348;0.386934;1.006681;
4.009656;0.430449;0.191816;0.500001;0.430449;0.325064;0.572305;0.430458;0.413905;0.595921;-0.860898;0.215231;0.383629;1.006547;
4.009731;0.430249;0.190295;0.500001;0.430249;0.323091;0.571847;0.430258;0.411630;0.595160;-0.860498;0.215131;0.380586;1.006421;
4.009880;0.429921;0.187537;0.500001;0.429921;0.319538;0.571019;0.429930;0.407548;0.593781;-0.859842;0.214967;0.375071;1.006187;
4.010029;0.429705;0.185213;0.500001;0.429705;0.316583;0.570325;0.429714;0.404172;0.592619;-0.859411;0.214859;0.370422;1.005981;
4.010327;0.429582;0.181717;0.500001;0.429582;0.312253;0.569294;0.429591;0.399286;0.590870;-0.859165;0.214798;0.363429;1.005652;
4.010626;0.429827;0.179550;0.500001;0.429827;0.309742;0.568678;0.429836;0.396547;0.589787;-0.859654;0.214920;0.359096;1.005422;
4.010924;0.430384;0.178459;0.500001;0.430384;0.308705;0.568397;0.430393;0.395545;0.589242;-0.860768;0.215199;0.356915;1.005278;
4.011222;0.431204;0.178225;0.500001;0.431204;0.308844;0.568385;0.431213;0.395934;0.589124;-0.862408;0.215609;0.356446;1.005209;
4.011521;0.432244;0.178664;0.500001;0.432244;0.309917;0.568584;0.432253;0.397428;0.589344;-0.864489;0.216129;0.357324;1.005202;
4.011819;0.433470;0.179627;0.500001;0.433470;0.311724;0.568949;0.433479;0.399798;0.589826;-0.866940;0.216742;0.359251;1.005247;
4.012118;0.434850;0.180995;0.500001;0.434850;0.314108;0.569444;0.434859;0.402858;0.590510;-0.869701;0.217432;0.361987;1.005334;
4.012416;0.436361;0.182672;0.500001;0.436361;0.316940;0.570037;0.436370;0.406460;0.591348;-0.872722;0.218187;0.365340;1.005454;
4.013013;0.439669;0.186589;0.500001;0.439669;0.323464;0.571409;0.439678;0.414722;0.593307;-0.879338;0.219842;0.373175;1.005755;
4.013610;0.443287;0.191022;0.500001;0.443287;0.330819;0.572954;0.443296;0.424023;0.595524;-0.886573;0.221650;0.382041;1.006108;
4.014206;0.447120;0.195697;0.500001;0.447120;0.338628;0.574586;0.447130;0.433919;0.597861;-0.894240;0.223567;0.391389;1.006476;
4.014803;0.451097;0.200426;0.500001;0.451097;0.346625;0.576245;0.451106;0.444094;0.600226;-0.902193;0.225555;0.400848;1.006832;
4.015400;0.455161;0.205092;0.500001;0.455161;0.354636;0.577892;0.455171;0.454336;0.602559;-0.910323;0.227588;0.410180;1.007159;
4.015884;0.458492;0.208776;0.500001;0.458492;0.361059;0.579203;0.458502;0.462587;0.604401;-0.916984;0.229253;0.417547;1.007395;
4.015884;0.458491;0.208776;0.500001;0.458491;0.361057;0.579203;0.458502;0.462587;0.604401;-0.916983;0.229253;0.417548;1.007395;
4.015899;0.458596;0.208890;0.500001;0.458596;0.361257;0.579243;0.458606;0.462845;0.604458;-0.917193;0.229305;0.417776;1.007402;
4.015914;0.458701;0.209004;0.500001;0.458701;0.361457;0.579284;0.458711;0.463102;0.604515;-0.917402;0.229357;0.418003;1.007409;
4.015944;0.458911;0.209231;0.500001;0.458911;0.361857;0.579365;0.458921;0.463618;0.604629;-0.917822;0.229462;0.418458;1.007422;
4.016005;0.459331;0.209684;0.500001;0.459331;0.362654;0.579527;0.459341;0.464645;0.604855;-0.918661;0.229672;0.419364;1.007449;
4.016126;0.460170;0.210581;0.500001;0.460170;0.364241;0.579848;0.460180;0.466691;0.605304;-0.920340;0.230092;0.421158;1.007501;
4.016368;0.461848;0.212343;0.500001;0.461848;0.367379;0.580482;0.461858;0.470746;0.606185;-0.923696;0.230931;0.424682;1.007597;
4.016853;0.465193;0.215736;0.500001;0.465193;0.373504;0.581710;0.465203;0.478692;0.607882;-0.930386;0.232603;0.431468;1.007758;
4.016906;0.465562;0.216098;0.500001;0.465562;0.374167;0.581842;0.465573;0.479555;0.608063;-0.931125;0.232788;0.432192;1.007772;
4.016923;0.465674;0.216212;0.500001;0.465674;0.374371;0.581883;0.465685;0.479822;0.608119;-0.931349;0.232844;0.432419;1.007778;
4.016939;0.465786;0.216325;0.500001;0.465786;0.374577;0.581925;0.465797;0.480088;0.608176;-0.931573;0.232900;0.432646;1.007782;
4.016972;0.466010;0.216551;0.500001;0.466010;0.374987;0.582007;0.466020;0.480621;0.608289;-0.932020;0.233012;0.433098;1.007792;
4.017037;0.466452;0.217002;0.500001;0.466452;0.375802;0.582170;0.466463;0.481679;0.608514;-0.932904;0.233233;0.434000;1.007805;
4.017167;0.467321;0.217898;0.500001;0.467321;0.377418;0.582493;0.467332;0.483776;0.608962;-0.934642;0.233668;0.435791;1.007819;
4.017427;0.468992;0.219669;0.500001;0.468992;0.380593;0.583130;0.469003;0.487887;0.609848;-0.937984;0.234503;0.439334;1.007794;
4.017533;0.469658;0.220383;0.500001;0.469658;0.381871;0.583386;0.469669;0.489540;0.610205;-0.939316;0.234836;0.440762;1.007775;
4.017551;0.469770;0.220504;0.500001;0.469770;0.382087;0.583429;0.469780;0.489820;0.610266;-0.939539;0.234892;0.441005;1.007771;
4.017552;0.469776;0.220511;0.500001;0.469776;0.382100;0.583432;0.469787;0.489836;0.610269;-0.939552;0.234895;0.441019;1.007770;
4.017554;0.469789;0.220525;0.500001;0.469789;0.382125;0.583437;0.469800;0.489869;0.610276;-0.939578;0.234901;0.441046;1.007770;
4.017558;0.469815;0.220553;0.500001;0.469815;0.382175;0.583447;0.469826;0.489933;0.610290;-0.939630;0.234914;0.441102;1.007769;
4.017566;0.469866;0.220609;0.500001;0.469866;0.382274;0.583467;0.469877;0.490062;0.610318;-0.939733;0.234940;0.441214;1.007767;
4.017583;0.469968;0.220721;0.500001;0.469968;0.382473;0.583507;0.469979;0.490319;0.610374;-0.939936;0.234991;0.441438;1.007762;
4.017616;0.470166;0.220946;0.500001;0.470166;0.382869;0.583586;0.470176;0.490828;0.610487;-0.940331;0.235090;0.441887;1.007747;
4.017682;0.470541;0.221398;0.500001;0.470541;0.383653;0.583745;0.470552;0.491834;0.610713;-0.941083;0.235278;0.442791;1.007701;
4.017814;0.471215;0.222314;0.500001;0.471215;0.385193;0.584061;0.471226;0.493791;0.611171;-0.942429;0.235614;0.444623;1.007547;
4.017946;0.471812;0.223242;0.500001;0.471812;0.386708;0.584374;0.471822;0.495696;0.611635;-0.943623;0.235913;0.446480;1.007339;
4.018078;0.472334;0.224184;0.500001;0.472334;0.388198;0.584686;0.472345;0.497551;0.612106;-0.944667;0.236174;0.448363;1.007081;
4.018342;0.473210;0.226097;0.500001;0.473210;0.391125;0.585307;0.473221;0.501154;0.613062;-0.946420;0.236612;0.452189;1.006463;
4.018606;0.473823;0.228061;0.500001;0.473823;0.393972;0.585923;0.473834;0.504590;0.614044;-0.947646;0.236918;0.456117;1.005698;
4.019045;0.474288;0.231441;0.500001;0.474288;0.398549;0.586941;0.474299;0.509965;0.615735;-0.948576;0.237151;0.462878;1.004200;
4.019046;0.474288;0.231449;0.500001;0.474288;0.398559;0.586943;0.474300;0.509977;0.615738;-0.948577;0.237151;0.462894;1.004196;
4.019048;0.474289;0.231465;0.500001;0.474289;0.398580;0.586948;0.474300;0.510001;0.615747;-0.948578;0.237151;0.462926;1.004188;
4.019052;0.474290;0.231497;0.500001;0.474290;0.398622;0.586957;0.474301;0.510049;0.615763;-0.948580;0.237152;0.462990;1.004173;
4.019060;0.474291;0.231562;0.500001;0.474291;0.398705;0.586976;0.474302;0.510145;0.615795;-0.948583;0.237152;0.463119;1.004141;
4.019077;0.474293;0.231690;0.500001;0.474293;0.398871;0.587014;0.474305;0.510335;0.615859;-0.948587;0.237154;0.463376;1.004079;
4.019097;0.474294;0.231850;0.500001;0.474294;0.399075;0.587060;0.474305;0.510569;0.615939;-0.948588;0.237154;0.463696;1.004000;
4.019098;0.474294;0.231858;0.500001;0.474294;0.399085;0.587063;0.474305;0.510581;0.615943;-0.948588;0.237154;0.463712;1.003996;
4.019100;0.474294;0.231874;0.500001;0.474294;0.399106;0.587067;0.474305;0.510605;0.615951;-0.948588;0.237154;0.463744;1.003988;
4.019104;0.474294;0.231907;0.500001;0.474294;0.399147;0.587077;0.474305;0.510652;0.615967;-0.948588;0.237154;0.463809;1.003973;
4.019112;0.474294;0.231971;0.500001;0.474294;0.399230;0.587095;0.474305;0.510747;0.615999;-0.948588;0.237154;0.463938;1.003941;
4.019128;0.474294;0.232100;0.500001;0.474294;0.399394;0.587133;0.474305;0.510935;0.616064;-0.948587;0.237154;0.464196;1.003877;
4.019161;0.474289;0.232359;0.500001;0.474289;0.399723;0.587208;0.474300;0.511310;0.616194;-0.948577;0.237151;0.464714;1.003749;
4.019226;0.474265;0.232881;0.500001;0.474265;0.400377;0.587358;0.474276;0.512052;0.616454;-0.948531;0.237139;0.465757;1.003490;
4.019356;0.474166;0.233936;0.500001;0.474166;0.401671;0.587658;0.474177;0.513505;0.616982;-0.948332;0.237090;0.467867;1.002961;
4.019617;0.473778;0.236092;0.500001;0.473778;0.404214;0.588257;0.473789;0.516307;0.618060;-0.947556;0.236896;0.472179;1.001879;
4.019877;0.473218;0.238290;0.500001;0.473218;0.406719;0.588857;0.473229;0.519017;0.619159;-0.946435;0.236615;0.476575;1.000793;
4.020138;0.472503;0.240526;0.500001;0.472503;0.409191;0.589456;0.472514;0.521647;0.620277;-0.945005;0.236258;0.481047;0.999717;
4.020659;0.470759;0.245071;0.500001;0.470759;0.414074;0.590655;0.470771;0.526755;0.622550;-0.941519;0.235386;0.490137;0.997625;
4.021180;0.468501;0.249843;0.500001;0.468501;0.418991;0.591884;0.468512;0.531768;0.624936;-0.937001;0.234257;0.499682;0.995591;
4.021181;0.468496;0.249851;0.500001;0.468496;0.418999;0.591886;0.468508;0.531776;0.624940;-0.936993;0.234255;0.499698;0.995588;
4.021182;0.468488;0.249867;0.500001;0.468488;0.419016;0.591890;0.468499;0.531792;0.624948;-0.936976;0.234250;0.499730;0.995581;
4.021186;0.468472;0.249899;0.500001;0.468472;0.419048;0.591898;0.468483;0.531825;0.624964;-0.936943;0.234242;0.499794;0.995568;
4.021193;0.468438;0.249964;0.500001;0.468438;0.419113;0.591914;0.468450;0.531890;0.624996;-0.936877;0.234225;0.499923;0.995542;
