time;WPP4A_WPP_wPPControl_measurements_PGenNomPu;WPP4A_WPP_wPPControl_measurements_QGenNomPu;WPP4A_WPP_wPPControl_measurements_UPu;WPP4A_WPP_terminal_V_re;WPP4A_WPP_terminal_V_im;WPP4A_WPP_terminal_i_re;WPP4A_WPP_terminal_i_im;
0.013493;1.000101;-0.210033;1.000168;0.976177;0.217751;-0.930227;-0.422660;
0.013533;1.000100;-0.210033;1.000168;0.976177;0.217751;-0.930227;-0.422660;
0.013559;1.000100;-0.210033;1.000169;0.976177;0.217751;-0.930226;-0.422660;
0.013559;1.000100;-0.210033;1.000169;0.976177;0.217751;-0.930226;-0.422660;
0.013559;1.000100;-0.210033;1.000169;0.976177;0.217751;-0.930226;-0.422660;
0.013600;1.000100;-0.210033;1.000169;0.976177;0.217751;-0.930226;-0.422660;
0.013640;1.000100;-0.210033;1.000169;0.976177;0.217751;-0.930226;-0.422660;
0.013720;1.000099;-0.210033;1.000169;0.976177;0.217751;-0.930226;-0.422659;
0.013880;1.000099;-0.210033;1.000169;0.976177;0.217750;-0.930225;-0.422659;
0.014201;1.000097;-0.210033;1.000169;0.976178;0.217750;-0.930223;-0.422658;
0.014843;1.000093;-0.210032;1.000169;0.976178;0.217749;-0.930220;-0.422655;
0.016128;1.000086;-0.210031;1.000170;0.976179;0.217747;-0.930214;-0.422651;
0.017412;1.000080;-0.210030;1.000171;0.976180;0.217746;-0.930208;-0.422646;
0.019980;1.000068;-0.210028;1.000172;0.976183;0.217742;-0.930197;-0.422637;
0.022291;1.000059;-0.210025;1.000174;0.976185;0.217740;-0.930188;-0.422629;
0.024602;1.000050;-0.210023;1.000175;0.976186;0.217738;-0.930180;-0.422622;
0.026914;1.000043;-0.210020;1.000176;0.976188;0.217736;-0.930174;-0.422615;
0.029225;1.000037;-0.210017;1.000177;0.976190;0.217734;-0.930168;-0.422609;
0.031536;1.000031;-0.210015;1.000178;0.976191;0.217733;-0.930163;-0.422603;
0.033848;1.000026;-0.210013;1.000179;0.976192;0.217731;-0.930158;-0.422598;
0.036159;1.000022;-0.210010;1.000180;0.976194;0.217730;-0.930155;-0.422593;
0.038470;1.000019;-0.210008;1.000181;0.976195;0.217729;-0.930151;-0.422589;
0.043093;1.000013;-0.210004;1.000183;0.976197;0.217728;-0.930146;-0.422582;
0.047715;1.000009;-0.210001;1.000184;0.976198;0.217726;-0.930142;-0.422576;
0.052338;1.000006;-0.209999;1.000185;0.976199;0.217725;-0.930139;-0.422571;
0.056961;1.000004;-0.209997;1.000186;0.976200;0.217725;-0.930137;-0.422567;
0.061583;1.000002;-0.209995;1.000186;0.976201;0.217724;-0.930135;-0.422565;
0.070828;0.999999;-0.209993;1.000187;0.976202;0.217724;-0.930133;-0.422561;
0.080074;0.999998;-0.209992;1.000187;0.976203;0.217723;-0.930132;-0.422559;
0.089319;0.999997;-0.209991;1.000188;0.976203;0.217723;-0.930131;-0.422558;
0.107809;0.999997;-0.209992;1.000188;0.976203;0.217723;-0.930131;-0.422558;
0.144790;0.999997;-0.209994;1.000187;0.976202;0.217723;-0.930131;-0.422561;
0.182791;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.182791;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.183227;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.183663;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.184230;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.184230;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.184230;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.184668;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.185105;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422564;
0.185979;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422564;
0.187728;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422564;
0.191226;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422564;
0.198222;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422564;
0.212214;0.999998;-0.209997;1.000186;0.976201;0.217723;-0.930132;-0.422565;
0.240197;0.999999;-0.209998;1.000185;0.976200;0.217724;-0.930133;-0.422567;
0.296164;0.999999;-0.209999;1.000185;0.976200;0.217724;-0.930133;-0.422568;
0.408097;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.631963;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422569;
0.838471;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.838471;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.839617;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.840763;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.843054;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.847637;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.856802;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.875133;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.911794;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.985117;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.131763;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.425056;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000021;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000043;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000087;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000175;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000349;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000699;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001399;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.002099;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.003498;0.999998;-0.210000;1.000185;0.976200;0.217724;-0.930132;-0.422569;
2.004898;0.999994;-0.210001;1.000185;0.976200;0.217723;-0.930129;-0.422568;
2.006297;0.999985;-0.210003;1.000185;0.976200;0.217720;-0.930120;-0.422566;
2.007697;0.999968;-0.210007;1.000184;0.976201;0.217716;-0.930105;-0.422562;
2.009097;0.999940;-0.210013;1.000184;0.976203;0.217709;-0.930079;-0.422555;
2.010496;0.999897;-0.210021;1.000184;0.976205;0.217698;-0.930041;-0.422544;
2.011896;0.999837;-0.210033;1.000184;0.976208;0.217683;-0.929986;-0.422528;
2.013295;0.999755;-0.210048;1.000184;0.976213;0.217662;-0.929912;-0.422505;
2.014695;0.999649;-0.210067;1.000184;0.976219;0.217636;-0.929815;-0.422475;
2.016094;0.999515;-0.210091;1.000185;0.976227;0.217602;-0.929694;-0.422436;
2.017494;0.999350;-0.210119;1.000186;0.976237;0.217560;-0.929544;-0.422388;
2.018893;0.999152;-0.210151;1.000187;0.976250;0.217510;-0.929364;-0.422328;
2.020293;0.998919;-0.210189;1.000189;0.976265;0.217451;-0.929152;-0.422256;
2.023092;0.998336;-0.210276;1.000196;0.976305;0.217304;-0.928622;-0.422070;
2.025611;0.997673;-0.210369;1.000206;0.976352;0.217136;-0.928020;-0.421851;
2.028130;0.996876;-0.210474;1.000220;0.976411;0.216934;-0.927295;-0.421580;
2.030649;0.995940;-0.210588;1.000239;0.976483;0.216696;-0.926443;-0.421251;
2.033169;0.994865;-0.210710;1.000263;0.976569;0.216423;-0.925465;-0.420863;
2.035688;0.993655;-0.210837;1.000294;0.976669;0.216115;-0.924364;-0.420415;
2.038207;0.992312;-0.210967;1.000331;0.976782;0.215773;-0.923141;-0.419905;
2.040726;0.990844;-0.211098;1.000375;0.976910;0.215399;-0.921804;-0.419335;
2.043245;0.989255;-0.211227;1.000426;0.977052;0.214993;-0.920356;-0.418706;
2.048283;0.985758;-0.211470;1.000551;0.977376;0.214100;-0.917170;-0.417277;
2.053322;0.981880;-0.211688;1.000704;0.977749;0.213107;-0.913633;-0.415638;
2.058360;0.977679;-0.211872;1.000884;0.978168;0.212031;-0.909801;-0.413812;
2.063398;0.973213;-0.212018;1.001090;0.978626;0.210885;-0.905725;-0.411824;
2.068437;0.968532;-0.212124;1.001317;0.979117;0.209682;-0.901451;-0.409698;
2.073475;0.963678;-0.212192;1.001564;0.979635;0.208434;-0.897017;-0.407459;
2.078513;0.958683;-0.212226;1.001827;0.980176;0.207149;-0.892453;-0.405127;
2.083552;0.953572;-0.212229;1.002102;0.980735;0.205833;-0.887782;-0.402722;
2.093628;0.943085;-0.212170;1.002680;0.981889;0.203131;-0.878192;-0.397762;
2.103705;0.932286;-0.212046;1.003283;0.983076;0.200348;-0.868313;-0.392657;
2.113782;0.921228;-0.211885;1.003900;0.984281;0.197498;-0.858194;-0.387467;
2.123858;0.909951;-0.211704;1.004521;0.985493;0.194592;-0.847871;-0.382238;
2.133935;0.898492;-0.211516;1.005140;0.986702;0.191640;-0.837379;-0.377004;
2.136454;0.895601;-0.211468;1.005295;0.987004;0.190895;-0.834730;-0.375697;
2.137714;0.894151;-0.211444;1.005372;0.987154;0.190522;-0.833403;-0.375043;
2.140233;0.891247;-0.211397;1.005526;0.987455;0.189774;-0.830743;-0.373739;
2.141492;0.889791;-0.211374;1.005602;0.987605;0.189399;-0.829409;-0.373087;
2.142122;0.889063;-0.211362;1.005641;0.987680;0.189211;-0.828742;-0.372762;
2.143382;0.887605;-0.211339;1.005717;0.987830;0.188836;-0.827407;-0.372111;
2.145901;0.884683;-0.211292;1.005869;0.988128;0.188084;-0.824730;-0.370813;
2.146216;0.884318;-0.211287;1.005888;0.988166;0.187989;-0.824395;-0.370651;
2.146846;0.883586;-0.211275;1.005926;0.988240;0.187801;-0.823725;-0.370326;
2.148105;0.882122;-0.211252;1.006002;0.988389;0.187424;-0.822384;-0.369679;
2.150624;0.879188;-0.211207;1.006154;0.988686;0.186669;-0.819696;-0.368386;
2.150939;0.878821;-0.211201;1.006172;0.988723;0.186574;-0.819360;-0.368225;
2.151569;0.878087;-0.211190;1.006210;0.988797;0.186385;-0.818687;-0.367902;
2.152829;0.876617;-0.211167;1.006285;0.988945;0.186007;-0.817340;-0.367258;
2.155348;0.873673;-0.211122;1.006435;0.989239;0.185249;-0.814643;-0.365973;
2.155663;0.873305;-0.211117;1.006454;0.989276;0.185154;-0.814306;-0.365812;
2.156292;0.872568;-0.211106;1.006491;0.989350;0.184965;-0.813631;-0.365492;
2.157552;0.871094;-0.211084;1.006566;0.989496;0.184585;-0.812280;-0.364851;
2.160071;0.868142;-0.211040;1.006714;0.989789;0.183826;-0.809575;-0.363574;
2.160386;0.867773;-0.211035;1.006733;0.989825;0.183731;-0.809237;-0.363414;
2.161016;0.867034;-0.211024;1.006770;0.989898;0.183541;-0.808560;-0.363096;
2.162275;0.865556;-0.211003;1.006843;0.990043;0.183160;-0.807205;-0.362459;
2.164795;0.862598;-0.210960;1.006990;0.990333;0.182399;-0.804494;-0.361191;
2.165109;0.862227;-0.210955;1.007009;0.990369;0.182304;-0.804154;-0.361032;
2.165739;0.861487;-0.210944;1.007045;0.990442;0.182113;-0.803476;-0.360716;
2.166999;0.860006;-0.210924;1.007118;0.990586;0.181732;-0.802118;-0.360084;
2.169518;0.857042;-0.210882;1.007263;0.990873;0.180970;-0.799401;-0.358825;
2.170778;0.855559;-0.210862;1.007336;0.991016;0.180588;-0.798042;-0.358197;
2.171407;0.854817;-0.210852;1.007372;0.991087;0.180398;-0.797362;-0.357884;
2.172667;0.853333;-0.210832;1.007444;0.991230;0.180016;-0.796002;-0.357258;
2.173297;0.852591;-0.210822;1.007479;0.991301;0.179825;-0.795321;-0.356945;
2.174556;0.851106;-0.210802;1.007551;0.991443;0.179443;-0.793960;-0.356322;
2.175186;0.850363;-0.210792;1.007587;0.991514;0.179252;-0.793280;-0.356010;
2.176446;0.848878;-0.210772;1.007658;0.991655;0.178870;-0.791918;-0.355388;
2.177075;0.848135;-0.210763;1.007694;0.991726;0.178679;-0.791237;-0.355078;
2.178335;0.846649;-0.210743;1.007764;0.991867;0.178297;-0.789874;-0.354459;
2.178965;0.845905;-0.210734;1.007800;0.991937;0.178106;-0.789193;-0.354149;
2.180224;0.844419;-0.210715;1.007870;0.992077;0.177724;-0.787830;-0.353532;
2.182744;0.841444;-0.210677;1.008011;0.992356;0.176959;-0.785103;-0.352301;
2.184003;0.839957;-0.210659;1.008080;0.992495;0.176576;-0.783739;-0.351688;
2.186522;0.836980;-0.210623;1.008219;0.992772;0.175811;-0.781010;-0.350466;
2.187782;0.835492;-0.210605;1.008288;0.992910;0.175429;-0.779645;-0.349858;
2.190301;0.832514;-0.210570;1.008425;0.993184;0.174663;-0.776914;-0.348645;
2.191561;0.831025;-0.210553;1.008494;0.993321;0.174281;-0.775549;-0.348041;
2.194080;0.828047;-0.210519;1.008629;0.993592;0.173515;-0.772817;-0.346837;
2.195339;0.826557;-0.210502;1.008697;0.993728;0.173133;-0.771451;-0.346238;
2.197858;0.823578;-0.210470;1.008831;0.993997;0.172367;-0.768719;-0.345043;
2.199118;0.822088;-0.210454;1.008898;0.994131;0.171985;-0.767352;-0.344448;
2.201637;0.819109;-0.210422;1.009030;0.994398;0.171219;-0.764619;-0.343263;
2.202897;0.817619;-0.210407;1.009096;0.994530;0.170837;-0.763253;-0.342673;
2.205416;0.814640;-0.210377;1.009228;0.994794;0.170071;-0.760520;-0.341497;
2.206676;0.813150;-0.210362;1.009293;0.994926;0.169689;-0.759153;-0.340912;
2.209195;0.810170;-0.210333;1.009422;0.995188;0.168924;-0.756420;-0.339745;
2.210454;0.808681;-0.210319;1.009487;0.995318;0.168541;-0.755053;-0.339165;
2.212973;0.805702;-0.210291;1.009615;0.995577;0.167776;-0.752320;-0.338008;
2.214233;0.804212;-0.210278;1.009678;0.995706;0.167394;-0.750953;-0.337432;
2.216752;0.801234;-0.210251;1.009805;0.995962;0.166629;-0.748220;-0.336284;
2.218012;0.799745;-0.210238;1.009868;0.996090;0.166247;-0.746854;-0.335713;
2.220531;0.796767;-0.210213;1.009993;0.996344;0.165483;-0.744121;-0.334575;
2.221790;0.795278;-0.210200;1.010055;0.996470;0.165101;-0.742755;-0.334009;
2.224310;0.792302;-0.210176;1.010178;0.996721;0.164337;-0.740024;-0.332881;
2.225569;0.790814;-0.210164;1.010239;0.996846;0.163955;-0.738658;-0.332319;
2.228088;0.787838;-0.210141;1.010361;0.997095;0.163191;-0.735927;-0.331200;
2.233127;0.781889;-0.210097;1.010602;0.997587;0.161665;-0.730467;-0.328981;
2.235646;0.778916;-0.210076;1.010721;0.997831;0.160903;-0.727738;-0.327882;
2.240684;0.772974;-0.210035;1.010955;0.998313;0.159378;-0.722282;-0.325701;
2.250761;0.761103;-0.209962;1.011413;0.999258;0.156335;-0.711382;-0.321415;
2.270914;0.737425;-0.209842;1.012282;1.001067;0.150267;-0.689635;-0.313137;
2.311221;0.690361;-0.209680;1.013849;1.004383;0.138220;-0.646378;-0.297717;
2.351527;0.643708;-0.209597;1.015202;1.007316;0.126293;-0.603460;-0.283734;
2.391834;0.597468;-0.209564;1.016360;1.009891;0.114486;-0.560884;-0.271096;
2.432140;0.551627;-0.209557;1.017337;1.012130;0.102794;-0.518638;-0.259720;
2.472447;0.506161;-0.209565;1.018145;1.014051;0.091211;-0.476702;-0.249539;
2.499000;0.476400;-0.209571;1.018590;1.015151;0.083635;-0.449233;-0.243453;
2.499000;0.476400;-0.209571;1.018590;1.015151;0.083635;-0.449233;-0.243453;
2.499100;0.476286;-0.209573;1.018591;1.015154;0.083606;-0.449127;-0.243433;
2.499201;0.476173;-0.209573;1.018593;1.015158;0.083577;-0.449023;-0.243411;
2.499403;0.475948;-0.209573;1.018596;1.015166;0.083520;-0.448815;-0.243367;
2.499806;0.475497;-0.209573;1.018602;1.015182;0.083405;-0.448399;-0.243279;
2.500612;0.474597;-0.209573;1.018614;1.015213;0.083176;-0.447568;-0.243102;
2.501419;0.473696;-0.209574;1.018627;1.015244;0.082947;-0.446736;-0.242926;
2.503031;0.471896;-0.209574;1.018651;1.015306;0.082489;-0.445075;-0.242575;
2.504420;0.470349;-0.209575;1.018672;1.015359;0.082095;-0.443646;-0.242275;
2.505809;0.468807;-0.209574;1.018693;1.015411;0.081702;-0.442222;-0.241976;
2.507197;0.467272;-0.209574;1.018713;1.015463;0.081312;-0.440804;-0.241679;
2.508586;0.465747;-0.209572;1.018734;1.015515;0.080924;-0.439396;-0.241385;
2.511364;0.462744;-0.209566;1.018775;1.015616;0.080160;-0.436623;-0.240805;
2.514141;0.459824;-0.209553;1.018816;1.015716;0.079416;-0.433925;-0.240239;
2.516919;0.457008;-0.209535;1.018857;1.015813;0.078700;-0.431325;-0.239690;
2.519696;0.454321;-0.209510;1.018897;1.015906;0.078015;-0.428841;-0.239162;
2.522474;0.451779;-0.209479;1.018937;1.015996;0.077368;-0.426492;-0.238658;
2.525251;0.449396;-0.209441;1.018977;1.016081;0.076761;-0.424290;-0.238179;
2.528029;0.447183;-0.209398;1.019015;1.016162;0.076196;-0.422244;-0.237729;
2.530806;0.445143;-0.209351;1.019052;1.016239;0.075676;-0.420359;-0.237308;
2.533584;0.443278;-0.209301;1.019088;1.016310;0.075200;-0.418634;-0.236918;
2.539139;0.440049;-0.209199;1.019154;1.016437;0.074376;-0.415647;-0.236230;
2.544694;0.437441;-0.209099;1.019212;1.016543;0.073710;-0.413235;-0.235660;
2.550249;0.435383;-0.209009;1.019260;1.016629;0.073184;-0.411330;-0.235201;
2.555804;0.433788;-0.208934;1.019299;1.016697;0.072776;-0.409854;-0.234841;
2.561359;0.432573;-0.208877;1.019328;1.016749;0.072465;-0.408729;-0.234567;
2.566914;0.431659;-0.208840;1.019349;1.016786;0.072232;-0.407884;-0.234368;
2.572469;0.430982;-0.208820;1.019361;1.016811;0.072059;-0.407257;-0.234229;
2.578024;0.430487;-0.208818;1.019367;1.016826;0.071933;-0.406800;-0.234140;
2.583579;0.430136;-0.208829;1.019368;1.016833;0.071844;-0.406476;-0.234091;
2.589134;0.429901;-0.208851;1.019364;1.016833;0.071785;-0.406259;-0.234074;
2.594689;0.429761;-0.208882;1.019357;1.016828;0.071751;-0.406131;-0.234083;
2.600244;0.429704;-0.208919;1.019347;1.016819;0.071737;-0.406080;-0.234113;
2.611354;0.429800;-0.209002;1.019322;1.016793;0.071764;-0.406171;-0.234218;
2.622464;0.430144;-0.209092;1.019293;1.016757;0.071854;-0.406492;-0.234373;
2.633574;0.430697;-0.209182;1.019261;1.016715;0.071998;-0.407006;-0.234564;
2.644684;0.431417;-0.209268;1.019229;1.016670;0.072183;-0.407673;-0.234781;
2.655794;0.432262;-0.209350;1.019197;1.016622;0.072401;-0.408457;-0.235016;
2.666904;0.433197;-0.209426;1.019165;1.016573;0.072641;-0.409324;-0.235261;
2.678014;0.434193;-0.209496;1.019134;1.016524;0.072896;-0.410246;-0.235510;
2.700234;0.436264;-0.209619;1.019076;1.016428;0.073426;-0.412164;-0.236005;
2.722454;0.438390;-0.209718;1.019025;1.016336;0.073970;-0.414131;-0.236488;
2.744674;0.440516;-0.209795;1.018979;1.016251;0.074513;-0.416099;-0.236949;
2.766894;0.442612;-0.209854;1.018938;1.016171;0.075048;-0.418036;-0.237388;
2.789114;0.444657;-0.209898;1.018902;1.016096;0.075569;-0.419928;-0.237804;
2.833554;0.448560;-0.209957;1.018839;1.015958;0.076564;-0.423535;-0.238577;
2.877995;0.452208;-0.209988;1.018786;1.015835;0.077492;-0.426905;-0.239281;
2.966875;0.458774;-0.210016;1.018697;1.015616;0.079163;-0.432971;-0.240535;
3.055755;0.464449;-0.210019;1.018623;1.015429;0.080607;-0.438212;-0.241614;
3.144635;0.469344;-0.210015;1.018559;1.015265;0.081853;-0.442732;-0.242552;
3.233515;0.473566;-0.210012;1.018503;1.015121;0.082927;-0.446630;-0.243369;
3.239070;0.473807;-0.210012;1.018500;1.015113;0.082988;-0.446853;-0.243416;
3.241848;0.473927;-0.210011;1.018498;1.015109;0.083019;-0.446964;-0.243440;
3.247403;0.474166;-0.210011;1.018495;1.015101;0.083079;-0.447184;-0.243486;
3.258513;0.474636;-0.210011;1.018489;1.015085;0.083199;-0.447618;-0.243578;
3.280733;0.475551;-0.210010;1.018476;1.015053;0.083432;-0.448463;-0.243757;
3.283511;0.475663;-0.210010;1.018475;1.015049;0.083460;-0.448567;-0.243779;
3.289066;0.475886;-0.210010;1.018471;1.015041;0.083517;-0.448772;-0.243823;
3.291843;0.475996;-0.210010;1.018470;1.015038;0.083545;-0.448874;-0.243844;
3.297398;0.476215;-0.210010;1.018467;1.015030;0.083601;-0.449077;-0.243887;
3.300176;0.476324;-0.210010;1.018465;1.015026;0.083629;-0.449177;-0.243909;
3.305731;0.476541;-0.210009;1.018462;1.015019;0.083684;-0.449377;-0.243951;
3.308508;0.476648;-0.210009;1.018461;1.015015;0.083711;-0.449476;-0.243972;
3.314063;0.476862;-0.210009;1.018458;1.015007;0.083765;-0.449673;-0.244014;
3.316841;0.476968;-0.210009;1.018457;1.015004;0.083792;-0.449771;-0.244035;
3.322396;0.477178;-0.210009;1.018454;1.014996;0.083846;-0.449966;-0.244077;
3.325173;0.477283;-0.210009;1.018452;1.014993;0.083873;-0.450062;-0.244097;
3.330728;0.477491;-0.210009;1.018449;1.014985;0.083925;-0.450254;-0.244138;
3.333506;0.477594;-0.210009;1.018448;1.014982;0.083952;-0.450349;-0.244158;
3.339061;0.477799;-0.210009;1.018445;1.014975;0.084004;-0.450538;-0.244199;
3.341838;0.477900;-0.210009;1.018444;1.014971;0.084030;-0.450632;-0.244219;
3.347393;0.478102;-0.210009;1.018441;1.014964;0.084081;-0.450819;-0.244259;
3.350171;0.478203;-0.210009;1.018439;1.014961;0.084107;-0.450911;-0.244279;
3.355726;0.478402;-0.210008;1.018437;1.014954;0.084157;-0.451095;-0.244318;
3.358503;0.478501;-0.210008;1.018435;1.014950;0.084183;-0.451187;-0.244338;
3.364058;0.478698;-0.210008;1.018433;1.014943;0.084233;-0.451368;-0.244376;
3.366836;0.478795;-0.210008;1.018431;1.014940;0.084257;-0.451458;-0.244396;
3.372391;0.478989;-0.210008;1.018428;1.014933;0.084307;-0.451637;-0.244434;
3.375168;0.479085;-0.210008;1.018427;1.014930;0.084331;-0.451726;-0.244453;
3.380723;0.479276;-0.210008;1.018424;1.014923;0.084380;-0.451903;-0.244491;
3.383501;0.479371;-0.210008;1.018423;1.014919;0.084404;-0.451990;-0.244510;
3.389056;0.479560;-0.210008;1.018420;1.014913;0.084452;-0.452164;-0.244547;
3.391833;0.479654;-0.210008;1.018419;1.014910;0.084476;-0.452251;-0.244566;
3.397388;0.479840;-0.210008;1.018416;1.014903;0.084523;-0.452423;-0.244603;
3.400166;0.479932;-0.210008;1.018415;1.014900;0.084547;-0.452508;-0.244621;
3.405721;0.480116;-0.210008;1.018413;1.014893;0.084593;-0.452677;-0.244658;
3.408498;0.480207;-0.210008;1.018411;1.014890;0.084617;-0.452761;-0.244676;
