time;SVarC_SVarC_URegulatedPu;SVarC_SVarC_BPu;SVarC_SVarC_QInjPu;SVarC_SVarC_URefPu;Load_load_UPu_value;
0.000000;1.000000;0.000000;0.000000;1.000000;1.000000;
10.000000;1.000000;0.000000;0.000000;1.000000;1.000000;
10.000000;0.996297;0.365560;0.370322;1.000000;0.996297;
20.000000;0.996297;0.365579;0.370326;1.000000;0.996297;
30.000000;0.996297;0.365579;0.370326;1.000000;0.996297;
30.000000;0.940393;1.067800;1.002638;1.000000;0.940393;
40.000000;0.940393;1.067800;1.002638;1.000000;0.940393;
