time;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_VL1_BUS1_U;NETWORK_VL2_BUS1_U;
18.2570685373;0.0404305899;0.0051082269;-0.0404305869;0.0406087945;-0.0051082258;0.0059400465;1.9869138463;1.0002903501;
18.2622415922;0.0404305782;0.0051082239;-0.0404305780;0.0406087856;-0.0051082239;0.0059400446;1.9869134248;1.0002901390;
18.2725877020;0.0404305644;0.0051082204;-0.0404305613;0.0406087689;-0.0051082193;0.0059400400;1.9869125880;1.0002897195;
18.2777607569;0.0404305526;0.0051082175;-0.0404305524;0.0406087600;-0.0051082174;0.0059400381;1.9869121680;1.0002895091;
18.2881068666;0.0404305389;0.0051082140;-0.0404305358;0.0406087434;-0.0051082128;0.0059400336;1.9869113341;1.0002890911;
18.2932799215;0.0404305272;0.0051082110;-0.0404305269;0.0406087345;-0.0051082110;0.0059400317;1.9869109156;1.0002888814;
18.3036260313;0.0404305135;0.0051082076;-0.0404305104;0.0406087179;-0.0051082064;0.0059400272;1.9869100848;1.0002884649;
18.3087990862;0.0404305018;0.0051082046;-0.0404305015;0.0406087091;-0.0051082045;0.0059400253;1.9869096678;1.0002882561;
18.3191451960;0.0404304883;0.0051082012;-0.0404304850;0.0406086926;-0.0051082000;0.0059400207;1.9869088402;1.0002878412;
18.3243182509;0.0404304765;0.0051081982;-0.0404304763;0.0406086838;-0.0051081981;0.0059400189;1.9869084248;1.0002876330;
18.3346643607;0.0404304631;0.0051081948;-0.0404304598;0.0406086674;-0.0051081936;0.0059400144;1.9869076004;1.0002872197;
18.3398374156;0.0404304513;0.0051081918;-0.0404304511;0.0406086586;-0.0051081918;0.0059400125;1.9869071865;1.0002870124;
18.3501835253;0.0404304380;0.0051081885;-0.0404304347;0.0406086422;-0.0051081873;0.0059400080;1.9869063653;1.0002866008;
18.3553565802;0.0404304262;0.0051081855;-0.0404304260;0.0406086335;-0.0051081854;0.0059400062;1.9869059531;1.0002863942;
18.3657026900;0.0404304130;0.0051081822;-0.0404304097;0.0406086172;-0.0051081809;0.0059400017;1.9869051352;1.0002859842;
18.3708757449;0.0404304012;0.0051081792;-0.0404304010;0.0406086085;-0.0051081791;0.0059399998;1.9869047246;1.0002857785;
18.3812218547;0.0404303881;0.0051081759;-0.0404303847;0.0406085922;-0.0051081746;0.0059399954;1.9869039101;1.0002853702;
18.3863949096;0.0404303763;0.0051081729;-0.0404303761;0.0406085836;-0.0051081728;0.0059399935;1.9869035011;1.0002851654;
18.3967410194;0.0404303633;0.0051081696;-0.0404303599;0.0406085674;-0.0051081684;0.0059399891;1.9869026901;1.0002847588;
18.4019140742;0.0404303515;0.0051081666;-0.0404303513;0.0406085588;-0.0051081666;0.0059399873;1.9869022827;1.0002845547;
18.4122601840;0.0404303387;0.0051081634;-0.0404303352;0.0406085427;-0.0051081621;0.0059399828;1.9869014752;1.0002841499;
18.4174332389;0.0404303268;0.0051081604;-0.0404303266;0.0406085341;-0.0051081603;0.0059399810;1.9869010695;1.0002839467;
18.4277793487;0.0404303141;0.0051081572;-0.0404303106;0.0406085181;-0.0051081559;0.0059399766;1.9869002655;1.0002835436;
18.4329524036;0.0404303023;0.0051081542;-0.0404303020;0.0406085095;-0.0051081541;0.0059399748;1.9868998616;1.0002833413;
18.4432985134;0.0404302896;0.0051081510;-0.0404302861;0.0406084935;-0.0051081497;0.0059399704;1.9868990610;1.0002829399;
18.4484715683;0.0404302778;0.0051081480;-0.0404302775;0.0406084850;-0.0051081479;0.0059399686;1.9868986588;1.0002827385;
18.4588176780;0.0404302653;0.0051081448;-0.0404302617;0.0406084691;-0.0051081435;0.0059399642;1.9868978619;1.0002823389;
18.4639907329;0.0404302534;0.0051081418;-0.0404302532;0.0406084606;-0.0051081418;0.0059399625;1.9868974615;1.0002821384;
18.4743368427;0.0404302410;0.0051081387;-0.0404302374;0.0406084448;-0.0051081374;0.0059399581;1.9868966681;1.0002817406;
18.4795098976;0.0404302292;0.0051081357;-0.0404302289;0.0406084363;-0.0051081356;0.0059399563;1.9868962695;1.0002815410;
18.4898560074;0.0404302169;0.0051081326;-0.0404302132;0.0406084206;-0.0051081312;0.0059399519;1.9868954798;1.0002811450;
18.4950290623;0.0404302050;0.0051081296;-0.0404302048;0.0406084122;-0.0051081295;0.0059399502;1.9868950829;1.0002809463;
18.5053751721;0.0404301929;0.0051081266;-0.0404301892;0.0406083966;-0.0051081252;0.0059399459;1.9868942969;1.0002805522;
18.5105482270;0.0404301810;0.0051081235;-0.0404301807;0.0406083881;-0.0051081235;0.0059399442;1.9868939019;1.0002803543;
18.5208943367;0.0404301690;0.0051081205;-0.0404301652;0.0406083726;-0.0051081191;0.0059399398;1.9868931196;1.0002799621;
18.5260673916;0.0404301571;0.0051081175;-0.0404301568;0.0406083642;-0.0051081174;0.0059399381;1.9868927263;1.0002797652;
18.5364135014;0.0404301452;0.0051081145;-0.0404301414;0.0406083487;-0.0051081131;0.0059399338;1.9868919477;1.0002793748;
18.5415865563;0.0404301333;0.0051081115;-0.0404301330;0.0406083404;-0.0051081114;0.0059399321;1.9868915563;1.0002791788;
18.5519326661;0.0404301215;0.0051081085;-0.0404301177;0.0406083250;-0.0051081071;0.0059399278;1.9868907815;1.0002787903;
18.5571057210;0.0404301096;0.0051081055;-0.0404301093;0.0406083166;-0.0051081054;0.0059399261;1.9868903919;1.0002785952;
18.5674518307;0.0404300980;0.0051081026;-0.0404300940;0.0406083014;-0.0051081011;0.0059399218;1.9868896208;1.0002782086;
18.5726248856;0.0404300860;0.0051080995;-0.0404300857;0.0406082931;-0.0051080995;0.0059399201;1.9868892331;1.0002780144;
18.5829709954;0.0404300745;0.0051080966;-0.0404300706;0.0406082779;-0.0051080951;0.0059399158;1.9868884658;1.0002776297;
18.5881440503;0.0404300626;0.0051080936;-0.0404300623;0.0406082696;-0.0051080935;0.0059399142;1.9868880799;1.0002774364;
18.5984901601;0.0404300512;0.0051080907;-0.0404300472;0.0406082545;-0.0051080892;0.0059399099;1.9868873165;1.0002770537;
18.6036632150;0.0404300392;0.0051080877;-0.0404300389;0.0406082462;-0.0051080876;0.0059399083;1.9868869324;1.0002768613;
18.6140093248;0.0404300280;0.0051080849;-0.0404300239;0.0406082312;-0.0051080833;0.0059399040;1.9868861728;1.0002764805;
18.6191823797;0.0404300160;0.0051080818;-0.0404300157;0.0406082230;-0.0051080818;0.0059399024;1.9868857906;1.0002762891;
18.6295284894;0.0404300048;0.0051080790;-0.0404300008;0.0406082080;-0.0051080775;0.0059398982;1.9868850349;1.0002759102;
18.6347015443;0.0404299929;0.0051080760;-0.0404299926;0.0406081998;-0.0051080759;0.0059398966;1.9868846546;1.0002757197;
18.6450476541;0.0404299819;0.0051080732;-0.0404299777;0.0406081850;-0.0051080717;0.0059398923;1.9868839027;1.0002753427;
18.6502207090;0.0404299699;0.0051080702;-0.0404299696;0.0406081768;-0.0051080701;0.0059398908;1.9868835242;1.0002751532;
18.6605668188;0.0404299590;0.0051080675;-0.0404299548;0.0406081621;-0.0051080659;0.0059398865;1.9868827762;1.0002747781;
18.6657398737;0.0404299470;0.0051080644;-0.0404299467;0.0406081539;-0.0051080643;0.0059398850;1.9868823996;1.0002745895;
18.6760859835;0.0404299362;0.0051080617;-0.0404299320;0.0406081392;-0.0051080601;0.0059398807;1.9868816554;1.0002742164;
18.6812590383;0.0404299242;0.0051080587;-0.0404299239;0.0406081311;-0.0051080586;0.0059398792;1.9868812807;1.0002740288;
18.6916051481;0.0404299136;0.0051080560;-0.0404299093;0.0406081165;-0.0051080543;0.0059398750;1.9868805404;1.0002736576;
18.6967782030;0.0404299016;0.0051080529;-0.0404299013;0.0406081085;-0.0051080529;0.0059398735;1.9868801676;1.0002734709;
18.7071243128;0.0404298911;0.0051080503;-0.0404298868;0.0406080940;-0.0051080486;0.0059398693;1.9868794312;1.0002731016;
18.7122973677;0.0404298790;0.0051080472;-0.0404298787;0.0406080859;-0.0051080472;0.0059398678;1.9868790602;1.0002729159;
18.7226434775;0.0404298687;0.0051080446;-0.0404298643;0.0406080715;-0.0051080430;0.0059398636;1.9868783277;1.0002725486;
18.7278165324;0.0404298566;0.0051080416;-0.0404298563;0.0406080635;-0.0051080415;0.0059398621;1.9868779586;1.0002723638;
18.7381626421;0.0404298464;0.0051080390;-0.0404298420;0.0406080492;-0.0051080373;0.0059398579;1.9868772300;1.0002719984;
18.7433356970;0.0404298343;0.0051080360;-0.0404298340;0.0406080412;-0.0051080359;0.0059398565;1.9868768628;1.0002718145;
18.7536818068;0.0404298243;0.0051080334;-0.0404298198;0.0406080269;-0.0051080317;0.0059398523;1.9868761380;1.0002714511;
18.7588548617;0.0404298122;0.0051080303;-0.0404298118;0.0406080190;-0.0051080303;0.0059398509;1.9868757727;1.0002712682;
18.7692009715;0.0404298022;0.0051080278;-0.0404297977;0.0406080048;-0.0051080261;0.0059398467;1.9868750518;1.0002709067;
18.7743740264;0.0404297901;0.0051080248;-0.0404297898;0.0406079969;-0.0051080247;0.0059398453;1.9868746884;1.0002707248;
18.7847201362;0.0404297803;0.0051080223;-0.0404297757;0.0406079828;-0.0051080205;0.0059398412;1.9868739714;1.0002703652;
18.7898931911;0.0404297682;0.0051080192;-0.0404297678;0.0406079749;-0.0051080191;0.0059398397;1.9868736098;1.0002701842;
18.8002393008;0.0404297585;0.0051080168;-0.0404297538;0.0406079610;-0.0051080150;0.0059398356;1.9868728967;1.0002698266;
18.8054123557;0.0404297463;0.0051080137;-0.0404297460;0.0406079531;-0.0051080136;0.0059398342;1.9868725370;1.0002696465;
18.8157584655;0.0404297368;0.0051080113;-0.0404297321;0.0406079392;-0.0051080095;0.0059398301;1.9868718278;1.0002692909;
18.8209315204;0.0404297246;0.0051080082;-0.0404297243;0.0406079314;-0.0051080081;0.0059398287;1.9868714699;1.0002691117;
18.8312776302;0.0404297152;0.0051080059;-0.0404297105;0.0406079176;-0.0051080040;0.0059398246;1.9868707645;1.0002687580;
18.8364506851;0.0404297030;0.0051080028;-0.0404297027;0.0406079098;-0.0051080027;0.0059398233;1.9868704086;1.0002685798;
18.8467967948;0.0404296938;0.0051080004;-0.0404296890;0.0406078960;-0.0051079986;0.0059398192;1.9868697070;1.0002682280;
18.8519698497;0.0404296816;0.0051079973;-0.0404296812;0.0406078883;-0.0051079972;0.0059398178;1.9868693529;1.0002680507;
18.8623159595;0.0404296670;0.0051079937;-0.0404296669;0.0406078740;-0.0051079936;0.0059398142;1.9868686514;1.0002676991;
18.8674890144;0.0404296602;0.0051079919;-0.0404296598;0.0406078669;-0.0051079918;0.0059398124;1.9868683017;1.0002675238;
18.8778351242;0.0404296512;0.0051079897;-0.0404296463;0.0406078533;-0.0051079878;0.0059398084;1.9868676078;1.0002671758;
18.8830081791;0.0404296389;0.0051079866;-0.0404296386;0.0406078456;-0.0051079865;0.0059398071;1.9868672574;1.0002670005;
18.8933542889;0.0404296245;0.0051079829;-0.0404296244;0.0406078315;-0.0051079829;0.0059398035;1.9868665636;1.0002666527;
18.8985273438;0.0404296178;0.0051079812;-0.0404296174;0.0406078244;-0.0051079811;0.0059398017;1.9868662177;1.0002664794;
18.9088734535;0.0404296034;0.0051079776;-0.0404296033;0.0406078104;-0.0051079776;0.0059397982;1.9868655276;1.0002661335;
18.9140465084;0.0404295967;0.0051079759;-0.0404295964;0.0406078034;-0.0051079758;0.0059397964;1.9868651836;1.0002659611;
18.9243926182;0.0404295882;0.0051079737;-0.0404295831;0.0406077901;-0.0051079718;0.0059397924;1.9868645014;1.0002656190;
18.9295656731;0.0404295758;0.0051079706;-0.0404295755;0.0406077825;-0.0051079705;0.0059397911;1.9868641568;1.0002654464;
18.9399117829;0.0404295617;0.0051079670;-0.0404295616;0.0406077686;-0.0051079670;0.0059397876;1.9868634744;1.0002651045;
18.9450848378;0.0404295550;0.0051079654;-0.0404295547;0.0406077617;-0.0051079653;0.0059397858;1.9868631342;1.0002649339;
18.9554309476;0.0404295409;0.0051079618;-0.0404295408;0.0406077478;-0.0051079618;0.0059397824;1.9868624554;1.0002645937;
18.9606040024;0.0404295343;0.0051079601;-0.0404295340;0.0406077409;-0.0051079600;0.0059397806;1.9868621171;1.0002644242;
18.9709501122;0.0404295203;0.0051079566;-0.0404295202;0.0406077272;-0.0051079566;0.0059397771;1.9868614421;1.0002640859;
18.9761231671;0.0404295138;0.0051079549;-0.0404295134;0.0406077204;-0.0051079548;0.0059397754;1.9868611056;1.0002639172;
18.9864692769;0.0404294998;0.0051079514;-0.0404294997;0.0406077067;-0.0051079514;0.0059397720;1.9868604344;1.0002635808;
18.9916423318;0.0404294933;0.0051079498;-0.0404294929;0.0406076999;-0.0051079497;0.0059397702;1.9868600998;1.0002634131;
19.0019884416;0.0404294854;0.0051079478;-0.0404294801;0.0406076870;-0.0051079457;0.0059397663;1.9868594367;1.0002630806;
19.0071614965;0.0404294730;0.0051079446;-0.0404294726;0.0406076795;-0.0051079445;0.0059397651;1.9868591011;1.0002629126;
19.0175076062;0.0404294592;0.0051079412;-0.0404294591;0.0406076660;-0.0051079411;0.0059397617;1.9868584373;1.0002625799;
19.0226806611;0.0404294528;0.0051079395;-0.0404294524;0.0406076593;-0.0051079394;0.0059397600;1.9868581063;1.0002624140;
19.0330267709;0.0404294390;0.0051079361;-0.0404294389;0.0406076458;-0.0051079360;0.0059397566;1.9868574460;1.0002620831;
19.0381998258;0.0404294326;0.0051079344;-0.0404294322;0.0406076391;-0.0051079343;0.0059397549;1.9868571168;1.0002619181;
19.0485459356;0.0404294252;0.0051079326;-0.0404294196;0.0406076265;-0.0051079304;0.0059397509;1.9868564647;1.0002615910;
19.0537189905;0.0404294126;0.0051079294;-0.0404294122;0.0406076191;-0.0051079293;0.0059397498;1.9868561344;1.0002614257;
19.0640651003;0.0404293990;0.0051079260;-0.0404293989;0.0406076058;-0.0051079259;0.0059397465;1.9868554813;1.0002610984;
19.0692381552;0.0404293927;0.0051079244;-0.0404293923;0.0406075992;-0.0051079242;0.0059397448;1.9868551557;1.0002609352;
19.0795842649;0.0404293792;0.0051079209;-0.0404293791;0.0406075860;-0.0051079209;0.0059397415;1.9868545060;1.0002606096;
19.0847573198;0.0404293729;0.0051079194;-0.0404293725;0.0406075794;-0.0051079192;0.0059397398;1.9868541822;1.0002604473;
19.0951034296;0.0404293594;0.0051079160;-0.0404293593;0.0406075662;-0.0051079159;0.0059397365;1.9868535361;1.0002601235;
19.1002764845;0.0404293532;0.0051079144;-0.0404293528;0.0406075597;-0.0051079143;0.0059397348;1.9868532141;1.0002599621;
19.1106225943;0.0404293398;0.0051079110;-0.0404293397;0.0406075466;-0.0051079110;0.0059397315;1.9868525716;1.0002596401;
19.1157956492;0.0404293336;0.0051079094;-0.0404293332;0.0406075401;-0.0051079093;0.0059397298;1.9868522514;1.0002594796;
19.1261417590;0.0404293203;0.0051079061;-0.0404293202;0.0406075270;-0.0051079060;0.0059397266;1.9868516124;1.0002591594;
19.1313148138;0.0404293142;0.0051079045;-0.0404293137;0.0406075206;-0.0051079044;0.0059397249;1.9868512940;1.0002589998;
19.1416609236;0.0404293009;0.0051079012;-0.0404293008;0.0406075076;-0.0051079011;0.0059397217;1.9868506585;1.0002586813;
19.1468339785;0.0404292948;0.0051078996;-0.0404292944;0.0406075012;-0.0051078995;0.0059397200;1.9868503418;1.0002585225;
19.1571800883;0.0404292816;0.0051078963;-0.0404292815;0.0406074883;-0.0051078963;0.0059397168;1.9868497098;1.0002582058;
19.1623531432;0.0404292755;0.0051078948;-0.0404292751;0.0406074819;-0.0051078946;0.0059397151;1.9868493948;1.0002580479;
19.1726992530;0.0404292624;0.0051078914;-0.0404292623;0.0406074691;-0.0051078914;0.0059397119;1.9868487663;1.0002577329;
19.1778723079;0.0404292564;0.0051078899;-0.0404292559;0.0406074627;-0.0051078898;0.0059397103;1.9868484530;1.0002575759;
19.1882184176;0.0404292433;0.0051078866;-0.0404292432;0.0406074500;-0.0051078866;0.0059397071;1.9868478279;1.0002572626;
19.1933914725;0.0404292373;0.0051078851;-0.0404292369;0.0406074437;-0.0051078850;0.0059397055;1.9868475163;1.0002571064;
19.2037375823;0.0404292243;0.0051078818;-0.0404292242;0.0406074310;-0.0051078818;0.0059397023;1.9868468946;1.0002567948;
19.2089106372;0.0404292184;0.0051078803;-0.0404292179;0.0406074247;-0.0051078802;0.0059397007;1.9868465847;1.0002566395;
19.2192567470;0.0404292054;0.0051078770;-0.0404292053;0.0406074121;-0.0051078770;0.0059396975;1.9868459662;1.0002563296;
19.2244298019;0.0404291995;0.0051078755;-0.0404291991;0.0406074058;-0.0051078754;0.0059396959;1.9868456580;1.0002561751;
19.2347759117;0.0404291866;0.0051078723;-0.0404291865;0.0406073933;-0.0051078723;0.0059396928;1.9868450429;1.0002558668;
19.2399489665;0.0404291808;0.0051078708;-0.0404291803;0.0406073871;-0.0051078707;0.0059396912;1.9868447363;1.0002557131;
19.2502950763;0.0404291679;0.0051078676;-0.0404291678;0.0406073746;-0.0051078675;0.0059396880;1.9868441245;1.0002554065;
19.2554681312;0.0404291621;0.0051078661;-0.0404291616;0.0406073684;-0.0051078660;0.0059396865;1.9868438196;1.0002552537;
19.2658142410;0.0404291494;0.0051078629;-0.0404291492;0.0406073560;-0.0051078628;0.0059396833;1.9868432111;1.0002549487;
19.2709872959;0.0404291436;0.0051078614;-0.0404291431;0.0406073498;-0.0051078613;0.0059396818;1.9868429077;1.0002547967;
19.2813334057;0.0404291309;0.0051078582;-0.0404291307;0.0406073375;-0.0051078582;0.0059396787;1.9868423024;1.0002544933;
19.2865064606;0.0404291251;0.0051078567;-0.0404291246;0.0406073314;-0.0051078566;0.0059396771;1.9868420007;1.0002543421;
19.2968525703;0.0404291125;0.0051078536;-0.0404291124;0.0406073191;-0.0051078535;0.0059396740;1.9868413986;1.0002540403;
19.3020256252;0.0404291068;0.0051078521;-0.0404291063;0.0406073130;-0.0051078520;0.0059396725;1.9868410985;1.0002538899;
19.3123717350;0.0404290942;0.0051078489;-0.0404290941;0.0406073008;-0.0051078489;0.0059396694;1.9868404996;1.0002535897;
19.3175447899;0.0404290885;0.0051078475;-0.0404290880;0.0406072947;-0.0051078473;0.0059396678;1.9868402011;1.0002534401;
19.3278908997;0.0404290760;0.0051078443;-0.0404290759;0.0406072826;-0.0051078443;0.0059396648;1.9868396053;1.0002531415;
19.3330639546;0.0404290704;0.0051078429;-0.0404290699;0.0406072765;-0.0051078428;0.0059396632;1.9868393083;1.0002529927;
19.3434100644;0.0404290579;0.0051078398;-0.0404290578;0.0406072644;-0.0051078397;0.0059396602;1.9868387157;1.0002526957;
19.3485831193;0.0404290523;0.0051078383;-0.0404290518;0.0406072585;-0.0051078382;0.0059396587;1.9868384203;1.0002525476;
19.3589292290;0.0404290399;0.0051078352;-0.0404290398;0.0406072464;-0.0051078352;0.0059396557;1.9868378307;1.0002522521;
19.3641022839;0.0404290343;0.0051078338;-0.0404290338;0.0406072405;-0.0051078336;0.0059396541;1.9868375369;1.0002521049;
19.3744483937;0.0404290220;0.0051078307;-0.0404290218;0.0406072285;-0.0051078306;0.0059396511;1.9868369504;1.0002518109;
19.3796214486;0.0404290164;0.0051078293;-0.0404290159;0.0406072226;-0.0051078291;0.0059396496;1.9868366581;1.0002516644;
19.3899675584;0.0404290042;0.0051078262;-0.0404290040;0.0406072107;-0.0051078261;0.0059396466;1.9868360746;1.0002513720;
19.3951406133;0.0404289987;0.0051078248;-0.0404289981;0.0406072048;-0.0051078246;0.0059396451;1.9868357838;1.0002512262;
19.4054867231;0.0404289864;0.0051078217;-0.0404289863;0.0406071929;-0.0051078217;0.0059396421;1.9868352033;1.0002509353;
19.4106597779;0.0404289810;0.0051078203;-0.0404289804;0.0406071871;-0.0051078202;0.0059396406;1.9868349140;1.0002507903;
19.4210058877;0.0404289688;0.0051078172;-0.0404289687;0.0406071753;-0.0051078172;0.0059396377;1.9868343365;1.0002505009;
19.4261789426;0.0404289634;0.0051078159;-0.0404289628;0.0406071695;-0.0051078157;0.0059396362;1.9868340487;1.0002503566;
19.4365250524;0.0404289512;0.0051078128;-0.0404289511;0.0406071577;-0.0051078128;0.0059396332;1.9868334742;1.0002500687;
19.4416981073;0.0404289459;0.0051078114;-0.0404289453;0.0406071519;-0.0051078113;0.0059396318;1.9868331878;1.0002499252;
19.4520442171;0.0404289338;0.0051078084;-0.0404289336;0.0406071403;-0.0051078084;0.0059396288;1.9868326162;1.0002496387;
19.4572172720;0.0404289284;0.0051078070;-0.0404289279;0.0406071345;-0.0051078069;0.0059396273;1.9868323313;1.0002494959;
19.4675633817;0.0404289164;0.0051078040;-0.0404289163;0.0406071229;-0.0051078040;0.0059396244;1.9868317626;1.0002492109;
19.4727364366;0.0404289111;0.0051078027;-0.0404289105;0.0406071171;-0.0051078025;0.0059396230;1.9868314791;1.0002490688;
19.4830825464;0.0404288991;0.0051077996;-0.0404288990;0.0406071056;-0.0051077996;0.0059396201;1.9868309133;1.0002487852;
19.4882556013;0.0404288939;0.0051077983;-0.0404288933;0.0406070999;-0.0051077981;0.0059396186;1.9868306312;1.0002486438;
19.4986017111;0.0404288820;0.0051077953;-0.0404288818;0.0406070884;-0.0051077953;0.0059396157;1.9868300682;1.0002483617;
19.5037747660;0.0404288767;0.0051077940;-0.0404288761;0.0406070827;-0.0051077938;0.0059396143;1.9868297876;1.0002482210;
19.5141208758;0.0404288648;0.0051077910;-0.0404288647;0.0406070713;-0.0051077909;0.0059396114;1.9868292274;1.0002479402;
19.5192939306;0.0404288596;0.0051077897;-0.0404288590;0.0406070656;-0.0051077895;0.0059396099;1.9868289482;1.0002478003;
19.5296400404;0.0404288478;0.0051077867;-0.0404288477;0.0406070542;-0.0051077866;0.0059396071;1.9868283907;1.0002475209;
19.5348130953;0.0404288426;0.0051077854;-0.0404288420;0.0406070486;-0.0051077852;0.0059396056;1.9868281129;1.0002473817;
19.5451592051;0.0404288309;0.0051077824;-0.0404288307;0.0406070373;-0.0051077824;0.0059396028;1.9868275582;1.0002471037;
19.5503322600;0.0404288257;0.0051077811;-0.0404288251;0.0406070317;-0.0051077809;0.0059396014;1.9868272817;1.0002469651;
19.5606783698;0.0404288140;0.0051077781;-0.0404288139;0.0406070204;-0.0051077781;0.0059395985;1.9868267297;1.0002466884;
19.5658514247;0.0404288089;0.0051077768;-0.0404288083;0.0406070148;-0.0051077767;0.0059395971;1.9868264546;1.0002465506;
19.5761975344;0.0404287973;0.0051077739;-0.0404287971;0.0406070036;-0.0051077739;0.0059395943;1.9868259053;1.0002462753;
19.5813705893;0.0404287922;0.0051077726;-0.0404287916;0.0406069981;-0.0051077724;0.0059395929;1.9868256315;1.0002461380;
19.5917166991;0.0404287806;0.0051077697;-0.0404287804;0.0406069869;-0.0051077696;0.0059395901;1.9868250849;1.0002458641;
19.5968897540;0.0404287755;0.0051077684;-0.0404287749;0.0406069814;-0.0051077682;0.0059395887;1.9868248124;1.0002457275;
19.6072358638;0.0404287639;0.0051077655;-0.0404287638;0.0406069703;-0.0051077654;0.0059395859;1.9868242684;1.0002454549;
19.6124089187;0.0404287589;0.0051077642;-0.0404287583;0.0406069648;-0.0051077640;0.0059395845;1.9868239973;1.0002453190;
19.6227550285;0.0404287474;0.0051077613;-0.0404287473;0.0406069537;-0.0051077613;0.0059395817;1.9868234559;1.0002450476;
19.6279280834;0.0404287424;0.0051077600;-0.0404287418;0.0406069483;-0.0051077599;0.0059395803;1.9868231860;1.0002449124;
19.6382741931;0.0404287310;0.0051077571;-0.0404287308;0.0406069373;-0.0051077571;0.0059395775;1.9868226472;1.0002446423;
19.6434472480;0.0404287260;0.0051077559;-0.0404287254;0.0406069318;-0.0051077557;0.0059395761;1.9868223787;1.0002445077;
19.6537933578;0.0404287146;0.0051077530;-0.0404287144;0.0406069209;-0.0051077530;0.0059395734;1.9868218424;1.0002442390;
19.6589664127;0.0404287097;0.0051077518;-0.0404287090;0.0406069155;-0.0051077516;0.0059395720;1.9868215751;1.0002441050;
19.6693125225;0.0404286983;0.0051077489;-0.0404286981;0.0406069046;-0.0051077488;0.0059395693;1.9868210413;1.0002438375;
19.6744855774;0.0404286934;0.0051077477;-0.0404286927;0.0406068992;-0.0051077475;0.0059395679;1.9868207753;1.0002437041;
19.6848316872;0.0404286821;0.0051077448;-0.0404286819;0.0406068883;-0.0051077447;0.0059395652;1.9868202440;1.0002434379;
19.6900047420;0.0404286772;0.0051077436;-0.0404286765;0.0406068830;-0.0051077434;0.0059395638;1.9868199792;1.0002433052;
19.7003508518;0.0404286659;0.0051077407;-0.0404286657;0.0406068722;-0.0051077407;0.0059395611;1.9868194504;1.0002430401;
19.7055239067;0.0404286611;0.0051077395;-0.0404286604;0.0406068669;-0.0051077393;0.0059395597;1.9868191868;1.0002429080;
19.7158700165;0.0404286498;0.0051077367;-0.0404286497;0.0406068561;-0.0051077366;0.0059395570;1.9868186604;1.0002426442;
19.7210430714;0.0404286450;0.0051077354;-0.0404286444;0.0406068508;-0.0051077352;0.0059395557;1.9868183981;1.0002425127;
19.7313891812;0.0404286339;0.0051077326;-0.0404286337;0.0406068401;-0.0051077326;0.0059395530;1.9868178741;1.0002422501;
19.7365622361;0.0404286291;0.0051077314;-0.0404286284;0.0406068348;-0.0051077312;0.0059395516;1.9868176129;1.0002421192;
19.7469083458;0.0404286179;0.0051077286;-0.0404286177;0.0406068241;-0.0051077285;0.0059395490;1.9868170913;1.0002418578;
19.7520814007;0.0404286132;0.0051077274;-0.0404286125;0.0406068189;-0.0051077272;0.0059395476;1.9868168313;1.0002417275;
19.7624275105;0.0404286021;0.0051077246;-0.0404286019;0.0406068083;-0.0051077245;0.0059395449;1.9868163121;1.0002414673;
19.7676005654;0.0404285973;0.0051077234;-0.0404285967;0.0406068031;-0.0051077232;0.0059395436;1.9868160533;1.0002413375;
19.7779466752;0.0404285863;0.0051077206;-0.0404285861;0.0406067925;-0.0051077205;0.0059395410;1.9868155364;1.0002410785;
19.7831197301;0.0404285816;0.0051077194;-0.0404285809;0.0406067873;-0.0051077192;0.0059395396;1.9868152787;1.0002409493;
19.7934658399;0.0404285706;0.0051077166;-0.0404285704;0.0406067768;-0.0051077166;0.0059395370;1.9868147641;1.0002406914;
19.7986388947;0.0404285659;0.0051077154;-0.0404285652;0.0406067716;-0.0051077152;0.0059395356;1.9868145076;1.0002405628;
19.8089850045;0.0404285549;0.0051077127;-0.0404285547;0.0406067611;-0.0051077126;0.0059395330;1.9868139952;1.0002403061;
19.8141580594;0.0404285503;0.0051077115;-0.0404285496;0.0406067560;-0.0051077113;0.0059395317;1.9868137399;1.0002401781;
19.8245041692;0.0404285394;0.0051077087;-0.0404285392;0.0406067455;-0.0051077087;0.0059395291;1.9868132298;1.0002399224;
19.8296772241;0.0404285348;0.0051077076;-0.0404285340;0.0406067404;-0.0051077073;0.0059395277;1.9868129755;1.0002397950;
19.8400233339;0.0404285239;0.0051077048;-0.0404285237;0.0406067300;-0.0051077048;0.0059395252;1.9868124676;1.0002395404;
19.8451963888;0.0404285193;0.0051077037;-0.0404285185;0.0406067249;-0.0051077034;0.0059395238;1.9868122144;1.0002394136;
19.8555424985;0.0404285084;0.0051077009;-0.0404285082;0.0406067146;-0.0051077009;0.0059395213;1.9868117087;1.0002391601;
19.8607155534;0.0404285039;0.0051076998;-0.0404285031;0.0406067095;-0.0051076995;0.0059395199;1.9868114567;1.0002390338;
19.8710616632;0.0404284930;0.0051076970;-0.0404284928;0.0406066992;-0.0051076970;0.0059395174;1.9868109531;1.0002387814;
19.8762347181;0.0404284885;0.0051076959;-0.0404284878;0.0406066941;-0.0051076957;0.0059395161;1.9868107022;1.0002386556;
