time;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_VL1_BUS1_U;NETWORK_VL2_BUS1_U;
56.0203724794;0.0404187928;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342038;0.9999998403;
56.0270079994;0.0404187920;0.0051052461;-0.0404187917;0.0405969920;-0.0051052460;0.0059370647;1.9863342037;0.9999998402;
56.0303257594;0.0404187928;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342040;0.9999998403;
56.0369612794;0.0404187920;0.0051052461;-0.0404187917;0.0405969920;-0.0051052460;0.0059370647;1.9863342039;0.9999998403;
56.0402790394;0.0404187928;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342041;0.9999998404;
56.0469145594;0.0404187920;0.0051052461;-0.0404187917;0.0405969920;-0.0051052460;0.0059370647;1.9863342040;0.9999998404;
56.0502323194;0.0404187928;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342043;0.9999998405;
56.0568678394;0.0404187920;0.0051052461;-0.0404187917;0.0405969921;-0.0051052460;0.0059370647;1.9863342042;0.9999998405;
56.0601855994;0.0404187928;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342045;0.9999998406;
56.0668211194;0.0404187920;0.0051052461;-0.0404187917;0.0405969921;-0.0051052460;0.0059370647;1.9863342044;0.9999998405;
56.0701388794;0.0404187928;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342046;0.9999998407;
56.0767743994;0.0404187920;0.0051052461;-0.0404187917;0.0405969921;-0.0051052460;0.0059370647;1.9863342045;0.9999998406;
56.0800921594;0.0404187928;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342048;0.9999998407;
56.0867276794;0.0404187920;0.0051052461;-0.0404187917;0.0405969921;-0.0051052460;0.0059370647;1.9863342047;0.9999998407;
56.0900454394;0.0404187928;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342050;0.9999998408;
56.0966809594;0.0404187920;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342049;0.9999998408;
56.0999987194;0.0404187928;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342051;0.9999998409;
56.1066342394;0.0404187920;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342050;0.9999998409;
56.1099519994;0.0404187928;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342053;0.9999998410;
56.1165875194;0.0404187920;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342052;0.9999998410;
56.1199052794;0.0404187929;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342054;0.9999998411;
56.1265407994;0.0404187920;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342053;0.9999998410;
56.1298585594;0.0404187929;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342056;0.9999998412;
56.1364940794;0.0404187920;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342055;0.9999998411;
56.1398118394;0.0404187929;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342058;0.9999998412;
56.1464473594;0.0404187920;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342057;0.9999998412;
56.1497651194;0.0404187929;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342059;0.9999998413;
56.1564006394;0.0404187920;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342058;0.9999998413;
56.1597183994;0.0404187929;0.0051052463;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342061;0.9999998414;
56.1663539194;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342060;0.9999998414;
56.1696716794;0.0404187929;0.0051052463;-0.0404187918;0.0405969922;-0.0051052460;0.0059370647;1.9863342063;0.9999998415;
56.1763071994;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342061;0.9999998414;
56.1796249594;0.0404187929;0.0051052463;-0.0404187918;0.0405969922;-0.0051052460;0.0059370647;1.9863342064;0.9999998416;
56.1862604794;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342063;0.9999998415;
56.1895782394;0.0404187929;0.0051052463;-0.0404187918;0.0405969922;-0.0051052460;0.0059370647;1.9863342066;0.9999998416;
56.1962137594;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342065;0.9999998416;
56.1995315194;0.0404187929;0.0051052463;-0.0404187918;0.0405969922;-0.0051052460;0.0059370647;1.9863342067;0.9999998417;
56.2061670394;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342066;0.9999998417;
56.2094847994;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342069;0.9999998418;
56.2161203194;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342068;0.9999998418;
56.2194380794;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342071;0.9999998419;
56.2260735994;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342070;0.9999998418;
56.2293913594;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342072;0.9999998420;
56.2360268794;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342071;0.9999998419;
56.2393446394;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342074;0.9999998420;
56.2459801594;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342073;0.9999998420;
56.2492979194;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342075;0.9999998421;
56.2559334394;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342074;0.9999998421;
56.2592511994;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342077;0.9999998422;
56.2658867194;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342076;0.9999998422;
56.2692044794;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342079;0.9999998423;
56.2758399994;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342078;0.9999998422;
56.2791577594;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342080;0.9999998424;
56.2857932794;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342079;0.9999998423;
56.2891110394;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342082;0.9999998425;
56.2957465594;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342081;0.9999998424;
56.2990643194;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342084;0.9999998425;
56.3056998394;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370647;1.9863342082;0.9999998425;
56.3090175994;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342085;0.9999998426;
56.3156531194;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370648;1.9863342084;0.9999998426;
56.3189708794;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342087;0.9999998427;
56.3256063994;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370648;1.9863342086;0.9999998427;
56.3289241594;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342088;0.9999998428;
56.3355596794;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370648;1.9863342087;0.9999998427;
56.3388774394;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342090;0.9999998429;
56.3455129594;0.0404187921;0.0051052461;-0.0404187918;0.0405969921;-0.0051052460;0.0059370648;1.9863342089;0.9999998428;
56.3488307194;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342092;0.9999998429;
56.3554662394;0.0404187921;0.0051052461;-0.0404187918;0.0405969922;-0.0051052460;0.0059370648;1.9863342090;0.9999998429;
56.3587839994;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342093;0.9999998430;
56.3654195194;0.0404187921;0.0051052461;-0.0404187918;0.0405969922;-0.0051052460;0.0059370648;1.9863342092;0.9999998430;
56.3687372794;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342095;0.9999998431;
56.3753727994;0.0404187921;0.0051052461;-0.0404187918;0.0405969922;-0.0051052460;0.0059370648;1.9863342094;0.9999998431;
56.3786905594;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342096;0.9999998432;
56.3853260794;0.0404187921;0.0051052461;-0.0404187918;0.0405969922;-0.0051052460;0.0059370648;1.9863342095;0.9999998431;
56.3886438394;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342098;0.9999998433;
56.3952793594;0.0404187921;0.0051052461;-0.0404187919;0.0405969922;-0.0051052460;0.0059370648;1.9863342097;0.9999998432;
56.3985971194;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342100;0.9999998433;
56.4052326394;0.0404187921;0.0051052461;-0.0404187919;0.0405969922;-0.0051052460;0.0059370648;1.9863342099;0.9999998433;
56.4085503994;0.0404187929;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342101;0.9999998434;
56.4151859194;0.0404187921;0.0051052461;-0.0404187919;0.0405969922;-0.0051052460;0.0059370648;1.9863342100;0.9999998434;
56.4185036794;0.0404187930;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342103;0.9999998435;
56.4251391994;0.0404187921;0.0051052461;-0.0404187919;0.0405969922;-0.0051052460;0.0059370648;1.9863342102;0.9999998435;
56.4284569594;0.0404187930;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342104;0.9999998436;
56.4350924794;0.0404187921;0.0051052461;-0.0404187919;0.0405969922;-0.0051052460;0.0059370648;1.9863342103;0.9999998435;
56.4384102394;0.0404187930;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342106;0.9999998437;
56.4450457594;0.0404187921;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342105;0.9999998436;
56.4483635194;0.0404187930;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342108;0.9999998437;
56.4549990394;0.0404187921;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342106;0.9999998437;
56.4583167994;0.0404187930;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342109;0.9999998438;
56.4649523194;0.0404187921;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342108;0.9999998438;
56.4682700794;0.0404187930;0.0051052463;-0.0404187919;0.0405969922;-0.0051052460;0.0059370647;1.9863342111;0.9999998439;
56.4749055994;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342110;0.9999998439;
56.4782233594;0.0404187930;0.0051052463;-0.0404187919;0.0405969923;-0.0051052460;0.0059370647;1.9863342112;0.9999998440;
56.4848588794;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342111;0.9999998439;
56.4881766394;0.0404187930;0.0051052463;-0.0404187919;0.0405969923;-0.0051052460;0.0059370647;1.9863342114;0.9999998441;
56.4948121594;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342113;0.9999998440;
56.4981299194;0.0404187930;0.0051052463;-0.0404187919;0.0405969923;-0.0051052460;0.0059370647;1.9863342116;0.9999998441;
56.5047654394;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342114;0.9999998441;
56.5080831994;0.0404187930;0.0051052463;-0.0404187919;0.0405969923;-0.0051052460;0.0059370647;1.9863342117;0.9999998442;
56.5147187194;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342116;0.9999998442;
56.5180364794;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342119;0.9999998443;
56.5246719994;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342118;0.9999998443;
56.5279897594;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342120;0.9999998444;
56.5346252794;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342119;0.9999998443;
56.5379430394;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342122;0.9999998445;
56.5445785594;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342121;0.9999998444;
56.5478963194;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342123;0.9999998445;
56.5545318394;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342122;0.9999998445;
56.5578495994;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342125;0.9999998446;
56.5644851194;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342124;0.9999998446;
56.5678028794;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342127;0.9999998447;
56.5744383994;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342126;0.9999998447;
56.5777561594;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342128;0.9999998448;
56.5843916794;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342127;0.9999998447;
56.5877094394;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342130;0.9999998449;
56.5943449594;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342129;0.9999998448;
56.5976627194;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342131;0.9999998449;
56.6042982394;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342130;0.9999998449;
56.6076159994;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342133;0.9999998450;
56.6142515194;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342132;0.9999998450;
56.6175692794;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342135;0.9999998451;
56.6242047994;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342133;0.9999998450;
56.6275225594;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342136;0.9999998452;
56.6341580794;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342135;0.9999998451;
56.6374758394;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342138;0.9999998452;
56.6441113594;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342137;0.9999998452;
56.6474291194;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342139;0.9999998453;
56.6540646394;0.0404187922;0.0051052461;-0.0404187919;0.0405969922;-0.0051052461;0.0059370648;1.9863342138;0.9999998453;
56.6573823994;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342141;0.9999998454;
56.6640179194;0.0404187922;0.0051052461;-0.0404187919;0.0405969923;-0.0051052461;0.0059370648;1.9863342140;0.9999998454;
56.6673356794;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342142;0.9999998455;
56.6739711994;0.0404187922;0.0051052461;-0.0404187919;0.0405969923;-0.0051052461;0.0059370648;1.9863342141;0.9999998454;
56.6772889594;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342144;0.9999998456;
56.6839244794;0.0404187922;0.0051052461;-0.0404187919;0.0405969923;-0.0051052461;0.0059370648;1.9863342143;0.9999998455;
56.6872422394;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342146;0.9999998456;
56.6938777594;0.0404187922;0.0051052461;-0.0404187919;0.0405969923;-0.0051052461;0.0059370648;1.9863342145;0.9999998456;
56.6971955194;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370647;1.9863342147;0.9999998457;
56.7038310394;0.0404187922;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342146;0.9999998457;
56.7071487994;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370648;1.9863342149;0.9999998458;
56.7137843194;0.0404187922;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342148;0.9999998458;
56.7171020794;0.0404187930;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370648;1.9863342150;0.9999998459;
56.7237375994;0.0404187922;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342149;0.9999998458;
56.7270553594;0.0404187931;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370648;1.9863342152;0.9999998460;
56.7336908794;0.0404187922;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342151;0.9999998459;
56.7370086394;0.0404187931;0.0051052463;-0.0404187920;0.0405969923;-0.0051052460;0.0059370648;1.9863342154;0.9999998460;
56.7436441594;0.0404187922;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342152;0.9999998460;
56.7469619194;0.0404187931;0.0051052464;-0.0404187920;0.0405969923;-0.0051052460;0.0059370648;1.9863342155;0.9999998461;
56.7535974394;0.0404187922;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342154;0.9999998461;
56.7569151994;0.0404187931;0.0051052464;-0.0404187920;0.0405969923;-0.0051052460;0.0059370648;1.9863342157;0.9999998462;
56.7635507194;0.0404187922;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342156;0.9999998462;
56.7668684794;0.0404187931;0.0051052464;-0.0404187920;0.0405969923;-0.0051052460;0.0059370648;1.9863342158;0.9999998463;
56.7735039994;0.0404187922;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342157;0.9999998462;
56.7768217594;0.0404187931;0.0051052464;-0.0404187920;0.0405969923;-0.0051052460;0.0059370648;1.9863342160;0.9999998464;
56.7834572794;0.0404187923;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342159;0.9999998463;
56.7867750394;0.0404187931;0.0051052464;-0.0404187920;0.0405969924;-0.0051052460;0.0059370648;1.9863342161;0.9999998464;
56.7934105594;0.0404187923;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342160;0.9999998464;
56.7967283194;0.0404187931;0.0051052464;-0.0404187920;0.0405969924;-0.0051052460;0.0059370648;1.9863342163;0.9999998465;
56.8033638394;0.0404187923;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342162;0.9999998465;
56.8066815994;0.0404187931;0.0051052464;-0.0404187920;0.0405969924;-0.0051052460;0.0059370648;1.9863342165;0.9999998466;
56.8133171194;0.0404187923;0.0051052461;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342163;0.9999998465;
56.8166348794;0.0404187931;0.0051052464;-0.0404187920;0.0405969924;-0.0051052460;0.0059370648;1.9863342166;0.9999998467;
56.8232703994;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342165;0.9999998466;
56.8265881594;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052460;0.0059370648;1.9863342168;0.9999998467;
56.8332236794;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342167;0.9999998467;
56.8365414394;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052460;0.0059370648;1.9863342169;0.9999998468;
56.8431769594;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342168;0.9999998468;
56.8464947194;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052460;0.0059370648;1.9863342171;0.9999998469;
56.8531302394;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342170;0.9999998469;
56.8564479994;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052460;0.0059370648;1.9863342172;0.9999998470;
56.8630835194;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342171;0.9999998469;
56.8664012794;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342174;0.9999998471;
56.8730367994;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342173;0.9999998470;
56.8763545594;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342175;0.9999998471;
56.8829900794;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342174;0.9999998471;
56.8863078394;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342177;0.9999998472;
56.8929433594;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342176;0.9999998472;
56.8962611194;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342179;0.9999998473;
56.9028966394;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342177;0.9999998473;
56.9062143994;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342180;0.9999998474;
56.9128499194;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342179;0.9999998473;
56.9161676794;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342182;0.9999998475;
56.9228031994;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342181;0.9999998474;
56.9261209594;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342183;0.9999998475;
56.9327564794;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342182;0.9999998475;
56.9360742394;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342185;0.9999998476;
56.9427097594;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342184;0.9999998476;
56.9460275194;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342186;0.9999998477;
56.9526630394;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342185;0.9999998476;
56.9559807994;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342188;0.9999998478;
56.9626163194;0.0404187923;0.0051052462;-0.0404187920;0.0405969923;-0.0051052461;0.0059370648;1.9863342187;0.9999998477;
56.9659340794;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342189;0.9999998478;
56.9725695994;0.0404187923;0.0051052462;-0.0404187920;0.0405969924;-0.0051052461;0.0059370648;1.9863342188;0.9999998478;
56.9758873594;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342191;0.9999998479;
56.9825228794;0.0404187923;0.0051052462;-0.0404187920;0.0405969924;-0.0051052461;0.0059370648;1.9863342190;0.9999998479;
56.9858406394;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342193;0.9999998480;
56.9924761594;0.0404187923;0.0051052462;-0.0404187920;0.0405969924;-0.0051052461;0.0059370648;1.9863342191;0.9999998480;
56.9957939194;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342194;0.9999998481;
57.0024294394;0.0404187923;0.0051052462;-0.0404187920;0.0405969924;-0.0051052461;0.0059370648;1.9863342193;0.9999998480;
57.0057471994;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342196;0.9999998482;
57.0123827194;0.0404187923;0.0051052462;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342195;0.9999998481;
57.0157004794;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342197;0.9999998482;
57.0223359994;0.0404187923;0.0051052462;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342196;0.9999998482;
57.0256537594;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342199;0.9999998483;
57.0322892794;0.0404187923;0.0051052462;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342198;0.9999998483;
57.0356070394;0.0404187931;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342200;0.9999998484;
57.0422425594;0.0404187923;0.0051052462;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342199;0.9999998483;
57.0455603194;0.0404187932;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342202;0.9999998485;
57.0521958394;0.0404187923;0.0051052462;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342201;0.9999998484;
57.0555135994;0.0404187932;0.0051052464;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342203;0.9999998485;
57.0621491194;0.0404187923;0.0051052462;-0.0404187921;0.0405969924;-0.0051052461;0.0059370648;1.9863342202;0.9999998485;
