time;WTG4A_WTG4A_injector_PInjPu;WTG4A_WTG4A_injector_QInjPu;WTG4A_WTG4A_injector_terminal_V_re;WTG4A_WTG4A_injector_terminal_i_re;WTG4A_WTG4A_injector_terminal_V_im;WTG4A_WTG4A_injector_terminal_i_im;WTG4A_WTG4A_pll_omegaPLLPu;WTG4A_WTG4A_driveTrainPmConstrant_PePu;
6.000620;0.699527;0.403644;1.047093;-0.700139;0.106969;0.313965;1.004414;0.699527;
6.000660;0.699505;0.403690;1.047087;-0.700157;0.107097;0.313923;1.004620;0.699505;
6.000740;0.699463;0.403776;1.047073;-0.700194;0.107354;0.313835;1.005010;0.699463;
6.000900;0.699389;0.403930;1.047042;-0.700278;0.107869;0.313638;1.005712;0.699389;
6.001220;0.699267;0.404172;1.046970;-0.700472;0.108904;0.313178;1.006852;0.699267;
6.001860;0.699101;0.404474;1.046795;-0.700936;0.110984;0.312077;1.008392;0.699101;
6.003140;0.698936;0.404692;1.046375;-0.702023;0.115168;0.309488;1.009884;0.698936;
6.004420;0.698891;0.404640;1.045898;-0.703216;0.119368;0.306625;1.010237;0.698891;
6.005700;0.698884;0.404512;1.045392;-0.704434;0.123571;0.303679;1.010222;0.698885;
6.008260;0.698877;0.404297;1.044335;-0.706842;0.131973;0.297809;1.010102;0.698877;
6.013380;0.698807;0.404038;1.042045;-0.711461;0.148741;0.286182;1.010056;0.698807;
6.023620;0.698479;0.403794;1.036701;-0.719959;0.182130;0.263015;1.010036;0.698479;
6.033860;0.697937;0.403687;1.030316;-0.727507;0.215300;0.239785;1.010013;0.697941;
6.054340;0.696163;0.403616;1.014427;-0.739718;0.280844;0.193085;1.010005;0.696163;
6.074820;0.693640;0.403673;0.994437;-0.748272;0.345137;0.146231;1.009940;0.693643;
6.095300;0.690628;0.403759;0.970415;-0.753439;0.407957;0.099327;1.009923;0.690657;
6.115780;0.687581;0.403582;0.942398;-0.755566;0.469102;0.052149;1.010086;0.687580;
6.136260;0.684048;0.403631;0.910603;-0.754435;0.528285;0.005572;1.009917;0.684056;
6.156740;0.680212;0.403696;0.875127;-0.750220;0.585289;-0.040450;1.009918;0.680219;
6.177220;0.676136;0.403727;0.836103;-0.743019;0.639895;-0.085789;1.009930;0.676181;
6.218180;0.667682;0.403798;0.748073;-0.720351;0.741061;-0.173815;1.009915;0.667668;
6.259140;0.658988;0.403879;0.647910;-0.687322;0.830215;-0.257360;1.009911;0.658988;
6.300100;0.650318;0.403887;0.537206;-0.644781;0.905919;-0.335501;1.009906;0.650660;
6.341060;0.641850;0.403801;0.417730;-0.593587;0.966945;-0.407356;1.009913;0.642516;
6.382020;0.633797;0.403674;0.291389;-0.534689;1.012298;-0.472188;1.009920;0.634773;
6.422980;0.626349;0.403540;0.160203;-0.469016;1.041222;-0.529389;1.009929;0.627575;
6.499999;0.614493;0.404100;-0.091936;-0.331171;1.049642;-0.614438;1.009935;0.614627;
6.499999;0.614486;0.404150;-0.092174;-0.331069;1.049661;-0.614486;1.009917;0.614486;
6.500009;0.614495;0.404131;-0.092176;-0.331050;1.049658;-0.614495;1.009824;0.614495;
6.500019;0.614504;0.404112;-0.092177;-0.331032;1.049655;-0.614504;1.009732;0.614504;
6.500027;0.614511;0.404096;-0.092178;-0.331016;1.049653;-0.614511;1.009653;0.614511;
6.500027;0.614511;0.404096;-0.092178;-0.331016;1.049653;-0.614511;1.009653;0.614511;
6.500037;0.614520;0.404078;-0.092179;-0.330997;1.049650;-0.614520;1.009563;0.614520;
6.500047;0.614529;0.404059;-0.092181;-0.330979;1.049648;-0.614529;1.009474;0.614529;
6.500067;0.614546;0.404023;-0.092183;-0.330944;1.049642;-0.614546;1.009296;0.614546;
6.500107;0.614578;0.403954;-0.092188;-0.330875;1.049632;-0.614578;1.008952;0.614578;
6.500187;0.614640;0.403822;-0.092197;-0.330745;1.049612;-0.614640;1.008299;0.614640;
6.500347;0.614748;0.403587;-0.092213;-0.330513;1.049578;-0.614748;1.007128;0.614748;
6.500667;0.614915;0.403215;-0.092239;-0.330146;1.049523;-0.614915;1.005227;0.614915;
6.500879;0.615001;0.403018;-0.092251;-0.329953;1.049494;-0.615001;1.004200;0.615001;
6.500879;0.615001;0.403018;-0.092251;-0.329953;1.049494;-0.615001;1.004200;0.615001;
6.500889;0.615004;0.403011;-0.092252;-0.329946;1.049493;-0.615004;1.004160;0.615004;
6.500899;0.615007;0.403003;-0.092252;-0.329938;1.049491;-0.615007;1.004121;0.615007;
6.500919;0.615013;0.402989;-0.092253;-0.329924;1.049489;-0.615013;1.004043;0.615013;
6.500930;0.615016;0.402981;-0.092254;-0.329917;1.049488;-0.615016;1.004000;0.615016;
6.500930;0.615016;0.402981;-0.092254;-0.329917;1.049488;-0.615016;1.004000;0.615016;
6.500940;0.615019;0.402974;-0.092254;-0.329910;1.049487;-0.615019;1.003962;0.615019;
6.500950;0.615022;0.402967;-0.092255;-0.329903;1.049486;-0.615022;1.003925;0.615022;
6.500970;0.615027;0.402954;-0.092255;-0.329890;1.049484;-0.615027;1.003851;0.615027;
6.501010;0.615038;0.402927;-0.092257;-0.329864;1.049480;-0.615038;1.003707;0.615038;
6.501090;0.615058;0.402878;-0.092260;-0.329816;1.049473;-0.615058;1.003434;0.615058;
6.501250;0.615091;0.402791;-0.092265;-0.329731;1.049460;-0.615091;1.002944;0.615091;
6.501570;0.615137;0.402658;-0.092272;-0.329602;1.049441;-0.615137;1.002150;0.615137;
6.502210;0.615173;0.402502;-0.092277;-0.329455;1.049419;-0.615173;1.001080;0.615173;
6.503490;0.615126;0.402422;-0.092270;-0.329390;1.049409;-0.615126;1.000049;0.615126;
6.504770;0.614993;0.402502;-0.092250;-0.329484;1.049423;-0.614993;0.999809;0.614993;
6.507330;0.614690;0.402711;-0.092205;-0.329725;1.049459;-0.614690;0.999728;0.614690;
6.512450;0.614096;0.403029;-0.092116;-0.330115;1.049518;-0.614096;0.999909;0.614096;
6.522690;0.613149;0.403336;-0.091974;-0.330553;1.049584;-0.613149;0.999952;0.613149;
6.532930;0.612429;0.403502;-0.091866;-0.330824;1.049624;-0.612429;0.999966;0.612429;
6.553410;0.611841;0.403653;-0.091777;-0.331059;1.049660;-0.611841;0.999986;0.611841;
6.571842;0.611936;0.403739;-0.091792;-0.331121;1.049669;-0.611936;1.000001;0.611936;
6.590274;0.612599;0.403808;-0.091891;-0.331074;1.049662;-0.612599;1.000015;0.612599;
6.608706;0.613725;0.403872;-0.092060;-0.330944;1.049642;-0.613725;1.000027;0.613725;
6.645570;0.616844;0.403997;-0.092528;-0.330534;1.049581;-0.616844;1.000046;0.616844;
6.682434;0.621145;0.404121;-0.093173;-0.329920;1.049489;-0.621145;1.000060;0.621145;
6.732745;0.628309;0.404291;-0.094248;-0.328852;1.049329;-0.628309;1.000072;0.628309;
6.783055;0.636365;0.404458;-0.095456;-0.327614;1.049143;-0.636365;1.000077;0.636365;
6.833366;0.644737;0.404622;-0.096712;-0.326298;1.048945;-0.644737;1.000078;0.644737;
6.883676;0.652990;0.404781;-0.097950;-0.324979;1.048748;-0.652990;1.000075;0.652990;
6.933987;0.660787;0.404932;-0.099119;-0.323716;1.048558;-0.660787;1.000070;0.660787;
6.984298;0.667958;0.405078;-0.100195;-0.322546;1.048383;-0.667958;1.000063;0.667958;
7.034608;0.674368;0.405219;-0.101157;-0.321498;1.048225;-0.674368;1.000055;0.674368;
7.084919;0.679945;0.405353;-0.101993;-0.320586;1.048089;-0.679945;1.000047;0.679945;
7.185540;0.688591;0.405597;-0.103290;-0.319190;1.047879;-0.688591;1.000032;0.688591;
7.286161;0.694300;0.405808;-0.104146;-0.318302;1.047746;-0.694300;1.000020;0.694300;
7.386782;0.697647;0.406004;-0.104648;-0.317842;1.047677;-0.697647;1.000011;0.697647;
7.487404;0.699468;0.406156;-0.104922;-0.317633;1.047646;-0.699468;1.000006;0.699468;
7.588025;0.700542;0.406274;-0.105083;-0.317535;1.047631;-0.700542;1.000003;0.700542;
7.688646;0.701094;0.406384;-0.105166;-0.317529;1.047630;-0.701094;1.000001;0.701094;
7.789267;0.701244;0.406475;-0.105188;-0.317584;1.047638;-0.701244;1.000000;0.701244;
7.889888;0.701076;0.406546;-0.105163;-0.317681;1.047653;-0.701076;0.999999;0.701076;
7.990510;0.700743;0.406598;-0.105113;-0.317791;1.047669;-0.700743;0.999998;0.700743;
8.091131;0.700395;0.406637;-0.105061;-0.317894;1.047685;-0.700395;0.999999;0.700395;
8.292373;0.700077;0.406663;-0.105013;-0.317979;1.047697;-0.700077;1.000000;0.700077;
8.493616;0.700021;0.406639;-0.105005;-0.317968;1.047696;-0.700021;1.000000;0.700021;
8.694858;0.700009;0.406570;-0.105003;-0.317907;1.047687;-0.700009;1.000000;0.700009;
8.896100;0.699969;0.406458;-0.104997;-0.317813;1.047673;-0.699969;1.000000;0.699969;
9.298585;0.699950;0.406142;-0.104994;-0.317527;1.047630;-0.699950;1.000000;0.699950;
10.103555;0.699992;0.405180;-0.105000;-0.316641;1.047497;-0.699992;1.000000;0.699992;
10.908524;0.699998;0.404165;-0.105001;-0.315713;1.047358;-0.699998;1.000000;0.699998;
11.713494;0.699999;0.403188;-0.105001;-0.314820;1.047224;-0.699999;1.000000;0.699999;
13.323433;0.699999;0.401648;-0.105001;-0.313413;1.047013;-0.699999;1.000000;0.699999;
14.933373;0.699999;0.400554;-0.105001;-0.312413;1.046863;-0.699999;1.000000;0.699999;
16.543312;0.700000;0.399838;-0.105001;-0.311758;1.046764;-0.700000;1.000000;0.700000;
19.763190;0.700000;0.399001;-0.105001;-0.310993;1.046650;-0.700000;1.000000;0.700000;
20.000000;0.700000;0.398975;-0.105001;-0.310969;1.046646;-0.700000;1.000000;0.700000;
