time;Converter_Converter_qCmdPu;Converter_Converter_uCmdPu;Converter_Converter_pCmdPu;Converter_Converter_gridMeasurement_QMeasPu;Converter_Converter_gridMeasurement_UMeasPu;Converter_Converter_gridMeasurement_PMeasPu;Converter_Converter_energyConversion_storageSys_sOCcontrol_soc;Converter_Converter_injectorVoltageSource_voltageSourceIEC63406_PInjPu;Converter_Converter_injectorVoltageSource_voltageSourceIEC63406_QInjPu;Converter_Converter_controlAndProtection_control_qControl_voltageDroop;
0.004043;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000081;-0.968799;-0.044000;0.950000;
0.004085;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000082;-0.968799;-0.044000;0.950000;
0.004171;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000083;-0.968799;-0.044000;0.950000;
0.004199;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000084;-0.968799;-0.044000;0.950000;
0.004205;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000084;-0.968799;-0.044000;0.950000;
0.004210;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000084;-0.968799;-0.044000;0.950000;
0.004221;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000084;-0.968799;-0.044000;0.950000;
0.004243;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000085;-0.968799;-0.044000;0.950000;
0.004287;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000086;-0.968799;-0.044000;0.950000;
0.004375;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000087;-0.968799;-0.044000;0.950000;
0.004551;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000091;-0.968799;-0.044000;0.950000;
0.004726;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000095;-0.968799;-0.044000;0.950000;
0.004902;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000098;-0.968799;-0.043999;0.950000;
0.005078;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000102;-0.968800;-0.043999;0.950000;
0.005253;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000105;-0.968800;-0.043999;0.950000;
0.005429;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000109;-0.968800;-0.043999;0.950000;
0.005605;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000112;-0.968800;-0.043999;0.950000;
0.005780;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000116;-0.968800;-0.043999;0.950000;
0.006131;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000123;-0.968800;-0.043999;0.950000;
0.006483;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000130;-0.968800;-0.043999;0.950000;
0.006834;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000137;-0.968800;-0.043999;0.950000;
0.007185;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000144;-0.968800;-0.043998;0.950000;
0.007537;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000151;-0.968800;-0.043998;0.950000;
0.007778;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000156;-0.968800;-0.043998;0.950000;
0.007791;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000156;-0.968800;-0.043998;0.950000;
0.007804;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000156;-0.968800;-0.043998;0.950000;
0.007829;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000157;-0.968800;-0.043998;0.950000;
0.007879;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000158;-0.968800;-0.043998;0.950000;
0.007980;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000160;-0.968800;-0.043998;0.950000;
0.008181;0.000000;0.950000;-1.000000;-0.200000;1.000000;-0.999999;50.000164;-0.968800;-0.043998;0.950000;
0.008583;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000172;-0.968800;-0.043998;0.950000;
0.009388;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000188;-0.968801;-0.043997;0.950000;
0.010000;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000200;-0.968801;-0.043997;0.950000;
0.010014;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000200;-0.968801;-0.043997;0.950000;
0.010028;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000201;-0.968801;-0.043997;0.950000;
0.010056;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000201;-0.968801;-0.043997;0.950000;
0.010112;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000202;-0.968801;-0.043997;0.950000;
0.010224;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000204;-0.968801;-0.043997;0.950000;
0.010449;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000209;-0.968801;-0.043996;0.950000;
0.010897;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000218;-0.968801;-0.043996;0.950000;
0.011794;0.000000;0.950000;-1.000000;-0.199999;1.000000;-1.000000;50.000236;-0.968801;-0.043995;0.950000;
0.012690;0.000000;0.950000;-1.000000;-0.199998;1.000000;-1.000000;50.000254;-0.968801;-0.043995;0.950000;
0.014484;0.000000;0.950000;-1.000000;-0.199998;1.000000;-1.000000;50.000290;-0.968801;-0.043993;0.950001;
0.016098;0.000000;0.950000;-1.000000;-0.199997;1.000000;-1.000000;50.000322;-0.968801;-0.043991;0.950001;
0.017712;0.000000;0.950000;-1.000000;-0.199996;1.000000;-1.000000;50.000354;-0.968801;-0.043989;0.950001;
0.019326;0.000000;0.950000;-1.000000;-0.199994;1.000000;-1.000001;50.000387;-0.968801;-0.043987;0.950002;
0.020941;0.000000;0.950000;-1.000000;-0.199993;1.000000;-1.000001;50.000419;-0.968801;-0.043985;0.950002;
0.021631;0.000000;0.950000;-1.000000;-0.199993;1.000000;-1.000001;50.000433;-0.968801;-0.043985;0.950002;
0.021663;0.000000;0.950000;-1.000000;-0.199993;1.000000;-1.000001;50.000433;-0.968801;-0.043984;0.950002;
0.021696;0.000000;0.950000;-1.000000;-0.199993;1.000000;-1.000001;50.000434;-0.968801;-0.043984;0.950002;
0.021762;0.000000;0.950000;-1.000000;-0.199992;1.000000;-1.000001;50.000435;-0.968801;-0.043984;0.950002;
0.021893;0.000000;0.950000;-1.000000;-0.199992;1.000000;-1.000001;50.000438;-0.968801;-0.043984;0.950002;
0.022155;0.000000;0.950000;-1.000000;-0.199992;1.000000;-1.000001;50.000443;-0.968801;-0.043984;0.950002;
0.022679;0.000000;0.950000;-1.000000;-0.199992;1.000000;-1.000001;50.000454;-0.968801;-0.043983;0.950002;
0.023727;0.000000;0.950000;-1.000000;-0.199991;1.000000;-1.000001;50.000475;-0.968801;-0.043982;0.950003;
0.025822;0.000000;0.950000;-1.000000;-0.199988;1.000000;-1.000001;50.000516;-0.968801;-0.043979;0.950003;
0.027918;0.000000;0.950000;-1.000000;-0.199986;1.000000;-1.000001;50.000558;-0.968801;-0.043976;0.950004;
0.029710;0.000000;0.950000;-1.000000;-0.199984;1.000000;-1.000001;50.000594;-0.968801;-0.043973;0.950004;
0.029775;0.000000;0.950000;-1.000000;-0.199984;1.000000;-1.000001;50.000595;-0.968801;-0.043973;0.950004;
0.029840;0.000000;0.950000;-1.000000;-0.199984;1.000000;-1.000001;50.000597;-0.968801;-0.043973;0.950004;
0.029970;0.000000;0.950000;-1.000000;-0.199984;1.000000;-1.000001;50.000599;-0.968801;-0.043973;0.950005;
0.030230;0.000000;0.950000;-1.000000;-0.199983;1.000000;-1.000001;50.000605;-0.968801;-0.043972;0.950005;
0.030751;0.000000;0.950000;-1.000000;-0.199983;1.000000;-1.000001;50.000615;-0.968801;-0.043971;0.950005;
0.031792;0.000000;0.950000;-1.000000;-0.199981;1.000000;-1.000001;50.000636;-0.968801;-0.043970;0.950005;
0.033874;0.000000;0.950000;-1.000000;-0.199978;1.000001;-1.000001;50.000677;-0.968801;-0.043967;0.950006;
0.035957;0.000000;0.950000;-1.000000;-0.199975;1.000001;-1.000001;50.000719;-0.968801;-0.043964;0.950007;
0.038039;0.000000;0.950000;-1.000000;-0.199972;1.000001;-1.000001;50.000761;-0.968801;-0.043960;0.950008;
0.040121;0.000000;0.950000;-1.000000;-0.199969;1.000001;-1.000001;50.000802;-0.968801;-0.043957;0.950008;
0.042203;0.000000;0.950000;-1.000000;-0.199966;1.000001;-1.000001;50.000844;-0.968801;-0.043954;0.950009;
0.044285;0.000000;0.950000;-1.000000;-0.199963;1.000001;-1.000001;50.000886;-0.968802;-0.043951;0.950010;
0.046368;0.000000;0.950000;-1.000000;-0.199960;1.000001;-1.000001;50.000927;-0.968802;-0.043947;0.950011;
0.048450;0.000000;0.950000;-1.000000;-0.199956;1.000001;-1.000001;50.000969;-0.968802;-0.043944;0.950012;
0.052614;0.000000;0.950000;-1.000000;-0.199950;1.000001;-1.000001;50.001052;-0.968802;-0.043938;0.950014;
0.056779;0.000000;0.950000;-1.000000;-0.199943;1.000001;-1.000001;50.001136;-0.968802;-0.043932;0.950016;
0.060943;0.000000;0.950000;-1.000000;-0.199936;1.000002;-1.000001;50.001219;-0.968802;-0.043925;0.950018;
0.065108;0.000000;0.950000;-1.000000;-0.199930;1.000002;-1.000001;50.001302;-0.968802;-0.043919;0.950019;
0.067503;0.000000;0.950000;-1.000000;-0.199926;1.000002;-1.000001;50.001350;-0.968802;-0.043916;0.950020;
0.068124;0.000000;0.950000;-1.000000;-0.199925;1.000002;-1.000001;50.001362;-0.968802;-0.043915;0.950021;
0.068746;0.000000;0.950000;-1.000000;-0.199924;1.000002;-1.000001;50.001375;-0.968802;-0.043914;0.950021;
0.069989;0.000000;0.950000;-1.000000;-0.199922;1.000002;-1.000001;50.001400;-0.968803;-0.043912;0.950021;
0.072476;0.000000;0.950000;-1.000000;-0.199918;1.000002;-1.000001;50.001450;-0.968803;-0.043909;0.950022;
0.077450;0.000000;0.950000;-1.000000;-0.199911;1.000002;-1.000001;50.001549;-0.968803;-0.043902;0.950025;
0.082110;0.000000;0.950000;-1.000000;-0.199904;1.000002;-1.000001;50.001642;-0.968803;-0.043896;0.950026;
0.082758;0.000000;0.950000;-1.000000;-0.199903;1.000002;-1.000001;50.001655;-0.968803;-0.043895;0.950027;
0.083406;0.000000;0.950000;-1.000000;-0.199902;1.000002;-1.000001;50.001668;-0.968803;-0.043894;0.950027;
0.084702;0.000000;0.950000;-1.000000;-0.199900;1.000003;-1.000001;50.001694;-0.968803;-0.043893;0.950028;
0.087294;0.000000;0.950000;-1.000000;-0.199896;1.000003;-1.000001;50.001746;-0.968803;-0.043889;0.950029;
0.092478;0.000000;0.950000;-1.000000;-0.199889;1.000003;-1.000001;50.001850;-0.968803;-0.043883;0.950031;
0.102846;0.000000;0.950000;-1.000000;-0.199875;1.000003;-1.000002;50.002057;-0.968803;-0.043870;0.950034;
0.123582;0.000000;0.950000;-1.000000;-0.199849;1.000004;-1.000002;50.002472;-0.968804;-0.043848;0.950042;
0.144318;0.000000;0.950000;-1.000000;-0.199826;1.000004;-1.000002;50.002886;-0.968804;-0.043827;0.950048;
0.185790;0.000000;0.950000;-1.000000;-0.199786;1.000005;-1.000002;50.003716;-0.968805;-0.043792;0.950059;
0.227262;0.000000;0.950000;-1.000000;-0.199755;1.000006;-1.000002;50.004545;-0.968805;-0.043765;0.950067;
0.310206;0.000000;0.950000;-1.000000;-0.199709;1.000007;-1.000002;50.006204;-0.968805;-0.043725;0.950080;
0.393150;0.000000;0.950000;-1.000000;-0.199680;1.000008;-1.000001;50.007862;-0.968806;-0.043700;0.950088;
0.476094;0.000000;0.950000;-1.000000;-0.199663;1.000008;-1.000001;50.009521;-0.968805;-0.043684;0.950093;
0.559039;0.000000;0.950000;-1.000000;-0.199652;1.000009;-1.000001;50.011180;-0.968805;-0.043675;0.950096;
0.641983;0.000000;0.950000;-1.000000;-0.199646;1.000009;-1.000001;50.012838;-0.968805;-0.043669;0.950097;
0.724927;0.000000;0.950000;-1.000000;-0.199642;1.000009;-1.000000;50.014496;-0.968805;-0.043666;0.950099;
0.890815;0.000000;0.950000;-1.000000;-0.199638;1.000009;-1.000000;50.017813;-0.968805;-0.043662;0.950100;
1.000000;0.000000;0.950000;-1.000000;-0.199637;1.000009;-1.000000;50.019996;-0.968805;-0.043661;0.950100;
1.000000;0.000000;0.950000;-0.800000;-0.199637;1.000009;-1.000000;50.019996;-0.968805;-0.043661;0.950100;
1.000083;0.000000;0.950000;-0.800000;-0.199637;1.000009;-1.000000;50.019998;-0.968805;-0.043661;0.950100;
1.000165;0.000000;0.950000;-0.800000;-0.199637;1.000009;-1.000000;50.019999;-0.968805;-0.043661;0.950100;
1.000331;0.000000;0.950000;-0.800000;-0.199637;1.000009;-1.000000;50.020003;-0.968805;-0.043661;0.950100;
1.000662;0.000000;0.950000;-0.800000;-0.199637;1.000009;-1.000000;50.020009;-0.968803;-0.043662;0.950100;
1.000828;0.000000;0.950000;-0.800000;-0.199637;1.000009;-1.000000;50.020013;-0.968802;-0.043662;0.950100;
1.000911;0.000000;0.950000;-0.800000;-0.199637;1.000009;-1.000000;50.020014;-0.968801;-0.043663;0.950100;
1.001076;0.000000;0.950000;-0.800000;-0.199637;1.000009;-1.000000;50.020018;-0.968798;-0.043663;0.950100;
1.001407;0.000000;0.950000;-0.800000;-0.199637;1.000009;-0.999999;50.020024;-0.968790;-0.043666;0.950100;
1.001449;0.000000;0.950000;-0.800000;-0.199637;1.000009;-0.999999;50.020025;-0.968789;-0.043666;0.950100;
1.001470;0.000000;0.950000;-0.800000;-0.199637;1.000009;-0.999999;50.020025;-0.968788;-0.043667;0.950100;
1.001511;0.000000;0.950000;-0.800000;-0.199637;1.000009;-0.999999;50.020026;-0.968787;-0.043667;0.950100;
1.001594;0.000000;0.950000;-0.800000;-0.199637;1.000009;-0.999999;50.020028;-0.968784;-0.043668;0.950100;
1.001759;0.000000;0.950000;-0.800000;-0.199637;1.000009;-0.999999;50.020031;-0.968778;-0.043670;0.950100;
1.002091;0.000000;0.950000;-0.800000;-0.199637;1.000009;-0.999997;50.020038;-0.968760;-0.043675;0.950100;
1.002753;0.000000;0.950000;-0.800000;-0.199637;1.000009;-0.999993;50.020051;-0.968708;-0.043692;0.950100;
1.004078;0.000000;0.950000;-0.800000;-0.199637;1.000009;-0.999966;50.020078;-0.968514;-0.043755;0.950100;
1.006727;0.000000;0.950000;-0.800000;-0.199638;1.000009;-0.999788;50.020131;-0.967709;-0.044016;0.950100;
1.009377;0.000000;0.950000;-0.800000;-0.199640;1.000009;-0.999373;50.020183;-0.966326;-0.044459;0.950099;
1.012027;0.000000;0.950000;-0.800000;-0.199645;1.000010;-0.998643;50.020236;-0.964377;-0.045110;0.950098;
1.014676;0.000000;0.950000;-0.800000;-0.199655;1.000010;-0.997545;50.020289;-0.961948;-0.045897;0.950097;
1.017326;0.000000;0.950000;-0.800000;-0.199669;1.000011;-0.996060;50.020342;-0.959132;-0.046852;0.950094;
1.019976;0.000000;0.950000;-0.800000;-0.199687;1.000012;-0.994199;50.020395;-0.956068;-0.047853;0.950090;
1.022625;0.000000;0.950000;-0.800000;-0.199709;1.000012;-0.992000;50.020447;-0.952866;-0.048889;0.950085;
1.025275;0.000000;0.950000;-0.800000;-0.199733;1.000013;-0.989519;50.020500;-0.949631;-0.049927;0.950080;
1.027925;0.000000;0.950000;-0.800000;-0.199758;1.000014;-0.986823;50.020552;-0.946445;-0.050940;0.950075;
1.033224;0.000000;0.950000;-0.800000;-0.199806;1.000017;-0.981129;50.020656;-0.940480;-0.052802;0.950065;
1.038523;0.000000;0.950000;-0.800000;-0.199847;1.000019;-0.975311;50.020760;-0.935124;-0.054473;0.950057;
1.043823;0.000000;0.950000;-0.800000;-0.199876;1.000022;-0.969669;50.020863;-0.930390;-0.055927;0.950053;
1.049122;0.000000;0.950000;-0.800000;-0.199893;1.000025;-0.964375;50.020966;-0.926172;-0.057204;0.950051;
1.054421;0.000000;0.950000;-0.800000;-0.199898;1.000027;-0.959479;50.021067;-0.922310;-0.058361;0.950053;
1.059721;0.000000;0.950000;-0.800000;-0.199894;1.000030;-0.954946;50.021169;-0.918650;-0.059450;0.950057;
1.065020;0.000000;0.950000;-0.800000;-0.199885;1.000033;-0.950697;50.021270;-0.915076;-0.060510;0.950062;
1.070319;0.000000;0.950000;-0.800000;-0.199874;1.000036;-0.946644;50.021370;-0.911522;-0.061563;0.950067;
1.075619;0.000000;0.950000;-0.800000;-0.199863;1.000038;-0.942714;50.021470;-0.907971;-0.062608;0.950072;
1.086217;0.000000;0.950000;-0.800000;-0.199848;1.000043;-0.935058;50.021669;-0.900958;-0.064685;0.950081;
1.096816;0.000000;0.950000;-0.800000;-0.199842;1.000048;-0.927673;50.021867;-0.894191;-0.066712;0.950087;
1.107415;0.000000;0.950000;-0.800000;-0.199840;1.000052;-0.920601;50.022063;-0.887806;-0.068567;0.950092;
1.118013;0.000000;0.950000;-0.800000;-0.199836;1.000056;-0.913898;50.022257;-0.881833;-0.070257;0.950097;
1.139210;0.000000;0.950000;-0.800000;-0.199831;1.000063;-0.901625;50.022642;-0.870900;-0.073382;0.950105;
1.160408;0.000000;0.950000;-0.800000;-0.199828;1.000069;-0.890715;50.023022;-0.861152;-0.076136;0.950112;
1.181605;0.000000;0.950000;-0.800000;-0.199825;1.000074;-0.880986;50.023397;-0.852434;-0.078522;0.950118;
1.202802;0.000000;0.950000;-0.800000;-0.199831;1.000079;-0.872287;50.023769;-0.844607;-0.080741;0.950121;
1.224000;0.000000;0.950000;-0.800000;-0.199839;1.000083;-0.864514;50.024137;-0.837629;-0.082657;0.950123;
1.245197;0.000000;0.950000;-0.800000;-0.199848;1.000087;-0.857577;50.024502;-0.831403;-0.084355;0.950125;
1.287591;0.000000;0.950000;-0.800000;-0.199865;1.000092;-0.845769;50.025224;-0.820795;-0.087218;0.950126;
1.329986;0.000000;0.950000;-0.800000;-0.199873;1.000097;-0.836350;50.025937;-0.812351;-0.089382;0.950129;
1.369478;0.000000;0.950000;-0.800000;-0.199896;1.000100;-0.829305;50.026595;-0.805994;-0.091147;0.950126;
1.369478;0.000000;0.950000;-0.800000;-0.199896;1.000100;-0.829305;50.026595;-0.805990;-0.091160;0.950126;
1.370938;0.000000;0.950000;-0.800000;-0.199898;1.000100;-0.829079;50.026619;-0.805786;-0.091214;0.950126;
1.372399;0.000000;0.950000;-0.800000;-0.199899;1.000100;-0.828853;50.026643;-0.805584;-0.091268;0.950126;
1.375320;0.000000;0.950000;-0.800000;-0.199901;1.000100;-0.828407;50.026692;-0.805183;-0.091374;0.950125;
1.381163;0.000000;0.950000;-0.800000;-0.199905;1.000101;-0.827548;50.026788;-0.804410;-0.091578;0.950125;
1.381345;0.000000;0.950000;-0.800000;-0.199905;1.000101;-0.827521;50.026791;-0.804386;-0.091584;0.950125;
1.381436;0.000000;0.950000;-0.800000;-0.199905;1.000101;-0.827507;50.026793;-0.804374;-0.091587;0.950125;
1.381619;0.000000;0.950000;-0.800000;-0.199905;1.000101;-0.827481;50.026796;-0.804350;-0.091594;0.950125;
1.381710;0.000000;0.950000;-0.800000;-0.199905;1.000101;-0.827467;50.026797;-0.804338;-0.091597;0.950125;
1.381893;0.000000;0.950000;-0.800000;-0.199905;1.000101;-0.827440;50.026801;-0.804313;-0.091603;0.950125;
1.382258;0.000000;0.950000;-0.800000;-0.199905;1.000101;-0.827387;50.026807;-0.804265;-0.091616;0.950125;
1.382988;0.000000;0.950000;-0.800000;-0.199906;1.000101;-0.827281;50.026819;-0.804170;-0.091641;0.950125;
1.383353;0.000000;0.950000;-0.800000;-0.199906;1.000101;-0.827228;50.026825;-0.804122;-0.091654;0.950124;
1.384084;0.000000;0.950000;-0.800000;-0.199906;1.000101;-0.827122;50.026837;-0.804027;-0.091679;0.950124;
1.384175;0.000000;0.950000;-0.800000;-0.199907;1.000101;-0.827109;50.026838;-0.804015;-0.091682;0.950124;
1.384358;0.000000;0.950000;-0.800000;-0.199907;1.000101;-0.827082;50.026841;-0.803991;-0.091688;0.950124;
1.384723;0.000000;0.950000;-0.800000;-0.199907;1.000101;-0.827029;50.026847;-0.803944;-0.091701;0.950124;
1.385453;0.000000;0.950000;-0.800000;-0.199907;1.000101;-0.826924;50.026859;-0.803849;-0.091726;0.950124;
1.386914;0.000000;0.950000;-0.800000;-0.199908;1.000101;-0.826716;50.026884;-0.803662;-0.091776;0.950124;
1.387644;0.000000;0.950000;-0.800000;-0.199908;1.000101;-0.826612;50.026896;-0.803569;-0.091800;0.950124;
1.389105;0.000000;0.950000;-0.800000;-0.199909;1.000101;-0.826406;50.026920;-0.803383;-0.091849;0.950124;
1.389287;0.000000;0.950000;-0.800000;-0.199909;1.000101;-0.826381;50.026923;-0.803360;-0.091855;0.950124;
1.389652;0.000000;0.950000;-0.800000;-0.199909;1.000101;-0.826329;50.026929;-0.803314;-0.091867;0.950124;
1.390383;0.000000;0.950000;-0.800000;-0.199910;1.000101;-0.826227;50.026941;-0.803222;-0.091891;0.950124;
1.390748;0.000000;0.950000;-0.800000;-0.199910;1.000101;-0.826176;50.026947;-0.803176;-0.091903;0.950124;
1.391478;0.000000;0.950000;-0.800000;-0.199910;1.000102;-0.826074;50.026959;-0.803085;-0.091927;0.950124;
1.391569;0.000000;0.950000;-0.800000;-0.199910;1.000102;-0.826062;50.026960;-0.803073;-0.091930;0.950124;
1.391752;0.000000;0.950000;-0.800000;-0.199911;1.000102;-0.826036;50.026963;-0.803050;-0.091936;0.950124;
1.392117;0.000000;0.950000;-0.800000;-0.199911;1.000102;-0.825986;50.026969;-0.803005;-0.091948;0.950124;
1.392847;0.000000;0.950000;-0.800000;-0.199911;1.000102;-0.825885;50.026982;-0.802914;-0.091972;0.950124;
1.394308;0.000000;0.950000;-0.800000;-0.199912;1.000102;-0.825684;50.027006;-0.802734;-0.092020;0.950124;
1.395038;0.000000;0.950000;-0.800000;-0.199912;1.000102;-0.825585;50.027018;-0.802644;-0.092044;0.950124;
1.396499;0.000000;0.950000;-0.800000;-0.199913;1.000102;-0.825387;50.027042;-0.802466;-0.092090;0.950124;
1.396681;0.000000;0.950000;-0.800000;-0.199913;1.000102;-0.825362;50.027045;-0.802444;-0.092096;0.950124;
1.397047;0.000000;0.950000;-0.800000;-0.199913;1.000102;-0.825313;50.027051;-0.802399;-0.092108;0.950124;
1.397777;0.000000;0.950000;-0.800000;-0.199913;1.000102;-0.825214;50.027063;-0.802311;-0.092131;0.950124;
1.398142;0.000000;0.950000;-0.800000;-0.199914;1.000102;-0.825165;50.027069;-0.802267;-0.092143;0.950124;
1.398872;0.000000;0.950000;-0.800000;-0.199914;1.000102;-0.825068;50.027081;-0.802179;-0.092166;0.950123;
1.398964;0.000000;0.950000;-0.800000;-0.199914;1.000102;-0.825055;50.027082;-0.802168;-0.092169;0.950123;
1.399146;0.000000;0.950000;-0.800000;-0.199914;1.000102;-0.825031;50.027085;-0.802146;-0.092175;0.950123;
1.399511;0.000000;0.950000;-0.800000;-0.199914;1.000102;-0.824982;50.027091;-0.802102;-0.092186;0.950123;
1.400242;0.000000;0.950000;-0.800000;-0.199915;1.000102;-0.824885;50.027103;-0.802015;-0.092209;0.950123;
1.401702;0.000000;0.950000;-0.800000;-0.199915;1.000102;-0.824693;50.027128;-0.801841;-0.092255;0.950123;
1.402433;0.000000;0.950000;-0.800000;-0.199916;1.000102;-0.824597;50.027140;-0.801755;-0.092278;0.950123;
1.403893;0.000000;0.950000;-0.800000;-0.199916;1.000102;-0.824406;50.027164;-0.801584;-0.092323;0.950123;
1.404076;0.000000;0.950000;-0.800000;-0.199916;1.000102;-0.824383;50.027167;-0.801562;-0.092328;0.950123;
