time;Converter_Converter_qCmdPu;Converter_Converter_uCmdPu;Converter_Converter_pCmdPu;Converter_Converter_gridMeasurement_QMeasPu;Converter_Converter_gridMeasurement_UMeasPu;Converter_Converter_gridMeasurement_PMeasPu;Converter_Converter_energyConversion_storageSys_sOCcontrol_soc;Converter_Converter_injectorVoltageSource_voltageSourceIEC63406_PInjPu;Converter_Converter_injectorVoltageSource_voltageSourceIEC63406_QInjPu;Converter_Converter_controlAndProtection_control_qControl_voltageDroop;
1.604543;0.000000;0.950000;-0.800000;-0.199984;1.000109;-0.808383;50.030432;-0.787158;-0.096096;0.950113;
1.606003;0.000000;0.950000;-0.800000;-0.199984;1.000109;-0.808319;50.030456;-0.787099;-0.096111;0.950113;
1.606186;0.000000;0.950000;-0.800000;-0.199984;1.000109;-0.808310;50.030459;-0.787092;-0.096113;0.950113;
1.606551;0.000000;0.950000;-0.800000;-0.199984;1.000109;-0.808294;50.030465;-0.787077;-0.096117;0.950113;
1.607281;0.000000;0.950000;-0.800000;-0.199985;1.000109;-0.808262;50.030476;-0.787048;-0.096124;0.950113;
1.608742;0.000000;0.950000;-0.800000;-0.199985;1.000109;-0.808198;50.030500;-0.786991;-0.096139;0.950113;
1.609472;0.000000;0.950000;-0.800000;-0.199985;1.000109;-0.808166;50.030512;-0.786962;-0.096147;0.950113;
1.610933;0.000000;0.950000;-0.800000;-0.199985;1.000109;-0.808103;50.030535;-0.786905;-0.096161;0.950112;
1.611115;0.000000;0.950000;-0.800000;-0.199985;1.000109;-0.808095;50.030538;-0.786898;-0.096163;0.950112;
1.611481;0.000000;0.950000;-0.800000;-0.199986;1.000109;-0.808079;50.030544;-0.786884;-0.096167;0.950112;
1.612211;0.000000;0.950000;-0.800000;-0.199986;1.000109;-0.808048;50.030556;-0.786856;-0.096174;0.950112;
1.613671;0.000000;0.950000;-0.800000;-0.199986;1.000109;-0.807986;50.030580;-0.786799;-0.096189;0.950112;
1.614402;0.000000;0.950000;-0.800000;-0.199986;1.000109;-0.807955;50.030591;-0.786772;-0.096196;0.950112;
1.615862;0.000000;0.950000;-0.800000;-0.199987;1.000109;-0.807893;50.030615;-0.786716;-0.096211;0.950112;
1.616045;0.000000;0.950000;-0.800000;-0.199987;1.000109;-0.807886;50.030618;-0.786709;-0.096212;0.950112;
1.616410;0.000000;0.950000;-0.800000;-0.199987;1.000109;-0.807870;50.030624;-0.786695;-0.096216;0.950112;
1.617140;0.000000;0.950000;-0.800000;-0.199987;1.000109;-0.807840;50.030636;-0.786668;-0.096223;0.950112;
1.618601;0.000000;0.950000;-0.800000;-0.199987;1.000109;-0.807779;50.030659;-0.786613;-0.096238;0.950112;
1.619331;0.000000;0.950000;-0.800000;-0.199987;1.000109;-0.807749;50.030671;-0.786586;-0.096245;0.950112;
1.620792;0.000000;0.950000;-0.800000;-0.199988;1.000109;-0.807689;50.030695;-0.786532;-0.096259;0.950112;
1.620974;0.000000;0.950000;-0.800000;-0.199988;1.000109;-0.807681;50.030698;-0.786525;-0.096260;0.950112;
1.621340;0.000000;0.950000;-0.800000;-0.199988;1.000109;-0.807666;50.030703;-0.786512;-0.096264;0.950112;
1.622070;0.000000;0.950000;-0.800000;-0.199988;1.000109;-0.807637;50.030715;-0.786485;-0.096271;0.950112;
1.623530;0.000000;0.950000;-0.800000;-0.199988;1.000109;-0.807577;50.030739;-0.786432;-0.096285;0.950112;
1.624261;0.000000;0.950000;-0.800000;-0.199989;1.000109;-0.807548;50.030751;-0.786405;-0.096292;0.950112;
1.625721;0.000000;0.950000;-0.800000;-0.199989;1.000109;-0.807490;50.030774;-0.786352;-0.096305;0.950112;
1.625904;0.000000;0.950000;-0.800000;-0.199989;1.000109;-0.807482;50.030777;-0.786346;-0.096307;0.950112;
1.626269;0.000000;0.950000;-0.800000;-0.199989;1.000109;-0.807468;50.030783;-0.786333;-0.096310;0.950112;
1.626999;0.000000;0.950000;-0.800000;-0.199989;1.000109;-0.807439;50.030795;-0.786307;-0.096317;0.950112;
1.628460;0.000000;0.950000;-0.800000;-0.199989;1.000109;-0.807381;50.030818;-0.786255;-0.096331;0.950112;
1.629190;0.000000;0.950000;-0.800000;-0.199990;1.000109;-0.807352;50.030830;-0.786229;-0.096337;0.950112;
1.630651;0.000000;0.950000;-0.800000;-0.199990;1.000109;-0.807296;50.030854;-0.786178;-0.096351;0.950112;
1.630833;0.000000;0.950000;-0.800000;-0.199990;1.000109;-0.807288;50.030857;-0.786171;-0.096352;0.950112;
1.631199;0.000000;0.950000;-0.800000;-0.199990;1.000109;-0.807274;50.030863;-0.786159;-0.096356;0.950112;
1.631929;0.000000;0.950000;-0.800000;-0.199990;1.000109;-0.807246;50.030874;-0.786133;-0.096362;0.950112;
1.633390;0.000000;0.950000;-0.800000;-0.199991;1.000109;-0.807190;50.030898;-0.786083;-0.096376;0.950112;
1.634120;0.000000;0.950000;-0.800000;-0.199991;1.000109;-0.807162;50.030910;-0.786057;-0.096382;0.950111;
1.635580;0.000000;0.950000;-0.800000;-0.199991;1.000109;-0.807107;50.030933;-0.786007;-0.096395;0.950111;
1.635763;0.000000;0.950000;-0.800000;-0.199991;1.000109;-0.807100;50.030936;-0.786001;-0.096397;0.950111;
1.636128;0.000000;0.950000;-0.800000;-0.199991;1.000109;-0.807086;50.030942;-0.785989;-0.096400;0.950111;
1.636858;0.000000;0.950000;-0.800000;-0.199991;1.000109;-0.807058;50.030954;-0.785964;-0.096406;0.950111;
1.638319;0.000000;0.950000;-0.800000;-0.199992;1.000109;-0.807004;50.030977;-0.785915;-0.096419;0.950111;
1.639049;0.000000;0.950000;-0.800000;-0.199992;1.000109;-0.806976;50.030989;-0.785890;-0.096426;0.950111;
1.640510;0.000000;0.950000;-0.800000;-0.199992;1.000109;-0.806923;50.031013;-0.785842;-0.096438;0.950111;
1.640693;0.000000;0.950000;-0.800000;-0.199992;1.000109;-0.806916;50.031016;-0.785836;-0.096440;0.950111;
1.641058;0.000000;0.950000;-0.800000;-0.199992;1.000109;-0.806902;50.031022;-0.785823;-0.096443;0.950111;
1.641788;0.000000;0.950000;-0.800000;-0.199992;1.000109;-0.806875;50.031033;-0.785799;-0.096449;0.950111;
1.643249;0.000000;0.950000;-0.800000;-0.199993;1.000109;-0.806822;50.031057;-0.785751;-0.096462;0.950111;
1.643979;0.000000;0.950000;-0.800000;-0.199993;1.000109;-0.806796;50.031069;-0.785727;-0.096468;0.950111;
1.645439;0.000000;0.950000;-0.800000;-0.199993;1.000109;-0.806743;50.031092;-0.785680;-0.096480;0.950111;
1.645622;0.000000;0.950000;-0.800000;-0.199993;1.000109;-0.806737;50.031095;-0.785674;-0.096482;0.950111;
1.645987;0.000000;0.950000;-0.800000;-0.199993;1.000109;-0.806724;50.031101;-0.785662;-0.096485;0.950111;
1.646717;0.000000;0.950000;-0.800000;-0.199993;1.000109;-0.806697;50.031113;-0.785639;-0.096491;0.950111;
1.648178;0.000000;0.950000;-0.800000;-0.199994;1.000109;-0.806646;50.031136;-0.785592;-0.096503;0.950111;
1.648908;0.000000;0.950000;-0.800000;-0.199994;1.000109;-0.806620;50.031148;-0.785569;-0.096509;0.950111;
1.650369;0.000000;0.950000;-0.800000;-0.199994;1.000109;-0.806569;50.031172;-0.785523;-0.096521;0.950111;
1.650552;0.000000;0.950000;-0.800000;-0.199994;1.000109;-0.806562;50.031175;-0.785517;-0.096523;0.950111;
1.650917;0.000000;0.950000;-0.800000;-0.199994;1.000109;-0.806549;50.031181;-0.785505;-0.096526;0.950111;
1.651647;0.000000;0.950000;-0.800000;-0.199994;1.000109;-0.806524;50.031192;-0.785483;-0.096532;0.950111;
1.653108;0.000000;0.950000;-0.800000;-0.199995;1.000109;-0.806473;50.031216;-0.785437;-0.096544;0.950111;
1.653838;0.000000;0.950000;-0.800000;-0.199995;1.000109;-0.806448;50.031228;-0.785414;-0.096549;0.950111;
1.655298;0.000000;0.950000;-0.800000;-0.199995;1.000109;-0.806398;50.031251;-0.785369;-0.096561;0.950111;
1.655481;0.000000;0.950000;-0.800000;-0.199995;1.000109;-0.806392;50.031254;-0.785364;-0.096562;0.950111;
1.655846;0.000000;0.950000;-0.800000;-0.199995;1.000109;-0.806380;50.031260;-0.785353;-0.096565;0.950111;
1.656577;0.000000;0.950000;-0.800000;-0.199996;1.000109;-0.806355;50.031272;-0.785330;-0.096571;0.950111;
1.658037;0.000000;0.950000;-0.800000;-0.199996;1.000109;-0.806306;50.031295;-0.785286;-0.096583;0.950111;
1.658767;0.000000;0.950000;-0.800000;-0.199996;1.000109;-0.806281;50.031307;-0.785264;-0.096588;0.950110;
1.660228;0.000000;0.950000;-0.800000;-0.199996;1.000109;-0.806233;50.031331;-0.785220;-0.096600;0.950110;
1.660411;0.000000;0.950000;-0.800000;-0.199996;1.000110;-0.806227;50.031334;-0.785215;-0.096601;0.950110;
1.660776;0.000000;0.950000;-0.800000;-0.199996;1.000110;-0.806214;50.031339;-0.785204;-0.096604;0.950110;
1.661506;0.000000;0.950000;-0.800000;-0.199997;1.000110;-0.806190;50.031351;-0.785182;-0.096610;0.950110;
1.662967;0.000000;0.950000;-0.800000;-0.199997;1.000110;-0.806142;50.031375;-0.785139;-0.096621;0.950110;
1.663697;0.000000;0.950000;-0.800000;-0.199997;1.000110;-0.806119;50.031387;-0.785117;-0.096627;0.950110;
1.665158;0.000000;0.950000;-0.800000;-0.199997;1.000110;-0.806071;50.031410;-0.785075;-0.096638;0.950110;
1.665340;0.000000;0.950000;-0.800000;-0.199997;1.000110;-0.806065;50.031413;-0.785069;-0.096639;0.950110;
1.665705;0.000000;0.950000;-0.800000;-0.199997;1.000110;-0.806053;50.031419;-0.785059;-0.096642;0.950110;
1.666436;0.000000;0.950000;-0.800000;-0.199997;1.000110;-0.806030;50.031431;-0.785038;-0.096647;0.950110;
1.667896;0.000000;0.950000;-0.800000;-0.199998;1.000110;-0.805983;50.031454;-0.784995;-0.096658;0.950110;
1.668626;0.000000;0.950000;-0.800000;-0.199998;1.000110;-0.805960;50.031466;-0.784975;-0.096664;0.950110;
1.670087;0.000000;0.950000;-0.800000;-0.199998;1.000110;-0.805914;50.031490;-0.784933;-0.096675;0.950110;
1.670270;0.000000;0.950000;-0.800000;-0.199998;1.000110;-0.805908;50.031492;-0.784928;-0.096676;0.950110;
1.670635;0.000000;0.950000;-0.800000;-0.199998;1.000110;-0.805897;50.031498;-0.784917;-0.096679;0.950110;
1.671365;0.000000;0.950000;-0.800000;-0.199998;1.000110;-0.805874;50.031510;-0.784897;-0.096684;0.950110;
1.672826;0.000000;0.950000;-0.800000;-0.199999;1.000110;-0.805828;50.031534;-0.784856;-0.096695;0.950110;
1.673556;0.000000;0.950000;-0.800000;-0.199999;1.000110;-0.805806;50.031545;-0.784835;-0.096700;0.950110;
1.675017;0.000000;0.950000;-0.800000;-0.199999;1.000110;-0.805761;50.031569;-0.784795;-0.096710;0.950110;
1.675199;0.000000;0.950000;-0.800000;-0.199999;1.000110;-0.805755;50.031572;-0.784790;-0.096712;0.950110;
1.675564;0.000000;0.950000;-0.800000;-0.199999;1.000110;-0.805744;50.031578;-0.784780;-0.096714;0.950110;
1.676295;0.000000;0.950000;-0.800000;-0.199999;1.000110;-0.805722;50.031589;-0.784760;-0.096720;0.950110;
1.677755;0.000000;0.950000;-0.800000;-0.200000;1.000110;-0.805677;50.031613;-0.784720;-0.096730;0.950110;
1.678485;0.000000;0.950000;-0.800000;-0.200000;1.000110;-0.805655;50.031625;-0.784700;-0.096735;0.950110;
1.679946;0.000000;0.950000;-0.800000;-0.200000;1.000110;-0.805612;50.031648;-0.784661;-0.096745;0.950110;
1.680129;0.000000;0.950000;-0.800000;-0.200000;1.000110;-0.805606;50.031651;-0.784656;-0.096747;0.950110;
1.680494;0.000000;0.950000;-0.800000;-0.200000;1.000110;-0.805595;50.031657;-0.784646;-0.096749;0.950110;
1.681224;0.000000;0.950000;-0.800000;-0.200000;1.000110;-0.805573;50.031669;-0.784626;-0.096754;0.950110;
1.682685;0.000000;0.950000;-0.800000;-0.200001;1.000110;-0.805530;50.031692;-0.784587;-0.096765;0.950110;
1.683415;0.000000;0.950000;-0.800000;-0.200001;1.000110;-0.805509;50.031704;-0.784568;-0.096770;0.950110;
1.684876;0.000000;0.950000;-0.800000;-0.200001;1.000110;-0.805466;50.031728;-0.784530;-0.096779;0.950110;
1.685058;0.000000;0.950000;-0.800000;-0.200001;1.000110;-0.805461;50.031731;-0.784525;-0.096781;0.950110;
1.685423;0.000000;0.950000;-0.800000;-0.200001;1.000110;-0.805450;50.031736;-0.784515;-0.096783;0.950109;
1.686154;0.000000;0.950000;-0.800000;-0.200001;1.000110;-0.805429;50.031748;-0.784496;-0.096788;0.950109;
1.687614;0.000000;0.950000;-0.800000;-0.200001;1.000110;-0.805387;50.031772;-0.784458;-0.096798;0.950109;
1.688345;0.000000;0.950000;-0.800000;-0.200002;1.000110;-0.805366;50.031783;-0.784439;-0.096803;0.950109;
1.689805;0.000000;0.950000;-0.800000;-0.200002;1.000110;-0.805325;50.031807;-0.784402;-0.096813;0.950109;
1.689988;0.000000;0.950000;-0.800000;-0.200002;1.000110;-0.805319;50.031810;-0.784397;-0.096814;0.950109;
1.690353;0.000000;0.950000;-0.800000;-0.200002;1.000110;-0.805309;50.031816;-0.784388;-0.096816;0.950109;
1.691083;0.000000;0.950000;-0.800000;-0.200002;1.000110;-0.805288;50.031828;-0.784369;-0.096821;0.950109;
1.692544;0.000000;0.950000;-0.800000;-0.200002;1.000110;-0.805247;50.031851;-0.784333;-0.096831;0.950109;
1.693274;0.000000;0.950000;-0.800000;-0.200003;1.000110;-0.805227;50.031863;-0.784314;-0.096836;0.950109;
1.694735;0.000000;0.950000;-0.800000;-0.200003;1.000110;-0.805187;50.031886;-0.784278;-0.096845;0.950109;
1.694917;0.000000;0.950000;-0.800000;-0.200003;1.000110;-0.805182;50.031889;-0.784273;-0.096846;0.950109;
1.695282;0.000000;0.950000;-0.800000;-0.200003;1.000110;-0.805172;50.031895;-0.784264;-0.096849;0.950109;
1.696013;0.000000;0.950000;-0.800000;-0.200003;1.000110;-0.805151;50.031907;-0.784246;-0.096853;0.950109;
1.697473;0.000000;0.950000;-0.800000;-0.200003;1.000110;-0.805112;50.031930;-0.784210;-0.096863;0.950109;
1.698204;0.000000;0.950000;-0.800000;-0.200003;1.000110;-0.805092;50.031942;-0.784192;-0.096867;0.950109;
1.699664;0.000000;0.950000;-0.800000;-0.200004;1.000110;-0.805052;50.031966;-0.784157;-0.096877;0.950109;
1.699847;0.000000;0.950000;-0.800000;-0.200004;1.000110;-0.805047;50.031969;-0.784152;-0.096878;0.950109;
1.700212;0.000000;0.950000;-0.800000;-0.200004;1.000110;-0.805038;50.031974;-0.784143;-0.096880;0.950109;
1.700942;0.000000;0.950000;-0.800000;-0.200004;1.000110;-0.805018;50.031986;-0.784126;-0.096885;0.950109;
1.702403;0.000000;0.950000;-0.800000;-0.200004;1.000110;-0.804979;50.032010;-0.784091;-0.096894;0.950109;
1.703133;0.000000;0.950000;-0.800000;-0.200004;1.000110;-0.804960;50.032021;-0.784073;-0.096898;0.950109;
1.704594;0.000000;0.950000;-0.800000;-0.200004;1.000110;-0.804921;50.032045;-0.784039;-0.096907;0.950109;
1.704776;0.000000;0.950000;-0.800000;-0.200005;1.000110;-0.804917;50.032048;-0.784035;-0.096908;0.950109;
1.705141;0.000000;0.950000;-0.800000;-0.200005;1.000110;-0.804907;50.032054;-0.784026;-0.096911;0.950109;
1.705872;0.000000;0.950000;-0.800000;-0.200005;1.000110;-0.804888;50.032066;-0.784009;-0.096915;0.950109;
1.707332;0.000000;0.950000;-0.800000;-0.200005;1.000110;-0.804850;50.032089;-0.783975;-0.096924;0.950109;
1.708063;0.000000;0.950000;-0.800000;-0.200005;1.000110;-0.804831;50.032101;-0.783958;-0.096928;0.950109;
1.709523;0.000000;0.950000;-0.800000;-0.200005;1.000110;-0.804794;50.032124;-0.783924;-0.096937;0.950109;
1.709706;0.000000;0.950000;-0.800000;-0.200005;1.000110;-0.804789;50.032127;-0.783920;-0.096938;0.950109;
1.710071;0.000000;0.950000;-0.800000;-0.200005;1.000110;-0.804780;50.032133;-0.783911;-0.096940;0.950109;
1.710801;0.000000;0.950000;-0.800000;-0.200006;1.000110;-0.804761;50.032145;-0.783895;-0.096945;0.950109;
1.712262;0.000000;0.950000;-0.800000;-0.200006;1.000110;-0.804725;50.032168;-0.783861;-0.096953;0.950109;
1.712992;0.000000;0.950000;-0.800000;-0.200006;1.000110;-0.804706;50.032180;-0.783845;-0.096958;0.950109;
1.714453;0.000000;0.950000;-0.800000;-0.200006;1.000110;-0.804670;50.032204;-0.783812;-0.096966;0.950109;
1.714635;0.000000;0.950000;-0.800000;-0.200006;1.000110;-0.804665;50.032206;-0.783808;-0.096967;0.950108;
1.715000;0.000000;0.950000;-0.800000;-0.200006;1.000110;-0.804656;50.032212;-0.783800;-0.096969;0.950108;
1.715731;0.000000;0.950000;-0.800000;-0.200006;1.000110;-0.804638;50.032224;-0.783784;-0.096974;0.950108;
1.717191;0.000000;0.950000;-0.800000;-0.200007;1.000110;-0.804602;50.032248;-0.783751;-0.096982;0.950108;
1.717922;0.000000;0.950000;-0.800000;-0.200007;1.000110;-0.804584;50.032259;-0.783735;-0.096986;0.950108;
1.719382;0.000000;0.950000;-0.800000;-0.200007;1.000110;-0.804549;50.032283;-0.783703;-0.096995;0.950108;
1.719565;0.000000;0.950000;-0.800000;-0.200007;1.000110;-0.804544;50.032286;-0.783699;-0.096996;0.950108;
1.719930;0.000000;0.950000;-0.800000;-0.200007;1.000110;-0.804536;50.032292;-0.783691;-0.096998;0.950108;
1.720660;0.000000;0.950000;-0.800000;-0.200007;1.000110;-0.804518;50.032303;-0.783675;-0.097002;0.950108;
1.722121;0.000000;0.950000;-0.800000;-0.200007;1.000110;-0.804483;50.032327;-0.783644;-0.097010;0.950108;
1.722851;0.000000;0.950000;-0.800000;-0.200007;1.000110;-0.804466;50.032339;-0.783628;-0.097014;0.950108;
1.724312;0.000000;0.950000;-0.800000;-0.200008;1.000110;-0.804431;50.032362;-0.783597;-0.097022;0.950108;
1.724494;0.000000;0.950000;-0.800000;-0.200008;1.000110;-0.804427;50.032365;-0.783593;-0.097023;0.950108;
1.724859;0.000000;0.950000;-0.800000;-0.200008;1.000110;-0.804418;50.032371;-0.783585;-0.097025;0.950108;
1.725590;0.000000;0.950000;-0.800000;-0.200008;1.000110;-0.804401;50.032383;-0.783570;-0.097029;0.950108;
1.727050;0.000000;0.950000;-0.800000;-0.200008;1.000110;-0.804367;50.032406;-0.783539;-0.097037;0.950108;
1.727781;0.000000;0.950000;-0.800000;-0.200008;1.000110;-0.804350;50.032418;-0.783524;-0.097041;0.950108;
1.729241;0.000000;0.950000;-0.800000;-0.200009;1.000110;-0.804316;50.032441;-0.783494;-0.097049;0.950108;
1.729424;0.000000;0.950000;-0.800000;-0.200009;1.000110;-0.804312;50.032444;-0.783490;-0.097050;0.950108;
1.729789;0.000000;0.950000;-0.800000;-0.200009;1.000110;-0.804304;50.032450;-0.783482;-0.097052;0.950108;
1.730519;0.000000;0.950000;-0.800000;-0.200009;1.000110;-0.804287;50.032462;-0.783467;-0.097056;0.950108;
1.731980;0.000000;0.950000;-0.800000;-0.200009;1.000110;-0.804254;50.032485;-0.783437;-0.097064;0.950108;
1.732710;0.000000;0.950000;-0.800000;-0.200009;1.000110;-0.804237;50.032497;-0.783422;-0.097068;0.950108;
1.734171;0.000000;0.950000;-0.800000;-0.200009;1.000110;-0.804204;50.032521;-0.783393;-0.097075;0.950108;
1.734353;0.000000;0.950000;-0.800000;-0.200009;1.000110;-0.804200;50.032524;-0.783389;-0.097076;0.950108;
1.734718;0.000000;0.950000;-0.800000;-0.200009;1.000110;-0.804192;50.032529;-0.783382;-0.097078;0.950108;
1.735449;0.000000;0.950000;-0.800000;-0.200009;1.000110;-0.804176;50.032541;-0.783367;-0.097082;0.950108;
1.736909;0.000000;0.950000;-0.800000;-0.200010;1.000110;-0.804144;50.032565;-0.783338;-0.097090;0.950108;
1.737640;0.000000;0.950000;-0.800000;-0.200010;1.000110;-0.804127;50.032576;-0.783323;-0.097093;0.950108;
1.739100;0.000000;0.950000;-0.800000;-0.200010;1.000110;-0.804095;50.032600;-0.783295;-0.097101;0.950108;
1.739283;0.000000;0.950000;-0.800000;-0.200010;1.000110;-0.804091;50.032603;-0.783291;-0.097102;0.950108;
1.739648;0.000000;0.950000;-0.800000;-0.200010;1.000110;-0.804084;50.032609;-0.783284;-0.097104;0.950108;
1.740378;0.000000;0.950000;-0.800000;-0.200010;1.000110;-0.804068;50.032620;-0.783270;-0.097107;0.950108;
1.741839;0.000000;0.950000;-0.800000;-0.200010;1.000110;-0.804036;50.032644;-0.783241;-0.097115;0.950108;
1.742569;0.000000;0.950000;-0.800000;-0.200011;1.000110;-0.804021;50.032656;-0.783227;-0.097118;0.950108;
1.744030;0.000000;0.950000;-0.800000;-0.200011;1.000110;-0.803989;50.032679;-0.783199;-0.097126;0.950108;
1.744212;0.000000;0.950000;-0.800000;-0.200011;1.000110;-0.803986;50.032682;-0.783196;-0.097127;0.950108;
1.744578;0.000000;0.950000;-0.800000;-0.200011;1.000110;-0.803978;50.032688;-0.783189;-0.097128;0.950108;
1.745308;0.000000;0.950000;-0.800000;-0.200011;1.000110;-0.803962;50.032700;-0.783175;-0.097132;0.950108;
1.746768;0.000000;0.950000;-0.800000;-0.200011;1.000110;-0.803932;50.032723;-0.783147;-0.097139;0.950107;
1.747499;0.000000;0.950000;-0.800000;-0.200011;1.000110;-0.803916;50.032735;-0.783133;-0.097143;0.950107;
1.748959;0.000000;0.950000;-0.800000;-0.200011;1.000110;-0.803886;50.032758;-0.783106;-0.097150;0.950107;
1.749142;0.000000;0.950000;-0.800000;-0.200011;1.000110;-0.803882;50.032761;-0.783103;-0.097151;0.950107;
1.749507;0.000000;0.950000;-0.800000;-0.200012;1.000110;-0.803875;50.032767;-0.783096;-0.097153;0.950107;
1.750237;0.000000;0.950000;-0.800000;-0.200012;1.000110;-0.803860;50.032779;-0.783082;-0.097156;0.950107;
1.751698;0.000000;0.950000;-0.800000;-0.200012;1.000110;-0.803830;50.032802;-0.783055;-0.097163;0.950107;
1.752428;0.000000;0.950000;-0.800000;-0.200012;1.000110;-0.803815;50.032814;-0.783042;-0.097167;0.950107;
1.753889;0.000000;0.950000;-0.800000;-0.200012;1.000110;-0.803785;50.032837;-0.783015;-0.097174;0.950107;
1.754071;0.000000;0.950000;-0.800000;-0.200012;1.000110;-0.803782;50.032840;-0.783012;-0.097174;0.950107;
1.754437;0.000000;0.950000;-0.800000;-0.200012;1.000110;-0.803774;50.032846;-0.783005;-0.097176;0.950107;
1.755167;0.000000;0.950000;-0.800000;-0.200012;1.000110;-0.803760;50.032858;-0.782992;-0.097180;0.950107;
1.756627;0.000000;0.950000;-0.800000;-0.200013;1.000110;-0.803731;50.032881;-0.782966;-0.097186;0.950107;
1.757358;0.000000;0.950000;-0.800000;-0.200013;1.000110;-0.803716;50.032893;-0.782953;-0.097190;0.950107;
1.758818;0.000000;0.950000;-0.800000;-0.200013;1.000110;-0.803687;50.032917;-0.782927;-0.097197;0.950107;
1.759001;0.000000;0.950000;-0.800000;-0.200013;1.000110;-0.803684;50.032920;-0.782924;-0.097197;0.950107;
1.759366;0.000000;0.950000;-0.800000;-0.200013;1.000110;-0.803677;50.032925;-0.782917;-0.097199;0.950107;
1.760096;0.000000;0.950000;-0.800000;-0.200013;1.000110;-0.803662;50.032937;-0.782904;-0.097202;0.950107;
1.761557;0.000000;0.950000;-0.800000;-0.200013;1.000110;-0.803634;50.032961;-0.782879;-0.097209;0.950107;
1.762287;0.000000;0.950000;-0.800000;-0.200013;1.000110;-0.803620;50.032972;-0.782866;-0.097212;0.950107;
1.763748;0.000000;0.950000;-0.800000;-0.200014;1.000110;-0.803592;50.032996;-0.782841;-0.097219;0.950107;
1.763930;0.000000;0.950000;-0.800000;-0.200014;1.000110;-0.803588;50.032999;-0.782838;-0.097220;0.950107;
1.764296;0.000000;0.950000;-0.800000;-0.200014;1.000110;-0.803581;50.033005;-0.782831;-0.097221;0.950107;
1.765026;0.000000;0.950000;-0.800000;-0.200014;1.000110;-0.803567;50.033016;-0.782819;-0.097225;0.950107;
1.766486;0.000000;0.950000;-0.800000;-0.200014;1.000110;-0.803540;50.033040;-0.782794;-0.097231;0.950107;
1.767217;0.000000;0.950000;-0.800000;-0.200014;1.000110;-0.803526;50.033052;-0.782782;-0.097234;0.950107;
1.768677;0.000000;0.950000;-0.800000;-0.200014;1.000110;-0.803499;50.033075;-0.782757;-0.097241;0.950107;
1.768860;0.000000;0.950000;-0.800000;-0.200014;1.000110;-0.803495;50.033078;-0.782754;-0.097242;0.950107;
1.769225;0.000000;0.950000;-0.800000;-0.200014;1.000110;-0.803489;50.033084;-0.782748;-0.097243;0.950107;
1.769955;0.000000;0.950000;-0.800000;-0.200014;1.000110;-0.803475;50.033095;-0.782736;-0.097246;0.950107;
1.771416;0.000000;0.950000;-0.800000;-0.200015;1.000110;-0.803448;50.033119;-0.782711;-0.097253;0.950107;
1.774337;0.000000;0.950000;-0.800000;-0.200015;1.000110;-0.803395;50.033166;-0.782664;-0.097265;0.950107;
1.775798;0.000000;0.950000;-0.800000;-0.200015;1.000110;-0.803369;50.033189;-0.782640;-0.097271;0.950107;
1.778719;0.000000;0.950000;-0.800000;-0.200016;1.000110;-0.803317;50.033236;-0.782593;-0.097283;0.950107;
1.780180;0.000000;0.950000;-0.800000;-0.200016;1.000110;-0.803291;50.033260;-0.782570;-0.097289;0.950107;
1.780910;0.000000;0.950000;-0.800000;-0.200016;1.000110;-0.803279;50.033271;-0.782559;-0.097292;0.950107;
1.782370;0.000000;0.950000;-0.800000;-0.200016;1.000111;-0.803253;50.033295;-0.782536;-0.097298;0.950107;
1.783101;0.000000;0.950000;-0.800000;-0.200016;1.000111;-0.803241;50.033307;-0.782524;-0.097301;0.950106;
1.783466;0.000000;0.950000;-0.800000;-0.200016;1.000111;-0.803234;50.033312;-0.782519;-0.097303;0.950106;
1.784196;0.000000;0.950000;-0.800000;-0.200016;1.000111;-0.803222;50.033324;-0.782507;-0.097306;0.950106;
1.784561;0.000000;0.950000;-0.800000;-0.200016;1.000111;-0.803216;50.033330;-0.782502;-0.097307;0.950106;
1.785292;0.000000;0.950000;-0.800000;-0.200016;1.000111;-0.803203;50.033342;-0.782491;-0.097310;0.950106;
1.786752;0.000000;0.950000;-0.800000;-0.200017;1.000111;-0.803178;50.033365;-0.782468;-0.097316;0.950106;
1.789673;0.000000;0.950000;-0.800000;-0.200017;1.000111;-0.803129;50.033412;-0.782424;-0.097328;0.950106;
1.791134;0.000000;0.950000;-0.800000;-0.200017;1.000111;-0.803105;50.033436;-0.782402;-0.097333;0.950106;
1.794055;0.000000;0.950000;-0.800000;-0.200017;1.000111;-0.803058;50.033482;-0.782359;-0.097344;0.950106;
1.799898;0.000000;0.950000;-0.800000;-0.200018;1.000111;-0.802965;50.033576;-0.782276;-0.097367;0.950106;
1.811582;0.000000;0.950000;-0.800000;-0.200019;1.000111;-0.802791;50.033764;-0.782119;-0.097407;0.950106;
1.834952;0.000000;0.950000;-0.800000;-0.200022;1.000111;-0.802481;50.034138;-0.781840;-0.097480;0.950105;
1.881691;0.000000;0.950000;-0.800000;-0.200026;1.000111;-0.801986;50.034888;-0.781394;-0.097596;0.950104;
1.928430;0.000000;0.950000;-0.800000;-0.200032;1.000111;-0.801589;50.035636;-0.781030;-0.097715;0.950103;
1.975169;0.000000;0.950000;-0.800000;-0.200035;1.000111;-0.801271;50.036385;-0.780745;-0.097785;0.950102;
