time;SM_generator_IRotorPu;SM_generator_IStatorPu;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_QGenPu;SM_generator_theta;SM_generator_UPu;SM_generator_efdPu;SM_generator_PmPu;SM_voltageRegulator_UUelPu;
1.000007;5.531224;21.723385;1.000000;-0.000000;3.185362;0.835656;0.146633;0.733164;0.892857;0.010672;
1.000008;5.531253;21.723201;1.000001;-0.000000;3.185308;0.835656;0.146632;0.733158;0.892857;0.010974;
1.000009;5.531282;21.723017;1.000001;-0.000000;3.185254;0.835656;0.146630;0.733152;0.892857;0.011275;
1.000010;5.531312;21.722833;1.000001;-0.000000;3.185200;0.835656;0.146629;0.733146;0.892857;0.011577;
1.000011;5.531341;21.722649;1.000001;0.000000;3.185146;0.835656;0.146628;0.733139;0.892857;0.011879;
1.000012;5.531370;21.722465;1.000001;0.000000;3.185092;0.835656;0.146627;0.733133;0.892857;0.012181;
1.000012;5.531400;21.722281;1.000001;-0.000000;3.185038;0.835656;0.146625;0.733127;0.892857;0.012483;
1.000014;5.531458;21.721913;1.000001;0.000000;3.184930;0.835656;0.146623;0.733115;0.892857;0.013086;
1.000015;5.531488;21.721725;1.000001;0.000000;3.184875;0.835656;0.146622;0.733108;0.892857;0.013394;
1.000015;5.531488;21.721725;1.000001;0.000000;3.184875;0.835656;0.146622;0.733108;0.892857;0.013394;
1.000015;5.531489;21.721720;1.000001;-0.000000;3.184874;0.835656;0.146622;0.731969;0.892857;0.013403;
1.000015;5.531490;21.721715;1.000001;0.000000;3.184872;0.835656;0.146622;0.730831;0.892857;0.013411;
1.000015;5.531492;21.721705;1.000001;-0.000000;3.184869;0.835656;0.146622;0.728563;0.892857;0.013427;
1.000015;5.531495;21.721685;1.000001;0.000000;3.184863;0.835656;0.146621;0.724056;0.892857;0.013459;
1.000015;5.531501;21.721646;1.000001;-0.000000;3.184852;0.835656;0.146621;0.715160;0.892857;0.013524;
1.000016;5.531514;21.721567;1.000001;-0.000000;3.184829;0.835656;0.146621;0.697836;0.892857;0.013653;
1.000016;5.531539;21.721409;1.000001;0.000000;3.184782;0.835656;0.146620;0.664975;0.892857;0.013912;
1.000018;5.531589;21.721093;1.000001;-0.000000;3.184690;0.835656;0.146617;0.605743;0.892857;0.014429;
1.000019;5.531639;21.720778;1.000001;-0.000000;3.184597;0.835656;0.146615;0.554394;0.892857;0.014947;
1.000021;5.531688;21.720462;1.000001;-0.000000;3.184505;0.835656;0.146613;0.509934;0.892857;0.015464;
1.000022;5.531738;21.720145;1.000002;-0.000000;3.184412;0.835656;0.146611;0.471460;0.892857;0.015982;
1.000024;5.531788;21.719829;1.000002;-0.000000;3.184319;0.835656;0.146609;0.438173;0.892857;0.016499;
1.000025;5.531837;21.719513;1.000002;0.000000;3.184226;0.835656;0.146607;0.409376;0.892857;0.017017;
1.000026;5.531887;21.719197;1.000002;-0.000000;3.184134;0.835656;0.146605;0.384463;0.892857;0.017534;
1.000028;5.531936;21.718880;1.000002;-0.000000;3.184041;0.835656;0.146602;0.362912;0.892857;0.018052;
1.000029;5.531985;21.718564;1.000002;0.000000;3.183948;0.835656;0.146600;0.344268;0.892857;0.018569;
1.000031;5.532034;21.718248;1.000002;0.000000;3.183855;0.835656;0.146598;0.328139;0.892857;0.019086;
1.000032;5.532084;21.717931;1.000002;0.000000;3.183763;0.835656;0.146596;0.314185;0.892857;0.019604;
1.000035;5.532182;21.717298;1.000002;0.000000;3.183577;0.835656;0.146592;0.291375;0.892857;0.020638;
1.000038;5.532270;21.716728;1.000003;-0.000000;3.183410;0.835656;0.146588;0.275814;0.892857;0.021569;
1.000040;5.532359;21.716159;1.000003;0.000000;3.183243;0.835656;0.146584;0.263866;0.892857;0.022501;
1.000043;5.532447;21.715589;1.000003;-0.000000;3.183076;0.835656;0.146580;0.254702;0.892857;0.023432;
1.000045;5.532535;21.715019;1.000003;0.000000;3.182909;0.835656;0.146576;0.247674;0.892857;0.024363;
1.000048;5.532623;21.714450;1.000003;-0.000000;3.182742;0.835656;0.146573;0.242286;0.892857;0.025293;
1.000051;5.532711;21.713880;1.000004;-0.000000;3.182575;0.835656;0.146569;0.238155;0.892857;0.026224;
1.000053;5.532799;21.713310;1.000004;-0.000000;3.182408;0.835656;0.146565;0.234985;0.892857;0.027155;
1.000058;5.532975;21.712171;1.000004;0.000000;3.182074;0.835656;0.146557;0.230502;0.892857;0.029017;
1.000064;5.533151;21.711032;1.000004;-0.000000;3.181740;0.835656;0.146549;0.227857;0.892857;0.030878;
1.000069;5.533327;21.709893;1.000005;-0.000000;3.181406;0.835656;0.146542;0.226338;0.892857;0.032739;
1.000074;5.533503;21.708755;1.000005;0.000000;3.181073;0.835656;0.146534;0.225477;0.892857;0.034600;
1.000079;5.533679;21.707616;1.000006;-0.000000;3.180739;0.835656;0.146526;0.224991;0.892857;0.036461;
1.000089;5.534031;21.705340;1.000006;0.000000;3.180072;0.835656;0.146511;0.224459;0.892857;0.040182;
1.000100;5.534382;21.703064;1.000007;0.000000;3.179405;0.835656;0.146496;0.224360;0.892857;0.043902;
1.000110;5.534733;21.700789;1.000008;-0.000000;3.178739;0.835656;0.146480;0.224272;0.892857;0.047621;
1.000131;5.535435;21.696242;1.000009;0.000000;3.177407;0.835656;0.146450;0.224114;0.892857;0.055056;
1.000172;5.536837;21.687158;1.000012;-0.000000;3.174746;0.835656;0.146388;0.223811;0.892857;0.069914;
1.000255;5.539630;21.669031;1.000018;-0.000000;3.169442;0.835657;0.146266;0.223210;0.892857;0.099580;
1.000421;5.545181;21.632944;1.000029;-0.000000;3.158894;0.835658;0.146022;0.222013;0.892857;0.158716;
1.000752;5.556133;21.561426;1.000053;-0.000000;3.138042;0.835664;0.145540;0.219634;0.892857;0.276211;
1.001084;5.566940;21.490584;1.000076;-0.000000;3.117455;0.835672;0.145061;0.217292;0.892857;0.392931;
1.001415;5.577603;21.420413;1.000099;0.000000;3.097130;0.835682;0.144588;0.214931;0.892857;0.508883;
1.002078;5.598597;21.281688;1.000145;-0.000000;3.057144;0.835708;0.143651;0.210409;0.892857;0.738998;
1.002741;5.619072;21.145405;1.000191;-0.000000;3.018115;0.835743;0.142731;0.205938;0.892857;0.966328;
1.002907;5.624106;21.111732;1.000203;0.000000;3.008510;0.835753;0.142504;0.204810;0.892857;1.022701;
1.002990;5.626610;21.094958;1.000209;-0.000000;3.003731;0.835759;0.142391;0.204254;0.892857;1.050815;
1.003031;5.627858;21.086585;1.000212;0.000000;3.001348;0.835762;0.142334;0.203979;0.892857;1.064854;
1.003114;5.630349;21.069871;1.000217;-0.000000;2.996591;0.835767;0.142222;0.203427;0.892857;1.092898;
1.003124;5.630659;21.067785;1.000218;0.000000;2.995998;0.835768;0.142208;0.203358;0.892857;1.096400;
1.003130;5.630815;21.066742;1.000218;0.000000;2.995701;0.835768;0.142201;0.203324;0.892857;1.098151;
1.003132;5.630892;21.066220;1.000219;0.000000;2.995553;0.835768;0.142197;0.203307;0.892857;1.099026;
1.003133;5.630931;21.065960;1.000219;0.000000;2.995479;0.835768;0.142195;0.203298;0.892857;1.099464;
1.003134;5.630950;21.065829;1.000219;-0.000000;2.995442;0.835769;0.142194;0.203294;0.892857;1.099682;
1.003134;5.630951;21.065825;1.000219;-0.000000;2.995441;0.835769;0.142194;0.203294;0.892857;1.099689;
1.003134;5.630952;21.065817;1.000219;-0.000000;2.995438;0.835769;0.142194;0.203294;0.892857;1.099703;
1.003134;5.630955;21.065801;1.000219;-0.000000;2.995434;0.835769;0.142194;0.203293;0.892857;1.099730;
1.003134;5.630960;21.065768;1.000219;0.000000;2.995424;0.835769;0.142194;0.203292;0.892857;1.099785;
1.003135;5.630969;21.065703;1.000219;-0.000000;2.995406;0.835769;0.142193;0.203290;0.892857;1.099894;
1.003135;5.630979;21.065640;1.000219;-0.000000;2.995388;0.835769;0.142193;0.203288;0.892857;1.100000;
1.003135;5.630979;21.065640;1.000219;-0.000000;2.995388;0.835769;0.142193;0.203288;0.892857;1.100000;
1.003140;5.631123;21.064669;1.000219;-0.000000;2.995112;0.835769;0.142187;0.203256;0.892857;1.101631;
1.003145;5.631268;21.063698;1.000220;0.000000;2.994836;0.835769;0.142180;0.203224;0.892857;1.103261;
1.003154;5.631557;21.061756;1.000220;-0.000000;2.994284;0.835770;0.142167;0.203160;0.892857;1.106521;
1.003174;5.632135;21.057875;1.000222;0.000000;2.993180;0.835771;0.142141;0.203032;0.892857;1.113039;
1.003212;5.633289;21.050118;1.000224;-0.000000;2.990975;0.835774;0.142088;0.202776;0.892857;1.126067;
1.003289;5.635591;21.034630;1.000230;0.000000;2.986576;0.835779;0.141984;0.202265;0.892857;1.152094;
1.003444;5.640174;21.003757;1.000240;-0.000000;2.977815;0.835791;0.141775;0.201247;0.892857;1.204028;
1.003752;5.649253;20.942419;1.000262;-0.000000;2.960448;0.835815;0.141361;0.199224;0.892857;1.307416;
1.004370;5.667065;20.821361;1.000305;0.000000;2.926321;0.835870;0.140544;0.195234;0.892857;1.512292;
1.005605;5.701344;20.585554;1.000391;-0.000000;2.860414;0.836005;0.138952;0.187471;0.892857;1.914573;
1.008075;5.764804;20.137992;1.000564;-0.000000;2.737386;0.836376;0.135931;0.172744;0.892857;2.690243;
1.010544;5.821813;19.720868;1.000736;0.000000;2.625160;0.836880;0.133116;0.159107;0.892857;3.428645;
1.013014;5.872837;19.332078;1.000908;-0.000000;2.522672;0.837518;0.130492;0.146554;0.892857;4.131480;
1.015484;5.918325;18.969583;1.001081;0.000000;2.428954;0.838290;0.128045;0.134590;0.892857;4.800429;
1.017954;5.958699;18.631450;1.001253;0.000000;2.343134;0.839195;0.125762;0.123565;0.892857;5.437117;
1.020088;5.989787;18.357433;1.001402;-0.000000;2.274719;0.840085;0.123913;0.114663;0.892857;5.962576;
1.020088;5.989786;18.357433;1.001402;-0.000000;2.274719;0.840085;0.123913;0.114663;0.892857;5.962576;
1.020108;5.990065;18.354902;1.001403;-0.000000;2.274091;0.840094;0.123896;0.114502;0.892857;5.967474;
1.020129;5.990344;18.352372;1.001405;0.000000;2.273465;0.840103;0.123879;0.114394;0.892857;5.972371;
1.020170;5.990900;18.347316;1.001407;-0.000000;2.272212;0.840121;0.123844;0.114211;0.892857;5.982159;
1.020251;5.992008;18.337228;1.001413;-0.000000;2.269714;0.840157;0.123776;0.113888;0.892857;6.001696;
1.020414;5.994204;18.317140;1.001424;-0.000000;2.264744;0.840230;0.123641;0.113235;0.892857;6.040645;
1.020739;5.998522;18.277306;1.001447;-0.000000;2.254904;0.840378;0.123372;0.111934;0.892857;6.118037;
1.021391;6.006865;18.198977;1.001493;-0.000000;2.235619;0.840683;0.122843;0.109406;0.892857;6.270832;
1.022042;6.014922;18.122026;1.001538;0.000000;2.216753;0.840998;0.122324;0.106867;0.892857;6.421662;
1.023345;6.029939;17.973179;1.001629;-0.000000;2.180487;0.841665;0.121319;0.102098;0.892857;6.715663;
1.024648;6.043901;17.829431;1.001720;-0.000000;2.145748;0.842368;0.120349;0.097331;0.892857;7.002198;
1.025950;6.056853;17.690573;1.001810;0.000000;2.112455;0.843109;0.119411;0.092472;0.892857;7.281457;
1.028556;6.080526;17.424282;1.001992;-0.000000;2.049338;0.844678;0.117614;0.084418;0.892857;7.823555;
1.030766;6.097913;17.211561;1.002146;-0.000000;1.999605;0.846118;0.116178;0.077511;0.892857;8.263347;
1.032976;6.112863;17.010622;1.002300;0.000000;1.953189;0.847662;0.114822;0.071191;0.892857;8.684485;
1.035187;6.125505;16.820804;1.002454;0.000000;1.909841;0.849313;0.113540;0.065107;0.892857;9.087493;
1.037397;6.135990;16.641362;1.002608;-0.000000;1.869311;0.851071;0.112329;0.059540;0.892857;9.473082;
1.041818;6.151276;16.310145;1.002916;-0.000000;1.795641;0.854906;0.110093;0.049083;0.892857;10.195938;
1.046238;6.159638;16.012316;1.003224;0.000000;1.730661;0.859170;0.108083;0.039735;0.892857;10.857865;
1.050659;6.161966;15.743457;1.003531;-0.000000;1.673031;0.863860;0.106268;0.031282;0.892857;11.463768;
1.055080;6.159076;15.499684;1.003839;-0.000000;1.621621;0.868978;0.104623;0.023779;0.892857;12.018311;
1.059500;6.151683;15.277576;1.004146;0.000000;1.575479;0.874523;0.103124;0.017016;0.892857;12.525820;
1.063921;6.140413;15.074244;1.004454;0.000000;1.533822;0.880495;0.101751;0.010980;0.892857;12.990275;
1.068342;6.125802;14.886958;1.004761;0.000000;1.495945;0.886893;0.100487;0.005285;0.892857;13.415325;
1.072762;6.108329;14.713717;1.005068;-0.000000;1.461331;0.893719;0.099318;0.000166;0.892857;13.804312;
1.077183;6.088398;14.552582;1.005375;-0.000000;1.429499;0.900971;0.098230;-0.004540;0.892857;14.160296;
1.081604;6.066365;14.401941;1.005682;0.000000;1.400057;0.908649;0.097213;-0.008894;0.892857;14.486077;
1.090445;6.017483;14.125874;1.006296;-0.000000;1.346897;0.925284;0.095350;-0.016741;0.892857;15.059922;
1.099287;5.963332;13.877823;1.006909;-0.000000;1.300009;0.943624;0.093675;-0.023461;0.892857;15.541074;
1.108128;5.905336;13.651414;1.007522;0.000000;1.257937;0.963666;0.092147;-0.029044;0.892857;15.943847;
1.116969;5.844618;13.441566;1.008135;-0.000000;1.219561;0.985411;0.090731;-0.035264;0.892857;16.280775;
1.125811;5.782053;13.244648;1.008747;0.000000;1.184090;1.008856;0.089401;-0.040488;0.892857;16.562539;
1.134652;5.718298;13.057921;1.009359;-0.000000;1.150938;1.034002;0.088141;-0.045293;0.892857;16.798142;
1.143493;5.653846;12.879337;1.009971;0.000000;1.119672;1.060846;0.086936;-0.049939;0.892857;16.995134;
1.152335;5.589063;12.707367;1.010582;-0.000000;1.089971;1.089389;0.085775;-0.054295;0.892857;17.159840;
1.161176;5.524220;12.540862;1.011192;0.000000;1.061594;1.119628;0.084651;-0.058493;0.892857;17.297551;
1.170017;5.459517;12.378953;1.011803;-0.000000;1.034360;1.151564;0.083558;-0.062515;0.892857;17.412689;
1.187700;5.331192;12.065645;1.013022;0.000000;0.982664;1.220517;0.081443;-0.070240;0.892857;17.592943;
1.205383;5.204682;11.765663;1.014241;-0.000000;0.934408;1.296241;0.079418;-0.077481;0.892857;17.719226;
1.223066;5.080386;11.476152;1.015457;0.000000;0.888989;1.378728;0.077464;-0.084143;0.892857;17.806858;
1.240748;4.958521;11.193743;1.016673;-0.000000;0.845774;1.467970;0.075558;-0.090907;0.892857;17.867344;
1.258431;4.839195;10.920214;1.017886;0.000000;0.804945;1.563959;0.073711;-0.097216;0.892857;17.908969;
1.259536;4.831822;10.903372;1.017962;-0.000000;0.802464;1.570182;0.073598;-0.097770;0.892857;17.910964;
1.261747;4.817105;10.869769;1.018114;0.000000;0.797525;1.582708;0.073371;-0.098549;0.892857;17.914828;
1.266167;4.787794;10.802888;1.018417;0.000000;0.787741;1.608075;0.072919;-0.100092;0.892857;17.922054;
1.266305;4.786881;10.800805;1.018427;-0.000000;0.787437;1.608875;0.072905;-0.100139;0.892857;17.922269;
1.266582;4.785055;10.796641;1.018445;-0.000000;0.786830;1.610476;0.072877;-0.100235;0.892857;17.922696;
1.266720;4.784142;10.794560;1.018455;-0.000000;0.786527;1.611277;0.072863;-0.100283;0.892857;17.922909;
1.266996;4.782317;10.790398;1.018474;0.000000;0.785921;1.612880;0.072835;-0.100379;0.892857;17.923333;
1.267134;4.781405;10.788318;1.018483;-0.000000;0.785618;1.613682;0.072821;-0.100427;0.892857;17.923544;
1.267411;4.779581;10.784159;1.018502;-0.000000;0.785012;1.615288;0.072793;-0.100523;0.892857;17.923964;
1.267549;4.778669;10.782080;1.018512;-0.000000;0.784709;1.616092;0.072779;-0.100570;0.892857;17.924174;
1.267825;4.776846;10.777923;1.018531;0.000000;0.784104;1.617700;0.072751;-0.100666;0.892857;17.924590;
1.267963;4.775934;10.775845;1.018540;-0.000000;0.783802;1.618505;0.072737;-0.100714;0.892857;17.924798;
1.268239;4.774112;10.771691;1.018559;0.000000;0.783198;1.620116;0.072709;-0.100809;0.892857;17.925211;
1.268378;4.773201;10.769615;1.018569;-0.000000;0.782896;1.620922;0.072695;-0.100857;0.892857;17.925417;
1.268654;4.771380;10.765463;1.018588;-0.000000;0.782293;1.622535;0.072667;-0.100953;0.892857;17.925827;
1.268792;4.770470;10.763388;1.018597;0.000000;0.781991;1.623342;0.072653;-0.101000;0.892857;17.926032;
1.269068;4.768649;10.759239;1.018616;-0.000000;0.781388;1.624958;0.072625;-0.101096;0.892857;17.926438;
1.269206;4.767739;10.757165;1.018625;-0.000000;0.781087;1.625766;0.072611;-0.101143;0.892857;17.926641;
1.269483;4.765920;10.753018;1.018644;0.000000;0.780485;1.627385;0.072583;-0.101239;0.892857;17.927044;
1.269621;4.765011;10.750945;1.018654;0.000000;0.780184;1.628194;0.072569;-0.101286;0.892857;17.927245;
1.269897;4.763192;10.746801;1.018673;0.000000;0.779583;1.629815;0.072541;-0.101382;0.892857;17.927645;
1.270035;4.762283;10.744729;1.018682;-0.000000;0.779282;1.630626;0.072527;-0.101429;0.892857;17.927844;
1.270312;4.760466;10.740588;1.018701;-0.000000;0.778682;1.632249;0.072499;-0.101525;0.892857;17.928241;
1.270450;4.759557;10.738517;1.018711;-0.000000;0.778381;1.633061;0.072485;-0.101572;0.892857;17.928438;
1.270726;4.757741;10.734378;1.018730;0.000000;0.777781;1.634687;0.072457;-0.101667;0.892857;17.928832;
1.270864;4.756833;10.732309;1.018739;-0.000000;0.777482;1.635500;0.072443;-0.101715;0.892857;17.929028;
1.271140;4.755018;10.728172;1.018758;-0.000000;0.776882;1.637128;0.072415;-0.101810;0.892857;17.929418;
1.271279;4.754110;10.726105;1.018767;0.000000;0.776583;1.637943;0.072401;-0.101857;0.892857;17.929612;
1.271555;4.752295;10.721970;1.018786;-0.000000;0.775984;1.639574;0.072373;-0.101952;0.892857;17.929999;
1.271693;4.751388;10.719904;1.018796;-0.000000;0.775685;1.640389;0.072359;-0.102000;0.892857;17.930192;
1.271969;4.749575;10.715772;1.018815;-0.000000;0.775087;1.642023;0.072331;-0.102095;0.892857;17.930576;
1.272107;4.748668;10.713706;1.018824;-0.000000;0.774789;1.642839;0.072318;-0.102142;0.892857;17.930767;
1.272384;4.746855;10.709577;1.018843;0.000000;0.774192;1.644475;0.072290;-0.102237;0.892857;17.931147;
1.272522;4.745949;10.707513;1.018853;-0.000000;0.773893;1.645293;0.072276;-0.102284;0.892857;17.931337;
1.272798;4.744138;10.703386;1.018872;-0.000000;0.773297;1.646931;0.072248;-0.102379;0.892857;17.931714;
1.272936;4.743232;10.701323;1.018881;0.000000;0.772999;1.647751;0.072234;-0.102426;0.892857;17.931902;
1.273213;4.741421;10.697199;1.018900;0.000000;0.772403;1.649391;0.072206;-0.102521;0.892857;17.932277;
1.273351;4.740516;10.695137;1.018910;-0.000000;0.772105;1.650212;0.072192;-0.102568;0.892857;17.932463;
1.273627;4.738706;10.691015;1.018928;-0.000000;0.771510;1.651855;0.072164;-0.102663;0.892857;17.932834;
1.273765;4.737801;10.688955;1.018938;-0.000000;0.771213;1.652677;0.072150;-0.102710;0.892857;17.933020;
1.274042;4.735993;10.684835;1.018957;0.000000;0.770618;1.654322;0.072123;-0.102804;0.892857;17.933388;
1.274180;4.735088;10.682776;1.018966;0.000000;0.770321;1.655145;0.072109;-0.102852;0.892857;17.933571;
1.274456;4.733280;10.678659;1.018985;-0.000000;0.769728;1.656793;0.072081;-0.102946;0.892857;17.933936;
1.274594;4.732377;10.676601;1.018995;0.000000;0.769431;1.657618;0.072067;-0.102993;0.892857;17.934118;
1.274870;4.730570;10.672486;1.019014;-0.000000;0.768838;1.659268;0.072039;-0.103087;0.892857;17.934480;
1.275009;4.729666;10.670429;1.019023;-0.000000;0.768542;1.660094;0.072025;-0.103135;0.892857;17.934661;
1.275285;4.727860;10.666317;1.019042;-0.000000;0.767950;1.661747;0.071998;-0.103229;0.892857;17.935020;
1.275423;4.726958;10.664261;1.019052;-0.000000;0.767654;1.662573;0.071984;-0.103276;0.892857;17.935199;
1.275699;4.725153;10.660152;1.019070;0.000000;0.767062;1.664229;0.071956;-0.103370;0.892857;17.935555;
1.275837;4.724250;10.658097;1.019080;0.000000;0.766767;1.665057;0.071942;-0.103417;0.892857;17.935733;
1.276114;4.722446;10.653990;1.019099;-0.000000;0.766176;1.666715;0.071914;-0.103511;0.892857;17.936086;
1.276252;4.721544;10.651937;1.019108;0.000000;0.765880;1.667544;0.071901;-0.103558;0.892857;17.936262;
1.276528;4.719741;10.647832;1.019127;0.000000;0.765290;1.669204;0.071873;-0.103652;0.892857;17.936612;
1.276666;4.718840;10.645780;1.019137;0.000000;0.764995;1.670035;0.071859;-0.103699;0.892857;17.936787;
1.276943;4.717037;10.641678;1.019156;-0.000000;0.764406;1.671697;0.071831;-0.103793;0.892857;17.937134;
1.277081;4.716136;10.639627;1.019165;0.000000;0.764111;1.672529;0.071817;-0.103840;0.892857;17.937307;
1.277357;4.714335;10.635527;1.019184;-0.000000;0.763522;1.674194;0.071790;-0.103934;0.892857;17.937652;
1.277910;4.710735;10.627333;1.019222;-0.000000;0.762346;1.677531;0.071734;-0.104121;0.892857;17.938333;
1.279015;4.703545;10.610972;1.019298;0.000000;0.760001;1.684231;0.071624;-0.104496;0.892857;17.939667;
1.281225;4.689205;10.578350;1.019449;-0.000000;0.755335;1.697737;0.071404;-0.105240;0.892857;17.942221;
1.285646;4.660685;10.513510;1.019752;-0.000000;0.746104;1.725168;0.070966;-0.106717;0.892857;17.946915;
1.294487;4.604280;10.385408;1.020357;-0.000000;0.728033;1.781711;0.070102;-0.109619;0.892857;17.954891;
1.303329;4.548503;10.258861;1.020962;-0.000000;0.710399;1.839933;0.069247;-0.112445;0.892857;17.961669;
1.311000;4.500647;10.148128;1.021486;0.000000;0.695145;1.891907;0.068500;-0.114849;0.892857;17.966666;
1.311000;5.033216;18.720344;1.021486;7.628766;-9.596787;1.891907;0.654878;-0.114849;0.892857;17.966666;
1.311000;5.033216;18.720344;1.021486;7.628766;-9.596787;1.891907;0.654878;-0.114043;0.892857;17.966666;
1.311000;5.033216;18.720344;1.021486;7.628767;-9.596787;1.891907;0.654878;-0.113239;0.892857;17.966666;
1.311000;5.033216;18.720343;1.021486;7.628767;-9.596786;1.891907;0.654878;-0.111629;0.892857;17.966666;
1.311000;5.033217;18.720342;1.021486;7.628767;-9.596786;1.891907;0.654878;-0.108413;0.892857;17.966666;
1.311000;5.033217;18.720339;1.021486;7.628767;-9.596785;1.891907;0.654878;-0.101991;0.892857;17.966666;
1.311000;5.033218;18.720334;1.021486;7.628768;-9.596783;1.891907;0.654878;-0.089189;0.892857;17.966666;
1.311000;5.033220;18.720323;1.021486;7.628771;-9.596779;1.891908;0.654879;-0.063754;0.892857;17.966666;
1.311000;5.033224;18.720302;1.021486;7.628775;-9.596771;1.891909;0.654879;-0.013546;0.892857;17.966667;
1.311000;5.033232;18.720261;1.021486;7.628783;-9.596755;1.891912;0.654880;0.084280;0.892857;17.966667;
1.311001;5.033248;18.720177;1.021486;7.628800;-9.596723;1.891916;0.654882;0.270058;0.892857;17.966667;
1.311002;5.033264;18.720093;1.021486;7.628817;-9.596690;1.891921;0.654885;0.443272;0.892857;17.966668;
1.311003;5.033281;18.720010;1.021486;7.628835;-9.596658;1.891926;0.654887;0.604730;0.892857;17.966668;
1.311003;5.033298;18.719927;1.021486;7.628852;-9.596626;1.891930;0.654889;0.755213;0.892857;17.966669;
1.311004;5.033315;18.719844;1.021486;7.628870;-9.596594;1.891935;0.654891;0.895464;0.892857;17.966669;
1.311005;5.033332;18.719761;1.021486;7.628888;-9.596561;1.891940;0.654893;1.026176;0.892857;17.966670;
1.311005;5.033349;18.719678;1.021486;7.628906;-9.596529;1.891945;0.654895;1.147997;0.892857;17.966670;
1.311006;5.033367;18.719595;1.021486;7.628924;-9.596496;1.891949;0.654897;1.261531;0.892857;17.966671;
1.311007;5.033384;18.719512;1.021485;7.628942;-9.596464;1.891954;0.654900;1.367344;0.892857;17.966671;
1.311007;5.033402;18.719430;1.021485;7.628960;-9.596431;1.891959;0.654902;1.465959;0.892857;17.966671;
