time;WECCPVVSource_photovoltaics_wecc_reec_PInjPu;WECCPVVSource_photovoltaics_wecc_reec_QInjPu;WECCPVVSource_photovoltaics_injector_terminal_V_re;WECCPVVSource_photovoltaics_injector_terminal_i_re;WECCPVVSource_photovoltaics_injector_terminal_V_im;WECCPVVSource_photovoltaics_injector_terminal_i_im;WECCPVVSource_photovoltaics_pll_omegaPLLPu;
1.006294;0.503411;1.061114;0.826561;-1.006822;0.251708;1.306234;1.000000;
1.006454;0.501606;1.046283;0.822699;-1.003212;0.250805;1.290787;1.000000;
1.006774;0.497969;1.017389;0.815134;-0.995938;0.248986;1.260524;1.000000;
1.007010;0.495294;0.996723;0.809685;-0.990587;0.247649;1.238731;1.000000;
1.007010;0.495294;0.996723;0.809685;-0.990587;0.247649;1.238731;1.000000;
1.007020;0.495179;0.995864;0.809457;-0.990357;0.247591;1.237818;1.000000;
1.007030;0.495064;0.995002;0.809229;-0.990129;0.247534;1.236906;1.000000;
1.007050;0.494836;0.993278;0.808773;-0.989671;0.247420;1.235083;1.000000;
1.007090;0.494379;0.989844;0.807864;-0.988757;0.247191;1.231446;1.000000;
1.007170;0.493466;0.983018;0.806055;-0.986932;0.246735;1.224209;1.000000;
1.007330;0.491646;0.969545;0.802472;-0.983293;0.245825;1.209878;1.000000;
1.007650;0.488043;0.943293;0.795446;-0.976086;0.244024;1.181775;1.000000;
1.008290;0.481049;0.893450;0.781926;-0.962097;0.240526;1.127694;1.000000;
1.009570;0.468222;0.803489;0.756825;-0.936443;0.234113;1.027293;1.000000;
1.010850;0.457137;0.725133;0.734114;-0.914274;0.228570;0.936448;1.000000;
1.011268;0.453911;0.701746;0.727169;-0.907821;0.226957;0.908667;1.000000;
1.011268;0.453903;0.701808;0.727170;-0.907805;0.226953;0.908671;1.000000;
1.011278;0.453828;0.701264;0.727007;-0.907655;0.226916;0.908020;1.000000;
1.011288;0.453753;0.700722;0.726845;-0.907505;0.226878;0.907371;1.000000;
1.011308;0.453603;0.699638;0.726520;-0.907206;0.226803;0.906072;1.000000;
1.011348;0.453305;0.697477;0.725872;-0.906609;0.226654;0.903482;1.000000;
1.011428;0.452714;0.693183;0.724583;-0.905428;0.226359;0.898324;1.000000;
1.011588;0.451555;0.684705;0.722027;-0.903110;0.225779;0.888102;1.000000;
1.011908;0.449326;0.668180;0.717011;-0.898652;0.224665;0.868035;1.000000;
1.012548;0.445210;0.636791;0.707344;-0.890419;0.222607;0.829367;1.000000;
1.013828;0.438240;0.580156;0.689411;-0.876479;0.219122;0.757638;1.000000;
1.013973;0.437549;0.574225;0.687497;-0.875098;0.218776;0.749981;1.000000;
1.013973;0.437549;0.574225;0.687497;-0.875098;0.218776;0.749981;1.000000;
1.013983;0.437503;0.573830;0.687366;-0.875007;0.218753;0.749457;1.000000;
1.013993;0.437457;0.573426;0.687235;-0.874914;0.218730;0.748934;1.000000;
1.014013;0.437365;0.572619;0.686973;-0.874729;0.218684;0.747887;1.000000;
1.014053;0.437181;0.571012;0.686452;-0.874362;0.218592;0.745800;1.000000;
1.014133;0.436818;0.567817;0.685413;-0.873636;0.218411;0.741646;1.000000;
1.014293;0.436109;0.561513;0.683357;-0.872219;0.218057;0.733420;1.000000;
1.014613;0.434761;0.549237;0.679325;-0.869523;0.217383;0.717294;1.000000;
1.015253;0.432329;0.525960;0.671580;-0.864658;0.216166;0.686316;1.000000;
1.016533;0.428434;0.484138;0.657308;-0.856869;0.214219;0.629227;1.000000;
1.017813;0.425732;0.448084;0.644585;-0.851464;0.212868;0.578335;1.000000;
1.019093;0.424099;0.417179;0.633311;-0.848199;0.212051;0.533241;1.000000;
1.020373;0.423439;0.390923;0.623404;-0.846877;0.211721;0.493613;1.000000;
1.021653;0.423669;0.368884;0.614789;-0.847338;0.211836;0.459154;1.000000;
1.023176;0.425007;0.347626;0.606112;-0.850013;0.212505;0.424445;1.000000;
1.024697;0.427409;0.331245;0.599048;-0.854817;0.213706;0.396190;1.000000;
1.024697;0.427408;0.331249;0.599048;-0.854817;0.213706;0.396190;1.000000;
1.024700;0.427414;0.331222;0.599036;-0.854828;0.213709;0.396142;1.000000;
1.024700;0.427414;0.331222;0.599036;-0.854828;0.213709;0.396142;1.000000;
1.024710;0.427433;0.331130;0.598995;-0.854867;0.213718;0.395977;1.000000;
1.024720;0.427453;0.331038;0.598954;-0.854906;0.213728;0.395813;1.000000;
1.024740;0.427492;0.330855;0.598872;-0.854984;0.213748;0.395485;1.000000;
1.024764;0.427540;0.330633;0.598773;-0.855079;0.213772;0.395087;1.000000;
1.024764;0.427540;0.330633;0.598773;-0.855079;0.213772;0.395087;1.000000;
1.024774;0.427559;0.330543;0.598732;-0.855118;0.213781;0.394924;1.000000;
1.024784;0.427579;0.330452;0.598691;-0.855158;0.213791;0.394761;1.000000;
1.024804;0.427618;0.330272;0.598610;-0.855237;0.213811;0.394437;1.000000;
1.024844;0.427698;0.329913;0.598448;-0.855396;0.213851;0.393790;1.000000;
1.024924;0.427859;0.329204;0.598128;-0.855718;0.213931;0.392510;1.000000;
1.025084;0.428188;0.327822;0.597500;-0.856377;0.214096;0.389997;1.000000;
1.025404;0.428876;0.325196;0.596291;-0.857753;0.214440;0.385162;1.000000;
1.026044;0.430353;0.320479;0.594061;-0.860706;0.215178;0.376243;1.000000;
1.027324;0.433581;0.313034;0.590328;-0.867162;0.216792;0.361309;1.000000;
1.028604;0.437015;0.308042;0.587532;-0.874030;0.218509;0.350125;1.000000;
1.029884;0.440441;0.305255;0.585631;-0.880881;0.220222;0.342523;1.000000;
1.031164;0.443659;0.304439;0.584584;-0.887319;0.221832;0.338332;1.000000;
1.032444;0.446499;0.305379;0.584344;-0.892998;0.223251;0.337372;1.000000;
1.033724;0.448816;0.307877;0.584865;-0.897632;0.224410;0.339456;1.000000;
1.035097;0.450524;0.311952;0.586172;-0.901048;0.225264;0.344685;1.000000;
1.035097;0.450524;0.311952;0.586172;-0.901048;0.225264;0.344685;1.000000;
1.035107;0.450534;0.311985;0.586185;-0.901068;0.225269;0.344737;1.000000;
1.035117;0.450544;0.312022;0.586198;-0.901089;0.225274;0.344788;1.000000;
1.035137;0.450565;0.312096;0.586224;-0.901130;0.225284;0.344892;1.000000;
1.035177;0.450605;0.312243;0.586276;-0.901210;0.225304;0.345100;1.000000;
1.035257;0.450683;0.312542;0.586382;-0.901367;0.225344;0.345525;1.000000;
1.035417;0.450831;0.313153;0.586602;-0.901662;0.225417;0.346405;1.000000;
1.035538;0.450934;0.313627;0.586775;-0.901869;0.225469;0.347097;1.000000;
1.035538;0.450934;0.313627;0.586775;-0.901869;0.225469;0.347097;1.000000;
1.035548;0.450943;0.313666;0.586789;-0.901885;0.225473;0.347155;1.000000;
1.035558;0.450951;0.313706;0.586804;-0.901902;0.225477;0.347213;1.000000;
1.035578;0.450967;0.313786;0.586833;-0.901934;0.225485;0.347331;1.000000;
1.035618;0.450999;0.313946;0.586893;-0.901998;0.225501;0.347567;1.000000;
1.035698;0.451061;0.314270;0.587013;-0.902121;0.225532;0.348048;1.000000;
1.035858;0.451175;0.314930;0.587260;-0.902349;0.225589;0.349038;1.000000;
1.036178;0.451365;0.316301;0.587784;-0.902729;0.225684;0.351134;1.000000;
1.036818;0.451589;0.319231;0.588943;-0.903179;0.225797;0.355768;1.000000;
1.037181;0.451622;0.320992;0.589660;-0.903244;0.225813;0.358637;1.000000;
1.037181;0.451622;0.320992;0.589660;-0.903244;0.225813;0.358637;1.000000;
1.037191;0.451622;0.321041;0.589681;-0.903245;0.225813;0.358719;1.000000;
1.037201;0.451622;0.321091;0.589701;-0.903245;0.225813;0.358802;1.000000;
1.037221;0.451622;0.321191;0.589742;-0.903244;0.225813;0.358967;1.000000;
1.037261;0.451621;0.321392;0.589825;-0.903242;0.225812;0.359298;1.000000;
1.037341;0.451616;0.321796;0.589992;-0.903232;0.225810;0.359967;1.000000;
1.037501;0.451596;0.322614;0.590333;-0.903192;0.225800;0.361329;1.000000;
1.037821;0.451515;0.324289;0.591039;-0.903031;0.225760;0.364152;1.000000;
1.038461;0.451189;0.327785;0.592544;-0.902379;0.225597;0.370172;1.000000;
1.039741;0.449882;0.335289;0.595892;-0.899764;0.224943;0.383566;1.000000;
1.041021;0.447747;0.343401;0.599642;-0.895495;0.223876;0.398566;1.000000;
1.042301;0.444875;0.352021;0.603725;-0.889749;0.222439;0.414895;1.000000;
1.043581;0.441374;0.361059;0.608069;-0.882748;0.220689;0.432273;1.000000;
1.044861;0.437359;0.370433;0.612611;-0.874718;0.218681;0.450439;1.000000;
1.047421;0.428279;0.389796;0.622008;-0.856558;0.214141;0.488029;1.000000;
1.049981;0.418089;0.409684;0.631611;-0.836178;0.209046;0.526439;1.000000;
1.052541;0.407137;0.429670;0.641176;-0.814274;0.203570;0.564697;1.000000;
1.055101;0.395639;0.449386;0.650528;-0.791279;0.197821;0.602108;1.000000;
1.057661;0.383700;0.468550;0.659548;-0.767399;0.191851;0.638187;1.000000;
1.060221;0.371368;0.486951;0.668159;-0.742736;0.185686;0.672630;1.000000;
1.062781;0.358670;0.504437;0.676315;-0.717340;0.179337;0.705254;1.000000;
1.065341;0.345624;0.520913;0.683993;-0.691247;0.172813;0.735965;1.000000;
1.067901;0.332246;0.536327;0.691184;-0.664492;0.166124;0.764731;1.000000;
1.073021;0.304581;0.563983;0.704150;-0.609162;0.152292;0.816592;1.000000;
1.077521;0.279385;0.584870;0.714042;-0.558770;0.139694;0.856162;1.000000;
1.082021;0.253493;0.602775;0.722633;-0.506985;0.126747;0.890525;1.000000;
1.086520;0.227018;0.617986;0.730035;-0.454036;0.113510;0.920131;1.000000;
1.091020;0.200066;0.630815;0.736361;-0.400131;0.100034;0.945438;1.000000;
1.095520;0.172863;0.641582;0.741717;-0.345726;0.086432;0.966859;1.000000;
1.100019;0.146486;0.650609;0.746158;-0.292972;0.073244;0.984623;1.000000;
1.103625;0.126747;0.656748;0.749097;-0.253495;0.063374;0.996381;1.000000;
1.105762;0.115929;0.659991;0.750606;-0.231858;0.057965;1.002418;1.000000;
1.105762;0.115927;0.659994;0.750604;-0.231854;0.057964;1.002409;1.000000;
1.105771;0.115882;0.660007;0.750610;-0.231764;0.057941;1.002433;1.000000;
1.105771;0.115882;0.660007;0.750610;-0.231764;0.057941;1.002433;1.000000;
1.105781;0.115832;0.660021;0.750617;-0.231665;0.057917;1.002459;1.000000;
1.105791;0.115783;0.660035;0.750624;-0.231566;0.057892;1.002486;1.000000;
1.105811;0.115684;0.660064;0.750637;-0.231368;0.057843;1.002539;1.000000;
1.105851;0.115487;0.660121;0.750663;-0.230974;0.057744;1.002645;1.000000;
1.105931;0.115093;0.660235;0.750716;-0.230185;0.057547;1.002855;1.000000;
1.106091;0.114308;0.660463;0.750821;-0.228616;0.057155;1.003274;1.000000;
1.106411;0.112753;0.660913;0.751027;-0.225506;0.056377;1.004100;1.000000;
1.107051;0.109702;0.661795;0.751429;-0.219404;0.054851;1.005709;1.000000;
1.108331;0.103873;0.663481;0.752188;-0.207746;0.051937;1.008742;1.000000;
1.109611;0.098459;0.665063;0.752885;-0.196917;0.049230;1.011530;1.000000;
1.112171;0.089182;0.667904;0.754093;-0.178364;0.044591;1.016363;1.000000;
1.114731;0.082136;0.670308;0.755063;-0.164273;0.041068;1.020244;1.000000;
1.117291;0.077401;0.672274;0.755813;-0.154803;0.038701;1.023245;1.000000;
1.119851;0.074874;0.673817;0.756363;-0.149747;0.037437;1.025445;1.000000;
1.122411;0.074322;0.674961;0.756733;-0.148644;0.037161;1.026925;1.000000;
1.124971;0.075452;0.675738;0.756943;-0.150903;0.037726;1.027762;1.000000;
1.125946;0.076242;0.675948;0.756985;-0.152485;0.038122;1.027931;1.000000;
1.125946;0.076242;0.675948;0.756985;-0.152485;0.038122;1.027931;1.000000;
1.125956;0.076251;0.675950;0.756984;-0.152502;0.038126;1.027928;1.000000;
1.125966;0.076261;0.675952;0.756984;-0.152522;0.038131;1.027929;1.000000;
1.125986;0.076280;0.675956;0.756985;-0.152561;0.038140;1.027932;1.000000;
1.126026;0.076319;0.675963;0.756986;-0.152639;0.038160;1.027936;1.000000;
1.126106;0.076398;0.675977;0.756988;-0.152797;0.038199;1.027945;1.000000;
1.126266;0.076560;0.676005;0.756992;-0.153120;0.038280;1.027961;1.000000;
1.126586;0.076897;0.676056;0.756999;-0.153795;0.038449;1.027986;1.000000;
1.127226;0.077626;0.676146;0.757005;-0.155252;0.038813;1.028013;1.000000;
1.128125;0.078761;0.676240;0.757002;-0.157523;0.039381;1.027998;1.000000;
1.128125;0.078761;0.676240;0.757002;-0.157523;0.039381;1.027998;1.000000;
1.128135;0.078775;0.676241;0.757002;-0.157549;0.039388;1.027998;1.000000;
1.128145;0.078788;0.676242;0.757001;-0.157576;0.039394;1.027997;1.000000;
1.128165;0.078815;0.676244;0.757001;-0.157630;0.039408;1.027996;1.000000;
1.128205;0.078869;0.676247;0.757001;-0.157738;0.039435;1.027994;1.000000;
1.128285;0.078978;0.676253;0.756999;-0.157955;0.039489;1.027989;1.000000;
1.128445;0.079198;0.676265;0.756997;-0.158396;0.039599;1.027978;1.000000;
1.128765;0.079650;0.676286;0.756990;-0.159299;0.039825;1.027950;1.000000;
1.129405;0.080595;0.676315;0.756971;-0.161191;0.040298;1.027874;1.000000;
1.130685;0.082640;0.676326;0.756912;-0.165280;0.041320;1.027639;1.000000;
1.133245;0.087219;0.676178;0.756722;-0.174439;0.043610;1.026879;1.000000;
1.135805;0.092310;0.675831;0.756444;-0.184621;0.046156;1.025769;1.000000;
1.140925;0.103186;0.674710;0.755703;-0.206371;0.051593;1.022802;1.000000;
1.146045;0.114366;0.673177;0.754772;-0.228733;0.057184;1.019080;1.000000;
1.151165;0.125161;0.671420;0.753742;-0.250322;0.062581;1.014958;1.000000;
1.156285;0.135110;0.669595;0.752691;-0.270221;0.067556;1.010755;1.000000;
1.161405;0.143947;0.667822;0.751679;-0.287894;0.071974;1.006709;1.000000;
1.166525;0.151545;0.666188;0.750751;-0.303091;0.075773;1.002996;1.000000;
1.171645;0.157882;0.664747;0.749935;-0.315764;0.078942;0.999733;1.000000;
1.175407;0.161762;0.663832;0.749418;-0.323523;0.080881;0.997664;1.000000;
1.175407;0.161762;0.663832;0.749418;-0.323523;0.080881;0.997664;1.000000;
1.175417;0.161771;0.663830;0.749416;-0.323543;0.080886;0.997656;1.000000;
1.175427;0.161781;0.663828;0.749415;-0.323561;0.080891;0.997651;1.000000;
1.175447;0.161799;0.663823;0.749412;-0.323599;0.080900;0.997641;1.000000;
1.175487;0.161837;0.663814;0.749407;-0.323674;0.080919;0.997620;1.000000;
1.175567;0.161912;0.663796;0.749397;-0.323824;0.080957;0.997579;1.000000;
1.175727;0.162061;0.663759;0.749376;-0.324121;0.081031;0.997498;1.000000;
1.176047;0.162355;0.663688;0.749336;-0.324710;0.081178;0.997336;1.000000;
1.176687;0.162930;0.663547;0.749257;-0.325859;0.081466;0.997020;1.000000;
1.177967;0.164026;0.663278;0.749105;-0.328051;0.082014;0.996413;1.000000;
1.180306;0.165851;0.662824;0.748850;-0.331702;0.082926;0.995394;1.000000;
1.180306;0.165851;0.662824;0.748850;-0.331702;0.082926;0.995394;1.000000;
1.180316;0.165858;0.662822;0.748849;-0.331717;0.082930;0.995389;1.000000;
1.180326;0.165866;0.662821;0.748848;-0.331731;0.082934;0.995385;1.000000;
1.180346;0.165880;0.662817;0.748846;-0.331760;0.082941;0.995377;1.000000;
1.180386;0.165909;0.662810;0.748842;-0.331819;0.082955;0.995361;1.000000;
1.180466;0.165967;0.662795;0.748834;-0.331935;0.082984;0.995328;1.000000;
1.180626;0.166083;0.662766;0.748818;-0.332166;0.083042;0.995263;1.000000;
1.180946;0.166310;0.662709;0.748786;-0.332621;0.083156;0.995135;1.000000;
1.181586;0.166753;0.662598;0.748723;-0.333507;0.083377;0.994884;1.000000;
1.182866;0.167592;0.662386;0.748604;-0.335183;0.083797;0.994408;1.000000;
1.185426;0.169087;0.662005;0.748390;-0.338175;0.084544;0.993553;1.000000;
1.190546;0.171430;0.661403;0.748051;-0.342860;0.085716;0.992198;1.000000;
1.195666;0.173007;0.660992;0.747821;-0.346013;0.086504;0.991275;1.000000;
1.200786;0.173949;0.660747;0.747682;-0.347897;0.086975;0.990721;1.000000;
1.205906;0.174386;0.660636;0.747619;-0.348772;0.087194;0.990468;1.000000;
1.216146;0.174333;0.660673;0.747634;-0.348665;0.087167;0.990527;1.000000;
1.226386;0.173488;0.660933;0.747771;-0.346977;0.086745;0.991075;1.000000;
1.236626;0.172367;0.661277;0.747951;-0.344734;0.086184;0.991797;1.000000;
1.246866;0.171308;0.661606;0.748123;-0.342616;0.085655;0.992483;1.000000;
1.257106;0.170490;0.661867;0.748257;-0.340981;0.085246;0.993021;1.000000;
1.267346;0.169968;0.662042;0.748346;-0.339936;0.084985;0.993374;1.000000;
1.287826;0.169583;0.662188;0.748416;-0.339166;0.084792;0.993656;1.000000;
1.288267;0.169581;0.662189;0.748417;-0.339162;0.084791;0.993658;1.000000;
1.288267;0.169581;0.662189;0.748417;-0.339162;0.084791;0.993658;1.000000;
1.288277;0.169581;0.662189;0.748417;-0.339162;0.084791;0.993658;1.000000;
1.288287;0.169581;0.662189;0.748417;-0.339162;0.084791;0.993658;1.000000;
1.288307;0.169581;0.662189;0.748417;-0.339162;0.084791;0.993658;1.000000;
1.288347;0.169581;0.662189;0.748417;-0.339162;0.084791;0.993658;1.000000;
1.288427;0.169582;0.662189;0.748417;-0.339163;0.084792;0.993658;1.000000;
1.288587;0.169583;0.662189;0.748416;-0.339165;0.084792;0.993658;1.000000;
1.288907;0.169584;0.662189;0.748416;-0.339169;0.084793;0.993657;1.000000;
1.289547;0.169588;0.662189;0.748416;-0.339177;0.084795;0.993655;1.000000;
1.290827;0.169598;0.662188;0.748415;-0.339197;0.084800;0.993651;1.000000;
1.293387;0.169623;0.662183;0.748412;-0.339246;0.084812;0.993640;1.000000;
1.298507;0.169688;0.662169;0.748403;-0.339377;0.084845;0.993605;1.000000;
1.303627;0.169768;0.662149;0.748392;-0.339536;0.084885;0.993560;1.000000;
1.313867;0.169932;0.662105;0.748368;-0.339865;0.084967;0.993463;1.000000;
1.323083;0.170070;0.662066;0.748347;-0.340140;0.085036;0.993379;1.000000;
1.332299;0.170180;0.662033;0.748329;-0.340360;0.085091;0.993310;1.000000;
1.341515;0.170257;0.662009;0.748317;-0.340514;0.085129;0.993260;1.000000;
1.350731;0.170302;0.661994;0.748309;-0.340604;0.085152;0.993229;1.000000;
1.369163;0.170330;0.661983;0.748304;-0.340660;0.085166;0.993208;1.000000;
1.387595;0.170309;0.661988;0.748307;-0.340619;0.085155;0.993219;1.000000;
1.406027;0.170276;0.661997;0.748312;-0.340553;0.085139;0.993239;1.000000;
1.424459;0.170251;0.662005;0.748316;-0.340503;0.085126;0.993255;1.000000;
1.461323;0.170235;0.662010;0.748319;-0.340469;0.085118;0.993266;1.000000;
1.498187;0.170240;0.662009;0.748318;-0.340480;0.085121;0.993263;1.000000;
1.535051;0.170248;0.662006;0.748317;-0.340497;0.085125;0.993258;1.000000;
1.571915;0.170252;0.662005;0.748316;-0.340504;0.085127;0.993256;1.000000;
1.608779;0.170252;0.662005;0.748316;-0.340503;0.085127;0.993256;1.000000;
1.682507;0.170250;0.662006;0.748316;-0.340501;0.085126;0.993257;1.000000;
1.756235;0.170250;0.662006;0.748316;-0.340499;0.085126;0.993257;1.000000;
1.829963;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885268;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885268;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885268;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885268;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885278;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885288;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885308;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885348;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885428;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885588;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.885908;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.886548;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.887828;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.890388;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.895508;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.905748;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.926228;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
1.967188;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
2.000000;0.170250;0.662006;0.748316;-0.340500;0.085126;0.993257;1.000000;
2.000000;0.340500;-0.837308;0.748316;-0.340500;0.085126;-1.006726;0.999998;
2.000010;0.339038;-0.836225;0.748758;-0.339038;0.084760;-1.004962;0.999998;
2.000020;0.337592;-0.835141;0.749198;-0.337592;0.084399;-1.003201;0.999998;
2.000040;0.334736;-0.832972;0.750076;-0.334736;0.083685;-0.999688;0.999998;
2.000080;0.329211;-0.828627;0.751821;-0.329211;0.082303;-0.992706;0.999998;
2.000160;0.318860;-0.819916;0.755271;-0.318860;0.079716;-0.978908;0.999998;
2.000320;0.300698;-0.802424;0.762021;-0.300698;0.075175;-0.951908;0.999998;
2.000640;0.272562;-0.767283;0.775023;-0.272562;0.068141;-0.899901;0.999999;
2.000960;0.253417;-0.732072;0.787477;-0.253417;0.063355;-0.850084;0.999999;
2.001280;0.240856;-0.696913;0.799478;-0.240856;0.060214;-0.802082;0.999999;
2.001600;0.232944;-0.661893;0.811086;-0.232944;0.058237;-0.755651;0.999999;
2.001920;0.228294;-0.627080;0.822345;-0.228294;0.057074;-0.710616;0.999999;
2.002210;0.226023;-0.595751;0.832272;-0.226023;0.056506;-0.670907;1.000000;
2.002210;0.226023;-0.595751;0.832272;-0.226023;0.056506;-0.670907;1.000000;
2.002220;0.225903;-0.594670;0.832605;-0.225903;0.056476;-0.669575;1.000000;
