time;WTG4B_WTG4B_injector_PInjPu;WTG4B_WTG4B_injector_QInjPu;WTG4B_WTG4B_injector_terminal_V_re;WTG4B_WTG4B_injector_terminal_i_re;WTG4B_WTG4B_injector_terminal_V_im;WTG4B_WTG4B_injector_terminal_i_im;WTG4B_WTG4B_pll_omegaPLLPu;WTG4B_WTG4B_measurements_UPu;
1.208819;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000019;0.830000;
1.209843;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000019;0.830000;
1.210867;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.211891;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.212915;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.213939;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.214963;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215017;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215018;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215019;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215021;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215025;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215033;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215049;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215081;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215145;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215273;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.215529;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216041;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216060;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216061;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216062;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216064;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216068;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216076;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216092;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216124;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216188;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216316;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.216572;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.217084;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.218108;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000018;0.830000;
1.219132;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000017;0.830000;
1.220156;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000017;0.830000;
1.221180;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000017;0.830000;
1.222204;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000017;0.830000;
1.223228;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000017;0.830000;
1.224252;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000017;0.830000;
1.225276;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000017;0.830000;
1.226300;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000017;0.830000;
1.227324;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.228348;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.228869;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.228870;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.228871;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.228873;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.228877;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.228885;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.228901;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.228933;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.228997;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.229125;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.229381;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.229893;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.230917;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.231941;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.233989;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.235832;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000016;0.830000;
1.237675;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000015;0.830000;
1.239518;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000015;0.830000;
1.241362;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000015;0.830000;
1.243205;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000015;0.830000;
1.245048;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000015;0.830000;
1.246891;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000014;0.830000;
1.248734;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000014;0.830000;
1.250578;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000014;0.830000;
1.252421;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000014;0.830000;
1.254264;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000014;0.830000;
1.256107;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000014;0.830000;
1.257950;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000013;0.830000;
1.259794;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000013;0.830000;
1.261637;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000013;0.830000;
1.263480;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000013;0.830000;
1.265323;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000013;0.830000;
1.267166;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000013;0.830000;
1.269010;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000012;0.830000;
1.270853;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000012;0.830000;
1.272696;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000012;0.830000;
1.274539;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000012;0.830000;
1.276382;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000012;0.830000;
1.278226;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000012;0.830000;
1.280069;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000012;0.830000;
1.281912;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000011;0.830000;
1.283755;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000011;0.830000;
1.287442;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000011;0.830000;
1.290759;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000011;0.830000;
1.294077;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000011;0.830000;
1.297395;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000010;0.830000;
1.300713;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000010;0.830000;
1.304030;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000010;0.830000;
1.307348;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000010;0.830000;
1.310666;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000009;0.830000;
1.313984;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000009;0.830000;
1.317301;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000009;0.830000;
1.320619;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000009;0.830000;
1.323937;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000009;0.830000;
1.327255;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000008;0.830000;
1.330572;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000008;0.830000;
1.333890;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000008;0.830000;
1.337208;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000008;0.830000;
1.340526;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000008;0.830000;
1.343843;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000008;0.830000;
1.347161;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000007;0.830000;
1.350479;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000007;0.830000;
1.353797;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000007;0.830000;
1.357115;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000007;0.830000;
1.360432;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000007;0.830000;
1.363750;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000007;0.830000;
1.367068;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.370386;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.373703;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.377021;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378433;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378434;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378435;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378437;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378441;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378449;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378465;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378497;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378561;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378689;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.378945;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.379457;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.380481;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.382529;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.386625;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000006;0.830000;
1.390721;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000005;0.830000;
1.394817;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000005;0.830000;
1.398913;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000005;0.830000;
1.403009;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000005;0.830000;
1.407105;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000005;0.830000;
1.411201;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000005;0.830000;
1.415297;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000005;0.830000;
1.419393;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000005;0.830000;
1.423489;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000004;0.830000;
1.427585;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000004;0.830000;
1.431681;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000004;0.830000;
1.435777;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000004;0.830000;
1.443969;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000004;0.830000;
1.451342;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000004;0.830000;
1.458715;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000003;0.830000;
1.466088;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000003;0.830000;
1.473461;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000003;0.830000;
1.480833;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000003;0.830000;
1.488206;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000003;0.830000;
1.495579;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000003;0.830000;
1.502952;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000003;0.830000;
1.510325;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000002;0.830000;
1.517697;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000002;0.830000;
1.525070;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000002;0.830000;
1.532443;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000002;0.830000;
1.539816;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000002;0.830000;
1.547189;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000002;0.830000;
1.561934;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000002;0.830000;
1.576680;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000002;0.830000;
1.591425;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000001;0.830000;
1.606171;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000001;0.830000;
1.620917;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000001;0.830000;
1.635662;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000001;0.830000;
1.650408;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000001;0.830000;
1.665153;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000001;0.830000;
1.694645;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000001;0.830000;
1.724136;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000001;0.830000;
1.753627;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000000;0.830000;
1.783118;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000000;0.830000;
1.812609;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000000;0.830000;
1.871592;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000000;0.830000;
1.930574;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000000;0.830000;
1.989557;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000000;0.830000;
2.000000;-0.000000;0.000000;0.830000;0.000000;0.000000;0.000000;1.000000;0.830000;
2.000000;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000002;1.000000;
2.000001;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000002;1.000000;
2.000002;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000002;1.000000;
2.000004;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000002;1.000000;
2.000008;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000002;1.000000;
2.000016;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000002;1.000000;
2.000032;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000002;1.000000;
2.000064;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000002;1.000000;
2.000128;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000002;1.000000;
2.000256;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000002;1.000000;
2.000512;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000001;1.000000;
2.001024;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000001;1.000000;
2.001250;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000001;1.000000;
2.002048;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.004096;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.006144;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.008192;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.010240;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.012288;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.014336;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.016384;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.018432;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.020480;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.022528;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.026624;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.030720;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.034816;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.038912;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.043008;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.047104;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.055296;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.063488;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.071680;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.079872;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.088064;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.096256;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.111659;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.111660;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.111661;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.111663;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.111667;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.111675;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.111691;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.111723;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.111787;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.111915;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.112171;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.112683;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.113707;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.115755;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.119851;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.128043;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.144427;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.160811;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.177195;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.193579;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.226347;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.259115;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.291883;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.324651;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.390187;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.521259;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
2.783403;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
3.307691;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
4.356267;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
5.999999;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;
6.000000;0.000000;0.000000;1.000000;0.000000;-0.000001;0.000000;0.999998;1.000000;
6.000001;-0.000000;0.000000;1.000000;0.000000;0.000003;0.000000;1.000008;1.000000;
6.000003;-0.000000;0.000000;1.000000;0.000000;0.000009;0.000000;1.000027;1.000000;
6.000007;-0.000000;0.000000;1.000000;0.000000;0.000021;0.000000;1.000064;1.000000;
6.000015;-0.000000;0.000000;1.000000;0.000000;0.000046;0.000000;1.000139;1.000000;
6.000031;-0.000000;0.000000;1.000000;0.000000;0.000097;0.000000;1.000286;1.000000;
6.000063;-0.000000;0.000000;1.000000;0.000000;0.000197;0.000000;1.000575;1.000000;
6.000127;-0.000000;0.000000;1.000000;0.000000;0.000398;0.000000;1.001127;1.000000;
6.000255;-0.000000;0.000000;1.000000;0.000000;0.000800;0.000000;1.002140;1.000000;
6.000383;-0.000000;0.000000;0.999999;0.000000;0.001203;0.000000;1.003039;1.000000;
6.000511;-0.000000;0.000000;0.999999;0.000000;0.001605;0.000000;1.003837;1.000000;
6.000539;-0.000000;0.000000;0.999999;0.000000;0.001693;0.000000;1.004000;1.000000;
6.000540;-0.000000;0.000000;0.999999;0.000000;0.001696;0.000000;1.004006;1.000000;
6.000541;-0.000000;0.000000;0.999999;0.000000;0.001699;0.000000;1.004012;1.000000;
6.000543;-0.000000;0.000000;0.999999;0.000000;0.001706;0.000000;1.004023;1.000000;
6.000547;-0.000000;0.000000;0.999999;0.000000;0.001718;0.000000;1.004045;1.000000;
6.000555;-0.000000;0.000000;0.999998;0.000000;0.001743;0.000000;1.004090;1.000000;
6.000571;-0.000000;0.000000;0.999998;0.000000;0.001794;0.000000;1.004179;1.000000;
6.000575;-0.000000;0.000000;0.999998;0.000000;0.001806;0.000000;1.004200;1.000000;
6.000576;-0.000000;0.000000;0.999998;0.000000;0.001809;0.000000;1.004205;1.000000;
6.000577;-0.000000;0.000000;0.999998;0.000000;0.001812;0.000000;1.004211;1.000000;
6.000579;-0.000000;0.000000;0.999998;0.000000;0.001818;0.000000;1.004222;1.000000;
6.000583;-0.000000;0.000000;0.999998;0.000000;0.001831;0.000000;1.004244;1.000000;
6.000591;-0.000000;0.000000;0.999998;0.000000;0.001856;0.000000;1.004287;1.000000;
6.000607;-0.000000;0.000000;0.999998;0.000000;0.001906;0.000000;1.004373;1.000000;
6.000639;-0.000000;0.000000;0.999998;0.000000;0.002007;0.000000;1.004541;1.000000;
6.000703;-0.000000;0.000000;0.999998;0.000000;0.002208;0.000000;1.004863;1.000000;
6.000831;-0.000000;0.000000;0.999997;0.000000;0.002610;0.000000;1.005453;1.000000;
6.000959;-0.000000;0.000000;0.999995;0.000000;0.003012;0.000000;1.005976;1.000000;
6.001215;-0.000000;0.000000;0.999993;0.000000;0.003816;0.000000;1.006860;1.000000;
6.001445;-0.000000;0.000000;0.999990;0.000000;0.004540;0.000000;1.007493;1.000000;
6.001676;-0.000000;0.000000;0.999986;0.000000;0.005264;0.000000;1.008001;1.000000;
6.001906;-0.000000;0.000000;0.999982;0.000000;0.005988;0.000000;1.008409;1.000000;
6.002136;-0.000000;0.000000;0.999977;0.000000;0.006711;0.000000;1.008738;1.000000;
6.002367;-0.000000;0.000000;0.999972;0.000000;0.007435;0.000000;1.009002;1.000000;
6.002597;-0.000000;0.000000;0.999967;0.000000;0.008159;0.000000;1.009213;1.000000;
6.002828;-0.000000;0.000000;0.999961;0.000000;0.008883;0.000000;1.009383;1.000000;
6.003288;-0.000000;0.000000;0.999947;0.000000;0.010330;0.000000;1.009635;1.000000;
6.003749;-0.000000;0.000000;0.999931;0.000000;0.011778;0.000000;1.009798;1.000000;
6.004210;-0.000000;0.000000;0.999913;0.000000;0.013225;0.000000;1.009900;1.000000;
6.004671;-0.000000;0.000000;0.999892;0.000000;0.014673;0.000000;1.009965;1.000000;
6.005132;-0.000000;0.000000;0.999870;0.000000;0.016120;0.000000;1.010005;1.000000;
6.006053;-0.000000;0.000000;0.999819;0.000000;0.019015;0.000000;1.010050;1.000000;
6.006975;-0.000000;0.000000;0.999760;0.000000;0.021910;0.000000;1.010067;1.000000;
6.007896;-0.000000;0.000000;0.999692;0.000000;0.024805;0.000000;1.010071;1.000000;
6.009740;-0.000000;0.000000;0.999532;0.000000;0.030593;0.000000;1.010072;1.000000;
6.013426;-0.000000;0.000000;0.999111;0.000000;0.042166;0.000000;1.010067;1.000000;
6.017112;-0.000000;0.000000;0.998555;0.000000;0.053734;0.000000;1.010064;1.000000;
6.020799;-0.000000;0.000000;0.997866;0.000000;0.065295;0.000000;1.010062;1.000000;
6.028172;-0.000000;0.000000;0.996086;0.000000;0.088388;0.000000;1.010061;1.000000;
6.035544;-0.000000;0.000000;0.993772;0.000000;0.111434;0.000000;1.010057;1.000000;
6.042917;-0.000000;0.000000;0.990924;0.000000;0.134420;0.000000;1.010054;1.000000;
6.057663;-0.000000;0.000000;0.983637;0.000000;0.180164;0.000000;1.010049;1.000000;
6.072408;-0.000000;0.000000;0.974238;0.000000;0.225521;0.000000;1.010044;1.000004;
6.087154;-0.000000;0.000000;0.962750;0.000000;0.270394;0.000000;1.010040;1.000009;
6.101900;-0.000000;0.000000;0.949196;0.000000;0.314687;0.000000;1.010037;1.000014;
6.116645;-0.000000;0.000000;0.933605;0.000000;0.358305;0.000000;1.010033;1.000018;
