time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_U_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___2_EC_load_UPu;_LOAD___2_EC_transformer_transformerVariableTap_U1Pu;_LOAD___2_EC_transformer_transformerVariableTap_U2Pu;_LOAD___2_EC_transformer_transformerVariableTap_tap;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___3_EC_load_UPu;_LOAD___3_EC_transformer_transformerVariableTap_U1Pu;_LOAD___3_EC_transformer_transformerVariableTap_U2Pu;_LOAD___3_EC_transformer_transformerVariableTap_tap;_LOAD___2_EC_transformer_tapChanger_valueMin;_LOAD___2_EC_transformer_tapChanger_valueMax;_LOAD___3_EC_transformer_tapChanger_valueMin;_LOAD___3_EC_transformer_tapChanger_valueMax;_LOAD___2_EC_transformer_tapChanger_tap_value;_LOAD___3_EC_transformer_tapChanger_tap_value;TAP_CHANGER_LOCK_tapChangerBlocking_blockedD;TAP_CHANGER_LOCK_tapChangerBlocking_blockedT;TAP_CHANGER_LOCK_tapChangerBlocking_UMin;TAP_CHANGER_LOCK_tapChangerBlocking_state;
0.070268;1.059931;1.044910;69.688489;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338064;40.053560;-0.049801;0.004397;-0.005096;-16.517888;43.999209;25.138667;12.822070;17.583431;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070284;1.059931;1.044910;69.688489;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338069;40.053554;-0.049799;0.004397;-0.005096;-16.517886;43.999207;25.138666;12.822072;17.583430;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070316;1.059931;1.044910;69.688489;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338078;40.053544;-0.049797;0.004396;-0.005096;-16.517883;43.999204;25.138664;12.822077;17.583429;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070380;1.059931;1.044910;69.688489;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338098;40.053522;-0.049791;0.004394;-0.005096;-16.517876;43.999197;25.138660;12.822087;17.583427;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070508;1.059931;1.044910;69.688490;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338137;40.053480;-0.049780;0.004390;-0.005095;-16.517863;43.999182;25.138652;12.822105;17.583422;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.070764;1.059931;1.044910;69.688490;1.009978;1.017636;1.019483;1.070114;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338216;40.053395;-0.049757;0.004382;-0.005094;-16.517837;43.999154;25.138636;12.822143;17.583413;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.071276;1.059931;1.044910;69.688490;1.009978;1.017636;1.019483;1.070115;1.061487;1.089905;1.055938;1.051010;1.056975;1.055298;1.050489;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338374;40.053224;-0.049712;0.004367;-0.005092;-16.517786;43.999099;25.138605;12.822218;17.583395;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.072300;1.059931;1.044910;69.688491;1.009978;1.017636;1.019484;1.070115;1.061487;1.089905;1.055938;1.051010;1.056975;1.055299;1.050490;1.035617;1.000000;1.000000;1.000000;0.999999;1.000000;232.338689;40.052883;-0.049621;0.004336;-0.005087;-16.517687;43.998991;25.138541;12.822369;17.583358;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.074348;1.059932;1.044910;69.688493;1.009978;1.017636;1.019484;1.070115;1.061487;1.089905;1.055938;1.051010;1.056976;1.055299;1.050490;1.035618;1.000000;1.000000;1.000000;0.999999;1.000000;232.339324;40.052199;-0.049439;0.004273;-0.005078;-16.517497;43.998790;25.138410;12.822673;17.583282;0.216753;0.126759;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.078444;1.059932;1.044910;69.688497;1.009978;1.017637;1.019484;1.070117;1.061487;1.089905;1.055939;1.051011;1.056977;1.055300;1.050491;1.035619;1.000000;1.000000;1.000000;0.999999;1.000000;232.340607;40.050828;-0.049075;0.004143;-0.005058;-16.517154;43.998439;25.138137;12.823286;17.583127;0.216753;0.126760;1.000663;1.044910;1.000663;7.000000;0.941968;0.127191;0.999025;1.009978;0.999025;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.086636;1.059933;1.044910;69.688508;1.009978;1.017637;1.019485;1.070119;1.061488;1.089905;1.055940;1.051012;1.056978;1.055302;1.050493;1.035620;1.000000;1.000000;1.000000;0.999999;1.000000;232.343222;40.048068;-0.048340;0.003867;-0.005019;-16.516596;43.997922;25.137555;12.824523;17.582800;0.216753;0.126760;1.000664;1.044910;1.000664;7.000000;0.941969;0.127191;0.999026;1.009978;0.999026;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.103020;1.059935;1.044911;69.688538;1.009979;1.017639;1.019486;1.070124;1.061489;1.089905;1.055942;1.051015;1.056982;1.055307;1.050498;1.035623;1.000000;1.000000;1.000000;0.999999;1.000000;232.348617;40.042465;-0.046832;0.003254;-0.004938;-16.515890;43.997500;25.136279;12.827003;17.582100;0.216754;0.126760;1.000664;1.044911;1.000664;7.000000;0.941969;0.127191;0.999026;1.009979;0.999026;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.135788;1.059938;1.044913;69.688620;1.009980;1.017642;1.019490;1.070133;1.061492;1.089906;1.055947;1.051020;1.056990;1.055316;1.050506;1.035629;1.000001;0.999999;1.000000;0.999999;1.000000;232.359825;40.030960;-0.043628;0.001838;-0.004772;-16.515558;43.998342;25.133465;12.831803;17.580614;0.216754;0.126760;1.000666;1.044913;1.000666;7.000000;0.941971;0.127191;0.999027;1.009980;0.999027;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.201324;1.059945;1.044918;69.688822;1.009983;1.017648;1.019497;1.070150;1.061498;1.089907;1.055955;1.051030;1.057003;1.055332;1.050522;1.035641;1.000001;0.999999;1.000000;0.999999;1.000000;232.381961;40.007852;-0.036559;-0.001236;-0.004513;-16.516891;44.003331;25.127499;12.840292;17.577629;0.216756;0.126762;1.000672;1.044918;1.000672;7.000000;0.941975;0.127192;0.999030;1.009983;0.999030;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.332396;1.059958;1.044930;69.689229;1.009989;1.017659;1.019509;1.070178;1.061508;1.089908;1.055969;1.051047;1.057025;1.055358;1.050547;1.035660;1.000001;1.000000;1.000001;1.000000;1.000000;232.414255;39.970310;-0.021827;-0.005429;-0.004644;-16.521028;44.015496;25.115873;12.852705;17.572328;0.216759;0.126765;1.000682;1.044930;1.000682;7.000000;0.941983;0.127194;0.999036;1.009989;0.999036;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.594540;1.059976;1.044949;69.689819;1.009997;1.017675;1.019528;1.070211;1.061520;1.089908;1.055987;1.051067;1.057051;1.055390;1.050578;1.035682;1.000000;1.000000;1.000001;1.000001;1.000000;232.420942;39.946602;0.000447;-0.004809;-0.005815;-16.525716;44.030641;25.096730;12.864952;17.564570;0.216765;0.126771;1.000700;1.044949;1.000700;7.000000;0.941995;0.127197;0.999044;1.009997;0.999044;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
1.118828;1.059992;1.044971;69.690244;1.010004;1.017691;1.019546;1.070235;1.061529;1.089904;1.056000;1.051081;1.057070;1.055413;1.050600;1.035699;1.000000;1.000001;1.000001;1.000001;1.000001;232.377981;39.973822;0.012462;0.000121;-0.005458;-16.527778;44.042288;25.077420;12.870485;17.556539;0.216772;0.126778;1.000722;1.044971;1.000722;7.000000;0.942004;0.127199;0.999050;1.010004;0.999050;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
2.167404;1.059993;1.044974;69.690009;1.010000;1.017690;1.019545;1.070227;1.061525;1.089899;1.055995;1.051076;1.057064;1.055405;1.050593;1.035693;1.000001;1.000001;1.000001;1.000001;1.000001;232.375212;39.992746;-0.004335;-0.000427;-0.004414;-16.530572;44.051662;25.079351;12.866187;17.555714;0.216773;0.126779;1.000725;1.044974;1.000725;7.000000;0.941999;0.127198;0.999047;1.010000;0.999047;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
4.264556;1.059993;1.044976;69.689952;1.009999;1.017690;1.019545;1.070225;1.061524;1.089897;1.055994;1.051075;1.057063;1.055404;1.050591;1.035692;1.000001;1.000001;1.000001;1.000001;1.000001;232.379418;39.990013;-0.005353;-0.000846;-0.004414;-16.532874;44.057521;25.078189;12.865118;17.555325;0.216774;0.126779;1.000726;1.044976;1.000726;7.000000;0.941998;0.127197;0.999046;1.009999;0.999046;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
8.458860;1.059993;1.044976;69.689949;1.009999;1.017690;1.019545;1.070225;1.061524;1.089897;1.055994;1.051075;1.057062;1.055403;1.050591;1.035692;1.000002;1.000002;1.000002;1.000002;1.000002;232.378278;39.988774;-0.003205;-0.000944;-0.004299;-16.533340;44.058874;25.076834;12.864904;17.555174;0.216774;0.126780;1.000727;1.044976;1.000727;7.000000;0.941998;0.127197;0.999046;1.009999;0.999046;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
16.847468;1.059994;1.044976;69.689951;1.009999;1.017690;1.019546;1.070225;1.061524;1.089897;1.055994;1.051075;1.057063;1.055403;1.050591;1.035692;1.000002;1.000002;1.000002;1.000002;1.000002;232.377420;39.988149;-0.001886;-0.001007;-0.004204;-16.533281;44.058981;25.076207;12.864878;17.555131;0.216774;0.126780;1.000727;1.044976;1.000727;7.000000;0.941998;0.127197;0.999046;1.009999;0.999046;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
19.999996;1.059994;1.044976;69.689951;1.009999;1.017690;1.019546;1.070225;1.061524;1.089897;1.055994;1.051075;1.057063;1.055403;1.050591;1.035692;1.000002;1.000002;1.000002;1.000002;1.000002;232.377322;39.988075;-0.001733;-0.001015;-0.004192;-16.533264;44.058972;25.076143;12.864878;17.555127;0.216774;0.126780;1.000727;1.044976;1.000727;7.000000;0.941998;0.127197;0.999046;1.009999;0.999046;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
19.999996;1.048230;1.012241;67.118822;0.972737;0.992722;0.996630;1.058662;1.045788;1.082659;1.040092;1.036049;1.043773;1.043669;1.038598;1.021711;1.000002;1.000002;1.000002;1.000002;1.000002;229.525566;27.797147;-13.774790;0.600417;0.055689;25.241315;136.149543;156.563449;19.336865;22.661854;0.163966;1.253684;0.830769;1.012241;0.830769;7.000000;0.752262;1.374761;0.859934;0.972737;0.859934;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
19.999997;1.048229;1.012241;67.118812;0.972736;0.992722;0.996630;1.058662;1.045788;1.082659;1.040092;1.036049;1.043773;1.043669;1.038598;1.021711;1.000002;1.000002;1.000002;1.000002;1.000002;229.525531;27.797160;-13.774793;0.600407;0.055689;25.241400;136.149453;156.563343;19.336866;22.661876;0.163966;1.253684;0.830769;1.012241;0.830769;7.000000;0.752262;1.374761;0.859934;0.972736;0.859934;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
19.999998;1.048229;1.012241;67.118802;0.972736;0.992722;0.996630;1.058662;1.045788;1.082659;1.040092;1.036049;1.043773;1.043669;1.038598;1.021711;1.000002;1.000002;1.000002;1.000002;1.000002;229.525496;27.797174;-13.774797;0.600397;0.055689;25.241485;136.149363;156.563236;19.336866;22.661898;0.163966;1.253684;0.830769;1.012241;0.830769;7.000000;0.752262;1.374760;0.859934;0.972736;0.859934;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.000000;1.048229;1.012241;67.118782;0.972736;0.992721;0.996630;1.058662;1.045788;1.082659;1.040092;1.036049;1.043773;1.043669;1.038598;1.021711;1.000002;1.000002;1.000002;1.000002;1.000002;229.525426;27.797200;-13.774805;0.600378;0.055688;25.241655;136.149183;156.563023;19.336867;22.661942;0.163966;1.253683;0.830769;1.012241;0.830769;7.000000;0.752262;1.374759;0.859934;0.972736;0.859934;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.000004;1.048229;1.012241;67.118742;0.972735;0.992721;0.996630;1.058661;1.045787;1.082659;1.040091;1.036048;1.043772;1.043669;1.038597;1.021711;1.000002;1.000002;1.000002;1.000002;1.000002;229.525285;27.797253;-13.774821;0.600338;0.055688;25.241996;136.148824;156.562597;19.336868;22.662031;0.163966;1.253682;0.830769;1.012241;0.830769;7.000000;0.752261;1.374757;0.859933;0.972735;0.859933;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.000012;1.048229;1.012240;67.118662;0.972734;0.992720;0.996629;1.058661;1.045787;1.082659;1.040091;1.036048;1.043772;1.043668;1.038597;1.021710;1.000002;1.000002;1.000002;1.000002;1.000002;229.525005;27.797359;-13.774852;0.600259;0.055686;25.242677;136.148104;156.561745;19.336871;22.662207;0.163966;1.253680;0.830768;1.012240;0.830768;7.000000;0.752260;1.374753;0.859932;0.972734;0.859932;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.000028;1.048228;1.012238;67.118501;0.972732;0.992719;0.996627;1.058659;1.045786;1.082658;1.040090;1.036046;1.043770;1.043667;1.038595;1.021709;1.000002;1.000002;1.000002;1.000002;1.000002;229.524444;27.797572;-13.774915;0.600101;0.055682;25.244038;136.146666;156.560042;19.336877;22.662560;0.163966;1.253675;0.830767;1.012238;0.830767;7.000000;0.752257;1.374746;0.859930;0.972732;0.859930;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.000060;1.048226;1.012235;67.118181;0.972727;0.992716;0.996625;1.058656;1.045784;1.082657;1.040087;1.036044;1.043768;1.043664;1.038593;1.021706;1.000002;1.000002;1.000002;1.000002;1.000002;229.523323;27.797996;-13.775039;0.599786;0.055675;25.246759;136.143791;156.556637;19.336890;22.663265;0.163965;1.253666;0.830765;1.012235;0.830765;7.000000;0.752252;1.374730;0.859926;0.972727;0.859926;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.000124;1.048222;1.012229;67.117541;0.972718;0.992709;0.996619;1.058651;1.045779;1.082655;1.040083;1.036039;1.043763;1.043659;1.038588;1.021702;1.000002;1.000002;1.000002;1.000002;1.000002;229.521081;27.798846;-13.775289;0.599156;0.055661;25.252194;136.138048;156.549832;19.336917;22.664675;0.163963;1.253648;0.830760;1.012229;0.830760;7.000000;0.752242;1.374699;0.859919;0.972718;0.859919;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.000252;1.048214;1.012216;67.116263;0.972699;0.992697;0.996607;1.058640;1.045771;1.082651;1.040073;1.036030;1.043753;1.043648;1.038577;1.021692;1.000002;1.000002;1.000002;1.000002;1.000002;229.516603;27.800549;-13.775788;0.597900;0.055632;25.263036;136.126591;156.536249;19.336978;22.667486;0.163961;1.253611;0.830750;1.012216;0.830750;7.000000;0.752221;1.374637;0.859903;0.972699;0.859903;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.000508;1.048199;1.012191;67.113719;0.972663;0.992673;0.996584;1.058619;1.045754;1.082644;1.040055;1.036011;1.043733;1.043627;1.038557;1.021673;1.000002;1.000003;1.000003;1.000002;1.000002;229.507667;27.803964;-13.776781;0.595403;0.055569;25.284604;136.103790;156.509184;19.337129;22.673081;0.163955;1.253539;0.830731;1.012191;0.830731;7.000000;0.752181;1.374514;0.859872;0.972663;0.859872;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.001020;1.048168;1.012141;67.108672;0.972589;0.992624;0.996538;1.058577;1.045720;1.082629;1.040018;1.035974;1.043694;1.043586;1.038516;1.021635;1.000002;1.000003;1.000003;1.000001;1.000002;229.489872;27.810838;-13.778757;0.590471;0.055423;25.327285;136.058633;156.455457;19.337547;22.684160;0.163944;1.253395;0.830693;1.012141;0.830693;7.000000;0.752101;1.374269;0.859811;0.972589;0.859811;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.002044;1.048108;1.012043;67.098747;0.972446;0.992530;0.996449;1.058495;1.045655;1.082600;1.039946;1.035901;1.043617;1.043506;1.038437;1.021561;1.000003;1.000004;1.000004;1.000001;1.000002;229.454593;27.824757;-13.782656;0.580840;0.055058;25.410856;135.970082;156.349601;19.338830;22.705882;0.163921;1.253113;0.830618;1.012043;0.830618;7.000000;0.751942;1.373787;0.859690;0.972446;0.859690;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.004092;1.047992;1.011854;67.079553;0.972167;0.992347;0.996276;1.058341;1.045529;1.082544;1.039809;1.035762;1.043471;1.043355;1.038288;1.021421;1.000003;1.000006;1.000005;0.999999;1.000002;229.385250;27.853281;-13.790245;0.562445;0.054048;25.571058;135.799824;156.144146;19.343080;22.747640;0.163879;1.252570;0.830474;1.011854;0.830474;7.000000;0.751637;1.372856;0.859457;0.972167;0.859457;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.008188;1.047774;1.011503;67.043670;0.971647;0.992009;0.995957;1.058065;1.045298;1.082442;1.039559;1.035510;1.043208;1.043084;1.038020;1.021167;1.000004;1.000009;1.000008;0.999996;1.000002;229.251227;27.913067;-13.804541;0.528598;0.050984;25.865381;135.485179;155.757261;19.357596;22.824813;0.163800;1.251562;0.830207;1.011503;0.830207;7.000000;0.751065;1.371116;0.859021;0.971647;0.859021;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.016380;1.047395;1.010900;66.981040;0.970740;0.991429;0.995413;1.057628;1.044910;1.082274;1.039143;1.035094;1.042784;1.042653;1.037593;1.020753;1.000006;1.000016;1.000014;0.999991;1.000002;229.000308;28.043362;-13.829399;0.469440;0.041200;26.361639;134.948434;155.072027;19.405790;22.956674;0.163664;1.249830;0.829747;1.010900;0.829747;7.000000;0.750067;1.368083;0.858261;0.970740;0.858261;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.032764;1.046823;1.010019;66.886352;0.969367;0.990584;0.994626;1.057104;1.044373;1.082057;1.038580;1.034543;1.042249;1.042131;1.037072;1.020217;1.000011;1.000030;1.000027;0.999982;1.000001;228.556117;28.343368;-13.863693;0.368653;0.009904;27.061152;134.173174;154.003058;19.550857;23.148746;0.163465;1.247301;0.829075;1.010019;0.829075;7.000000;0.748560;1.363504;0.857110;0.969367;0.857110;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.049148;1.046460;1.009495;66.825866;0.968491;0.990081;0.994167;1.056938;1.044091;1.081966;1.038303;1.034289;1.042039;1.041958;1.036894;1.019987;1.000016;1.000043;1.000039;0.999976;1.000001;228.176440;28.690280;-13.877692;0.277593;-0.034352;27.450027;133.718460;153.276121;19.735089;23.264261;0.163347;1.245799;0.828676;1.009495;0.828676;7.000000;0.747598;1.360583;0.856376;0.968491;0.856376;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.081916;1.046148;1.009114;66.770971;0.967695;0.989703;0.993842;1.057159;1.043979;1.082012;1.038244;1.034281;1.042145;1.042156;1.037075;1.020032;1.000027;1.000067;1.000063;0.999968;1.000003;227.540558;29.479146;-13.850075;0.080421;-0.149411;27.702947;133.368541;152.506187;20.115088;23.362201;0.163261;1.244709;0.828385;1.009114;0.828385;7.000000;0.746725;1.357936;0.855709;0.967695;0.855709;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.114684;1.046233;1.009359;66.779595;0.967820;0.989908;0.994063;1.057839;1.044279;1.082267;1.038627;1.034714;1.042700;1.042805;1.037705;1.020516;1.000039;1.000090;1.000087;0.999970;1.000009;227.022234;30.350877;-13.754810;-0.142434;-0.292518;27.496525;133.517638;152.404945;20.470519;23.340201;0.163316;1.245409;0.828572;1.009359;0.828572;7.000000;0.746862;1.358351;0.855813;0.967820;0.855813;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.147452;1.046551;1.009943;66.824619;0.968473;0.990425;0.994572;1.058698;1.044786;1.082628;1.039223;1.035353;1.043446;1.043634;1.038516;1.021196;1.000052;1.000110;1.000111;0.999981;1.000018;226.571248;31.248054;-13.599959;-0.386227;-0.454832;27.076826;133.909946;152.700278;20.770204;23.258155;0.163448;1.247083;0.829017;1.009943;0.829017;7.000000;0.747578;1.360524;0.856360;0.968473;0.856360;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.180220;1.046990;1.010688;66.888512;0.969399;0.991089;0.995214;1.059592;1.045382;1.083035;1.039902;1.036066;1.044248;1.044500;1.039369;1.021939;1.000066;1.000127;1.000135;1.000001;1.000030;226.157899;32.120622;-13.392483;-0.633709;-0.629068;26.579669;134.399579;153.208817;21.009569;23.150501;0.163616;1.249223;0.829585;1.010688;0.829585;7.000000;0.748595;1.363609;0.857137;0.969399;0.857137;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.201405;1.047288;1.011183;66.932266;0.970033;0.991532;0.995641;1.060145;1.045768;1.083297;1.040337;1.036519;1.044749;1.045037;1.039898;1.022408;1.000076;1.000138;1.000150;1.000019;1.000041;225.901670;32.638283;-13.235863;-0.778920;-0.741764;26.260551;134.718605;153.566925;21.138045;23.079639;0.163728;1.250644;0.829963;1.011183;0.829963;7.000000;0.749291;1.365725;0.857668;0.970033;0.857668;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.201405;1.047288;1.011183;66.932266;0.970033;0.991532;0.995641;1.060145;1.045768;1.083297;1.040337;1.036519;1.044749;1.045037;1.039898;1.022408;1.000076;1.000138;1.000150;1.000019;1.000041;225.901670;32.638283;-13.235863;-0.778920;-0.741764;26.260551;134.718605;153.566925;21.138045;23.079639;0.163728;1.250644;0.829963;1.011183;0.829963;7.000000;0.749291;1.365725;0.857668;0.970033;0.857668;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
20.201405;1.047288;1.011183;66.932266;0.970033;0.991532;0.995641;1.060145;1.045768;1.083297;1.040337;1.036519;1.044749;1.045037;1.039898;1.022408;1.000076;1.000138;1.000150;1.000019;1.000041;225.901670;32.638283;-13.235863;-0.778920;-0.741764;26.260551;134.718605;153.566925;21.138045;23.079639;0.163728;1.250644;0.829963;1.011183;0.829963;7.000000;0.749291;1.365725;0.857668;0.970033;0.857668;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;2.000000;
