time;SM_generator_IRotorPu;SM_generator_IStatorPu;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_QGenPu;SM_generator_theta;SM_generator_UPu;SM_generator_efdPu;SM_generator_PmPu;SM_voltageRegulator_USclOelPu;SM_voltageRegulator_USclUelPu;
1.000045;5.835349;22.201020;1.000003;0.000000;3.326976;0.781857;0.149857;0.749284;0.892857;-0.013032;-1.018808;
1.000048;5.835464;22.200366;1.000003;-0.000000;3.326780;0.781857;0.149852;0.749262;0.892857;-0.013969;-1.021951;
1.000051;5.835579;22.199713;1.000004;-0.000000;3.326584;0.781857;0.149848;0.749240;0.892857;-0.014909;-1.025093;
1.000057;5.835808;22.198405;1.000004;0.000000;3.326192;0.781857;0.149839;0.749196;0.892857;-0.016801;-1.031373;
1.000063;5.836037;22.197098;1.000004;0.000000;3.325800;0.781857;0.149830;0.749152;0.892857;-0.018708;-1.037648;
1.000069;5.836266;22.195792;1.000005;-0.000000;3.325409;0.781857;0.149822;0.749108;0.892857;-0.020632;-1.043920;
1.000076;5.836495;22.194485;1.000005;-0.000000;3.325017;0.781857;0.149813;0.749064;0.892857;-0.022571;-1.050187;
1.000088;5.836953;22.191873;1.000006;-0.000000;3.324235;0.781857;0.149795;0.748976;0.892857;-0.026496;-1.062708;
1.000113;5.837868;22.186653;1.000008;-0.000000;3.322671;0.781857;0.149760;0.748800;0.892857;-0.034519;-1.087665;
1.000138;5.838782;22.181437;1.000010;-0.000000;3.321109;0.781857;0.149725;0.748624;0.892857;-0.042541;-1.112553;
1.000188;5.840606;22.171019;1.000013;0.000000;3.317990;0.781857;0.149654;0.748272;0.892857;-0.059985;-1.162057;
1.000238;5.842427;22.160617;1.000017;0.000000;3.314877;0.781857;0.149584;0.747921;0.892857;-0.058536;-1.211289;
1.000337;5.846054;22.139869;1.000024;0.000000;3.308673;0.781858;0.149444;0.747221;0.892857;-0.054266;-1.308680;
1.000427;5.849306;22.121245;1.000030;-0.000000;3.303109;0.781859;0.149318;0.746592;0.892857;-0.050456;-1.395472;
1.000517;5.852547;22.102671;1.000036;-0.000000;3.297564;0.781860;0.149193;0.745965;0.892857;-0.046645;-1.481363;
1.000606;5.855776;22.084146;1.000042;-0.000000;3.292039;0.781861;0.149068;0.745340;0.892857;-0.042901;-1.566411;
1.000786;5.862208;22.047209;1.000055;-0.000000;3.281036;0.781864;0.148819;0.744093;0.892857;-0.035524;-1.734607;
1.000965;5.868598;22.010454;1.000067;-0.000000;3.270106;0.781867;0.148571;0.742853;0.892857;-0.028230;-1.899703;
1.001145;5.874943;21.973885;1.000080;0.000000;3.259249;0.781871;0.148324;0.741619;0.892857;-0.021056;-2.061614;
1.001503;5.887499;21.901315;1.000105;0.000000;3.237756;0.781882;0.147834;0.739169;0.892857;-0.007075;-2.375970;
1.001686;5.893831;21.864609;1.000118;0.000000;3.226912;0.781888;0.147586;0.737931;0.892857;-0.000125;-2.531596;
1.001686;5.893831;21.864609;1.000118;0.000000;3.226913;0.781888;0.147586;0.737931;0.892857;-0.000125;-2.531596;
1.001687;5.893867;21.864401;1.000118;-0.000000;3.226851;0.781888;0.147585;0.737924;0.892857;-0.000086;-2.532472;
1.001688;5.893903;21.864192;1.000118;0.000000;3.226790;0.781888;0.147583;0.737916;0.892857;-0.000047;-2.533347;
1.001691;5.893975;21.863776;1.000118;-0.000000;3.226667;0.781888;0.147580;0.737902;0.892857;0.000031;-2.535097;
1.001695;5.894118;21.862942;1.000118;0.000000;3.226421;0.781889;0.147575;0.737874;0.892857;0.000188;-2.538597;
1.001703;5.894405;21.861276;1.000119;0.000000;3.225929;0.781889;0.147564;0.737818;0.892857;0.000501;-2.545592;
1.001720;5.894979;21.857945;1.000120;0.000000;3.224946;0.781890;0.147541;0.737706;0.892857;0.001126;-2.559561;
1.001753;5.896126;21.851288;1.000122;0.000000;3.222982;0.781891;0.147496;0.737481;0.892857;0.002373;-2.587423;
1.001820;5.898415;21.837993;1.000127;-0.000000;3.219061;0.781893;0.147406;0.737032;0.892857;0.004856;-2.642836;
1.001953;5.902974;21.811479;1.000136;-0.000000;3.211249;0.781899;0.147227;0.736137;0.892857;0.009773;-2.752432;
1.002219;5.912019;21.758757;1.000155;0.000000;3.195744;0.781911;0.146872;0.734358;0.892857;0.019423;-2.966798;
1.002536;5.922657;21.696550;1.000177;-0.000000;3.177497;0.781928;0.146452;0.732259;0.892857;0.030593;-3.213790;
1.002536;5.922657;21.696550;1.000177;0.000000;3.177497;0.781928;0.146452;0.732259;0.892857;0.030593;-3.213790;
1.002538;5.922704;21.696276;1.000177;0.000000;3.177417;0.781928;0.146450;0.732249;0.892857;0.030642;-3.214863;
1.002539;5.922751;21.696002;1.000177;-0.000000;3.177336;0.781928;0.146448;0.732240;0.892857;0.030690;-3.215937;
1.002542;5.922845;21.695453;1.000177;-0.000000;3.177176;0.781928;0.146444;0.732222;0.892857;0.030788;-3.218084;
1.002548;5.923032;21.694356;1.000178;-0.000000;3.176854;0.781928;0.146437;0.732185;0.892857;0.030983;-3.222375;
1.002559;5.923406;21.692163;1.000179;-0.000000;3.176212;0.781929;0.146422;0.732111;0.892857;0.031371;-3.230949;
1.002581;5.924154;21.687778;1.000180;0.000000;3.174928;0.781930;0.146393;0.731963;0.892857;0.032148;-3.248066;
1.002626;5.925649;21.679018;1.000183;-0.000000;3.172364;0.781933;0.146333;0.731667;0.892857;0.033697;-3.282170;
1.002716;5.928629;21.661531;1.000190;-0.000000;3.167248;0.781938;0.146215;0.731077;0.892857;0.036774;-3.349861;
1.002896;5.934558;21.626693;1.000202;-0.000000;3.157068;0.781949;0.145980;0.729901;0.892857;0.042849;-3.483206;
1.003110;5.941560;21.585456;1.000217;-0.000000;3.145040;0.781963;0.145702;0.728509;0.892857;0.049948;-3.638492;
1.003110;5.941560;21.585456;1.000217;-0.000000;3.145040;0.781963;0.145702;0.728509;0.892857;10.000000;-3.638492;
1.003112;5.941611;21.585158;1.000217;0.000000;3.144954;0.781963;0.145700;0.728499;0.892857;10.000000;-3.639602;
1.003113;5.941661;21.584860;1.000217;-0.000000;3.144867;0.781963;0.145698;0.728489;0.892857;10.000000;-3.640712;
1.003116;5.941762;21.584265;1.000218;0.000000;3.144693;0.781964;0.145694;0.728469;0.892857;10.000000;-3.642932;
1.003122;5.941964;21.583074;1.000218;0.000000;3.144346;0.781964;0.145686;0.728429;0.892857;10.000000;-3.647370;
1.003135;5.942368;21.580694;1.000219;0.000000;3.143653;0.781965;0.145670;0.728348;0.892857;10.000000;-3.656236;
1.003160;5.943174;21.575936;1.000221;0.000000;3.142267;0.781967;0.145638;0.728188;0.892857;10.000000;-3.673930;
1.003209;5.944785;21.566429;1.000224;-0.000000;3.139498;0.781970;0.145573;0.727867;0.892857;10.000000;-3.709171;
1.003309;5.947997;21.547457;1.000231;-0.000000;3.133977;0.781977;0.145445;0.727227;0.892857;10.000000;-3.779060;
1.003507;5.954382;21.509676;1.000245;0.000000;3.122997;0.781992;0.145190;0.725952;0.892857;10.000000;-3.916508;
1.003904;5.966999;21.434761;1.000273;-0.000000;3.101281;0.782024;0.144685;0.723423;0.892857;10.000000;-4.182335;
1.004301;5.979415;21.360700;1.000300;-0.000000;3.079887;0.782060;0.144185;0.720924;0.892857;10.000000;-4.436402;
1.005094;6.003651;21.215092;1.000356;-0.000000;3.038041;0.782142;0.143202;0.716009;0.892857;10.000000;-4.911618;
1.005888;6.027109;21.072780;1.000411;0.000000;2.997419;0.782237;0.142241;0.711206;0.892857;10.000000;-5.345233;
1.006319;6.039534;20.996819;1.000441;-0.000000;2.975847;0.782295;0.141729;0.708643;0.892857;10.000000;-5.564678;
1.006319;6.039534;20.996819;1.000441;-0.000000;2.975847;0.782295;0.141729;0.708643;0.892857;10.000000;-5.564678;
1.006321;6.039580;20.996542;1.000441;0.000000;2.975770;0.782295;0.141727;0.708633;0.892857;10.000000;-5.565460;
1.006322;6.039625;20.996265;1.000441;-0.000000;2.975691;0.782295;0.141725;0.708624;0.892857;10.000000;-5.566242;
1.006326;6.039715;20.995711;1.000442;0.000000;2.975534;0.782296;0.141721;0.708605;0.892857;10.000000;-5.567806;
1.006332;6.039896;20.994604;1.000442;0.000000;2.975220;0.782297;0.141714;0.708568;0.892857;10.000000;-5.570932;
1.006345;6.040257;20.992389;1.000443;-0.000000;2.974593;0.782299;0.141699;0.708493;0.892857;10.000000;-5.577176;
1.006370;6.040979;20.987962;1.000445;0.000000;2.973338;0.782302;0.141669;0.708344;0.892857;10.000000;-5.589637;
1.006420;6.042420;20.979118;1.000448;0.000000;2.970833;0.782309;0.141609;0.708045;0.892857;10.000000;-5.614448;
1.006522;6.045293;20.961468;1.000455;0.000000;2.965836;0.782324;0.141490;0.707450;0.892857;10.000000;-5.663630;
1.006724;6.051002;20.926322;1.000469;0.000000;2.955899;0.782353;0.141253;0.706263;0.892857;10.000000;-5.760253;
1.007129;6.062278;20.856641;1.000498;0.000000;2.936246;0.782415;0.140782;0.703912;0.892857;10.000000;-5.946745;
1.007940;6.084263;20.719682;1.000554;-0.000000;2.897810;0.782548;0.139858;0.699289;0.892857;10.000000;-6.294214;
1.008750;6.105509;20.585874;1.000611;-0.000000;2.860503;0.782697;0.138955;0.694773;0.892857;10.000000;-6.609531;
1.009560;6.126032;20.455140;1.000667;-0.000000;2.824286;0.782859;0.138072;0.690361;0.892857;10.000000;-6.895171;
1.010370;6.145851;20.327406;1.000724;0.000000;2.789123;0.783036;0.137210;0.686050;0.892857;10.000000;-7.153516;
1.011180;6.164984;20.202598;1.000780;-0.000000;2.754978;0.783228;0.136368;0.681838;0.892857;10.000000;-7.386791;
1.011991;6.183448;20.080645;1.000837;0.000000;2.721817;0.783434;0.135544;0.677722;0.892857;10.000000;-7.597059;
1.012801;6.201261;19.961474;1.000893;-0.000000;2.689607;0.783654;0.134740;0.673700;0.892857;10.000000;-7.786222;
1.013611;6.218439;19.845016;1.000950;-0.000000;2.658315;0.783889;0.133954;0.669769;0.892857;10.000000;-7.956033;
1.014421;6.234999;19.731203;1.001007;0.000000;2.627912;0.784138;0.133186;0.665928;0.892857;10.000000;-8.108105;
1.015231;6.250957;19.619969;1.001063;-0.000000;2.598365;0.784401;0.132435;0.662174;0.892857;10.000000;-8.243925;
1.016042;6.266328;19.511250;1.001120;0.000000;2.569649;0.784679;0.131701;0.658505;0.892857;10.000000;-8.364858;
1.016852;6.281128;19.404980;1.001176;-0.000000;2.541733;0.784971;0.130984;0.654918;0.892857;10.000000;-8.472164;
1.017662;6.295371;19.301098;1.001233;0.000000;2.514592;0.785277;0.130282;0.651412;0.892857;10.000000;-8.566999;
1.018472;6.309072;19.199544;1.001289;-0.000000;2.488200;0.785598;0.129597;0.647985;0.892857;10.000000;-8.650429;
1.019282;6.322245;19.100259;1.001346;0.000000;2.462533;0.785934;0.128927;0.644634;0.892857;10.000000;-8.723431;
1.020093;6.334903;19.003183;1.001402;-0.000000;2.437565;0.786283;0.128271;0.641357;0.892857;10.000000;-8.786909;
1.020903;6.347060;18.908261;1.001459;0.000000;2.413274;0.786647;0.127631;0.638154;0.892857;10.000000;-8.841688;
1.022523;6.369938;18.724609;1.001572;0.000000;2.366624;0.787419;0.126391;0.631956;0.892857;10.000000;-8.928996;
1.023982;6.388941;18.566147;1.001673;0.000000;2.326737;0.788162;0.125321;0.626607;0.892857;10.000000;-8.984718;
1.025440;6.406512;18.413846;1.001775;0.000000;2.288721;0.788952;0.124293;0.621467;0.892857;10.000000;-9.022216;
1.026898;6.422720;18.267412;1.001877;-0.000000;2.252464;0.789788;0.123305;0.616525;0.892857;10.000000;-9.044495;
1.028357;6.437625;18.126580;1.001978;-0.000000;2.217867;0.790671;0.122354;0.611772;0.892857;10.000000;-9.053910;
1.029815;6.451288;17.991091;1.002080;-0.000000;2.184835;0.791601;0.121440;0.607199;0.892857;10.000000;-9.052571;
1.031273;6.463767;17.860698;1.002181;-0.000000;2.153279;0.792577;0.120560;0.602798;0.892857;10.000000;-9.042294;
1.032732;6.475115;17.735163;1.002283;-0.000000;2.123116;0.793600;0.119712;0.598562;0.892857;10.000000;-9.024640;
1.034190;6.485386;17.614258;1.002385;-0.000000;2.094266;0.794669;0.118896;0.594481;0.892857;10.000000;-9.000944;
1.035649;6.494630;17.497766;1.002486;0.000000;2.066656;0.795785;0.118110;0.590549;0.892857;10.000000;-8.972342;
1.037107;6.502895;17.385479;1.002588;-0.000000;2.040217;0.796947;0.117352;0.586760;0.892857;10.000000;-8.939803;
1.038565;6.510227;17.277199;1.002689;0.000000;2.014882;0.798156;0.116621;0.583105;0.892857;10.000000;-8.904148;
1.040024;6.516669;17.172738;1.002791;-0.000000;1.990590;0.799412;0.115916;0.579580;0.892857;10.000000;-8.866072;
1.041482;6.522263;17.071914;1.002893;0.000000;1.967285;0.800714;0.115235;0.576177;0.892857;10.000000;-8.826163;
1.042940;6.527049;16.974557;1.002994;0.000000;1.944910;0.802062;0.114578;0.572891;0.892857;10.000000;-8.784917;
1.045857;6.534388;16.789464;1.003197;0.000000;1.902731;0.804899;0.113329;0.566644;0.892857;10.000000;-8.700377;
1.048774;6.538936;16.616351;1.003400;0.000000;1.863693;0.807921;0.112160;0.560802;0.892857;10.000000;-8.614566;
1.051691;6.540938;16.454139;1.003603;0.000000;1.827478;0.811130;0.111065;0.555326;0.892857;10.000000;-8.529164;
1.054607;6.540626;16.301828;1.003806;0.000000;1.793798;0.814525;0.110037;0.550186;0.892857;10.000000;-8.445383;
1.057524;6.538214;16.158508;1.004009;-0.000000;1.762393;0.818105;0.109070;0.545348;0.892857;10.000000;-8.364027;
1.060441;6.533898;16.023351;1.004212;-0.000000;1.733031;0.821871;0.108158;0.540787;0.892857;10.000000;-8.285589;
1.063357;6.527854;15.895607;1.004415;-0.000000;1.705507;0.825824;0.107295;0.536475;0.892857;10.000000;-8.210338;
1.066274;6.520246;15.774595;1.004617;0.000000;1.679637;0.829962;0.106479;0.532391;0.892857;10.000000;-8.138375;
1.069191;6.511222;15.659702;1.004820;-0.000000;1.655257;0.834285;0.105703;0.528513;0.892857;10.000000;-8.069692;
1.075024;6.489596;15.445658;1.005225;-0.000000;1.610336;0.843490;0.104258;0.521291;0.892857;10.000000;-7.941615;
1.078128;6.476377;15.339378;1.005441;-0.000000;1.588224;0.848691;0.103541;0.517701;0.892857;10.000000;-7.878154;
1.078128;6.476377;15.339378;1.005441;-0.000000;1.588224;0.848691;0.103541;0.517701;0.892857;10.000000;-7.878154;
1.078128;6.476377;15.339375;1.005441;-0.000000;1.588223;0.848691;0.103541;0.517701;0.892857;10.000000;-7.878152;
1.078128;6.476377;15.339375;1.005441;-0.000000;1.588223;0.848691;0.103541;0.517701;0.892857;10.000000;-7.878152;
1.078179;6.476147;15.337675;1.005445;0.000000;1.587899;0.848778;0.103529;0.517647;0.892857;10.000000;-7.877144;
1.078230;6.475918;15.335985;1.005448;0.000000;1.587549;0.848865;0.103518;0.517589;0.892857;10.000000;-7.876136;
1.078332;6.475459;15.332608;1.005455;0.000000;1.586848;0.849039;0.103495;0.517475;0.892857;10.000000;-7.874123;
1.078535;6.474536;15.325869;1.005469;0.000000;1.585455;0.849388;0.103450;0.517248;0.892857;10.000000;-7.870106;
1.078942;6.472678;15.312450;1.005497;-0.000000;1.582680;0.850089;0.103359;0.516795;0.892857;10.000000;-7.862111;
1.079756;6.468911;15.285845;1.005554;-0.000000;1.577185;0.851501;0.103179;0.515897;0.892857;10.000000;-7.846276;
1.081383;6.461175;15.233537;1.005667;0.000000;1.566409;0.854370;0.102826;0.514132;0.892857;10.000000;-7.815207;
1.084638;6.444958;15.132301;1.005893;0.000000;1.545659;0.860279;0.102143;0.510715;0.892857;10.000000;-7.755347;
1.091147;6.409969;14.941716;1.006345;0.000000;1.506970;0.872792;0.100857;0.504283;0.892857;10.000000;-7.643745;
1.097656;6.372049;14.764951;1.006796;-0.000000;1.471511;0.886228;0.099663;0.498315;0.892857;10.000000;-7.541758;
1.104165;6.331786;14.599636;1.007248;0.000000;1.438722;0.900587;0.098548;0.492733;0.892857;10.000000;-7.447846;
1.110674;6.289688;14.443759;1.007699;-0.000000;1.408152;0.915869;0.097495;0.487470;0.892857;10.000000;-7.360637;
1.117183;6.246176;14.295716;1.008150;-0.000000;1.379427;0.932073;0.096496;0.482473;0.892857;10.000000;-7.278972;
1.123692;6.201595;14.154206;1.008601;0.000000;1.352249;0.949200;0.095541;0.477697;0.892857;10.000000;-7.201894;
1.130202;6.156224;14.018180;1.009051;-0.000000;1.326382;0.967248;0.094623;0.473106;0.892857;10.000000;-7.128624;
1.136711;6.110288;13.886791;1.009501;0.000000;1.301637;0.986217;0.093736;0.468672;0.892857;10.000000;-7.058530;
1.143220;6.063971;13.759354;1.009952;-0.000000;1.277859;1.006106;0.092876;0.464372;0.892857;10.000000;-6.991105;
1.149729;6.017419;13.635317;1.010402;0.000000;1.254928;1.026917;0.092038;0.460186;0.892857;10.000000;-6.925937;
1.156238;5.970750;13.514230;1.010851;-0.000000;1.232743;1.048647;0.091221;0.456101;0.892857;10.000000;-6.862695;
1.169256;5.877506;13.279100;1.011750;-0.000000;1.190258;1.094864;0.089634;0.448170;0.892857;10.000000;-6.740745;
1.182275;5.784685;13.052586;1.012648;-0.000000;1.149983;1.144757;0.088105;0.440524;0.892857;10.000000;-6.623968;
1.195293;5.692628;12.833003;1.013546;-0.000000;1.111597;1.198320;0.086623;0.433114;0.892857;10.000000;-6.511321;
1.208311;5.601572;12.619064;1.014442;0.000000;1.074867;1.255552;0.085179;0.425901;0.892857;10.000000;-6.402063;
1.221329;5.511671;12.410112;1.015338;0.000000;1.039618;1.316449;0.083768;0.418861;0.892857;10.000000;-6.295691;
1.234348;5.423015;12.205645;1.016233;-0.000000;1.005719;1.381008;0.082388;0.411978;0.892857;10.000000;-6.191846;
1.247366;5.335658;12.005300;1.017127;0.000000;0.973077;1.449226;0.081036;0.405239;0.892857;10.000000;-6.090291;
1.260384;5.249624;11.808810;1.018020;-0.000000;0.941614;1.521098;0.079709;0.398634;0.892857;10.000000;-5.990862;
1.273403;5.164922;11.615967;1.018913;-0.000000;0.911269;1.596623;0.078408;0.392157;0.892857;10.000000;-5.893443;
1.299439;4.999473;11.240130;1.020696;-0.000000;0.852799;1.758612;0.075871;0.379354;0.892857;10.000000;-5.702352;
1.319000;4.878602;10.963948;1.022033;-0.000000;0.812457;1.889895;0.074007;0.370306;0.892857;10.000000;-5.564404;
1.319000;5.366677;19.168465;1.022033;8.229474;-9.450090;1.889895;0.653735;3.268676;0.892857;10.000000;-5.564404;
1.319000;5.366679;19.168464;1.022033;8.229473;-9.450090;1.889895;0.653735;3.268676;0.892857;10.000000;-5.564394;
1.319000;5.366679;19.168463;1.022033;8.229473;-9.450090;1.889895;0.653735;3.268676;0.892857;10.000000;-5.564384;
1.319000;5.366680;19.168461;1.022033;8.229473;-9.450089;1.889895;0.653735;3.268676;0.892857;10.000000;-5.564364;
1.319000;5.366680;19.168458;1.022033;8.229474;-9.450087;1.889895;0.653735;3.268676;0.892857;10.000000;-5.564324;
