time;SVarC_SVarC_URegulatedPu;SVarC_SVarC_BPu;SVarC_SVarC_QInjPu;SVarC_SVarC_modeHandling_mode;SVarC_SVarC_modeHandling_URefPu;Load_load_UPu_value;
0.000000;1.000000;0.000000;0.000000;2.000000;1.000000;1.000000;
10.000000;1.000000;0.000000;0.000000;2.000000;1.000000;1.000000;
10.000000;0.956639;0.000000;0.000000;2.000000;1.000000;0.956639;
20.000000;0.956639;0.000000;0.000000;2.000000;1.000000;0.956639;
20.000000;0.977778;0.732067;0.729033;3.000000;0.977778;0.977778;
30.000000;0.977778;0.731989;0.729034;3.000000;0.977778;0.977778;
30.000000;0.940396;1.067800;1.002642;3.000000;0.977778;0.940396;
40.000000;0.940396;1.067871;1.002714;3.000000;0.977778;0.940396;
