time;WPP4B_WPP4B_injector_PInjPu;WPP4B_WPP4B_injector_QInjPu;WPP4B_WPP4B_injector_terminal_V_re;WPP4B_WPP4B_injector_terminal_i_re;WPP4B_WPP4B_injector_terminal_V_im;WPP4B_WPP4B_injector_terminal_i_im;WPP4B_WPP4B_pll_omegaPLLPu;HVRTWecc_hvrt_fOCB;HVRTWecc_hvrt_switchOffSignal;
1.262526;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000006;1.000000;1.000000;
1.265752;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000006;1.000000;1.000000;
1.268979;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000005;1.000000;1.000000;
1.272206;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000005;1.000000;1.000000;
1.275432;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000005;1.000000;1.000000;
1.278659;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000005;1.000000;1.000000;
1.281886;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000005;1.000000;1.000000;
1.285112;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000005;1.000000;1.000000;
1.288339;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000005;1.000000;1.000000;
1.291566;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000005;1.000000;1.000000;
1.294792;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000005;1.000000;1.000000;
1.298019;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000005;1.000000;1.000000;
1.301245;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.304472;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.307699;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.310925;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.314152;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.317379;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.320605;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.323832;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.327059;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.330285;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.333512;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000004;1.000000;1.000000;
1.336739;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.339965;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.343192;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.346419;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.349645;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.356099;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.361907;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.367715;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.373523;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.375614;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.375615;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.375616;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.375618;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.375622;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.375630;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.375646;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.375678;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.375742;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.375870;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.376126;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.376638;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.377662;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.379710;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.383806;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000003;1.000000;1.000000;
1.387902;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.391998;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.396094;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.400190;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.404286;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.408382;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.412478;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.416574;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.420670;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.428862;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.436235;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.443607;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.450980;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.458353;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000002;1.000000;1.000000;
1.465726;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.473099;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.480471;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.487844;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.495217;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.502590;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.509963;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.517335;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.524708;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.532081;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.546827;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.561572;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.576318;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.591063;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.605809;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.620555;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000001;1.000000;1.000000;
1.635300;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.650046;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.679537;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.709028;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.738519;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.768011;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.797502;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.856484;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.915467;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.943428;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.957409;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.965295;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.970806;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.974792;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.978777;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.982762;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.988330;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.993899;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
1.999467;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.000000;-0.000000;0.000000;1.170000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.000000;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.000001;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.000002;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.000004;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.000008;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.000016;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.000032;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.000064;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.000128;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.000256;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.000512;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.999999;1.000000;1.000000;
2.001024;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.001251;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.001536;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.002560;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.003481;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.004403;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.005324;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.006246;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.006873;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.006874;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.006875;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.006877;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.006881;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.006889;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.006905;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.006937;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.007001;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.007129;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.007385;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.007897;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.008921;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.009945;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.010969;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.011993;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.013017;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.014041;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.015065;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.016089;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.017113;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.018137;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.019161;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.020185;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.021209;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.022233;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.023257;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.024281;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.025305;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.026329;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.028377;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.030220;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.032064;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.033907;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.035750;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.037593;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.039436;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.041280;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.043123;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.044966;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.046809;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.048652;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050000;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050001;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050002;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050004;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050008;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050016;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050032;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050064;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050128;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050256;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.050512;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.051024;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.052048;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.054096;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.058192;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.062288;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.066384;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.070480;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.074576;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.078672;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.082768;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.086864;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.090960;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.099152;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.107344;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.112844;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.112845;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.112846;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.112848;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.112852;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.112860;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.112876;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.112908;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.112972;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.113100;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.113356;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.113868;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.114892;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.116940;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.121036;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.129228;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.137420;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.153804;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.170188;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.186572;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.202956;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.219340;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.252108;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.284876;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.317644;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.350412;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.383180;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.415948;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.448716;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.514252;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.579788;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.645324;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.710860;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.841932;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
2.973004;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
3.089809;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
3.206614;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
3.309878;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
3.413142;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
3.619670;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
3.826198;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
4.239253;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
4.652309;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
5.065365;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
5.891477;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
5.999999;-0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;
5.999999;0.000000;0.000000;1.000000;0.000000;-0.000004;0.000000;0.999989;1.000000;1.000000;
6.000000;0.000000;0.000000;1.000000;0.000000;-0.000001;0.000000;0.999998;1.000000;1.000000;
6.000001;-0.000000;0.000000;1.000000;0.000000;0.000003;0.000000;1.000008;1.000000;1.000000;
6.000003;-0.000000;0.000000;1.000000;0.000000;0.000009;0.000000;1.000026;1.000000;1.000000;
6.000007;-0.000000;0.000000;1.000000;0.000000;0.000021;0.000000;1.000064;1.000000;1.000000;
6.000015;-0.000000;0.000000;1.000000;0.000000;0.000046;0.000000;1.000139;1.000000;1.000000;
6.000031;-0.000000;0.000000;1.000000;0.000000;0.000097;0.000000;1.000286;1.000000;1.000000;
6.000063;-0.000000;0.000000;1.000000;0.000000;0.000197;0.000000;1.000575;1.000000;1.000000;
6.000127;-0.000000;0.000000;1.000000;0.000000;0.000398;0.000000;1.001127;1.000000;1.000000;
6.000255;-0.000000;0.000000;1.000000;0.000000;0.000800;0.000000;1.002140;1.000000;1.000000;
6.000383;-0.000000;0.000000;0.999999;0.000000;0.001203;0.000000;1.003039;1.000000;1.000000;
6.000511;-0.000000;0.000000;0.999999;0.000000;0.001605;0.000000;1.003837;1.000000;1.000000;
6.000539;-0.000000;0.000000;0.999999;0.000000;0.001693;0.000000;1.004000;1.000000;1.000000;
6.000540;-0.000000;0.000000;0.999999;0.000000;0.001696;0.000000;1.004006;1.000000;1.000000;
6.000541;-0.000000;0.000000;0.999999;0.000000;0.001699;0.000000;1.004012;1.000000;1.000000;
6.000543;-0.000000;0.000000;0.999999;0.000000;0.001706;0.000000;1.004023;1.000000;1.000000;
6.000547;-0.000000;0.000000;0.999999;0.000000;0.001718;0.000000;1.004045;1.000000;1.000000;
6.000555;-0.000000;0.000000;0.999998;0.000000;0.001743;0.000000;1.004090;1.000000;1.000000;
6.000571;-0.000000;0.000000;0.999998;0.000000;0.001794;0.000000;1.004179;1.000000;1.000000;
6.000575;-0.000000;0.000000;0.999998;0.000000;0.001806;0.000000;1.004200;1.000000;1.000000;
6.000576;-0.000000;0.000000;0.999998;0.000000;0.001809;0.000000;1.004205;1.000000;1.000000;
6.000577;-0.000000;0.000000;0.999998;0.000000;0.001812;0.000000;1.004211;1.000000;1.000000;
6.000579;-0.000000;0.000000;0.999998;0.000000;0.001818;0.000000;1.004222;1.000000;1.000000;
6.000583;-0.000000;0.000000;0.999998;0.000000;0.001831;0.000000;1.004244;1.000000;1.000000;
6.000591;-0.000000;0.000000;0.999998;0.000000;0.001856;0.000000;1.004287;1.000000;1.000000;
6.000607;-0.000000;0.000000;0.999998;0.000000;0.001906;0.000000;1.004373;1.000000;1.000000;
6.000639;-0.000000;0.000000;0.999998;0.000000;0.002007;0.000000;1.004541;1.000000;1.000000;
6.000703;-0.000000;0.000000;0.999998;0.000000;0.002208;0.000000;1.004863;1.000000;1.000000;
6.000831;-0.000000;0.000000;0.999997;0.000000;0.002610;0.000000;1.005453;1.000000;1.000000;
6.000959;-0.000000;0.000000;0.999995;0.000000;0.003012;0.000000;1.005976;1.000000;1.000000;
6.001215;-0.000000;0.000000;0.999993;0.000000;0.003816;0.000000;1.006860;1.000000;1.000000;
6.001445;-0.000000;0.000000;0.999990;0.000000;0.004540;0.000000;1.007493;1.000000;1.000000;
6.001676;-0.000000;0.000000;0.999986;0.000000;0.005264;0.000000;1.008001;1.000000;1.000000;
6.001906;-0.000000;0.000000;0.999982;0.000000;0.005988;0.000000;1.008410;1.000000;1.000000;
6.002136;-0.000000;0.000000;0.999977;0.000000;0.006711;0.000000;1.008739;1.000000;1.000000;
6.002367;-0.000000;0.000000;0.999972;0.000000;0.007435;0.000000;1.009003;1.000000;1.000000;
