"time","WT4B.injector.PInjPu","WT4B.injector.QInjPu","WT4B.pll.omegaPLLPu"
2.773,0.6997622482523776,0.20714939167702,1
2.774,0.6997622447871542,0.207138236804854,1
2.775,0.6997622413328669,0.207127088372532,1
2.776,0.6997622378895154,0.2071159463799942,1
2.777,0.6997622344571002,0.2071048108271813,1
2.778,0.6997622310356212,0.207093681714034,1
2.779,0.6997622276250783,0.2070825590404928,1
2.78,0.699762224225471,0.2070714428064983,1
2.781,0.6997622208368,0.2070603330119913,1
2.782,0.699762217459065,0.2070492296569124,1
2.783,0.699762214092266,0.2070381327412027,1
2.784,0.6997622107364031,0.2070270422648027,1
2.785,0.6997622073914763,0.2070159582276533,1
2.786,0.6997622040574856,0.2070048806296954,1
2.787,0.6997622007344307,0.2069938094708699,1
2.788,0.6997621974223118,0.2069827447511176,1
2.789,0.6997621941211292,0.2069716864703798,1
2.79,0.6997621908308826,0.2069606346285972,1
2.791,0.6997621875515719,0.2069495892257109,1
2.792,0.6997621842831974,0.2069385502616622,1
2.793,0.6997621810257592,0.206927517736392,1
2.794,0.6997621777792565,0.2069164916498414,1
2.795,0.6997621745436902,0.2069054720019516,1
2.796,0.6997621713190597,0.2068944587926639,1
2.797,0.6997621681053654,0.2068834520219197,1
2.798,0.6997621649026075,0.20687245168966,1
2.799,0.699762161710785,0.2068614577958261,1
2.8,0.699762158529899,0.2068504703403595,1
2.801,0.6997621553599487,0.2068394893232016,1
2.802,0.6997621522009346,0.2068285147442937,1
2.803,0.6997621490528565,0.2068175466035773,1
2.804,0.6997621459157146,0.2068065849009939,1
2.805,0.6997621427895088,0.206795629636485,1
2.806,0.6997621396112728,0.2067846694598525,1
2.807,0.6997621364298018,0.2067737131667856,1
2.808,0.6997621332582389,0.2067627631264428,1
2.809,0.6997621300965845,0.2067518193387676,1
2.81,0.6997621269448384,0.2067408818037032,1
2.811,0.6997621238030005,0.206729950521193,1
2.812,0.6997621206710708,0.2067190254911802,1
2.813,0.6997621175490496,0.2067081067136085,1
2.814,0.6997621144369366,0.206697194188421,1
2.815,0.699762111334732,0.2066862879155614,1
2.816,0.6997621082424356,0.2066753878949731,1
2.817,0.6997621051600473,0.2066644941265995,1
2.818,0.6997621020875676,0.2066536066103844,1
2.819,0.699762099024996,0.2066427253462713,1
2.82,0.6997620959723329,0.2066318503342038,1
2.821,0.6997620929295779,0.2066209815741256,1
2.822,0.6997620898967313,0.2066101190659803,1
2.823,0.6997620868737932,0.2065992628097117,1
2.824,0.6997620838607631,0.2065884128052635,1
2.825,0.6997620808576412,0.2065775690525795,1
2.826,0.6997620778644278,0.2065667315516035,1
2.827,0.6997620748811226,0.2065559003022794,1
2.828,0.6997620719077258,0.2065450753045511,1
2.829,0.6997620689442374,0.2065342565583625,1
2.83,0.6997620659906568,0.2065234440636574,1
2.831,0.699762063046985,0.2065126378203799,1
2.832,0.6997620601132212,0.206501837828474,1
2.833,0.699762057189366,0.2064910440878839,1
2.834,0.6997620542754189,0.2064802565985534,1
2.835,0.6997620513713798,0.2064694753604266,1
2.836,0.6997620484772494,0.2064587003734479,1
2.837,0.6997620455930272,0.2064479316375614,1
2.838,0.6997620427187135,0.2064371691527111,1
2.839,0.6997620398543077,0.2064264129188415,1
2.84,0.6997620369998104,0.2064156629358965,1
2.841,0.6997620341552212,0.2064049192038208,1
2.842,0.6997620313205405,0.2063941817225587,1
2.843,0.699762028495768,0.2063834504920542,1
2.844,0.6997620256809038,0.2063727255122521,1
2.845,0.699762022875948,0.2063620067830966,1
2.846,0.6997620200809005,0.2063512943045322,1
2.847,0.6997620172957614,0.2063405880765035,1
2.848,0.6997620145205302,0.2063298880989548,1
2.849,0.6997620117552077,0.2063191943718309,1
2.85,0.6997620089997932,0.2063085068950763,1
2.851,0.699762006254287,0.2062978256686355,1
2.852,0.6997620035186893,0.2062871506924533,1
2.853,0.6997620007929994,0.2062764819664744,1
2.854,0.6997619980772186,0.2062658194906435,1
2.855,0.6997619953713456,0.2062551632649052,1
2.856,0.6997619926753808,0.2062445132892045,1
2.857,0.6997619899893246,0.2062338695634861,1
2.858,0.6997619873131766,0.2062232320876948,1
2.859,0.6997619846469367,0.2062126008617756,1
2.86,0.6997619819906054,0.2062019758856734,1
2.861,0.6997619793441822,0.206191357159333,1
2.862,0.6997619767076672,0.2061807446826996,1
2.863,0.6997619740810608,0.206170138455718,1
2.864,0.6997619714643625,0.2061595384783333,1
2.865,0.6997619688575725,0.2061489447504907,1
2.866,0.699761966260691,0.2061383572721351,1
2.867,0.6997619636737176,0.2061277760432118,1
2.868,0.6997619610966522,0.2061172010636659,1
2.869,0.6997619585294955,0.2061066323334426,1
2.87,0.6997619559722469,0.2060960698524872,1
2.871,0.6997619534249067,0.2060855136207448,1
2.872,0.6997619508874747,0.2060749636381609,1
2.873,0.6997619483599509,0.2060644199046807,1
2.874,0.699761945842336,0.2060538824202497,1
2.875,0.6997619433346288,0.2060433511848131,1
2.876,0.69976194083683,0.2060328261983164,1
2.877,0.6997619383489396,0.2060223074607052,1
2.878,0.6997619358709575,0.2060117949719248,1
2.879,0.6997619334028837,0.2060012887319209,1
2.88,0.6997619309447179,0.2059907887406388,1
2.881,0.6997619284964608,0.2059802949980244,1
2.882,0.6997619260581118,0.2059698075040231,1
2.883,0.6997619236296712,0.2059593262585806,1
2.884,0.6997619212111388,0.2059488512616426,1
2.885,0.6997619188025145,0.2059383825131549,1
2.886,0.6997619164037989,0.2059279200130631,1
2.887,0.6997619140149912,0.2059174637613131,1
2.888,0.699761911636092,0.2059070137578506,1
2.889,0.699761909267101,0.2058965700026216,1
2.89,0.6997619069080183,0.2058861324955717,1
2.891,0.6997619045588442,0.2058757012366473,1
2.892,0.6997619022195783,0.2058652762257939,1
2.893,0.6997618998902203,0.2058548574629575,1
2.894,0.699761897570771,0.2058444449480844,1
2.895,0.6997618952612299,0.2058340386811204,1
2.896,0.6997618929615969,0.2058236386620117,1
2.897,0.6997618906718724,0.2058132448907043,1
2.898,0.6997618883920559,0.2058028573671443,1
2.899,0.6997618861221483,0.2057924760912781,1
2.9,0.6997618838621484,0.2057821010630516,1
2.901,0.699761881612057,0.2057717322824112,1
2.902,0.6997618793718741,0.2057613697493032,1
2.903,0.699761877141599,0.2057510134636738,1
2.904,0.6997618749212324,0.2057406634254695,1
2.905,0.6997618727107744,0.2057303196346364,1
2.906,0.6997618705102242,0.205719982091121,1
2.907,0.6997618683195826,0.2057096507948698,1
2.908,0.6997618661388495,0.2056993257458292,1
2.909,0.6997618639680244,0.2056890069439457,1
2.91,0.6997618618071076,0.2056786943891658,1
2.911,0.6997618596560991,0.2056683880814362,1
2.912,0.6997618575149991,0.2056580880207033,1
2.913,0.6997618553838069,0.2056477942069137,1
2.914,0.6997618532625234,0.2056375066400142,1
2.915,0.6997618511511483,0.2056272253199514,1
2.916,0.6997618490496813,0.205616950246672,1
2.917,0.6997618469581226,0.2056066814201229,1
2.918,0.6997618448764724,0.2055964188402506,1
2.919,0.69976184280473,0.2055861625070022,1
2.92,0.6997618407428963,0.2055759124203244,1
2.921,0.6997618386909707,0.2055656685801641,1
2.922,0.6997618366489536,0.2055554309864682,1
2.923,0.6997618346168445,0.2055451996391836,1
2.924,0.699761832594644,0.2055349745382573,1
2.925,0.6997618305823515,0.2055247556836364,1
2.926,0.6997618285799676,0.2055145430752678,1
2.927,0.699761826587492,0.2055043367130988,1
2.928,0.6997618246049246,0.2054941365970762,1
2.929,0.6997618226322652,0.2054839427271472,1
2.93,0.6997618206695145,0.2054737551032592,1
2.931,0.6997618187166719,0.2054635737253591,1
2.932,0.6997618167737376,0.2054533985933943,1
2.933,0.6997618148407115,0.2054432297073121,1
2.934,0.6997618129175938,0.2054330670670597,1
2.935,0.6997618110043845,0.2054229106725844,1
2.936,0.6997618091010834,0.2054127605238336,1
2.937,0.6997618072076904,0.2054026166207548,1
2.938,0.699761805324206,0.2053924789632953,1
2.939,0.6997618034506298,0.2053823475514026,1
2.94,0.6997618015869619,0.2053722223850241,1
2.941,0.6997617997332023,0.2053621034641075,1
2.942,0.699761797889351,0.2053519907886002,1
2.943,0.6997617960554079,0.2053418843584499,1
2.944,0.6997617942313731,0.205331784173604,1
2.945,0.6997617924172467,0.2053216902340105,1
2.946,0.6997617906130286,0.2053116025396167,1
2.947,0.6997617888187186,0.2053015210903707,1
2.948,0.6997617870343169,0.2052914458862199,1
2.949,0.6997617852598239,0.2052813769271123,1
2.95,0.6997617834952387,0.2052713142129956,1
2.951,0.6997617817405621,0.2052612577438177,1
2.952,0.6997617799957938,0.2052512075195265,1
2.953,0.6997617782244172,0.2052411561940273,1
2.954,0.699761776399949,0.2052310984396144,1
2.955,0.6997617745840552,0.2052210466616771,1
2.956,0.6997617727767353,0.2052110008601654,1
2.957,0.6997617709779899,0.2052009610350295,1
2.958,0.6997617691878188,0.2051909271862197,1
2.959,0.699761767406222,0.2051808993136861,1
2.96,0.6997617656331993,0.2051708774173791,1
2.961,0.6997617638687509,0.205160861497249,1
2.962,0.6997617621128771,0.2051508515532461,1
2.963,0.6997617603655772,0.2051408475853206,1
2.964,0.6997617586268521,0.2051308495934231,1
2.965,0.6997617568967006,0.2051208575775039,1
2.966,0.6997617551751235,0.2051108715375134,1
2.967,0.6997617534621208,0.2051008914734022,1
2.968,0.6997617517576922,0.2050909173851206,1
2.969,0.6997617500618381,0.2050809492726194,1
2.97,0.6997617483745581,0.205070987135849,1
2.971,0.6997617466958524,0.2050610309747599,1
2.972,0.699761745025721,0.205051080789303,1
2.973,0.6997617433641637,0.2050411365794286,1
2.974,0.699761741711181,0.2050311983450876,1
2.975,0.6997617400667724,0.2050212660862308,1
2.976,0.6997617384309381,0.2050113398028086,1
2.977,0.6997617368036778,0.2050014194947721,1
2.978,0.6997617351849922,0.2049915051620719,1
2.979,0.6997617335748805,0.2049815968046588,1
2.98,0.6997617319733433,0.2049716944224839,1
2.981,0.6997617303803801,0.2049617980154978,1
2.982,0.6997617287959912,0.2049519075836516,1
2.983,0.6997617272201767,0.2049420231268961,1
2.984,0.6997617256529367,0.2049321446451825,1
2.985,0.6997617240942706,0.2049222721384615,1
2.986,0.6997617225441789,0.2049124056066844,1
2.987,0.6997617210026613,0.2049025450498022,1
2.988,0.6997617194697183,0.2048926904677658,1
2.989,0.6997617179453494,0.2048828418605264,1
2.99,0.6997617164295549,0.2048729992280354,1
2.991,0.6997617149223344,0.2048631625702437,1
2.992,0.6997617134236882,0.2048533318871025,1
2.993,0.6997617119336164,0.2048435071785633,1
2.994,0.6997617104521189,0.2048336884445771,1
2.995,0.6997617089791954,0.2048238756850953,1
2.996,0.6997617075148467,0.2048140689000693,1
2.997,0.6997617060590718,0.2048042680894503,1
2.998,0.699761704611871,0.2047944732531898,1
2.999,0.6997617031732448,0.2047846843912391,1
3,0.6997617017431929,0.2047749015035498,1
3.001,0.699761700321715,0.2047651245900733,1
3.002,0.6997616989088117,0.2047553536507612,1
3.003,0.6997616975044822,0.2047455886855647,1
3.004,0.6997616961087272,0.2047358296944358,1
3.005,0.6997616947215467,0.2047260766773258,1
3.006,0.6997616933429404,0.2047163296341865,1
3.007,0.6997616919729083,0.2047065885649694,1
3.008,0.6997616906114503,0.2046968534696262,1
3.009,0.6997616892585667,0.2046871243481087,1
3.01,0.6997616879142573,0.2046774012003686,1
3.011,0.6997616865785222,0.2046676840263576,1
3.012,0.6997616852513615,0.2046579728260277,1
3.013,0.6997616839327748,0.2046482675993304,1
3.014,0.6997616826227626,0.2046385683462179,1
3.015,0.6997616813213245,0.2046288750666419,1
3.016,0.6997616800284606,0.2046191877605543,1
3.017,0.6997616787441711,0.2046095064279071,1
3.018,0.6997616774684561,0.2045998310686524,1
3.019,0.699761676201315,0.2045901616827419,1
3.02,0.6997616749427482,0.2045804982701279,1
3.021,0.6997616736927559,0.2045708408307623,1
3.022,0.6997616724513379,0.2045611893645974,1
3.023,0.6997616712184936,0.204551543871585,1
3.024,0.6997616699942241,0.2045419043516776,1
3.025,0.6997616687785289,0.2045322708048272,1
3.026,0.6997616675714077,0.204522643230986,1
3.027,0.6997616663728609,0.2045130216301063,1
3.028,0.6997616651828882,0.2045034060021403,1
3.029,0.6997616640014898,0.2044937963470404,1
3.03,0.6997616628286658,0.204484192664759,1
3.031,0.699761661664416,0.2044745949552481,1
3.032,0.6997616605087404,0.2044650032184604,1
3.033,0.6997616593616393,0.2044554174543483,1
3.034,0.699761658223112,0.2044458376628641,1
3.035,0.6997616570931594,0.2044362638439605,1
3.036,0.6997616559717809,0.2044266959975897,1
3.037,0.6997616548589769,0.2044171341237046,1
3.038,0.6997616537547469,0.2044075782222574,1
3.039,0.6997616526590913,0.204398028293201,1
3.04,0.6997616515720098,0.2043884843364878,1
3.041,0.6997616504935025,0.2043789463520705,1
3.042,0.6997616494235697,0.2043694143399021,1
3.043,0.6997616483622111,0.2043598882999348,1
3.044,0.6997616473094266,0.2043503682321216,1
3.045,0.6997616462652166,0.2043408541364153,1
3.046,0.6997616452295807,0.2043313460127686,1
3.047,0.699761644202519,0.2043218438611344,1
3.048,0.6997616431840318,0.2043123476814657,1
3.049,0.6997616421741188,0.2043028574737151,1
3.05,0.6997616411727802,0.2042933732378357,1
3.051,0.6997616401800157,0.2042838949737804,1
3.052,0.6997616391958253,0.2042744226815022,1
3.053,0.6997616382202093,0.204264956360954,1
3.054,0.6997616372531676,0.204255496012089,1
3.055,0.6997616362947003,0.2042460416348603,1
3.056,0.699761635344807,0.2042365932292207,1
3.057,0.6997616344034883,0.2042271507951236,1
3.058,0.6997616334707436,0.2042177143325221,1
3.059,0.6997616325465731,0.2042082838413694,1
3.06,0.6997616316309772,0.2041988593216186,1
3.061,0.6997616307239553,0.204189440773223,1
3.062,0.6997616298255076,0.2041800281961359,1
3.063,0.6997616289356344,0.2041706215903106,1
3.064,0.6997616280543353,0.2041612209557005,1
3.065,0.6997616271816106,0.2041518262922588,1
3.066,0.6997616263174601,0.2041424375999391,1
3.067,0.6997616254618837,0.2041330548786945,1
3.068,0.6997616246148818,0.2041236781284787,1
3.069,0.6997616237764541,0.2041143073492452,1
3.07,0.6997616229466005,0.2041049425409474,1
3.071,0.6997616221253211,0.2040955837035389,1
3.072,0.6997616213126163,0.2040862308369732,1
3.073,0.6997616205084856,0.2040768839412039,1
3.074,0.6997616197129292,0.2040675430161848,1
3.075,0.6997616189259469,0.2040582080618693,1
3.076,0.6997616181475392,0.2040488790782113,1
3.077,0.6997616173777057,0.2040395560651644,1
3.078,0.6997616166164463,0.2040302390226824,1
3.079,0.699761615863761,0.204020927950719,1
3.08,0.6997616151196503,0.204011622849228,1
3.081,0.6997616143841137,0.2040023237181634,1
3.082,0.6997616136571515,0.2039930305574789,1
3.083,0.6997616129387635,0.2039837433671284,1
3.084,0.6997616122289495,0.2039744621470659,1
3.085,0.6997616115277103,0.2039651868972454,1
3.086,0.6997616108350448,0.2039559176176206,1
3.087,0.6997616101509539,0.2039466543081458,1
3.088,0.6997616094754372,0.2039373969687749,1
3.089,0.6997616088084949,0.2039281455994622,1
3.09,0.6997616081501266,0.2039189002001614,1
3.091,0.6997616075003328,0.2039096607708269,1
3.092,0.6997616068591131,0.2039004273114128,1
3.093,0.6997616062264677,0.2038911998218733,1
3.094,0.6997616056023966,0.2038819783021626,1
3.095,0.6997616049868997,0.203872762752235,1
3.096,0.6997616043799771,0.2038635531720447,1
3.097,0.6997616037816289,0.203854349561546,1
3.098,0.6997616031918547,0.2038451519206932,1
3.099,0.699761602610655,0.2038359602494408,1
3.1,0.6997616020380295,0.2038267745477432,1
3.101,0.6997616013927281,0.2038175760877611,1
3.102,0.6997616007472426,0.2038083815785586,1
3.103,0.6997616001091336,0.2037991927627844,1
3.104,0.6997615994784009,0.2037900096403951,1
3.105,0.6997615988550447,0.203780832211347,1
3.106,0.699761598239065,0.203771660475597,1
3.107,0.6997615976304615,0.2037624944331013,1
3.108,0.6997615970292345,0.203753334083817,1
3.109,0.6997615964353839,0.2037441794277004,1
3.11,0.6997615958489098,0.2037350304647083,1
3.111,0.6997615952698123,0.2037258871947975,1
3.112,0.699761594698091,0.2037167496179246,1
3.113,0.6997615941337462,0.2037076177340465,1
3.114,0.6997615935767778,0.2036984915431198,1
3.115,0.6997615930271859,0.2036893710451015,1
3.116,0.6997615924849703,0.2036802562399484,1
3.117,0.6997615919501312,0.2036711471276173,1
3.118,0.6997615914226684,0.2036620437080651,1
3.119,0.6997615909025824,0.2036529459812489,1
3.12,0.6997615903898722,0.2036438539471254,1
3.121,0.6997615898845386,0.2036347676056518,1
3.122,0.6997615893865818,0.203625686956785,1
3.123,0.6997615888960014,0.203616612000482,1
3.124,0.6997615884127972,0.2036075427367,1
3.125,0.6997615879369693,0.2035984791653959,1
3.126,0.6997615874685182,0.203589421286527,1
3.127,0.6997615870074433,0.2035803691000502,1
3.128,0.6997615865537449,0.2035713226059229,1
3.129,0.6997615861074227,0.2035622818041021,1
3.13,0.6997615856684771,0.2035532466945453,1
3.131,0.699761585236908,0.2035442172772095,1
3.132,0.6997615848127151,0.203535193552052,1
3.133,0.699761584395899,0.2035261755190302,1
3.134,0.699761583986459,0.2035171631781014,1
3.135,0.6997615835843957,0.2035081565292229,1
3.136,0.6997615831897086,0.2034991555723522,1
3.137,0.6997615828023978,0.2034901603074465,1
3.138,0.6997615824224637,0.2034811707344634,1
3.139,0.6997615820499057,0.2034721868533603,1
3.14,0.6997615816847246,0.2034632086640948,1
3.141,0.6997615813269195,0.2034542361666242,1
3.142,0.699761580976491,0.2034452693609063,1
3.143,0.699761580633439,0.2034363082468984,1
3.144,0.6997615802977631,0.2034273528245583,1
3.145,0.6997615799694639,0.2034184030938436,1
3.146,0.6997615796485412,0.2034094590547119,1
3.147,0.6997615793349951,0.2034005207071208,1
3.148,0.6997615790288251,0.2033915880510282,1
3.149,0.6997615787300315,0.2033826610863917,1
3.15,0.6997615784386144,0.203373739813169,1
3.151,0.6997615781545736,0.203364824231318,1
3.152,0.6997615778779092,0.2033559143407964,1
3.153,0.6997615776086217,0.2033470101415623,1
3.154,0.6997615773467101,0.2033381116335732,1
3.155,0.6997615770921749,0.2033292188167872,1
3.156,0.6997615768450165,0.2033203316911621,1
3.157,0.6997615766052346,0.2033114502566561,1
3.158,0.6997615763728287,0.2033025745132269,1
3.159,0.6997615761477998,0.2032937044608326,1
3.16,0.6997615759301467,0.2032848400994313,1
3.161,0.6997615757198702,0.2032759814289808,1
3.162,0.69976157551697,0.2032671284494395,1
3.163,0.6997615753214467,0.2032582811607654,1
3.164,0.6997615751332994,0.2032494395629165,1
3.165,0.6997615749525288,0.203240603655851,1
3.166,0.6997615747791345,0.2032317734395272,1
3.167,0.6997615746131165,0.2032229489139033,1
3.168,0.6997615744544754,0.2032141300789375,1
3.169,0.69976157430321,0.2032053169345879,1
3.17,0.6997615741593214,0.203196509480813,1
3.171,0.6997615740228091,0.2031877077175712,1
3.172,0.6997615738936733,0.2031789116448207,1
3.173,0.6997615737719141,0.2031701212625198,1
3.174,0.6997615736575311,0.203161336570627,1
3.175,0.6997615735505248,0.2031525575691008,1
3.176,0.6997615734508947,0.2031437842578995,1
3.177,0.6997615733586409,0.2031350166369816,1
3.178,0.6997615732737638,0.2031262547063058,1
3.179,0.699761573196263,0.2031174984658304,1
3.18,0.6997615731261387,0.2031087479155142,1
3.181,0.6997615730633906,0.2031000030553155,1
3.182,0.6997615730080194,0.2030912638851932,1
3.183,0.6997615729600239,0.2030825304051056,1
3.184,0.6997615729194054,0.2030738026150118,1
3.185,0.6997615728861631,0.2030650805148701,1
3.186,0.6997615728602975,0.2030563641046395,1
3.187,0.6997615728418076,0.2030476533842786,1
3.188,0.699761572830695,0.2030389483537463,1
3.189,0.6997615728269585,0.2030302490130013,1
3.19,0.6997615728305984,0.2030215553620024,1
3.191,0.6997615728416149,0.2030128674007086,1
3.192,0.6997615728600075,0.2030041851290785,1
3.193,0.6997615728857766,0.2029955085470714,1
3.194,0.699761572918922,0.2029868376546459,1
3.195,0.6997615729594442,0.2029781724517613,1
3.196,0.6997615730073425,0.2029695129383762,1
3.197,0.6997615730626173,0.2029608591144499,1
3.198,0.6997615731252684,0.2029522109799413,1
3.199,0.6997615731952964,0.2029435685348096,1
3.2,0.6997615732727005,0.2029349317790138,1
3.201,0.6997615733574809,0.2029263007125131,1
3.202,0.699761573449638,0.2029176753352666,1
3.203,0.6997615735491715,0.2029090556472335,1
3.204,0.6997615736560814,0.202900441648373,1
3.205,0.6997615737703674,0.2028918333386441,1
3.206,0.6997615738920302,0.2028832307180065,1
3.207,0.6997615740210694,0.2028746337864193,1
3.208,0.6997615741574849,0.2028660425438416,1
3.209,0.6997615743012768,0.2028574569902331,1
3.21,0.6997615744524451,0.2028488771255529,1
3.211,0.6997615746109901,0.2028403029497605,1
3.212,0.6997615747769111,0.2028317344628153,1
3.213,0.6997615749502087,0.2028231716646767,1
3.214,0.6997615751308829,0.2028146145553042,1
3.215,0.6997615753189336,0.2028060631346574,1
3.216,0.6997615755143606,0.2027975174026958,1
3.217,0.6997615757171637,0.2027889773593788,1
3.218,0.6997615759273436,0.2027804430046661,1
3.219,0.6997615761448996,0.2027719143385172,1
3.22,0.6997615763698324,0.2027633913608919,1
3.221,0.6997615766021414,0.2027548740717499,1
3.222,0.699761576841827,0.2027463624710508,1
3.223,0.6997615770888888,0.2027378565587541,1
3.224,0.6997615773433273,0.2027293563348198,1
3.225,0.6997615776051419,0.2027208617992076,1
3.226,0.6997615778743331,0.2027123729518773,1
3.227,0.6997615781509008,0.2027038897927887,1
3.228,0.6997615784348449,0.2026954123219017,1
3.229,0.6997615787261653,0.2026869405391761,1
3.23,0.699761579024862,0.2026784744445719,1
3.231,0.6997615793309352,0.2026700140380489,1
3.232,0.6997615796443848,0.2026615593195672,1
3.233,0.6997615799652113,0.2026531102890867,1
3.234,0.6997615802934137,0.2026446669465674,1
3.235,0.6997615806289927,0.2026362292919694,1
3.236,0.6997615809719482,0.2026277973252527,1
3.237,0.6997615813222801,0.2026193710463775,1
3.238,0.6997615816799883,0.2026109504553037,1
3.239,0.6997615820450731,0.2026025355519917,1
3.24,0.6997615824175343,0.2025941263364014,1
3.241,0.6997615827973717,0.2025857228084933,1
3.242,0.6997615831845855,0.2025773249682274,1
3.243,0.6997615835791759,0.202568932815564,1
3.244,0.6997615839811431,0.2025605463504635,1
3.245,0.6997615843904862,0.202552165572886,1
3.246,0.6997615848072058,0.202543790482792,1
3.247,0.6997615852313019,0.2025354210801418,1
3.248,0.6997615856263586,0.2025270479528699,1
3.249,0.6997615859849731,0.2025186691875694,1
3.25,0.6997615863498897,0.2025102958320308,1
3.251,0.699761586721108,0.202501927886216,1
3.252,0.6997615870986289,0.2024935653500877,1
3.253,0.6997615874824518,0.2024852082236082,1
3.254,0.6997615878725766,0.2024768565067397,1
3.255,0.6997615882690038,0.2024685101994447,1
3.256,0.6997615886717332,0.2024601693016858,1
3.257,0.6997615890807646,0.2024518338134252,1
3.258,0.699761589496098,0.2024435037346255,1
3.259,0.6997615899177337,0.2024351790652492,1
3.26,0.6997615903456716,0.2024268598052587,1
3.261,0.6997615907799115,0.2024185459546167,1
3.262,0.6997615912204537,0.2024102375132858,1
3.263,0.6997615916672979,0.2024019344812285,1
3.264,0.6997615921204443,0.2023936368584074,1
3.265,0.6997615925798927,0.2023853446447851,1
3.266,0.6997615930456436,0.2023770578403245,1
3.267,0.6997615935176961,0.2023687764449882,1
3.268,0.6997615939960512,0.2023605004587388,1
3.269,0.6997615944807081,0.2023522298815392,1
3.27,0.6997615949716673,0.202343964713352,1
3.271,0.6997615954689289,0.2023357049541401,1
3.272,0.6997615959724921,0.2023274506038663,1
3.273,0.6997615964823578,0.2023192016624935,1
3.274,0.6997615969985255,0.2023109581299845,1
3.275,0.6997615975209952,0.2023027200063021,1
3.276,0.6997615980497673,0.2022944872914094,1
3.277,0.6997615985848415,0.2022862599852692,1
3.278,0.6997615991262178,0.2022780380878445,1
3.279,0.6997615996738961,0.2022698215990983,1
3.28,0.6997616002278769,0.2022616105189937,1
3.281,0.6997616007881594,0.2022534048474935,1
3.282,0.6997616013547442,0.202245204584561,1
3.283,0.6997616019276313,0.2022370097301592,1
3.284,0.6997616025068204,0.2022288202842512,1
3.285,0.6997616030923118,0.2022206362468,1
3.286,0.699761603684105,0.2022124576177689,1
3.287,0.6997616042822006,0.2022042843971211,1
3.288,0.6997616048865982,0.2021961165848198,1
3.289,0.6997616054972978,0.2021879541808281,1
3.29,0.6997616061142999,0.2021797971851095,1
3.291,0.699761606737604,0.202171645597627,1
3.292,0.6997616073672102,0.2021634994183441,1
3.293,0.6997616080031186,0.202155358647224,1
3.294,0.699761608645329,0.2021472232842301,1
3.295,0.6997616092938417,0.2021390933293258,1
3.296,0.6997616099486565,0.2021309687824744,1
3.297,0.6997616106097734,0.2021228496436395,1
3.298,0.6997616112771923,0.2021147359127844,1
3.299,0.6997616119509136,0.2021066275898727,1
3.3,0.6997616126309368,0.2020985246748677,1
3.301,0.6997616133172623,0.202090427167733,1
3.302,0.6997616140098897,0.2020823350684323,1
3.303,0.6997616147088193,0.202074248376929,1
3.304,0.6997616154140514,0.2020661670931867,1
3.305,0.6997616161255852,0.2020580912171691,1
3.306,0.6997616168434214,0.2020500207488398,1
3.307,0.6997616175675598,0.2020419556881625,1
3.308,0.699761618298,0.2020338960351008,1
3.309,0.6997616190347427,0.2020258417896185,1
3.31,0.6997616197777873,0.2020177929516793,1
3.311,0.699761620527134,0.2020097495212468,1
3.312,0.6997616212827832,0.2020017114982852,1
3.313,0.699761622044734,0.2019936788827579,1
3.314,0.6997616228129873,0.201985651674629,1
3.315,0.6997616235875426,0.2019776298738622,1
3.316,0.6997616243684002,0.2019696134804215,1
3.317,0.6997616251555598,0.2019616024942707,1
3.318,0.6997616259490218,0.2019535969153738,1
3.319,0.6997616267487855,0.2019455967436948,1
3.32,0.6997616275548516,0.2019376019791975,1
3.321,0.6997616283672197,0.2019296126218461,1
3.322,0.6997616291858899,0.2019216286716046,1
3.323,0.6997616300108623,0.201913650128437,1
3.324,0.6997616308421371,0.2019056769923073,1
3.325,0.6997616316797141,0.2018977092631798,1
3.326,0.6997616325235925,0.2018897469410184,1
3.327,0.6997616333737737,0.2018817900257875,1
3.328,0.6997616342302568,0.201873838517451,1
3.329,0.6997616350930421,0.2018658924159734,1
3.33,0.6997616359621296,0.2018579517213187,1
3.331,0.6997616368375191,0.2018500164334512,1
3.332,0.699761637719211,0.2018420865523352,1
3.333,0.6997616386072046,0.2018341620779349,1
3.334,0.6997616395015005,0.2018262430102148,1
3.335,0.6997616404020987,0.2018183293491391,1
3.336,0.6997616413089986,0.2018104210946722,1
3.337,0.6997616422222011,0.2018025182467786,1
3.338,0.6997616431417056,0.2017946208054225,1
3.339,0.6997616440675124,0.2017867287705686,1
3.34,0.6997616449996212,0.2017788421421812,1
3.341,0.6997616459380319,0.2017709609202248,1
3.342,0.699761646882745,0.2017630851046639,1
3.343,0.6997616478337604,0.2017552146954632,1
3.344,0.6997616487910777,0.2017473496925871,1
3.345,0.6997616497546971,0.2017394900960001,1
3.346,0.6997616507246187,0.201731635905667,1
3.347,0.6997616517008425,0.2017237871215525,1
3.348,0.6997616526833683,0.2017159437436211,1
3.349,0.6997616536721962,0.2017081057718374,1
3.35,0.6997616546673264,0.2017002732061663,1
3.351,0.6997616556687588,0.2016924460465725,1
3.352,0.6997616566764931,0.2016846242930207,1
3.353,0.6997616576905299,0.2016768079454758,1
3.354,0.6997616587108684,0.2016689970039023,1
3.355,0.6997616597375093,0.2016611914682654,1
3.356,0.6997616607704522,0.2016533913385297,1
3.357,0.6997616618096973,0.2016455966146602,1
3.358,0.6997616628552445,0.2016378072966218,1
