time;Converter_Converter_gridMeasurement_QMeasPu;Converter_Converter_gridMeasurement_UMeasPu;Converter_Converter_gridMeasurement_PMeasPu;Converter_Converter_qCmdPu;Converter_Converter_uCmdPu;Converter_Converter_pCmdPu;Converter_Converter_energyConversion_storageSys_sOCcontrol_soc;Converter_Converter_injectorCurrentSource_currentSourceIEC63406_PInjPu;Converter_Converter_injectorCurrentSource_currentSourceIEC63406_QInjPu;
0.012679;-0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.987321;1.030002;0.150000;
0.014465;-0.000000;1.000002;1.000002;0.000000;1.000000;1.000000;49.985535;1.030001;0.150000;
0.016072;-0.000000;1.000002;1.000002;0.000000;1.000000;1.000000;49.983928;1.030001;0.150000;
0.017679;-0.000000;1.000002;1.000002;0.000000;1.000000;1.000000;49.982321;1.030001;0.150000;
0.019287;-0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.980713;1.030001;0.150000;
0.020894;-0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.979106;1.030001;0.150000;
0.021682;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.978318;1.030001;0.150000;
0.021714;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.978286;1.030001;0.150000;
0.021747;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.978253;1.030001;0.150000;
0.021812;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.978188;1.030001;0.150000;
0.021943;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.978057;1.030001;0.150000;
0.022203;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.977797;1.030001;0.150000;
0.022725;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.977275;1.030001;0.150000;
0.023767;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.976233;1.030001;0.150000;
0.025852;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.974148;1.030001;0.150000;
0.027938;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.972062;1.030001;0.150000;
0.029417;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.970583;1.030001;0.150000;
0.029479;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.970521;1.030001;0.150000;
0.029542;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.970458;1.030001;0.150000;
0.029667;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.970333;1.030001;0.150000;
0.029918;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.970082;1.030001;0.150000;
0.030419;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.969581;1.030001;0.150000;
0.031422;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.968578;1.030001;0.150000;
0.033427;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.966573;1.030001;0.150000;
0.035432;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.964568;1.030001;0.150000;
0.037437;0.000000;1.000002;1.000001;0.000000;1.000000;1.000000;49.962563;1.030001;0.150000;
0.039442;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.960557;1.030001;0.150000;
0.041448;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.958552;1.030001;0.150000;
0.043453;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.956547;1.030001;0.150000;
0.045458;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.954542;1.030001;0.150000;
0.047463;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.952537;1.030001;0.150000;
0.051474;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.948526;1.030001;0.150000;
0.055484;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.944516;1.030001;0.150000;
0.059494;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.940506;1.030001;0.150000;
0.063505;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.936495;1.030001;0.150000;
0.066610;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.933390;1.030001;0.150000;
0.067132;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.932868;1.030001;0.150000;
0.067654;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.932346;1.030001;0.150000;
0.068697;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.931302;1.030001;0.150000;
0.070785;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.929215;1.030001;0.149999;
0.074961;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.925039;1.030001;0.149999;
0.081037;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.918963;1.030001;0.149999;
0.081580;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.918420;1.030001;0.149999;
0.082123;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.917877;1.030001;0.149999;
0.083209;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.916791;1.030001;0.149999;
0.085381;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.914619;1.030001;0.149999;
0.089725;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.910275;1.030001;0.149999;
0.098412;-0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.901587;1.030001;0.149999;
0.115788;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.884212;1.030001;0.149999;
0.133163;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.866837;1.030001;0.149999;
0.167913;0.000000;1.000003;1.000001;0.000000;1.000000;1.000000;49.832087;1.030000;0.149999;
0.202664;0.000000;1.000003;1.000000;0.000000;1.000000;1.000000;49.797336;1.030000;0.149999;
0.272164;0.000000;1.000003;1.000000;0.000000;1.000000;1.000000;49.727836;1.030000;0.149999;
0.341665;0.000000;1.000003;1.000000;0.000000;1.000000;1.000000;49.658335;1.030000;0.149999;
0.480667;0.000000;1.000003;1.000000;0.000000;1.000000;1.000000;49.519333;1.030000;0.149999;
0.605768;0.000000;1.000003;1.000000;0.000000;1.000000;1.000000;49.394232;1.030000;0.149999;
0.730869;0.000000;1.000003;1.000000;0.000000;1.000000;1.000000;49.269130;1.030000;0.149999;
0.855971;0.000000;1.000003;1.000000;0.000000;1.000000;1.000000;49.144029;1.030000;0.149999;
0.981072;0.000000;1.000003;1.000000;0.000000;1.000000;1.000000;49.018928;1.030000;0.149999;
1.000000;0.000000;1.000003;1.000000;0.000000;1.000000;1.000000;49.000000;1.030000;0.149999;
1.000000;0.000000;1.000003;1.000000;0.000000;1.000000;0.800000;49.000000;1.030000;0.149999;
1.000082;0.000000;1.000003;1.000000;0.000000;1.000000;0.800000;48.999918;1.029998;0.149999;
1.000164;0.000000;1.000003;1.000000;0.000000;1.000000;0.800000;48.999836;1.029996;0.149999;
1.000329;0.000000;1.000003;1.000000;0.000000;1.000000;0.800000;48.999671;1.029987;0.149995;
1.000657;0.000000;1.000003;0.999999;0.000000;1.000000;0.800000;48.999342;1.029953;0.149986;
1.001315;0.000000;1.000003;0.999992;0.000000;1.000000;0.800000;48.998685;1.029823;0.149949;
1.002631;0.000000;1.000003;0.999940;0.000000;1.000000;0.800000;48.997369;1.029339;0.149812;
1.005261;0.000000;1.000003;0.999602;0.000000;1.000000;0.800000;48.994739;1.027649;0.149334;
1.007892;-0.000001;1.000003;0.998891;0.000000;1.000000;0.800000;48.992111;1.025204;0.148575;
1.010523;-0.000003;1.000004;0.997766;0.000000;1.000000;0.800000;48.989484;1.022265;0.147732;
1.013154;-0.000003;1.000005;0.996239;0.000000;1.000000;0.800000;48.986862;1.019050;0.146914;
1.015784;-0.000003;1.000006;0.994356;0.000000;1.000000;0.800000;48.984244;1.015721;0.145981;
1.018415;-0.000003;1.000007;0.992185;0.000000;1.000000;0.800000;48.981631;1.012396;0.145015;
1.021046;-0.000003;1.000009;0.989800;0.000000;1.000000;0.800000;48.979024;1.009153;0.144126;
1.023677;-0.000003;1.000010;0.987269;0.000000;1.000000;0.800000;48.976423;1.006034;0.143271;
1.026307;-0.000003;1.000012;0.984656;0.000000;1.000000;0.800000;48.973830;1.003057;0.142456;
1.031569;-0.000002;1.000015;0.979402;0.000000;1.000000;0.800000;48.968663;0.997496;0.140928;
1.036831;-0.000000;1.000018;0.974229;0.000000;1.000000;0.800000;48.963523;0.992379;0.139551;
1.042092;0.000002;1.000021;0.969243;0.000000;1.000000;0.800000;48.958410;0.987588;0.138253;
1.047354;0.000003;1.000024;0.964476;0.000000;1.000000;0.800000;48.953323;0.983020;0.137007;
1.052615;0.000003;1.000027;0.959916;0.000000;1.000000;0.800000;48.948260;0.978602;0.135802;
1.057877;0.000003;1.000030;0.955533;0.000000;1.000000;0.800000;48.943221;0.974295;0.134630;
1.068400;0.000002;1.000035;0.947163;0.000000;1.000000;0.800000;48.933209;0.965959;0.132384;
1.078923;0.000000;1.000039;0.939256;0.000000;1.000000;0.800000;48.923282;0.958016;0.130266;
1.089446;-0.000000;1.000044;0.931756;0.000000;1.000000;0.800000;48.913436;0.950480;0.128277;
1.099969;-0.000000;1.000048;0.924644;0.000000;1.000000;0.800000;48.903668;0.943353;0.126414;
1.121015;-0.000000;1.000055;0.911516;0.000000;1.000000;0.800000;48.884341;0.930233;0.123011;
1.142061;0.000003;1.000062;0.899761;0.000000;1.000000;0.800000;48.865274;0.918504;0.120040;
1.184153;0.000001;1.000073;0.879687;0.000000;1.000000;0.800000;48.827791;0.898480;0.114955;
1.222036;-0.000000;1.000081;0.865075;0.000000;1.000000;0.800000;48.794711;0.883916;0.111348;
1.259919;-0.000000;1.000088;0.853133;0.000000;1.000000;0.800000;48.762138;0.872021;0.108441;
1.297802;-0.000000;1.000093;0.843379;0.000000;1.000000;0.800000;48.729981;0.862312;0.106096;
1.298394;-0.000000;1.000093;0.843244;0.000000;1.000000;0.800000;48.729482;0.862178;0.106063;
1.298690;-0.000000;1.000093;0.843177;0.000000;1.000000;0.800000;48.729232;0.862111;0.106047;
1.299282;-0.000000;1.000093;0.843042;0.000000;1.000000;0.800000;48.728733;0.861977;0.106015;
1.300466;-0.000000;1.000093;0.842775;0.000000;1.000000;0.800000;48.727735;0.861711;0.105951;
1.302834;-0.000000;1.000093;0.842244;0.000000;1.000000;0.800000;48.725740;0.861183;0.105825;
1.307569;-0.000000;1.000094;0.841203;0.000000;1.000000;0.800000;48.721754;0.860147;0.105576;
1.317040;-0.000000;1.000095;0.839196;0.000000;1.000000;0.800000;48.713797;0.858150;0.105098;
1.318224;-0.000000;1.000095;0.838952;0.000000;1.000000;0.800000;48.712804;0.857908;0.105040;
1.318816;-0.000000;1.000095;0.838831;0.000000;1.000000;0.800000;48.712307;0.857787;0.105011;
1.319999;-0.000000;1.000095;0.838589;0.000000;1.000000;0.800000;48.711314;0.857547;0.104954;
1.322367;-0.000000;1.000096;0.838111;0.000000;1.000000;0.800000;48.709329;0.857071;0.104840;
1.327103;0.000000;1.000096;0.837171;0.000000;1.000000;0.800000;48.705363;0.856136;0.104617;
1.329470;0.000000;1.000096;0.836711;0.000000;1.000000;0.800000;48.703381;0.855678;0.104507;
1.334206;0.000000;1.000097;0.835806;0.000000;1.000000;0.800000;48.699421;0.854777;0.104293;
1.343676;0.000000;1.000098;0.834062;0.000000;1.000000;0.800000;48.691513;0.853043;0.103880;
1.362618;0.000000;1.000099;0.830819;0.000000;1.000000;0.800000;48.675745;0.849818;0.103114;
1.371756;0.000000;1.000100;0.829357;0.000000;1.000000;0.800000;48.668157;0.848364;0.102770;
1.371757;0.000000;1.000100;0.829357;0.000000;1.000000;0.800000;48.668157;0.848364;0.102770;
1.371757;0.000000;1.000100;0.829357;0.000000;1.000000;0.800000;48.668156;0.848364;0.102770;
1.371758;0.000000;1.000100;0.829357;0.000000;1.000000;0.800000;48.668155;0.848364;0.102770;
1.371760;0.000000;1.000100;0.829357;0.000000;1.000000;0.800000;48.668154;0.848363;0.102770;
1.371764;0.000000;1.000100;0.829356;0.000000;1.000000;0.800000;48.668150;0.848363;0.102769;
1.371772;0.000000;1.000100;0.829355;0.000000;1.000000;0.800000;48.668144;0.848362;0.102769;
1.371787;0.000000;1.000100;0.829352;0.000000;1.000000;0.800000;48.668131;0.848359;0.102769;
1.371818;0.000000;1.000100;0.829348;0.000000;1.000000;0.800000;48.668106;0.848355;0.102767;
1.371880;0.000000;1.000100;0.829338;0.000000;1.000000;0.800000;48.668054;0.848345;0.102765;
1.372003;0.000000;1.000100;0.829319;0.000000;1.000000;0.800000;48.667952;0.848326;0.102761;
1.372250;-0.000000;1.000100;0.829281;0.000000;1.000000;0.800000;48.667747;0.848288;0.102752;
1.372374;-0.000000;1.000100;0.829262;0.000000;1.000000;0.800000;48.667645;0.848269;0.102747;
1.372513;-0.000000;1.000100;0.829240;0.000000;1.000000;0.800000;48.667529;0.848248;0.102742;
1.372514;-0.000000;1.000100;0.829240;0.000000;1.000000;0.800000;48.667529;0.848248;0.102742;
1.372514;-0.000000;1.000100;0.829240;0.000000;1.000000;0.800000;48.667528;0.848248;0.102742;
1.372515;-0.000000;1.000100;0.829240;0.000000;1.000000;0.800000;48.667528;0.848248;0.102742;
1.372517;-0.000000;1.000100;0.829240;0.000000;1.000000;0.800000;48.667526;0.848247;0.102742;
1.372521;-0.000000;1.000100;0.829239;0.000000;1.000000;0.800000;48.667523;0.848247;0.102742;
1.372529;-0.000000;1.000100;0.829238;0.000000;1.000000;0.800000;48.667516;0.848246;0.102742;
1.372544;-0.000000;1.000100;0.829236;0.000000;1.000000;0.800000;48.667503;0.848243;0.102741;
1.372575;-0.000000;1.000100;0.829231;0.000000;1.000000;0.800000;48.667478;0.848238;0.102740;
1.372637;-0.000000;1.000100;0.829221;0.000000;1.000000;0.800000;48.667427;0.848229;0.102738;
1.372760;-0.000000;1.000100;0.829202;0.000000;1.000000;0.800000;48.667324;0.848210;0.102733;
1.373008;-0.000000;1.000100;0.829164;0.000000;1.000000;0.800000;48.667119;0.848172;0.102724;
1.373131;-0.000000;1.000100;0.829145;0.000000;1.000000;0.800000;48.667017;0.848153;0.102720;
1.373379;-0.000000;1.000100;0.829107;0.000000;1.000000;0.800000;48.666812;0.848116;0.102711;
1.373502;-0.000000;1.000100;0.829088;0.000000;1.000000;0.800000;48.666709;0.848097;0.102706;
1.373749;-0.000000;1.000100;0.829051;0.000000;1.000000;0.800000;48.666504;0.848059;0.102698;
1.373873;-0.000000;1.000100;0.829032;0.000000;1.000000;0.800000;48.666402;0.848040;0.102693;
1.374120;-0.000000;1.000100;0.828994;0.000000;1.000000;0.800000;48.666197;0.848003;0.102684;
1.374244;-0.000000;1.000100;0.828975;0.000000;1.000000;0.800000;48.666094;0.847984;0.102680;
1.374491;-0.000000;1.000100;0.828937;0.000000;1.000000;0.800000;48.665889;0.847947;0.102671;
1.374615;-0.000000;1.000100;0.828918;0.000000;1.000000;0.800000;48.665787;0.847928;0.102666;
1.374862;-0.000000;1.000100;0.828881;0.000000;1.000000;0.800000;48.665582;0.847890;0.102658;
1.374986;-0.000000;1.000100;0.828862;0.000000;1.000000;0.800000;48.665479;0.847872;0.102653;
1.375233;-0.000000;1.000100;0.828825;0.000000;1.000000;0.800000;48.665274;0.847834;0.102644;
1.375356;-0.000000;1.000100;0.828806;0.000000;1.000000;0.800000;48.665172;0.847816;0.102640;
1.375604;-0.000000;1.000100;0.828768;0.000000;1.000000;0.800000;48.664967;0.847779;0.102631;
1.375727;-0.000000;1.000100;0.828750;0.000000;1.000000;0.800000;48.664865;0.847760;0.102627;
1.375975;-0.000000;1.000100;0.828712;0.000000;1.000000;0.800000;48.664660;0.847723;0.102618;
1.376098;-0.000000;1.000100;0.828693;0.000000;1.000000;0.800000;48.664557;0.847704;0.102613;
1.376345;-0.000000;1.000101;0.828656;0.000000;1.000000;0.800000;48.664352;0.847667;0.102605;
1.376469;-0.000000;1.000101;0.828637;0.000000;1.000000;0.800000;48.664250;0.847648;0.102600;
1.376716;-0.000000;1.000101;0.828600;0.000000;1.000000;0.800000;48.664045;0.847611;0.102591;
1.376840;-0.000000;1.000101;0.828582;0.000000;1.000000;0.800000;48.663943;0.847593;0.102587;
1.377087;-0.000000;1.000101;0.828544;0.000000;1.000000;0.800000;48.663738;0.847556;0.102578;
1.377211;-0.000000;1.000101;0.828526;0.000000;1.000000;0.800000;48.663635;0.847537;0.102574;
1.377458;-0.000000;1.000101;0.828489;0.000000;1.000000;0.800000;48.663431;0.847501;0.102565;
1.377582;-0.000000;1.000101;0.828470;0.000000;1.000000;0.800000;48.663328;0.847482;0.102561;
1.377829;-0.000000;1.000101;0.828433;0.000000;1.000000;0.800000;48.663123;0.847445;0.102552;
1.377953;-0.000000;1.000101;0.828415;0.000000;1.000000;0.800000;48.663021;0.847427;0.102548;
1.378200;-0.000000;1.000101;0.828378;0.000000;1.000000;0.800000;48.662816;0.847390;0.102539;
1.378323;-0.000000;1.000101;0.828359;0.000000;1.000000;0.800000;48.662714;0.847372;0.102535;
1.378571;-0.000000;1.000101;0.828322;0.000000;1.000000;0.800000;48.662509;0.847335;0.102526;
1.378694;-0.000000;1.000101;0.828304;0.000000;1.000000;0.800000;48.662406;0.847317;0.102522;
1.378942;-0.000000;1.000101;0.828267;0.000000;1.000000;0.800000;48.662202;0.847280;0.102513;
1.379065;-0.000000;1.000101;0.828249;0.000000;1.000000;0.800000;48.662099;0.847262;0.102509;
1.379312;-0.000000;1.000101;0.828212;0.000000;1.000000;0.800000;48.661895;0.847225;0.102500;
1.379436;-0.000000;1.000101;0.828193;0.000000;1.000000;0.800000;48.661792;0.847207;0.102496;
1.379683;-0.000000;1.000101;0.828157;0.000000;1.000000;0.800000;48.661587;0.847170;0.102487;
1.379807;-0.000000;1.000101;0.828138;0.000000;1.000000;0.800000;48.661485;0.847152;0.102483;
1.380054;-0.000000;1.000101;0.828102;0.000000;1.000000;0.800000;48.661280;0.847116;0.102474;
1.380178;-0.000000;1.000101;0.828083;0.000000;1.000000;0.800000;48.661178;0.847098;0.102470;
1.380425;-0.000000;1.000101;0.828047;0.000000;1.000000;0.800000;48.660973;0.847061;0.102461;
1.380549;-0.000000;1.000101;0.828029;0.000000;1.000000;0.800000;48.660871;0.847043;0.102457;
1.380796;-0.000000;1.000101;0.827992;0.000000;1.000000;0.800000;48.660666;0.847007;0.102448;
1.380919;-0.000000;1.000101;0.827974;0.000000;1.000000;0.800000;48.660564;0.846989;0.102444;
1.381167;-0.000000;1.000101;0.827938;0.000000;1.000000;0.800000;48.660359;0.846953;0.102436;
1.381290;-0.000000;1.000101;0.827919;0.000000;1.000000;0.800000;48.660257;0.846934;0.102431;
1.381538;-0.000000;1.000101;0.827883;0.000000;1.000000;0.800000;48.660052;0.846898;0.102423;
1.381661;-0.000000;1.000101;0.827865;0.000000;1.000000;0.800000;48.659950;0.846880;0.102418;
1.381908;-0.000000;1.000101;0.827829;0.000000;1.000000;0.800000;48.659745;0.846844;0.102410;
1.382032;-0.000000;1.000101;0.827811;0.000000;1.000000;0.800000;48.659643;0.846826;0.102406;
1.382279;-0.000000;1.000101;0.827774;0.000000;1.000000;0.800000;48.659438;0.846790;0.102397;
1.382403;-0.000000;1.000101;0.827756;0.000000;1.000000;0.800000;48.659336;0.846772;0.102393;
1.382650;-0.000000;1.000101;0.827720;0.000000;1.000000;0.800000;48.659131;0.846736;0.102384;
1.382774;-0.000000;1.000101;0.827702;0.000000;1.000000;0.800000;48.659029;0.846718;0.102380;
1.383021;-0.000000;1.000101;0.827666;0.000000;1.000000;0.800000;48.658824;0.846683;0.102372;
1.383145;-0.000000;1.000101;0.827648;0.000000;1.000000;0.800000;48.658722;0.846665;0.102367;
1.383392;-0.000000;1.000101;0.827612;0.000000;1.000000;0.800000;48.658517;0.846629;0.102359;
