time;WTG4B_WTG4B_injector_PInjPu;WTG4B_WTG4B_injector_QInjPu;WTG4B_WTG4B_injector_terminal_V_re;WTG4B_WTG4B_injector_terminal_i_re;WTG4B_WTG4B_injector_terminal_V_im;WTG4B_WTG4B_injector_terminal_i_im;WTG4B_WTG4B_pll_omegaPLLPu;WTG4B_WTG4B_measurements_UPu;
1.003646;0.581337;0.241937;0.849411;-0.708947;0.106344;0.196071;1.003991;0.820000;
1.003650;0.581345;0.241951;0.849413;-0.708957;0.106345;0.196085;1.003982;0.820000;
1.003658;0.581361;0.241979;0.849417;-0.708977;0.106348;0.196112;1.003964;0.820000;
1.003674;0.581395;0.242036;0.849425;-0.709018;0.106354;0.196167;1.003929;0.820000;
1.003706;0.581461;0.242151;0.849442;-0.709099;0.106366;0.196278;1.003859;0.820000;
1.003770;0.581595;0.242386;0.849476;-0.709262;0.106391;0.196506;1.003725;0.820000;
1.003898;0.581867;0.242877;0.849548;-0.709594;0.106441;0.196984;1.003477;0.820000;
1.004154;0.582427;0.243935;0.849704;-0.710277;0.106543;0.198021;1.003052;0.820000;
1.004666;0.583614;0.246322;0.850058;-0.711725;0.106760;0.200385;1.002425;0.820000;
1.005178;0.584886;0.249034;0.850464;-0.713276;0.106993;0.203087;1.002030;0.820000;
1.005690;0.586239;0.252020;0.850912;-0.714925;0.107240;0.206074;1.001795;0.820000;
1.006202;0.587667;0.255237;0.851395;-0.716667;0.107502;0.209297;1.001666;0.820000;
1.007226;0.590719;0.262184;0.852438;-0.720388;0.108060;0.216249;1.001566;0.820000;
1.008250;0.593996;0.269672;0.853559;-0.724385;0.108659;0.223723;1.001593;0.820000;
1.009274;0.597453;0.277520;0.854729;-0.728602;0.109292;0.231523;1.001669;0.820000;
1.010298;0.601046;0.285574;0.855924;-0.732983;0.109949;0.239488;1.001750;0.820000;
1.011322;0.604732;0.293709;0.857124;-0.737478;0.110623;0.247487;1.001819;0.820001;
1.012346;0.608474;0.301822;0.858313;-0.742042;0.111308;0.255416;1.001871;0.820001;
1.013370;0.612240;0.309827;0.859479;-0.746634;0.111997;0.263190;1.001905;0.820001;
1.014394;0.616000;0.317656;0.860612;-0.751219;0.112684;0.270744;1.001923;0.820001;
1.016442;0.623386;0.332544;0.862745;-0.760227;0.114036;0.284964;1.001921;0.820001;
1.017837;0.628265;0.342009;0.864085;-0.766177;0.114928;0.293898;1.001895;0.820001;
1.017837;0.628264;0.342008;0.864085;-0.766175;0.114928;0.293898;1.001895;0.820001;
1.017838;0.628269;0.342015;0.864086;-0.766182;0.114929;0.293904;1.001895;0.820001;
1.017839;0.628272;0.342022;0.864087;-0.766186;0.114929;0.293911;1.001895;0.820001;
1.017841;0.628279;0.342035;0.864089;-0.766194;0.114931;0.293923;1.001895;0.820001;
1.017845;0.628293;0.342062;0.864093;-0.766211;0.114933;0.293948;1.001895;0.820001;
1.017853;0.628321;0.342114;0.864100;-0.766245;0.114938;0.293998;1.001894;0.820001;
1.017869;0.628377;0.342220;0.864115;-0.766313;0.114949;0.294097;1.001894;0.820001;
1.017901;0.628487;0.342431;0.864145;-0.766448;0.114969;0.294295;1.001893;0.820001;
1.017965;0.628709;0.342853;0.864204;-0.766718;0.115009;0.294691;1.001891;0.820001;
1.018093;0.629151;0.343692;0.864322;-0.767257;0.115090;0.295477;1.001888;0.820001;
1.018349;0.630031;0.345353;0.864556;-0.768330;0.115251;0.297033;1.001880;0.820001;
1.018861;0.631772;0.348610;0.865012;-0.770453;0.115570;0.300075;1.001863;0.820001;
1.019885;0.635175;0.354857;0.865882;-0.774604;0.116192;0.305877;1.001825;0.820001;
1.021933;0.641646;0.366287;0.867457;-0.782495;0.117376;0.316374;1.001733;0.820001;
1.023981;0.647647;0.376319;0.868817;-0.789813;0.118474;0.325440;1.001627;0.820001;
1.026029;0.653160;0.385013;0.869975;-0.796537;0.119482;0.333160;1.001513;0.820001;
1.028077;0.658187;0.392459;0.870948;-0.802667;0.120402;0.339649;1.001395;0.820001;
1.030125;0.662738;0.398767;0.871755;-0.808217;0.121234;0.345032;1.001278;0.820001;
1.032173;0.666836;0.404057;0.872417;-0.813214;0.121984;0.349441;1.001164;0.820001;
1.034221;0.670508;0.408454;0.872952;-0.817692;0.122656;0.353008;1.001055;0.820001;
1.036269;0.673787;0.412076;0.873379;-0.821691;0.123255;0.355857;1.000952;0.820001;
1.038317;0.676705;0.415036;0.873716;-0.825250;0.123789;0.358102;1.000857;0.820001;
1.040246;0.679157;0.417316;0.873965;-0.828240;0.124238;0.359760;1.000774;0.820001;
1.040246;0.679157;0.417316;0.873965;-0.828240;0.124238;0.359760;1.000774;0.820001;
1.040246;0.679157;0.417316;0.873965;-0.828240;0.124238;0.359760;1.000774;0.820001;
1.040246;0.679157;0.417316;0.873965;-0.828240;0.124238;0.359760;1.000774;0.820001;
1.040247;0.679159;0.417317;0.873965;-0.828242;0.124238;0.359760;1.000774;0.820001;
1.040248;0.679160;0.417318;0.873965;-0.828244;0.124238;0.359761;1.000774;0.820001;
1.040250;0.679162;0.417320;0.873965;-0.828247;0.124239;0.359763;1.000774;0.820001;
1.040254;0.679167;0.417324;0.873966;-0.828252;0.124240;0.359766;1.000774;0.820001;
1.040262;0.679177;0.417333;0.873966;-0.828264;0.124241;0.359772;1.000773;0.820001;
1.040278;0.679196;0.417350;0.873968;-0.828287;0.124245;0.359783;1.000773;0.820001;
1.040310;0.679234;0.417383;0.873972;-0.828334;0.124252;0.359807;1.000771;0.820001;
1.040374;0.679310;0.417450;0.873979;-0.828427;0.124266;0.359854;1.000769;0.820001;
1.040502;0.679461;0.417583;0.873993;-0.828611;0.124293;0.359948;1.000763;0.820001;
1.040758;0.679761;0.417846;0.874021;-0.828976;0.124348;0.360133;1.000753;0.820001;
1.041270;0.680347;0.418358;0.874075;-0.829692;0.124455;0.360494;1.000733;0.820001;
1.042294;0.681473;0.419335;0.874177;-0.831065;0.124661;0.361177;1.000693;0.820001;
1.044342;0.683546;0.421104;0.874361;-0.833592;0.125041;0.362403;1.000620;0.820001;
1.048438;0.687066;0.424003;0.874655;-0.837885;0.125684;0.364365;1.000493;0.820001;
1.052534;0.689858;0.426162;0.874866;-0.841290;0.126195;0.365765;1.000390;0.820001;
1.056630;0.692054;0.427730;0.875009;-0.843969;0.126597;0.366723;1.000307;0.820001;
1.060726;0.693774;0.428839;0.875102;-0.846066;0.126912;0.367344;1.000241;0.820001;
1.064822;0.695116;0.429603;0.875159;-0.847702;0.127157;0.367718;1.000188;0.820001;
1.068918;0.696162;0.430115;0.875189;-0.848978;0.127348;0.367919;1.000147;0.820001;
1.073014;0.696977;0.430445;0.875201;-0.849971;0.127497;0.368003;1.000115;0.820001;
1.081206;0.698153;0.430814;0.875202;-0.851407;0.127713;0.368005;1.000068;0.820001;
1.089398;0.698878;0.430931;0.875184;-0.852290;0.127845;0.367888;1.000040;0.820001;
1.097590;0.699320;0.430939;0.875163;-0.852829;0.127926;0.367749;1.000023;0.820001;
1.105782;0.699591;0.430916;0.875146;-0.853159;0.127976;0.367632;1.000013;0.820001;
1.113974;0.699760;0.430893;0.875133;-0.853365;0.128007;0.367552;1.000007;0.820001;
1.117837;0.699820;0.430909;0.875133;-0.853439;0.128018;0.367548;1.000005;0.820001;
1.117837;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.643975;0.820000;
1.117838;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.644244;0.820000;
1.117839;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.644514;0.820000;
1.117841;0.000000;0.000000;0.820000;0.000000;-0.000000;0.000000;0.645052;0.820000;
1.117845;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.646127;0.820000;
1.117853;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.648267;0.820000;
1.117869;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.652508;0.820000;
1.117901;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.660843;0.820000;
1.117965;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.676935;0.820000;
1.118093;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.706946;0.820000;
1.118221;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.734226;0.820000;
1.118349;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.759003;0.820000;
1.118477;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.781493;0.820000;
1.118605;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.801901;0.820000;
1.118733;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.820415;0.820000;
1.118861;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.837208;0.820000;
1.118989;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.852438;0.820000;
1.119117;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.866247;0.820000;
1.119245;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.878768;0.820000;
1.119373;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.890120;0.820000;
1.119501;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.900411;0.820000;
1.119629;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.909740;0.820000;
1.119757;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.918196;0.820000;
1.119885;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.925861;0.820000;
1.120013;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.932809;0.820000;
1.120141;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.939106;0.820000;
1.120269;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.944814;0.820000;
1.120397;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.949987;0.820000;
1.120525;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.954675;0.820000;
1.120653;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.958925;0.820000;
1.120781;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.962776;0.820000;
1.120909;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.966266;0.820000;
1.121037;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.969429;0.820000;
1.121165;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.972296;0.820000;
1.121293;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.974895;0.820000;
1.121421;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.977250;0.820000;
1.121549;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.979384;0.820000;
1.121677;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.981318;0.820000;
1.121805;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.983071;0.820000;
1.121933;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.984660;0.820000;
1.122061;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.986099;0.820000;
1.122189;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.987404;0.820000;
1.122317;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.988587;0.820000;
1.122445;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.989658;0.820000;
1.122573;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.990630;0.820000;
1.122701;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.991510;0.820000;
1.122829;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.992308;0.820000;
1.122957;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.993031;0.820000;
1.123085;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.993686;0.820000;
1.123213;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.994280;0.820000;
1.123469;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.995312;0.820000;
1.123700;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.996082;0.820000;
1.123930;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.996728;0.820000;
1.124160;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.997268;0.820000;
1.124391;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.997720;0.820000;
1.124621;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.998097;0.820000;
1.124852;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.998413;0.820000;
1.125082;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.998677;0.820000;
1.125312;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.998898;0.820000;
1.125543;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.999082;0.820000;
1.125773;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.999236;0.820000;
1.126234;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.999477;0.820000;
1.126695;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.999646;0.820000;
1.127156;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.999763;0.820000;
1.127616;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.999844;0.820000;
1.128077;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.999900;0.820000;
1.128538;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.999938;0.820000;
1.128999;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.999964;0.820000;
1.129920;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;0.999997;0.820000;
1.130842;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000012;0.820000;
1.131764;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000019;0.820000;
1.132685;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000021;0.820000;
1.134528;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000022;0.820000;
1.136372;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000022;0.820000;
1.140058;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000021;0.820000;
1.143744;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000020;0.820000;
1.147431;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000019;0.820000;
1.151117;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000019;0.820000;
1.154804;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000018;0.820000;
1.158490;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000018;0.820000;
1.162176;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000017;0.820000;
1.165863;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000017;0.820000;
1.169549;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000017;0.820000;
1.173236;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000016;0.820000;
1.176922;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000016;0.820000;
1.180608;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000015;0.820000;
1.184295;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000015;0.820000;
1.187981;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000015;0.820000;
1.191668;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000014;0.820000;
1.195354;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000014;0.820000;
1.199040;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000014;0.820000;
1.202727;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000013;0.820000;
1.206413;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000013;0.820000;
1.210100;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000013;0.820000;
1.213786;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000012;0.820000;
1.217472;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000012;0.820000;
1.221159;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000012;0.820000;
1.224845;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000011;0.820000;
1.228532;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000011;0.820000;
1.232218;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000011;0.820000;
1.235904;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000011;0.820000;
1.239591;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000010;0.820000;
1.243277;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000010;0.820000;
1.246964;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000010;0.820000;
1.250650;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000010;0.820000;
1.254336;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000009;0.820000;
1.258023;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000009;0.820000;
1.261709;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000009;0.820000;
1.265396;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000009;0.820000;
1.269082;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000008;0.820000;
1.272768;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000008;0.820000;
1.276455;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000008;0.820000;
1.280141;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000008;0.820000;
1.283828;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000008;0.820000;
1.287514;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000007;0.820000;
1.291200;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000007;0.820000;
1.294887;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000007;0.820000;
1.298573;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000007;0.820000;
1.302260;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000007;0.820000;
1.305946;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000007;0.820000;
1.309632;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.313319;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.317005;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.320692;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.324378;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.324893;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.324893;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.324894;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.324895;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.324897;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.324901;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.324909;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.324925;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.324957;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.325021;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.325149;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.325405;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.325917;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.326941;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
1.328989;-0.000000;0.000000;0.820000;0.000000;0.000000;0.000000;1.000006;0.820000;
