time;SM_gen_cePu;SM_gen_PePu;SM_gen_cmPu;SM_gen_PmPu;SM_gen_ufPu;SM_gen_efdPu;SM_gen_omegaPu;SM_gen_theta;SM_gen_PGenPu;SM_gen_QGenPu;SM_gen_PGen;SM_gen_QGen;SM_gen_UPu;SM_gen_IStatorPu;SM_gen_IRotorPu;SM_gen_UStatorPu;SM_gen_QStatorPu;SM_gen_thetaInternal;SM_gover_PmRefPu;
1.000008;0.902995;0.902995;0.923001;0.923001;0.001119;2.557972;1.000000;1.185239;19.979873;9.679112;1997.987342;967.911220;1.000007;22.200767;2.558035;1.000007;9.679112;0.690750;0.923000;
1.000016;0.902995;0.902995;0.923001;0.923001;0.001119;2.557971;1.000000;1.185239;19.979874;9.679113;1997.987373;967.911306;1.000007;22.200768;2.558035;1.000007;9.679113;0.690750;0.923000;
1.000032;0.902995;0.902995;0.923001;0.923001;0.001119;2.557971;1.000000;1.185239;19.979874;9.679115;1997.987436;967.911480;1.000007;22.200768;2.558035;1.000007;9.679115;0.690750;0.923000;
1.000064;0.902995;0.902995;0.923000;0.923000;0.001119;2.557969;1.000000;1.185239;19.979876;9.679118;1997.987562;967.911829;1.000007;22.200770;2.558035;1.000007;9.679118;0.690750;0.923000;
1.000128;0.902995;0.902995;0.922999;0.922999;0.001119;2.557967;1.000000;1.185239;19.979878;9.679125;1997.987822;967.912527;1.000007;22.200772;2.558036;1.000007;9.679125;0.690750;0.923000;
1.000256;0.902994;0.902995;0.922997;0.922997;0.001119;2.557962;1.000001;1.185239;19.979884;9.679139;1997.988369;967.913931;1.000007;22.200778;2.558036;1.000007;9.679139;0.690750;0.923000;
1.000512;0.902994;0.902996;0.922993;0.922994;0.001119;2.557953;1.000001;1.185239;19.979896;9.679168;1997.989570;967.916767;1.000008;22.200791;2.558037;1.000008;9.679168;0.690750;0.923000;
1.001024;0.902994;0.902997;0.922984;0.922986;0.001119;2.557934;1.000003;1.185239;19.979924;9.679226;1997.992403;967.922551;1.000008;22.200821;2.558038;1.000008;9.679226;0.690750;0.923000;
1.002048;0.902995;0.903000;0.922967;0.922972;0.001119;2.557899;1.000006;1.185241;19.979998;9.679346;1997.999786;967.934566;1.000010;22.200900;2.558042;1.000010;9.679346;0.690751;0.923000;
1.004096;0.903000;0.903010;0.922932;0.922943;0.001119;2.557837;1.000012;1.185246;19.980214;9.679604;1998.021382;967.960362;1.000013;22.201138;2.558052;1.000013;9.679604;0.690752;0.923000;
1.008192;0.903021;0.903042;0.922863;0.922884;0.001119;2.557746;1.000023;1.185268;19.980915;9.680189;1998.091545;968.018876;1.000018;22.201924;2.558085;1.000018;9.680189;0.690758;0.923000;
1.016384;0.903111;0.903153;0.922726;0.922769;0.001119;2.557697;1.000046;1.185358;19.983372;9.681626;1998.337196;968.162613;1.000020;22.204707;2.558202;1.000020;9.681626;0.690782;0.923000;
1.024576;0.903264;0.903327;0.922592;0.922655;0.001119;2.557820;1.000069;1.185506;19.987201;9.683409;1998.720078;968.340888;1.000014;22.209067;2.558392;1.000014;9.683409;0.690824;0.923000;
1.040960;0.903748;0.903850;0.922329;0.922434;0.001119;2.558562;1.000113;1.185974;19.998744;9.687946;1999.874439;968.794635;0.999977;22.222258;2.559009;0.999977;9.687946;0.690960;0.923000;
1.057344;0.904457;0.904598;0.922079;0.922223;0.001120;2.559932;1.000156;1.186664;20.015231;9.693726;2001.523068;969.372622;0.999909;22.241139;2.559947;0.999909;9.693726;0.691168;0.923000;
1.073728;0.905377;0.905554;0.921844;0.922024;0.001121;2.561885;1.000195;1.187564;20.036309;9.700674;2003.630903;970.067437;0.999811;22.265315;2.561209;0.999811;9.700674;0.691446;0.923000;
1.090112;0.906491;0.906701;0.921625;0.921839;0.001122;2.564370;1.000232;1.188661;20.061603;9.708715;2006.160349;970.871503;0.999687;22.294362;2.562787;0.999687;9.708715;0.691792;0.923000;
1.106496;0.907780;0.908022;0.921426;0.921671;0.001123;2.567335;1.000266;1.189939;20.090712;9.717766;2009.071235;971.776556;0.999538;22.327827;2.564665;0.999538;9.717766;0.692202;0.923000;
1.122880;0.909227;0.909496;0.921249;0.921522;0.001124;2.570724;1.000296;1.191380;20.123208;9.727734;2012.320803;972.773405;0.999369;22.365229;2.566820;0.999369;9.727734;0.692672;0.923000;
1.139264;0.910810;0.911103;0.921095;0.921391;0.001126;2.574480;1.000322;1.192964;20.158638;9.738518;2015.863836;973.851838;0.999181;22.406056;2.569226;0.999181;9.738518;0.693194;0.923000;
1.155648;0.912508;0.912821;0.920966;0.921282;0.001128;2.578544;1.000344;1.194672;20.196530;9.750007;2019.652986;975.000658;0.998978;22.449771;2.571855;0.998978;9.750007;0.693764;0.923000;
1.172032;0.914299;0.914630;0.920862;0.921194;0.001130;2.582858;1.000361;1.196480;20.236392;9.762078;2023.639212;976.207812;0.998762;22.495818;2.574673;0.998762;9.762078;0.694373;0.923000;
1.188416;0.916162;0.916505;0.920784;0.921129;0.001132;2.587361;1.000374;1.198367;20.277723;9.774605;2027.772315;977.460543;0.998537;22.543623;2.577647;0.998537;9.774605;0.695014;0.923000;
1.204800;0.918072;0.918423;0.920734;0.921087;0.001134;2.591990;1.000383;1.200310;20.320015;9.787456;2032.001494;978.745578;0.998306;22.592602;2.580741;0.998306;9.787456;0.695680;0.923000;
1.221184;0.920006;0.920362;0.920711;0.921067;0.001136;2.596684;1.000387;1.202284;20.362759;9.800493;2036.275933;980.049307;0.998071;22.642169;2.583919;0.998071;9.800493;0.696362;0.923000;
1.237568;0.921943;0.922299;0.920714;0.921070;0.001138;2.601382;1.000386;1.204267;20.405454;9.813580;2040.545369;981.357965;0.997836;22.691743;2.587142;0.997836;9.813580;0.697052;0.923000;
1.253952;0.923859;0.924211;0.920744;0.921095;0.001140;2.606023;1.000381;1.206236;20.447606;9.826578;2044.760647;982.657815;0.997604;22.740749;2.590376;0.997604;9.826578;0.697743;0.923000;
1.270336;0.925733;0.926078;0.920800;0.921142;0.001142;2.610549;1.000372;1.208167;20.488742;9.839353;2048.874248;983.935315;0.997378;22.788631;2.593582;0.997378;9.839353;0.698426;0.923000;
1.286720;0.927545;0.927877;0.920880;0.921210;0.001144;2.614901;1.000358;1.210040;20.528408;9.851773;2052.840779;985.177285;0.997160;22.834855;2.596724;0.997160;9.851773;0.699093;0.923000;
1.303104;0.929274;0.929591;0.920983;0.921297;0.001146;2.619025;1.000341;1.211833;20.566174;9.863711;2056.617426;986.371067;0.996954;22.878912;2.599769;0.996954;9.863711;0.699739;0.923000;
1.319488;0.930902;0.931200;0.921108;0.921402;0.001147;2.622870;1.000320;1.213528;20.601644;9.875047;2060.164365;987.504673;0.996761;22.920329;2.602683;0.996762;9.875047;0.700355;0.923000;
1.335872;0.932413;0.932688;0.921253;0.921525;0.001149;2.626390;1.000295;1.215105;20.634451;9.885669;2063.445120;988.566921;0.996585;22.958670;2.605435;0.996586;9.885669;0.700935;0.923000;
1.352256;0.933791;0.934041;0.921415;0.921662;0.001150;2.629541;1.000268;1.216549;20.664269;9.895476;2066.426890;989.547561;0.996428;22.993539;2.607996;0.996428;9.895476;0.701473;0.923000;
1.368640;0.935023;0.935245;0.921594;0.921813;0.001151;2.632285;1.000238;1.217846;20.690808;9.904374;2069.080813;990.437390;0.996291;23.024588;2.610339;0.996291;9.904374;0.701965;0.923000;
1.385024;0.936098;0.936290;0.921785;0.921974;0.001152;2.634590;1.000205;1.218982;20.713822;9.912284;2071.382193;991.228350;0.996175;23.051518;2.612443;0.996176;9.912284;0.702405;0.923000;
1.401408;0.937004;0.937165;0.921988;0.922146;0.001153;2.636429;1.000171;1.219948;20.733107;9.919136;2073.310675;991.913612;0.996084;23.074080;2.614285;0.996084;9.919136;0.702789;0.923000;
1.417792;0.937736;0.937863;0.922199;0.922324;0.001154;2.637783;1.000135;1.220734;20.748504;9.924876;2074.850377;992.487640;0.996016;23.092080;2.615849;0.996016;9.924876;0.703114;0.923000;
1.434176;0.938288;0.938380;0.922416;0.922507;0.001154;2.638638;1.000099;1.221335;20.759900;9.929462;2075.989976;992.946247;0.995973;23.105378;2.617122;0.995973;9.929462;0.703377;0.923000;
1.450560;0.938655;0.938713;0.922636;0.922693;0.001154;2.638985;1.000061;1.221746;20.767227;9.932866;2076.722746;993.286623;0.995956;23.113892;2.618094;0.995956;9.932866;0.703577;0.923000;
1.466944;0.938837;0.938860;0.922858;0.922880;0.001154;2.638824;1.000024;1.221965;20.770466;9.935074;2077.046560;993.507355;0.995964;23.117594;2.618757;0.995964;9.935074;0.703713;0.923000;
1.483328;0.938834;0.938822;0.923077;0.923065;0.001154;2.638160;0.999987;1.221994;20.769638;9.936084;2076.963841;993.608424;0.995997;23.116511;2.619111;0.995997;9.936084;0.703783;0.923000;
1.516096;0.938296;0.938218;0.923497;0.923420;0.001153;2.635411;0.999916;1.221502;20.756316;9.934629;2075.631619;993.462860;0.996135;23.100627;2.618904;0.996135;9.934629;0.703735;0.923000;
1.542791;0.937356;0.937227;0.923815;0.923688;0.001151;2.631849;0.999863;1.220581;20.734488;9.930162;2073.448830;993.016250;0.996313;23.074801;2.617865;0.996313;9.930162;0.703515;0.923000;
1.569485;0.936006;0.935832;0.924100;0.923928;0.001149;2.627240;0.999814;1.219236;20.703746;9.923004;2070.374626;992.300430;0.996543;23.038542;2.616099;0.996543;9.923004;0.703144;0.923000;
1.592627;0.934539;0.934331;0.924315;0.924110;0.001147;2.622514;0.999778;1.217763;20.670670;9.914840;2067.066987;991.484045;0.996779;22.999617;2.614031;0.996779;9.914840;0.702712;0.923000;
1.613454;0.933015;0.932782;0.924480;0.924249;0.001145;2.617782;0.999750;1.216228;20.636525;9.906142;2063.652528;990.614230;0.997016;22.959509;2.611794;0.997016;9.906142;0.702245;0.923000;
1.632198;0.931505;0.931253;0.924602;0.924352;0.001143;2.613217;0.999730;1.214703;20.602835;9.897385;2060.283522;989.738538;0.997244;22.919999;2.609516;0.997244;9.897385;0.701771;0.923000;
1.650943;0.929891;0.929624;0.924697;0.924432;0.001141;2.608442;0.999714;1.213071;20.566934;9.887916;2056.693388;988.791621;0.997483;22.877961;2.607031;0.997483;9.887916;0.701254;0.923000;
1.667813;0.928369;0.928093;0.924760;0.924485;0.001139;2.604025;0.999703;1.211530;20.533186;9.878914;2053.318630;987.891396;0.997704;22.838503;2.604649;0.997704;9.878914;0.700759;0.923000;
1.684683;0.926803;0.926522;0.924800;0.924519;0.001137;2.599555;0.999696;1.209943;20.498543;9.869589;2049.854347;986.958886;0.997927;22.798055;2.602164;0.997927;9.869589;0.700242;0.923000;
1.701553;0.925213;0.924929;0.924817;0.924533;0.001135;2.595086;0.999693;1.208331;20.463447;9.860066;2046.344689;986.006583;0.998151;22.757133;2.599609;0.998151;9.860066;0.699712;0.923000;
1.718423;0.923619;0.923337;0.924811;0.924529;0.001133;2.590674;0.999694;1.206713;20.428337;9.850469;2042.833692;985.046940;0.998371;22.716252;2.597017;0.998371;9.850469;0.699174;0.923000;
1.735293;0.922040;0.921763;0.924783;0.924505;0.001131;2.586370;0.999699;1.205111;20.393648;9.840922;2039.364847;984.092243;0.998587;22.675915;2.594421;0.998587;9.840922;0.698635;0.923000;
1.752163;0.920497;0.920228;0.924734;0.924463;0.001129;2.582225;0.999707;1.203543;20.359806;9.831545;2035.980596;983.154476;0.998794;22.636613;2.591852;0.998794;9.831545;0.698102;0.923000;
1.769033;0.919007;0.918749;0.924663;0.924404;0.001128;2.578284;0.999719;1.202029;20.327218;9.822452;2032.721818;982.245184;0.998991;22.598816;2.589342;0.998991;9.822452;0.697583;0.923000;
1.785903;0.917589;0.917345;0.924573;0.924328;0.001126;2.574590;0.999735;1.200586;20.296273;9.813753;2029.627319;981.375342;0.999176;22.562967;2.586922;0.999176;9.813753;0.697082;0.923000;
1.802773;0.916259;0.916033;0.924465;0.924237;0.001125;2.571184;0.999753;1.199232;20.267334;9.805552;2026.733352;980.555232;0.999346;22.529478;2.584619;0.999346;9.805552;0.696606;0.923000;
1.819643;0.915033;0.914826;0.924341;0.924131;0.001123;2.568099;0.999774;1.197981;20.240732;9.797943;2024.073168;979.794333;0.999500;22.498728;2.582461;0.999500;9.797943;0.696162;0.923000;
1.836513;0.913924;0.913739;0.924201;0.924014;0.001122;2.565366;0.999797;1.196848;20.216766;9.791012;2021.676618;979.101223;0.999637;22.471053;2.580472;0.999637;9.791012;0.695753;0.923000;
1.853383;0.912945;0.912783;0.924049;0.923885;0.001121;2.563010;0.999823;1.195845;20.195698;9.784835;2019.569797;978.483491;0.999755;22.446746;2.578673;0.999755;9.784835;0.695385;0.923000;
1.870253;0.912105;0.911969;0.923886;0.923748;0.001120;2.561052;0.999850;1.194982;20.177747;9.779476;2017.774652;977.947603;0.999853;22.426054;2.577085;0.999853;9.779476;0.695062;0.923000;
1.887123;0.911414;0.911304;0.923715;0.923603;0.001120;2.559506;0.999879;1.194268;20.163091;9.774991;2016.309121;977.499079;0.999930;22.409176;2.575722;0.999930;9.774991;0.694787;0.923000;
1.903993;0.910877;0.910795;0.923537;0.923453;0.001119;2.558384;0.999909;1.193710;20.151865;9.771422;2015.186534;977.142158;0.999986;22.396260;2.574598;0.999986;9.771422;0.694563;0.923000;
1.920863;0.910500;0.910445;0.923355;0.923300;0.001119;2.557690;0.999940;1.193313;20.144156;9.768799;2014.415615;976.879893;1.000021;22.387402;2.573724;1.000021;9.768799;0.694393;0.923000;
1.937733;0.910283;0.910257;0.923172;0.923146;0.001119;2.557424;0.999971;1.193077;20.139999;9.767140;2013.999924;976.713981;1.000034;22.382641;2.573106;1.000034;9.767140;0.694278;0.923000;
1.954603;0.910227;0.910229;0.922990;0.922992;0.001119;2.557580;1.000002;1.193005;20.139386;9.766452;2013.938629;976.645216;1.000026;22.381963;2.572746;1.000026;9.766452;0.694217;0.923000;
1.988343;0.910582;0.910637;0.922639;0.922695;0.001119;2.559094;1.000061;1.193333;20.148390;9.767912;2014.839035;976.791210;0.999950;22.392397;2.572796;0.999950;9.767912;0.694261;0.923000;
2.018457;0.911397;0.911497;0.922349;0.922450;0.001121;2.561718;1.000110;1.194135;20.167343;9.772279;2016.734314;977.227934;0.999819;22.414299;2.573676;0.999819;9.772279;0.694478;0.923000;
2.045560;0.912496;0.912632;0.922115;0.922253;0.001122;2.564999;1.000149;1.195231;20.192362;9.778488;2019.236175;977.848834;0.999655;22.443209;2.575097;0.999655;9.778488;0.694808;0.923000;
2.069953;0.913744;0.913909;0.921933;0.922099;0.001124;2.568597;1.000180;1.196487;20.220515;9.785726;2022.051520;978.572648;0.999475;22.475757;2.576839;0.999475;9.785726;0.695202;0.923000;
2.091906;0.915047;0.915233;0.921795;0.921983;0.001125;2.572272;1.000204;1.197803;20.249712;9.793400;2024.971154;979.340040;0.999292;22.509536;2.578738;0.999292;9.793400;0.695626;0.923000;
2.111664;0.916339;0.916541;0.921694;0.921898;0.001127;2.575866;1.000221;1.199113;20.278538;9.801099;2027.853813;980.109854;0.999112;22.542912;2.580676;0.999112;9.801099;0.696055;0.923000;
2.131422;0.917718;0.917932;0.921617;0.921833;0.001128;2.579660;1.000234;1.200517;20.309202;9.809394;2030.920237;980.939429;0.998922;22.578447;2.582794;0.998922;9.809394;0.696522;0.923000;
2.151180;0.919158;0.919381;0.921565;0.921788;0.001130;2.583589;1.000242;1.201988;20.341146;9.818138;2034.114618;981.813788;0.998726;22.615498;2.585052;0.998726;9.818138;0.697016;0.923000;
2.170939;0.920635;0.920863;0.921537;0.921765;0.001132;2.587586;1.000247;1.203501;20.373805;9.827175;2037.380531;982.717513;0.998526;22.653414;2.587410;0.998526;9.827175;0.697531;0.923000;
2.188721;0.921976;0.922204;0.921534;0.921762;0.001133;2.591187;1.000248;1.204878;20.403367;9.835437;2040.336723;983.543672;0.998346;22.687766;2.589585;0.998346;9.835437;0.698003;0.923000;
2.206503;0.923306;0.923532;0.921550;0.921776;0.001135;2.594739;1.000245;1.206249;20.432653;9.843697;2043.265275;984.369667;0.998168;22.721826;2.591778;0.998168;9.843697;0.698478;0.923000;
2.224285;0.924610;0.924831;0.921586;0.921806;0.001136;2.598195;1.000239;1.207595;20.461267;9.851842;2046.126665;985.184166;0.997995;22.755133;2.593957;0.997995;9.851842;0.698949;0.923000;
2.242067;0.925869;0.926081;0.921640;0.921852;0.001138;2.601508;1.000230;1.208899;20.488833;9.859762;2048.883253;985.976214;0.997830;22.787246;2.596094;0.997830;9.859762;0.699409;0.923000;
2.259850;0.927067;0.927268;0.921712;0.921913;0.001139;2.604636;1.000218;1.210144;20.514999;9.867354;2051.499922;986.735430;0.997673;22.817752;2.598161;0.997673;9.867354;0.699852;0.923000;
2.277632;0.928189;0.928377;0.921800;0.921987;0.001141;2.607537;1.000203;1.211314;20.539436;9.874519;2053.943574;987.451888;0.997528;22.846259;2.600129;0.997528;9.874519;0.700274;0.923000;
2.295414;0.929221;0.929394;0.921903;0.922074;0.001142;2.610174;1.000185;1.212395;20.561842;9.881164;2056.184230;988.116429;0.997396;22.872414;2.601975;0.997396;9.881164;0.700668;0.923000;
2.313196;0.930152;0.930306;0.922019;0.922172;0.001143;2.612515;1.000166;1.213372;20.581953;9.887208;2058.195263;988.720771;0.997279;22.895899;2.603674;0.997279;9.887208;0.701030;0.923000;
2.330979;0.930969;0.931104;0.922146;0.922279;0.001144;2.614532;1.000144;1.214235;20.599536;9.892576;2059.953620;989.257593;0.997179;22.916440;2.605206;0.997179;9.892576;0.701356;0.923000;
2.348761;0.931665;0.931778;0.922282;0.922394;0.001144;2.616201;1.000121;1.214975;20.614400;9.897206;2061.440038;989.720618;0.997095;22.933806;2.606553;0.997095;9.897206;0.701642;0.923000;
2.366543;0.932232;0.932322;0.922426;0.922516;0.001145;2.617504;1.000097;1.215582;20.626392;9.901047;2062.639206;990.104679;0.997030;22.947814;2.607699;0.997030;9.901047;0.701885;0.923000;
2.384325;0.932664;0.932731;0.922575;0.922642;0.001145;2.618428;1.000072;1.216052;20.635399;9.904058;2063.539891;990.405780;0.996984;22.958329;2.608631;0.996984;9.904058;0.702082;0.923000;
2.402107;0.932958;0.933001;0.922728;0.922770;0.001146;2.618967;1.000046;1.216380;20.641350;9.906208;2064.134976;990.620840;0.996957;22.965265;2.609341;0.996957;9.906208;0.702232;0.923000;
2.419890;0.933113;0.933131;0.922881;0.922899;0.001146;2.619119;1.000020;1.216564;20.644225;9.907491;2064.422517;990.749121;0.996949;22.968598;2.609823;0.996949;9.907491;0.702333;0.923000;
2.455454;0.933011;0.932982;0.923180;0.923152;0.001145;2.618304;0.999970;1.216510;20.640942;9.907466;2064.094237;990.746650;0.996990;22.964678;2.610099;0.996990;9.907466;0.702392;0.923000;
2.491019;0.932386;0.932314;0.923458;0.923387;0.001144;2.616086;0.999923;1.215916;20.626212;9.904125;2062.621198;990.412539;0.997101;22.947356;2.609484;0.997101;9.904125;0.702263;0.923000;
2.523027;0.931416;0.931309;0.923681;0.923575;0.001143;2.613021;0.999885;1.214959;20.604052;9.898511;2060.405245;989.851120;0.997254;22.921363;2.608219;0.997254;9.898511;0.701999;0.923000;
2.551834;0.930253;0.930120;0.923852;0.923719;0.001141;2.609533;0.999856;1.213798;20.577848;9.891598;2057.784802;989.159815;0.997428;22.890673;2.606563;0.997428;9.891598;0.701653;0.923000;
2.577491;0.929026;0.928873;0.923975;0.923823;0.001140;2.605962;0.999835;1.212565;20.550362;9.884189;2055.036224;988.418873;0.997607;22.858527;2.604731;0.997607;9.884189;0.701270;0.923000;
2.600582;0.927797;0.927631;0.924061;0.923895;0.001138;2.602469;0.999821;1.211326;20.522997;9.876708;2052.299711;987.670808;0.997782;22.826562;2.602845;0.997782;9.876708;0.700877;0.923000;
2.621365;0.926617;0.926443;0.924115;0.923941;0.001137;2.599174;0.999812;1.210134;20.496807;9.869475;2049.680658;986.947509;0.997946;22.796003;2.600994;0.997946;9.869475;0.700491;0.923000;
2.642147;0.925392;0.925213;0.924148;0.923969;0.001135;2.595807;0.999806;1.208893;20.469688;9.861921;2046.968819;986.192105;0.998115;22.764395;2.599040;0.998115;9.861921;0.700084;0.923000;
2.662929;0.924145;0.923964;0.924159;0.923978;0.001134;2.592433;0.999804;1.207629;20.442166;9.854194;2044.216572;985.419391;0.998283;22.732352;2.597019;0.998284;9.854194;0.699663;0.923000;
2.683711;0.922899;0.922721;0.924148;0.923969;0.001133;2.589115;0.999806;1.206364;20.414759;9.846440;2041.475898;984.643974;0.998449;22.700477;2.594971;0.998449;9.846440;0.699237;0.923000;
2.704494;0.921679;0.921506;0.924115;0.923941;0.001131;2.585916;0.999812;1.205123;20.387977;9.838802;2038.797661;983.880216;0.998609;22.669362;2.592935;0.998609;9.838802;0.698814;0.923000;
2.725276;0.920506;0.920341;0.924063;0.923897;0.001130;2.582891;0.999821;1.203929;20.362307;9.831419;2036.230708;983.141948;0.998761;22.639570;2.590948;0.998761;9.831419;0.698402;0.923000;
