time;WTG4A_WTG4A_injector_PInjPu;WTG4A_WTG4A_injector_QInjPu;WTG4A_WTG4A_injector_terminal_V_re;WTG4A_WTG4A_injector_terminal_i_re;WTG4A_WTG4A_injector_terminal_V_im;WTG4A_WTG4A_injector_terminal_i_im;WTG4A_WTG4A_pll_omegaPLLPu;WTG4A_WTG4A_driveTrainPmConstrant_PePu;
2.0036098734;0.9956792816;1.0420783784;1.1196832317;-0.9956792816;0.1493539494;0.7978772210;1.0000000228;0.9956792816;
2.0037698734;0.9947774685;1.0386335355;1.1192987672;-0.9947774685;0.1492186756;0.7953141602;1.0000000144;0.9947774685;
2.0040898734;0.9928477011;1.0314445066;1.1184972906;-0.9928477011;0.1489292065;0.7899710565;1.0000000001;0.9928477011;
2.0047298734;0.9885341471;1.0159723646;1.1167741511;-0.9885341471;0.1482821645;0.7784836180;0.9999999788;0.9885341471;
2.0060098734;0.9784431364;0.9814085965;1.1129211425;-0.9784431364;0.1467684920;0.7527972476;0.9999999531;0.9784431364;
2.0072898734;0.9667954198;0.9429344519;1.1086139462;-0.9667954198;0.1450213105;0.7240830011;0.9999999408;0.9667954198;
2.0085698734;0.9540632890;0.9016917030;1.1039658328;-0.9540632890;0.1431114645;0.6930960051;0.9999999345;0.9540632890;
2.0098498734;0.9406430158;0.8586924804;1.0990800355;-0.9406430158;0.1410983958;0.6605244717;0.9999999310;0.9406430158;
2.0106087274;0.9325146093;0.8327742995;1.0961138296;-0.9325146093;0.1398791181;0.6407500384;0.9999999297;0.9325146093;
2.0106087274;0.9325074307;0.8327759660;1.0961142920;-0.9325074307;0.1398780413;0.6407531206;0.9999999297;0.9325074307;
2.0106187274;0.9323987256;0.8324305211;1.0960746539;-0.9323987256;0.1398617353;0.6404888708;0.9999999297;0.9323987256;
2.0106287274;0.9322900491;0.8320851731;1.0960350240;-0.9322900491;0.1398454336;0.6402246749;0.9999999296;0.9322900491;
2.0106487274;0.9320727140;0.8313947819;1.0959557927;-0.9320727140;0.1398128329;0.6396964732;0.9999999296;0.9320727140;
2.0106887274;0.9316381081;0.8300154775;1.0957974768;-0.9316381081;0.1397476411;0.6386410485;0.9999999296;0.9316381081;
2.0107687274;0.9307691948;0.8272627710;1.0954814302;-0.9307691948;0.1396173023;0.6365341006;0.9999999295;0.9307691948;
2.0109287274;0.9290327220;0.8217812571;1.0948517135;-0.9290327220;0.1393568278;0.6323360466;0.9999999294;0.9290327220;
2.0112487274;0.9255665002;0.8109142880;1.0936018340;-0.9255665002;0.1388368873;0.6240036317;0.9999999292;0.9255665002;
2.0118404572;0.9191889498;0.7911594853;1.0913244426;-0.9191889498;0.1378802416;0.6088212313;0.9999999291;0.9191889498;
2.0118404572;0.9191889590;0.7911594873;1.0913244425;-0.9191889590;0.1378802430;0.6088212308;0.9999999291;0.9191889590;
2.0118404572;0.9191889588;0.7911594867;1.0913244424;-0.9191889588;0.1378802430;0.6088212303;0.9999999291;0.9191889588;
2.0118404572;0.9191889588;0.7911594867;1.0913244424;-0.9191889588;0.1378802430;0.6088212303;0.9999999291;0.9191889588;
2.0118504572;0.9190815780;0.7908294419;1.0912863353;-0.9190815780;0.1378641356;0.6085671864;0.9999999292;0.9190815780;
2.0118604572;0.9189742853;0.7904995222;1.0912482381;-0.9189742853;0.1378480415;0.6083132083;0.9999999292;0.9189742853;
2.0118804572;0.9187599166;0.7898399986;1.0911720674;-0.9187599166;0.1378158857;0.6078054110;0.9999999292;0.9187599166;
2.0119204572;0.9183322070;0.7885224190;1.0910198417;-0.9183322070;0.1377517284;0.6067905870;0.9999999292;0.9183322070;
2.0120004572;0.9174809380;0.7858932054;1.0907158616;-0.9174809380;0.1376240363;0.6047640808;0.9999999292;0.9174809380;
2.0121604572;0.9157950151;0.7806587884;1.0901098202;-0.9157950151;0.1373711444;0.6007238601;0.9999999294;0.9157950151;
2.0124804572;0.9124885864;0.7702863122;1.0889055317;-0.9124885864;0.1368751732;0.5926953809;0.9999999301;0.9124885864;
2.0131204572;0.9061288644;0.7499280895;1.0865289334;-0.9061288644;0.1359212018;0.5768516106;0.9999999321;0.9061288644;
2.0144004572;0.8943575077;0.7107592386;1.0819086381;-0.8943575077;0.1341554740;0.5460500660;0.9999999375;0.8943575077;
2.0156804572;0.8837681806;0.6736346461;1.0774708349;-0.8837681806;0.1325670530;0.5164651188;0.9999999434;0.8837681806;
2.0169604572;0.8742576322;0.6385237678;1.0732207834;-0.8742576322;0.1311404511;0.4881318324;0.9999999492;0.8742576322;
2.0182404572;0.8657299208;0.6053837126;1.0691615381;-0.8657299208;0.1298612768;0.4610705700;0.9999999545;0.8657299208;
2.0195204572;0.8580972417;0.5741608344;1.0652940919;-0.8580972417;0.1287163592;0.4352879502;0.9999999593;0.8580972417;
2.0212539451;0.8489803659;0.5347767144;1.0603569335;-0.8489803659;0.1273488090;0.4023740143;0.9999999652;0.8489803659;
2.0212539451;0.8489837516;0.5347761731;1.0603567456;-0.8489837516;0.1273493168;0.4023727619;0.9999999652;0.8489837516;
2.0212544530;0.8489813140;0.5347651347;1.0603553513;-0.8489813140;0.1273489512;0.4023634664;0.9999999652;0.8489813140;
2.0212544530;0.8489813140;0.5347651347;1.0603553513;-0.8489813140;0.1273489512;0.4023634664;0.9999999652;0.8489813140;
2.0212644530;0.8489333359;0.5345479390;1.0603279155;-0.8489333359;0.1273417544;0.4021805636;0.9999999652;0.8489333359;
2.0212744530;0.8488854045;0.5343309875;1.0603005093;-0.8488854045;0.1273345646;0.4019978585;0.9999999652;0.8488854045;
2.0212944530;0.8487896838;0.5338976459;1.0602457631;-0.8487896838;0.1273202062;0.4016328885;0.9999999653;0.8487896838;
2.0213344530;0.8485988871;0.5330336737;1.0601365944;-0.8485988871;0.1272915864;0.4009051073;0.9999999654;0.8485988871;
2.0214144530;0.8482199579;0.5313165858;1.0599195522;-0.8482199579;0.1272347462;0.3994581795;0.9999999657;0.8482199579;
2.0215744530;0.8474727171;0.5279257953;1.0594906521;-0.8474727171;0.1271226585;0.3965988843;0.9999999662;0.8474727171;
2.0218944530;0.8460199071;0.5213140327;1.0586531755;-0.8460199071;0.1269047340;0.3910157840;0.9999999672;0.8460199071;
2.0225344530;0.8432744468;0.5087399148;1.0570561751;-0.8432744468;0.1264929093;0.3803692615;0.9999999693;0.8432744468;
2.0238144530;0.8383746727;0.4859672298;1.0541489247;-0.8383746727;0.1257579331;0.3609878594;0.9999999735;0.8383746727;
2.0250944530;0.8342012856;0.4660858501;1.0515939122;-0.8342012856;0.1251319164;0.3439546772;0.9999999773;0.8342012856;
2.0276544530;0.8276391250;0.4333155411;1.0473441378;-0.8276391250;0.1241475787;0.3156232376;0.9999999839;0.8276391250;
2.0299584530;0.8234975210;0.4106651712;1.0443729145;-0.8234975210;0.1235263296;0.2958153555;0.9999999886;0.8234975210;
2.0322624530;0.8206641002;0.3930453982;1.0420366124;-0.8206641002;0.1231013106;0.2802402223;0.9999999924;0.8206641002;
2.0345664530;0.8188738071;0.3794268654;1.0402100759;-0.8188738071;0.1228327629;0.2680634803;0.9999999953;0.8188738071;
2.0368704530;0.8178961477;0.3689517826;1.0387872007;-0.8178961477;0.1226861120;0.2585777762;0.9999999975;0.8178961477;
2.0391744530;0.8175411736;0.3609359288;1.0376823555;-0.8175411736;0.1226328652;0.2512122433;0.9999999992;0.8175411736;
2.0414784530;0.8176538073;0.3548359893;1.0368269440;-0.8176538073;0.1226497605;0.2455095782;1.0000000005;0.8176538073;
2.0437824530;0.8181087024;0.3502229595;1.0361664490;-0.8181087024;0.1227179957;0.2411063391;1.0000000015;0.8181087024;
2.0460864530;0.8188054806;0.3467593533;1.0356577728;-0.8188054806;0.1228225138;0.2377152109;1.0000000021;0.8188054806;
2.0506944530;0.8205613171;0.3420710748;1.0349403994;-0.8205613171;0.1230858929;0.2329327877;1.0000000029;0.8205613171;
2.0553024530;0.8225625299;0.3395691195;1.0345202943;-0.8225625299;0.1233860790;0.2301321255;1.0000000031;0.8225625299;
2.0599104530;0.8245563970;0.3383774314;1.0342839079;-0.8245563970;0.1236851632;0.2285562379;1.0000000029;0.8245563970;
2.0645184530;0.8263893324;0.3379232004;1.0341564097;-0.8263893324;0.1239601073;0.2277062618;1.0000000026;0.8263893324;
2.0691264530;0.8279835767;0.3378573349;1.0340916076;-0.8279835767;0.1241992472;0.2272742533;1.0000000022;0.8279835767;
2.0737344530;0.8293114525;0.3379791678;1.0340623594;-0.8293114525;0.1243984313;0.2270792684;1.0000000018;0.8293114525;
2.0829504530;0.8312236999;0.3383550397;1.0340482543;-0.8312236999;0.1246852724;0.2269852353;1.0000000011;0.8312236999;
2.0921664530;0.8322817380;0.3387970996;1.0340732586;-0.8322817380;0.1248439803;0.2271519283;1.0000000005;0.8322817380;
2.1013824530;0.8326725118;0.3392088648;1.0341173764;-0.8326725118;0.1249025972;0.2274460432;1.0000000001;0.8326725118;
2.1105984530;0.8325688178;0.3395751447;1.0341724439;-0.8325688178;0.1248870428;0.2278131548;0.9999999998;0.8325688178;
2.1147001529;0.8324080858;0.3397274816;1.0341994685;-0.8324080858;0.1248629327;0.2279933165;0.9999999997;0.8324080858;
2.1147001529;0.8324080858;0.3397274816;1.0341994685;-0.8324080858;0.1248629327;0.2279933165;0.9999999997;0.8324080858;
2.1147101529;0.8324075654;0.3397277925;1.0341995304;-0.8324075654;0.1248628546;0.2279937291;0.9999999997;0.8324075654;
2.1147201529;0.8324070290;0.3397281487;1.0341995992;-0.8324070290;0.1248627742;0.2279941879;0.9999999997;0.8324070290;
2.1147401529;0.8324059622;0.3397288416;1.0341997339;-0.8324059622;0.1248626142;0.2279950858;0.9999999997;0.8324059622;
2.1147801529;0.8324038046;0.3397302854;1.0342000123;-0.8324038046;0.1248622905;0.2279969415;0.9999999997;0.8324038046;
2.1148601529;0.8323994875;0.3397331326;1.0342005634;-0.8323994875;0.1248616429;0.2280006155;0.9999999997;0.8323994875;
2.1150201529;0.8323907917;0.3397388214;1.0342016670;-0.8323907917;0.1248603386;0.2280079726;0.9999999997;0.8323907917;
2.1151022738;0.8323862969;0.3397417383;1.0342022341;-0.8323862969;0.1248596643;0.2280117534;0.9999999997;0.8323862969;
2.1151022738;0.8323862969;0.3397417383;1.0342022341;-0.8323862969;0.1248596643;0.2280117534;0.9999999997;0.8323862969;
2.1151122738;0.8323857479;0.3397420934;1.0342023032;-0.8323857479;0.1248595820;0.2280122140;0.9999999997;0.8323857479;
2.1151222738;0.8323851986;0.3397424484;1.0342023723;-0.8323851986;0.1248594996;0.2280126746;0.9999999997;0.8323851986;
2.1151422738;0.8323840991;0.3397431583;1.0342025105;-0.8323840991;0.1248593347;0.2280135961;0.9999999997;0.8323840991;
2.1151822738;0.8323818966;0.3397445779;1.0342027870;-0.8323818966;0.1248590043;0.2280154396;0.9999999997;0.8323818966;
2.1152622738;0.8323774765;0.3397474155;1.0342033404;-0.8323774765;0.1248583412;0.2280191287;0.9999999997;0.8323774765;
2.1154222738;0.8323685755;0.3397530852;1.0342044485;-0.8323685755;0.1248570061;0.2280265157;0.9999999997;0.8323685755;
2.1157422738;0.8323505323;0.3397644020;1.0342066699;-0.8323505323;0.1248542996;0.2280413249;0.9999999996;0.8323505323;
2.1163822738;0.8323134965;0.3397869473;1.0342111336;-0.8323134965;0.1248487441;0.2280710823;0.9999999996;0.8323134965;
2.1176622738;0.8322357448;0.3398316991;1.0342201420;-0.8322357448;0.1248370812;0.2281311379;0.9999999996;0.8322357448;
2.1202222738;0.8320663966;0.3399199437;1.0342384662;-0.8320663966;0.1248116786;0.2282532972;0.9999999996;0.8320663966;
2.1253422738;0.8316783131;0.3400919768;1.0342762133;-0.8316783131;0.1247534653;0.2285049411;0.9999999995;0.8316783131;
2.1355822738;0.8307409612;0.3404212827;1.0343552477;-0.8307409612;0.1246128606;0.2290318299;0.9999999993;0.8307409612;
2.1458222738;0.8296250750;0.3407337716;1.0344381100;-0.8296250750;0.1244454753;0.2295842376;0.9999999992;0.8296250750;
2.1461431693;0.8295878702;0.3407433433;1.0344407527;-0.8295878702;0.1244398945;0.2296018555;0.9999999992;0.8295878702;
2.1461431693;0.8295878702;0.3407433433;1.0344407527;-0.8295878702;0.1244398945;0.2296018555;0.9999999992;0.8295878702;
2.1461531693;0.8295866924;0.3407436546;1.0344408375;-0.8295866924;0.1244397179;0.2296024209;0.9999999992;0.8295866924;
2.1461631693;0.8295855111;0.3407439511;1.0344409204;-0.8295855111;0.1244395407;0.2296029734;0.9999999992;0.8295855111;
2.1461831693;0.8295831497;0.3407445505;1.0344410870;-0.8295831497;0.1244391865;0.2296040840;0.9999999992;0.8295831497;
2.1462231693;0.8295784210;0.3407457301;1.0344414177;-0.8295784210;0.1244384771;0.2296062886;0.9999999992;0.8295784210;
2.1463031693;0.8295689607;0.3407481014;1.0344420809;-0.8295689607;0.1244370581;0.2296107098;0.9999999992;0.8295689607;
2.1464631693;0.8295500173;0.3407528418;1.0344434077;-0.8295500173;0.1244342165;0.2296195554;0.9999999992;0.8295500173;
2.1467831693;0.8295120384;0.3407623138;1.0344460633;-0.8295120384;0.1244285196;0.2296372593;0.9999999992;0.8295120384;
2.1474231693;0.8294357169;0.3407812246;1.0344513824;-0.8294357169;0.1244170712;0.2296727192;0.9999999992;0.8294357169;
2.1487031693;0.8292816484;0.3408189270;1.0344620527;-0.8292816484;0.1243939606;0.2297438534;0.9999999992;0.8292816484;
2.1512631693;0.8289680358;0.3408939501;1.0344835272;-0.8289680358;0.1243469181;0.2298870145;0.9999999992;0.8289680358;
2.1563831693;0.8283205179;0.3410430151;1.0345270309;-0.8283205179;0.1242497891;0.2301770358;0.9999999992;0.8283205179;
2.1666231693;0.8269547527;0.3413396178;1.0346162225;-0.8269547527;0.1240449215;0.2307716380;0.9999999991;0.8269547527;
2.1871031693;0.8239985939;0.3419333972;1.0348021946;-0.8239985939;0.1236014916;0.2320114349;0.9999999990;0.8239985939;
2.2075831693;0.8207959412;0.3425302963;1.0349966823;-0.8207959412;0.1231210870;0.2333080018;0.9999999989;0.8207959412;
2.2280631693;0.8173993653;0.3431307721;1.0351978343;-0.8173993653;0.1226115936;0.2346489968;0.9999999989;0.8173993653;
2.2485431693;0.8138397396;0.3437336964;1.0354043461;-0.8138397396;0.1220776424;0.2360257233;0.9999999988;0.8138397396;
2.2690231693;0.8101305779;0.3443376703;1.0356154826;-0.8101305779;0.1215212605;0.2374332804;0.9999999988;0.8101305779;
2.2895031693;0.8062731475;0.3449415306;1.0358309627;-0.8062731475;0.1209426380;0.2388697945;0.9999999987;0.8062731475;
2.3304631693;0.7980758112;0.3461443115;1.0362752601;-0.7980758112;0.1197130206;0.2418317363;0.9999999986;0.7980758112;
2.3714231693;0.7892040458;0.3473375071;1.0367373562;-0.7892040458;0.1183822374;0.2449123347;0.9999999985;0.7892040458;
2.4123831693;0.7796759320;0.3485171004;1.0372153021;-0.7796759320;0.1169530007;0.2480985964;0.9999999984;0.7796759320;
2.4533431693;0.7696171643;0.3496803034;1.0377038337;-0.7696171643;0.1154441648;0.2513554293;0.9999999983;0.7696171643;
2.5083816655;0.7557760963;0.3512202558;1.0383599781;-0.7557760963;0.1133679759;0.2557296651;0.9999999983;0.7557760963;
2.5634201616;0.7423503931;0.3527311814;1.0389904192;-0.7423503931;0.1113540927;0.2599325479;0.9999999984;0.7423503931;
2.6184586578;0.7302407685;0.3542176783;1.0395691731;-0.7302407685;0.1095376240;0.2637908536;0.9999999986;0.7302407685;
2.6734971540;0.7202346022;0.3556809128;1.0400749466;-0.7202346022;0.1080366784;0.2671626306;0.9999999989;0.7202346022;
2.7285356502;0.7128019972;0.3571283976;1.0404976708;-0.7128019972;0.1069217723;0.2699807531;0.9999999993;0.7128019972;
2.7835741464;0.7079955871;0.3585613625;1.0408385481;-0.7079955871;0.1062008009;0.2722532372;0.9999999996;0.7079955871;
2.8386126426;0.7054565489;0.3599779362;1.0411095772;-0.7054565489;0.1058199399;0.2740600729;0.9999999998;0.7054565489;
2.8936511387;0.7045163866;0.3613745298;1.0413306691;-0.7045163866;0.1056789136;0.2755339989;1.0000000000;0.7045163866;
2.9486896349;0.7043686569;0.3627471110;1.0415251301;-0.7043686569;0.1056567538;0.2768303874;1.0000000000;0.7043686569;
3.0037281311;0.7042653834;0.3640920785;1.0417143968;-0.7042653834;0.1056412626;0.2780921480;1.0000000000;0.7042653834;
3.0587666273;0.7036856353;0.3654067651;1.0419133322;-0.7036856353;0.1055542992;0.2794183663;0.9999999999;0.7036856353;
3.1138051235;0.7024320499;0.3666898995;1.0421274703;-0.7024320499;0.1053662588;0.2808459336;0.9999999998;0.7024320499;
3.1688436197;0.7006328372;0.3679419278;1.0423530232;-0.7006328372;0.1050963732;0.2823495987;0.9999999998;0.7006328372;
3.2238821159;0.6986551131;0.3691649681;1.0425795137;-0.6986551131;0.1047997105;0.2838595145;0.9999999998;0.6986551131;
3.2789206120;0.6969606682;0.3703620903;1.0427939837;-0.6969606682;0.1045455402;0.2852892953;0.9999999998;0.6969606682;
3.3339591082;0.6959494629;0.3715361784;1.0429853745;-0.6959494629;0.1043938573;0.2865652163;0.9999999999;0.6959494629;
3.3889976044;0.6958358151;0.3726889247;1.0431478530;-0.6958358151;0.1043768099;0.2876483916;1.0000000000;0.6958358151;
3.4440361006;0.6965892509;0.3738204422;1.0432823527;-0.6965892509;0.1044898269;0.2885450437;1.0000000001;0.6965892509;
3.4990745968;0.6979514634;0.3749295777;1.0433961206;-0.6979514634;0.1046941616;0.2893034855;1.0000000002;0.6979514634;
3.5541130930;0.6995189210;0.3760145462;1.0435005099;-0.6995189210;0.1049292834;0.2899994051;1.0000000002;0.6995189210;
3.6091515891;0.7008630675;0.3770735506;1.0436076745;-0.7008630675;0.1051309082;0.2907138259;1.0000000001;0.7008630675;
3.6641900853;0.7016510845;0.3781051893;1.0437271227;-0.7016510845;0.1052491124;0.2915101360;1.0000000001;0.7016510845;
3.7192285815;0.7017321384;0.3791088032;1.0438631893;-0.7017321384;0.1052612706;0.2924172342;1.0000000000;0.7017321384;
3.7742670777;0.7011661488;0.3800847180;1.0440141763;-0.7011661488;0.1051763710;0.2934238001;0.9999999999;0.7011661488;
3.8293055739;0.7001904924;0.3810342903;1.0441733415;-0.7001904924;0.1050300205;0.2944848870;0.9999999999;0.7001904924;
3.8843440701;0.6991386399;0.3819596192;1.0443312826;-0.6991386399;0.1048722405;0.2955378133;0.9999999999;0.6991386399;
3.9393825662;0.6983376934;0.3828629290;1.0444788596;-0.6983376934;0.1047520968;0.2965216466;0.9999999999;0.6983376934;
3.9944210624;0.6980156869;0.3837459182;1.0446097648;-0.6980156869;0.1047037952;0.2973943354;1.0000000000;0.6980156869;
4.0494595586;0.6982441606;0.3846093603;1.0447220723;-0.6982441606;0.1047380667;0.2981430421;1.0000000001;0.6982441606;
4.1595365510;0.6995753033;0.3862733137;1.0449127138;-0.6995753033;0.1049377409;0.2994139680;1.0000000001;0.6995753033;
4.2519626354;0.7008231473;0.3876056934;1.0450600022;-0.7008231473;0.1051249201;0.3003958772;1.0000000001;0.7008231473;
4.3443887199;0.7010168578;0.3888467195;1.0452251392;-0.7010168578;0.1051539770;0.3014967753;1.0000000000;0.7010168578;
4.4212082354;0.7007002663;0.3898366038;1.0453704450;-0.7007002663;0.1051064877;0.3024654671;1.0000000000;0.7007002663;
4.4980277509;0.7002357084;0.3907878781;1.0455146736;-0.7002357084;0.1050368030;0.3034269780;1.0000000000;0.7002357084;
4.6516667819;0.6998379768;0.3925442611;1.0457675785;-0.6998379768;0.1049771425;0.3051129875;1.0000000000;0.6998379768;
4.7899419098;0.6998432924;0.3940141650;1.0459693865;-0.6998432924;0.1049779398;0.3064583554;1.0000000000;0.6998432924;
4.9282170377;0.6999482679;0.3953770235;1.0461535464;-0.6999482679;0.1049936863;0.3076860712;1.0000000000;0.6999482679;
5.2047672935;0.7000104052;0.3977089178;1.0464718912;-0.7000104052;0.1050030071;0.3098083407;1.0000000000;0.7000104052;
5.4813175493;0.7000030956;0.3996840779;1.0467431172;-0.7000030956;0.1050019106;0.3116164893;1.0000000000;0.7000030956;
5.7578678051;0.6999954653;0.4013375210;1.0469701057;-0.6999954653;0.1050007661;0.3131297246;1.0000000000;0.6999954653;
5.9999999999;0.6999919040;0.4026061563;1.0471441369;-0.6999919040;0.1050002319;0.3142899172;1.0000000000;0.6999919040;
5.9999999999;0.6999918313;0.4026061378;1.0471441365;-0.6999918313;0.1050002209;0.3142899143;1.0000000000;0.6999918313;
6.0000000033;0.6999918313;0.4026061379;1.0471441354;-0.6999918347;0.1050002323;0.3142899067;1.0000000322;0.6999918313;
6.0000000033;0.6999918313;0.4026061379;1.0471441354;-0.6999918347;0.1050002323;0.3142899067;1.0000000322;0.6999918313;
6.0000100033;0.6999919291;0.4026062137;1.0471408438;-0.7000018058;0.1050331435;0.3142679665;1.0000934048;0.6999919291;
6.0000200033;0.6999919289;0.4026062642;1.0471375505;-0.7000116782;0.1050660403;0.3142460213;1.0001859129;0.6999919289;
6.0000400033;0.6999919225;0.4026063635;1.0471309607;-0.7000314152;0.1051318328;0.3142021296;1.0003689221;0.6999919225;
6.0000800033;0.6999919278;0.4026065669;1.0471177689;-0.7000708987;0.1052634191;0.3141143434;1.0007250539;0.6999919278;
6.0001600033;0.6999919263;0.4026069705;1.0470913356;-0.7001498209;0.1055265850;0.3139387556;1.0013996667;0.6999919263;
6.0003200033;0.6999919233;0.4026077775;1.0470382706;-0.7003075330;0.1060528968;0.3135875204;1.0026108368;0.6999919233;
6.0005352308;0.6999919193;0.4026088630;1.0469664718;-0.7005194050;0.1067608345;0.3131149235;1.0040000000;0.6999919193;
6.0005352308;0.6999919193;0.4026088630;1.0469664718;-0.7005194050;0.1067608345;0.3131149235;1.0040000000;0.6999919193;
6.0005352344;0.6999919193;0.4026088630;1.0469664706;-0.7005194085;0.1067608462;0.3131149157;1.0040000200;0.6999919193;
6.0005352344;0.6999919193;0.4026088630;1.0469664706;-0.7005194085;0.1067608462;0.3131149157;1.0040000200;0.6999919193;
6.0005452344;0.6999919192;0.4026089134;1.0469631230;-0.7005292449;0.1067937376;0.3130929541;1.0040563079;0.6999919192;
6.0005552344;0.6999919190;0.4026089638;1.0469597744;-0.7005390805;0.1068266289;0.3130709923;1.0041120739;0.6999919190;
6.0005752344;0.6999919186;0.4026090647;1.0469530740;-0.7005587498;0.1068924110;0.3130270678;1.0042223960;0.6999919186;
6.0006152344;0.6999919179;0.4026092664;1.0469396609;-0.7005980800;0.1070239741;0.3129392150;1.0044370802;0.6999919179;
6.0006952344;0.6999919164;0.4026096698;1.0469127851;-0.7006767074;0.1072870953;0.3127634945;1.0048437510;0.6999919164;
6.0008552344;0.6999919134;0.4026104764;1.0468588352;-0.7008338300;0.1078133173;0.3124119942;1.0055738667;0.6999919134;
6.0011752344;0.6999919071;0.4026120894;1.0467501417;-0.7011475457;0.1088656798;0.3117087566;1.0067588410;0.6999919071;
6.0018152344;0.6999918847;0.4026153138;1.0465295813;-0.7017728501;0.1109700736;0.3103013377;1.0083558861;0.6999918847;
6.0024552344;0.6999918321;0.4026185365;1.0463047908;-0.7023952993;0.1130740159;0.3088926689;1.0092256052;0.6999918322;
6.0037352344;0.6999914407;0.4026249779;1.0458425298;-0.7036314266;0.1172804834;0.3060716455;1.0100576728;0.6999914407;
6.0050152344;0.6999909125;0.4026319107;1.0453640623;-0.7048556397;0.1214849815;0.3032460630;1.0100644728;0.6999900087;
6.0075752344;0.6999800505;0.4026442857;1.0443546385;-0.7072615830;0.1298867531;0.2975812657;1.0100671047;0.6999800505;
6.0126952344;0.6999183624;0.4026700341;1.0421360781;-0.7118962374;0.1466585888;0.2862047892;1.0100661420;0.6999183624;
6.0229352344;0.6995859218;0.4027211797;1.0368998137;-0.7204098691;0.1800538029;0.2632931740;1.0100621186;0.6995859218;
6.0331752344;0.6990232395;0.4027808168;1.0306050027;-0.7279630429;0.2132304493;0.2402054419;1.0100582082;0.6990238638;
6.0536552344;0.6971667182;0.4028656450;1.0148735565;-0.7401433284;0.2787888098;0.1936418248;1.0100510863;0.6971667179;
6.0741352344;0.6945415767;0.4030262376;0.9950342100;-0.7486573382;0.3431029756;0.1468890976;1.0100451785;0.6945417418;
6.0946152344;0.6914162218;0.4031844720;0.9711585916;-0.7537804445;0.4059533943;0.1000709285;1.0100395788;0.6914434209;
6.1355752344;0.6846597134;0.4031654437;0.9116268706;-0.7547563165;0.5263727556;0.0064525101;1.0100296133;0.6846889073;
6.1765352344;0.6765928889;0.4033585049;0.8373925267;-0.7433702843;0.6381125850;-0.0847815409;1.0100227698;0.6766102413;
6.2174952344;0.6679291522;0.4035084348;0.7496052103;-0.7207186596;0.7394512588;-0.1726614003;1.0100168628;0.6678880279;
6.2584552344;0.6589707832;0.4036293596;0.6496725747;-0.6876993375;0.8287942539;-0.2560241978;1.0100131139;0.6589707832;
6.2994152344;0.6500559115;0.4036802391;0.5391718906;-0.6452326241;0.9047220390;-0.3339861357;1.0100095897;0.6503992961;
6.3403752344;0.6413613428;0.4036224182;0.4198663187;-0.5941590081;0.9659990573;-0.4056877534;1.0100070733;0.6420192292;
6.3813352344;0.6330966143;0.4035152773;0.2936611610;-0.5354258757;1.0116274839;-0.4703933391;1.0100057493;0.6340695984;
6.4222952344;0.6254627516;0.4034006327;0.1625712569;-0.4699627495;1.0408465749;-0.5275132089;1.0100044943;0.6266831840;
6.4999999999;0.6132396653;0.4039942276;-0.0917821039;-0.3312635460;1.0496601015;-0.6131925273;1.0100022861;0.6133544401;
6.4999999999;0.6132320923;0.4040421985;-0.0919860808;-0.3311810245;1.0496778379;-0.6132320923;1.0100015713;0.6132320923;
6.5000099999;0.6132306964;0.4040423576;-0.0919858715;-0.3311814027;1.0496778947;-0.6132306964;1.0099082042;0.6132306964;
6.5000199999;0.6132293007;0.4040425166;-0.0919856621;-0.3311817809;1.0496779514;-0.6132293007;1.0098157027;0.6132293007;
6.5000354153;0.6132271493;0.4040427617;-0.0919853394;-0.3311823640;1.0496780389;-0.6132271493;1.0096744179;0.6132271493;
6.5000354153;0.6132271493;0.4040427617;-0.0919853394;-0.3311823640;1.0496780389;-0.6132271493;1.0096744179;0.6132271493;
6.5000454153;0.6132257538;0.4040429208;-0.0919851300;-0.3311827422;1.0496780956;-0.6132257538;1.0095840900;0.6132257538;
6.5000554153;0.6132243583;0.4040430798;-0.0919849207;-0.3311831203;1.0496781523;-0.6132243583;1.0094946053;0.6132243583;
6.5000754153;0.6132215677;0.4040433979;-0.0919845021;-0.3311838767;1.0496782658;-0.6132215677;1.0093175911;0.6132215677;
6.5001154153;0.6132159875;0.4040440342;-0.0919836651;-0.3311853893;1.0496784927;-0.6132159875;1.0089731916;0.6132159875;
6.5001954153;0.6132048313;0.4040453069;-0.0919819916;-0.3311884138;1.0496789463;-0.6132048313;1.0083210505;0.6132048313;
6.5003554153;0.6131825354;0.4040478528;-0.0919786472;-0.3311944605;1.0496798534;-0.6131825354;1.0071510910;0.6131825354;
6.5006754153;0.6131380089;0.4040529437;-0.0919719681;-0.3312065416;1.0496816656;-0.6131380089;1.0052548658;0.6131380089;
6.5009399879;0.6131012606;0.4040571473;-0.0919664558;-0.3312165137;1.0496831614;-0.6131012606;1.0040000200;0.6131012606;
6.5009399879;0.6131012606;0.4040571473;-0.0919664558;-0.3312165137;1.0496831614;-0.6131012606;1.0040000200;0.6131012606;
6.5009399933;0.6131012599;0.4040571473;-0.0919664557;-0.3312165139;1.0496831614;-0.6131012599;1.0040000000;0.6131012599;
6.5009399933;0.6131012599;0.4040571473;-0.0919664557;-0.3312165139;1.0496831614;-0.6131012599;1.0040000000;0.6131012599;
