time;WPP4B_WPP_wPPControl_measurements_PPu;WPP4B_WPP_wPPControl_measurements_QPu;WPP4B_WPP_wPPControl_measurements_UPu;WPP4B_WPP_terminal_V_re;WPP4B_WPP_terminal_V_im;WPP4B_WPP_terminal_i_re;WPP4B_WPP_terminal_i_im;WPP4B_WPP_wT4BCurrentSource_gridProtection_fOCB;
2.160206;0.850099;-0.210740;1.007614;0.991554;0.179183;-0.793036;-0.355843;-1.000000;
2.162049;0.847962;-0.210710;1.007717;0.991758;0.178633;-0.791076;-0.354948;-1.000000;
2.165736;0.843686;-0.210653;1.007921;0.992162;0.177534;-0.787157;-0.353168;-1.000000;
2.173109;0.835135;-0.210545;1.008321;0.992960;0.175335;-0.779316;-0.349648;-1.000000;
2.173545;0.834629;-0.210539;1.008345;0.993007;0.175205;-0.778852;-0.349442;-1.000000;
2.173546;0.834628;-0.210539;1.008345;0.993007;0.175205;-0.778851;-0.349441;-1.000000;
2.173547;0.834627;-0.210539;1.008345;0.993007;0.175205;-0.778850;-0.349441;-1.000000;
2.173549;0.834625;-0.210539;1.008345;0.993007;0.175204;-0.778848;-0.349440;-1.000000;
2.173553;0.834620;-0.210539;1.008345;0.993007;0.175203;-0.778844;-0.349438;-1.000000;
2.173561;0.834611;-0.210539;1.008346;0.993008;0.175201;-0.778835;-0.349434;-1.000000;
2.173577;0.834592;-0.210539;1.008346;0.993010;0.175196;-0.778818;-0.349427;-1.000000;
2.173609;0.834555;-0.210538;1.008348;0.993013;0.175186;-0.778784;-0.349412;-1.000000;
2.173673;0.834481;-0.210537;1.008352;0.993020;0.175167;-0.778716;-0.349381;-1.000000;
2.173801;0.834332;-0.210535;1.008358;0.993034;0.175129;-0.778580;-0.349321;-1.000000;
2.174057;0.834035;-0.210532;1.008372;0.993061;0.175053;-0.778308;-0.349200;-1.000000;
2.174569;0.833442;-0.210525;1.008400;0.993116;0.174900;-0.777763;-0.348958;-1.000000;
2.175593;0.832254;-0.210511;1.008454;0.993225;0.174595;-0.776674;-0.348475;-1.000000;
2.177641;0.829879;-0.210483;1.008563;0.993443;0.173984;-0.774495;-0.347512;-1.000000;
2.181737;0.825129;-0.210430;1.008778;0.993875;0.172764;-0.770139;-0.345599;-1.000000;
2.189929;0.815633;-0.210330;1.009201;0.994724;0.170325;-0.761429;-0.341824;-1.000000;
2.206313;0.796661;-0.210159;1.010013;0.996369;0.165454;-0.744023;-0.334475;-1.000000;
2.235382;0.763097;-0.209927;1.011351;0.999115;0.156844;-0.713212;-0.322076;-1.000000;
2.235383;0.763095;-0.209928;1.011351;0.999115;0.156844;-0.713211;-0.322076;-1.000000;
2.235384;0.763094;-0.209928;1.011351;0.999115;0.156844;-0.713210;-0.322075;-1.000000;
2.235386;0.763092;-0.209928;1.011351;0.999115;0.156843;-0.713208;-0.322074;-1.000000;
2.235390;0.763087;-0.209928;1.011351;0.999116;0.156842;-0.713203;-0.322073;-1.000000;
2.235398;0.763078;-0.209928;1.011352;0.999116;0.156840;-0.713195;-0.322069;-1.000000;
2.235414;0.763060;-0.209928;1.011352;0.999118;0.156835;-0.713178;-0.322063;-1.000000;
2.235446;0.763023;-0.209927;1.011354;0.999121;0.156825;-0.713144;-0.322050;-1.000000;
2.235510;0.762949;-0.209927;1.011357;0.999127;0.156807;-0.713076;-0.322023;-1.000000;
2.235638;0.762801;-0.209926;1.011362;0.999138;0.156769;-0.712941;-0.321970;-1.000000;
2.235894;0.762506;-0.209925;1.011373;0.999161;0.156693;-0.712670;-0.321865;-1.000000;
2.236406;0.761916;-0.209921;1.011396;0.999208;0.156542;-0.712128;-0.321654;-1.000000;
2.237430;0.760737;-0.209915;1.011440;0.999300;0.156239;-0.711045;-0.321234;-1.000000;
2.239478;0.758378;-0.209904;1.011529;0.999484;0.155635;-0.708879;-0.320395;-1.000000;
2.243574;0.753664;-0.209882;1.011704;0.999849;0.154427;-0.704550;-0.318731;-1.000000;
2.251766;0.744251;-0.209843;1.012047;1.000565;0.152015;-0.695904;-0.315453;-1.000000;
2.268150;0.725484;-0.209783;1.012703;1.001946;0.147209;-0.678663;-0.309086;-1.000000;
2.284534;0.706770;-0.209734;1.013324;1.003266;0.142418;-0.661463;-0.302949;-1.000000;
2.300918;0.688111;-0.209696;1.013913;1.004526;0.137645;-0.644309;-0.297037;-1.000000;
2.333686;0.650913;-0.209635;1.014997;1.006877;0.128135;-0.610091;-0.285843;-1.000000;
2.366454;0.613938;-0.209600;1.015959;1.009002;0.118691;-0.576054;-0.275493;-1.000000;
2.399222;0.577197;-0.209586;1.016804;1.010911;0.109315;-0.542208;-0.265956;-1.000000;
2.464758;0.504363;-0.209584;1.018168;1.014115;0.090753;-0.475044;-0.249178;-1.000000;
2.499000;0.466624;-0.209582;1.018718;1.015483;0.081147;-0.440206;-0.241563;-1.000000;
2.499000;0.466617;-0.209590;1.018717;1.015480;0.081146;-0.440200;-0.241571;-1.000000;
2.499001;0.466616;-0.209590;1.018717;1.015480;0.081145;-0.440199;-0.241571;-1.000000;
2.499002;0.466614;-0.209590;1.018717;1.015480;0.081145;-0.440198;-0.241570;-1.000000;
2.499004;0.466612;-0.209590;1.018717;1.015480;0.081145;-0.440196;-0.241570;-1.000000;
2.499008;0.466608;-0.209590;1.018717;1.015481;0.081143;-0.440192;-0.241569;-1.000000;
2.499016;0.466599;-0.209590;1.018717;1.015481;0.081141;-0.440184;-0.241568;-1.000000;
2.499032;0.466582;-0.209590;1.018718;1.015481;0.081137;-0.440167;-0.241564;-1.000000;
2.499064;0.466546;-0.209590;1.018718;1.015483;0.081128;-0.440135;-0.241557;-1.000000;
2.499128;0.466476;-0.209590;1.018719;1.015485;0.081110;-0.440070;-0.241544;-1.000000;
2.499256;0.466336;-0.209590;1.018721;1.015490;0.081074;-0.439940;-0.241517;-1.000000;
2.499512;0.466055;-0.209590;1.018725;1.015499;0.081003;-0.439681;-0.241463;-1.000000;
2.500024;0.465493;-0.209591;1.018732;1.015518;0.080860;-0.439162;-0.241356;-1.000000;
2.500536;0.464931;-0.209591;1.018739;1.015537;0.080717;-0.438644;-0.241249;-1.000000;
2.501560;0.463810;-0.209591;1.018754;1.015574;0.080432;-0.437608;-0.241035;-1.000000;
2.502584;0.462693;-0.209591;1.018768;1.015611;0.080147;-0.436576;-0.240822;-1.000000;
2.503608;0.461584;-0.209590;1.018783;1.015648;0.079865;-0.435552;-0.240611;-1.000000;
2.504632;0.460488;-0.209588;1.018797;1.015684;0.079586;-0.434540;-0.240401;-1.000000;
2.505656;0.459410;-0.209584;1.018812;1.015720;0.079312;-0.433545;-0.240194;-1.000000;
2.506680;0.458356;-0.209579;1.018827;1.015756;0.079044;-0.432571;-0.239990;-1.000000;
2.507704;0.457329;-0.209571;1.018842;1.015792;0.078782;-0.431622;-0.239789;-1.000000;
2.509752;0.455378;-0.209548;1.018873;1.015861;0.078285;-0.429819;-0.239400;-1.000000;
2.511800;0.453577;-0.209516;1.018905;1.015928;0.077826;-0.428155;-0.239030;-1.000000;
2.513848;0.451938;-0.209475;1.018936;1.015992;0.077408;-0.426639;-0.238683;-1.000000;
2.515896;0.450466;-0.209426;1.018968;1.016052;0.077032;-0.425278;-0.238359;-1.000000;
2.517944;0.449160;-0.209370;1.019000;1.016109;0.076698;-0.424069;-0.238061;-1.000000;
2.519992;0.448010;-0.209311;1.019030;1.016162;0.076404;-0.423006;-0.237787;-1.000000;
2.522040;0.447005;-0.209250;1.019060;1.016211;0.076147;-0.422075;-0.237539;-1.000000;
2.524088;0.446130;-0.209188;1.019087;1.016255;0.075922;-0.421265;-0.237314;-1.000000;
2.526136;0.445368;-0.209128;1.019113;1.016296;0.075727;-0.420559;-0.237112;-1.000000;
2.528184;0.444703;-0.209071;1.019137;1.016333;0.075556;-0.419942;-0.236931;-1.000000;
2.532280;0.443583;-0.208972;1.019179;1.016396;0.075268;-0.418905;-0.236622;-1.000000;
2.535966;0.442769;-0.208900;1.019209;1.016441;0.075059;-0.418150;-0.236399;-1.000000;
2.539652;0.442081;-0.208845;1.019232;1.016478;0.074882;-0.417513;-0.236217;-1.000000;
2.541636;0.441748;-0.208822;1.019242;1.016494;0.074797;-0.417205;-0.236133;-1.000000;
2.541637;0.441748;-0.208822;1.019242;1.016494;0.074797;-0.417204;-0.236133;-1.000000;
2.541638;0.441748;-0.208822;1.019242;1.016494;0.074797;-0.417204;-0.236133;-1.000000;
2.541640;0.441747;-0.208822;1.019242;1.016494;0.074797;-0.417204;-0.236133;-1.000000;
2.541644;0.441747;-0.208822;1.019243;1.016494;0.074796;-0.417203;-0.236133;-1.000000;
2.541652;0.441746;-0.208822;1.019243;1.016494;0.074796;-0.417202;-0.236133;-1.000000;
2.541668;0.441743;-0.208822;1.019243;1.016495;0.074795;-0.417200;-0.236132;-1.000000;
2.541700;0.441738;-0.208822;1.019243;1.016495;0.074794;-0.417195;-0.236131;-1.000000;
2.541764;0.441728;-0.208821;1.019243;1.016495;0.074791;-0.417186;-0.236128;-1.000000;
2.541892;0.441708;-0.208820;1.019244;1.016496;0.074786;-0.417167;-0.236123;-1.000000;
2.542148;0.441668;-0.208818;1.019245;1.016498;0.074776;-0.417130;-0.236113;-1.000000;
2.542660;0.441589;-0.208813;1.019247;1.016502;0.074756;-0.417057;-0.236094;-1.000000;
2.543684;0.441434;-0.208804;1.019251;1.016509;0.074716;-0.416914;-0.236058;-1.000000;
2.545732;0.441137;-0.208791;1.019258;1.016522;0.074640;-0.416639;-0.235990;-1.000000;
2.549828;0.440597;-0.208775;1.019269;1.016543;0.074502;-0.416139;-0.235876;-1.000000;
2.553924;0.440129;-0.208770;1.019276;1.016558;0.074383;-0.415707;-0.235788;-1.000000;
2.558020;0.439739;-0.208774;1.019279;1.016569;0.074284;-0.415347;-0.235722;-1.000000;
2.562116;0.439430;-0.208784;1.019280;1.016575;0.074206;-0.415061;-0.235678;-1.000000;
2.566212;0.439202;-0.208799;1.019278;1.016577;0.074149;-0.414852;-0.235653;-1.000000;
2.574404;0.438967;-0.208837;1.019270;1.016573;0.074090;-0.414636;-0.235652;-1.000000;
2.582596;0.438982;-0.208888;1.019255;1.016558;0.074095;-0.414651;-0.235708;-1.000000;
2.590788;0.439185;-0.208947;1.019236;1.016535;0.074149;-0.414841;-0.235808;-1.000000;
2.598980;0.439521;-0.209014;1.019213;1.016506;0.074236;-0.415153;-0.235939;-1.000000;
2.607172;0.439949;-0.209084;1.019188;1.016473;0.074347;-0.415551;-0.236090;-1.000000;
2.615364;0.440443;-0.209157;1.019162;1.016437;0.074475;-0.416010;-0.236255;-1.000000;
2.623556;0.440987;-0.209228;1.019135;1.016400;0.074616;-0.416515;-0.236429;-1.000000;
2.639940;0.442175;-0.209361;1.019084;1.016326;0.074922;-0.417617;-0.236783;-1.000000;
2.656324;0.443457;-0.209478;1.019036;1.016253;0.075251;-0.418805;-0.237140;-1.000000;
2.672708;0.444785;-0.209580;1.018991;1.016184;0.075592;-0.420035;-0.237487;-1.000000;
2.689092;0.446128;-0.209665;1.018951;1.016118;0.075936;-0.421279;-0.237822;-1.000000;
2.705476;0.447467;-0.209735;1.018916;1.016056;0.076279;-0.422518;-0.238140;-1.000000;
2.738244;0.450093;-0.209840;1.018854;1.015944;0.076950;-0.424947;-0.238733;-1.000000;
2.771012;0.452635;-0.209907;1.018804;1.015845;0.077599;-0.427298;-0.239274;-1.000000;
2.803780;0.455077;-0.209950;1.018762;1.015755;0.078221;-0.429554;-0.239772;-1.000000;
2.836548;0.457408;-0.209975;1.018726;1.015672;0.078815;-0.431708;-0.240235;-1.000000;
2.869316;0.459623;-0.209991;1.018693;1.015596;0.079378;-0.433754;-0.240668;-1.000000;
2.904148;0.461850;-0.210002;1.018662;1.015520;0.079945;-0.435811;-0.241101;-1.000000;
2.904149;0.461850;-0.210002;1.018662;1.015520;0.079945;-0.435811;-0.241101;-1.000000;
2.904150;0.461850;-0.210002;1.018662;1.015520;0.079945;-0.435811;-0.241101;-1.000000;
2.904152;0.461850;-0.210002;1.018662;1.015520;0.079945;-0.435811;-0.241101;-1.000000;
2.904156;0.461850;-0.210002;1.018662;1.015520;0.079945;-0.435812;-0.241101;-1.000000;
2.904164;0.461851;-0.210002;1.018662;1.015520;0.079946;-0.435812;-0.241101;-1.000000;
2.904180;0.461852;-0.210002;1.018662;1.015520;0.079946;-0.435813;-0.241101;-1.000000;
2.904212;0.461854;-0.210002;1.018662;1.015520;0.079946;-0.435815;-0.241102;-1.000000;
2.904276;0.461858;-0.210002;1.018662;1.015519;0.079947;-0.435818;-0.241103;-1.000000;
2.904404;0.461866;-0.210002;1.018661;1.015519;0.079949;-0.435826;-0.241104;-1.000000;
2.904660;0.461881;-0.210002;1.018661;1.015519;0.079953;-0.435840;-0.241107;-1.000000;
2.905172;0.461913;-0.210002;1.018661;1.015518;0.079961;-0.435870;-0.241113;-1.000000;
2.906196;0.461976;-0.210002;1.018660;1.015515;0.079978;-0.435928;-0.241125;-1.000000;
2.908244;0.462103;-0.210002;1.018658;1.015511;0.080010;-0.436045;-0.241150;-1.000000;
2.912340;0.462354;-0.210003;1.018655;1.015503;0.080074;-0.436277;-0.241198;-1.000000;
2.920532;0.462851;-0.210004;1.018648;1.015486;0.080200;-0.436736;-0.241294;-1.000000;
2.936916;0.463823;-0.210006;1.018635;1.015453;0.080447;-0.437633;-0.241481;-1.000000;
2.969684;0.465682;-0.210008;1.018610;1.015391;0.080921;-0.439350;-0.241839;-1.000000;
3.035220;0.469099;-0.210010;1.018564;1.015275;0.081790;-0.442506;-0.242499;-1.000000;
3.100756;0.472163;-0.210010;1.018523;1.015170;0.082570;-0.445335;-0.243093;-1.000000;
3.166292;0.474928;-0.210009;1.018485;1.015075;0.083273;-0.447888;-0.243633;-1.000000;
3.231828;0.477431;-0.210008;1.018451;1.014988;0.083910;-0.450199;-0.244125;-1.000000;
3.297364;0.479696;-0.210007;1.018419;1.014908;0.084487;-0.452290;-0.244573;-1.000000;
3.362900;0.481737;-0.210006;1.018390;1.014836;0.085006;-0.454174;-0.244979;-1.000000;
3.493972;0.485238;-0.210006;1.018339;1.014710;0.085897;-0.457406;-0.245681;-1.000000;
3.611937;0.487806;-0.210005;1.018302;1.014617;0.086551;-0.459776;-0.246200;-1.000000;
3.729901;0.489926;-0.210004;1.018271;1.014540;0.087090;-0.461734;-0.246630;-1.000000;
3.847866;0.491681;-0.210003;1.018245;1.014475;0.087537;-0.463353;-0.246988;-1.000000;
3.965831;0.493132;-0.210002;1.018223;1.014421;0.087907;-0.464693;-0.247286;-1.000000;
4.083796;0.494330;-0.210002;1.018205;1.014376;0.088212;-0.465798;-0.247532;-1.000000;
4.201761;0.495318;-0.210002;1.018190;1.014340;0.088463;-0.466710;-0.247736;-1.000000;
4.319725;0.496133;-0.210001;1.018177;1.014309;0.088671;-0.467462;-0.247904;-1.000000;
4.437690;0.496806;-0.210001;1.018167;1.014284;0.088842;-0.468084;-0.248044;-1.000000;
4.555655;0.497362;-0.210001;1.018158;1.014263;0.088983;-0.468597;-0.248159;-1.000000;
4.791585;0.498219;-0.210001;1.018145;1.014230;0.089202;-0.469388;-0.248337;-1.000000;
5.027514;0.498804;-0.210000;1.018136;1.014208;0.089351;-0.469928;-0.248459;-1.000000;
5.263444;0.499200;-0.210000;1.018130;1.014193;0.089451;-0.470292;-0.248541;-1.000000;
5.499373;0.499465;-0.210000;1.018126;1.014183;0.089519;-0.470537;-0.248596;-1.000000;
5.735303;0.499642;-0.210000;1.018123;1.014176;0.089564;-0.470700;-0.248633;-1.000000;
5.971233;0.499760;-0.210000;1.018121;1.014172;0.089594;-0.470809;-0.248658;-1.000000;
5.999999;0.499771;-0.210000;1.018121;1.014171;0.089597;-0.470820;-0.248660;-1.000000;
5.999999;0.368031;-0.135338;0.736457;0.729902;0.098041;-0.470820;-0.248660;-1.000000;
6.000000;0.368030;-0.135340;0.736456;0.729901;0.098041;-0.470819;-0.248662;-1.000000;
6.000001;0.368029;-0.135341;0.736456;0.729901;0.098040;-0.470818;-0.248665;-1.000000;
6.000003;0.368028;-0.135345;0.736454;0.729900;0.098040;-0.470816;-0.248669;-1.000000;
6.000007;0.368024;-0.135351;0.736452;0.729897;0.098039;-0.470811;-0.248677;-1.000000;
6.000015;0.368016;-0.135364;0.736447;0.729893;0.098037;-0.470802;-0.248694;-1.000000;
6.000031;0.368002;-0.135390;0.736438;0.729884;0.098033;-0.470785;-0.248729;-1.000000;
6.000063;0.367974;-0.135443;0.736419;0.729866;0.098026;-0.470751;-0.248797;-1.000000;
6.000127;0.367921;-0.135546;0.736382;0.729830;0.098013;-0.470688;-0.248933;-1.000000;
6.000191;0.367872;-0.135648;0.736346;0.729795;0.098001;-0.470630;-0.249069;-1.000000;
6.000255;0.367829;-0.135748;0.736309;0.729760;0.097990;-0.470578;-0.249206;-1.000000;
6.000319;0.367790;-0.135848;0.736273;0.729724;0.097981;-0.470532;-0.249342;-1.000000;
6.000383;0.367755;-0.135946;0.736237;0.729689;0.097974;-0.470492;-0.249479;-1.000000;
6.000447;0.367725;-0.136043;0.736201;0.729654;0.097967;-0.470457;-0.249615;-1.000000;
6.000511;0.367700;-0.136140;0.736166;0.729619;0.097963;-0.470428;-0.249753;-1.000000;
6.000575;0.367678;-0.136236;0.736131;0.729584;0.097959;-0.470404;-0.249891;-1.000000;
6.000639;0.367661;-0.136331;0.736095;0.729548;0.097957;-0.470386;-0.250029;-1.000000;
6.000703;0.367649;-0.136425;0.736060;0.729513;0.097957;-0.470373;-0.250168;-1.000000;
6.000777;0.367639;-0.136533;0.736020;0.729472;0.097958;-0.470364;-0.250330;-1.000000;
6.000778;0.367639;-0.136534;0.736019;0.729472;0.097958;-0.470364;-0.250332;-1.000000;
6.000779;0.367639;-0.136536;0.736019;0.729471;0.097958;-0.470364;-0.250334;-1.000000;
6.000781;0.367639;-0.136539;0.736018;0.729470;0.097958;-0.470364;-0.250338;-1.000000;
6.000785;0.367639;-0.136544;0.736015;0.729468;0.097958;-0.470364;-0.250347;-1.000000;
6.000793;0.367638;-0.136556;0.736011;0.729463;0.097958;-0.470363;-0.250365;-1.000000;
6.000809;0.367637;-0.136579;0.736002;0.729454;0.097958;-0.470362;-0.250400;-1.000000;
6.000841;0.367634;-0.136626;0.735985;0.729437;0.097959;-0.470360;-0.250470;-1.000000;
6.000905;0.367628;-0.136720;0.735950;0.729401;0.097961;-0.470356;-0.250612;-1.000000;
6.001033;0.367618;-0.136908;0.735879;0.729329;0.097964;-0.470349;-0.250896;-1.000000;
6.001161;0.367609;-0.137098;0.735808;0.729257;0.097968;-0.470343;-0.251182;-1.000000;
6.001289;0.367600;-0.137289;0.735736;0.729184;0.097973;-0.470338;-0.251472;-1.000000;
6.001417;0.367592;-0.137482;0.735663;0.729110;0.097977;-0.470334;-0.251764;-1.000000;
6.001545;0.367584;-0.137677;0.735590;0.729035;0.097982;-0.470330;-0.252060;-1.000000;
6.001673;0.367577;-0.137874;0.735516;0.728959;0.097987;-0.470327;-0.252360;-1.000000;
6.001801;0.367571;-0.138074;0.735440;0.728883;0.097992;-0.470325;-0.252663;-1.000000;
6.002057;0.367559;-0.138480;0.735287;0.728727;0.098003;-0.470323;-0.253281;-1.000000;
6.002247;0.367552;-0.138788;0.735171;0.728608;0.098012;-0.470323;-0.253752;-1.000000;
6.002248;0.367552;-0.138790;0.735170;0.728608;0.098012;-0.470323;-0.253755;-1.000000;
6.002249;0.367552;-0.138792;0.735170;0.728607;0.098012;-0.470323;-0.253757;-1.000000;
6.002251;0.367552;-0.138795;0.735168;0.728606;0.098012;-0.470323;-0.253762;-1.000000;
6.002255;0.367552;-0.138802;0.735166;0.728603;0.098012;-0.470323;-0.253772;-1.000000;
6.002263;0.367551;-0.138815;0.735161;0.728598;0.098013;-0.470323;-0.253792;-1.000000;
6.002279;0.367551;-0.138841;0.735151;0.728588;0.098014;-0.470323;-0.253832;-1.000000;
6.002311;0.367550;-0.138893;0.735131;0.728568;0.098015;-0.470323;-0.253912;-1.000000;
6.002375;0.367547;-0.138999;0.735091;0.728527;0.098018;-0.470324;-0.254073;-1.000000;
6.002439;0.367545;-0.139105;0.735051;0.728486;0.098022;-0.470324;-0.254235;-1.000000;
6.002567;0.367542;-0.139319;0.734970;0.728404;0.098028;-0.470326;-0.254563;-1.000000;
6.002682;0.367538;-0.139514;0.734897;0.728329;0.098034;-0.470328;-0.254861;-1.000000;
6.002798;0.367536;-0.139711;0.734822;0.728253;0.098041;-0.470330;-0.255162;-1.000000;
6.002913;0.367533;-0.139910;0.734747;0.728176;0.098047;-0.470333;-0.255467;-1.000000;
6.003028;0.367531;-0.140112;0.734671;0.728098;0.098054;-0.470336;-0.255776;-1.000000;
6.003143;0.367528;-0.140315;0.734594;0.728020;0.098061;-0.470340;-0.256087;-1.000000;
6.003258;0.367527;-0.140520;0.734516;0.727940;0.098068;-0.470344;-0.256402;-1.000000;
6.003374;0.367525;-0.140727;0.734438;0.727860;0.098075;-0.470348;-0.256720;-1.000000;
6.003604;0.367523;-0.141148;0.734278;0.727697;0.098089;-0.470357;-0.257366;-1.000000;
6.003834;0.367521;-0.141576;0.734116;0.727531;0.098105;-0.470368;-0.258025;-1.000000;
6.004065;0.367520;-0.142012;0.733951;0.727362;0.098120;-0.470380;-0.258696;-1.000000;
6.004389;0.367521;-0.142637;0.733713;0.727120;0.098143;-0.470399;-0.259659;-1.000000;
6.004390;0.367521;-0.142639;0.733713;0.727119;0.098144;-0.470399;-0.259662;-1.000000;
6.004391;0.367521;-0.142641;0.733712;0.727118;0.098144;-0.470399;-0.259665;-1.000000;
6.004393;0.367521;-0.142645;0.733710;0.727117;0.098144;-0.470400;-0.259671;-1.000000;
6.004397;0.367521;-0.142652;0.733707;0.727114;0.098144;-0.470400;-0.259683;-1.000000;
6.004405;0.367521;-0.142668;0.733701;0.727108;0.098145;-0.470400;-0.259708;-1.000000;
6.004421;0.367521;-0.142699;0.733690;0.727095;0.098146;-0.470401;-0.259756;-1.000000;
6.004453;0.367521;-0.142762;0.733666;0.727071;0.098148;-0.470403;-0.259852;-1.000000;
6.004517;0.367521;-0.142888;0.733618;0.727022;0.098153;-0.470408;-0.260046;-1.000000;
6.004645;0.367522;-0.143141;0.733522;0.726924;0.098162;-0.470416;-0.260437;-1.000000;
6.004901;0.367524;-0.143653;0.733327;0.726725;0.098182;-0.470434;-0.261228;-1.000000;
6.005157;0.367527;-0.144172;0.733129;0.726522;0.098202;-0.470454;-0.262032;-1.000000;
6.005199;0.367528;-0.144258;0.733097;0.726489;0.098206;-0.470457;-0.262165;-1.000000;
6.005200;0.367528;-0.144260;0.733096;0.726488;0.098206;-0.470457;-0.262168;-1.000000;
6.005201;0.367528;-0.144263;0.733095;0.726487;0.098206;-0.470457;-0.262171;-1.000000;
6.005203;0.367528;-0.144267;0.733093;0.726486;0.098206;-0.470457;-0.262178;-1.000000;
6.005207;0.367528;-0.144275;0.733090;0.726483;0.098206;-0.470458;-0.262190;-1.000000;
6.005215;0.367528;-0.144291;0.733084;0.726476;0.098207;-0.470458;-0.262216;-1.000000;
6.005231;0.367528;-0.144324;0.733072;0.726463;0.098208;-0.470460;-0.262267;-1.000000;
6.005263;0.367529;-0.144390;0.733046;0.726438;0.098211;-0.470462;-0.262368;-1.000000;
6.005327;0.367530;-0.144522;0.732996;0.726386;0.098216;-0.470467;-0.262573;-1.000000;
6.005389;0.367531;-0.144650;0.732947;0.726336;0.098221;-0.470472;-0.262772;-1.000000;
6.005390;0.367531;-0.144650;0.732947;0.726336;0.098221;-0.470473;-0.262771;-1.000000;
6.005391;0.367532;-0.144649;0.732948;0.726337;0.098221;-0.470473;-0.262770;-1.000000;
6.005393;0.367532;-0.144648;0.732948;0.726337;0.098221;-0.470474;-0.262769;-1.000000;
6.005397;0.367534;-0.144646;0.732949;0.726338;0.098222;-0.470476;-0.262766;-1.000000;
6.005405;0.367538;-0.144641;0.732951;0.726339;0.098223;-0.470481;-0.262760;-1.000000;
6.005421;0.367544;-0.144631;0.732954;0.726343;0.098225;-0.470489;-0.262747;-1.000000;
6.005453;0.367558;-0.144609;0.732962;0.726350;0.098228;-0.470506;-0.262719;-1.000000;
6.005517;0.367587;-0.144560;0.732980;0.726367;0.098236;-0.470540;-0.262655;-1.000000;
6.005645;0.367649;-0.144440;0.733023;0.726409;0.098251;-0.470614;-0.262495;-1.000000;
6.005773;0.367715;-0.144292;0.733077;0.726461;0.098268;-0.470693;-0.262293;-1.000000;
6.006029;0.367863;-0.143914;0.733216;0.726596;0.098302;-0.470868;-0.261770;-1.000000;
6.006285;0.368031;-0.143431;0.733393;0.726771;0.098338;-0.471064;-0.261093;-1.000000;
6.006541;0.368225;-0.142795;0.733629;0.727003;0.098378;-0.471289;-0.260191;-1.000000;
6.006797;0.368441;-0.142049;0.733905;0.727275;0.098420;-0.471537;-0.259128;-1.000000;
6.007053;0.368674;-0.141210;0.734215;0.727582;0.098465;-0.471804;-0.257931;-1.000000;
6.007309;0.368924;-0.140284;0.734557;0.727921;0.098512;-0.472091;-0.256608;-1.000000;
6.007821;0.369485;-0.138117;0.735358;0.728716;0.098614;-0.472729;-0.253507;-1.000000;
6.008333;0.370108;-0.135643;0.736270;0.729621;0.098726;-0.473437;-0.249970;-1.000000;
6.008845;0.370798;-0.132837;0.737302;0.730647;0.098846;-0.474217;-0.245963;-1.000000;
6.009357;0.371539;-0.129793;0.738419;0.731756;0.098975;-0.475055;-0.241627;-1.000000;
6.009869;0.372335;-0.126490;0.739627;0.732956;0.099112;-0.475952;-0.236934;-1.000000;
6.010381;0.373172;-0.123011;0.740895;0.734216;0.099257;-0.476895;-0.232011;-1.000000;
6.010893;0.374052;-0.119337;0.742229;0.735542;0.099408;-0.477884;-0.226829;-1.000000;
6.011405;0.374964;-0.115542;0.743601;0.736905;0.099565;-0.478908;-0.221501;-1.000000;
6.011917;0.375907;-0.111608;0.745018;0.738313;0.099728;-0.479967;-0.215997;-1.000000;
6.012429;0.376873;-0.107600;0.746455;0.739741;0.099895;-0.481051;-0.210418;-1.000000;
6.012941;0.377862;-0.103501;0.747919;0.741195;0.100067;-0.482161;-0.204736;-1.000000;
6.013453;0.378865;-0.099369;0.749389;0.742654;0.100243;-0.483285;-0.199036;-1.000000;
6.013965;0.379885;-0.095186;0.750870;0.744124;0.100421;-0.484427;-0.193292;-1.000000;
6.014989;0.381946;-0.086805;0.753818;0.747050;0.100787;-0.486736;-0.181864;-1.000000;
6.015656;0.383296;-0.081375;0.755715;0.748932;0.101029;-0.488248;-0.174518;-1.000000;
6.015657;0.383298;-0.081367;0.755718;0.748934;0.101029;-0.488251;-0.174507;-1.000000;
6.015658;0.383300;-0.081359;0.755721;0.748937;0.101030;-0.488253;-0.174496;-1.000000;
6.015660;0.383304;-0.081342;0.755726;0.748943;0.101030;-0.488257;-0.174474;-1.000000;
6.015664;0.383312;-0.081310;0.755738;0.748954;0.101032;-0.488266;-0.174430;-1.000000;
6.015672;0.383328;-0.081245;0.755761;0.748977;0.101035;-0.488285;-0.174342;-1.000000;
6.015688;0.383361;-0.081114;0.755806;0.749022;0.101041;-0.488321;-0.174166;-1.000000;
6.015720;0.383426;-0.080853;0.755897;0.749112;0.101052;-0.488394;-0.173815;-1.000000;
6.015784;0.383556;-0.080332;0.756078;0.749292;0.101076;-0.488540;-0.173112;-1.000000;
6.015912;0.383817;-0.079291;0.756440;0.749651;0.101123;-0.488831;-0.171711;-1.000000;
6.016168;0.384337;-0.077218;0.757160;0.750364;0.101217;-0.489414;-0.168925;-1.000000;
6.016543;0.385096;-0.074217;0.758200;0.751395;0.101355;-0.490264;-0.164904;-1.000000;
6.016919;0.385852;-0.071249;0.759225;0.752410;0.101493;-0.491111;-0.160941;-1.000000;
