time;svarc_SVarC_UPu;svarc_SVarC_BPu;svarc_SVarC_QInjPu;svarc_SVarC_modeHandling_mode;svarc_SVarC_modeHandling_URefPu;
0.000000;0.990000;-0.365227;-0.357995;3.000000;0.990000;
10.000000;0.990000;-0.365264;-0.357995;3.000000;0.990000;
10.000000;1.030427;1.067800;1.133769;3.000000;1.044444;
20.000000;1.030427;1.067800;1.133769;3.000000;1.044444;
20.000000;1.022222;0.786112;0.821438;3.000000;1.022222;
30.000000;1.022222;0.786112;0.821438;3.000000;1.022222;
