time;SM_generator_IRotorPu;SM_generator_IStatorPu;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_QGenPu;SM_generator_theta;SM_generator_UPu;SM_generator_efdPu;SM_generator_PmPu;SM_voltageRegulator_USclOelPu;SM_voltageRegulator_USclUelPu;
1.000001;5.833732;22.210235;1.000000;0.000000;3.329738;0.781857;0.149919;0.749595;0.892857;-0.000000;0.000000;
1.000001;5.833751;22.210131;1.000000;0.000000;3.329707;0.781857;0.149918;0.749592;0.892857;-0.000000;0.000000;
1.000002;5.833784;22.209940;1.000000;0.000000;3.329650;0.781857;0.149917;0.749585;0.892857;-0.000000;0.000000;
1.000002;5.833787;22.209923;1.000000;0.000000;3.329644;0.781857;0.149917;0.749585;0.892857;-0.000000;0.000000;
1.000003;5.833813;22.209777;1.000000;-0.000000;3.329601;0.781857;0.149916;0.749580;0.892857;-0.000000;0.000000;
1.000003;5.833813;22.209777;1.000000;-0.000000;3.329601;0.781857;0.149916;0.749580;0.892857;-0.000000;0.000000;
1.000003;5.833813;22.209775;1.000000;-0.000000;3.329600;0.781857;0.149916;0.749580;0.892857;-0.000000;0.000000;
1.000003;5.833813;22.209773;1.000000;-0.000000;3.329600;0.781857;0.149916;0.749580;0.892857;-0.000000;0.000000;
1.000003;5.833814;22.209768;1.000000;-0.000000;3.329598;0.781857;0.149916;0.749580;0.892857;-0.000000;0.000000;
1.000003;5.833816;22.209759;1.000000;-0.000000;3.329595;0.781857;0.149916;0.749579;0.892857;-0.000000;0.000000;
1.000003;5.833819;22.209741;1.000000;-0.000000;3.329590;0.781857;0.149916;0.749579;0.892857;-0.000000;0.000000;
1.000003;5.833825;22.209704;1.000000;0.000000;3.329579;0.781857;0.149916;0.749578;0.892857;-0.000000;0.000000;
1.000004;5.833838;22.209631;1.000000;0.000000;3.329557;0.781857;0.149915;0.749575;0.892857;-0.000000;0.000000;
1.000004;5.833864;22.209485;1.000000;0.000000;3.329513;0.781857;0.149914;0.749570;0.892857;-0.000000;0.000000;
1.000006;5.833915;22.209193;1.000000;0.000000;3.329426;0.781857;0.149912;0.749560;0.892857;-0.000000;0.000000;
1.000007;5.833966;22.208901;1.000000;0.000000;3.329338;0.781857;0.149910;0.749550;0.892857;-0.000000;0.000000;
1.000008;5.834018;22.208608;1.000001;0.000000;3.329250;0.781857;0.149908;0.749541;0.892857;-0.000000;0.000000;
1.000010;5.834069;22.208316;1.000001;-0.000000;3.329163;0.781857;0.149906;0.749531;0.892857;-0.000000;0.000000;
1.000011;5.834120;22.208024;1.000001;0.000000;3.329075;0.781857;0.149904;0.749521;0.892857;-0.000000;0.000000;
1.000013;5.834171;22.207732;1.000001;-0.000000;3.328988;0.781857;0.149902;0.749511;0.892857;-0.000000;0.000000;
1.000014;5.834223;22.207440;1.000001;0.000000;3.328900;0.781857;0.149900;0.749501;0.892857;-0.000000;0.000000;
1.000015;5.834274;22.207148;1.000001;0.000000;3.328813;0.781857;0.149898;0.749491;0.892857;-0.000000;0.000000;
1.000017;5.834325;22.206856;1.000001;-0.000000;3.328725;0.781857;0.149896;0.749481;0.892857;-0.000000;0.000000;
1.000018;5.834377;22.206563;1.000001;0.000000;3.328637;0.781857;0.149894;0.749472;0.892857;-0.000000;0.000000;
1.000019;5.834428;22.206271;1.000001;0.000000;3.328550;0.781857;0.149892;0.749462;0.892857;-0.000000;0.000000;
1.000021;5.834479;22.205979;1.000001;-0.000000;3.328462;0.781857;0.149890;0.749452;0.892857;-0.000000;0.000000;
1.000022;5.834530;22.205687;1.000002;-0.000000;3.328375;0.781857;0.149888;0.749442;0.892857;-0.000000;0.000000;
1.000024;5.834581;22.205395;1.000002;-0.000000;3.328287;0.781857;0.149886;0.749432;0.892857;-0.000000;0.000000;
1.000026;5.834684;22.204811;1.000002;-0.000000;3.328112;0.781857;0.149882;0.749412;0.892857;-0.000000;0.000000;
1.000029;5.834786;22.204227;1.000002;0.000000;3.327937;0.781857;0.149879;0.749393;0.892857;-0.000000;0.000000;
1.000032;5.834889;22.203643;1.000002;0.000000;3.327762;0.781857;0.149875;0.749373;0.892857;-0.000000;0.000000;
1.000035;5.834991;22.203059;1.000002;-0.000000;3.327587;0.781857;0.149871;0.749353;0.892857;-0.000000;0.000000;
1.000038;5.835094;22.202475;1.000003;-0.000000;3.327412;0.781857;0.149867;0.749334;0.892857;-0.000000;0.000000;
1.000040;5.835196;22.201891;1.000003;-0.000000;3.327237;0.781857;0.149863;0.749314;0.892857;-0.000000;0.000000;
1.000043;5.835298;22.201308;1.000003;-0.000000;3.327062;0.781857;0.149859;0.749294;0.892857;-0.000000;0.000000;
1.000046;5.835401;22.200724;1.000003;-0.000000;3.326887;0.781857;0.149855;0.749274;0.892857;-0.000000;0.000000;
1.000049;5.835503;22.200140;1.000003;-0.000000;3.326712;0.781857;0.149851;0.749255;0.892857;-0.000000;0.000000;
1.000054;5.835708;22.198973;1.000004;0.000000;3.326362;0.781857;0.149843;0.749215;0.892857;-0.000000;0.000000;
1.000060;5.835913;22.197806;1.000004;0.000000;3.326012;0.781857;0.149835;0.749176;0.892857;-0.000000;0.000000;
1.000065;5.836117;22.196639;1.000005;0.000000;3.325663;0.781857;0.149827;0.749137;0.892857;-0.000000;0.000000;
1.000071;5.836322;22.195472;1.000005;-0.000000;3.325313;0.781857;0.149819;0.749097;0.892857;-0.000000;0.000000;
1.000077;5.836526;22.194306;1.000005;-0.000000;3.324964;0.781857;0.149812;0.749058;0.892857;-0.000000;0.000000;
1.000088;5.836935;22.191973;1.000006;-0.000000;3.324265;0.781857;0.149796;0.748979;0.892857;-0.000000;0.000000;
1.000099;5.837344;22.189642;1.000007;0.000000;3.323566;0.781857;0.149780;0.748900;0.892857;-0.000000;0.000000;
1.000110;5.837753;22.187311;1.000008;0.000000;3.322868;0.781857;0.149764;0.748822;0.892857;-0.000000;0.000000;
1.000121;5.838161;22.184980;1.000008;0.000000;3.322170;0.781857;0.149749;0.748743;0.892857;-0.000000;0.000000;
1.000132;5.838569;22.182651;1.000009;-0.000000;3.321473;0.781857;0.149733;0.748664;0.892857;-0.000000;0.000000;
1.000143;5.838977;22.180322;1.000010;0.000000;3.320775;0.781857;0.149717;0.748586;0.892857;-0.000000;0.000000;
1.000154;5.839385;22.177994;1.000011;0.000000;3.320078;0.781857;0.149701;0.748507;0.892857;-0.000000;0.000000;
1.000166;5.839793;22.175667;1.000012;0.000000;3.319381;0.781857;0.149686;0.748429;0.892857;-0.000000;0.000000;
1.000188;5.840607;22.171015;1.000013;0.000000;3.317989;0.781857;0.149654;0.748272;0.892857;-0.000000;0.000000;
1.000208;5.841340;22.166831;1.000015;-0.000000;3.316737;0.781857;0.149626;0.748131;0.892857;-0.000000;0.000000;
1.000228;5.842072;22.162649;1.000016;0.000000;3.315485;0.781857;0.149598;0.747989;0.892857;-0.000000;0.000000;
1.000248;5.842804;22.158469;1.000017;0.000000;3.314235;0.781857;0.149570;0.747848;0.892857;-0.000000;0.000000;
1.000268;5.843535;22.154292;1.000019;-0.000000;3.312985;0.781857;0.149541;0.747707;0.892857;-0.000000;0.000000;
1.000288;5.844265;22.150117;1.000020;-0.000000;3.311737;0.781858;0.149513;0.747566;0.892857;-0.000000;0.000000;
1.000308;5.844995;22.145945;1.000021;0.000000;3.310489;0.781858;0.149485;0.747426;0.892857;-0.000000;0.000000;
1.000328;5.845724;22.141775;1.000023;0.000000;3.309243;0.781858;0.149457;0.747285;0.892857;-0.000000;0.000000;
1.000348;5.846453;22.137608;1.000024;-0.000000;3.307997;0.781858;0.149429;0.747144;0.892857;-0.000000;0.000000;
1.000388;5.847909;22.129280;1.000027;-0.000000;3.305509;0.781858;0.149373;0.746863;0.892857;-0.000000;0.000000;
1.000428;5.849362;22.120963;1.000030;0.000000;3.303025;0.781859;0.149316;0.746582;0.892857;-0.000000;0.000000;
1.000468;5.850813;22.112654;1.000033;-0.000000;3.300544;0.781859;0.149260;0.746302;0.892857;-0.000000;0.000000;
1.000508;5.852261;22.104356;1.000035;0.000000;3.298067;0.781859;0.149204;0.746022;0.892857;-0.000000;0.000000;
1.000548;5.853708;22.096067;1.000038;0.000000;3.295594;0.781860;0.149148;0.745742;0.892857;-0.000000;0.000000;
1.000588;5.855152;22.087788;1.000041;-0.000000;3.293125;0.781860;0.149093;0.745463;0.892857;-0.000000;0.000000;
1.000668;5.858033;22.071258;1.000047;0.000000;3.288198;0.781862;0.148981;0.744905;0.892857;-0.000000;0.000000;
1.000748;5.860905;22.054766;1.000052;-0.000000;3.283286;0.781863;0.148870;0.744348;0.892857;-0.000000;0.000000;
1.000829;5.863769;22.038313;1.000058;-0.000000;3.278389;0.781864;0.148759;0.743793;0.892857;-0.000000;0.000000;
1.000909;5.866623;22.021898;1.000063;0.000000;3.273507;0.781866;0.148648;0.743239;0.892857;-0.000000;0.000000;
1.001069;5.872303;21.989182;1.000075;0.000000;3.263788;0.781869;0.148427;0.742135;0.892857;-0.000000;0.000000;
1.001229;5.877948;21.956618;1.000086;0.000000;3.254128;0.781873;0.148207;0.741036;0.892857;-0.000000;0.000000;
1.001549;5.889130;21.891940;1.000108;0.000000;3.234985;0.781883;0.147771;0.738853;0.892857;-0.000000;0.000000;
1.001870;5.900170;21.827860;1.000131;-0.000000;3.216074;0.781895;0.147338;0.736690;0.892857;-0.000000;0.000000;
1.002260;5.913425;21.750630;1.000158;-0.000000;3.193356;0.781913;0.146817;0.734084;0.892857;-0.000000;0.000000;
1.002260;5.913425;21.750630;1.000158;-0.000000;3.193356;0.781913;0.146817;0.734084;0.892857;-0.000000;0.000000;
1.002260;5.913431;21.750590;1.000158;-0.000000;3.193345;0.781913;0.146816;0.734082;0.892857;-0.000000;0.000000;
1.002260;5.913431;21.750590;1.000158;0.000000;3.193345;0.781913;0.146816;0.734082;0.892857;-0.000000;0.000000;
1.002261;5.913475;21.750334;1.000158;-0.000000;3.193270;0.781913;0.146815;0.734074;0.892857;-0.000000;0.000000;
1.002263;5.913519;21.750079;1.000158;0.000000;3.193195;0.781913;0.146813;0.734065;0.892857;-0.000000;0.000000;
1.002265;5.913607;21.749567;1.000158;-0.000000;3.193045;0.781913;0.146810;0.734048;0.892857;-0.000000;0.000000;
1.002271;5.913782;21.748543;1.000159;-0.000000;3.192744;0.781913;0.146803;0.734013;0.892857;-0.000000;0.000000;
1.002281;5.914132;21.746497;1.000159;-0.000000;3.192143;0.781914;0.146789;0.733944;0.892857;-0.000000;0.000000;
1.002302;5.914832;21.742407;1.000161;0.000000;3.190943;0.781915;0.146761;0.733806;0.892857;-0.000000;0.000000;
1.002343;5.916231;21.734233;1.000164;-0.000000;3.188544;0.781917;0.146706;0.733530;0.892857;-0.000000;0.000000;
1.002427;5.919021;21.717915;1.000169;0.000000;3.183758;0.781921;0.146596;0.732980;0.892857;-0.000000;0.000000;
1.002535;5.922633;21.696769;1.000177;0.000000;3.177561;0.781927;0.146453;0.732266;0.892857;-0.000000;0.000000;
1.002535;5.922633;21.696769;1.000177;0.000000;3.177561;0.781927;0.146453;0.732266;0.892857;-0.000000;0.000000;
1.002536;5.922680;21.696492;1.000177;0.000000;3.177480;0.781927;0.146451;0.732257;0.892857;-0.000000;0.000000;
1.002538;5.922728;21.696214;1.000177;-0.000000;3.177399;0.781927;0.146449;0.732247;0.892857;-0.000000;0.000000;
1.002540;5.922822;21.695660;1.000177;0.000000;3.177236;0.781927;0.146446;0.732229;0.892857;-0.000000;0.000000;
1.002546;5.923011;21.694552;1.000178;-0.000000;3.176912;0.781928;0.146438;0.732191;0.892857;-0.000000;0.000000;
1.002557;5.923390;21.692337;1.000179;-0.000000;3.176263;0.781928;0.146423;0.732116;0.892857;-0.000000;0.000000;
1.002580;5.924145;21.687907;1.000180;-0.000000;3.174966;0.781930;0.146393;0.731967;0.892857;-0.000000;0.000000;
1.002625;5.925655;21.679058;1.000183;0.000000;3.172375;0.781932;0.146334;0.731668;0.892857;-0.000000;0.000000;
1.002716;5.928666;21.661393;1.000190;0.000000;3.167208;0.781938;0.146214;0.731072;0.892857;-0.000001;0.000000;
1.002898;5.934654;21.626203;1.000202;-0.000000;3.156926;0.781949;0.145977;0.729884;0.892857;-0.000001;0.000000;
1.003261;5.946500;21.556375;1.000228;0.000000;3.136572;0.781973;0.145506;0.727528;0.892857;-0.000003;0.000000;
1.003988;5.969678;21.418893;1.000278;-0.000000;3.096691;0.782031;0.144578;0.722888;0.892857;-0.000008;0.000000;
1.004714;5.992181;21.284267;1.000329;-0.000000;3.057885;0.782100;0.143669;0.718344;0.892857;-0.000015;0.000000;
1.005441;6.014022;21.152437;1.000380;-0.000000;3.020122;0.782181;0.142779;0.713895;0.892857;-0.000026;0.000000;
1.006167;6.035217;21.023343;1.000431;-0.000000;2.983371;0.782274;0.141908;0.709538;0.892857;-0.000038;0.000000;
1.006894;6.055781;20.896926;1.000481;-0.000000;2.947600;0.782378;0.141054;0.705271;0.892857;-0.000054;0.000000;
1.007620;6.075728;20.773127;1.000532;-0.000000;2.912778;0.782493;0.140219;0.701093;0.892857;-0.000071;0.000000;
1.008347;6.095073;20.651889;1.000583;0.000000;2.878878;0.782621;0.139400;0.697001;0.892857;-0.000092;0.000000;
1.009074;6.113828;20.533156;1.000633;-0.000000;2.845870;0.782759;0.138599;0.692994;0.892857;-0.000114;0.000000;
1.009800;6.132009;20.416871;1.000684;-0.000000;2.813727;0.782910;0.137814;0.689069;0.892857;-0.000139;0.000000;
1.010527;6.149627;20.302982;1.000735;0.000000;2.782424;0.783072;0.137045;0.685226;0.892857;-0.000166;0.000000;
1.011253;6.166696;20.191434;1.000786;-0.000000;2.751934;0.783245;0.136292;0.681461;0.892857;-0.000196;0.000000;
1.011980;6.183230;20.082176;1.000836;0.000000;2.722232;0.783430;0.135555;0.677773;0.892857;-0.000228;0.000000;
1.013433;6.214752;19.870275;1.000938;-0.000000;2.665088;0.783835;0.134124;0.670622;0.892857;-0.000298;0.000000;
1.014886;6.244279;19.666919;1.001039;0.000000;2.610816;0.784286;0.132752;0.663758;0.892857;-0.000377;0.000000;
1.016339;6.271898;19.471738;1.001140;-0.000000;2.559251;0.784784;0.131434;0.657171;0.892857;-0.000464;0.000000;
1.017792;6.297695;19.284368;1.001242;-0.000000;2.510233;0.785327;0.130169;0.650847;0.892857;-0.000559;0.000000;
1.019245;6.321753;19.104460;1.001343;0.000000;2.463613;0.785917;0.128955;0.644775;0.892857;-0.000663;0.000000;
1.020698;6.344152;18.931675;1.001444;-0.000000;2.419251;0.786554;0.127789;0.638944;0.892857;-0.000774;0.000000;
1.022151;6.364969;18.765689;1.001546;0.000000;2.377014;0.787236;0.126668;0.633342;0.892857;-0.000892;0.000000;
1.023604;6.384277;18.606192;1.001647;0.000000;2.336779;0.787965;0.125592;0.627959;0.892857;-0.001017;0.000000;
1.025057;6.402144;18.452887;1.001748;0.000000;2.298429;0.788740;0.124557;0.622785;0.892857;-0.001150;0.000000;
1.026510;6.418639;18.305489;1.001850;-0.000000;2.261856;0.789561;0.123562;0.617810;0.892857;-0.001289;0.000000;
1.027964;6.433823;18.163724;1.001951;0.000000;2.226958;0.790428;0.122605;0.613025;0.892857;-0.001435;0.000000;
1.029417;6.447759;18.027333;1.002052;-0.000000;2.193639;0.791342;0.121684;0.608422;0.892857;-0.001588;0.000000;
1.032323;6.472181;17.769471;1.002255;-0.000000;2.131340;0.793308;0.119944;0.599720;0.892857;-0.001911;0.000000;
1.034938;6.490438;17.553398;1.002437;0.000000;2.079823;0.795235;0.118485;0.592427;0.892857;-0.002223;0.000000;
1.037554;6.505479;17.351160;1.002619;-0.000000;2.032174;0.797313;0.117120;0.585602;0.892857;-0.002552;0.000000;
1.040169;6.517554;17.161644;1.002801;-0.000000;1.988020;0.799539;0.115841;0.579205;0.892857;-0.002899;0.000000;
1.042785;6.526906;16.983800;1.002983;-0.000000;1.947025;0.801916;0.114641;0.573202;0.892857;-0.003263;0.000000;
1.045401;6.533758;16.816662;1.003165;-0.000000;1.908889;0.804442;0.113512;0.567561;0.892857;-0.003642;0.000000;
1.048016;6.538319;16.659337;1.003347;-0.000000;1.873336;0.807118;0.112451;0.562251;0.892857;-0.004036;0.000000;
1.050632;6.540777;16.511007;1.003529;-0.000000;1.840123;0.809943;0.111449;0.557245;0.892857;-0.004445;0.000000;
1.053247;6.541309;16.370922;1.003711;0.000000;1.809029;0.812918;0.110504;0.552517;0.892857;-0.004867;0.000000;
1.055863;6.540075;16.238395;1.003893;0.000000;1.779856;0.816042;0.109609;0.548044;0.892857;-0.005302;0.000000;
1.061094;6.533045;15.993094;1.004257;-0.000000;1.726509;0.822740;0.107953;0.539767;0.892857;-0.006208;0.000000;
1.066325;6.520587;15.771168;1.004621;-0.000000;1.678908;0.830035;0.106455;0.532275;0.892857;-0.007160;0.000000;
1.071556;6.503543;15.569028;1.004984;0.000000;1.636119;0.837927;0.105091;0.525450;0.892857;-0.008152;0.000000;
1.076787;6.482653;15.383575;1.005348;-0.000000;1.597358;0.846417;0.103839;0.519189;0.892857;-0.009182;0.000000;
1.082018;6.458555;15.212225;1.005711;0.000000;1.561961;0.855504;0.102683;0.513405;0.892857;-0.010245;0.000000;
1.087249;6.431787;15.052805;1.006074;0.000000;1.529389;0.865188;0.101606;0.508024;0.892857;-0.011339;0.000000;
1.092480;6.402809;14.903502;1.006437;-0.000000;1.499198;0.875469;0.100599;0.502984;0.892857;-0.012462;0.000000;
1.097711;6.372004;14.762798;1.006800;0.000000;1.471022;0.886346;0.099649;0.498236;0.892857;-0.013609;0.000000;
1.102942;6.339700;14.629427;1.007163;0.000000;1.444564;0.897819;0.098749;0.493734;0.892857;-0.014780;0.000000;
1.108174;6.306171;14.502329;1.007526;-0.000000;1.419574;0.909888;0.097891;0.489445;0.892857;-0.015971;0.000000;
1.118636;6.236550;14.262805;1.008250;-0.000000;1.373136;0.935814;0.096274;0.481370;0.892857;-0.018404;0.000000;
1.128052;6.171595;14.061529;1.008902;-0.000000;1.334655;0.961184;0.094915;0.474577;0.892857;-0.020645;0.000000;
1.137468;6.105289;13.870906;1.009554;0.000000;1.298642;0.988481;0.093629;0.468132;0.892857;-0.022925;0.000000;
1.146884;6.038176;13.688316;1.010205;0.000000;1.264662;1.017705;0.092396;0.461969;0.892857;-0.025235;0.000000;
1.156300;5.970681;13.512326;1.010856;-0.000000;1.232349;1.048854;0.091208;0.456029;0.892857;-0.027569;0.000000;
1.165716;5.903120;13.341811;1.011506;0.000000;1.201443;1.081928;0.090057;0.450275;0.892857;-0.029918;0.000000;
1.175131;5.835723;13.175850;1.012156;-0.000000;1.171748;1.116924;0.088937;0.444677;0.892857;-0.032279;0.000000;
1.184547;5.768655;13.013774;1.012805;0.000000;1.143114;1.153842;0.087843;0.439211;0.892857;-0.034645;0.000000;
1.193963;5.702038;12.855093;1.013454;0.000000;1.115428;1.192680;0.086772;0.433860;0.892857;-0.037011;0.000000;
1.203379;5.635954;12.699430;1.014103;-0.000000;1.088602;1.233438;0.085721;0.428612;0.892857;-0.039374;0.000000;
1.212795;5.570465;12.546496;1.014751;-0.000000;1.062570;1.276114;0.084689;0.423456;0.892857;-0.041730;0.000000;
1.231627;5.441441;12.247439;1.016046;0.000000;1.012498;1.367213;0.082670;0.413351;0.892857;-0.046404;0.000000;
1.250459;5.315106;11.957912;1.017339;0.000000;0.965307;1.465968;0.080716;0.403614;0.892857;-0.051014;0.000000;
1.269291;5.191533;11.676519;1.018631;-0.000000;0.920660;1.572371;0.078817;0.394186;0.892857;-0.055544;0.000000;
1.288123;5.070736;11.402282;1.019921;0.000000;0.878353;1.686412;0.076965;0.385032;0.892857;-0.059981;0.000000;
1.306955;4.952696;11.134938;1.021210;0.000000;0.838284;1.808081;0.075161;0.376149;0.892857;-0.064314;0.000000;
1.319000;4.878622;10.966196;1.022033;0.000000;0.813770;1.889895;0.074022;0.370606;0.892857;-0.067026;0.000000;
1.319000;5.366697;19.168455;1.022033;8.229507;-9.450071;1.889895;0.653736;3.268679;0.892857;-0.067026;0.000000;
1.319000;5.366697;19.168454;1.022033;8.229507;-9.450071;1.889895;0.653736;3.268679;0.892857;-0.067026;0.000000;
1.319000;5.366697;19.168454;1.022033;8.229508;-9.450070;1.889895;0.653736;3.268680;0.892857;-0.067026;0.000000;
1.319000;5.366698;19.168452;1.022033;8.229508;-9.450070;1.889895;0.653736;3.268680;0.892857;-0.067026;0.000000;
1.319000;5.366698;19.168449;1.022033;8.229509;-9.450069;1.889895;0.653736;3.268680;0.892857;-0.067026;0.000000;
1.319000;5.366700;19.168443;1.022033;8.229510;-9.450066;1.889896;0.653736;3.268681;0.892857;-0.067026;0.000000;
1.319000;5.366703;19.168431;1.022033;8.229513;-9.450061;1.889896;0.653737;3.268683;0.892857;-0.067026;0.000000;
1.319000;5.366709;19.168407;1.022033;8.229519;-9.450052;1.889898;0.653737;3.268686;0.892857;-0.067026;0.000000;
1.319001;5.366721;19.168359;1.022033;8.229531;-9.450032;1.889901;0.653738;3.268692;0.892857;-0.067026;0.000000;
1.319001;5.366745;19.168262;1.022033;8.229555;-9.449993;1.889907;0.653741;3.268705;0.892857;-0.067026;0.000000;
1.319002;5.366764;19.168187;1.022033;8.229574;-9.449963;1.889912;0.653743;3.268715;0.892857;-0.067026;0.000001;
1.319002;5.366764;19.168187;1.022033;8.229574;-9.449963;1.889912;0.653743;3.268715;0.892857;-0.067026;0.000001;
1.319002;5.366765;19.168187;1.022033;8.229574;-9.449962;1.889912;0.653743;3.268715;0.892857;-0.067026;0.000001;
1.319002;5.366765;19.168186;1.022033;8.229574;-9.449962;1.889912;0.653743;3.268715;0.892857;-0.067026;0.000001;
1.319002;5.366765;19.168184;1.022033;8.229575;-9.449961;1.889912;0.653743;3.268715;0.892857;-0.067026;0.000001;
1.319002;5.366766;19.168181;1.022033;8.229575;-9.449960;1.889912;0.653743;3.268716;0.892857;-0.067026;0.000001;
1.319002;5.366768;19.168175;1.022033;8.229577;-9.449957;1.889913;0.653743;3.268717;0.892857;-0.067026;0.000001;
1.319002;5.366771;19.168162;1.022033;8.229580;-9.449952;1.889913;0.653744;3.268718;0.892857;-0.067026;0.000001;
1.319003;5.366777;19.168136;1.022033;8.229587;-9.449942;1.889915;0.653744;3.268722;0.892857;-0.067026;0.000001;
1.319003;5.366790;19.168085;1.022033;8.229599;-9.449921;1.889918;0.653746;3.268729;0.892857;-0.067026;0.000001;
1.319003;5.366791;19.168081;1.022033;8.229600;-9.449919;1.889919;0.653746;3.268729;0.892857;-0.067026;0.000001;
1.319003;5.366791;19.168081;1.022033;8.229600;-9.449919;1.889919;0.653746;3.268729;0.892857;-0.067026;0.000001;
1.319003;5.366791;19.168081;1.022033;8.229600;-9.449919;1.889919;0.653746;3.268729;0.892857;-0.067026;0.000001;
1.319003;5.366791;19.168081;1.022033;8.229600;-9.449919;1.889919;0.653746;3.268729;0.892857;-0.067026;0.000001;
1.319003;5.366791;19.168080;1.022033;8.229601;-9.449919;1.889919;0.653746;3.268729;0.892857;-0.067026;0.000001;
1.319003;5.366792;19.168079;1.022033;8.229601;-9.449919;1.889919;0.653746;3.268730;0.892857;-0.067026;0.000001;
1.319003;5.366792;19.168077;1.022033;8.229601;-9.449918;1.889919;0.653746;3.268730;0.892857;-0.067026;0.000001;
1.319003;5.366793;19.168074;1.022033;8.229602;-9.449917;1.889919;0.653746;3.268730;0.892857;-0.067026;0.000001;
1.319003;5.366795;19.168068;1.022033;8.229604;-9.449914;1.889919;0.653746;3.268731;0.892857;-0.067026;0.000001;
