time;WPP4A_WPP_wPPControl_measurements_PPu;WPP4A_WPP_wPPControl_measurements_QPu;WPP4A_WPP_wPPControl_measurements_UPu;VariableImpedantFault_variableImpedantFault_ZvPu_re;VariableImpedantFault_variableImpedantFault_ZvPu_im;
10.022549;0.035450;0.090026;0.115078;0.000000;0.015000;
10.022639;0.035498;0.090441;0.115240;0.000000;0.015000;
10.022728;0.035546;0.090854;0.115399;0.000000;0.015000;
10.022817;0.035593;0.091264;0.115558;0.000000;0.015000;
10.022907;0.035640;0.091671;0.115715;0.000000;0.015000;
10.022996;0.035687;0.092075;0.115870;0.000000;0.015000;
10.023175;0.035779;0.092875;0.116178;0.000000;0.015000;
10.023330;0.035858;0.093563;0.116441;0.000000;0.015000;
10.023431;0.035908;0.094003;0.116609;0.000000;0.015000;
10.023532;0.035958;0.094440;0.116775;0.000000;0.015000;
10.023632;0.036008;0.094873;0.116939;0.000000;0.015000;
10.023733;0.036057;0.095303;0.117102;0.000000;0.015000;
10.023834;0.036106;0.095729;0.117264;0.000000;0.015000;
10.023934;0.036154;0.096152;0.117423;0.000000;0.015000;
10.024035;0.036202;0.096571;0.117581;0.000000;0.015000;
10.024171;0.036266;0.097133;0.117793;0.000000;0.015000;
10.024307;0.036330;0.097689;0.118002;0.000000;0.015000;
10.024430;0.036386;0.098184;0.118187;0.000000;0.015000;
10.024540;0.036437;0.098626;0.118352;0.000000;0.015000;
10.024650;0.036487;0.099063;0.118515;0.000000;0.015000;
10.024761;0.036536;0.099497;0.118676;0.000000;0.015000;
10.024871;0.036585;0.099926;0.118836;0.000000;0.015000;
10.024981;0.036634;0.100352;0.118993;0.000000;0.015000;
10.025202;0.036729;0.101191;0.119304;0.000000;0.015000;
10.025324;0.036781;0.101648;0.119472;0.000000;0.015000;
10.025446;0.036833;0.102101;0.119639;0.000000;0.015000;
10.025555;0.036879;0.102504;0.119787;0.000000;0.015000;
10.025665;0.036924;0.102903;0.119933;0.000000;0.015000;
10.025774;0.036969;0.103299;0.120078;0.000000;0.015000;
10.025884;0.037014;0.103691;0.120221;0.000000;0.015000;
10.025994;0.037058;0.104080;0.120363;0.000000;0.015000;
10.026213;0.037145;0.104846;0.120642;0.000000;0.015000;
10.026334;0.037193;0.105265;0.120794;0.000000;0.015000;
10.026456;0.037240;0.105679;0.120944;0.000000;0.015000;
10.026565;0.037282;0.106048;0.121077;0.000000;0.015000;
10.026650;0.037315;0.106331;0.121179;0.000000;0.015000;
10.026724;0.037343;0.106578;0.121268;0.000000;0.015000;
10.026799;0.037371;0.106823;0.121357;0.000000;0.015000;
10.026873;0.037399;0.107067;0.121444;0.000000;0.015000;
10.027022;0.037454;0.107551;0.121618;0.000000;0.015000;
10.027157;0.037503;0.107982;0.121773;0.000000;0.015000;
10.027291;0.037552;0.108408;0.121926;0.000000;0.015000;
10.027425;0.037600;0.108830;0.122076;0.000000;0.015000;
10.027545;0.037643;0.109201;0.122209;0.000000;0.015000;
10.027664;0.037685;0.109570;0.122340;0.000000;0.015000;
10.027784;0.037726;0.109934;0.122470;0.000000;0.015000;
10.027892;0.037764;0.110258;0.122585;0.000000;0.015000;
10.028000;0.037801;0.110580;0.122699;0.000000;0.015000;
10.028148;0.037851;0.111018;0.122854;0.000000;0.015000;
10.028297;0.037901;0.111451;0.123007;0.000000;0.015000;
10.028445;0.037950;0.111877;0.123158;0.000000;0.015000;
10.028568;0.037990;0.112227;0.123281;0.000000;0.015000;
10.028691;0.038030;0.112573;0.123402;0.000000;0.015000;
10.028814;0.038069;0.112914;0.123523;0.000000;0.015000;
10.028937;0.038109;0.113253;0.123641;0.000000;0.015000;
10.029060;0.038147;0.113587;0.123758;0.000000;0.015000;
10.029196;0.038190;0.113954;0.123887;0.000000;0.015000;
10.029333;0.038232;0.114315;0.124013;0.000000;0.015000;
10.029469;0.038273;0.114673;0.124138;0.000000;0.015000;
10.029592;0.038310;0.114991;0.124249;0.000000;0.015000;
10.029683;0.038338;0.115226;0.124330;0.000000;0.015000;
10.029766;0.038362;0.115436;0.124403;0.000000;0.015000;
10.029849;0.038387;0.115645;0.124476;0.000000;0.015000;
10.029932;0.038411;0.115852;0.124548;0.000000;0.015000;
10.030097;0.038459;0.116263;0.124690;0.000000;0.015000;
10.030237;0.038499;0.116604;0.124808;0.000000;0.015000;
10.030376;0.038539;0.116942;0.124925;0.000000;0.015000;
10.030502;0.038574;0.117242;0.125029;0.000000;0.015000;
10.030627;0.038609;0.117539;0.125131;0.000000;0.015000;
10.030738;0.038640;0.117799;0.125221;0.000000;0.015000;
10.030739;0.038640;0.117800;0.125221;0.000000;0.015000;
10.030739;0.038640;0.117801;0.125221;0.000000;0.015000;
10.030740;0.038640;0.117803;0.125222;0.000000;0.015000;
10.030742;0.038641;0.117807;0.125223;0.000000;0.015000;
10.030745;0.038642;0.117815;0.125226;0.000000;0.015000;
10.030752;0.038643;0.117831;0.125231;0.000000;0.015000;
10.030765;0.038647;0.117862;0.125242;0.000000;0.015000;
10.030792;0.038654;0.117924;0.125264;0.000000;0.015000;
10.030846;0.038669;0.118048;0.125306;0.000000;0.015000;
10.030954;0.038698;0.118295;0.125391;0.000000;0.015000;
10.031098;0.038737;0.118622;0.125503;0.000000;0.015000;
10.031242;0.038776;0.118945;0.125614;0.000000;0.015000;
10.031386;0.038814;0.119263;0.125723;0.000000;0.015000;
10.031516;0.038847;0.119546;0.125820;0.000000;0.015000;
10.031645;0.038881;0.119826;0.125915;0.000000;0.015000;
10.031775;0.038914;0.120103;0.126010;0.000000;0.015000;
10.031892;0.038944;0.120349;0.126094;0.000000;0.015000;
10.032008;0.038973;0.120592;0.126177;0.000000;0.015000;
10.032125;0.039002;0.120833;0.126258;0.000000;0.015000;
10.032242;0.039031;0.121071;0.126339;0.000000;0.015000;
10.032358;0.039059;0.121307;0.126419;0.000000;0.015000;
10.032475;0.039088;0.121540;0.126499;0.000000;0.015000;
10.032592;0.039116;0.121771;0.126577;0.000000;0.015000;
10.032606;0.039119;0.121800;0.126586;0.000000;0.015000;
10.032607;0.039119;0.121796;0.126585;0.000000;0.015000;
10.032607;0.039119;0.121792;0.126584;0.000000;0.015000;
10.032608;0.039118;0.121785;0.126581;0.000000;0.015000;
10.032610;0.039117;0.121771;0.126576;0.000000;0.015000;
10.032614;0.039115;0.121742;0.126567;0.000000;0.015000;
10.032621;0.039110;0.121683;0.126547;0.000000;0.015000;
10.032636;0.039100;0.121567;0.126507;0.000000;0.015000;
10.032667;0.039081;0.121334;0.126427;0.000000;0.015000;
10.032722;0.039046;0.120907;0.126280;0.000000;0.015000;
10.032722;0.039046;0.120903;0.126279;0.000000;0.015000;
10.032723;0.039046;0.120900;0.126277;0.000000;0.015000;
10.032724;0.039045;0.120892;0.126275;0.000000;0.015000;
10.032726;0.039044;0.120877;0.126270;0.000000;0.015000;
10.032730;0.039042;0.120848;0.126259;0.000000;0.015000;
10.032737;0.039037;0.120788;0.126239;0.000000;0.015000;
10.032753;0.039027;0.120670;0.126198;0.000000;0.015000;
10.032783;0.039008;0.120433;0.126116;0.000000;0.015000;
10.032845;0.038969;0.119958;0.125953;0.000000;0.015000;
10.032906;0.038930;0.119484;0.125789;0.000000;0.015000;
10.033029;0.038851;0.118535;0.125460;0.000000;0.015000;
10.033152;0.038773;0.117586;0.125130;0.000000;0.015000;
10.033258;0.038705;0.116768;0.124845;0.000000;0.015000;
10.033258;0.038705;0.116764;0.124843;0.000000;0.015000;
10.033259;0.038704;0.116760;0.124842;0.000000;0.015000;
10.033260;0.038704;0.116752;0.124839;0.000000;0.015000;
10.033262;0.038702;0.116736;0.124833;0.000000;0.015000;
10.033266;0.038700;0.116703;0.124822;0.000000;0.015000;
10.033274;0.038694;0.116638;0.124799;0.000000;0.015000;
10.033291;0.038683;0.116507;0.124753;0.000000;0.015000;
10.033325;0.038661;0.116245;0.124662;0.000000;0.015000;
10.033393;0.038618;0.115721;0.124478;0.000000;0.015000;
10.033529;0.038530;0.114674;0.124110;0.000000;0.015000;
10.033664;0.038442;0.113627;0.123741;0.000000;0.015000;
10.033800;0.038354;0.112581;0.123370;0.000000;0.015000;
10.033922;0.038274;0.111639;0.123035;0.000000;0.015000;
10.034044;0.038194;0.110698;0.122699;0.000000;0.015000;
10.034184;0.038101;0.109618;0.122311;0.000000;0.015000;
10.034324;0.038008;0.108538;0.121922;0.000000;0.015000;
10.034465;0.037915;0.107459;0.121532;0.000000;0.015000;
10.034605;0.037822;0.106381;0.121140;0.000000;0.015000;
10.034724;0.037742;0.105462;0.120805;0.000000;0.015000;
10.034844;0.037661;0.104545;0.120469;0.000000;0.015000;
10.034963;0.037581;0.103628;0.120132;0.000000;0.015000;
10.035082;0.037500;0.102711;0.119794;0.000000;0.015000;
10.035216;0.037409;0.101688;0.119414;0.000000;0.015000;
10.035238;0.037394;0.101514;0.119350;0.000000;0.015000;
10.035239;0.037393;0.101508;0.119348;0.000000;0.015000;
10.035240;0.037393;0.101503;0.119346;0.000000;0.015000;
10.035241;0.037392;0.101492;0.119342;0.000000;0.015000;
10.035244;0.037390;0.101470;0.119333;0.000000;0.015000;
10.035250;0.037386;0.101426;0.119317;0.000000;0.015000;
10.035261;0.037378;0.101337;0.119284;0.000000;0.015000;
10.035284;0.037362;0.101160;0.119218;0.000000;0.015000;
10.035330;0.037331;0.100807;0.119087;0.000000;0.015000;
10.035423;0.037267;0.100100;0.118823;0.000000;0.015000;
10.035515;0.037204;0.099394;0.118558;0.000000;0.015000;
10.035699;0.037077;0.097982;0.118027;0.000000;0.015000;
10.035701;0.037076;0.097969;0.118022;0.000000;0.015000;
10.035702;0.037075;0.097963;0.118020;0.000000;0.015000;
10.035703;0.037075;0.097958;0.118018;0.000000;0.015000;
10.035704;0.037074;0.097946;0.118013;0.000000;0.015000;
10.035707;0.037072;0.097923;0.118005;0.000000;0.015000;
10.035713;0.037067;0.097877;0.117987;0.000000;0.015000;
10.035725;0.037059;0.097785;0.117953;0.000000;0.015000;
10.035749;0.037043;0.097601;0.117883;0.000000;0.015000;
10.035797;0.037009;0.097233;0.117744;0.000000;0.015000;
10.035893;0.036942;0.096498;0.117465;0.000000;0.015000;
10.035990;0.036875;0.095763;0.117185;0.000000;0.015000;
10.036086;0.036808;0.095029;0.116905;0.000000;0.015000;
10.036182;0.036741;0.094295;0.116624;0.000000;0.015000;
10.036278;0.036673;0.093562;0.116342;0.000000;0.015000;
10.036374;0.036605;0.092829;0.116059;0.000000;0.015000;
10.036471;0.036537;0.092097;0.115776;0.000000;0.015000;
10.036567;0.036469;0.091366;0.115491;0.000000;0.015000;
10.036663;0.036401;0.090635;0.115207;0.000000;0.015000;
10.036759;0.036332;0.089904;0.114921;0.000000;0.015000;
10.036856;0.036264;0.089175;0.114634;0.000000;0.015000;
10.036952;0.036195;0.088446;0.114347;0.000000;0.015000;
10.037048;0.036125;0.087717;0.114059;0.000000;0.015000;
10.037183;0.036028;0.086698;0.113655;0.000000;0.015000;
10.037317;0.035931;0.085680;0.113249;0.000000;0.015000;
10.037452;0.035833;0.084664;0.112841;0.000000;0.015000;
10.037587;0.035734;0.083649;0.112432;0.000000;0.015000;
10.037709;0.035645;0.082729;0.112059;0.000000;0.015000;
10.037710;0.035644;0.082723;0.112057;0.000000;0.015000;
10.037711;0.035644;0.082718;0.112055;0.000000;0.015000;
10.037712;0.035643;0.082708;0.112051;0.000000;0.015000;
10.037715;0.035641;0.082687;0.112042;0.000000;0.015000;
10.037720;0.035637;0.082645;0.112025;0.000000;0.015000;
10.037731;0.035628;0.082562;0.111991;0.000000;0.015000;
10.037753;0.035612;0.082396;0.111924;0.000000;0.015000;
10.037798;0.035580;0.082063;0.111788;0.000000;0.015000;
10.037886;0.035514;0.081398;0.111517;0.000000;0.015000;
10.038064;0.035383;0.080070;0.110972;0.000000;0.015000;
10.038241;0.035251;0.078744;0.110424;0.000000;0.015000;
10.038400;0.035132;0.077554;0.109929;0.000000;0.015000;
10.038560;0.035012;0.076366;0.109432;0.000000;0.015000;
10.038719;0.034892;0.075181;0.108932;0.000000;0.015000;
10.038879;0.034771;0.073998;0.108431;0.000000;0.015000;
10.039022;0.034662;0.072936;0.107977;0.000000;0.015000;
10.039166;0.034552;0.071876;0.107522;0.000000;0.015000;
10.039309;0.034441;0.070819;0.107065;0.000000;0.015000;
10.039453;0.034331;0.069763;0.106606;0.000000;0.015000;
10.039596;0.034219;0.068711;0.106145;0.000000;0.015000;
10.039735;0.034111;0.067694;0.105698;0.000000;0.015000;
10.039874;0.034003;0.066679;0.105248;0.000000;0.015000;
10.040013;0.033894;0.065667;0.104797;0.000000;0.015000;
10.040152;0.033784;0.064658;0.104344;0.000000;0.015000;
10.040291;0.033674;0.063651;0.103889;0.000000;0.015000;
10.040430;0.033564;0.062647;0.103433;0.000000;0.015000;
10.040569;0.033453;0.061645;0.102975;0.000000;0.015000;
10.040708;0.033342;0.060647;0.102515;0.000000;0.015000;
10.040847;0.033230;0.059651;0.102054;0.000000;0.015000;
10.040986;0.033118;0.058658;0.101590;0.000000;0.015000;
10.041125;0.033005;0.057667;0.101125;0.000000;0.015000;
10.041264;0.032892;0.056680;0.100658;0.000000;0.015000;
10.041403;0.032779;0.055696;0.100189;0.000000;0.015000;
10.041542;0.032665;0.054715;0.099719;0.000000;0.015000;
10.041681;0.032550;0.053738;0.099246;0.000000;0.015000;
10.041820;0.032435;0.052763;0.098772;0.000000;0.015000;
10.041959;0.032320;0.051792;0.098296;0.000000;0.015000;
10.042098;0.032204;0.050825;0.097819;0.000000;0.015000;
10.042244;0.032082;0.049813;0.097315;0.000000;0.015000;
10.042390;0.031959;0.048806;0.096810;0.000000;0.015000;
10.042409;0.031943;0.048673;0.096743;0.000000;0.015000;
10.042409;0.031943;0.048670;0.096742;0.000000;0.015000;
10.042410;0.031942;0.048667;0.096740;0.000000;0.015000;
10.042411;0.031941;0.048661;0.096737;0.000000;0.015000;
10.042412;0.031940;0.048648;0.096731;0.000000;0.015000;
10.042416;0.031937;0.048623;0.096718;0.000000;0.015000;
10.042423;0.031931;0.048573;0.096693;0.000000;0.015000;
10.042438;0.031918;0.048474;0.096643;0.000000;0.015000;
10.042467;0.031894;0.048274;0.096542;0.000000;0.015000;
10.042525;0.031843;0.047876;0.096341;0.000000;0.015000;
10.042582;0.031791;0.047477;0.096139;0.000000;0.015000;
10.042640;0.031739;0.047079;0.095936;0.000000;0.015000;
10.042698;0.031685;0.046681;0.095733;0.000000;0.015000;
10.042814;0.031573;0.045885;0.095327;0.000000;0.015000;
10.042918;0.031469;0.045169;0.094959;0.000000;0.015000;
10.042965;0.031422;0.044850;0.094795;0.000000;0.015000;
10.042965;0.031421;0.044847;0.094793;0.000000;0.015000;
10.042965;0.031421;0.044844;0.094791;0.000000;0.015000;
10.042966;0.031420;0.044838;0.094788;0.000000;0.015000;
10.042968;0.031418;0.044826;0.094782;0.000000;0.015000;
10.042971;0.031415;0.044802;0.094770;0.000000;0.015000;
10.042978;0.031407;0.044754;0.094745;0.000000;0.015000;
10.042992;0.031393;0.044659;0.094696;0.000000;0.015000;
10.043020;0.031364;0.044468;0.094598;0.000000;0.015000;
10.043076;0.031305;0.044088;0.094401;0.000000;0.015000;
10.043187;0.031185;0.043327;0.094005;0.000000;0.015000;
10.043298;0.031060;0.042566;0.093609;0.000000;0.015000;
10.043409;0.030932;0.041807;0.093210;0.000000;0.015000;
10.043520;0.030799;0.041049;0.092810;0.000000;0.015000;
10.043631;0.030663;0.040291;0.092409;0.000000;0.015000;
10.043767;0.030490;0.039364;0.091915;0.000000;0.015000;
10.043903;0.030312;0.038438;0.091418;0.000000;0.015000;
10.044040;0.030128;0.037514;0.090919;0.000000;0.015000;
10.044176;0.029938;0.036592;0.090417;0.000000;0.015000;
10.044312;0.029743;0.035672;0.089914;0.000000;0.015000;
10.044448;0.029543;0.034755;0.089408;0.000000;0.015000;
10.044585;0.029336;0.033839;0.088899;0.000000;0.015000;
10.044619;0.029284;0.033610;0.088771;0.000000;0.015000;
10.044619;0.029284;0.033609;0.088771;0.000000;0.015000;
10.044619;0.029281;0.033605;0.088769;0.000000;0.015000;
10.044620;0.029279;0.033602;0.088768;0.000000;0.015000;
10.044621;0.029276;0.033596;0.088765;0.000000;0.015000;
10.044622;0.029269;0.033584;0.088759;0.000000;0.015000;
10.044625;0.029255;0.033560;0.088747;0.000000;0.015000;
10.044631;0.029226;0.033512;0.088724;0.000000;0.015000;
10.044643;0.029169;0.033415;0.088676;0.000000;0.015000;
10.044667;0.029055;0.033222;0.088582;0.000000;0.015000;
10.044714;0.028826;0.032836;0.088393;0.000000;0.015000;
10.044762;0.028597;0.032452;0.088204;0.000000;0.015000;
10.044810;0.028367;0.032070;0.088015;0.000000;0.015000;
10.044858;0.028138;0.031688;0.087826;0.000000;0.015000;
10.044905;0.027907;0.031308;0.087637;0.000000;0.015000;
10.044953;0.027677;0.030929;0.087448;0.000000;0.015000;
10.045001;0.027446;0.030552;0.087258;0.000000;0.015000;
10.045048;0.027214;0.030176;0.087069;0.000000;0.015000;
10.045096;0.026982;0.029801;0.086880;0.000000;0.015000;
10.045144;0.026750;0.029428;0.086691;0.000000;0.015000;
10.045191;0.026518;0.029056;0.086503;0.000000;0.015000;
10.045239;0.026285;0.028686;0.086314;0.000000;0.015000;
10.045287;0.026052;0.028317;0.086125;0.000000;0.015000;
10.045334;0.025818;0.027950;0.085936;0.000000;0.015000;
10.045382;0.025584;0.027584;0.085747;0.000000;0.015000;
10.045430;0.025349;0.027219;0.085558;0.000000;0.015000;
10.045477;0.025115;0.026856;0.085370;0.000000;0.015000;
10.045573;0.024644;0.026135;0.084993;0.000000;0.015000;
10.045659;0.024219;0.025491;0.084654;0.000000;0.015000;
10.045744;0.023793;0.024852;0.084315;0.000000;0.015000;
10.045830;0.023366;0.024219;0.083976;0.000000;0.015000;
10.045916;0.022938;0.023590;0.083638;0.000000;0.015000;
10.046002;0.022509;0.022967;0.083301;0.000000;0.015000;
10.046088;0.022079;0.022349;0.082963;0.000000;0.015000;
10.046174;0.021647;0.021737;0.082627;0.000000;0.015000;
10.046259;0.021215;0.021130;0.082290;0.000000;0.015000;
10.046345;0.020781;0.020529;0.081955;0.000000;0.015000;
10.046431;0.020347;0.019933;0.081620;0.000000;0.015000;
10.046517;0.019911;0.019344;0.081285;0.000000;0.015000;
10.046689;0.019038;0.018182;0.080619;0.000000;0.015000;
10.046860;0.018160;0.017044;0.079955;0.000000;0.015000;
10.047015;0.017367;0.016040;0.079361;0.000000;0.015000;
10.047169;0.016571;0.015057;0.078770;0.000000;0.015000;
10.047324;0.015773;0.014095;0.078182;0.000000;0.015000;
10.047478;0.014972;0.013153;0.077598;0.000000;0.015000;
10.047633;0.014169;0.012233;0.077017;0.000000;0.015000;
10.047790;0.013348;0.011318;0.076430;0.000000;0.015000;
10.047947;0.012525;0.010426;0.075848;0.000000;0.015000;
10.048105;0.011699;0.009558;0.075270;0.000000;0.015000;
10.048268;0.010842;0.008682;0.074677;0.000000;0.015000;
10.048431;0.009982;0.007832;0.074089;0.000000;0.015000;
10.048595;0.009121;0.007008;0.073508;0.000000;0.015000;
10.048758;0.008258;0.006211;0.072933;0.000000;0.015000;
10.048921;0.007394;0.005441;0.072366;0.000000;0.015000;
10.049084;0.006529;0.004698;0.071805;0.000000;0.015000;
10.049248;0.005663;0.003983;0.071253;0.000000;0.015000;
10.049411;0.004797;0.003295;0.070709;0.000000;0.015000;
10.049538;0.004121;0.002778;0.070290;0.000000;0.015000;
10.049538;0.004120;0.002778;0.070289;0.000000;0.015000;
10.049539;0.004119;0.002777;0.070289;0.000000;0.015000;
10.049539;0.004117;0.002776;0.070287;0.000000;0.015000;
10.049540;0.004113;0.002773;0.070285;0.000000;0.015000;
10.049541;0.004105;0.002767;0.070280;0.000000;0.015000;
10.049544;0.004090;0.002755;0.070270;0.000000;0.015000;
10.049550;0.004058;0.002731;0.070251;0.000000;0.015000;
10.049562;0.003995;0.002684;0.070212;0.000000;0.015000;
10.049586;0.003869;0.002590;0.070135;0.000000;0.015000;
10.049633;0.003616;0.002404;0.069981;0.000000;0.015000;
10.049728;0.003112;0.002039;0.069675;0.000000;0.015000;
10.049918;0.002103;0.001338;0.069072;0.000000;0.015000;
10.050089;0.001195;0.000740;0.068541;0.000000;0.015000;
10.050175;0.000742;0.000453;0.068279;0.000000;0.015000;
10.050222;0.000489;0.000296;0.068134;0.000000;0.015000;
10.050289;0.000138;0.000083;0.067935;0.000000;0.015000;
10.050322;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050322;0.000000;-0.000000;0.067857;0.000000;0.015000;
10.050322;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050323;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050325;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050327;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050333;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050343;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050365;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050386;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050429;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050468;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050507;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050545;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050584;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050622;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050661;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050700;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050738;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050777;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050816;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050854;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050893;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050932;0.000000;0.000000;0.067857;0.000000;0.015000;
10.050970;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051009;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051048;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051086;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051125;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051163;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051202;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051241;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051279;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051318;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051357;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051434;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051504;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051573;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051643;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051712;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051782;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051851;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051921;0.000000;0.000000;0.067857;0.000000;0.015000;
10.051990;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052060;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052130;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052199;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052269;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052338;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052477;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052617;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052712;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052713;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052715;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052718;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052724;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052737;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052762;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052813;0.000000;0.000000;0.067857;0.000000;0.015000;
10.052914;0.000000;0.000000;0.067857;0.000000;0.015000;
10.053016;0.000000;0.000000;0.067857;0.000000;0.015000;
10.053117;0.000000;0.000000;0.067857;0.000000;0.015000;
10.053218;0.000000;0.000000;0.067857;0.000000;0.015000;
10.053320;0.000000;0.000000;0.067857;0.000000;0.015000;
10.053421;0.000000;0.000000;0.067857;0.000000;0.015000;
10.053522;0.000000;0.000000;0.067857;0.000000;0.015000;
10.053624;0.000000;0.000000;0.067857;0.000000;0.015000;
10.053826;0.000000;0.000000;0.067857;0.000000;0.015000;
10.053990;0.000000;0.000000;0.067857;0.000000;0.015000;
10.054154;0.000000;0.000000;0.067857;0.000000;0.015000;
10.054318;0.000000;0.000000;0.067857;0.000000;0.015000;
10.054482;0.000000;0.000000;0.067857;0.000000;0.015000;
10.054646;0.000000;0.000000;0.067857;0.000000;0.015000;
10.054822;0.000000;0.000000;0.067857;0.000000;0.015000;
10.054997;0.000000;0.000000;0.067857;0.000000;0.015000;
10.055172;0.000000;0.000000;0.067857;0.000000;0.015000;
10.055348;0.000000;0.000000;0.067857;0.000000;0.015000;
10.055523;0.000000;0.000000;0.067857;0.000000;0.015000;
10.055698;0.000000;0.000000;0.067857;0.000000;0.015000;
10.055873;0.000000;0.000000;0.067857;0.000000;0.015000;
10.056049;0.000000;0.000000;0.067857;0.000000;0.015000;
10.056224;0.000000;0.000000;0.067857;0.000000;0.015000;
10.056399;0.000000;0.000000;0.067857;0.000000;0.015000;
10.056575;0.000000;0.000000;0.067857;0.000000;0.015000;
10.056750;0.000000;0.000000;0.067857;0.000000;0.015000;
10.056925;0.000000;0.000000;0.067857;0.000000;0.015000;
10.057101;0.000000;0.000000;0.067857;0.000000;0.015000;
10.057276;0.000000;0.000000;0.067857;0.000000;0.015000;
10.057451;0.000000;0.000000;0.067857;0.000000;0.015000;
10.057626;0.000000;0.000000;0.067857;0.000000;0.015000;
10.057831;0.000000;0.000000;0.067857;0.000000;0.015000;
10.058036;0.000000;0.000000;0.067857;0.000000;0.015000;
10.058241;0.000000;0.000000;0.067857;0.000000;0.015000;
10.058446;0.000000;0.000000;0.067857;0.000000;0.015000;
10.058650;0.000000;0.000000;0.067857;0.000000;0.015000;
10.058855;0.000000;0.000000;0.067857;0.000000;0.015000;
10.059060;0.000000;0.000000;0.067857;0.000000;0.015000;
10.059265;0.000000;0.000000;0.067857;0.000000;0.015000;
10.059470;0.000000;0.000000;0.067857;0.000000;0.015000;
10.059674;0.000000;0.000000;0.067857;0.000000;0.015000;
10.059902;0.000000;0.000000;0.067857;0.000000;0.015000;
10.060130;0.000000;0.000000;0.067857;0.000000;0.015000;
10.060358;0.000000;0.000000;0.067857;0.000000;0.015000;
10.060586;0.000000;0.000000;0.067857;0.000000;0.015000;
10.060814;0.000000;0.000000;0.067857;0.000000;0.015000;
10.061042;0.000000;0.000000;0.067857;0.000000;0.015000;
10.061269;0.000000;0.000000;0.067857;0.000000;0.015000;
10.061497;0.000000;0.000000;0.067857;0.000000;0.015000;
10.061725;0.000000;0.000000;0.067857;0.000000;0.015000;
10.062019;0.000000;0.000000;0.067857;0.000000;0.015000;
10.062313;0.000000;0.000000;0.067857;0.000000;0.015000;
10.062606;0.000000;0.000000;0.067857;0.000000;0.015000;
10.062900;0.000000;0.000000;0.067857;0.000000;0.015000;
10.063194;0.000000;0.000000;0.067857;0.000000;0.015000;
10.063488;0.000000;0.000000;0.067857;0.000000;0.015000;
10.063781;0.000000;0.000000;0.067857;0.000000;0.015000;
10.064075;0.000000;0.000000;0.067857;0.000000;0.015000;
10.064369;0.000000;0.000000;0.067857;0.000000;0.015000;
