time;Converter250_control_omegaPu;Converter250_converter_IConvPu;Converter500_control_omegaPu;Converter500_converter_IConvPu;Converter1000_control_omegaPu;Converter1000_converter_IConvPu;
1.5259;1.0096;1.0891;1.0019;1.0789;1.0104;1.0278;
1.5260;1.0096;1.0890;1.0019;1.0787;1.0104;1.0274;
1.5262;1.0096;1.0890;1.0019;1.0786;1.0103;1.0271;
1.5263;1.0096;1.0890;1.0019;1.0786;1.0103;1.0270;
1.5265;1.0097;1.0890;1.0019;1.0787;1.0103;1.0271;
1.5266;1.0097;1.0891;1.0019;1.0788;1.0103;1.0274;
1.5268;1.0097;1.0892;1.0019;1.0791;1.0103;1.0278;
1.5269;1.0097;1.0893;1.0019;1.0793;1.0103;1.0283;
1.5271;1.0097;1.0894;1.0019;1.0796;1.0103;1.0288;
1.5272;1.0098;1.0895;1.0019;1.0798;1.0103;1.0293;
1.5274;1.0098;1.0896;1.0019;1.0800;1.0103;1.0297;
1.5275;1.0098;1.0896;1.0019;1.0802;1.0103;1.0301;
1.5277;1.0098;1.0897;1.0019;1.0803;1.0104;1.0303;
1.5279;1.0099;1.0897;1.0019;1.0803;1.0104;1.0303;
1.5282;1.0099;1.0896;1.0019;1.0801;1.0104;1.0300;
1.5285;1.0099;1.0895;1.0019;1.0799;1.0104;1.0295;
1.5288;1.0100;1.0894;1.0019;1.0796;1.0104;1.0290;
1.5291;1.0100;1.0893;1.0019;1.0795;1.0103;1.0286;
1.5294;1.0100;1.0893;1.0019;1.0794;1.0103;1.0285;
1.5297;1.0101;1.0893;1.0019;1.0795;1.0103;1.0285;
1.5300;1.0101;1.0893;1.0019;1.0796;1.0103;1.0287;
1.5303;1.0102;1.0894;1.0019;1.0797;1.0103;1.0290;
1.5306;1.0102;1.0894;1.0019;1.0798;1.0103;1.0292;
1.5309;1.0102;1.0894;1.0019;1.0799;1.0103;1.0293;
1.5315;1.0103;1.0894;1.0019;1.0798;1.0103;1.0292;
1.5321;1.0104;1.0894;1.0019;1.0798;1.0103;1.0291;
1.5327;1.0104;1.0894;1.0020;1.0798;1.0103;1.0290;
1.5339;1.0105;1.0894;1.0020;1.0798;1.0103;1.0290;
1.5352;1.0106;1.0894;1.0020;1.0799;1.0103;1.0291;
1.5376;1.0108;1.0894;1.0020;1.0800;1.0103;1.0291;
1.5425;1.0111;1.0893;1.0020;1.0801;1.0102;1.0291;
1.5473;1.0113;1.0893;1.0020;1.0803;1.0102;1.0292;
1.5522;1.0115;1.0893;1.0020;1.0805;1.0102;1.0292;
1.5571;1.0116;1.0893;1.0020;1.0807;1.0102;1.0292;
1.5668;1.0117;1.0893;1.0020;1.0811;1.0101;1.0294;
1.5766;1.0118;1.0893;1.0021;1.0815;1.0100;1.0295;
1.5863;1.0119;1.0893;1.0021;1.0819;1.0100;1.0297;
1.5960;1.0119;1.0893;1.0021;1.0824;1.0100;1.0298;
1.6058;1.0119;1.0893;1.0021;1.0828;1.0099;1.0300;
1.6155;1.0119;1.0894;1.0021;1.0833;1.0099;1.0302;
1.6253;1.0118;1.0894;1.0022;1.0838;1.0098;1.0304;
1.6350;1.0118;1.0894;1.0022;1.0844;1.0098;1.0306;
1.6448;1.0118;1.0895;1.0022;1.0849;1.0098;1.0309;
1.6500;1.0118;1.0895;1.0022;1.0852;1.0098;1.0310;
1.6500;1.0118;1.0895;1.0022;1.0852;1.0098;1.0310;
1.6500;1.0118;1.0895;1.0022;1.0852;1.0098;1.0310;
1.6500;1.0118;1.0895;1.0022;1.0851;1.0098;1.0310;
1.6500;1.0118;1.0895;1.0022;1.0851;1.0098;1.0310;
1.6500;1.0118;1.0894;1.0022;1.0851;1.0098;1.0309;
1.6500;1.0118;1.0891;1.0022;1.0849;1.0098;1.0306;
1.6500;1.0118;1.0887;1.0022;1.0846;1.0098;1.0302;
1.6500;1.0118;1.0881;1.0022;1.0841;1.0098;1.0297;
1.6500;1.0118;1.0875;1.0022;1.0836;1.0098;1.0290;
1.6500;1.0118;1.0866;1.0022;1.0830;1.0099;1.0283;
1.6500;1.0118;1.0857;1.0022;1.0822;1.0099;1.0274;
1.6500;1.0118;1.0846;1.0022;1.0814;1.0099;1.0264;
1.6500;1.0118;1.0834;1.0022;1.0805;1.0100;1.0252;
1.6500;1.0118;1.0821;1.0022;1.0794;1.0100;1.0240;
1.6500;1.0118;1.0807;1.0022;1.0783;1.0101;1.0227;
1.6500;1.0118;1.0791;1.0022;1.0771;1.0101;1.0212;
1.6500;1.0118;1.0775;1.0022;1.0758;1.0101;1.0197;
1.6501;1.0118;1.0757;1.0022;1.0744;1.0102;1.0180;
1.6501;1.0118;1.0739;1.0022;1.0729;1.0102;1.0163;
1.6501;1.0118;1.0719;1.0022;1.0713;1.0102;1.0145;
1.6501;1.0118;1.0699;1.0022;1.0697;1.0103;1.0126;
1.6501;1.0118;1.0677;1.0022;1.0680;1.0103;1.0106;
1.6501;1.0118;1.0655;1.0022;1.0662;1.0104;1.0085;
1.6501;1.0118;1.0632;1.0022;1.0643;1.0104;1.0063;
1.6501;1.0118;1.0608;1.0022;1.0623;1.0104;1.0041;
1.6501;1.0118;1.0583;1.0022;1.0603;1.0104;1.0018;
1.6501;1.0118;1.0557;1.0022;1.0582;1.0105;0.9994;
1.6501;1.0118;1.0503;1.0021;1.0537;1.0105;0.9944;
1.6501;1.0118;1.0451;1.0021;1.0495;1.0105;0.9896;
1.6501;1.0118;1.0398;1.0021;1.0450;1.0106;0.9846;
1.6502;1.0118;1.0343;1.0021;1.0404;1.0106;0.9794;
1.6502;1.0118;1.0286;1.0021;1.0356;1.0106;0.9739;
1.6502;1.0118;1.0227;1.0021;1.0307;1.0105;0.9684;
1.6502;1.0118;1.0167;1.0021;1.0255;1.0105;0.9626;
1.6502;1.0118;1.0106;1.0021;1.0203;1.0105;0.9568;
1.6502;1.0118;1.0044;1.0020;1.0149;1.0105;0.9508;
1.6502;1.0118;0.9980;1.0020;1.0094;1.0104;0.9447;
1.6502;1.0118;0.9915;1.0020;1.0038;1.0103;0.9385;
1.6503;1.0117;0.9848;1.0020;0.9980;1.0103;0.9323;
1.6503;1.0117;0.9779;1.0020;0.9921;1.0102;0.9259;
1.6503;1.0117;0.9709;1.0020;0.9861;1.0101;0.9196;
1.6503;1.0117;0.9638;1.0020;0.9798;1.0100;0.9132;
1.6503;1.0117;0.9566;1.0020;0.9735;1.0099;0.9068;
1.6503;1.0117;0.9493;1.0019;0.9670;1.0098;0.9003;
1.6503;1.0117;0.9419;1.0019;0.9604;1.0096;0.8939;
1.6503;1.0117;0.9344;1.0019;0.9537;1.0095;0.8875;
1.6503;1.0117;0.9269;1.0019;0.9469;1.0093;0.8812;
1.6504;1.0117;0.9193;1.0019;0.9400;1.0092;0.8749;
1.6504;1.0117;0.9117;1.0019;0.9330;1.0090;0.8686;
1.6504;1.0117;0.9040;1.0019;0.9260;1.0089;0.8624;
1.6504;1.0117;0.8963;1.0019;0.9189;1.0087;0.8563;
1.6504;1.0117;0.8885;1.0018;0.9118;1.0085;0.8502;
1.6504;1.0117;0.8808;1.0018;0.9046;1.0084;0.8443;
1.6504;1.0117;0.8731;1.0018;0.8974;1.0082;0.8385;
1.6504;1.0117;0.8654;1.0018;0.8901;1.0080;0.8327;
1.6504;1.0117;0.8577;1.0018;0.8829;1.0078;0.8271;
1.6505;1.0117;0.8500;1.0018;0.8757;1.0076;0.8217;
1.6505;1.0117;0.8423;1.0018;0.8684;1.0074;0.8163;
1.6505;1.0117;0.8347;1.0017;0.8612;1.0073;0.8111;
1.6505;1.0117;0.8271;1.0017;0.8540;1.0071;0.8060;
1.6505;1.0117;0.8196;1.0017;0.8468;1.0069;0.8011;
1.6505;1.0117;0.8122;1.0017;0.8397;1.0067;0.7963;
1.6505;1.0116;0.8048;1.0017;0.8326;1.0065;0.7917;
1.6505;1.0116;0.7975;1.0017;0.8255;1.0063;0.7872;
1.6505;1.0116;0.7903;1.0016;0.8186;1.0061;0.7829;
1.6506;1.0116;0.7831;1.0016;0.8116;1.0059;0.7787;
1.6506;1.0116;0.7760;1.0016;0.8048;1.0058;0.7747;
1.6506;1.0116;0.7691;1.0016;0.7980;1.0056;0.7709;
1.6506;1.0116;0.7622;1.0016;0.7913;1.0054;0.7672;
1.6506;1.0116;0.7554;1.0015;0.7847;1.0052;0.7637;
1.6506;1.0116;0.7488;1.0015;0.7782;1.0051;0.7603;
1.6506;1.0116;0.7422;1.0015;0.7717;1.0049;0.7571;
1.6506;1.0116;0.7357;1.0015;0.7654;1.0047;0.7540;
1.6506;1.0116;0.7294;1.0015;0.7592;1.0046;0.7511;
1.6507;1.0116;0.7232;1.0015;0.7531;1.0044;0.7483;
1.6507;1.0116;0.7171;1.0014;0.7471;1.0043;0.7457;
1.6507;1.0116;0.7111;1.0014;0.7412;1.0041;0.7432;
1.6507;1.0116;0.7053;1.0014;0.7354;1.0040;0.7409;
1.6507;1.0115;0.6996;1.0014;0.7298;1.0039;0.7387;
1.6507;1.0115;0.6940;1.0014;0.7242;1.0037;0.7366;
1.6507;1.0115;0.6885;1.0014;0.7188;1.0036;0.7347;
1.6507;1.0115;0.6832;1.0013;0.7135;1.0035;0.7329;
1.6508;1.0115;0.6780;1.0013;0.7084;1.0034;0.7312;
1.6508;1.0115;0.6729;1.0013;0.7034;1.0032;0.7296;
1.6508;1.0115;0.6680;1.0013;0.6985;1.0031;0.7281;
1.6508;1.0115;0.6632;1.0013;0.6937;1.0030;0.7267;
1.6508;1.0115;0.6586;1.0013;0.6891;1.0029;0.7254;
1.6508;1.0115;0.6540;1.0013;0.6846;1.0028;0.7242;
1.6508;1.0115;0.6497;1.0013;0.6802;1.0027;0.7231;
1.6508;1.0115;0.6454;1.0012;0.6760;1.0027;0.7221;
1.6508;1.0115;0.6413;1.0012;0.6719;1.0026;0.7212;
1.6509;1.0115;0.6373;1.0012;0.6680;1.0025;0.7203;
1.6509;1.0114;0.6299;1.0012;0.6606;1.0023;0.7188;
1.6509;1.0114;0.6236;1.0012;0.6544;1.0022;0.7177;
1.6509;1.0114;0.6178;1.0012;0.6486;1.0021;0.7167;
1.6509;1.0114;0.6125;1.0012;0.6433;1.0020;0.7158;
1.6510;1.0114;0.6075;1.0012;0.6383;1.0020;0.7151;
1.6510;1.0114;0.6029;1.0012;0.6338;1.0019;0.7145;
1.6510;1.0114;0.5988;1.0012;0.6296;1.0018;0.7140;
1.6510;1.0113;0.5950;1.0012;0.6258;1.0017;0.7135;
1.6510;1.0113;0.5916;1.0012;0.6223;1.0017;0.7131;
1.6511;1.0113;0.5885;1.0012;0.6192;1.0016;0.7127;
1.6511;1.0113;0.5858;1.0012;0.6164;1.0016;0.7124;
1.6511;1.0113;0.5834;1.0012;0.6139;1.0016;0.7121;
1.6511;1.0113;0.5814;1.0012;0.6118;1.0015;0.7118;
1.6511;1.0113;0.5797;1.0012;0.6099;1.0015;0.7115;
1.6512;1.0112;0.5783;1.0013;0.6083;1.0015;0.7112;
1.6512;1.0112;0.5772;1.0013;0.6070;1.0015;0.7109;
1.6512;1.0112;0.5763;1.0013;0.6060;1.0014;0.7105;
1.6512;1.0112;0.5758;1.0013;0.6052;1.0014;0.7102;
1.6512;1.0112;0.5755;1.0013;0.6046;1.0014;0.7099;
1.6513;1.0112;0.5755;1.0014;0.6042;1.0014;0.7095;
1.6513;1.0112;0.5757;1.0014;0.6041;1.0014;0.7092;
1.6513;1.0112;0.5761;1.0014;0.6041;1.0014;0.7088;
1.6513;1.0111;0.5777;1.0015;0.6049;1.0013;0.7080;
1.6514;1.0111;0.5798;1.0015;0.6061;1.0013;0.7073;
1.6514;1.0111;0.5824;1.0016;0.6077;1.0013;0.7067;
1.6515;1.0111;0.5856;1.0016;0.6097;1.0012;0.7061;
1.6515;1.0110;0.5891;1.0016;0.6120;1.0012;0.7056;
1.6515;1.0110;0.5929;1.0017;0.6146;1.0011;0.7051;
1.6516;1.0110;0.5971;1.0017;0.6174;1.0011;0.7048;
1.6516;1.0110;0.6015;1.0018;0.6203;1.0011;0.7046;
1.6516;1.0110;0.6061;1.0018;0.6234;1.0010;0.7046;
1.6517;1.0109;0.6109;1.0018;0.6266;1.0010;0.7048;
1.6517;1.0109;0.6158;1.0019;0.6298;1.0009;0.7052;
1.6517;1.0109;0.6207;1.0019;0.6330;1.0008;0.7057;
1.6518;1.0109;0.6257;1.0019;0.6362;1.0008;0.7065;
1.6518;1.0109;0.6307;1.0019;0.6394;1.0007;0.7075;
1.6519;1.0108;0.6357;1.0020;0.6425;1.0007;0.7087;
1.6519;1.0108;0.6406;1.0020;0.6456;1.0006;0.7101;
1.6519;1.0108;0.6454;1.0020;0.6486;1.0005;0.7117;
1.6520;1.0108;0.6502;1.0020;0.6514;1.0005;0.7135;
1.6520;1.0108;0.6549;1.0020;0.6542;1.0004;0.7155;
1.6520;1.0107;0.6594;1.0020;0.6569;1.0004;0.7177;
1.6521;1.0107;0.6639;1.0021;0.6595;1.0003;0.7200;
1.6521;1.0107;0.6682;1.0021;0.6619;1.0002;0.7225;
1.6521;1.0107;0.6725;1.0021;0.6643;1.0002;0.7251;
1.6522;1.0107;0.6766;1.0021;0.6665;1.0001;0.7278;
1.6522;1.0107;0.6806;1.0021;0.6687;1.0001;0.7307;
1.6523;1.0106;0.6845;1.0021;0.6708;1.0000;0.7336;
1.6523;1.0106;0.6883;1.0021;0.6728;1.0000;0.7366;
1.6523;1.0106;0.6920;1.0021;0.6748;0.9999;0.7396;
1.6524;1.0106;0.6957;1.0021;0.6767;0.9999;0.7427;
1.6524;1.0106;0.6993;1.0021;0.6786;0.9998;0.7457;
1.6524;1.0105;0.7028;1.0021;0.6804;0.9998;0.7488;
1.6525;1.0105;0.7096;1.0021;0.6842;0.9997;0.7550;
1.6526;1.0105;0.7158;1.0021;0.6877;0.9996;0.7604;
1.6526;1.0104;0.7219;1.0021;0.6914;0.9995;0.7656;
1.6527;1.0104;0.7281;1.0021;0.6953;0.9994;0.7708;
1.6528;1.0103;0.7344;1.0021;0.6995;0.9993;0.7757;
1.6528;1.0103;0.7408;1.0020;0.7041;0.9992;0.7805;
1.6529;1.0103;0.7474;1.0020;0.7090;0.9992;0.7851;
1.6530;1.0102;0.7541;1.0021;0.7143;0.9991;0.7895;
1.6530;1.0102;0.7609;1.0021;0.7199;0.9990;0.7938;
1.6531;1.0101;0.7678;1.0021;0.7260;0.9989;0.7979;
1.6532;1.0101;0.7749;1.0021;0.7324;0.9988;0.8019;
1.6532;1.0101;0.7821;1.0021;0.7392;0.9986;0.8058;
1.6533;1.0100;0.7893;1.0021;0.7462;0.9985;0.8097;
1.6534;1.0100;0.7967;1.0021;0.7536;0.9984;0.8134;
1.6534;1.0099;0.8041;1.0021;0.7612;0.9983;0.8171;
1.6535;1.0099;0.8115;1.0021;0.7690;0.9982;0.8207;
1.6536;1.0098;0.8189;1.0021;0.7770;0.9981;0.8243;
1.6536;1.0098;0.8263;1.0021;0.7851;0.9980;0.8278;
1.6537;1.0097;0.8337;1.0021;0.7934;0.9979;0.8312;
1.6538;1.0097;0.8411;1.0021;0.8017;0.9978;0.8346;
1.6538;1.0097;0.8485;1.0022;0.8101;0.9977;0.8380;
1.6539;1.0096;0.8559;1.0022;0.8185;0.9976;0.8413;
1.6540;1.0096;0.8632;1.0022;0.8269;0.9975;0.8446;
1.6540;1.0095;0.8704;1.0022;0.8353;0.9974;0.8478;
1.6541;1.0095;0.8777;1.0022;0.8437;0.9973;0.8510;
1.6542;1.0094;0.8849;1.0022;0.8521;0.9972;0.8542;
1.6543;1.0093;0.8991;1.0022;0.8687;0.9971;0.8602;
1.6544;1.0092;0.9119;1.0022;0.8837;0.9969;0.8656;
1.6545;1.0092;0.9245;1.0022;0.8986;0.9968;0.8708;
1.6546;1.0091;0.9372;1.0022;0.9135;0.9967;0.8759;
1.6548;1.0090;0.9498;1.0023;0.9284;0.9965;0.8809;
1.6549;1.0089;0.9624;1.0023;0.9433;0.9964;0.8859;
1.6550;1.0088;0.9751;1.0023;0.9582;0.9963;0.8907;
1.6551;1.0087;0.9877;1.0023;0.9732;0.9962;0.8955;
1.6552;1.0086;1.0003;1.0023;0.9882;0.9960;0.9003;
1.6553;1.0086;1.0057;1.0023;0.9949;0.9960;0.9024;
1.6553;1.0085;1.0108;1.0023;1.0016;0.9959;0.9045;
1.6554;1.0085;1.0158;1.0023;1.0079;0.9959;0.9066;
1.6554;1.0084;1.0200;1.0023;1.0134;0.9958;0.9085;
1.6555;1.0084;1.0242;1.0024;1.0186;0.9958;0.9104;
1.6555;1.0084;1.0282;1.0024;1.0237;0.9958;0.9123;
1.6556;1.0083;1.0321;1.0024;1.0286;0.9957;0.9141;
1.6556;1.0083;1.0360;1.0024;1.0334;0.9957;0.9160;
1.6557;1.0082;1.0397;1.0024;1.0380;0.9956;0.9179;
1.6557;1.0082;1.0434;1.0024;1.0425;0.9956;0.9197;
1.6558;1.0082;1.0470;1.0025;1.0469;0.9955;0.9216;
1.6558;1.0081;1.0506;1.0025;1.0511;0.9955;0.9235;
1.6559;1.0081;1.0540;1.0025;1.0552;0.9955;0.9254;
1.6559;1.0081;1.0574;1.0026;1.0592;0.9954;0.9273;
1.6560;1.0080;1.0607;1.0026;1.0631;0.9954;0.9293;
1.6560;1.0080;1.0639;1.0026;1.0668;0.9953;0.9313;
1.6561;1.0079;1.0670;1.0027;1.0703;0.9953;0.9333;
1.6561;1.0079;1.0700;1.0027;1.0737;0.9952;0.9354;
1.6562;1.0079;1.0729;1.0028;1.0769;0.9952;0.9376;
1.6562;1.0078;1.0756;1.0028;1.0799;0.9952;0.9398;
1.6563;1.0078;1.0783;1.0029;1.0827;0.9951;0.9421;
1.6563;1.0078;1.0808;1.0029;1.0852;0.9951;0.9444;
1.6564;1.0077;1.0831;1.0030;1.0876;0.9950;0.9468;
1.6564;1.0077;1.0853;1.0030;1.0896;0.9950;0.9493;
1.6565;1.0076;1.0874;1.0031;1.0915;0.9949;0.9519;
1.6565;1.0076;1.0893;1.0031;1.0931;0.9949;0.9546;
1.6565;1.0076;1.0910;1.0032;1.0944;0.9949;0.9574;
1.6566;1.0075;1.0926;1.0032;1.0955;0.9948;0.9602;
1.6566;1.0075;1.0940;1.0033;1.0963;0.9948;0.9631;
1.6567;1.0075;1.0953;1.0033;1.0969;0.9947;0.9662;
1.6567;1.0074;1.0964;1.0034;1.0972;0.9947;0.9693;
1.6568;1.0074;1.0974;1.0034;1.0973;0.9947;0.9724;
1.6568;1.0073;1.0983;1.0034;1.0972;0.9946;0.9757;
1.6569;1.0073;1.0990;1.0035;1.0969;0.9946;0.9790;
1.6569;1.0073;1.0996;1.0035;1.0963;0.9946;0.9824;
1.6570;1.0072;1.1001;1.0036;1.0956;0.9945;0.9858;
1.6570;1.0072;1.1004;1.0036;1.0946;0.9945;0.9893;
1.6571;1.0072;1.1007;1.0036;1.0935;0.9944;0.9928;
1.6571;1.0071;1.1009;1.0037;1.0923;0.9944;0.9964;
1.6572;1.0071;1.1010;1.0037;1.0909;0.9944;1.0000;
1.6572;1.0070;1.1010;1.0037;1.0893;0.9944;1.0034;
1.6573;1.0070;1.1009;1.0037;1.0877;0.9943;1.0067;
1.6573;1.0070;1.1008;1.0038;1.0859;0.9943;1.0099;
1.6574;1.0069;1.1006;1.0038;1.0840;0.9943;1.0130;
1.6574;1.0069;1.1003;1.0038;1.0821;0.9943;1.0160;
1.6575;1.0069;1.0999;1.0038;1.0801;0.9943;1.0189;
1.6575;1.0068;1.0995;1.0039;1.0780;0.9943;1.0217;
1.6576;1.0068;1.0990;1.0039;1.0759;0.9943;1.0244;
1.6576;1.0068;1.0984;1.0039;1.0737;0.9944;1.0270;
1.6577;1.0067;1.0977;1.0039;1.0714;0.9944;1.0296;
1.6577;1.0067;1.0970;1.0039;1.0691;0.9944;1.0321;
1.6577;1.0067;1.0962;1.0039;1.0668;0.9944;1.0345;
1.6578;1.0066;1.0952;1.0039;1.0645;0.9945;1.0368;
1.6578;1.0066;1.0942;1.0040;1.0621;0.9945;1.0390;
1.6579;1.0066;1.0932;1.0040;1.0596;0.9946;1.0411;
1.6579;1.0065;1.0920;1.0040;1.0571;0.9946;1.0430;
1.6580;1.0065;1.0907;1.0040;1.0546;0.9947;1.0449;
1.6580;1.0065;1.0893;1.0040;1.0520;0.9947;1.0466;
1.6581;1.0064;1.0877;1.0040;1.0494;0.9948;1.0482;
1.6581;1.0064;1.0861;1.0040;1.0467;0.9948;1.0496;
1.6582;1.0064;1.0844;1.0040;1.0440;0.9949;1.0509;
1.6582;1.0063;1.0826;1.0040;1.0412;0.9949;1.0520;
1.6583;1.0063;1.0806;1.0040;1.0384;0.9950;1.0529;
1.6583;1.0063;1.0786;1.0040;1.0355;0.9951;1.0537;
1.6584;1.0062;1.0764;1.0040;1.0325;0.9951;1.0543;
1.6584;1.0062;1.0742;1.0040;1.0295;0.9952;1.0548;
1.6585;1.0062;1.0718;1.0039;1.0264;0.9952;1.0551;
1.6585;1.0062;1.0694;1.0039;1.0233;0.9953;1.0552;
1.6586;1.0061;1.0669;1.0039;1.0201;0.9953;1.0551;
1.6586;1.0061;1.0643;1.0039;1.0168;0.9954;1.0549;
1.6587;1.0061;1.0617;1.0039;1.0135;0.9954;1.0545;
1.6587;1.0060;1.0590;1.0039;1.0101;0.9954;1.0540;
1.6588;1.0060;1.0563;1.0039;1.0067;0.9955;1.0533;
1.6588;1.0060;1.0535;1.0038;1.0032;0.9955;1.0524;
1.6588;1.0060;1.0508;1.0038;0.9997;0.9955;1.0515;
1.6589;1.0059;1.0480;1.0038;0.9965;0.9955;1.0504;
1.6589;1.0059;1.0452;1.0038;0.9926;0.9956;1.0492;
1.6590;1.0059;1.0424;1.0038;0.9886;0.9956;1.0478;
1.6590;1.0059;1.0397;1.0037;0.9845;0.9956;1.0464;
1.6591;1.0058;1.0370;1.0037;0.9803;0.9956;1.0449;
1.6591;1.0058;1.0344;1.0037;0.9761;0.9956;1.0433;
1.6592;1.0058;1.0318;1.0037;0.9719;0.9956;1.0416;
1.6592;1.0057;1.0293;1.0037;0.9677;0.9956;1.0398;
1.6593;1.0057;1.0269;1.0036;0.9636;0.9956;1.0380;
1.6593;1.0057;1.0245;1.0036;0.9595;0.9956;1.0362;
1.6594;1.0057;1.0223;1.0036;0.9556;0.9956;1.0343;
1.6594;1.0056;1.0203;1.0036;0.9517;0.9955;1.0324;
1.6595;1.0056;1.0183;1.0036;0.9480;0.9955;1.0305;
1.6595;1.0056;1.0165;1.0036;0.9444;0.9955;1.0286;
1.6596;1.0055;1.0149;1.0036;0.9410;0.9955;1.0267;
1.6596;1.0055;1.0134;1.0036;0.9377;0.9955;1.0248;
1.6597;1.0055;1.0121;1.0036;0.9346;0.9954;1.0229;
1.6597;1.0055;1.0109;1.0035;0.9317;0.9954;1.0211;
1.6598;1.0054;1.0099;1.0035;0.9289;0.9954;1.0193;
1.6598;1.0054;1.0091;1.0035;0.9264;0.9953;1.0175;
1.6599;1.0054;1.0085;1.0035;0.9239;0.9953;1.0158;
1.6599;1.0053;1.0080;1.0035;0.9217;0.9953;1.0141;
1.6600;1.0053;1.0078;1.0035;0.9196;0.9952;1.0125;
1.6600;1.0053;1.0077;1.0035;0.9176;0.9952;1.0109;
1.6601;1.0052;1.0080;1.0036;0.9143;0.9951;1.0081;
1.6602;1.0052;1.0088;1.0036;0.9116;0.9951;1.0057;
1.6603;1.0051;1.0101;1.0036;0.9093;0.9950;1.0036;
1.6604;1.0051;1.0117;1.0036;0.9073;0.9950;1.0017;
1.6604;1.0050;1.0136;1.0036;0.9056;0.9949;1.0001;
1.6605;1.0050;1.0157;1.0036;0.9041;0.9949;0.9986;
1.6606;1.0049;1.0179;1.0036;0.9027;0.9948;0.9972;
1.6607;1.0049;1.0203;1.0036;0.9016;0.9948;0.9960;
1.6608;1.0048;1.0227;1.0036;0.9006;0.9948;0.9950;
1.6609;1.0048;1.0251;1.0036;0.8998;0.9947;0.9942;
1.6610;1.0047;1.0274;1.0036;0.8991;0.9947;0.9936;
1.6610;1.0047;1.0296;1.0036;0.8986;0.9947;0.9932;
1.6611;1.0046;1.0316;1.0036;0.8982;0.9947;0.9929;
1.6612;1.0046;1.0335;1.0036;0.8979;0.9947;0.9928;
1.6613;1.0045;1.0352;1.0036;0.8977;0.9947;0.9929;
1.6614;1.0045;1.0368;1.0036;0.8976;0.9947;0.9931;
1.6615;1.0044;1.0381;1.0036;0.8976;0.9947;0.9933;
1.6616;1.0044;1.0393;1.0036;0.8976;0.9947;0.9937;
1.6616;1.0043;1.0402;1.0035;0.8977;0.9947;0.9940;
1.6617;1.0043;1.0410;1.0035;0.8979;0.9947;0.9945;
1.6618;1.0042;1.0417;1.0035;0.8981;0.9947;0.9949;
1.6619;1.0042;1.0422;1.0035;0.8983;0.9947;0.9954;
1.6620;1.0041;1.0425;1.0035;0.8986;0.9946;0.9959;
1.6621;1.0041;1.0427;1.0035;0.8989;0.9946;0.9964;
1.6622;1.0040;1.0428;1.0035;0.8992;0.9946;0.9969;
1.6623;1.0039;1.0427;1.0035;0.9001;0.9946;0.9979;
1.6625;1.0038;1.0423;1.0035;0.9013;0.9945;0.9990;
1.6627;1.0037;1.0416;1.0035;0.9027;0.9945;1.0002;
1.6629;1.0036;1.0409;1.0035;0.9045;0.9945;1.0013;
1.6630;1.0035;1.0400;1.0035;0.9065;0.9944;1.0024;
1.6632;1.0035;1.0391;1.0034;0.9089;0.9944;1.0035;
1.6634;1.0034;1.0382;1.0034;0.9114;0.9944;1.0045;
1.6635;1.0033;1.0373;1.0034;0.9141;0.9944;1.0055;
1.6637;1.0032;1.0366;1.0034;0.9169;0.9944;1.0063;
1.6639;1.0031;1.0359;1.0034;0.9198;0.9944;1.0070;
1.6641;1.0030;1.0354;1.0034;0.9227;0.9944;1.0076;
1.6642;1.0029;1.0350;1.0034;0.9256;0.9944;1.0080;
1.6644;1.0028;1.0347;1.0034;0.9284;0.9943;1.0083;
1.6646;1.0028;1.0346;1.0034;0.9312;0.9943;1.0084;
1.6648;1.0027;1.0347;1.0034;0.9340;0.9943;1.0085;
1.6649;1.0026;1.0349;1.0034;0.9368;0.9943;1.0085;
1.6651;1.0025;1.0352;1.0034;0.9396;0.9943;1.0084;
1.6653;1.0024;1.0355;1.0034;0.9424;0.9943;1.0083;
1.6656;1.0023;1.0365;1.0034;0.9481;0.9943;1.0082;
1.6659;1.0021;1.0373;1.0033;0.9533;0.9943;1.0083;
1.6662;1.0020;1.0382;1.0033;0.9585;0.9943;1.0085;
1.6665;1.0018;1.0390;1.0033;0.9635;0.9942;1.0088;
1.6669;1.0017;1.0398;1.0033;0.9684;0.9942;1.0092;
1.6672;1.0016;1.0404;1.0033;0.9731;0.9942;1.0097;
1.6675;1.0014;1.0410;1.0033;0.9775;0.9942;1.0101;
1.6678;1.0013;1.0415;1.0033;0.9817;0.9942;1.0105;
1.6681;1.0012;1.0419;1.0033;0.9854;0.9942;1.0109;
1.6684;1.0011;1.0423;1.0033;0.9889;0.9942;1.0112;
1.6687;1.0009;1.0426;1.0033;0.9920;0.9942;1.0115;
1.6690;1.0008;1.0429;1.0033;0.9948;0.9942;1.0117;
1.6693;1.0007;1.0431;1.0033;0.9972;0.9942;1.0119;
1.6700;1.0005;1.0435;1.0033;1.0006;0.9942;1.0122;
1.6704;1.0003;1.0438;1.0033;1.0020;0.9942;1.0124;
1.6708;1.0002;1.0441;1.0033;1.0025;0.9942;1.0126;
1.6712;1.0000;1.0443;1.0034;1.0024;0.9942;1.0126;
1.6716;0.9999;1.0445;1.0034;1.0018;0.9943;1.0127;
1.6720;0.9998;1.0446;1.0034;1.0010;0.9943;1.0126;
1.6725;0.9996;1.0445;1.0034;0.9999;0.9943;1.0125;
