time;Converter250_control_omegaPu;Converter250_converter_IConvPu;Converter500_control_omegaPu;Converter500_converter_IConvPu;Converter1000_control_omegaPu;Converter1000_converter_IConvPu;
1.6729;0.9995;1.0444;1.0034;0.9986;0.9943;1.0123;
1.6733;0.9994;1.0442;1.0034;0.9972;0.9943;1.0121;
1.6737;0.9993;1.0440;1.0034;0.9957;0.9943;1.0119;
1.6741;0.9992;1.0439;1.0034;0.9940;0.9942;1.0117;
1.6745;0.9990;1.0437;1.0034;0.9922;0.9942;1.0114;
1.6753;0.9988;1.0435;1.0034;0.9882;0.9942;1.0110;
1.6761;0.9986;1.0432;1.0034;0.9838;0.9942;1.0106;
1.6769;0.9984;1.0429;1.0034;0.9792;0.9942;1.0102;
1.6786;0.9981;1.0423;1.0034;0.9694;0.9942;1.0093;
1.6800;0.9978;1.0417;1.0034;0.9603;0.9941;1.0084;
1.6815;0.9975;1.0410;1.0034;0.9512;0.9941;1.0076;
1.6830;0.9972;1.0403;1.0034;0.9422;0.9941;1.0067;
1.6844;0.9970;1.0397;1.0034;0.9333;0.9941;1.0059;
1.6859;0.9968;1.0390;1.0034;0.9246;0.9940;1.0051;
1.6874;0.9966;1.0383;1.0034;0.9160;0.9940;1.0042;
1.6903;0.9962;1.0370;1.0033;0.8990;0.9939;1.0026;
1.6932;0.9959;1.0356;1.0033;0.8821;0.9939;1.0010;
1.6962;0.9956;1.0343;1.0033;0.8646;0.9938;0.9989;
1.6966;0.9956;1.0341;1.0033;0.8617;0.9938;0.9984;
1.6975;0.9955;1.0339;1.0033;0.8552;0.9939;0.9968;
1.6984;0.9954;1.0338;1.0033;0.8487;0.9939;0.9949;
1.6992;0.9954;1.0337;1.0033;0.8415;0.9939;0.9927;
1.7000;0.9953;1.0336;1.0033;0.8336;0.9940;0.9901;
1.7008;0.9953;1.0335;1.0033;0.8250;0.9940;0.9873;
1.7017;0.9952;1.0333;1.0033;0.8159;0.9941;0.9842;
1.7025;0.9951;1.0331;1.0033;0.8062;0.9941;0.9809;
1.7033;0.9951;1.0328;1.0032;0.7961;0.9942;0.9773;
1.7041;0.9950;1.0326;1.0032;0.7856;0.9942;0.9736;
1.7050;0.9950;1.0323;1.0032;0.7748;0.9943;0.9697;
1.7058;0.9949;1.0320;1.0032;0.7637;0.9944;0.9657;
1.7066;0.9949;1.0317;1.0032;0.7525;0.9944;0.9615;
1.7075;0.9949;1.0314;1.0031;0.7412;0.9945;0.9572;
1.7091;0.9948;1.0307;1.0031;0.7188;0.9947;0.9484;
1.7106;0.9947;1.0301;1.0031;0.6989;0.9948;0.9405;
1.7121;0.9946;1.0294;1.0030;0.6799;0.9949;0.9326;
1.7136;0.9946;1.0288;1.0030;0.6617;0.9951;0.9249;
1.7151;0.9945;1.0282;1.0029;0.6446;0.9952;0.9175;
1.7166;0.9945;1.0276;1.0029;0.6287;0.9953;0.9104;
1.7180;0.9944;1.0270;1.0028;0.6139;0.9954;0.9036;
1.7195;0.9944;1.0264;1.0028;0.6002;0.9955;0.8973;
1.7210;0.9944;1.0258;1.0028;0.5875;0.9956;0.8913;
1.7225;0.9943;1.0252;1.0027;0.5758;0.9957;0.8856;
1.7240;0.9943;1.0247;1.0027;0.5649;0.9958;0.8803;
1.7255;0.9942;1.0242;1.0027;0.5547;0.9959;0.8753;
1.7270;0.9942;1.0237;1.0026;0.5449;0.9960;0.8706;
1.7285;0.9942;1.0232;1.0026;0.5356;0.9960;0.8661;
1.7300;0.9941;1.0227;1.0026;0.5265;0.9961;0.8618;
1.7314;0.9941;1.0222;1.0025;0.5175;0.9962;0.8575;
1.7329;0.9941;1.0217;1.0025;0.5086;0.9962;0.8534;
1.7344;0.9940;1.0212;1.0025;0.4998;0.9963;0.8494;
1.7359;0.9940;1.0207;1.0025;0.4909;0.9964;0.8454;
1.7389;0.9940;1.0198;1.0024;0.4728;0.9965;0.8374;
1.7419;0.9939;1.0188;1.0023;0.4547;0.9967;0.8293;
1.7448;0.9939;1.0178;1.0023;0.4368;0.9968;0.8213;
1.7478;0.9939;1.0167;1.0022;0.4194;0.9969;0.8133;
1.7538;0.9938;1.0147;1.0021;0.3878;0.9972;0.7981;
1.7582;0.9938;1.0131;1.0021;0.3668;0.9974;0.7872;
1.7627;0.9937;1.0116;1.0020;0.3482;0.9976;0.7770;
1.7667;0.9937;1.0102;1.0019;0.3335;0.9977;0.7683;
1.7707;0.9937;1.0089;1.0019;0.3205;0.9979;0.7601;
1.7747;0.9937;1.0075;1.0018;0.3092;0.9980;0.7524;
1.7787;0.9936;1.0062;1.0018;0.2994;0.9981;0.7451;
1.7827;0.9936;1.0049;1.0017;0.2911;0.9982;0.7382;
1.7867;0.9936;1.0036;1.0017;0.2843;0.9984;0.7316;
1.7907;0.9936;1.0023;1.0016;0.2790;0.9985;0.7254;
1.7948;0.9936;1.0010;1.0015;0.2751;0.9986;0.7196;
1.7973;0.9936;1.0002;1.0015;0.2734;0.9986;0.7161;
1.7997;0.9936;0.9990;1.0015;0.2722;0.9987;0.7128;
1.8022;0.9936;0.9969;1.0015;0.2714;0.9987;0.7098;
1.8031;0.9936;0.9953;1.0014;0.2712;0.9988;0.7089;
1.8039;0.9937;0.9935;1.0014;0.2711;0.9988;0.7083;
1.8047;0.9937;0.9913;1.0014;0.2710;0.9988;0.7078;
1.8054;0.9937;0.9886;1.0014;0.2710;0.9988;0.7074;
1.8070;0.9937;0.9820;1.0014;0.2712;0.9988;0.7068;
1.8084;0.9938;0.9749;1.0014;0.2717;0.9988;0.7063;
1.8098;0.9938;0.9668;1.0013;0.2727;0.9988;0.7058;
1.8112;0.9939;0.9579;1.0013;0.2742;0.9988;0.7053;
1.8126;0.9940;0.9482;1.0013;0.2762;0.9988;0.7048;
1.8140;0.9941;0.9381;1.0013;0.2788;0.9989;0.7041;
1.8154;0.9942;0.9274;1.0012;0.2820;0.9989;0.7034;
1.8167;0.9943;0.9165;1.0012;0.2858;0.9989;0.7025;
1.8181;0.9944;0.9054;1.0012;0.2902;0.9989;0.7016;
1.8195;0.9946;0.8943;1.0012;0.2951;0.9989;0.7005;
1.8209;0.9947;0.8831;1.0011;0.3004;0.9989;0.6994;
1.8223;0.9949;0.8721;1.0011;0.3061;0.9990;0.6983;
1.8237;0.9950;0.8613;1.0011;0.3121;0.9990;0.6971;
1.8251;0.9952;0.8507;1.0011;0.3182;0.9990;0.6959;
1.8265;0.9954;0.8405;1.0010;0.3245;0.9990;0.6947;
1.8279;0.9955;0.8306;1.0010;0.3307;0.9991;0.6935;
1.8293;0.9957;0.8211;1.0010;0.3369;0.9991;0.6924;
1.8307;0.9959;0.8121;1.0010;0.3429;0.9991;0.6913;
1.8321;0.9961;0.8035;1.0010;0.3487;0.9991;0.6903;
1.8335;0.9962;0.7954;1.0009;0.3542;0.9991;0.6894;
1.8349;0.9964;0.7878;1.0009;0.3595;0.9992;0.6885;
1.8363;0.9966;0.7807;1.0009;0.3645;0.9992;0.6876;
1.8377;0.9968;0.7741;1.0009;0.3691;0.9992;0.6868;
1.8391;0.9969;0.7680;1.0009;0.3735;0.9992;0.6861;
1.8405;0.9971;0.7623;1.0009;0.3775;0.9992;0.6853;
1.8419;0.9972;0.7571;1.0009;0.3812;0.9992;0.6846;
1.8432;0.9974;0.7524;1.0008;0.3846;0.9992;0.6840;
1.8446;0.9975;0.7481;1.0008;0.3878;0.9992;0.6833;
1.8460;0.9977;0.7441;1.0008;0.3907;0.9993;0.6827;
1.8474;0.9978;0.7405;1.0008;0.3934;0.9993;0.6821;
1.8502;0.9980;0.7345;1.0008;0.3982;0.9993;0.6808;
1.8527;0.9983;0.7299;1.0008;0.4021;0.9993;0.6796;
1.8552;0.9984;0.7258;1.0008;0.4059;0.9993;0.6783;
1.8578;0.9986;0.7222;1.0008;0.4095;0.9994;0.6771;
1.8603;0.9988;0.7189;1.0007;0.4130;0.9994;0.6758;
1.8653;0.9991;0.7127;1.0007;0.4202;0.9994;0.6733;
1.8703;0.9993;0.7068;1.0007;0.4273;0.9995;0.6708;
1.8753;0.9995;0.7012;1.0007;0.4343;0.9995;0.6684;
1.8804;0.9997;0.6959;1.0006;0.4409;0.9996;0.6661;
1.8854;0.9999;0.6913;1.0006;0.4469;0.9996;0.6639;
1.8904;1.0001;0.6874;1.0006;0.4524;0.9996;0.6619;
1.8954;1.0002;0.6843;1.0006;0.4572;0.9997;0.6599;
1.9004;1.0003;0.6819;1.0006;0.4615;0.9997;0.6580;
1.9055;1.0004;0.6802;1.0006;0.4653;0.9998;0.6562;
1.9105;1.0004;0.6791;1.0005;0.4687;0.9998;0.6545;
1.9155;1.0005;0.6784;1.0005;0.4719;0.9998;0.6528;
1.9205;1.0005;0.6779;1.0005;0.4747;0.9998;0.6512;
1.9306;1.0006;0.6776;1.0005;0.4798;0.9999;0.6484;
1.9406;1.0006;0.6775;1.0005;0.4843;0.9999;0.6458;
1.9507;1.0006;0.6776;1.0005;0.4884;1.0000;0.6435;
1.9607;1.0006;0.6778;1.0005;0.4921;1.0000;0.6414;
1.9707;1.0006;0.6779;1.0005;0.4954;1.0001;0.6395;
1.9808;1.0005;0.6781;1.0004;0.4985;1.0001;0.6378;
1.9908;1.0005;0.6782;1.0004;0.5013;1.0001;0.6363;
2.0109;1.0005;0.6782;1.0004;0.5061;1.0002;0.6338;
2.0290;1.0005;0.6781;1.0004;0.5099;1.0002;0.6320;
2.0471;1.0004;0.6778;1.0004;0.5132;1.0002;0.6305;
2.0651;1.0004;0.6774;1.0004;0.5162;1.0002;0.6293;
2.0832;1.0004;0.6769;1.0004;0.5188;1.0003;0.6283;
2.1013;1.0004;0.6765;1.0004;0.5212;1.0003;0.6274;
2.1374;1.0004;0.6755;1.0004;0.5250;1.0003;0.6263;
2.1736;1.0004;0.6745;1.0004;0.5282;1.0003;0.6254;
2.2098;1.0004;0.6736;1.0004;0.5309;1.0003;0.6248;
2.2459;1.0004;0.6728;1.0003;0.5332;1.0003;0.6244;
2.2821;1.0003;0.6720;1.0003;0.5351;1.0003;0.6241;
2.3182;1.0003;0.6713;1.0003;0.5369;1.0003;0.6239;
2.3544;1.0003;0.6706;1.0003;0.5384;1.0003;0.6238;
2.4267;1.0003;0.6696;1.0003;0.5409;1.0003;0.6236;
2.4917;1.0003;0.6687;1.0003;0.5427;1.0003;0.6235;
2.5000;1.0003;0.6686;1.0003;0.5429;1.0003;0.6235;
