time;WPP4B_WPP4B_HvMeasurements_PPu;WPP4B_WPP4B_HvMeasurements_QPu;WPP4B_WPP4B_HvMeasurements_UPu;WPP4B_WPP4B_LvMeasurements_PPu;WPP4B_WPP4B_LvMeasurements_QPu;WPP4B_WPP4B_LvMeasurements_UPu;WPP4B_WPP4B_injector_PInjPuSn;WPP4B_WPP4B_injector_QInjPuSn;WPP4B_WPP4B_injector_UPu;WPP4B_WPP4B_injector_idPu;WPP4B_WPP4B_injector_iqPu;
2.594640;0.449622;0.098413;0.999443;0.459934;0.146538;1.008357;0.459937;0.146541;1.008363;0.456123;-0.145324;
2.660176;0.449685;0.098633;0.999465;0.460002;0.146779;1.008428;0.460004;0.146781;1.008434;0.456157;-0.145552;
2.791248;0.449783;0.099029;0.999504;0.460107;0.147208;1.008553;0.460109;0.147211;1.008560;0.456205;-0.145960;
2.805138;0.449792;0.099067;0.999507;0.460117;0.147250;1.008566;0.460119;0.147253;1.008572;0.456209;-0.146000;
2.805139;0.449792;0.099067;0.999507;0.460117;0.147250;1.008566;0.460119;0.147253;1.008572;0.456209;-0.146000;
2.805140;0.449792;0.099067;0.999507;0.460117;0.147250;1.008566;0.460119;0.147253;1.008572;0.456209;-0.146000;
2.805142;0.449792;0.099067;0.999507;0.460117;0.147250;1.008566;0.460119;0.147253;1.008572;0.456209;-0.146000;
2.805146;0.449792;0.099067;0.999507;0.460117;0.147250;1.008566;0.460119;0.147253;1.008572;0.456209;-0.146000;
2.805154;0.449792;0.099068;0.999507;0.460117;0.147250;1.008566;0.460119;0.147253;1.008572;0.456209;-0.146000;
2.805170;0.449792;0.099068;0.999507;0.460117;0.147250;1.008566;0.460119;0.147253;1.008572;0.456209;-0.146000;
2.805202;0.449792;0.099068;0.999507;0.460117;0.147251;1.008566;0.460119;0.147253;1.008572;0.456209;-0.146000;
2.805266;0.449792;0.099068;0.999507;0.460117;0.147251;1.008566;0.460119;0.147253;1.008572;0.456209;-0.146000;
2.805394;0.449792;0.099068;0.999507;0.460117;0.147251;1.008566;0.460119;0.147253;1.008572;0.456209;-0.146000;
2.805650;0.449792;0.099069;0.999508;0.460117;0.147252;1.008566;0.460119;0.147254;1.008572;0.456209;-0.146001;
2.806162;0.449792;0.099070;0.999508;0.460117;0.147253;1.008567;0.460119;0.147256;1.008573;0.456209;-0.146003;
2.807186;0.449793;0.099073;0.999508;0.460118;0.147256;1.008568;0.460120;0.147259;1.008574;0.456209;-0.146005;
2.809234;0.449794;0.099079;0.999508;0.460119;0.147262;1.008569;0.460121;0.147265;1.008575;0.456210;-0.146011;
2.813330;0.449796;0.099090;0.999510;0.460122;0.147274;1.008573;0.460124;0.147277;1.008579;0.456211;-0.146023;
2.821522;0.449801;0.099112;0.999512;0.460126;0.147298;1.008580;0.460129;0.147301;1.008586;0.456212;-0.146045;
2.837906;0.449810;0.099156;0.999516;0.460136;0.147345;1.008594;0.460138;0.147347;1.008600;0.456215;-0.146090;
2.870674;0.449826;0.099240;0.999524;0.460154;0.147436;1.008620;0.460156;0.147439;1.008626;0.456221;-0.146176;
2.936210;0.449855;0.099401;0.999540;0.460185;0.147608;1.008671;0.460187;0.147611;1.008677;0.456229;-0.146339;
3.067282;0.449899;0.099688;0.999568;0.460234;0.147915;1.008761;0.460236;0.147917;1.008767;0.456237;-0.146630;
3.329426;0.449955;0.100150;0.999614;0.460296;0.148405;1.008904;0.460298;0.148407;1.008910;0.456233;-0.147095;
3.853714;0.450003;0.100760;0.999674;0.460350;0.149047;1.009092;0.460352;0.149049;1.009098;0.456202;-0.147704;
3.946538;0.450007;0.100838;0.999682;0.460355;0.149128;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147781;
3.946539;0.450007;0.100838;0.999682;0.460355;0.149128;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147781;
3.946540;0.450007;0.100838;0.999682;0.460355;0.149128;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147781;
3.946542;0.450007;0.100838;0.999682;0.460355;0.149128;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147781;
3.946546;0.450007;0.100838;0.999682;0.460355;0.149128;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147781;
3.946554;0.450007;0.100838;0.999682;0.460355;0.149128;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147781;
3.946570;0.450007;0.100838;0.999682;0.460355;0.149128;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147781;
3.946602;0.450007;0.100838;0.999682;0.460355;0.149128;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147781;
3.946666;0.450007;0.100838;0.999682;0.460355;0.149128;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147781;
3.946794;0.450007;0.100838;0.999682;0.460355;0.149129;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147781;
3.947050;0.450007;0.100838;0.999682;0.460355;0.149129;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147782;
3.947562;0.450007;0.100839;0.999682;0.460355;0.149129;1.009116;0.460357;0.149131;1.009122;0.456196;-0.147782;
3.948586;0.450007;0.100839;0.999682;0.460355;0.149130;1.009116;0.460357;0.149132;1.009122;0.456196;-0.147782;
3.950634;0.450007;0.100841;0.999682;0.460355;0.149131;1.009117;0.460357;0.149133;1.009123;0.456196;-0.147784;
3.954730;0.450007;0.100843;0.999683;0.460355;0.149134;1.009117;0.460357;0.149136;1.009124;0.456195;-0.147786;
3.962922;0.450007;0.100848;0.999683;0.460355;0.149139;1.009119;0.460357;0.149141;1.009125;0.456195;-0.147791;
3.979306;0.450006;0.100858;0.999684;0.460354;0.149149;1.009122;0.460357;0.149151;1.009128;0.456193;-0.147801;
4.012074;0.450006;0.100877;0.999686;0.460354;0.149169;1.009128;0.460356;0.149171;1.009134;0.456190;-0.147819;
4.077610;0.450005;0.100912;0.999690;0.460353;0.149205;1.009138;0.460355;0.149207;1.009144;0.456184;-0.147854;
4.208682;0.450003;0.100972;0.999695;0.460352;0.149267;1.009156;0.460354;0.149269;1.009162;0.456175;-0.147912;
4.470826;0.450001;0.101063;0.999704;0.460351;0.149360;1.009184;0.460353;0.149363;1.009190;0.456162;-0.148001;
4.995114;0.450000;0.101173;0.999715;0.460351;0.149474;1.009217;0.460353;0.149476;1.009223;0.456146;-0.148109;
6.043690;0.450000;0.101267;0.999725;0.460351;0.149572;1.009246;0.460353;0.149574;1.009252;0.456134;-0.148202;
7.092266;0.450000;0.101309;0.999729;0.460351;0.149615;1.009258;0.460354;0.149617;1.009264;0.456128;-0.148242;
7.999998;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
7.999999;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
8.000000;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
8.000002;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
8.000006;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
8.000014;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
8.000030;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
8.000062;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
8.000126;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
8.000254;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
8.000510;0.450000;0.101318;0.999730;0.460351;0.149625;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148252;
8.001022;0.450000;0.101318;0.999730;0.460351;0.149624;1.009261;0.460354;0.149627;1.009267;0.456127;-0.148251;
8.001176;0.450000;0.101318;0.999730;0.460351;0.149624;1.009261;0.460354;0.149626;1.009267;0.456127;-0.148251;
8.001177;0.450000;0.101318;0.999730;0.460351;0.149624;1.009261;0.460354;0.149626;1.009267;0.456127;-0.148251;
8.001178;0.450000;0.101318;0.999730;0.460351;0.149624;1.009261;0.460354;0.149626;1.009267;0.456127;-0.148251;
8.001180;0.450000;0.101318;0.999730;0.460351;0.149624;1.009261;0.460354;0.149626;1.009267;0.456127;-0.148251;
8.001184;0.450000;0.101318;0.999730;0.460351;0.149624;1.009261;0.460354;0.149626;1.009267;0.456127;-0.148251;
8.001192;0.450000;0.101318;0.999730;0.460351;0.149624;1.009261;0.460354;0.149626;1.009267;0.456127;-0.148251;
8.001208;0.450000;0.101318;0.999730;0.460351;0.149624;1.009261;0.460353;0.149626;1.009267;0.456127;-0.148251;
8.001240;0.450000;0.101318;0.999730;0.460351;0.149624;1.009261;0.460353;0.149626;1.009267;0.456127;-0.148251;
8.001304;0.450000;0.101317;0.999730;0.460351;0.149624;1.009261;0.460353;0.149626;1.009267;0.456127;-0.148251;
8.001432;0.450000;0.101317;0.999730;0.460351;0.149623;1.009261;0.460353;0.149626;1.009267;0.456127;-0.148251;
8.001688;0.450000;0.101316;0.999730;0.460351;0.149623;1.009260;0.460353;0.149625;1.009267;0.456127;-0.148250;
8.002200;0.449999;0.101314;0.999729;0.460351;0.149620;1.009260;0.460353;0.149623;1.009266;0.456127;-0.148248;
8.003224;0.449998;0.101306;0.999729;0.460350;0.149612;1.009257;0.460352;0.149614;1.009263;0.456127;-0.148239;
8.005272;0.449994;0.101268;0.999725;0.460345;0.149571;1.009245;0.460347;0.149574;1.009251;0.456128;-0.148201;
8.009368;0.449974;0.101083;0.999707;0.460323;0.149375;1.009188;0.460325;0.149377;1.009194;0.456132;-0.148015;
8.017560;0.449898;0.100243;0.999624;0.460237;0.148490;1.008929;0.460239;0.148492;1.008935;0.456164;-0.147175;
8.025752;0.449793;0.098845;0.999485;0.460116;0.147020;1.008498;0.460119;0.147023;1.008504;0.456239;-0.145781;
8.033944;0.449685;0.097039;0.999306;0.459990;0.145130;1.007944;0.459992;0.145132;1.007950;0.456365;-0.143985;
8.042136;0.449596;0.095006;0.999105;0.459882;0.143009;1.007322;0.459885;0.143011;1.007328;0.456540;-0.141968;
8.058520;0.449518;0.090953;0.998703;0.459773;0.138807;1.006087;0.459775;0.138810;1.006093;0.456991;-0.137967;
8.074904;0.449560;0.087256;0.998335;0.459792;0.135004;1.004967;0.459794;0.135006;1.004973;0.457520;-0.134336;
8.091288;0.449686;0.084180;0.998028;0.459904;0.131863;1.004041;0.459906;0.131864;1.004046;0.458053;-0.131331;
8.107672;0.449849;0.081758;0.997786;0.460060;0.129406;1.003315;0.460062;0.129408;1.003321;0.458540;-0.128978;
8.124056;0.450008;0.079905;0.997601;0.460215;0.127535;1.002762;0.460217;0.127537;1.002767;0.458947;-0.127184;
8.140440;0.450136;0.078491;0.997459;0.460340;0.126109;1.002340;0.460342;0.126112;1.002346;0.459265;-0.125816;
8.173208;0.450260;0.076388;0.997249;0.460458;0.123978;1.001708;0.460460;0.123980;1.001714;0.459673;-0.123767;
8.205976;0.450250;0.074867;0.997097;0.460439;0.122416;1.001244;0.460441;0.122419;1.001250;0.459867;-0.122265;
8.238744;0.450170;0.073546;0.996966;0.460349;0.121046;1.000837;0.460351;0.121049;1.000843;0.459964;-0.120946;
8.271512;0.450085;0.072233;0.996835;0.460253;0.119685;1.000432;0.460255;0.119687;1.000437;0.460054;-0.119634;
8.304280;0.450031;0.070871;0.996699;0.460190;0.118280;1.000013;0.460192;0.118282;1.000019;0.460184;-0.118279;
8.369816;0.450015;0.068095;0.996422;0.460160;0.115439;0.999167;0.460162;0.115441;0.999172;0.460544;-0.115535;
8.435352;0.450048;0.065400;0.996153;0.460183;0.112695;0.998347;0.460185;0.112697;0.998353;0.460945;-0.112881;
8.566424;0.450073;0.060618;0.995675;0.460189;0.107825;0.996890;0.460191;0.107827;0.996896;0.461624;-0.108162;
8.697496;0.450063;0.056586;0.995271;0.460164;0.103721;0.995659;0.460166;0.103724;0.995665;0.462170;-0.104174;
8.828568;0.450048;0.053193;0.994932;0.460137;0.100271;0.994622;0.460139;0.100274;0.994627;0.462625;-0.100814;
8.959640;0.450041;0.050322;0.994644;0.460120;0.097358;0.993744;0.460122;0.097361;0.993750;0.463016;-0.097972;
9.090712;0.450036;0.047890;0.994400;0.460108;0.094893;0.993000;0.460110;0.094896;0.993006;0.463351;-0.095563;
9.221784;0.450031;0.045833;0.994194;0.460097;0.092810;0.992371;0.460099;0.092813;0.992376;0.463634;-0.093524;
9.483928;0.450021;0.042568;0.993866;0.460080;0.089508;0.991371;0.460082;0.089510;0.991376;0.464085;-0.090287;
9.746072;0.450015;0.040232;0.993632;0.460068;0.087148;0.990655;0.460070;0.087151;0.990661;0.464408;-0.087971;
10.008216;0.450010;0.038575;0.993465;0.460060;0.085477;0.990148;0.460063;0.085480;0.990153;0.464638;-0.086328;
10.270360;0.450007;0.037406;0.993348;0.460055;0.084298;0.989789;0.460057;0.084300;0.989795;0.464801;-0.085168;
10.532504;0.450005;0.036584;0.993265;0.460051;0.083468;0.989537;0.460054;0.083471;0.989543;0.464916;-0.084351;
10.794648;0.450003;0.036006;0.993207;0.460049;0.082886;0.989360;0.460051;0.082888;0.989365;0.464996;-0.083778;
11.056792;0.450002;0.035600;0.993166;0.460047;0.082477;0.989236;0.460050;0.082480;0.989241;0.465053;-0.083375;
11.443790;0.450001;0.035178;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.443791;0.450001;0.035178;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.443792;0.450001;0.035178;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.443794;0.450001;0.035178;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.443798;0.450001;0.035178;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.443806;0.450001;0.035178;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.443822;0.450001;0.035178;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.443854;0.450001;0.035178;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.443918;0.450001;0.035178;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.444046;0.450001;0.035178;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.444302;0.450001;0.035177;0.993124;0.460046;0.082052;0.989106;0.460048;0.082054;0.989112;0.465113;-0.082956;
11.444814;0.450001;0.035177;0.993124;0.460046;0.082051;0.989106;0.460048;0.082054;0.989111;0.465113;-0.082955;
11.445838;0.450001;0.035176;0.993124;0.460046;0.082051;0.989106;0.460048;0.082053;0.989111;0.465113;-0.082954;
11.447398;0.450001;0.035175;0.993123;0.460046;0.082050;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.447399;0.450001;0.035175;0.993123;0.460046;0.082050;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.447400;0.450001;0.035175;0.993123;0.460046;0.082050;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.447402;0.450001;0.035175;0.993123;0.460046;0.082050;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.447406;0.450001;0.035175;0.993123;0.460046;0.082050;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.447414;0.450001;0.035175;0.993123;0.460046;0.082050;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.447430;0.450001;0.035175;0.993123;0.460046;0.082050;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.447462;0.450001;0.035175;0.993123;0.460046;0.082050;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.447526;0.450001;0.035175;0.993123;0.460046;0.082050;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.447654;0.450001;0.035175;0.993123;0.460046;0.082050;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.447910;0.450001;0.035175;0.993123;0.460046;0.082049;0.989105;0.460048;0.082052;0.989111;0.465113;-0.082953;
11.448422;0.450001;0.035175;0.993123;0.460046;0.082049;0.989105;0.460048;0.082051;0.989111;0.465113;-0.082953;
11.449446;0.450001;0.035174;0.993123;0.460046;0.082048;0.989105;0.460048;0.082051;0.989110;0.465113;-0.082952;
11.451494;0.450001;0.035173;0.993123;0.460046;0.082047;0.989105;0.460048;0.082049;0.989110;0.465113;-0.082951;
11.455590;0.450001;0.035170;0.993123;0.460046;0.082044;0.989104;0.460048;0.082046;0.989109;0.465114;-0.082948;
11.463782;0.450001;0.035164;0.993122;0.460046;0.082039;0.989102;0.460048;0.082041;0.989107;0.465114;-0.082943;
11.480166;0.450001;0.035154;0.993121;0.460046;0.082028;0.989099;0.460048;0.082030;0.989104;0.465116;-0.082932;
11.512934;0.450001;0.035133;0.993119;0.460046;0.082007;0.989092;0.460048;0.082009;0.989098;0.465119;-0.082911;
11.578470;0.450001;0.035094;0.993115;0.460045;0.081967;0.989080;0.460048;0.081970;0.989086;0.465124;-0.082872;
11.709542;0.450001;0.035024;0.993108;0.460045;0.081898;0.989059;0.460047;0.081900;0.989065;0.465134;-0.082804;
11.971686;0.450001;0.034914;0.993097;0.460045;0.081787;0.989025;0.460047;0.081789;0.989031;0.465150;-0.082695;
11.999998;0.450001;0.034904;0.993096;0.460045;0.081777;0.989022;0.460047;0.081779;0.989028;0.465151;-0.082684;
11.999998;0.227131;0.027848;0.503492;0.237175;0.074720;0.526343;0.237177;0.074722;0.526349;0.465151;-0.082684;
11.999998;0.227134;0.027760;0.503474;0.237178;0.074633;0.526293;0.237180;0.074635;0.526299;0.465151;-0.082684;
11.999999;0.227137;0.027673;0.503457;0.237181;0.074546;0.526243;0.237184;0.074548;0.526249;0.465152;-0.082684;
11.999999;0.227140;0.027586;0.503440;0.237185;0.074459;0.526193;0.237187;0.074461;0.526199;0.465153;-0.082684;
12.000000;0.227142;0.027531;0.503429;0.237187;0.074404;0.526162;0.237189;0.074406;0.526168;0.465154;-0.082684;
12.000001;0.227149;0.027389;0.503401;0.237193;0.074263;0.526081;0.237195;0.074265;0.526087;0.465157;-0.082688;
12.000002;0.227155;0.027250;0.503373;0.237200;0.074125;0.526002;0.237202;0.074127;0.526007;0.465162;-0.082694;
12.000003;0.227165;0.027059;0.503335;0.237210;0.073936;0.525893;0.237212;0.073938;0.525899;0.465168;-0.082707;
12.000004;0.227172;0.026922;0.503308;0.237217;0.073800;0.525815;0.237220;0.073802;0.525821;0.465173;-0.082719;
12.000004;0.227172;0.026917;0.503307;0.237218;0.073795;0.525812;0.237220;0.073798;0.525818;0.465173;-0.082719;
12.000005;0.227180;0.026784;0.503280;0.237225;0.073664;0.525737;0.237227;0.073666;0.525743;0.465178;-0.082734;
12.000006;0.227187;0.026653;0.503254;0.237233;0.073534;0.525662;0.237235;0.073537;0.525668;0.465183;-0.082752;
12.000008;0.227202;0.026394;0.503202;0.237248;0.073279;0.525515;0.237251;0.073281;0.525521;0.465193;-0.082791;
12.000010;0.227215;0.026173;0.503158;0.237262;0.073060;0.525389;0.237264;0.073063;0.525395;0.465202;-0.082829;
12.000012;0.227228;0.025955;0.503115;0.237276;0.072846;0.525265;0.237278;0.072848;0.525271;0.465211;-0.082872;
12.000013;0.227241;0.025742;0.503072;0.237289;0.072636;0.525144;0.237292;0.072638;0.525150;0.465220;-0.082919;
12.000015;0.227252;0.025560;0.503036;0.237301;0.072457;0.525041;0.237303;0.072460;0.525047;0.465227;-0.082961;
12.000016;0.227259;0.025441;0.503012;0.237309;0.072340;0.524973;0.237311;0.072342;0.524979;0.465232;-0.082991;
12.000017;0.227267;0.025323;0.502989;0.237317;0.072224;0.524906;0.237319;0.072226;0.524912;0.465237;-0.083021;
12.000019;0.227281;0.025088;0.502942;0.237332;0.071994;0.524773;0.237335;0.071996;0.524779;0.465247;-0.083084;
12.000021;0.227296;0.024857;0.502896;0.237348;0.071766;0.524641;0.237350;0.071769;0.524647;0.465257;-0.083148;
12.000025;0.227325;0.024404;0.502805;0.237379;0.071322;0.524384;0.237381;0.071324;0.524390;0.465277;-0.083283;
12.000029;0.227350;0.024006;0.502726;0.237406;0.070932;0.524158;0.237408;0.070934;0.524164;0.465295;-0.083408;
12.000032;0.227375;0.023616;0.502648;0.237432;0.070550;0.523936;0.237434;0.070553;0.523942;0.465313;-0.083536;
12.000036;0.227399;0.023235;0.502572;0.237458;0.070177;0.523720;0.237460;0.070180;0.523726;0.465331;-0.083667;
12.000039;0.227423;0.022862;0.502497;0.237484;0.069812;0.523508;0.237486;0.069814;0.523513;0.465349;-0.083798;
12.000043;0.227446;0.022501;0.502425;0.237508;0.069459;0.523302;0.237510;0.069461;0.523308;0.465367;-0.083930;
12.000044;0.227452;0.022401;0.502405;0.237515;0.069361;0.523245;0.237517;0.069363;0.523251;0.465372;-0.083967;
12.000045;0.227458;0.022301;0.502385;0.237522;0.069264;0.523188;0.237524;0.069266;0.523194;0.465377;-0.084004;
12.000047;0.227471;0.022103;0.502345;0.237535;0.069071;0.523076;0.237537;0.069073;0.523082;0.465387;-0.084079;
12.000051;0.227495;0.021714;0.502267;0.237562;0.068690;0.522854;0.237564;0.068693;0.522860;0.465407;-0.084228;
12.000059;0.227542;0.020959;0.502116;0.237612;0.067954;0.522424;0.237615;0.067956;0.522430;0.465447;-0.084527;
12.000067;0.227586;0.020236;0.501971;0.237661;0.067249;0.522012;0.237663;0.067251;0.522018;0.465487;-0.084828;
12.000075;0.227629;0.019543;0.501833;0.237707;0.066575;0.521618;0.237709;0.066577;0.521623;0.465528;-0.085129;
12.000083;0.227669;0.018879;0.501699;0.237752;0.065930;0.521239;0.237754;0.065932;0.521245;0.465568;-0.085430;
12.000099;0.227746;0.017634;0.501450;0.237836;0.064722;0.520529;0.237839;0.064724;0.520535;0.465648;-0.086034;
12.000115;0.227818;0.016493;0.501220;0.237917;0.063619;0.519878;0.237919;0.063621;0.519884;0.465728;-0.086638;
12.000147;0.227954;0.014490;0.500817;0.238068;0.061692;0.518736;0.238071;0.061694;0.518742;0.465888;-0.087847;
12.000179;0.228085;0.012826;0.500481;0.238216;0.060103;0.517789;0.238219;0.060106;0.517795;0.466049;-0.089058;
12.000243;0.228353;0.010298;0.499969;0.238517;0.057731;0.516360;0.238519;0.057733;0.516366;0.466369;-0.091483;
12.000307;0.228648;0.008669;0.499637;0.238846;0.056259;0.515458;0.238848;0.056262;0.515464;0.466690;-0.093907;
12.000371;0.228977;0.007728;0.499441;0.239209;0.055478;0.514962;0.239211;0.055482;0.514968;0.467011;-0.096329;
12.000435;0.229337;0.007306;0.499349;0.239603;0.055218;0.514774;0.239606;0.055221;0.514780;0.467331;-0.098745;
12.000499;0.229724;0.007273;0.499336;0.240025;0.055349;0.514817;0.240028;0.055352;0.514822;0.467652;-0.101155;
12.000563;0.230132;0.007531;0.499380;0.240470;0.055773;0.515033;0.240472;0.055776;0.515039;0.467972;-0.103556;
12.000627;0.230558;0.008006;0.499468;0.240931;0.056416;0.515378;0.240934;0.056419;0.515384;0.468293;-0.105948;
12.000691;0.230996;0.008643;0.499587;0.241406;0.057223;0.515819;0.241408;0.057225;0.515825;0.468614;-0.108330;
12.000819;0.231893;0.010210;0.499886;0.242377;0.059136;0.516875;0.242380;0.059139;0.516881;0.469255;-0.113062;
12.000947;0.232807;0.012061;0.500240;0.243367;0.061342;0.518098;0.243370;0.061343;0.518104;0.469896;-0.117750;
12.001075;0.233727;0.014072;0.500626;0.244365;0.063713;0.519413;0.244367;0.063714;0.519419;0.470538;-0.122391;
12.001203;0.234648;0.016163;0.501028;0.245364;0.066171;0.520772;0.245367;0.066173;0.520778;0.471179;-0.126986;
12.001331;0.235566;0.018288;0.501435;0.246362;0.068671;0.522149;0.246364;0.068672;0.522155;0.471820;-0.131535;
12.001486;0.236668;0.020858;0.501927;0.247563;0.071700;0.523809;0.247565;0.071702;0.523815;0.472596;-0.136973;
12.001487;0.236675;0.020872;0.501930;0.247570;0.071717;0.523818;0.247572;0.071719;0.523824;0.472600;-0.137003;
12.001488;0.236682;0.020888;0.501933;0.247578;0.071737;0.523829;0.247580;0.071739;0.523835;0.472605;-0.137038;
12.001489;0.236689;0.020905;0.501936;0.247586;0.071756;0.523839;0.247588;0.071759;0.523845;0.472610;-0.137073;
12.001491;0.236703;0.020939;0.501943;0.247601;0.071796;0.523861;0.247603;0.071798;0.523867;0.472620;-0.137143;
12.001495;0.236731;0.021005;0.501956;0.247632;0.071875;0.523904;0.247634;0.071877;0.523910;0.472640;-0.137283;
12.001503;0.236788;0.021139;0.501981;0.247694;0.072033;0.523990;0.247696;0.072035;0.523996;0.472680;-0.137562;
12.001519;0.236901;0.021407;0.502032;0.247817;0.072348;0.524163;0.247820;0.072351;0.524169;0.472760;-0.138119;
12.001551;0.237128;0.021941;0.502134;0.248064;0.072979;0.524507;0.248067;0.072981;0.524513;0.472921;-0.139232;
12.001615;0.237579;0.023005;0.502338;0.248557;0.074238;0.525192;0.248560;0.074240;0.525198;0.473241;-0.141449;
12.001743;0.238477;0.025121;0.502742;0.249540;0.076747;0.526553;0.249542;0.076749;0.526559;0.473882;-0.145849;
12.001930;0.239779;0.028181;0.503324;0.250967;0.080391;0.528518;0.250970;0.080394;0.528524;0.474820;-0.152202;
12.001931;0.239786;0.028197;0.503327;0.250975;0.080410;0.528529;0.250977;0.080413;0.528535;0.474825;-0.152235;
12.001932;0.239793;0.028213;0.503330;0.250982;0.080430;0.528539;0.250985;0.080432;0.528545;0.474830;-0.152269;
12.001934;0.239807;0.028246;0.503337;0.250998;0.080469;0.528560;0.251000;0.080471;0.528566;0.474840;-0.152336;
12.001938;0.239835;0.028311;0.503349;0.251028;0.080546;0.528601;0.251030;0.080549;0.528608;0.474860;-0.152471;
12.001946;0.239890;0.028441;0.503374;0.251089;0.080701;0.528685;0.251091;0.080704;0.528691;0.474900;-0.152740;
12.001962;0.240001;0.028700;0.503423;0.251210;0.081011;0.528851;0.251213;0.081014;0.528857;0.474980;-0.153278;
12.001994;0.240221;0.029218;0.503522;0.251453;0.081631;0.529183;0.251455;0.081633;0.529190;0.475141;-0.154352;
12.002058;0.240662;0.030251;0.503718;0.251937;0.082867;0.529845;0.251940;0.082869;0.529852;0.475461;-0.156491;
12.002144;0.241252;0.031632;0.503980;0.252586;0.084524;0.530730;0.252589;0.084526;0.530736;0.475893;-0.159350;
12.002144;0.241256;0.031640;0.503981;0.252590;0.084534;0.530735;0.252593;0.084536;0.530742;0.475895;-0.159368;
12.002145;0.241263;0.031656;0.503984;0.252598;0.084553;0.530745;0.252600;0.084556;0.530752;0.475900;-0.159401;
12.002146;0.241270;0.031672;0.503987;0.252605;0.084572;0.530756;0.252608;0.084575;0.530762;0.475905;-0.159434;
12.002148;0.241283;0.031704;0.503993;0.252621;0.084611;0.530776;0.252623;0.084613;0.530782;0.475915;-0.159500;
12.002152;0.241311;0.031768;0.504006;0.252651;0.084688;0.530817;0.252653;0.084690;0.530823;0.475935;-0.159632;
12.002160;0.241365;0.031896;0.504030;0.252711;0.084841;0.530899;0.252713;0.084844;0.530905;0.475975;-0.159897;
12.002176;0.241475;0.032152;0.504078;0.252831;0.085148;0.531062;0.252834;0.085151;0.531069;0.476056;-0.160425;
