time;SM_generator_IRotorPu;SM_generator_IStatorPu;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_QGenPu;SM_generator_theta;SM_generator_UPu;SM_generator_efdPu;SM_generator_PmPu;SM_voltageRegulator_UOelPu;
1.000013;5.834139;22.207537;1.000001;-0.000000;3.328929;0.781864;0.149901;0.386279;0.892857;-0.001258;
1.000014;5.834166;22.207380;1.000001;-0.000000;3.328882;0.781864;0.149900;0.386240;0.892857;-0.001328;
1.000015;5.834193;22.207223;1.000001;0.000000;3.328835;0.781864;0.149899;0.386202;0.892857;-0.001399;
1.000015;5.834220;22.207066;1.000001;-0.000000;3.328788;0.781864;0.149898;0.386163;0.892857;-0.001469;
1.000016;5.834247;22.206909;1.000001;-0.000000;3.328741;0.781864;0.149897;0.386124;0.892857;-0.001540;
1.000017;5.834274;22.206751;1.000001;0.000000;3.328694;0.781864;0.149896;0.386086;0.892857;-0.001610;
1.000018;5.834301;22.206594;1.000001;-0.000000;3.328647;0.781864;0.149895;0.386047;0.892857;-0.001681;
1.000018;5.834328;22.206437;1.000001;0.000000;3.328599;0.781864;0.149893;0.386008;0.892857;-0.001751;
1.000019;5.834355;22.206280;1.000001;0.000000;3.328552;0.781864;0.149892;0.385970;0.892857;-0.001822;
1.000020;5.834382;22.206123;1.000001;0.000000;3.328505;0.781864;0.149891;0.385931;0.892857;-0.001892;
1.000021;5.834409;22.205966;1.000001;-0.000000;3.328458;0.781864;0.149890;0.385892;0.892857;-0.001963;
1.000021;5.834436;22.205809;1.000002;0.000000;3.328411;0.781864;0.149889;0.385854;0.892857;-0.002033;
1.000022;5.834463;22.205651;1.000002;-0.000000;3.328364;0.781864;0.149888;0.385815;0.892857;-0.002104;
1.000023;5.834490;22.205494;1.000002;0.000000;3.328317;0.781864;0.149887;0.385777;0.892857;-0.002174;
1.000024;5.834517;22.205337;1.000002;0.000000;3.328270;0.781864;0.149886;0.385738;0.892857;-0.002245;
1.000024;5.834544;22.205180;1.000002;-0.000000;3.328223;0.781864;0.149885;0.385699;0.892857;-0.002315;
1.000025;5.834571;22.205023;1.000002;0.000000;3.328176;0.781864;0.149884;0.385661;0.892857;-0.002385;
1.000026;5.834598;22.204866;1.000002;0.000000;3.328128;0.781864;0.149883;0.385622;0.892857;-0.002456;
1.000027;5.834652;22.204552;1.000002;0.000000;3.328034;0.781864;0.149881;0.385545;0.892857;-0.002597;
1.000029;5.834700;22.204269;1.000002;-0.000000;3.327950;0.781864;0.149879;0.385475;0.892857;-0.002723;
1.000030;5.834749;22.203986;1.000002;0.000000;3.327865;0.781864;0.149877;0.385406;0.892857;-0.002850;
1.000031;5.834797;22.203703;1.000002;0.000000;3.327780;0.781864;0.149875;0.385336;0.892857;-0.002977;
1.000033;5.834846;22.203421;1.000002;0.000000;3.327695;0.781864;0.149873;0.385267;0.892857;-0.003104;
1.000034;5.834894;22.203138;1.000002;-0.000000;3.327611;0.781864;0.149871;0.385197;0.892857;-0.003230;
1.000035;5.834943;22.202855;1.000002;-0.000000;3.327526;0.781864;0.149869;0.385128;0.892857;-0.003357;
1.000037;5.834991;22.202573;1.000003;0.000000;3.327441;0.781864;0.149867;0.385058;0.892857;-0.003484;
1.000038;5.835040;22.202290;1.000003;0.000000;3.327356;0.781864;0.149865;0.384989;0.892857;-0.003610;
1.000039;5.835088;22.202007;1.000003;0.000000;3.327272;0.781864;0.149864;0.384919;0.892857;-0.003737;
1.000041;5.835137;22.201724;1.000003;0.000000;3.327187;0.781864;0.149862;0.384850;0.892857;-0.003864;
1.000042;5.835185;22.201442;1.000003;-0.000000;3.327102;0.781864;0.149860;0.384780;0.892857;-0.003990;
1.000043;5.835234;22.201159;1.000003;-0.000000;3.327017;0.781864;0.149858;0.384711;0.892857;-0.004117;
1.000045;5.835282;22.200877;1.000003;0.000000;3.326933;0.781864;0.149856;0.384642;0.892857;-0.004243;
1.000047;5.835380;22.200311;1.000003;0.000000;3.326763;0.781864;0.149852;0.384503;0.892857;-0.004497;
1.000050;5.835467;22.199803;1.000003;0.000000;3.326611;0.781864;0.149849;0.384378;0.892857;-0.004724;
1.000052;5.835554;22.199294;1.000004;0.000000;3.326458;0.781864;0.149845;0.384253;0.892857;-0.004952;
1.000055;5.835641;22.198785;1.000004;-0.000000;3.326306;0.781864;0.149842;0.384128;0.892857;-0.005180;
1.000057;5.835729;22.198277;1.000004;0.000000;3.326154;0.781864;0.149838;0.384003;0.892857;-0.005407;
1.000059;5.835816;22.197768;1.000004;0.000000;3.326001;0.781864;0.149835;0.383878;0.892857;-0.005635;
1.000062;5.835903;22.197260;1.000004;-0.000000;3.325849;0.781864;0.149832;0.383753;0.892857;-0.005862;
1.000064;5.835991;22.196751;1.000005;0.000000;3.325696;0.781864;0.149828;0.383628;0.892857;-0.006090;
1.000069;5.836165;22.195734;1.000005;0.000000;3.325392;0.781864;0.149821;0.383379;0.892857;-0.006545;
1.000074;5.836339;22.194718;1.000005;0.000000;3.325087;0.781864;0.149814;0.383129;0.892857;-0.006999;
1.000079;5.836514;22.193701;1.000006;-0.000000;3.324782;0.781864;0.149807;0.382880;0.892857;-0.007454;
1.000084;5.836688;22.192685;1.000006;0.000000;3.324478;0.781864;0.149801;0.382630;0.892857;-0.007908;
1.000088;5.836863;22.191668;1.000006;-0.000000;3.324173;0.781864;0.149794;0.382381;0.892857;-0.008362;
1.000093;5.837037;22.190652;1.000007;-0.000000;3.323869;0.781864;0.149787;0.382132;0.892857;-0.008816;
1.000103;5.837385;22.188620;1.000007;0.000000;3.323260;0.781864;0.149773;0.381633;0.892857;-0.009723;
1.000113;5.837734;22.186589;1.000008;-0.000000;3.322652;0.781864;0.149759;0.381136;0.892857;-0.010629;
1.000132;5.838430;22.182529;1.000009;0.000000;3.321436;0.781864;0.149732;0.380141;0.892857;-0.012439;
1.000171;5.839820;22.174418;1.000012;-0.000000;3.319007;0.781864;0.149677;0.378157;0.892857;-0.016045;
1.000209;5.841207;22.166315;1.000015;0.000000;3.316582;0.781864;0.149623;0.376178;0.892857;-0.019640;
1.000248;5.842593;22.158222;1.000017;0.000000;3.314161;0.781864;0.149568;0.374204;0.892857;-0.023223;
1.000325;5.845358;22.142056;1.000023;0.000000;3.309327;0.781865;0.149459;0.370269;0.892857;-0.030361;
1.000403;5.848115;22.125924;1.000028;-0.000000;3.304506;0.781865;0.149350;0.366353;0.892857;-0.037457;
1.000431;5.849139;22.119928;1.000030;-0.000000;3.302716;0.781866;0.149310;0.364900;0.892857;-0.040086;
1.000431;5.849139;22.119928;1.000030;-0.000000;3.302716;0.781866;0.149310;0.364900;0.892857;-0.040086;
1.000432;5.849147;22.119882;1.000030;0.000000;3.302702;0.781866;0.149309;0.364889;0.892857;-0.040107;
1.000432;5.849155;22.119835;1.000030;-0.000000;3.302688;0.781866;0.149309;0.364877;0.892857;-0.040127;
1.000432;5.849171;22.119741;1.000030;0.000000;3.302660;0.781866;0.149308;0.364855;0.892857;-0.040168;
1.000433;5.849203;22.119554;1.000030;-0.000000;3.302604;0.781866;0.149307;0.364809;0.892857;-0.040250;
1.000435;5.849266;22.119180;1.000030;0.000000;3.302492;0.781866;0.149304;0.364719;0.892857;-0.040414;
1.000439;5.849394;22.118433;1.000031;0.000000;3.302269;0.781866;0.149299;0.364538;0.892857;-0.040741;
1.000446;5.849649;22.116937;1.000031;-0.000000;3.301823;0.781866;0.149289;0.364176;0.892857;-0.041396;
1.000460;5.850160;22.113948;1.000032;-0.000000;3.300930;0.781866;0.149269;0.363453;0.892857;-0.042705;
1.000489;5.851179;22.107972;1.000034;0.000000;3.299146;0.781866;0.149229;0.362008;0.892857;-0.045317;
1.000546;5.853215;22.096035;1.000038;0.000000;3.295585;0.781867;0.149148;0.359127;0.892857;-0.050522;
1.000661;5.857271;22.072220;1.000046;0.000000;3.288484;0.781868;0.148987;0.353397;0.892857;-0.060856;
1.000891;5.865325;22.024822;1.000062;-0.000000;3.274376;0.781872;0.148668;0.342067;0.892857;-0.081228;
1.001067;5.871427;21.988810;1.000075;0.000000;3.263677;0.781876;0.148424;0.333524;0.892857;-0.096532;
1.001067;5.871427;21.988810;1.000075;0.000000;3.263677;0.781876;0.148424;0.333524;0.892857;-0.096532;
1.001067;5.871428;21.988806;1.000075;0.000000;3.263676;0.781876;0.148424;0.333523;0.892857;-0.096534;
1.001067;5.871428;21.988806;1.000075;-0.000000;3.263676;0.781876;0.148424;0.333523;0.892857;-0.096534;
1.001067;5.871435;21.988764;1.000075;0.000000;3.263664;0.781876;0.148424;0.333513;0.892857;-0.096551;
1.001067;5.871442;21.988722;1.000075;-0.000000;3.263651;0.781876;0.148424;0.333503;0.892857;-0.096569;
1.001068;5.871456;21.988639;1.000075;0.000000;3.263627;0.781876;0.148423;0.333483;0.892857;-0.096604;
1.001068;5.871484;21.988472;1.000075;-0.000000;3.263577;0.781876;0.148422;0.333444;0.892857;-0.096675;
1.001070;5.871541;21.988137;1.000075;0.000000;3.263478;0.781876;0.148420;0.333365;0.892857;-0.096816;
1.001073;5.871654;21.987469;1.000075;0.000000;3.263279;0.781876;0.148415;0.333207;0.892857;-0.097099;
1.001080;5.871880;21.986132;1.000075;0.000000;3.262883;0.781876;0.148406;0.332891;0.892857;-0.097664;
1.001093;5.872332;21.983459;1.000076;0.000000;3.262089;0.781877;0.148388;0.332259;0.892857;-0.098793;
1.001119;5.873236;21.978117;1.000078;-0.000000;3.260504;0.781877;0.148352;0.330998;0.892857;-0.101047;
1.001171;5.875040;21.967443;1.000082;0.000000;3.257338;0.781879;0.148280;0.328482;0.892857;-0.105540;
1.001276;5.878636;21.946144;1.000089;-0.000000;3.251024;0.781882;0.148136;0.323476;0.892857;-0.114467;
1.001485;5.885781;21.903736;1.000104;0.000000;3.238472;0.781888;0.147850;0.313566;0.892857;-0.132090;
1.001695;5.892861;21.861579;1.000118;-0.000000;3.226018;0.781895;0.147566;0.303792;0.892857;-0.149405;
1.001904;5.899879;21.819672;1.000133;0.000000;3.213662;0.781903;0.147283;0.294152;0.892857;-0.166420;
1.002113;5.906834;21.778014;1.000148;0.000000;3.201403;0.781913;0.147002;0.284644;0.892857;-0.183140;
1.002322;5.913726;21.736603;1.000162;-0.000000;3.189239;0.781923;0.146722;0.275267;0.892857;-0.199571;
1.002532;5.920557;21.695437;1.000177;0.000000;3.177171;0.781934;0.146444;0.266018;0.892857;-0.215718;
1.002741;5.927326;21.654516;1.000191;-0.000000;3.165197;0.781946;0.146168;0.256895;0.892857;-0.231587;
1.002950;5.934034;21.613837;1.000206;-0.000000;3.153316;0.781959;0.145893;0.247898;0.892857;-0.247183;
1.003159;5.940682;21.573399;1.000221;0.000000;3.141528;0.781973;0.145620;0.239023;0.892857;-0.262512;
1.003369;5.947269;21.533201;1.000235;0.000000;3.129831;0.781988;0.145349;0.230271;0.892857;-0.277579;
1.003578;5.953797;21.493241;1.000250;-0.000000;3.118226;0.782004;0.145079;0.221638;0.892857;-0.292388;
1.003787;5.960265;21.453517;1.000264;-0.000000;3.106710;0.782021;0.144811;0.213123;0.892857;-0.306946;
1.003996;5.966675;21.414029;1.000279;0.000000;3.095284;0.782039;0.144545;0.204724;0.892857;-0.321256;
1.004205;5.973026;21.374774;1.000294;-0.000000;3.083946;0.782058;0.144280;0.196440;0.892857;-0.335324;
1.004415;5.979319;21.335751;1.000308;0.000000;3.072696;0.782077;0.144016;0.188270;0.892857;-0.349153;
1.004624;5.985554;21.296959;1.000323;-0.000000;3.061533;0.782098;0.143754;0.180211;0.892857;-0.362750;
1.004833;5.991732;21.258397;1.000337;0.000000;3.050456;0.782120;0.143494;0.172263;0.892857;-0.376118;
1.005042;5.997854;21.220062;1.000352;0.000000;3.039465;0.782143;0.143235;0.164423;0.892857;-0.389262;
1.005252;6.003919;21.181954;1.000367;0.000000;3.028558;0.782166;0.142978;0.156690;0.892857;-0.402186;
1.005461;6.009928;21.144071;1.000381;-0.000000;3.017734;0.782191;0.142722;0.149063;0.892857;-0.414894;
1.005670;6.015882;21.106412;1.000396;0.000000;3.006994;0.782216;0.142468;0.141540;0.892857;-0.427390;
1.005879;6.021780;21.068975;1.000411;-0.000000;2.996336;0.782243;0.142216;0.134120;0.892857;-0.439679;
1.006298;6.033413;20.994760;1.000440;0.000000;2.975265;0.782299;0.141715;0.119580;0.892857;-0.463655;
1.006675;6.043698;20.928712;1.000466;0.000000;2.956574;0.782352;0.141269;0.106832;0.892857;-0.484563;
1.007051;6.053810;20.863363;1.000492;-0.000000;2.938140;0.782409;0.140828;0.094395;0.892857;-0.504859;
1.007428;6.063752;20.798705;1.000519;0.000000;2.919956;0.782469;0.140391;0.082262;0.892857;-0.524563;
1.007805;6.073525;20.734729;1.000545;-0.000000;2.902021;0.782532;0.139959;0.070425;0.892857;-0.543695;
1.008181;6.083133;20.671428;1.000571;0.000000;2.884329;0.782598;0.139532;0.058876;0.892857;-0.562275;
1.008558;6.092576;20.608794;1.000597;-0.000000;2.866876;0.782667;0.139109;0.047610;0.892857;-0.580320;
1.008934;6.101857;20.546820;1.000624;0.000000;2.849660;0.782739;0.138691;0.036618;0.892857;-0.597850;
1.009311;6.110978;20.485499;1.000650;-0.000000;2.832676;0.782814;0.138277;0.025894;0.892857;-0.614880;
1.009688;6.119941;20.424821;1.000676;0.000000;2.815920;0.782893;0.137868;0.015432;0.892857;-0.631430;
1.010064;6.128748;20.364782;1.000703;0.000000;2.799389;0.782974;0.137462;0.005225;0.892857;-0.647513;
1.010441;6.137401;20.305371;1.000729;-0.000000;2.783080;0.783059;0.137061;-0.004733;0.892857;-0.663147;
1.010818;6.145902;20.246584;1.000755;0.000000;2.766988;0.783147;0.136664;-0.014449;0.892857;-0.678346;
1.011194;6.154254;20.188412;1.000781;-0.000000;2.751111;0.783238;0.136272;-0.023928;0.892857;-0.693124;
1.011571;6.162457;20.130849;1.000808;-0.000000;2.735445;0.783332;0.135883;-0.033175;0.892857;-0.707496;
1.011948;6.170514;20.073886;1.000834;0.000000;2.719986;0.783429;0.135499;-0.042198;0.892857;-0.721476;
1.012324;6.178426;20.017518;1.000860;-0.000000;2.704732;0.783529;0.135118;-0.051001;0.892857;-0.735076;
1.012701;6.186196;19.961738;1.000887;0.000000;2.689679;0.783633;0.134742;-0.059589;0.892857;-0.748308;
1.013077;6.193826;19.906538;1.000913;-0.000000;2.674824;0.783739;0.134369;-0.067968;0.892857;-0.761185;
1.013454;6.201316;19.851912;1.000939;-0.000000;2.660164;0.783849;0.134000;-0.076142;0.892857;-0.773719;
1.013831;6.208670;19.797853;1.000965;0.000000;2.645696;0.783961;0.133636;-0.084118;0.892857;-0.785921;
1.014207;6.215888;19.744354;1.000992;0.000000;2.631417;0.784077;0.133274;-0.091899;0.892857;-0.797802;
1.014584;6.222972;19.691410;1.001018;-0.000000;2.617324;0.784196;0.132917;-0.099491;0.892857;-0.809371;
1.014961;6.229924;19.639013;1.001044;0.000000;2.603413;0.784318;0.132563;-0.106898;0.892857;-0.820641;
1.015337;6.236746;19.587157;1.001070;0.000000;2.589683;0.784443;0.132213;-0.114124;0.892857;-0.831619;
1.015714;6.243440;19.535836;1.001097;-0.000000;2.576130;0.784571;0.131867;-0.121173;0.892857;-0.842316;
1.016091;6.250006;19.485043;1.001123;-0.000000;2.562752;0.784703;0.131524;-0.128051;0.892857;-0.852740;
1.016467;6.256447;19.434773;1.001149;0.000000;2.549545;0.784837;0.131185;-0.134762;0.892857;-0.862901;
1.016844;6.262764;19.385018;1.001176;-0.000000;2.536508;0.784975;0.130849;-0.141308;0.892857;-0.872807;
1.017221;6.268959;19.335774;1.001202;0.000000;2.523637;0.785115;0.130516;-0.147695;0.892857;-0.882465;
1.017597;6.275034;19.287033;1.001228;0.000000;2.510930;0.785259;0.130187;-0.153926;0.892857;-0.891885;
1.017974;6.280989;19.238791;1.001254;-0.000000;2.498385;0.785406;0.129862;-0.160005;0.892857;-0.901073;
1.018350;6.286827;19.191040;1.001281;0.000000;2.485998;0.785556;0.129540;-0.165935;0.892857;-0.910036;
1.018566;6.290120;19.163894;1.001296;0.000000;2.478970;0.785643;0.129356;-0.169269;0.892857;-0.915078;
1.018566;6.290120;19.163894;1.001296;0.000000;2.478970;0.785643;0.129356;-0.169269;0.892857;-0.915078;
1.018567;6.290124;19.163862;1.001296;0.000000;2.478962;0.785643;0.129356;-0.169273;0.892857;-0.915084;
1.018567;6.290124;19.163862;1.001296;0.000000;2.478962;0.785643;0.129356;-0.169273;0.892857;-0.915084;
1.018568;6.290140;19.163728;1.001296;-0.000000;2.478927;0.785644;0.129355;-0.169289;0.892857;-0.915108;
1.018569;6.290156;19.163593;1.001296;0.000000;2.478892;0.785644;0.129354;-0.169306;0.892857;-0.915133;
1.018571;6.290189;19.163324;1.001296;-0.000000;2.478823;0.785645;0.129352;-0.169339;0.892857;-0.915183;
1.018575;6.290254;19.162785;1.001296;0.000000;2.478683;0.785647;0.129349;-0.169404;0.892857;-0.915283;
1.018584;6.290384;19.161708;1.001297;-0.000000;2.478405;0.785650;0.129342;-0.169536;0.892857;-0.915481;
1.018601;6.290645;19.159556;1.001298;-0.000000;2.477848;0.785657;0.129327;-0.169799;0.892857;-0.915879;
1.018635;6.291164;19.155253;1.001300;-0.000000;2.476735;0.785671;0.129298;-0.170324;0.892857;-0.916673;
1.018704;6.292201;19.146659;1.001305;0.000000;2.474513;0.785699;0.129240;-0.171370;0.892857;-0.918255;
1.018841;6.294263;19.129520;1.001315;-0.000000;2.470085;0.785756;0.129124;-0.173449;0.892857;-0.921398;
1.019116;6.298341;19.095433;1.001334;-0.000000;2.461290;0.785870;0.128894;-0.177551;0.892857;-0.927601;
1.019666;6.306317;19.028013;1.001372;-0.000000;2.443941;0.786104;0.128439;-0.185537;0.892857;-0.939689;
1.020216;6.314057;18.961585;1.001411;0.000000;2.426907;0.786345;0.127991;-0.193239;0.892857;-0.951365;
1.020766;6.321565;18.896134;1.001449;0.000000;2.410181;0.786591;0.127549;-0.200668;0.892857;-0.962645;
1.021316;6.328845;18.831642;1.001487;-0.000000;2.393758;0.786845;0.127114;-0.207833;0.892857;-0.973547;
1.021865;6.335901;18.768093;1.001526;-0.000000;2.377629;0.787105;0.126685;-0.214742;0.892857;-0.984089;
1.022415;6.342738;18.705471;1.001564;-0.000000;2.361789;0.787372;0.126262;-0.221405;0.892857;-0.994285;
1.022965;6.349358;18.643759;1.001602;0.000000;2.346231;0.787646;0.125845;-0.227831;0.892857;-1.004151;
1.023515;6.355767;18.582941;1.001641;-0.000000;2.330948;0.787926;0.125435;-0.234027;0.892857;-1.013702;
1.024065;6.361969;18.523002;1.001679;-0.000000;2.315936;0.788212;0.125030;-0.240001;0.892857;-1.022951;
1.024614;6.367966;18.463926;1.001717;0.000000;2.301187;0.788506;0.124632;-0.245761;0.892857;-1.031911;
1.025164;6.373763;18.405699;1.001756;0.000000;2.286696;0.788806;0.124238;-0.251315;0.892857;-1.040594;
1.025714;6.379364;18.348304;1.001794;-0.000000;2.272457;0.789112;0.123851;-0.256669;0.892857;-1.049013;
1.026264;6.384772;18.291729;1.001832;0.000000;2.258465;0.789425;0.123469;-0.261831;0.892857;-1.057179;
1.026814;6.389990;18.235957;1.001871;-0.000000;2.244713;0.789745;0.123093;-0.266806;0.892857;-1.065102;
1.027363;6.395023;18.180976;1.001909;0.000000;2.231198;0.790072;0.122722;-0.271602;0.892857;-1.072792;
1.027913;6.399873;18.126770;1.001947;-0.000000;2.217914;0.790405;0.122356;-0.276224;0.892857;-1.080259;
1.028463;6.404544;18.073327;1.001986;0.000000;2.204855;0.790744;0.121995;-0.280679;0.892857;-1.087513;
1.029013;6.409039;18.020633;1.002024;-0.000000;2.192017;0.791091;0.121639;-0.284972;0.892857;-1.094561;
1.029563;6.413362;17.968674;1.002062;-0.000000;2.179394;0.791444;0.121289;-0.289109;0.892857;-1.101413;
1.030113;6.417516;17.917438;1.002101;-0.000000;2.166983;0.791803;0.120943;-0.293095;0.892857;-1.108076;
1.030662;6.421503;17.866911;1.002139;0.000000;2.154779;0.792169;0.120602;-0.296935;0.892857;-1.114557;
1.031212;6.425327;17.817082;1.002177;-0.000000;2.142777;0.792542;0.120265;-0.300634;0.892857;-1.120865;
1.031762;6.428991;17.767937;1.002216;-0.000000;2.130972;0.792921;0.119934;-0.304197;0.892857;-1.127005;
1.032312;6.432497;17.719465;1.002254;-0.000000;2.119361;0.793307;0.119606;-0.307628;0.892857;-1.132984;
1.032862;6.435850;17.671654;1.002292;-0.000000;2.107940;0.793700;0.119284;-0.310933;0.892857;-1.138809;
1.033961;6.442106;17.577955;1.002369;-0.000000;2.085646;0.794505;0.118651;-0.317182;0.892857;-1.150026;
1.034951;6.447237;17.495770;1.002438;0.000000;2.066188;0.795252;0.118096;-0.322414;0.892857;-1.159648;
1.035941;6.451912;17.415546;1.002507;0.000000;2.047283;0.796021;0.117555;-0.327297;0.892857;-1.168855;
1.036930;6.456144;17.337222;1.002576;0.000000;2.028910;0.796811;0.117026;-0.331853;0.892857;-1.177671;
1.037920;6.459948;17.260739;1.002644;0.000000;2.011048;0.797622;0.116510;-0.336100;0.892857;-1.186122;
