time;PhaseShifter_5_6_phaseShifter_PMonitored;PhaseShifter_5_6_phaseShifter_state;PhaseShifter_5_6_phaseShifter_tap;HVDC_hvdc_P1Pu;HVDC_hvdc_Q1Pu;HVDC_hvdc_Q2Pu;HVDC_hvdc_Theta1;HVDC_hvdc_Theta2;
266.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
267.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
268.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
269.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
270.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
271.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
272.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
273.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
274.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
275.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
276.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
277.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
278.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
279.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
280.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
281.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
282.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
283.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
284.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
285.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
286.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
287.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
288.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
289.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
290.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
291.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
292.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
293.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
294.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
295.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
296.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
297.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
298.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
299.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
300.000000;7.365156;4.000000;15.000000;13.336937;-0.596247;-1.365374;-0.115446;-0.142120;
