time;WPP4A_WPP_wPPControl_measurements_PPu;WPP4A_WPP_wPPControl_measurements_QPu;WPP4A_WPP_wPPControl_measurements_UPu;WPP4A_WPP_terminal_V_re;WPP4A_WPP_terminal_V_im;WPP4A_WPP_terminal_i_re;WPP4A_WPP_terminal_i_im;
0.012556;1.000106;-0.210034;1.000168;0.976176;0.217752;-0.930232;-0.422664;
0.012595;1.000106;-0.210034;1.000168;0.976176;0.217752;-0.930232;-0.422664;
0.012633;1.000106;-0.210034;1.000168;0.976176;0.217752;-0.930231;-0.422664;
0.012710;1.000105;-0.210034;1.000168;0.976176;0.217752;-0.930231;-0.422663;
0.012864;1.000104;-0.210034;1.000168;0.976176;0.217752;-0.930230;-0.422663;
0.013171;1.000103;-0.210034;1.000168;0.976177;0.217752;-0.930229;-0.422662;
0.013572;1.000100;-0.210033;1.000169;0.976177;0.217751;-0.930226;-0.422660;
0.013579;1.000100;-0.210033;1.000169;0.976177;0.217751;-0.930226;-0.422660;
0.013623;1.000100;-0.210033;1.000169;0.976177;0.217751;-0.930226;-0.422660;
0.013666;1.000100;-0.210033;1.000169;0.976177;0.217751;-0.930226;-0.422660;
0.013754;1.000099;-0.210033;1.000169;0.976177;0.217751;-0.930225;-0.422659;
0.013928;1.000098;-0.210033;1.000169;0.976177;0.217750;-0.930225;-0.422659;
0.014277;1.000096;-0.210033;1.000169;0.976178;0.217750;-0.930223;-0.422657;
0.014975;1.000093;-0.210032;1.000169;0.976178;0.217749;-0.930219;-0.422655;
0.016372;1.000085;-0.210031;1.000170;0.976180;0.217747;-0.930213;-0.422650;
0.017768;1.000078;-0.210030;1.000171;0.976181;0.217745;-0.930206;-0.422645;
0.020561;1.000066;-0.210027;1.000173;0.976183;0.217742;-0.930195;-0.422635;
0.023075;1.000056;-0.210024;1.000174;0.976185;0.217739;-0.930185;-0.422627;
0.023853;1.000053;-0.210023;1.000174;0.976186;0.217738;-0.930183;-0.422624;
0.023869;1.000053;-0.210023;1.000174;0.976186;0.217738;-0.930183;-0.422624;
0.024003;1.000052;-0.210023;1.000174;0.976186;0.217738;-0.930182;-0.422624;
0.024138;1.000052;-0.210023;1.000175;0.976186;0.217738;-0.930182;-0.422624;
0.024406;1.000051;-0.210023;1.000175;0.976186;0.217738;-0.930181;-0.422623;
0.024942;1.000049;-0.210022;1.000175;0.976187;0.217737;-0.930179;-0.422621;
0.026016;1.000046;-0.210021;1.000176;0.976187;0.217736;-0.930176;-0.422618;
0.028162;1.000040;-0.210019;1.000177;0.976189;0.217735;-0.930171;-0.422612;
0.030308;1.000034;-0.210016;1.000178;0.976190;0.217733;-0.930165;-0.422606;
0.034601;1.000025;-0.210012;1.000180;0.976193;0.217731;-0.930157;-0.422597;
0.038464;1.000019;-0.210008;1.000181;0.976195;0.217729;-0.930151;-0.422589;
0.042327;1.000014;-0.210005;1.000182;0.976196;0.217728;-0.930147;-0.422583;
0.046190;1.000010;-0.210002;1.000183;0.976198;0.217727;-0.930143;-0.422578;
0.050054;1.000007;-0.210000;1.000184;0.976199;0.217726;-0.930141;-0.422573;
0.053917;1.000005;-0.209998;1.000185;0.976200;0.217725;-0.930138;-0.422570;
0.061643;1.000002;-0.209995;1.000186;0.976201;0.217724;-0.930135;-0.422564;
0.061704;1.000002;-0.209995;1.000186;0.976201;0.217724;-0.930135;-0.422564;
0.062099;1.000002;-0.209995;1.000186;0.976201;0.217724;-0.930135;-0.422564;
0.062495;1.000002;-0.209995;1.000186;0.976201;0.217724;-0.930135;-0.422564;
0.063287;1.000001;-0.209994;1.000186;0.976201;0.217724;-0.930135;-0.422564;
0.064871;1.000001;-0.209994;1.000187;0.976202;0.217724;-0.930135;-0.422563;
0.068039;1.000000;-0.209993;1.000187;0.976202;0.217724;-0.930134;-0.422562;
0.074374;0.999999;-0.209992;1.000187;0.976202;0.217724;-0.930133;-0.422560;
0.079845;0.999998;-0.209992;1.000187;0.976203;0.217723;-0.930132;-0.422559;
0.080261;0.999998;-0.209992;1.000187;0.976203;0.217723;-0.930132;-0.422559;
0.080676;0.999998;-0.209992;1.000187;0.976203;0.217723;-0.930132;-0.422559;
0.081508;0.999998;-0.209992;1.000188;0.976203;0.217723;-0.930132;-0.422559;
0.083170;0.999998;-0.209991;1.000188;0.976203;0.217723;-0.930132;-0.422558;
0.086495;0.999998;-0.209991;1.000188;0.976203;0.217723;-0.930132;-0.422558;
0.093144;0.999997;-0.209991;1.000188;0.976203;0.217723;-0.930131;-0.422558;
0.106443;0.999997;-0.209992;1.000188;0.976203;0.217723;-0.930131;-0.422558;
0.133041;0.999997;-0.209993;1.000187;0.976202;0.217723;-0.930131;-0.422560;
0.152745;0.999997;-0.209994;1.000187;0.976202;0.217723;-0.930131;-0.422562;
0.153239;0.999997;-0.209994;1.000187;0.976202;0.217723;-0.930131;-0.422562;
0.153732;0.999997;-0.209994;1.000187;0.976202;0.217723;-0.930131;-0.422562;
0.154375;0.999997;-0.209994;1.000187;0.976202;0.217723;-0.930131;-0.422562;
0.154870;0.999997;-0.209994;1.000187;0.976202;0.217723;-0.930131;-0.422562;
0.155366;0.999997;-0.209995;1.000187;0.976202;0.217723;-0.930131;-0.422562;
0.156356;0.999997;-0.209995;1.000187;0.976202;0.217723;-0.930131;-0.422562;
0.158337;0.999998;-0.209995;1.000187;0.976202;0.217723;-0.930132;-0.422562;
0.162298;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.170221;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.186066;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422565;
0.217757;0.999999;-0.209998;1.000186;0.976201;0.217724;-0.930133;-0.422566;
0.281140;0.999999;-0.209999;1.000185;0.976200;0.217724;-0.930133;-0.422568;
0.407904;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.661433;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422569;
0.838471;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.839697;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.840922;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.843374;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.848276;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.858081;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.877690;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.916910;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.995348;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.152225;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.465978;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.865987;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.868310;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.870632;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.875278;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.884568;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.903150;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.940313;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000023;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000047;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000094;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000187;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000375;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000751;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001503;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.002254;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.003051;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
2.003079;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
2.003107;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
2.003162;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
2.003274;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
2.003498;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
2.003945;0.999998;-0.210001;1.000185;0.976200;0.217723;-0.930132;-0.422569;
2.004309;0.999997;-0.210001;1.000185;0.976200;0.217723;-0.930131;-0.422569;
2.004339;0.999997;-0.210001;1.000185;0.976200;0.217723;-0.930131;-0.422569;
2.004370;0.999997;-0.210001;1.000185;0.976200;0.217723;-0.930131;-0.422569;
2.004430;0.999997;-0.210001;1.000185;0.976200;0.217723;-0.930131;-0.422569;
2.004551;0.999996;-0.210001;1.000185;0.976200;0.217723;-0.930130;-0.422569;
2.004793;0.999995;-0.210001;1.000185;0.976200;0.217723;-0.930130;-0.422569;
2.005276;0.999993;-0.210001;1.000185;0.976200;0.217722;-0.930128;-0.422568;
2.006244;0.999987;-0.210003;1.000185;0.976200;0.217721;-0.930122;-0.422567;
2.008178;0.999961;-0.210008;1.000184;0.976202;0.217714;-0.930099;-0.422560;
2.010112;0.999911;-0.210018;1.000184;0.976204;0.217702;-0.930053;-0.422547;
2.012047;0.999828;-0.210034;1.000184;0.976209;0.217681;-0.929978;-0.422525;
2.013981;0.999704;-0.210057;1.000184;0.976216;0.217650;-0.929865;-0.422491;
2.015916;0.999530;-0.210088;1.000185;0.976226;0.217606;-0.929707;-0.422441;
2.017850;0.999299;-0.210127;1.000186;0.976241;0.217547;-0.929497;-0.422372;
2.019785;0.999003;-0.210175;1.000189;0.976260;0.217473;-0.929229;-0.422282;
2.021719;0.998638;-0.210231;1.000192;0.976284;0.217380;-0.928896;-0.422167;
2.023653;0.998197;-0.210296;1.000198;0.976315;0.217269;-0.928496;-0.422025;
2.025588;0.997679;-0.210368;1.000206;0.976352;0.217137;-0.928025;-0.421853;
2.027522;0.997081;-0.210447;1.000216;0.976396;0.216986;-0.927481;-0.421650;
2.029457;0.996400;-0.210533;1.000229;0.976448;0.216813;-0.926862;-0.421414;
2.031391;0.995638;-0.210624;1.000245;0.976507;0.216619;-0.926168;-0.421143;
2.035260;0.993871;-0.210815;1.000288;0.976651;0.216170;-0.924560;-0.420495;
2.039129;0.991793;-0.211013;1.000346;0.976827;0.215641;-0.922668;-0.419704;
2.042998;0.989424;-0.211212;1.000421;0.977037;0.215036;-0.920511;-0.418771;
2.046867;0.986790;-0.211402;1.000513;0.977279;0.214364;-0.918110;-0.417702;
2.050736;0.983917;-0.211579;1.000622;0.977552;0.213629;-0.915491;-0.416505;
2.054605;0.980835;-0.211738;1.000748;0.977852;0.212840;-0.912680;-0.415189;
2.058473;0.977573;-0.211876;1.000889;0.978179;0.212004;-0.909704;-0.413766;
2.066211;0.970633;-0.212082;1.001213;0.978895;0.210222;-0.903370;-0.410658;
2.073949;0.963241;-0.212200;1.001585;0.979681;0.208322;-0.896618;-0.407261;
2.081687;0.955510;-0.212240;1.001994;0.980520;0.206332;-0.889553;-0.403647;
2.089424;0.947525;-0.212215;1.002431;0.981396;0.204276;-0.882253;-0.399877;
2.097162;0.939339;-0.212143;1.002886;0.982298;0.202166;-0.874766;-0.396001;
2.104900;0.930986;-0.212037;1.003354;0.983216;0.200014;-0.867124;-0.392054;
2.120375;0.913883;-0.211780;1.004302;0.985069;0.195606;-0.851471;-0.384067;
2.135851;0.896328;-0.211495;1.005252;0.986924;0.191083;-0.835396;-0.376042;
2.151326;0.878438;-0.211211;1.006188;0.988756;0.186476;-0.819010;-0.368075;
2.166802;0.860326;-0.210942;1.007099;0.990550;0.181815;-0.802412;-0.360237;
2.182278;0.842081;-0.210697;1.007977;0.992293;0.177123;-0.785687;-0.352578;
2.197753;0.823776;-0.210480;1.008820;0.993976;0.172418;-0.768901;-0.345132;
2.228704;0.787183;-0.210130;1.010390;0.997151;0.163023;-0.735326;-0.330948;
2.254345;0.756951;-0.209923;1.011574;0.999587;0.155270;-0.707569;-0.319919;
2.254345;0.756950;-0.209923;1.011574;0.999587;0.155270;-0.707569;-0.319919;
2.254530;0.756732;-0.209921;1.011583;0.999604;0.155214;-0.707368;-0.319842;
2.254715;0.756514;-0.209920;1.011591;0.999621;0.155158;-0.707168;-0.319764;
2.255086;0.756078;-0.209918;1.011607;0.999655;0.155046;-0.706768;-0.319610;
2.255826;0.755206;-0.209913;1.011640;0.999722;0.154823;-0.705967;-0.319302;
2.257307;0.753463;-0.209904;1.011705;0.999857;0.154376;-0.704366;-0.318686;
2.260268;0.749977;-0.209886;1.011833;1.000125;0.153483;-0.701165;-0.317463;
2.266191;0.743013;-0.209852;1.012087;1.000654;0.151698;-0.694768;-0.315041;
2.274067;0.733767;-0.209811;1.012416;1.001343;0.149330;-0.686273;-0.311873;
2.274248;0.733554;-0.209810;1.012424;1.001358;0.149275;-0.686078;-0.311801;
2.274429;0.733341;-0.209809;1.012431;1.001374;0.149221;-0.685883;-0.311729;
2.274792;0.732916;-0.209808;1.012446;1.001405;0.149112;-0.685492;-0.311585;
2.275517;0.732066;-0.209804;1.012476;1.001468;0.148894;-0.684711;-0.311297;
2.276967;0.730365;-0.209798;1.012535;1.001592;0.148459;-0.683148;-0.310722;
2.279868;0.726966;-0.209785;1.012653;1.001840;0.147588;-0.680025;-0.309579;
2.285669;0.720175;-0.209760;1.012885;1.002329;0.145849;-0.673784;-0.307315;
2.297271;0.706619;-0.209718;1.013334;1.003281;0.142379;-0.661324;-0.302883;
2.320475;0.679616;-0.209654;1.014178;1.005090;0.135471;-0.636496;-0.294383;
2.366884;0.626037;-0.209580;1.015665;1.008338;0.121779;-0.587193;-0.278764;
2.413293;0.573007;-0.209555;1.016902;1.011125;0.108246;-0.538345;-0.264882;
2.459702;0.520489;-0.209556;1.017908;1.013479;0.094860;-0.489922;-0.252624;
2.499000;0.476390;-0.209563;1.018592;1.015153;0.083632;-0.449223;-0.243444;
2.499000;0.476386;-0.209572;1.018590;1.015151;0.083631;-0.449220;-0.243452;
2.499133;0.476237;-0.209572;1.018592;1.015156;0.083593;-0.449082;-0.243423;
2.499267;0.476088;-0.209572;1.018594;1.015161;0.083555;-0.448944;-0.243394;
2.499534;0.475789;-0.209572;1.018598;1.015172;0.083479;-0.448669;-0.243335;
2.500068;0.475192;-0.209573;1.018606;1.015192;0.083327;-0.448118;-0.243218;
2.500603;0.474595;-0.209573;1.018615;1.015213;0.083175;-0.447567;-0.243101;
2.501672;0.473402;-0.209573;1.018631;1.015254;0.082872;-0.446465;-0.242868;
2.502740;0.472209;-0.209574;1.018647;1.015295;0.082568;-0.445363;-0.242635;
2.503809;0.471018;-0.209574;1.018663;1.015336;0.082265;-0.444263;-0.242404;
2.504878;0.469828;-0.209574;1.018679;1.015376;0.081962;-0.443165;-0.242173;
2.505947;0.468642;-0.209574;1.018695;1.015417;0.081661;-0.442070;-0.241944;
2.508085;0.466286;-0.209573;1.018727;1.015497;0.081061;-0.439894;-0.241489;
2.510222;0.463959;-0.209569;1.018758;1.015575;0.080469;-0.437745;-0.241039;
2.512360;0.461674;-0.209562;1.018790;1.015653;0.079887;-0.435635;-0.240598;
2.514497;0.459442;-0.209552;1.018821;1.015729;0.079319;-0.433573;-0.240165;
2.516635;0.457275;-0.209538;1.018853;1.015803;0.078767;-0.431571;-0.239743;
2.518773;0.455182;-0.209520;1.018884;1.015876;0.078235;-0.429637;-0.239333;
2.523048;0.451263;-0.209472;1.018945;1.016014;0.077236;-0.426016;-0.238555;
2.527323;0.447724;-0.209410;1.019005;1.016142;0.076334;-0.422744;-0.237841;
2.531599;0.444586;-0.209339;1.019062;1.016259;0.075534;-0.419844;-0.237195;
2.535874;0.441855;-0.209262;1.019116;1.016364;0.074837;-0.417318;-0.236620;
2.540149;0.439517;-0.209182;1.019165;1.016457;0.074240;-0.415155;-0.236118;
2.544424;0.437545;-0.209105;1.019209;1.016538;0.073736;-0.413330;-0.235685;
2.548700;0.435903;-0.209034;1.019247;1.016607;0.073317;-0.411811;-0.235318;
2.552975;0.434552;-0.208970;1.019280;1.016665;0.072971;-0.410561;-0.235013;
2.557250;0.433451;-0.208917;1.019307;1.016712;0.072690;-0.409542;-0.234764;
2.559563;0.432944;-0.208893;1.019320;1.016734;0.072560;-0.409072;-0.234649;
2.559563;0.432944;-0.208894;1.019320;1.016734;0.072560;-0.409072;-0.234650;
2.559972;0.432863;-0.208890;1.019322;1.016737;0.072539;-0.408997;-0.234631;
2.560381;0.432783;-0.208886;1.019323;1.016741;0.072519;-0.408923;-0.234613;
2.561200;0.432627;-0.208879;1.019327;1.016747;0.072479;-0.408779;-0.234578;
2.562837;0.432334;-0.208866;1.019334;1.016759;0.072404;-0.408508;-0.234513;
2.566112;0.431815;-0.208844;1.019346;1.016781;0.072272;-0.408028;-0.234400;
2.572661;0.430997;-0.208820;1.019361;1.016811;0.072063;-0.407271;-0.234232;
2.579210;0.430425;-0.208819;1.019368;1.016828;0.071918;-0.406742;-0.234131;
2.585759;0.430044;-0.208836;1.019367;1.016834;0.071821;-0.406391;-0.234083;
2.592308;0.429815;-0.208867;1.019360;1.016831;0.071764;-0.406180;-0.234076;
2.598857;0.429711;-0.208908;1.019350;1.016822;0.071739;-0.406086;-0.234102;
2.611955;0.429802;-0.209004;1.019321;1.016792;0.071765;-0.406173;-0.234220;
2.625053;0.430240;-0.209109;1.019287;1.016749;0.071879;-0.406581;-0.234408;
2.638151;0.430954;-0.209214;1.019249;1.016698;0.072064;-0.407244;-0.234644;
2.651249;0.431877;-0.209314;1.019211;1.016643;0.072302;-0.408101;-0.234911;
2.664347;0.432948;-0.209407;1.019173;1.016586;0.072577;-0.409093;-0.235197;
2.677445;0.434113;-0.209492;1.019136;1.016527;0.072876;-0.410173;-0.235491;
2.690543;0.435335;-0.209567;1.019101;1.016470;0.073189;-0.411304;-0.235787;
2.716739;0.437829;-0.209694;1.019038;1.016360;0.073827;-0.413613;-0.236363;
2.742934;0.440338;-0.209790;1.018982;1.016257;0.074468;-0.415934;-0.236912;
2.769130;0.442808;-0.209860;1.018934;1.016163;0.075098;-0.418218;-0.237430;
2.795326;0.445209;-0.209909;1.018892;1.016075;0.075710;-0.420437;-0.237916;
2.847718;0.449744;-0.209971;1.018821;1.015917;0.076865;-0.424629;-0.238809;
2.900110;0.453926;-0.210000;1.018762;1.015777;0.077930;-0.428493;-0.239612;
2.906114;0.454384;-0.210002;1.018756;1.015762;0.078046;-0.428916;-0.239699;
2.907493;0.454488;-0.210002;1.018754;1.015758;0.078073;-0.429012;-0.239719;
2.908872;0.454592;-0.210003;1.018753;1.015755;0.078099;-0.429108;-0.239739;
2.911630;0.454799;-0.210003;1.018750;1.015748;0.078152;-0.429299;-0.239778;
2.917146;0.455210;-0.210004;1.018745;1.015735;0.078256;-0.429679;-0.239855;
2.928179;0.456022;-0.210006;1.018734;1.015708;0.078463;-0.430429;-0.240008;
2.950244;0.457600;-0.210008;1.018714;1.015657;0.078864;-0.431887;-0.240306;
2.994375;0.460590;-0.210010;1.018675;1.015559;0.079625;-0.434648;-0.240872;
3.082636;0.465967;-0.210012;1.018605;1.015380;0.080993;-0.439613;-0.241897;
3.170898;0.470617;-0.210011;1.018543;1.015223;0.082176;-0.443907;-0.242794;
3.259159;0.474634;-0.210009;1.018489;1.015085;0.083198;-0.447617;-0.243576;
3.347421;0.478103;-0.210008;1.018441;1.014964;0.084081;-0.450820;-0.244258;
3.435682;0.481099;-0.210007;1.018399;1.014859;0.084844;-0.453585;-0.244852;
3.523944;0.483685;-0.210006;1.018362;1.014766;0.085502;-0.455972;-0.245369;
3.612205;0.485917;-0.210005;1.018330;1.014686;0.086070;-0.458033;-0.245818;
3.700466;0.487843;-0.210004;1.018301;1.014616;0.086560;-0.459811;-0.246207;
3.788728;0.489507;-0.210004;1.018277;1.014555;0.086984;-0.461346;-0.246545;
3.876989;0.490942;-0.210003;1.018256;1.014502;0.087349;-0.462671;-0.246837;
4.053512;0.493282;-0.210003;1.018221;1.014415;0.087945;-0.464831;-0.247317;
4.230035;0.495030;-0.210002;1.018194;1.014350;0.088390;-0.466444;-0.247677;
4.406558;0.496327;-0.210001;1.018174;1.014302;0.088720;-0.467641;-0.247944;
4.583081;0.497287;-0.210001;1.018160;1.014265;0.088964;-0.468527;-0.248143;
4.759604;0.497997;-0.210001;1.018149;1.014239;0.089145;-0.469183;-0.248291;
4.936126;0.498521;-0.210000;1.018141;1.014219;0.089279;-0.469666;-0.248400;
5.112649;0.498909;-0.210000;1.018135;1.014204;0.089377;-0.470024;-0.248480;
5.289172;0.499194;-0.210000;1.018130;1.014193;0.089450;-0.470288;-0.248540;
5.642218;0.499582;-0.210000;1.018124;1.014178;0.089549;-0.470645;-0.248621;
5.995263;0.499792;-0.210000;1.018121;1.014170;0.089602;-0.470839;-0.248665;
5.999999;0.499794;-0.210000;1.018121;1.014170;0.089603;-0.470841;-0.248665;
5.999999;0.368048;-0.135337;0.736457;0.729901;0.098046;-0.470841;-0.248665;
6.000000;0.368047;-0.135339;0.736456;0.729900;0.098046;-0.470839;-0.248668;
6.000001;0.368045;-0.135341;0.736455;0.729900;0.098045;-0.470838;-0.248670;
6.000004;0.368043;-0.135345;0.736454;0.729898;0.098045;-0.470835;-0.248676;
6.000009;0.368038;-0.135353;0.736451;0.729895;0.098044;-0.470829;-0.248687;
6.000019;0.368029;-0.135370;0.736445;0.729890;0.098041;-0.470818;-0.248708;
6.000039;0.368011;-0.135403;0.736433;0.729878;0.098036;-0.470796;-0.248752;
6.000080;0.367975;-0.135470;0.736409;0.729855;0.098027;-0.470754;-0.248839;
6.000162;0.367910;-0.135600;0.736362;0.729810;0.098011;-0.470676;-0.249012;
6.000243;0.367853;-0.135728;0.736316;0.729765;0.097997;-0.470608;-0.249185;
6.000324;0.367803;-0.135855;0.736270;0.729720;0.097986;-0.470549;-0.249359;
6.000406;0.367760;-0.135980;0.736224;0.729676;0.097976;-0.470499;-0.249532;
6.000487;0.367725;-0.136103;0.736179;0.729631;0.097969;-0.470459;-0.249707;
6.000568;0.367697;-0.136225;0.736134;0.729586;0.097965;-0.470427;-0.249882;
6.000650;0.367675;-0.136346;0.736089;0.729541;0.097962;-0.470404;-0.250058;
6.000731;0.367661;-0.136465;0.736044;0.729496;0.097962;-0.470389;-0.250235;
6.000777;0.367656;-0.136532;0.736019;0.729471;0.097963;-0.470385;-0.250336;
6.000783;0.367655;-0.136542;0.736016;0.729467;0.097963;-0.470384;-0.250350;
6.000790;0.367654;-0.136551;0.736012;0.729464;0.097963;-0.470384;-0.250364;
6.000803;0.367653;-0.136570;0.736005;0.729457;0.097963;-0.470383;-0.250392;
6.000829;0.367651;-0.136607;0.735991;0.729442;0.097964;-0.470381;-0.250449;
6.000880;0.367647;-0.136683;0.735963;0.729414;0.097965;-0.470378;-0.250562;
6.000983;0.367638;-0.136834;0.735906;0.729356;0.097968;-0.470372;-0.250790;
6.001086;0.367630;-0.136986;0.735849;0.729298;0.097971;-0.470367;-0.251020;
6.001292;0.367616;-0.137293;0.735734;0.729181;0.097978;-0.470358;-0.251484;
6.001477;0.367604;-0.137573;0.735628;0.729074;0.097984;-0.470352;-0.251909;
6.001662;0.367594;-0.137857;0.735521;0.728965;0.097991;-0.470348;-0.252341;
6.001848;0.367585;-0.138147;0.735412;0.728854;0.097999;-0.470345;-0.252781;
6.002033;0.367577;-0.138441;0.735301;0.728741;0.098007;-0.470343;-0.253228;
6.002218;0.367569;-0.138740;0.735189;0.728626;0.098016;-0.470343;-0.253685;
6.002241;0.367568;-0.138777;0.735175;0.728611;0.098017;-0.470343;-0.253741;
6.002255;0.367568;-0.138800;0.735166;0.728602;0.098018;-0.470343;-0.253776;
6.002269;0.367567;-0.138823;0.735157;0.728594;0.098018;-0.470343;-0.253811;
6.002297;0.367566;-0.138869;0.735140;0.728576;0.098020;-0.470344;-0.253881;
