time;SynchronousGenerator_generator_UPu;SynchronousGenerator_generator_efdPu;SynchronousGenerator_generator_PGenPu;SynchronousGenerator_generator_QGenPu;SynchronousGenerator_generator_omegaPu;
0.555492;0.942380;1.998119;6.308748;1.298417;0.989483;
0.555686;0.942490;1.992276;6.305171;1.298395;0.989475;
0.556075;0.942710;1.980577;6.297978;1.298352;0.989460;
0.556229;0.942727;1.976001;6.294741;1.299409;0.989454;
0.556229;0.942797;1.976001;6.295081;1.298333;0.989454;
0.556740;0.943084;1.960579;6.285541;1.298300;0.989434;
0.557384;0.943446;1.941105;6.264710;1.300569;0.989409;
0.557384;0.943446;1.941105;6.273418;1.298293;0.989409;
0.557433;0.943474;1.939625;6.272506;1.298276;0.989407;
0.557482;0.943501;1.938144;6.271593;1.298269;0.989405;
0.557580;0.943556;1.935182;6.269764;1.298255;0.989402;
0.557776;0.943666;1.929255;6.266096;1.298228;0.989394;
0.558167;0.943887;1.917388;6.258723;1.298173;0.989379;
0.558332;0.943906;1.912467;6.255224;1.299276;0.989373;
0.558332;0.943979;1.912467;6.255575;1.298147;0.989373;
0.558834;0.944259;1.897231;6.246051;1.298107;0.989354;
0.559470;0.944613;1.877889;6.225288;1.300308;0.989330;
0.559470;0.944613;1.877889;6.233883;1.298087;0.989330;
0.559519;0.944641;1.876389;6.232949;1.298069;0.989328;
0.559568;0.944668;1.874890;6.232015;1.298061;0.989326;
0.559667;0.944723;1.871890;6.230143;1.298045;0.989323;
0.559864;0.944833;1.865887;6.226389;1.298014;0.989315;
0.560259;0.945053;1.853870;6.218844;1.297950;0.989301;
0.560436;0.945075;1.848549;6.215043;1.299102;0.989294;
0.560436;0.945152;1.848549;6.215405;1.297919;0.989294;
0.560929;0.945424;1.833517;6.205913;1.297866;0.989276;
0.561556;0.945771;1.814344;6.185248;1.299994;0.989253;
0.561556;0.945771;1.814344;6.193728;1.297830;0.989253;
0.561605;0.945799;1.812826;6.192772;1.297809;0.989251;
0.561655;0.945826;1.811308;6.191815;1.297800;0.989250;
0.561755;0.945881;1.808271;6.189899;1.297782;0.989246;
0.561953;0.945991;1.802193;6.186057;1.297746;0.989239;
0.562351;0.946211;1.790027;6.178334;1.297671;0.989224;
0.562539;0.946235;1.784344;6.174252;1.298863;0.989217;
0.562539;0.946315;1.784344;6.174622;1.297632;0.989217;
0.563023;0.946580;1.769519;6.165161;1.297570;0.989200;
0.563642;0.946919;1.750507;6.144589;1.299628;0.989178;
0.563642;0.946919;1.750507;6.152947;1.297520;0.989178;
0.563692;0.946947;1.748969;6.151965;1.297499;0.989177;
0.563742;0.946974;1.747431;6.150983;1.297489;0.989175;
0.563842;0.947029;1.744354;6.149015;1.297470;0.989171;
0.564043;0.947139;1.738199;6.145070;1.297431;0.989164;
0.564444;0.947359;1.725879;6.137141;1.297352;0.989150;
0.564643;0.947386;1.719826;6.130820;1.299081;0.989143;
0.564643;0.947468;1.719826;6.133179;1.297307;0.989143;
0.564820;0.947565;1.714367;6.129649;1.297279;0.989137;
0.564998;0.947661;1.708906;6.126110;1.297252;0.989131;
0.565037;0.947664;1.707714;6.123934;1.297872;0.989129;
0.565037;0.947682;1.707714;6.125270;1.297248;0.989129;
0.565038;0.947682;1.707684;6.125215;1.297265;0.989129;
0.565038;0.947682;1.707684;6.125215;1.297265;0.989129;
0.565039;0.947682;1.707653;6.125155;1.297283;0.989129;
0.565039;0.947685;1.707653;6.125215;1.297234;0.989129;
0.565040;0.947685;1.707623;6.125155;1.297252;0.989129;
0.565040;0.947685;1.707623;6.125155;1.297252;0.989129;
0.565041;0.947685;1.707592;6.125120;1.297265;0.989129;
0.565041;0.947685;1.707592;6.125120;1.297265;0.989129;
0.565045;0.947686;1.707469;6.125065;1.297276;0.989129;
0.565045;0.947686;1.707469;6.125065;1.297276;0.989129;
0.565052;0.947687;1.707253;6.124753;1.297355;0.989129;
0.565052;0.947692;1.707253;6.124994;1.297222;0.989129;
0.565053;0.947692;1.707223;6.124979;1.297233;0.989129;
0.565053;0.947692;1.707223;6.124979;1.297233;0.989129;
0.565067;0.947696;1.706792;6.124453;1.297347;0.989128;
0.565067;0.947701;1.706792;6.124712;1.297205;0.989128;
0.565068;0.947701;1.706761;6.124694;1.297216;0.989128;
0.565068;0.947701;1.706761;6.124694;1.297216;0.989128;
0.565097;0.947715;1.705873;6.124122;1.297235;0.989127;
0.565097;0.947715;1.705869;6.124114;1.297238;0.989127;
0.565097;0.947715;1.705869;6.124114;1.297238;0.989127;
0.565098;0.947716;1.705838;6.124098;1.297236;0.989127;
0.565098;0.947716;1.705789;6.124003;1.297265;0.989127;
0.565156;0.947732;1.704030;6.121721;1.297767;0.989125;
0.565156;0.947747;1.704055;6.122916;1.297228;0.989125;
0.565158;0.947747;1.703994;6.122877;1.297243;0.989125;
0.565158;0.947747;1.703994;6.122877;1.297243;0.989125;
0.565275;0.947813;1.700393;6.120585;1.297193;0.989121;
0.565275;0.947813;1.700393;6.120585;1.297193;0.989121;
0.565277;0.947813;1.700331;6.120548;1.297203;0.989121;
0.565277;0.947813;1.700331;6.120548;1.297203;0.989121;
0.565321;0.947825;1.698980;6.118776;1.297591;0.989120;
0.565321;0.947826;1.698980;6.118776;1.297589;0.989120;
0.565512;0.947873;1.693132;6.110737;1.299434;0.989113;
0.565512;0.947941;1.693132;6.115914;1.297149;0.989113;
0.565517;0.947941;1.692978;6.115802;1.297188;0.989113;
0.565517;0.947941;1.692978;6.115802;1.297188;0.989113;
0.565963;0.948186;1.679217;6.106865;1.297062;0.989097;
0.565988;0.948187;1.678476;6.105412;1.297484;0.989097;
0.565988;0.948200;1.678476;6.106329;1.297059;0.989097;
0.565996;0.948201;1.678229;6.106174;1.297099;0.989096;
0.565996;0.948201;1.678229;6.106174;1.297099;0.989096;
0.566463;0.948457;1.663826;6.096623;1.297019;0.989080;
0.566463;0.948459;1.663826;6.096850;1.296922;0.989080;
0.566476;0.948461;1.663425;6.096582;1.296995;0.989080;
0.566476;0.948461;1.663425;6.096582;1.296995;0.989080;
0.566938;0.948714;1.649164;6.087067;1.296917;0.989064;
0.566938;0.948716;1.649164;6.087313;1.296813;0.989064;
0.566955;0.948720;1.648640;6.086967;1.296890;0.989064;
0.566955;0.948720;1.648640;6.086967;1.296890;0.989064;
0.567422;0.948974;1.634197;6.077551;1.296760;0.989048;
0.567889;0.949106;1.619902;6.058604;1.300748;0.989033;
0.567889;0.949224;1.619902;6.068102;1.296681;0.989033;
0.567914;0.949232;1.619129;6.067570;1.296757;0.989032;
0.567914;0.949232;1.619129;6.067570;1.296757;0.989032;
0.568141;0.949360;1.612094;6.062984;1.296612;0.989024;
0.568369;0.949482;1.605057;6.058358;1.296560;0.989017;
0.568824;0.949726;1.590974;6.049059;1.296452;0.989002;
0.568840;0.949727;1.590487;6.048094;1.296724;0.989001;
0.568840;0.949735;1.590487;6.048701;1.296450;0.989001;
0.568872;0.949740;1.589498;6.048003;1.296628;0.989000;
0.568872;0.949752;1.589498;6.048088;1.296464;0.989000;
0.569311;0.949986;1.575902;6.039119;1.296338;0.988986;
0.569750;0.950220;1.562299;6.030110;1.296231;0.988972;
0.569790;0.950222;1.561078;6.027731;1.296885;0.988970;
0.569790;0.950241;1.561078;6.029209;1.296224;0.988970;
0.569831;0.950244;1.559813;6.028291;1.296502;0.988969;
0.569831;0.950263;1.559813;6.028443;1.296212;0.988969;
0.570104;0.950407;1.551356;6.022841;1.296147;0.988960;
0.570376;0.950552;1.542897;6.017214;1.296083;0.988951;
0.570922;0.950841;1.525969;6.005896;1.295948;0.988934;
0.571067;0.950851;1.521555;5.997739;1.298135;0.988930;
0.571067;0.950918;1.521555;6.002902;1.295915;0.988930;
0.571068;0.950918;1.521524;6.002841;1.295933;0.988930;
0.571068;0.950918;1.521524;6.002841;1.295933;0.988930;
0.571069;0.950918;1.521493;6.002800;1.295942;0.988930;
0.571069;0.950918;1.521493;6.002800;1.295942;0.988930;
0.571070;0.950918;1.521462;6.002739;1.295959;0.988930;
0.571070;0.950918;1.521462;6.002739;1.295959;0.988930;
0.571071;0.950918;1.521431;6.002688;1.295973;0.988930;
0.571071;0.950918;1.521431;6.002688;1.295973;0.988930;
0.571074;0.950919;1.521338;6.002543;1.296007;0.988929;
0.571074;0.950924;1.521338;6.002758;1.295881;0.988929;
0.571080;0.950924;1.521152;6.002406;1.295981;0.988929;
0.571080;0.950927;1.521152;6.002649;1.295873;0.988929;
0.571081;0.950927;1.521121;6.002593;1.295889;0.988929;
0.571081;0.950927;1.521121;6.002593;1.295889;0.988929;
0.571094;0.950929;1.520717;6.002063;1.296015;0.988929;
0.571094;0.950931;1.520717;6.002360;1.295909;0.988929;
0.571095;0.950931;1.520686;6.002306;1.295925;0.988929;
0.571095;0.950931;1.520686;6.002306;1.295925;0.988929;
0.571122;0.950935;1.519850;6.000923;1.296271;0.988928;
0.571122;0.950946;1.519850;6.001722;1.295906;0.988928;
0.571123;0.950946;1.519819;6.001676;1.295919;0.988928;
0.571123;0.950946;1.519819;6.001676;1.295919;0.988928;
0.571177;0.950961;1.518145;5.999462;1.296383;0.988926;
0.571177;0.950975;1.518145;6.000565;1.295893;0.988926;
0.571178;0.950975;1.518114;6.000531;1.295903;0.988926;
0.571178;0.950975;1.518114;6.000531;1.295903;0.988926;
0.571287;0.951033;1.514730;5.998231;1.295890;0.988923;
0.571287;0.951033;1.514730;5.998231;1.295890;0.988923;
0.571289;0.951034;1.514668;5.998219;1.295891;0.988923;
0.571289;0.951034;1.514668;5.998219;1.295891;0.988923;
0.571506;0.951090;1.507961;5.989101;1.297810;0.988916;
0.571506;0.951149;1.507961;5.993838;1.295796;0.988916;
0.571511;0.951149;1.507806;5.993723;1.295834;0.988916;
0.571511;0.951149;1.507806;5.993723;1.295834;0.988916;
0.571946;0.951381;1.494300;5.984677;1.295674;0.988902;
0.571946;0.951381;1.494295;5.984666;1.295677;0.988902;
0.571946;0.951381;1.494295;5.984666;1.295677;0.988902;
0.571954;0.951382;1.494046;5.984489;1.295717;0.988902;
0.571954;0.951382;1.494046;5.984489;1.295717;0.988902;
0.572396;0.951617;1.480301;5.975258;1.295557;0.988888;
0.572471;0.951637;1.477984;5.972090;1.296206;0.988886;
0.572471;0.951637;1.477984;5.972090;1.296206;0.988886;
0.572826;0.951810;1.467421;5.963254;1.296631;0.988875;
0.572826;0.951842;1.467421;5.966242;1.295445;0.988875;
0.572841;0.951843;1.466977;5.965895;1.295550;0.988874;
0.572841;0.951843;1.466977;5.965895;1.295550;0.988874;
0.573305;0.952092;1.453620;5.956170;1.295312;0.988860;
0.573705;0.952186;1.443450;5.938370;1.299116;0.988848;
0.573705;0.952300;1.443450;5.947775;1.295199;0.988848;
0.573728;0.952306;1.442821;5.947266;1.295280;0.988848;
0.573728;0.952306;1.442821;5.947266;1.295280;0.988848;
0.573954;0.952429;1.436765;5.942528;1.295126;0.988841;
0.574180;0.952547;1.430846;5.937751;1.295058;0.988834;
0.574585;0.952749;1.420744;5.927485;1.295455;0.988822;
0.574585;0.952758;1.420744;5.929162;1.294935;0.988822;
0.574614;0.952760;1.420039;5.928486;1.295134;0.988821;
0.574614;0.952773;1.420039;5.928581;1.294952;0.988821;
0.574870;0.952905;1.413814;5.923123;1.294848;0.988813;
0.575126;0.953037;1.407764;5.917683;1.294773;0.988806;
0.575464;0.953165;1.400289;5.905775;1.296478;0.988796;
0.575464;0.953212;1.400289;5.910485;1.294680;0.988796;
0.575501;0.953220;1.399459;5.909646;1.294839;0.988795;
0.575501;0.953231;1.399459;5.909724;1.294688;0.988795;
0.575640;0.953302;1.396377;5.906738;1.294620;0.988791;
0.575778;0.953374;1.393345;5.903775;1.294580;0.988787;
0.576056;0.953516;1.387486;5.897834;1.294498;0.988779;
0.576344;0.953605;1.381903;5.885956;1.296639;0.988770;
0.576344;0.953664;1.381903;5.891665;1.294422;0.988770;
0.576388;0.953678;1.381020;5.890685;1.294538;0.988769;
0.576388;0.953678;1.381020;5.890685;1.294538;0.988769;
0.576868;0.953933;1.371935;5.880424;1.294249;0.988755;
0.577223;0.954086;1.365701;5.869027;1.295439;0.988745;
0.577223;0.954114;1.365701;5.872795;1.294145;0.988745;
0.577275;0.954127;1.364784;5.871614;1.294345;0.988744;
0.577275;0.954141;1.364784;5.871713;1.294154;0.988744;
0.577463;0.954237;1.361528;5.867635;1.294062;0.988739;
0.577651;0.954332;1.358362;5.863586;1.294003;0.988733;
0.578026;0.954524;1.352395;5.855462;1.293883;0.988723;
0.578102;0.954531;1.351407;5.851016;1.294984;0.988721;
0.578102;0.954562;1.351407;5.853839;1.293864;0.988721;
0.578162;0.954575;1.350494;5.852458;1.294128;0.988719;
0.578162;0.954593;1.350494;5.852532;1.293840;0.988719;
0.578393;0.954710;1.347056;5.847538;1.293768;0.988713;
0.578624;0.954827;1.343753;5.842526;1.293697;0.988706;
0.578982;0.954995;1.339075;5.831499;1.294551;0.988696;
0.578982;0.955009;1.339075;5.834734;1.293593;0.988696;
0.579049;0.955027;1.338204;5.833206;1.293825;0.988694;
0.579049;0.955043;1.338204;5.833321;1.293603;0.988694;
0.579287;0.955163;1.335212;5.828108;1.293491;0.988688;
0.579524;0.955283;1.332363;5.822925;1.293418;0.988681;
0.579861;0.955429;1.328769;5.811582;1.294586;0.988672;
0.579861;0.955453;1.328769;5.815585;1.293324;0.988672;
0.579935;0.955479;1.327969;5.813922;1.293459;0.988670;
0.579935;0.955490;1.327969;5.813996;1.293317;0.988670;
0.580229;0.955638;1.324974;5.807520;1.293202;0.988663;
0.580524;0.955786;1.322196;5.801057;1.293111;0.988655;
0.580741;0.955841;1.320554;5.790632;1.295151;0.988649;
0.580741;0.955895;1.320554;5.796312;1.293057;0.988649;
0.580812;0.955931;1.319940;5.794756;1.293021;0.988647;
0.580822;0.955932;1.319856;5.794520;1.293085;0.988647;
0.580822;0.955936;1.319856;5.794551;1.293039;0.988647;
0.581424;0.956237;1.315569;5.781304;1.292833;0.988631;
0.581620;0.956283;1.314544;5.771505;1.294805;0.988626;
0.581620;0.956335;1.314544;5.776995;1.292783;0.988626;
0.581693;0.956372;1.314075;5.775382;1.292749;0.988624;
0.581709;0.956374;1.313978;5.775008;1.292842;0.988624;
0.581709;0.956380;1.313978;5.775052;1.292769;0.988624;
0.582371;0.956710;1.310842;5.760365;1.292551;0.988607;
0.582500;0.956731;1.310518;5.753227;1.294130;0.988604;
0.582500;0.956774;1.310518;5.757534;1.292522;0.988604;
0.582594;0.956821;1.310130;5.755461;1.292484;0.988601;
0.582596;0.956821;1.310122;5.755410;1.292499;0.988601;
0.582596;0.956822;1.310122;5.755417;1.292493;0.988601;
0.583379;0.957210;1.308387;5.737747;1.292321;0.988582;
0.583379;0.957213;1.308387;5.738005;1.292212;0.988582;
0.583483;0.957219;1.308419;5.735484;1.292902;0.988579;
0.583483;0.957262;1.308419;5.735685;1.292229;0.988579;
0.584259;0.957645;1.308348;5.717864;1.292131;0.988560;
0.584259;0.957645;1.308348;5.718331;1.292018;0.988560;
0.584370;0.957653;1.308578;5.715649;1.292725;0.988557;
0.584370;0.957700;1.308578;5.715860;1.291986;0.988557;
0.585022;0.958022;1.309677;5.701302;1.291791;0.988541;
0.585138;0.958042;1.310116;5.694751;1.293201;0.988539;
0.585138;0.958079;1.310116;5.698725;1.291767;0.988539;
0.585239;0.958129;1.310344;5.696460;1.291728;0.988536;
0.585256;0.958130;1.310387;5.696053;1.291833;0.988536;
0.585256;0.958137;1.310387;5.696102;1.291746;0.988536;
0.586018;0.958510;1.313668;5.676203;1.292149;0.988518;
0.586018;0.958511;1.313668;5.678962;1.291541;0.988518;
0.586143;0.958563;1.314227;5.676118;1.291637;0.988515;
0.586143;0.958563;1.314227;5.676118;1.291637;0.988515;
0.586897;0.958939;1.319070;5.656023;1.292031;0.988498;
0.586897;0.958940;1.319070;5.659188;1.291326;0.988498;
0.587022;0.959001;1.319881;5.656373;1.291284;0.988495;
0.587030;0.959001;1.319937;5.656170;1.291342;0.988495;
0.587030;0.959005;1.319937;5.656198;1.291297;0.988495;
0.587777;0.959368;1.326241;5.636646;1.291707;0.988478;
0.587777;0.959368;1.326241;5.639280;1.291134;0.988478;
0.587917;0.959430;1.327448;5.636088;1.291180;0.988475;
0.587917;0.959430;1.327448;5.636088;1.291180;0.988475;
0.588656;0.959794;1.335106;5.617918;1.291251;0.988458;
0.588656;0.959794;1.335106;5.619345;1.290939;0.988458;
0.588804;0.959831;1.336734;5.615832;1.291456;0.988455;
0.588804;0.959866;1.336734;5.615960;1.290903;0.988455;
0.589276;0.960094;1.342247;5.605220;1.290809;0.988445;
0.589536;0.960203;1.345580;5.594544;1.292037;0.988439;
0.589536;0.960219;1.345580;5.599320;1.290777;0.988439;
0.589618;0.960259;1.346609;5.597445;1.290745;0.988438;
0.589691;0.960290;1.347528;5.595776;1.290796;0.988436;
0.589691;0.960294;1.347528;5.595807;1.290753;0.988436;
0.590390;0.960631;1.357445;5.579835;1.290594;0.988421;
0.590415;0.960633;1.357928;5.578263;1.290963;0.988421;
0.590415;0.960643;1.357928;5.579200;1.290594;0.988421;
0.590577;0.960673;1.360410;5.575321;1.291322;0.988417;
0.590577;0.960721;1.360410;5.575545;1.290564;0.988417;
0.591045;0.960945;1.367728;5.564847;1.290487;0.988408;
0.591295;0.961052;1.371925;5.554375;1.291665;0.988403;
0.591295;0.961065;1.371925;5.559123;1.290468;0.988403;
0.591377;0.961104;1.373276;5.557240;1.290439;0.988401;
0.591459;0.961144;1.374642;5.555355;1.290425;0.988399;
0.591464;0.961144;1.374717;5.555246;1.290457;0.988399;
0.591464;0.961144;1.374717;5.555246;1.290457;0.988399;
0.592045;0.961423;1.385093;5.541921;1.290350;0.988387;
0.592174;0.961439;1.387915;5.534175;1.292045;0.988385;
0.592174;0.961484;1.387915;5.539003;1.290354;0.988385;
0.592253;0.961522;1.389382;5.537171;1.290329;0.988383;
0.592333;0.961560;1.390861;5.535338;1.290319;0.988382;
0.592351;0.961561;1.391200;5.534897;1.290438;0.988382;
0.592351;0.961561;1.391200;5.534897;1.290438;0.988382;
0.592907;0.961834;1.402216;5.522099;1.290253;0.988371;
0.593054;0.961855;1.405673;5.513398;1.292113;0.988368;
0.593054;0.961904;1.405673;5.518754;1.290241;0.988368;
0.593125;0.961938;1.407125;5.517118;1.290232;0.988367;
0.593196;0.961972;1.408588;5.515479;1.290222;0.988365;
0.593238;0.961978;1.409456;5.514464;1.290442;0.988364;
0.593238;0.961992;1.409456;5.514564;1.290252;0.988364;
0.593810;0.962263;1.421931;5.501340;1.290163;0.988353;
0.593933;0.962279;1.425097;5.493905;1.291767;0.988351;
0.593933;0.962322;1.425097;5.498537;1.290173;0.988351;
0.594015;0.962361;1.426937;5.496639;1.290149;0.988350;
0.594097;0.962400;1.428791;5.494738;1.290141;0.988348;
0.594125;0.962402;1.429419;5.494061;1.290312;0.988348;
0.594125;0.962413;1.429419;5.494138;1.290166;0.988348;
0.594666;0.962669;1.442238;5.481592;1.290100;0.988338;
0.594812;0.962691;1.446206;5.472952;1.291913;0.988335;
0.594812;0.962738;1.446206;5.478261;1.290096;0.988335;
0.594883;0.962772;1.447935;5.476612;1.290092;0.988334;
0.594954;0.962806;1.449673;5.474960;1.290087;0.988332;
0.595012;0.962817;1.451094;5.473560;1.290345;0.988331;
0.595012;0.962833;1.451094;5.473617;1.290085;0.988331;
0.595527;0.963076;1.464257;5.461666;1.290068;0.988322;
0.595692;0.963104;1.469001;5.452069;1.292029;0.988319;
0.595692;0.963154;1.469001;5.457883;1.290070;0.988319;
0.595756;0.963184;1.470691;5.456387;1.290069;0.988318;
0.595821;0.963215;1.472390;5.454887;1.290066;0.988317;
0.595898;0.963236;1.474425;5.453048;1.290299;0.988316;
0.595898;0.963251;1.474425;5.453099;1.290064;0.988316;
0.596391;0.963483;1.487935;5.441656;1.290060;0.988307;
0.596571;0.963517;1.493399;5.431348;1.292109;0.988304;
0.596571;0.963567;1.493399;5.437524;1.290067;0.988304;
0.596631;0.963596;1.495094;5.436117;1.290068;0.988303;
0.596692;0.963624;1.496797;5.434705;1.290068;0.988302;
0.596785;0.963658;1.499432;5.432499;1.290232;0.988300;
0.596785;0.963668;1.499432;5.432571;1.290095;0.988300;
0.597261;0.963891;1.513333;5.421445;1.290085;0.988292;
0.597451;0.963930;1.519426;5.410674;1.292175;0.988289;
0.597451;0.963980;1.519426;5.417052;1.290100;0.988289;
0.597509;0.964008;1.521167;5.415697;1.290102;0.988288;
0.597568;0.964035;1.522915;5.414338;1.290103;0.988287;
0.597672;0.964079;1.526061;5.411889;1.290188;0.988285;
0.597672;0.964079;1.526061;5.411889;1.290188;0.988285;
0.598118;0.964293;1.539891;5.401514;1.290127;0.988278;
0.598330;0.964342;1.546986;5.389859;1.292286;0.988275;
0.598330;0.964392;1.546986;5.396624;1.290147;0.988275;
0.598385;0.964417;1.548718;5.395348;1.290152;0.988274;
0.598439;0.964443;1.550456;5.394067;1.290155;0.988273;
0.598549;0.964494;1.553954;5.391505;1.290162;0.988271;
0.598559;0.964494;1.554278;5.391254;1.290235;0.988271;
0.598559;0.964494;1.554278;5.391254;1.290235;0.988271;
0.598983;0.964697;1.568161;5.381351;1.290203;0.988264;
0.599210;0.964755;1.576119;5.369140;1.292370;0.988261;
0.599210;0.964803;1.576119;5.376079;1.290234;0.988261;
0.599263;0.964828;1.577895;5.374840;1.290240;0.988260;
0.599316;0.964852;1.579677;5.373597;1.290245;0.988259;
0.599422;0.964902;1.583261;5.371110;1.290254;0.988257;
0.599446;0.964903;1.584058;5.370526;1.290413;0.988257;
0.599446;0.964903;1.584058;5.370526;1.290413;0.988257;
0.599858;0.965105;1.598288;5.360915;1.290305;0.988251;
0.600089;0.965167;1.606741;5.348634;1.292431;0.988247;
0.600089;0.965212;1.606741;5.355564;1.290343;0.988247;
0.600142;0.965237;1.608605;5.354325;1.290351;0.988247;
0.600195;0.965262;1.610474;5.353081;1.290358;0.988246;
0.600301;0.965311;1.614232;5.350592;1.290372;0.988244;
0.600333;0.965313;1.615378;5.349794;1.290580;0.988244;
0.600333;0.965326;1.615378;5.349884;1.290410;0.988244;
0.600750;0.965520;1.630513;5.340046;1.290441;0.988237;
0.600969;0.965577;1.638908;5.328238;1.292509;0.988234;
0.600969;0.965622;1.638908;5.334963;1.290486;0.988234;
0.601023;0.965647;1.640915;5.333691;1.290495;0.988233;
0.601078;0.965672;1.642928;5.332414;1.290503;0.988233;
0.601187;0.965723;1.646973;5.329859;1.290520;0.988231;
0.601219;0.965725;1.648186;5.329054;1.290732;0.988231;
0.601219;0.965738;1.648186;5.329144;1.290559;0.988231;
0.601626;0.965926;1.663613;5.319562;1.290604;0.988225;
0.601848;0.965987;1.672504;5.307661;1.292638;0.988222;
0.601848;0.966029;1.672504;5.314391;1.290658;0.988222;
0.601902;0.966054;1.674593;5.313120;1.290671;0.988221;
0.601956;0.966080;1.676687;5.311844;1.290682;0.988220;
0.602065;0.966130;1.680894;5.309292;1.290705;0.988219;
0.602106;0.966133;1.682516;5.308260;1.290965;0.988218;
0.602106;0.966149;1.682516;5.308309;1.290716;0.988218;
0.602499;0.966331;1.698095;5.299052;1.290811;0.988212;
0.602728;0.966397;1.707578;5.286984;1.292808;0.988209;
0.602728;0.966436;1.707578;5.293716;1.290879;0.988209;
0.602782;0.966461;1.709747;5.292452;1.290894;0.988209;
0.602836;0.966486;1.711921;5.291181;1.290907;0.988208;
0.602944;0.966536;1.716289;5.288641;1.290934;0.988207;
0.602993;0.966541;1.718300;5.287417;1.291230;0.988206;
0.602993;0.966559;1.718300;5.287472;1.290948;0.988206;
0.603378;0.966737;1.734188;5.278413;1.291047;0.988201;
0.603607;0.966806;1.744026;5.266408;1.292991;0.988198;
0.603607;0.966843;1.744026;5.273081;1.291119;0.988198;
0.603661;0.966868;1.746294;5.271806;1.291135;0.988197;
0.603715;0.966893;1.748567;5.270525;1.291151;0.988196;
0.603824;0.966943;1.753131;5.267964;1.291181;0.988195;
0.603880;0.966950;1.755516;5.266568;1.291509;0.988194;
0.603880;0.966969;1.755516;5.266628;1.291200;0.988194;
0.604258;0.967143;1.771703;5.257718;1.291318;0.988189;
0.604487;0.967214;1.781906;5.245752;1.293216;0.988187;
0.604487;0.967249;1.781906;5.252359;1.291403;0.988187;
0.604541;0.967274;1.784275;5.251077;1.291421;0.988186;
0.604596;0.967299;1.786648;5.249790;1.291438;0.988185;
0.604705;0.967349;1.791415;5.247216;1.291473;0.988184;
0.604767;0.967358;1.794136;5.245683;1.291825;0.988183;
0.604767;0.967378;1.794136;5.245746;1.291496;0.988183;
0.605138;0.967548;1.810621;5.237003;1.291633;0.988178;
0.605366;0.967621;1.821107;5.225150;1.293482;0.988176;
0.605366;0.967653;1.821107;5.231680;1.291731;0.988176;
0.605421;0.967678;1.823579;5.230385;1.291753;0.988175;
0.605476;0.967703;1.826057;5.229083;1.291775;0.988174;
0.605586;0.967754;1.831031;5.226482;1.291818;0.988173;
0.605654;0.967763;1.834137;5.224792;1.292196;0.988172;
0.605654;0.967785;1.834137;5.224857;1.291849;0.988172;
0.606019;0.967953;1.850916;5.216238;1.291987;0.988168;
0.606246;0.968028;1.861693;5.204474;1.293786;0.988165;
0.606246;0.968058;1.861693;5.210925;1.292088;0.988165;
0.606301;0.968083;1.864271;5.209620;1.292111;0.988165;
0.606357;0.968109;1.866854;5.208310;1.292132;0.988164;
0.606468;0.968160;1.872039;5.205689;1.292176;0.988163;
0.606540;0.968170;1.875444;5.203901;1.292570;0.988162;
0.606540;0.968193;1.875444;5.203968;1.292209;0.988162;
0.606900;0.968358;1.892521;5.195482;1.292371;0.988158;
0.607125;0.968433;1.903546;5.183832;1.294127;0.988156;
0.607125;0.968461;1.903546;5.190210;1.292488;0.988156;
0.607181;0.968486;1.906228;5.188892;1.292515;0.988155;
0.607237;0.968512;1.908914;5.187568;1.292542;0.988154;
0.607348;0.968563;1.914306;5.184921;1.292596;0.988153;
0.607427;0.968576;1.918125;5.182977;1.293013;0.988152;
0.607427;0.968599;1.918125;5.183046;1.292638;0.988152;
0.607782;0.968762;1.935499;5.174661;1.292806;0.988148;
0.608005;0.968838;1.946739;5.163140;1.294512;0.988146;
0.608005;0.968864;1.946739;5.169431;1.292928;0.988146;
0.608061;0.968890;1.949530;5.168100;1.292956;0.988145;
0.608118;0.968916;1.952326;5.166764;1.292984;0.988145;
0.608231;0.968968;1.957938;5.164091;1.293040;0.988144;
0.608314;0.968982;1.962111;5.162033;1.293475;0.988143;
0.608314;0.969006;1.962111;5.162104;1.293086;0.988143;
0.608665;0.969166;1.979786;5.153822;1.293277;0.988139;
0.608884;0.969243;1.991148;5.142487;1.294939;0.988137;
0.608884;0.969266;1.991148;5.148679;1.293413;0.988137;
0.608941;0.969292;1.994055;5.147329;1.293446;0.988137;
0.608998;0.969318;1.996968;5.145974;1.293479;0.988136;
0.609112;0.969371;2.002813;5.143264;1.293546;0.988135;
0.609201;0.969386;2.007376;5.141076;1.294001;0.988134;
0.609201;0.969411;2.007376;5.141148;1.293602;0.988134;
0.609548;0.969570;2.025352;5.132948;1.293800;0.988131;
0.609764;0.969647;2.036850;5.121774;1.295415;0.988129;
0.609764;0.969669;2.036850;5.127872;1.293940;0.988129;
0.609822;0.969695;2.039872;5.126509;1.293974;0.988128;
0.609879;0.969721;2.042900;5.125139;1.294009;0.988128;
0.609995;0.969774;2.048974;5.122401;1.294078;0.988126;
0.610088;0.969791;2.053895;5.120108;1.294549;0.988126;
0.610088;0.969817;2.053895;5.120182;1.294139;0.988126;
0.610431;0.969973;2.072179;5.112067;1.294361;0.988122;
0.610643;0.970050;2.083718;5.101109;1.295934;0.988121;
0.610643;0.970070;2.083718;5.107103;1.294514;0.988121;
