time;WPP4B_WPP_wPPControl2015_qControl_PWPPu;WPP4B_WPP_wPPControl2015_qControl_QWPPu;WPP4B_WPP_wPPControl2015_qControl_UWPPu;WPP4B_WPP_terminal_V_re;WPP4B_WPP_terminal_V_im;WPP4B_WPP_terminal_i_re;WPP4B_WPP_terminal_i_im;
0.023527;1.000053;-0.210025;1.000174;0.976185;0.217739;-0.930183;-0.422627;
0.023527;1.000053;-0.210025;1.000174;0.976185;0.217739;-0.930183;-0.422627;
0.023873;1.000052;-0.210025;1.000174;0.976185;0.217738;-0.930182;-0.422626;
0.024219;1.000050;-0.210025;1.000174;0.976186;0.217738;-0.930181;-0.422625;
0.024911;1.000048;-0.210024;1.000175;0.976186;0.217737;-0.930178;-0.422622;
0.026294;1.000042;-0.210023;1.000175;0.976187;0.217736;-0.930173;-0.422618;
0.026883;1.000040;-0.210022;1.000176;0.976188;0.217735;-0.930171;-0.422616;
0.026883;1.000040;-0.210022;1.000176;0.976188;0.217735;-0.930171;-0.422616;
0.026883;1.000040;-0.210022;1.000176;0.976188;0.217735;-0.930171;-0.422616;
0.026883;1.000040;-0.210022;1.000176;0.976188;0.217735;-0.930171;-0.422616;
0.027233;1.000039;-0.210022;1.000176;0.976188;0.217735;-0.930170;-0.422615;
0.027583;1.000038;-0.210021;1.000176;0.976188;0.217734;-0.930169;-0.422614;
0.028282;1.000036;-0.210021;1.000176;0.976189;0.217734;-0.930167;-0.422612;
0.029681;1.000031;-0.210019;1.000177;0.976190;0.217733;-0.930163;-0.422608;
0.032478;1.000024;-0.210016;1.000178;0.976192;0.217731;-0.930156;-0.422601;
0.038073;1.000013;-0.210011;1.000181;0.976195;0.217728;-0.930146;-0.422589;
0.049262;1.000000;-0.210001;1.000184;0.976199;0.217724;-0.930134;-0.422572;
0.060451;0.999995;-0.209995;1.000186;0.976202;0.217723;-0.930129;-0.422562;
0.082830;0.999992;-0.209990;1.000188;0.976204;0.217722;-0.930126;-0.422553;
0.105208;0.999995;-0.209990;1.000188;0.976203;0.217722;-0.930129;-0.422556;
0.127587;0.999996;-0.209992;1.000187;0.976203;0.217723;-0.930130;-0.422559;
0.167554;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.167554;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.168051;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.168549;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.169197;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.169197;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.169197;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.169696;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.170195;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.171193;0.999998;-0.209995;1.000186;0.976202;0.217723;-0.930132;-0.422563;
0.173190;0.999998;-0.209995;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.177182;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422563;
0.185168;0.999998;-0.209996;1.000186;0.976201;0.217723;-0.930132;-0.422564;
0.201139;0.999998;-0.209997;1.000186;0.976201;0.217723;-0.930132;-0.422565;
0.233081;0.999999;-0.209998;1.000186;0.976201;0.217724;-0.930133;-0.422566;
0.296965;0.999999;-0.209999;1.000185;0.976200;0.217724;-0.930133;-0.422568;
0.424733;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.680269;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.838471;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422569;
0.838471;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422569;
0.839668;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422569;
0.840865;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422569;
0.843259;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.848047;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.857623;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.876776;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.915082;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.991693;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.144915;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.451358;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.001035;0.999998;-0.210000;1.000185;0.976200;0.217723;-0.930132;-0.422569;
2.001066;0.999998;-0.210001;1.000185;0.976200;0.217723;-0.930132;-0.422569;
2.001066;0.999998;-0.210001;1.000185;0.976200;0.217723;-0.930132;-0.422569;
2.001533;0.999996;-0.210001;1.000185;0.976200;0.217723;-0.930130;-0.422569;
2.002000;0.999994;-0.210001;1.000185;0.976200;0.217722;-0.930128;-0.422568;
2.002934;0.999986;-0.210003;1.000185;0.976200;0.217721;-0.930122;-0.422567;
2.003867;0.999975;-0.210006;1.000184;0.976201;0.217718;-0.930111;-0.422564;
2.005735;0.999934;-0.210014;1.000184;0.976203;0.217707;-0.930074;-0.422554;
2.007603;0.999864;-0.210026;1.000184;0.976207;0.217690;-0.930010;-0.422535;
2.011338;0.999612;-0.210073;1.000185;0.976221;0.217626;-0.929782;-0.422463;
2.015074;0.999200;-0.210139;1.000188;0.976248;0.217522;-0.929407;-0.422337;
2.018809;0.998612;-0.210225;1.000196;0.976289;0.217373;-0.928873;-0.422146;
2.022545;0.997843;-0.210325;1.000210;0.976347;0.217178;-0.928173;-0.421883;
2.026280;0.996893;-0.210436;1.000230;0.976422;0.216937;-0.927310;-0.421543;
2.033751;0.994483;-0.210667;1.000299;0.976628;0.216323;-0.925115;-0.420621;
2.041222;0.991424;-0.210915;1.000404;0.976908;0.215544;-0.922336;-0.419384;
2.048693;0.987796;-0.211132;1.000547;0.977259;0.214617;-0.919032;-0.417845;
2.056163;0.983662;-0.211310;1.000729;0.977676;0.213557;-0.915262;-0.416028;
2.063634;0.979084;-0.211449;1.000945;0.978153;0.212382;-0.911083;-0.413961;
2.071105;0.974116;-0.211547;1.001192;0.978683;0.211105;-0.906547;-0.411673;
2.078576;0.968812;-0.211609;1.001468;0.979258;0.209740;-0.901701;-0.409196;
2.086047;0.963214;-0.211637;1.001767;0.979871;0.208299;-0.896585;-0.406558;
2.100989;0.951346;-0.211598;1.002416;0.981180;0.205240;-0.885728;-0.400930;
2.115930;0.938708;-0.211499;1.003116;0.982571;0.201984;-0.874170;-0.394951;
2.116864;0.937893;-0.211491;1.003162;0.982660;0.201774;-0.873425;-0.394567;
2.118732;0.936258;-0.211473;1.003253;0.982839;0.201352;-0.871929;-0.393795;
2.122467;0.932964;-0.211434;1.003436;0.983200;0.200503;-0.868915;-0.392245;
2.129938;0.926292;-0.211352;1.003805;0.983925;0.198784;-0.862811;-0.389120;
2.144880;0.912673;-0.211173;1.004547;0.985384;0.195275;-0.850346;-0.382820;
2.159822;0.898736;-0.211015;1.005289;0.986844;0.191689;-0.837597;-0.376499;
2.174763;0.884577;-0.210834;1.006022;0.988291;0.188044;-0.824630;-0.370207;
2.189705;0.870243;-0.210657;1.006741;0.989717;0.184355;-0.811497;-0.363980;
2.204647;0.855773;-0.210495;1.007442;0.991115;0.180633;-0.798234;-0.357845;
2.234530;0.826559;-0.210222;1.008781;0.993814;0.173124;-0.771444;-0.345918;
2.264414;0.797030;-0.210067;1.010034;0.996375;0.165548;-0.744370;-0.334479;
2.294297;0.767326;-0.209907;1.011203;0.998794;0.157927;-0.717094;-0.323546;
2.324180;0.737470;-0.209822;1.012287;1.001070;0.150278;-0.689675;-0.313129;
2.383947;0.677574;-0.209722;1.014218;1.005200;0.134951;-0.634620;-0.293837;
2.437737;0.623572;-0.209689;1.015696;1.008444;0.121153;-0.584927;-0.278205;
2.491528;0.569589;-0.209680;1.016938;1.011253;0.107378;-0.535199;-0.264176;
2.499000;0.562094;-0.209680;1.017093;1.011610;0.105467;-0.528291;-0.262351;
2.499000;0.562094;-0.209680;1.017093;1.011610;0.105467;-0.528291;-0.262351;
2.499055;0.562037;-0.209680;1.017094;1.011612;0.105452;-0.528239;-0.262338;
2.499110;0.561982;-0.209680;1.017095;1.011615;0.105438;-0.528188;-0.262324;
2.499221;0.561871;-0.209680;1.017097;1.011620;0.105410;-0.528085;-0.262298;
2.499443;0.561648;-0.209680;1.017102;1.011631;0.105353;-0.527881;-0.262244;
2.499886;0.561204;-0.209680;1.017111;1.011651;0.105240;-0.527471;-0.262137;
2.500329;0.560759;-0.209680;1.017120;1.011672;0.105126;-0.527061;-0.262030;
2.501216;0.559870;-0.209680;1.017137;1.011714;0.104900;-0.526241;-0.261816;
2.502102;0.558981;-0.209681;1.017155;1.011755;0.104673;-0.525422;-0.261603;
2.502989;0.558092;-0.209681;1.017173;1.011796;0.104446;-0.524602;-0.261390;
2.503875;0.557203;-0.209681;1.017191;1.011838;0.104220;-0.523783;-0.261177;
2.504762;0.556314;-0.209681;1.017209;1.011879;0.103993;-0.522963;-0.260965;
2.505648;0.555425;-0.209681;1.017226;1.011920;0.103766;-0.522144;-0.260754;
2.506535;0.554536;-0.209681;1.017244;1.011961;0.103540;-0.521324;-0.260543;
2.508308;0.552758;-0.209681;1.017279;1.012042;0.103087;-0.519685;-0.260121;
2.510081;0.550980;-0.209682;1.017313;1.012123;0.102633;-0.518046;-0.259702;
2.511854;0.549202;-0.209682;1.017348;1.012203;0.102180;-0.516407;-0.259284;
2.513627;0.547424;-0.209682;1.017382;1.012283;0.101727;-0.514767;-0.258868;
2.515400;0.545647;-0.209682;1.017416;1.012363;0.101274;-0.513128;-0.258453;
2.517173;0.543869;-0.209682;1.017450;1.012442;0.100821;-0.511489;-0.258041;
2.520719;0.540314;-0.209683;1.017516;1.012599;0.099915;-0.508211;-0.257220;
2.524265;0.536759;-0.209683;1.017582;1.012754;0.099009;-0.504933;-0.256406;
2.527811;0.533205;-0.209684;1.017647;1.012907;0.098103;-0.501655;-0.255599;
2.531357;0.529651;-0.209684;1.017711;1.013059;0.097198;-0.498377;-0.254798;
2.534903;0.526097;-0.209685;1.017774;1.013209;0.096292;-0.495099;-0.254004;
2.538449;0.522543;-0.209685;1.017836;1.013356;0.095387;-0.491821;-0.253216;
2.541995;0.518990;-0.209686;1.017897;1.013502;0.094482;-0.488543;-0.252436;
2.549087;0.511884;-0.209687;1.018016;1.013789;0.092672;-0.481987;-0.250894;
2.556179;0.504779;-0.209688;1.018132;1.014069;0.090862;-0.475431;-0.249378;
2.563271;0.497674;-0.209689;1.018243;1.014342;0.089053;-0.468874;-0.247888;
2.577455;0.483467;-0.209691;1.018455;1.014866;0.085437;-0.455761;-0.244987;
2.591640;0.469261;-0.209692;1.018653;1.015361;0.081822;-0.442645;-0.242190;
2.620008;0.440848;-0.209697;1.019003;1.016269;0.074594;-0.416402;-0.236904;
2.642437;0.418381;-0.209699;1.019239;1.016908;0.068883;-0.395641;-0.233012;
2.642437;0.418380;-0.209700;1.019239;1.016908;0.068883;-0.395641;-0.233012;
2.642535;0.418282;-0.209700;1.019240;1.016911;0.068857;-0.395549;-0.232996;
2.642634;0.418183;-0.209700;1.019240;1.016914;0.068832;-0.395458;-0.232979;
2.642832;0.417985;-0.209700;1.019242;1.016919;0.068782;-0.395275;-0.232946;
2.643224;0.417592;-0.209700;1.019246;1.016929;0.068682;-0.394912;-0.232881;
2.643224;0.417592;-0.209700;1.019246;1.016929;0.068682;-0.394912;-0.232881;
2.643323;0.417493;-0.209700;1.019247;1.016932;0.068657;-0.394820;-0.232864;
2.643422;0.417394;-0.209700;1.019248;1.016935;0.068632;-0.394728;-0.232847;
2.643620;0.417196;-0.209700;1.019250;1.016940;0.068581;-0.394545;-0.232814;
2.644017;0.416800;-0.209700;1.019254;1.016951;0.068481;-0.394179;-0.232748;
2.644810;0.416010;-0.209699;1.019261;1.016972;0.068280;-0.393450;-0.232616;
2.646395;0.414449;-0.209697;1.019277;1.017014;0.067883;-0.392007;-0.232355;
2.649566;0.411437;-0.209685;1.019308;1.017096;0.067117;-0.389222;-0.231845;
2.652737;0.408609;-0.209662;1.019341;1.017176;0.066398;-0.386607;-0.231358;
2.655908;0.406006;-0.209628;1.019374;1.017252;0.065735;-0.384199;-0.230900;
2.659080;0.403654;-0.209583;1.019407;1.017324;0.065137;-0.382024;-0.230474;
2.662251;0.401569;-0.209529;1.019440;1.017391;0.064605;-0.380095;-0.230084;
2.665422;0.399756;-0.209470;1.019472;1.017452;0.064143;-0.378416;-0.229733;
2.671764;0.396922;-0.209343;1.019532;1.017557;0.063419;-0.375792;-0.229152;
2.678106;0.395099;-0.209213;1.019583;1.017638;0.062952;-0.374101;-0.228729;
2.684448;0.394207;-0.209091;1.019625;1.017695;0.062722;-0.373273;-0.228460;
2.690791;0.394159;-0.208981;1.019657;1.017727;0.062706;-0.373225;-0.228336;
2.697133;0.394866;-0.208887;1.019678;1.017737;0.062883;-0.373875;-0.228347;
2.701675;0.395783;-0.208831;1.019687;1.017732;0.063114;-0.374721;-0.228431;
2.701675;0.395783;-0.208831;1.019687;1.017732;0.063114;-0.374721;-0.228431;
2.702024;0.395870;-0.208827;1.019687;1.017731;0.063136;-0.374801;-0.228440;
2.702373;0.395958;-0.208823;1.019688;1.017730;0.063158;-0.374883;-0.228450;
2.703071;0.396138;-0.208816;1.019688;1.017728;0.063204;-0.375049;-0.228470;
2.703769;0.396324;-0.208808;1.019689;1.017725;0.063251;-0.375221;-0.228491;
2.705165;0.396707;-0.208795;1.019689;1.017720;0.063348;-0.375575;-0.228537;
2.706561;0.397101;-0.208783;1.019689;1.017713;0.063447;-0.375938;-0.228588;
2.707957;0.397499;-0.208775;1.019688;1.017706;0.063548;-0.376305;-0.228641;
2.710749;0.398269;-0.208769;1.019684;1.017690;0.063744;-0.377018;-0.228755;
2.713540;0.398988;-0.208769;1.019677;1.017671;0.063926;-0.377681;-0.228873;
2.719124;0.400143;-0.208818;1.019655;1.017630;0.064221;-0.378752;-0.229103;
2.723958;0.400837;-0.208885;1.019630;1.017594;0.064400;-0.379396;-0.229284;
2.728792;0.401263;-0.208969;1.019602;1.017559;0.064511;-0.379793;-0.229441;
2.733626;0.401494;-0.209057;1.019575;1.017528;0.064572;-0.380009;-0.229572;
2.738460;0.401625;-0.209142;1.019550;1.017501;0.064608;-0.380133;-0.229682;
2.743293;0.401756;-0.209214;1.019528;1.017477;0.064643;-0.380257;-0.229779;
2.748127;0.401968;-0.209271;1.019510;1.017455;0.064699;-0.380455;-0.229874;
2.752961;0.402315;-0.209314;1.019495;1.017434;0.064788;-0.380777;-0.229974;
2.757795;0.402815;-0.209344;1.019482;1.017413;0.064916;-0.381240;-0.230086;
2.762629;0.403458;-0.209367;1.019470;1.017391;0.065080;-0.381836;-0.230213;
2.767463;0.404212;-0.209385;1.019459;1.017367;0.065272;-0.382533;-0.230353;
2.772297;0.405029;-0.209403;1.019446;1.017341;0.065481;-0.383289;-0.230504;
2.777130;0.405865;-0.209425;1.019433;1.017314;0.065694;-0.384062;-0.230662;
2.781964;0.406678;-0.209452;1.019418;1.017286;0.065901;-0.384815;-0.230821;
2.786798;0.407443;-0.209483;1.019402;1.017257;0.066096;-0.385523;-0.230979;
2.791632;0.408147;-0.209518;1.019386;1.017229;0.066276;-0.386175;-0.231130;
2.796466;0.408793;-0.209554;1.019370;1.017202;0.066442;-0.386774;-0.231274;
2.806133;0.409988;-0.209623;1.019339;1.017152;0.066747;-0.387880;-0.231542;
2.815801;0.411140;-0.209681;1.019312;1.017105;0.067042;-0.388948;-0.231792;
2.825469;0.412338;-0.209725;1.019289;1.017061;0.067348;-0.390056;-0.232035;
2.835137;0.413611;-0.209757;1.019268;1.017019;0.067672;-0.391234;-0.232280;
2.844804;0.414938;-0.209784;1.019248;1.016976;0.068010;-0.392462;-0.232528;
2.854472;0.416274;-0.209808;1.019228;1.016933;0.068350;-0.393697;-0.232776;
2.864140;0.417580;-0.209833;1.019208;1.016891;0.068683;-0.394905;-0.233020;
2.873807;0.418840;-0.209857;1.019189;1.016850;0.069004;-0.396070;-0.233257;
2.883475;0.420058;-0.209880;1.019171;1.016811;0.069314;-0.397197;-0.233486;
2.902810;0.422447;-0.209915;1.019137;1.016735;0.069923;-0.399406;-0.233928;
2.922146;0.424799;-0.209940;1.019106;1.016663;0.070521;-0.401581;-0.234355;
2.941481;0.427114;-0.209958;1.019077;1.016593;0.071110;-0.403720;-0.234771;
2.960817;0.429368;-0.209967;1.019050;1.016526;0.071683;-0.405801;-0.235175;
2.999487;0.433649;-0.209993;1.018998;1.016396;0.072773;-0.409760;-0.235944;
3.038158;0.437664;-0.210005;1.018951;1.016275;0.073794;-0.413470;-0.236665;
3.115500;0.444972;-0.210015;1.018864;1.016052;0.075653;-0.420222;-0.237987;
3.192841;0.451398;-0.210018;1.018788;1.015852;0.077287;-0.426158;-0.239163;
3.270183;0.457064;-0.210015;1.018718;1.015672;0.078728;-0.431392;-0.240214;
3.347524;0.462080;-0.210013;1.018656;1.015509;0.080004;-0.436024;-0.241157;
3.424866;0.466524;-0.210011;1.018598;1.015362;0.081135;-0.440128;-0.242003;
3.502207;0.470455;-0.210010;1.018546;1.015229;0.082135;-0.443758;-0.242761;
3.579549;0.473923;-0.210009;1.018499;1.015110;0.083017;-0.446960;-0.243436;
3.656890;0.476978;-0.210008;1.018457;1.015004;0.083795;-0.449780;-0.244036;
3.734232;0.479671;-0.210007;1.018419;1.014909;0.084480;-0.452266;-0.244569;
3.811574;0.482048;-0.210006;1.018385;1.014825;0.085085;-0.454461;-0.245042;
3.888915;0.484149;-0.210006;1.018355;1.014750;0.085620;-0.456401;-0.245462;
4.043598;0.487679;-0.210005;1.018304;1.014622;0.086519;-0.459660;-0.246174;
4.182813;0.490184;-0.210004;1.018267;1.014530;0.087156;-0.461972;-0.246683;
4.322028;0.492181;-0.210003;1.018237;1.014456;0.087664;-0.463814;-0.247091;
4.461243;0.493771;-0.210002;1.018213;1.014397;0.088069;-0.465282;-0.247417;
4.600457;0.495037;-0.210002;1.018194;1.014350;0.088392;-0.466451;-0.247678;
4.739672;0.496047;-0.210001;1.018179;1.014312;0.088649;-0.467383;-0.247886;
4.878887;0.496851;-0.210001;1.018166;1.014282;0.088853;-0.468125;-0.248053;
5.018102;0.497491;-0.210001;1.018157;1.014258;0.089016;-0.468715;-0.248186;
5.157316;0.498000;-0.210001;1.018149;1.014238;0.089146;-0.469186;-0.248291;
5.435746;0.498753;-0.210001;1.018137;1.014210;0.089338;-0.469880;-0.248448;
5.714176;0.499230;-0.210000;1.018130;1.014192;0.089459;-0.470321;-0.248547;
5.992605;0.499528;-0.210000;1.018125;1.014180;0.089535;-0.470596;-0.248609;
5.999999;0.499535;-0.210000;1.018125;1.014180;0.089537;-0.470602;-0.248611;
5.999999;0.367857;-0.135352;0.736458;0.729910;0.097985;-0.470602;-0.248611;
6.000000;0.367855;-0.135354;0.736457;0.729909;0.097984;-0.470600;-0.248614;
6.000002;0.367854;-0.135357;0.736456;0.729908;0.097984;-0.470598;-0.248617;
6.000005;0.367851;-0.135362;0.736454;0.729907;0.097983;-0.470595;-0.248624;
6.000011;0.367846;-0.135372;0.736450;0.729903;0.097982;-0.470588;-0.248637;
6.000023;0.367835;-0.135392;0.736443;0.729897;0.097979;-0.470575;-0.248663;
6.000047;0.367813;-0.135431;0.736429;0.729883;0.097973;-0.470549;-0.248714;
6.000096;0.367771;-0.135510;0.736401;0.729856;0.097963;-0.470499;-0.248818;
6.000193;0.367697;-0.135664;0.736345;0.729802;0.097944;-0.470410;-0.249024;
6.000289;0.367633;-0.135815;0.736291;0.729749;0.097929;-0.470335;-0.249228;
6.000289;0.367633;-0.135815;0.736291;0.729749;0.097929;-0.470335;-0.249228;
6.000292;0.367631;-0.135819;0.736289;0.729748;0.097929;-0.470333;-0.249235;
6.000295;0.367630;-0.135824;0.736287;0.729746;0.097928;-0.470331;-0.249241;
6.000301;0.367626;-0.135833;0.736284;0.729743;0.097928;-0.470326;-0.249253;
6.000312;0.367619;-0.135851;0.736278;0.729736;0.097926;-0.470318;-0.249278;
6.000336;0.367606;-0.135887;0.736264;0.729723;0.097923;-0.470303;-0.249329;
6.000383;0.367581;-0.135960;0.736238;0.729698;0.097918;-0.470274;-0.249429;
6.000477;0.367538;-0.136103;0.736186;0.729646;0.097909;-0.470224;-0.249630;
6.000571;0.367505;-0.136244;0.736133;0.729594;0.097903;-0.470187;-0.249833;
6.000666;0.367482;-0.136383;0.736082;0.729542;0.097901;-0.470162;-0.250037;
6.000760;0.367467;-0.136521;0.736030;0.729490;0.097901;-0.470148;-0.250242;
6.000777;0.367465;-0.136546;0.736021;0.729481;0.097902;-0.470146;-0.250280;
6.000777;0.367465;-0.136546;0.736021;0.729481;0.097902;-0.470146;-0.250280;
6.000783;0.367465;-0.136556;0.736017;0.729477;0.097902;-0.470146;-0.250294;
6.000790;0.367464;-0.136565;0.736014;0.729473;0.097902;-0.470145;-0.250308;
6.000803;0.367463;-0.136584;0.736006;0.729466;0.097902;-0.470145;-0.250337;
6.000829;0.367461;-0.136623;0.735992;0.729451;0.097903;-0.470143;-0.250395;
6.000882;0.367456;-0.136699;0.735963;0.729422;0.097904;-0.470140;-0.250511;
6.000987;0.367448;-0.136853;0.735906;0.729363;0.097907;-0.470134;-0.250743;
6.001092;0.367440;-0.137008;0.735847;0.729304;0.097910;-0.470128;-0.250977;
6.001302;0.367425;-0.137321;0.735730;0.729185;0.097917;-0.470120;-0.251450;
6.001512;0.367413;-0.137639;0.735610;0.729063;0.097925;-0.470113;-0.251932;
6.001722;0.367401;-0.137962;0.735488;0.728939;0.097933;-0.470109;-0.252424;
6.001932;0.367391;-0.138292;0.735364;0.728813;0.097942;-0.470106;-0.252925;
6.002142;0.367383;-0.138628;0.735237;0.728683;0.097951;-0.470106;-0.253437;
6.002222;0.367380;-0.138757;0.735189;0.728634;0.097955;-0.470106;-0.253635;
6.002222;0.367380;-0.138758;0.735189;0.728634;0.097955;-0.470106;-0.253635;
6.002227;0.367379;-0.138766;0.735185;0.728630;0.097955;-0.470106;-0.253648;
6.002232;0.367379;-0.138775;0.735182;0.728627;0.097956;-0.470106;-0.253661;
6.002243;0.367379;-0.138792;0.735176;0.728621;0.097956;-0.470106;-0.253687;
6.002263;0.367378;-0.138826;0.735163;0.728607;0.097957;-0.470106;-0.253739;
6.002305;0.367377;-0.138894;0.735137;0.728581;0.097959;-0.470106;-0.253843;
6.002389;0.367374;-0.139031;0.735085;0.728528;0.097963;-0.470107;-0.254053;
6.002556;0.367369;-0.139310;0.734980;0.728421;0.097972;-0.470109;-0.254478;
6.002723;0.367365;-0.139592;0.734873;0.728312;0.097981;-0.470112;-0.254910;
6.002890;0.367361;-0.139879;0.734765;0.728201;0.097990;-0.470116;-0.255349;
6.003057;0.367357;-0.140170;0.734655;0.728089;0.098000;-0.470121;-0.255795;
6.003224;0.367355;-0.140465;0.734543;0.727975;0.098010;-0.470126;-0.256248;
6.003558;0.367351;-0.141068;0.734315;0.727742;0.098031;-0.470139;-0.257174;
6.003892;0.367349;-0.141687;0.734080;0.727502;0.098053;-0.470156;-0.258126;
6.004560;0.367350;-0.142970;0.733593;0.727004;0.098101;-0.470196;-0.260104;
6.005228;0.367359;-0.144307;0.733084;0.726483;0.098152;-0.470246;-0.262172;
6.005387;0.367361;-0.144634;0.732959;0.726356;0.098165;-0.470259;-0.262678;
6.005387;0.367361;-0.144635;0.732959;0.726356;0.098165;-0.470259;-0.262678;
6.005387;0.367361;-0.144635;0.732959;0.726356;0.098165;-0.470259;-0.262678;
6.005387;0.367361;-0.144635;0.732959;0.726356;0.098165;-0.470259;-0.262678;
6.005390;0.367361;-0.144639;0.732957;0.726354;0.098166;-0.470259;-0.262685;
6.005392;0.367362;-0.144643;0.732956;0.726352;0.098166;-0.470260;-0.262692;
6.005397;0.367362;-0.144652;0.732953;0.726349;0.098166;-0.470261;-0.262705;
6.005407;0.367363;-0.144669;0.732946;0.726342;0.098167;-0.470262;-0.262732;
6.005427;0.367364;-0.144702;0.732933;0.726329;0.098169;-0.470265;-0.262784;
6.005467;0.367368;-0.144767;0.732909;0.726304;0.098172;-0.470271;-0.262885;
6.005547;0.367377;-0.144886;0.732863;0.726257;0.098180;-0.470286;-0.263073;
6.005707;0.367400;-0.145086;0.732786;0.726177;0.098195;-0.470322;-0.263392;
6.006026;0.367473;-0.145339;0.732687;0.726072;0.098228;-0.470420;-0.263813;
6.006666;0.367732;-0.145181;0.732738;0.726114;0.098306;-0.470741;-0.263674;
6.007305;0.368125;-0.144277;0.733068;0.726434;0.098400;-0.471207;-0.262439;
6.007944;0.368643;-0.142687;0.733655;0.727011;0.098509;-0.471810;-0.260196;
6.008583;0.369275;-0.140506;0.734460;0.727807;0.098634;-0.472538;-0.257094;
6.009222;0.370009;-0.137803;0.735458;0.728795;0.098773;-0.473378;-0.253241;
6.009861;0.370834;-0.134655;0.736617;0.729944;0.098925;-0.474318;-0.248757;
6.010500;0.371739;-0.131125;0.737912;0.731229;0.099089;-0.475346;-0.243739;
