time;Converter_Converter_gridMeasurement_QMeasPu;Converter_Converter_gridMeasurement_UMeasPu;Converter_Converter_gridMeasurement_PMeasPu;Converter_Converter_qCmdPu;Converter_Converter_uCmdPu;Converter_Converter_pCmdPu;Converter_Converter_controlAndProtection_control_qControl_voltageDroop;
1.175931;-0.199721;1.000076;0.883481;0.000000;0.950000;0.800000;0.950145;
1.176069;-0.199721;1.000076;0.883421;0.000000;0.950000;0.800000;0.950145;
1.176137;-0.199721;1.000076;0.883391;0.000000;0.950000;0.800000;0.950145;
1.176275;-0.199721;1.000076;0.883330;0.000000;0.950000;0.800000;0.950145;
1.176344;-0.199721;1.000076;0.883300;0.000000;0.950000;0.800000;0.950146;
1.176481;-0.199721;1.000076;0.883240;0.000000;0.950000;0.800000;0.950146;
1.176550;-0.199721;1.000076;0.883210;0.000000;0.950000;0.800000;0.950146;
1.176687;-0.199720;1.000076;0.883149;0.000000;0.950000;0.800000;0.950146;
1.176756;-0.199720;1.000076;0.883119;0.000000;0.950000;0.800000;0.950146;
1.176894;-0.199720;1.000076;0.883059;0.000000;0.950000;0.800000;0.950146;
1.176962;-0.199720;1.000076;0.883029;0.000000;0.950000;0.800000;0.950146;
1.177100;-0.199720;1.000076;0.882969;0.000000;0.950000;0.800000;0.950146;
1.177168;-0.199720;1.000076;0.882939;0.000000;0.950000;0.800000;0.950146;
1.177306;-0.199719;1.000076;0.882879;0.000000;0.950000;0.800000;0.950146;
1.177375;-0.199719;1.000076;0.882849;0.000000;0.950000;0.800000;0.950146;
1.177512;-0.199719;1.000076;0.882789;0.000000;0.950000;0.800000;0.950146;
1.177581;-0.199719;1.000076;0.882759;0.000000;0.950000;0.800000;0.950146;
1.177718;-0.199719;1.000076;0.882699;0.000000;0.950000;0.800000;0.950146;
1.177787;-0.199719;1.000076;0.882669;0.000000;0.950000;0.800000;0.950146;
1.177925;-0.199719;1.000076;0.882609;0.000000;0.950000;0.800000;0.950147;
1.177993;-0.199718;1.000076;0.882580;0.000000;0.950000;0.800000;0.950147;
1.178131;-0.199718;1.000076;0.882520;0.000000;0.950000;0.800000;0.950147;
1.178200;-0.199718;1.000076;0.882490;0.000000;0.950000;0.800000;0.950147;
1.178337;-0.199718;1.000076;0.882430;0.000000;0.950000;0.800000;0.950147;
1.178406;-0.199718;1.000076;0.882400;0.000000;0.950000;0.800000;0.950147;
1.178543;-0.199718;1.000076;0.882341;0.000000;0.950000;0.800000;0.950147;
1.178612;-0.199718;1.000076;0.882311;0.000000;0.950000;0.800000;0.950147;
1.178749;-0.199717;1.000076;0.882251;0.000000;0.950000;0.800000;0.950147;
1.178818;-0.199717;1.000076;0.882222;0.000000;0.950000;0.800000;0.950147;
1.178956;-0.199717;1.000076;0.882162;0.000000;0.950000;0.800000;0.950147;
1.179024;-0.199717;1.000076;0.882132;0.000000;0.950000;0.800000;0.950147;
1.179162;-0.199717;1.000076;0.882073;0.000000;0.950000;0.800000;0.950147;
1.179231;-0.199717;1.000077;0.882043;0.000000;0.950000;0.800000;0.950147;
1.179368;-0.199717;1.000077;0.881984;0.000000;0.950000;0.800000;0.950147;
1.179437;-0.199716;1.000077;0.881954;0.000000;0.950000;0.800000;0.950147;
1.179574;-0.199716;1.000077;0.881895;0.000000;0.950000;0.800000;0.950148;
1.179643;-0.199716;1.000077;0.881865;0.000000;0.950000;0.800000;0.950148;
1.179780;-0.199716;1.000077;0.881806;0.000000;0.950000;0.800000;0.950148;
1.179849;-0.199716;1.000077;0.881776;0.000000;0.950000;0.800000;0.950148;
1.179987;-0.199716;1.000077;0.881717;0.000000;0.950000;0.800000;0.950148;
1.180055;-0.199716;1.000077;0.881688;0.000000;0.950000;0.800000;0.950148;
1.180193;-0.199715;1.000077;0.881629;0.000000;0.950000;0.800000;0.950148;
1.180262;-0.199715;1.000077;0.881599;0.000000;0.950000;0.800000;0.950148;
1.180399;-0.199715;1.000077;0.881540;0.000000;0.950000;0.800000;0.950148;
1.180468;-0.199715;1.000077;0.881511;0.000000;0.950000;0.800000;0.950148;
1.180605;-0.199715;1.000077;0.881452;0.000000;0.950000;0.800000;0.950148;
1.180674;-0.199715;1.000077;0.881422;0.000000;0.950000;0.800000;0.950148;
1.180811;-0.199715;1.000077;0.881363;0.000000;0.950000;0.800000;0.950148;
1.180880;-0.199714;1.000077;0.881334;0.000000;0.950000;0.800000;0.950148;
1.181018;-0.199714;1.000077;0.881275;0.000000;0.950000;0.800000;0.950148;
1.181086;-0.199714;1.000077;0.881245;0.000000;0.950000;0.800000;0.950148;
1.181224;-0.199714;1.000077;0.881187;0.000000;0.950000;0.800000;0.950149;
1.181293;-0.199714;1.000077;0.881157;0.000000;0.950000;0.800000;0.950149;
1.181430;-0.199714;1.000077;0.881099;0.000000;0.950000;0.800000;0.950149;
1.181499;-0.199714;1.000077;0.881069;0.000000;0.950000;0.800000;0.950149;
1.181636;-0.199713;1.000077;0.881011;0.000000;0.950000;0.800000;0.950149;
1.181705;-0.199713;1.000077;0.880981;0.000000;0.950000;0.800000;0.950149;
1.181843;-0.199713;1.000077;0.880923;0.000000;0.950000;0.800000;0.950149;
1.181911;-0.199713;1.000077;0.880893;0.000000;0.950000;0.800000;0.950149;
1.182049;-0.199713;1.000077;0.880835;0.000000;0.950000;0.800000;0.950149;
1.182117;-0.199713;1.000077;0.880806;0.000000;0.950000;0.800000;0.950149;
1.182255;-0.199712;1.000077;0.880747;0.000000;0.950000;0.800000;0.950149;
1.182324;-0.199712;1.000077;0.880718;0.000000;0.950000;0.800000;0.950149;
1.182461;-0.199712;1.000077;0.880659;0.000000;0.950000;0.800000;0.950149;
1.182530;-0.199712;1.000077;0.880630;0.000000;0.950000;0.800000;0.950149;
1.182667;-0.199712;1.000077;0.880572;0.000000;0.950000;0.800000;0.950149;
1.182736;-0.199712;1.000077;0.880543;0.000000;0.950000;0.800000;0.950150;
1.182874;-0.199712;1.000078;0.880484;0.000000;0.950000;0.800000;0.950150;
1.182942;-0.199712;1.000078;0.880455;0.000000;0.950000;0.800000;0.950150;
1.183080;-0.199711;1.000078;0.880397;0.000000;0.950000;0.800000;0.950150;
1.183148;-0.199711;1.000078;0.880368;0.000000;0.950000;0.800000;0.950150;
1.183286;-0.199711;1.000078;0.880310;0.000000;0.950000;0.800000;0.950150;
1.183355;-0.199711;1.000078;0.880281;0.000000;0.950000;0.800000;0.950150;
1.183492;-0.199711;1.000078;0.880223;0.000000;0.950000;0.800000;0.950150;
1.183561;-0.199711;1.000078;0.880194;0.000000;0.950000;0.800000;0.950150;
1.183698;-0.199710;1.000078;0.880136;0.000000;0.950000;0.800000;0.950150;
1.183767;-0.199710;1.000078;0.880107;0.000000;0.950000;0.800000;0.950150;
1.183905;-0.199710;1.000078;0.880049;0.000000;0.950000;0.800000;0.950150;
1.183973;-0.199710;1.000078;0.880020;0.000000;0.950000;0.800000;0.950150;
1.184111;-0.199710;1.000078;0.879962;0.000000;0.950000;0.800000;0.950150;
1.184180;-0.199710;1.000078;0.879933;0.000000;0.950000;0.800000;0.950150;
1.184317;-0.199710;1.000078;0.879875;0.000000;0.950000;0.800000;0.950150;
1.184386;-0.199710;1.000078;0.879846;0.000000;0.950000;0.800000;0.950151;
1.184523;-0.199709;1.000078;0.879788;0.000000;0.950000;0.800000;0.950151;
1.184592;-0.199709;1.000078;0.879760;0.000000;0.950000;0.800000;0.950151;
1.184729;-0.199709;1.000078;0.879702;0.000000;0.950000;0.800000;0.950151;
1.184798;-0.199709;1.000078;0.879673;0.000000;0.950000;0.800000;0.950151;
1.184936;-0.199709;1.000078;0.879615;0.000000;0.950000;0.800000;0.950151;
1.185004;-0.199709;1.000078;0.879586;0.000000;0.950000;0.800000;0.950151;
1.185142;-0.199708;1.000078;0.879529;0.000000;0.950000;0.800000;0.950151;
1.185211;-0.199708;1.000078;0.879500;0.000000;0.950000;0.800000;0.950151;
1.185348;-0.199708;1.000078;0.879443;0.000000;0.950000;0.800000;0.950151;
1.185417;-0.199708;1.000078;0.879414;0.000000;0.950000;0.800000;0.950151;
1.185554;-0.199708;1.000078;0.879356;0.000000;0.950000;0.800000;0.950151;
1.185623;-0.199708;1.000078;0.879328;0.000000;0.950000;0.800000;0.950151;
1.185760;-0.199708;1.000078;0.879270;0.000000;0.950000;0.800000;0.950151;
1.185829;-0.199708;1.000078;0.879242;0.000000;0.950000;0.800000;0.950151;
1.185967;-0.199707;1.000078;0.879184;0.000000;0.950000;0.800000;0.950151;
1.186035;-0.199707;1.000078;0.879156;0.000000;0.950000;0.800000;0.950152;
1.186173;-0.199707;1.000078;0.879098;0.000000;0.950000;0.800000;0.950152;
1.186242;-0.199707;1.000078;0.879070;0.000000;0.950000;0.800000;0.950152;
1.186379;-0.199707;1.000078;0.879012;0.000000;0.950000;0.800000;0.950152;
1.186448;-0.199707;1.000078;0.878984;0.000000;0.950000;0.800000;0.950152;
1.186585;-0.199707;1.000078;0.878927;0.000000;0.950000;0.800000;0.950152;
1.186654;-0.199706;1.000079;0.878898;0.000000;0.950000;0.800000;0.950152;
1.186791;-0.199706;1.000079;0.878841;0.000000;0.950000;0.800000;0.950152;
1.186860;-0.199706;1.000079;0.878813;0.000000;0.950000;0.800000;0.950152;
1.186998;-0.199706;1.000079;0.878755;0.000000;0.950000;0.800000;0.950152;
1.187066;-0.199706;1.000079;0.878727;0.000000;0.950000;0.800000;0.950152;
1.187204;-0.199706;1.000079;0.878670;0.000000;0.950000;0.800000;0.950152;
1.187273;-0.199706;1.000079;0.878642;0.000000;0.950000;0.800000;0.950152;
1.187410;-0.199705;1.000079;0.878585;0.000000;0.950000;0.800000;0.950152;
1.187479;-0.199705;1.000079;0.878556;0.000000;0.950000;0.800000;0.950152;
1.187616;-0.199705;1.000079;0.878499;0.000000;0.950000;0.800000;0.950152;
1.187685;-0.199705;1.000079;0.878471;0.000000;0.950000;0.800000;0.950153;
1.187823;-0.199705;1.000079;0.878414;0.000000;0.950000;0.800000;0.950153;
1.187891;-0.199705;1.000079;0.878386;0.000000;0.950000;0.800000;0.950153;
1.188029;-0.199705;1.000079;0.878329;0.000000;0.950000;0.800000;0.950153;
1.188097;-0.199704;1.000079;0.878301;0.000000;0.950000;0.800000;0.950153;
1.188235;-0.199704;1.000079;0.878244;0.000000;0.950000;0.800000;0.950153;
1.188304;-0.199704;1.000079;0.878216;0.000000;0.950000;0.800000;0.950153;
1.188441;-0.199704;1.000079;0.878159;0.000000;0.950000;0.800000;0.950153;
1.188510;-0.199704;1.000079;0.878131;0.000000;0.950000;0.800000;0.950153;
1.188647;-0.199704;1.000079;0.878074;0.000000;0.950000;0.800000;0.950153;
1.188716;-0.199704;1.000079;0.878046;0.000000;0.950000;0.800000;0.950153;
1.188854;-0.199703;1.000079;0.877990;0.000000;0.950000;0.800000;0.950153;
1.188922;-0.199703;1.000079;0.877961;0.000000;0.950000;0.800000;0.950153;
1.189060;-0.199703;1.000079;0.877905;0.000000;0.950000;0.800000;0.950153;
1.189128;-0.199703;1.000079;0.877877;0.000000;0.950000;0.800000;0.950153;
1.189266;-0.199703;1.000079;0.877820;0.000000;0.950000;0.800000;0.950153;
1.189335;-0.199703;1.000079;0.877792;0.000000;0.950000;0.800000;0.950154;
1.189472;-0.199703;1.000079;0.877736;0.000000;0.950000;0.800000;0.950154;
1.189541;-0.199703;1.000079;0.877708;0.000000;0.950000;0.800000;0.950154;
1.189678;-0.199702;1.000079;0.877652;0.000000;0.950000;0.800000;0.950154;
1.189747;-0.199702;1.000079;0.877624;0.000000;0.950000;0.800000;0.950154;
1.189885;-0.199702;1.000079;0.877567;0.000000;0.950000;0.800000;0.950154;
1.189953;-0.199702;1.000079;0.877539;0.000000;0.950000;0.800000;0.950154;
1.190091;-0.199702;1.000079;0.877483;0.000000;0.950000;0.800000;0.950154;
1.190160;-0.199702;1.000079;0.877455;0.000000;0.950000;0.800000;0.950154;
1.190297;-0.199702;1.000079;0.877399;0.000000;0.950000;0.800000;0.950154;
1.190366;-0.199701;1.000079;0.877371;0.000000;0.950000;0.800000;0.950154;
1.190503;-0.199701;1.000080;0.877315;0.000000;0.950000;0.800000;0.950154;
1.190572;-0.199701;1.000080;0.877287;0.000000;0.950000;0.800000;0.950154;
1.190709;-0.199701;1.000080;0.877231;0.000000;0.950000;0.800000;0.950154;
1.190778;-0.199701;1.000080;0.877203;0.000000;0.950000;0.800000;0.950154;
1.190916;-0.199701;1.000080;0.877147;0.000000;0.950000;0.800000;0.950154;
1.190984;-0.199701;1.000080;0.877119;0.000000;0.950000;0.800000;0.950154;
1.191122;-0.199700;1.000080;0.877064;0.000000;0.950000;0.800000;0.950155;
1.191191;-0.199700;1.000080;0.877036;0.000000;0.950000;0.800000;0.950155;
1.191328;-0.199700;1.000080;0.876980;0.000000;0.950000;0.800000;0.950155;
1.191397;-0.199700;1.000080;0.876952;0.000000;0.950000;0.800000;0.950155;
1.191534;-0.199700;1.000080;0.876896;0.000000;0.950000;0.800000;0.950155;
1.191603;-0.199700;1.000080;0.876869;0.000000;0.950000;0.800000;0.950155;
1.191740;-0.199700;1.000080;0.876813;0.000000;0.950000;0.800000;0.950155;
1.191809;-0.199700;1.000080;0.876785;0.000000;0.950000;0.800000;0.950155;
1.191947;-0.199699;1.000080;0.876730;0.000000;0.950000;0.800000;0.950155;
1.192015;-0.199699;1.000080;0.876702;0.000000;0.950000;0.800000;0.950155;
1.192153;-0.199699;1.000080;0.876646;0.000000;0.950000;0.800000;0.950155;
1.192222;-0.199699;1.000080;0.876619;0.000000;0.950000;0.800000;0.950155;
1.192359;-0.199699;1.000080;0.876563;0.000000;0.950000;0.800000;0.950155;
1.192428;-0.199699;1.000080;0.876535;0.000000;0.950000;0.800000;0.950155;
1.192565;-0.199699;1.000080;0.876480;0.000000;0.950000;0.800000;0.950155;
1.192634;-0.199698;1.000080;0.876452;0.000000;0.950000;0.800000;0.950155;
1.192771;-0.199698;1.000080;0.876397;0.000000;0.950000;0.800000;0.950156;
1.192840;-0.199698;1.000080;0.876369;0.000000;0.950000;0.800000;0.950156;
1.192978;-0.199698;1.000080;0.876314;0.000000;0.950000;0.800000;0.950156;
1.193046;-0.199698;1.000080;0.876287;0.000000;0.950000;0.800000;0.950156;
1.193184;-0.199698;1.000080;0.876231;0.000000;0.950000;0.800000;0.950156;
1.193253;-0.199698;1.000080;0.876204;0.000000;0.950000;0.800000;0.950156;
1.193390;-0.199697;1.000080;0.876149;0.000000;0.950000;0.800000;0.950156;
1.193459;-0.199697;1.000080;0.876121;0.000000;0.950000;0.800000;0.950156;
1.193596;-0.199697;1.000080;0.876066;0.000000;0.950000;0.800000;0.950156;
1.193665;-0.199697;1.000080;0.876038;0.000000;0.950000;0.800000;0.950156;
1.193803;-0.199697;1.000080;0.875983;0.000000;0.950000;0.800000;0.950156;
1.193871;-0.199697;1.000080;0.875956;0.000000;0.950000;0.800000;0.950156;
1.194009;-0.199697;1.000080;0.875901;0.000000;0.950000;0.800000;0.950156;
1.194077;-0.199697;1.000080;0.875874;0.000000;0.950000;0.800000;0.950156;
1.194215;-0.199696;1.000080;0.875819;0.000000;0.950000;0.800000;0.950156;
1.194284;-0.199696;1.000080;0.875791;0.000000;0.950000;0.800000;0.950156;
1.194421;-0.199696;1.000080;0.875736;0.000000;0.950000;0.800000;0.950156;
1.194490;-0.199696;1.000081;0.875709;0.000000;0.950000;0.800000;0.950157;
1.194627;-0.199696;1.000081;0.875654;0.000000;0.950000;0.800000;0.950157;
1.194696;-0.199696;1.000081;0.875627;0.000000;0.950000;0.800000;0.950157;
1.194834;-0.199696;1.000081;0.875572;0.000000;0.950000;0.800000;0.950157;
1.194902;-0.199695;1.000081;0.875545;0.000000;0.950000;0.800000;0.950157;
1.195040;-0.199695;1.000081;0.875490;0.000000;0.950000;0.800000;0.950157;
1.195108;-0.199695;1.000081;0.875463;0.000000;0.950000;0.800000;0.950157;
1.195246;-0.199695;1.000081;0.875408;0.000000;0.950000;0.800000;0.950157;
1.195315;-0.199695;1.000081;0.875381;0.000000;0.950000;0.800000;0.950157;
1.195452;-0.199695;1.000081;0.875326;0.000000;0.950000;0.800000;0.950157;
1.195521;-0.199695;1.000081;0.875299;0.000000;0.950000;0.800000;0.950157;
1.195658;-0.199694;1.000081;0.875245;0.000000;0.950000;0.800000;0.950157;
1.195727;-0.199694;1.000081;0.875217;0.000000;0.950000;0.800000;0.950157;
1.195865;-0.199694;1.000081;0.875163;0.000000;0.950000;0.800000;0.950157;
1.195933;-0.199694;1.000081;0.875136;0.000000;0.950000;0.800000;0.950157;
1.196071;-0.199694;1.000081;0.875081;0.000000;0.950000;0.800000;0.950157;
1.196140;-0.199694;1.000081;0.875054;0.000000;0.950000;0.800000;0.950157;
1.196277;-0.199694;1.000081;0.875000;0.000000;0.950000;0.800000;0.950158;
1.196346;-0.199694;1.000081;0.874973;0.000000;0.950000;0.800000;0.950158;
1.196483;-0.199693;1.000081;0.874918;0.000000;0.950000;0.800000;0.950158;
1.196552;-0.199693;1.000081;0.874891;0.000000;0.950000;0.800000;0.950158;
1.196689;-0.199693;1.000081;0.874837;0.000000;0.950000;0.800000;0.950158;
1.196758;-0.199693;1.000081;0.874810;0.000000;0.950000;0.800000;0.950158;
1.196896;-0.199693;1.000081;0.874756;0.000000;0.950000;0.800000;0.950158;
1.196964;-0.199693;1.000081;0.874729;0.000000;0.950000;0.800000;0.950158;
1.197102;-0.199693;1.000081;0.874675;0.000000;0.950000;0.800000;0.950158;
1.197171;-0.199693;1.000081;0.874648;0.000000;0.950000;0.800000;0.950158;
1.197308;-0.199692;1.000081;0.874594;0.000000;0.950000;0.800000;0.950158;
1.197377;-0.199692;1.000081;0.874567;0.000000;0.950000;0.800000;0.950158;
1.197514;-0.199692;1.000081;0.874513;0.000000;0.950000;0.800000;0.950158;
1.197583;-0.199692;1.000081;0.874486;0.000000;0.950000;0.800000;0.950158;
1.197720;-0.199692;1.000081;0.874432;0.000000;0.950000;0.800000;0.950158;
1.197789;-0.199692;1.000081;0.874405;0.000000;0.950000;0.800000;0.950158;
1.197927;-0.199692;1.000081;0.874351;0.000000;0.950000;0.800000;0.950158;
1.197995;-0.199691;1.000081;0.874324;0.000000;0.950000;0.800000;0.950159;
1.198133;-0.199691;1.000081;0.874270;0.000000;0.950000;0.800000;0.950159;
1.198202;-0.199691;1.000081;0.874244;0.000000;0.950000;0.800000;0.950159;
1.198339;-0.199691;1.000081;0.874190;0.000000;0.950000;0.800000;0.950159;
1.198408;-0.199691;1.000081;0.874163;0.000000;0.950000;0.800000;0.950159;
1.198545;-0.199691;1.000082;0.874109;0.000000;0.950000;0.800000;0.950159;
1.198614;-0.199691;1.000082;0.874083;0.000000;0.950000;0.800000;0.950159;
1.198751;-0.199691;1.000082;0.874029;0.000000;0.950000;0.800000;0.950159;
1.198820;-0.199690;1.000082;0.874002;0.000000;0.950000;0.800000;0.950159;
1.198958;-0.199690;1.000082;0.873949;0.000000;0.950000;0.800000;0.950159;
1.199026;-0.199690;1.000082;0.873922;0.000000;0.950000;0.800000;0.950159;
1.199164;-0.199690;1.000082;0.873868;0.000000;0.950000;0.800000;0.950159;
1.199233;-0.199690;1.000082;0.873842;0.000000;0.950000;0.800000;0.950159;
1.199370;-0.199690;1.000082;0.873788;0.000000;0.950000;0.800000;0.950159;
1.199439;-0.199690;1.000082;0.873761;0.000000;0.950000;0.800000;0.950159;
1.199576;-0.199689;1.000082;0.873708;0.000000;0.950000;0.800000;0.950159;
1.199645;-0.199689;1.000082;0.873681;0.000000;0.950000;0.800000;0.950159;
1.199783;-0.199689;1.000082;0.873628;0.000000;0.950000;0.800000;0.950160;
1.199851;-0.199689;1.000082;0.873601;0.000000;0.950000;0.800000;0.950160;
1.199989;-0.199689;1.000082;0.873548;0.000000;0.950000;0.800000;0.950160;
1.200057;-0.199689;1.000082;0.873522;0.000000;0.950000;0.800000;0.950160;
1.200195;-0.199689;1.000082;0.873468;0.000000;0.950000;0.800000;0.950160;
1.200264;-0.199689;1.000082;0.873442;0.000000;0.950000;0.800000;0.950160;
1.200401;-0.199688;1.000082;0.873389;0.000000;0.950000;0.800000;0.950160;
1.200470;-0.199688;1.000082;0.873362;0.000000;0.950000;0.800000;0.950160;
1.200607;-0.199688;1.000082;0.873309;0.000000;0.950000;0.800000;0.950160;
1.200676;-0.199688;1.000082;0.873282;0.000000;0.950000;0.800000;0.950160;
1.200814;-0.199688;1.000082;0.873229;0.000000;0.950000;0.800000;0.950160;
1.200882;-0.199688;1.000082;0.873203;0.000000;0.950000;0.800000;0.950160;
1.201020;-0.199688;1.000082;0.873150;0.000000;0.950000;0.800000;0.950160;
1.201088;-0.199688;1.000082;0.873123;0.000000;0.950000;0.800000;0.950160;
1.201226;-0.199687;1.000082;0.873071;0.000000;0.950000;0.800000;0.950160;
1.201295;-0.199687;1.000082;0.873044;0.000000;0.950000;0.800000;0.950160;
1.201432;-0.199687;1.000082;0.872991;0.000000;0.950000;0.800000;0.950160;
1.201501;-0.199687;1.000082;0.872965;0.000000;0.950000;0.800000;0.950160;
1.201638;-0.199687;1.000082;0.872912;0.000000;0.950000;0.800000;0.950161;
1.201707;-0.199687;1.000082;0.872886;0.000000;0.950000;0.800000;0.950161;
1.201845;-0.199687;1.000082;0.872833;0.000000;0.950000;0.800000;0.950161;
1.201913;-0.199687;1.000082;0.872807;0.000000;0.950000;0.800000;0.950161;
1.202051;-0.199686;1.000082;0.872754;0.000000;0.950000;0.800000;0.950161;
1.202120;-0.199686;1.000082;0.872728;0.000000;0.950000;0.800000;0.950161;
1.202257;-0.199686;1.000082;0.872675;0.000000;0.950000;0.800000;0.950161;
1.202326;-0.199686;1.000082;0.872649;0.000000;0.950000;0.800000;0.950161;
1.202463;-0.199686;1.000082;0.872596;0.000000;0.950000;0.800000;0.950161;
1.202532;-0.199686;1.000082;0.872570;0.000000;0.950000;0.800000;0.950161;
1.202669;-0.199686;1.000083;0.872517;0.000000;0.950000;0.800000;0.950161;
1.202738;-0.199686;1.000083;0.872491;0.000000;0.950000;0.800000;0.950161;
1.202876;-0.199685;1.000083;0.872439;0.000000;0.950000;0.800000;0.950161;
1.202944;-0.199685;1.000083;0.872412;0.000000;0.950000;0.800000;0.950161;
1.203082;-0.199685;1.000083;0.872360;0.000000;0.950000;0.800000;0.950161;
1.203151;-0.199685;1.000083;0.872334;0.000000;0.950000;0.800000;0.950161;
1.203288;-0.199685;1.000083;0.872281;0.000000;0.950000;0.800000;0.950161;
1.203357;-0.199685;1.000083;0.872255;0.000000;0.950000;0.800000;0.950161;
1.203494;-0.199685;1.000083;0.872203;0.000000;0.950000;0.800000;0.950162;
1.203563;-0.199685;1.000083;0.872177;0.000000;0.950000;0.800000;0.950162;
1.203700;-0.199684;1.000083;0.872125;0.000000;0.950000;0.800000;0.950162;
1.203769;-0.199684;1.000083;0.872099;0.000000;0.950000;0.800000;0.950162;
1.203907;-0.199684;1.000083;0.872046;0.000000;0.950000;0.800000;0.950162;
1.203975;-0.199684;1.000083;0.872020;0.000000;0.950000;0.800000;0.950162;
1.204113;-0.199684;1.000083;0.871968;0.000000;0.950000;0.800000;0.950162;
1.204182;-0.199684;1.000083;0.871942;0.000000;0.950000;0.800000;0.950162;
1.204319;-0.199684;1.000083;0.871890;0.000000;0.950000;0.800000;0.950162;
1.204388;-0.199684;1.000083;0.871864;0.000000;0.950000;0.800000;0.950162;
1.204525;-0.199683;1.000083;0.871812;0.000000;0.950000;0.800000;0.950162;
1.204594;-0.199683;1.000083;0.871786;0.000000;0.950000;0.800000;0.950162;
1.204731;-0.199683;1.000083;0.871734;0.000000;0.950000;0.800000;0.950162;
1.204800;-0.199683;1.000083;0.871708;0.000000;0.950000;0.800000;0.950162;
1.204938;-0.199683;1.000083;0.871656;0.000000;0.950000;0.800000;0.950162;
1.205006;-0.199683;1.000083;0.871630;0.000000;0.950000;0.800000;0.950162;
1.205144;-0.199683;1.000083;0.871579;0.000000;0.950000;0.800000;0.950162;
1.205213;-0.199683;1.000083;0.871553;0.000000;0.950000;0.800000;0.950162;
1.205350;-0.199682;1.000083;0.871501;0.000000;0.950000;0.800000;0.950163;
1.205419;-0.199682;1.000083;0.871475;0.000000;0.950000;0.800000;0.950163;
1.205556;-0.199682;1.000083;0.871423;0.000000;0.950000;0.800000;0.950163;
1.205625;-0.199682;1.000083;0.871397;0.000000;0.950000;0.800000;0.950163;
1.205763;-0.199682;1.000083;0.871346;0.000000;0.950000;0.800000;0.950163;
1.205831;-0.199682;1.000083;0.871320;0.000000;0.950000;0.800000;0.950163;
1.205969;-0.199682;1.000083;0.871268;0.000000;0.950000;0.800000;0.950163;
1.206037;-0.199682;1.000083;0.871243;0.000000;0.950000;0.800000;0.950163;
1.206175;-0.199681;1.000083;0.871191;0.000000;0.950000;0.800000;0.950163;
1.206244;-0.199681;1.000083;0.871165;0.000000;0.950000;0.800000;0.950163;
1.206381;-0.199681;1.000083;0.871114;0.000000;0.950000;0.800000;0.950163;
1.206450;-0.199681;1.000083;0.871088;0.000000;0.950000;0.800000;0.950163;
1.206587;-0.199681;1.000083;0.871037;0.000000;0.950000;0.800000;0.950163;
1.206656;-0.199681;1.000083;0.871011;0.000000;0.950000;0.800000;0.950163;
1.206794;-0.199681;1.000083;0.870959;0.000000;0.950000;0.800000;0.950163;
1.206862;-0.199681;1.000084;0.870934;0.000000;0.950000;0.800000;0.950163;
1.207000;-0.199680;1.000084;0.870882;0.000000;0.950000;0.800000;0.950163;
1.207068;-0.199680;1.000084;0.870857;0.000000;0.950000;0.800000;0.950163;
1.207206;-0.199680;1.000084;0.870805;0.000000;0.950000;0.800000;0.950164;
1.207275;-0.199680;1.000084;0.870780;0.000000;0.950000;0.800000;0.950164;
1.207412;-0.199680;1.000084;0.870729;0.000000;0.950000;0.800000;0.950164;
1.207481;-0.199680;1.000084;0.870703;0.000000;0.950000;0.800000;0.950164;
1.207618;-0.199680;1.000084;0.870652;0.000000;0.950000;0.800000;0.950164;
1.207687;-0.199680;1.000084;0.870626;0.000000;0.950000;0.800000;0.950164;
1.207825;-0.199679;1.000084;0.870575;0.000000;0.950000;0.800000;0.950164;
1.207893;-0.199679;1.000084;0.870550;0.000000;0.950000;0.800000;0.950164;
1.208031;-0.199679;1.000084;0.870499;0.000000;0.950000;0.800000;0.950164;
1.208100;-0.199679;1.000084;0.870473;0.000000;0.950000;0.800000;0.950164;
1.208237;-0.199679;1.000084;0.870422;0.000000;0.950000;0.800000;0.950164;
1.208306;-0.199679;1.000084;0.870397;0.000000;0.950000;0.800000;0.950164;
1.208443;-0.199679;1.000084;0.870346;0.000000;0.950000;0.800000;0.950164;
1.208512;-0.199679;1.000084;0.870320;0.000000;0.950000;0.800000;0.950164;
1.208649;-0.199678;1.000084;0.870269;0.000000;0.950000;0.800000;0.950164;
1.208718;-0.199678;1.000084;0.870244;0.000000;0.950000;0.800000;0.950164;
1.208856;-0.199678;1.000084;0.870193;0.000000;0.950000;0.800000;0.950164;
1.208924;-0.199678;1.000084;0.870168;0.000000;0.950000;0.800000;0.950164;
1.209062;-0.199678;1.000084;0.870117;0.000000;0.950000;0.800000;0.950165;
1.209131;-0.199678;1.000084;0.870092;0.000000;0.950000;0.800000;0.950165;
1.209268;-0.199678;1.000084;0.870041;0.000000;0.950000;0.800000;0.950165;
1.209337;-0.199678;1.000084;0.870015;0.000000;0.950000;0.800000;0.950165;
1.209474;-0.199677;1.000084;0.869965;0.000000;0.950000;0.800000;0.950165;
1.209543;-0.199677;1.000084;0.869939;0.000000;0.950000;0.800000;0.950165;
1.209680;-0.199677;1.000084;0.869889;0.000000;0.950000;0.800000;0.950165;
1.209749;-0.199677;1.000084;0.869864;0.000000;0.950000;0.800000;0.950165;
