time;WT4B_WT4B_LvMeasurements_PPu;WT4B_WT4B_LvMeasurements_QPu;WT4B_WT4B_LvMeasurements_UPu;WT4B_WT4B_injector_PInjPu;WT4B_WT4B_injector_PInjPuSn;WT4B_WT4B_injector_QInjPu;WT4B_WT4B_injector_QInjPuSn;WT4B_WT4B_injector_terminal_V_re;WT4B_WT4B_injector_terminal_i_re;WT4B_WT4B_injector_terminal_V_im;WT4B_WT4B_injector_terminal_i_im;WT4B_WT4B_injector_UPu;WT4B_WT4B_injector_idPu;WT4B_WT4B_injector_iqPu;WT4B_WT4B_pll_omegaPLLPu;WT4B_WT4B_LvTfo_RPu;WT4B_WT4B_LvTfo_XPu;
12.000005;0.252360;0.012262;0.499898;0.504726;0.252363;0.024528;0.012264;0.497348;-1.009441;0.050477;-0.053133;0.499903;0.505419;-0.000044;1.726552;0.000010;0.000010;
12.000007;0.252360;0.012155;0.499876;0.504725;0.252363;0.024316;0.012158;0.497327;-1.009440;0.050477;-0.053563;0.499882;0.505430;-0.000083;1.719061;0.000010;0.000010;
12.000009;0.252360;0.012071;0.499860;0.504726;0.252363;0.024148;0.012074;0.497310;-1.009441;0.050477;-0.053902;0.499865;0.505439;-0.000124;1.712876;0.000010;0.000010;
12.000011;0.252361;0.011991;0.499843;0.504726;0.252363;0.023988;0.011994;0.497293;-1.009442;0.050477;-0.054226;0.499849;0.505449;-0.000170;1.706744;0.000010;0.000010;
12.000012;0.252361;0.011914;0.499828;0.504727;0.252364;0.023834;0.011917;0.497278;-1.009444;0.050478;-0.054538;0.499833;0.505458;-0.000221;1.700666;0.000010;0.000010;
12.000014;0.252362;0.011840;0.499813;0.504728;0.252364;0.023685;0.011843;0.497263;-1.009446;0.050478;-0.054838;0.499818;0.505467;-0.000276;1.694640;0.000010;0.000010;
12.000016;0.252362;0.011769;0.499799;0.504730;0.252365;0.023542;0.011771;0.497248;-1.009449;0.050478;-0.055128;0.499804;0.505476;-0.000334;1.688667;0.000010;0.000010;
12.000017;0.252363;0.011727;0.499790;0.504731;0.252365;0.023459;0.011729;0.497240;-1.009451;0.050478;-0.055298;0.499795;0.505482;-0.000370;1.685113;0.000010;0.000010;
12.000018;0.252363;0.011690;0.499783;0.504731;0.252366;0.023385;0.011692;0.497232;-1.009453;0.050478;-0.055447;0.499788;0.505487;-0.000404;1.681924;0.000010;0.000010;
12.000019;0.252364;0.011654;0.499775;0.504732;0.252366;0.023312;0.011656;0.497225;-1.009455;0.050478;-0.055594;0.499781;0.505492;-0.000438;1.678750;0.000010;0.000010;
12.000021;0.252365;0.011582;0.499761;0.504735;0.252367;0.023170;0.011585;0.497211;-1.009459;0.050478;-0.055884;0.499766;0.505502;-0.000508;1.672437;0.000010;0.000010;
12.000023;0.252366;0.011513;0.499747;0.504737;0.252368;0.023030;0.011515;0.497196;-1.009463;0.050478;-0.056167;0.499752;0.505512;-0.000579;1.666178;0.000010;0.000010;
12.000026;0.252367;0.011434;0.499731;0.504740;0.252370;0.022874;0.011437;0.497181;-1.009469;0.050479;-0.056484;0.499737;0.505524;-0.000663;1.659039;0.000010;0.000010;
12.000027;0.252368;0.011401;0.499725;0.504741;0.252370;0.022808;0.011404;0.497174;-1.009472;0.050479;-0.056619;0.499730;0.505529;-0.000701;1.655973;0.000010;0.000010;
12.000028;0.252369;0.011369;0.499718;0.504742;0.252371;0.022742;0.011371;0.497167;-1.009474;0.050479;-0.056751;0.499723;0.505534;-0.000738;1.652920;0.000010;0.000010;
12.000030;0.252370;0.011304;0.499705;0.504745;0.252373;0.022613;0.011307;0.497154;-1.009480;0.050479;-0.057014;0.499710;0.505544;-0.000814;1.646849;0.000010;0.000010;
12.000032;0.252371;0.011241;0.499692;0.504748;0.252374;0.022487;0.011243;0.497141;-1.009486;0.050480;-0.057271;0.499697;0.505554;-0.000890;1.640830;0.000010;0.000010;
12.000036;0.252374;0.011118;0.499667;0.504754;0.252377;0.022241;0.011121;0.497116;-1.009498;0.050480;-0.057770;0.499673;0.505574;-0.001044;1.628962;0.000010;0.000010;
12.000040;0.252378;0.011000;0.499644;0.504761;0.252380;0.022005;0.011002;0.497092;-1.009511;0.050481;-0.058252;0.499649;0.505594;-0.001200;1.617313;0.000010;0.000010;
12.000044;0.252381;0.010886;0.499621;0.504768;0.252384;0.021777;0.010888;0.497069;-1.009525;0.050482;-0.058716;0.499626;0.505614;-0.001358;1.605881;0.000010;0.000010;
12.000048;0.252385;0.010776;0.499598;0.504775;0.252388;0.021557;0.010778;0.497047;-1.009540;0.050482;-0.059164;0.499604;0.505634;-0.001516;1.594663;0.000010;0.000010;
12.000052;0.252389;0.010670;0.499577;0.504783;0.252391;0.021344;0.010672;0.497025;-1.009556;0.050483;-0.059597;0.499582;0.505654;-0.001675;1.583654;0.000010;0.000010;
12.000056;0.252393;0.010567;0.499556;0.504791;0.252396;0.021139;0.010570;0.497004;-1.009572;0.050484;-0.060016;0.499561;0.505674;-0.001834;1.572850;0.000010;0.000010;
12.000064;0.252402;0.010372;0.499517;0.504809;0.252404;0.020749;0.010375;0.496964;-1.009607;0.050486;-0.060812;0.499522;0.505714;-0.002153;1.551838;0.000010;0.000010;
12.000064;0.252402;0.010370;0.499516;0.504809;0.252404;0.020745;0.010373;0.496964;-1.009608;0.050486;-0.060821;0.499522;0.505714;-0.002156;1.551604;0.000010;0.000010;
12.000065;0.252403;0.010347;0.499512;0.504811;0.252406;0.020699;0.010349;0.496959;-1.009612;0.050486;-0.060916;0.499517;0.505719;-0.002196;1.549041;0.000010;0.000010;
12.000066;0.252404;0.010324;0.499507;0.504814;0.252407;0.020653;0.010326;0.496954;-1.009617;0.050486;-0.061010;0.499512;0.505724;-0.002236;1.546490;0.000010;0.000010;
12.000068;0.252407;0.010278;0.499498;0.504818;0.252409;0.020561;0.010281;0.496945;-1.009627;0.050487;-0.061197;0.499503;0.505734;-0.002316;1.541415;0.000010;0.000010;
12.000072;0.252412;0.010189;0.499480;0.504828;0.252414;0.020383;0.010192;0.496927;-1.009646;0.050488;-0.061561;0.499485;0.505755;-0.002475;1.531406;0.000010;0.000010;
12.000080;0.252422;0.010020;0.499445;0.504849;0.252424;0.020046;0.010023;0.496892;-1.009687;0.050490;-0.062253;0.499451;0.505795;-0.002795;1.511932;0.000010;0.000010;
12.000096;0.252445;0.009718;0.499384;0.504894;0.252447;0.019441;0.009720;0.496830;-1.009778;0.050494;-0.063497;0.499389;0.505875;-0.003433;1.475079;0.000010;0.000010;
12.000112;0.252470;0.009460;0.499331;0.504946;0.252473;0.018925;0.009463;0.496777;-1.009881;0.050499;-0.064563;0.499337;0.505955;-0.004071;1.440883;0.000010;0.000010;
12.000144;0.252530;0.009062;0.499250;0.505064;0.252532;0.018129;0.009064;0.496693;-1.010118;0.050511;-0.066225;0.499255;0.506115;-0.005346;1.379532;0.000010;0.000010;
12.000176;0.252599;0.008806;0.499197;0.505204;0.252602;0.017618;0.008809;0.496639;-1.010398;0.050525;-0.067318;0.499202;0.506276;-0.006618;1.326709;0.000010;0.000010;
12.000240;0.252766;0.008629;0.499158;0.505536;0.252768;0.017264;0.008632;0.496596;-1.011062;0.050559;-0.068172;0.499163;0.506596;-0.009158;1.241076;0.000010;0.000010;
12.000304;0.252963;0.008823;0.499193;0.505931;0.252965;0.017652;0.008826;0.496627;-1.011851;0.050598;-0.067548;0.499198;0.506917;-0.011690;1.177651;0.000010;0.000010;
12.000368;0.253184;0.009296;0.499284;0.506373;0.253187;0.018597;0.009298;0.496714;-1.012736;0.050642;-0.065813;0.499289;0.507237;-0.014214;1.130971;0.000010;0.000010;
12.000432;0.253424;0.009975;0.499416;0.506852;0.253426;0.019955;0.009977;0.496842;-1.013694;0.050690;-0.063258;0.499421;0.507558;-0.016728;1.096722;0.000010;0.000010;
12.000496;0.253676;0.010805;0.499578;0.507358;0.253679;0.021616;0.010808;0.497000;-1.014705;0.050741;-0.060103;0.499583;0.507879;-0.019234;1.071634;0.000010;0.000010;
12.000560;0.253939;0.011746;0.499762;0.507883;0.253941;0.023497;0.011748;0.497179;-1.015755;0.050793;-0.056512;0.499767;0.508199;-0.021731;1.053270;0.000010;0.000010;
12.000647;0.254305;0.013131;0.500033;0.508616;0.254308;0.026267;0.013133;0.497444;-1.017222;0.050866;-0.051213;0.500038;0.508636;-0.025117;1.034738;0.000010;0.000010;
12.000648;0.254310;0.013148;0.500036;0.508626;0.254313;0.026301;0.013150;0.497447;-1.017241;0.050867;-0.051148;0.500041;0.508641;-0.025156;1.034593;0.000010;0.000010;
12.000649;0.254314;0.013165;0.500039;0.508634;0.254317;0.026335;0.013167;0.497451;-1.017258;0.050868;-0.051083;0.500045;0.508646;-0.025194;1.034447;0.000010;0.000010;
12.000651;0.254323;0.013199;0.500046;0.508651;0.254326;0.026403;0.013201;0.497457;-1.017292;0.050870;-0.050953;0.500051;0.508656;-0.025272;1.034156;0.000010;0.000010;
12.000655;0.254340;0.013267;0.500059;0.508685;0.254343;0.026539;0.013269;0.497470;-1.017361;0.050873;-0.050692;0.500065;0.508676;-0.025427;1.033582;0.000010;0.000010;
12.000663;0.254374;0.013404;0.500086;0.508754;0.254377;0.026812;0.013406;0.497496;-1.017498;0.050880;-0.050168;0.500092;0.508716;-0.025737;1.032465;0.000010;0.000010;
12.000679;0.254443;0.013679;0.500140;0.508892;0.254446;0.027363;0.013681;0.497549;-1.017773;0.050894;-0.049113;0.500145;0.508797;-0.026356;1.030351;0.000010;0.000010;
12.000711;0.254581;0.014236;0.500249;0.509168;0.254584;0.028477;0.014238;0.497656;-1.018325;0.050922;-0.046976;0.500254;0.508957;-0.027592;1.026557;0.000010;0.000010;
12.000775;0.254859;0.015371;0.500471;0.509724;0.254862;0.030748;0.015374;0.497874;-1.019437;0.050977;-0.042621;0.500477;0.509277;-0.030058;1.020400;0.000010;0.000010;
12.000903;0.255419;0.017701;0.500927;0.510843;0.255422;0.035406;0.017703;0.498320;-1.021676;0.051089;-0.033693;0.500932;0.509919;-0.034961;1.012106;0.000010;0.000010;
12.001031;0.255982;0.020080;0.501392;0.511968;0.255984;0.040165;0.020083;0.498776;-1.023926;0.051202;-0.024583;0.501397;0.510560;-0.039827;1.007590;0.000010;0.000010;
12.001287;0.257108;0.024877;0.502326;0.514221;0.257111;0.049760;0.024880;0.499692;-1.028432;0.051427;-0.006263;0.502331;0.511843;-0.049450;1.003271;0.000010;0.000010;
12.001543;0.258230;0.029678;0.503257;0.516466;0.258233;0.059362;0.029681;0.500605;-1.032922;0.051651;0.012005;0.503263;0.513125;-0.058926;1.002443;0.000010;0.000010;
12.001799;0.259348;0.034441;0.504178;0.518701;0.259351;0.068887;0.034443;0.501508;-1.037392;0.051875;0.030054;0.504184;0.514408;-0.068258;1.002630;0.000010;0.000010;
12.002311;0.261571;0.043799;0.505977;0.523147;0.261574;0.087604;0.043802;0.503271;-1.046284;0.052319;0.065299;0.505983;0.516973;-0.086502;1.002904;0.000010;0.000010;
12.002823;0.263773;0.052937;0.507720;0.527551;0.263776;0.105880;0.052940;0.504978;-1.055091;0.052759;0.099439;0.507726;0.519538;-0.104196;1.003127;0.000010;0.000010;
12.003847;0.268121;0.070571;0.511049;0.536249;0.268124;0.141148;0.070574;0.508234;-1.072486;0.053629;0.164554;0.511056;0.524668;-0.138019;1.003230;0.000010;0.000010;
12.005895;0.276612;0.103409;0.517127;0.553231;0.276616;0.206824;0.103412;0.514167;-1.106449;0.055327;0.283192;0.517135;0.534929;-0.199895;1.003243;0.000010;0.000010;
12.007943;0.284841;0.133099;0.522494;0.569689;0.284844;0.266219;0.133109;0.519387;-1.139363;0.056972;0.387586;0.522502;0.545189;-0.254680;1.003216;0.000010;0.000010;
12.009991;0.292827;0.159848;0.527227;0.585661;0.292831;0.319735;0.159868;0.523973;-1.171306;0.058569;0.479287;0.527236;0.555450;-0.303146;1.003211;0.000010;0.000010;
12.011139;0.297206;0.173654;0.529634;0.594420;0.297210;0.347372;0.173686;0.526296;-1.188823;0.059444;0.525755;0.529643;0.561200;-0.327858;1.003211;0.000010;0.000010;
12.011139;0.297209;0.173682;0.529634;0.594426;0.297213;0.347373;0.173686;0.526296;-1.188835;0.059445;0.525754;0.529643;0.561200;-0.327858;1.003211;0.000010;0.000010;
12.011140;0.297213;0.173694;0.529636;0.594434;0.297217;0.347396;0.173698;0.526298;-1.188850;0.059446;0.525793;0.529645;0.561205;-0.327879;1.003211;0.000010;0.000010;
12.011141;0.297216;0.173705;0.529638;0.594441;0.297221;0.347419;0.173710;0.526300;-1.188865;0.059447;0.525831;0.529647;0.561210;-0.327900;1.003211;0.000010;0.000010;
12.011142;0.297220;0.173717;0.529640;0.594449;0.297224;0.347442;0.173721;0.526302;-1.188880;0.059447;0.525870;0.529649;0.561215;-0.327920;1.003211;0.000010;0.000010;
12.011143;0.297224;0.173729;0.529642;0.594456;0.297228;0.347466;0.173733;0.526304;-1.188896;0.059448;0.525909;0.529651;0.561220;-0.327941;1.003211;0.000010;0.000010;
12.011144;0.297228;0.173740;0.529644;0.594464;0.297232;0.347489;0.173744;0.526306;-1.188911;0.059449;0.525948;0.529653;0.561225;-0.327962;1.003211;0.000010;0.000010;
12.011146;0.297235;0.173763;0.529648;0.594479;0.297239;0.347535;0.173768;0.526310;-1.188941;0.059450;0.526025;0.529657;0.561235;-0.328003;1.003211;0.000010;0.000010;
12.011150;0.297250;0.173810;0.529656;0.594509;0.297255;0.347628;0.173814;0.526318;-1.189001;0.059453;0.526180;0.529665;0.561255;-0.328085;1.003211;0.000010;0.000010;
12.011158;0.297281;0.173902;0.529672;0.594570;0.297285;0.347813;0.173907;0.526333;-1.189122;0.059459;0.526489;0.529681;0.561295;-0.328250;1.003211;0.000010;0.000010;
12.011174;0.297341;0.174088;0.529704;0.594690;0.297345;0.348184;0.174092;0.526364;-1.189364;0.059472;0.527107;0.529713;0.561375;-0.328580;1.003211;0.000010;0.000010;
12.011206;0.297462;0.174458;0.529768;0.594932;0.297466;0.348924;0.174462;0.526426;-1.189847;0.059496;0.528342;0.529777;0.561536;-0.329239;1.003212;0.000010;0.000010;
12.011270;0.297703;0.175196;0.529896;0.595415;0.297708;0.350400;0.175200;0.526549;-1.190814;0.059544;0.530804;0.529905;0.561856;-0.330552;1.003212;0.000010;0.000010;
12.011398;0.298186;0.176664;0.530150;0.596380;0.298190;0.353337;0.176669;0.526793;-1.192744;0.059640;0.535697;0.530159;0.562498;-0.333164;1.003212;0.000010;0.000010;
12.011654;0.299149;0.179572;0.530652;0.598306;0.299153;0.359153;0.179577;0.527277;-1.196594;0.059833;0.545364;0.530661;0.563780;-0.338329;1.003213;0.000010;0.000010;
12.012166;0.301064;0.185272;0.531632;0.602138;0.301069;0.370553;0.185277;0.528220;-1.204258;0.060216;0.564230;0.531642;0.566345;-0.348427;1.003213;0.000010;0.000010;
12.013190;0.304860;0.196223;0.533504;0.609730;0.304865;0.392455;0.196228;0.530018;-1.219441;0.060975;0.600168;0.533513;0.571476;-0.367730;1.003213;0.000010;0.000010;
12.015238;0.312318;0.216445;0.536917;0.624646;0.312323;0.432900;0.216450;0.533281;-1.249272;0.062467;0.665432;0.536927;0.581736;-0.403055;1.003214;0.000010;0.000010;
12.017286;0.319606;0.234548;0.539925;0.639222;0.319611;0.469112;0.234556;0.536138;-1.278422;0.063924;0.722557;0.539935;0.591997;-0.434343;1.003215;0.000010;0.000010;
12.019334;0.326737;0.250719;0.542571;0.653485;0.326743;0.501459;0.250730;0.538631;-1.306948;0.065350;0.772420;0.542581;0.602257;-0.462034;1.003215;0.000010;0.000010;
12.021382;0.333726;0.265142;0.544895;0.667465;0.333732;0.530309;0.265155;0.540803;-1.334905;0.066748;0.815837;0.544906;0.612517;-0.486535;1.003216;0.000010;0.000010;
12.023430;0.340587;0.277991;0.546935;0.681186;0.340593;0.556010;0.278005;0.542688;-1.362346;0.068120;0.853541;0.546947;0.622778;-0.508214;1.003217;0.000010;0.000010;
12.025478;0.347330;0.289427;0.548724;0.694673;0.347337;0.578883;0.289441;0.544321;-1.389319;0.069468;0.886185;0.548736;0.633038;-0.527399;1.003218;0.000010;0.000010;
12.027526;0.353967;0.299597;0.550290;0.707947;0.353974;0.599223;0.299612;0.545729;-1.415867;0.070796;0.914347;0.550302;0.643299;-0.544379;1.003219;0.000010;0.000010;
12.029574;0.360507;0.308635;0.551659;0.721029;0.360514;0.617299;0.308650;0.546939;-1.442028;0.072104;0.938539;0.551671;0.653559;-0.559411;1.003219;0.000010;0.000010;
12.033670;0.373352;0.323941;0.553918;0.746719;0.373360;0.647899;0.323949;0.548874;-1.493406;0.074673;0.977240;0.553931;0.674080;-0.584748;1.003221;0.000010;0.000010;
12.037766;0.385904;0.336009;0.555627;0.771824;0.385912;0.672041;0.336020;0.550253;-1.543614;0.077183;1.004809;0.555640;0.694601;-0.604674;1.003223;0.000010;0.000010;
12.041862;0.398212;0.345483;0.556899;0.796442;0.398221;0.690997;0.345499;0.551188;-1.592849;0.079645;1.023489;0.556912;0.715122;-0.620313;1.003225;0.000010;0.000010;
12.045958;0.410321;0.352908;0.557826;0.820662;0.410331;0.705848;0.352924;0.551770;-1.641286;0.082067;1.035127;0.557840;0.735643;-0.632592;1.003227;0.000010;0.000010;
12.050054;0.422265;0.358720;0.558482;0.844550;0.422275;0.717471;0.358736;0.552074;-1.689060;0.084456;1.041201;0.558496;0.756164;-0.642254;1.003229;0.000010;0.000010;
12.054150;0.434071;0.363268;0.558927;0.868163;0.434082;0.726568;0.363284;0.552157;-1.736285;0.086818;1.042868;0.558941;0.776685;-0.649880;1.003231;0.000010;0.000010;
12.058246;0.445526;0.366831;0.559210;0.891074;0.445537;0.733666;0.366833;0.552078;-1.782106;0.089109;1.041275;0.559223;0.796769;-0.655925;1.003137;0.000010;0.000010;
12.062342;0.455363;0.369630;0.559400;0.910749;0.455374;0.739128;0.369564;0.551943;-1.821453;0.091077;1.038578;0.559407;0.814046;-0.660735;1.002548;0.000010;0.000010;
12.066438;0.463683;0.371853;0.559543;0.927389;0.463694;0.743752;0.371876;0.551820;-1.854732;0.092741;1.036104;0.559559;0.828699;-0.664569;1.002121;0.000010;0.000010;
12.070534;0.470534;0.373635;0.559643;0.941091;0.470545;0.747298;0.373649;0.551689;-1.882135;0.094111;1.033495;0.559659;0.840779;-0.667633;1.001716;0.000010;0.000010;
12.074630;0.476148;0.375045;0.559718;0.952319;0.476159;0.750154;0.375077;0.551574;-1.904590;0.095234;1.031182;0.559735;0.850684;-0.670085;1.001410;0.000010;0.000010;
12.078726;0.480710;0.376175;0.559773;0.961443;0.480721;0.752405;0.376203;0.551471;-1.922838;0.096146;1.029123;0.559790;0.858738;-0.672050;1.001135;0.000010;0.000010;
12.082822;0.484411;0.377081;0.559815;0.968845;0.484423;0.754220;0.377110;0.551384;-1.937643;0.096887;1.027392;0.559832;0.865276;-0.673626;1.000922;0.000010;0.000010;
12.086918;0.487406;0.377806;0.559847;0.974836;0.487418;0.755664;0.377832;0.551311;-1.949623;0.097486;1.025924;0.559864;0.870570;-0.674891;1.000743;0.000010;0.000010;
12.095110;0.491884;0.378887;0.559893;0.983793;0.491897;0.757798;0.378899;0.551197;-1.967537;0.098382;1.023643;0.559908;0.878485;-0.676776;1.000474;0.000010;0.000010;
12.103302;0.494813;0.379585;0.559921;0.989652;0.494826;0.759198;0.379599;0.551121;-1.979253;0.098967;1.022128;0.559937;0.883667;-0.677995;1.000303;0.000010;0.000010;
12.111494;0.496705;0.380030;0.559938;0.993434;0.496717;0.760089;0.380045;0.551071;-1.986819;0.099346;1.021116;0.559954;0.887016;-0.678771;1.000192;0.000010;0.000010;
12.119686;0.497916;0.380311;0.559948;0.995857;0.497929;0.760650;0.380325;0.551037;-1.991665;0.099588;1.020446;0.559964;0.889164;-0.679260;1.000122;0.000010;0.000010;
12.127878;0.498688;0.380487;0.559954;0.997401;0.498701;0.761002;0.380501;0.551015;-1.994752;0.099742;1.020008;0.559970;0.890534;-0.679566;1.000076;0.000010;0.000010;
12.136070;0.499178;0.380598;0.559958;0.998382;0.499191;0.761222;0.380611;0.551001;-1.996713;0.099841;1.019724;0.559974;0.891405;-0.679757;1.000048;0.000010;0.000010;
12.144262;0.499489;0.380667;0.559960;0.999003;0.499502;0.761361;0.380681;0.550992;-1.997956;0.099903;1.019543;0.559976;0.891959;-0.679877;1.000030;0.000010;0.000010;
12.160646;0.499850;0.380749;0.559963;0.999726;0.499863;0.761523;0.380761;0.550982;-1.999401;0.099975;1.019331;0.559978;0.892604;-0.680014;1.000009;0.000010;0.000010;
12.177030;0.499988;0.380781;0.559964;1.000002;0.500001;0.761587;0.380794;0.550978;-1.999953;0.100003;1.019255;0.559980;0.892853;-0.680064;1.000001;0.000010;0.000010;
12.193414;0.500029;0.380792;0.559964;1.000082;0.500041;0.761609;0.380805;0.550977;-2.000115;0.100011;1.019238;0.559980;0.892928;-0.680077;0.999998;0.000010;0.000010;
12.209798;0.500033;0.380795;0.559965;1.000091;0.500046;0.761616;0.380808;0.550977;-2.000132;0.100011;1.019243;0.559981;0.892939;-0.680078;0.999998;0.000010;0.000010;
12.226182;0.500027;0.380797;0.559965;1.000080;0.500040;0.761618;0.380809;0.550978;-2.000110;0.100010;1.019254;0.559981;0.892932;-0.680075;0.999998;0.000010;0.000010;
12.258950;0.500019;0.380799;0.559966;1.000063;0.500032;0.761624;0.380812;0.550979;-2.000076;0.100009;1.019274;0.559982;0.892922;-0.680071;0.999999;0.000010;0.000010;
12.291718;0.500013;0.380801;0.559966;1.000052;0.500026;0.761628;0.380814;0.550980;-2.000053;0.100008;1.019289;0.559982;0.892915;-0.680069;0.999999;0.000010;0.000010;
12.324486;0.500010;0.380803;0.559967;1.000045;0.500023;0.761632;0.380816;0.550980;-2.000040;0.100007;1.019301;0.559983;0.892912;-0.680067;0.999999;0.000010;0.000010;
12.390022;0.500007;0.380807;0.559967;1.000038;0.500019;0.761638;0.380819;0.550981;-2.000026;0.100006;1.019315;0.559983;0.892910;-0.680066;1.000000;0.000010;0.000010;
12.499998;0.500004;0.380809;0.559968;1.000033;0.500017;0.761644;0.380822;0.550982;-2.000016;0.100006;1.019328;0.559984;0.892908;-0.680064;1.000000;0.000010;0.000010;
12.499998;0.990626;0.630860;1.046374;1.981278;0.990639;1.261745;0.630873;1.041600;-2.000016;0.100006;1.019328;1.046390;0.892908;-0.680064;-1.628626;0.000010;0.000010;
12.499998;0.990434;0.631214;1.046408;1.980892;0.990446;1.262452;0.631226;1.041636;-1.999627;0.099986;1.020047;1.046424;0.892908;-0.680049;-1.617686;0.000010;0.000010;
12.499998;0.990241;0.631566;1.046442;1.980507;0.990254;1.263157;0.631578;1.041672;-1.999238;0.099967;1.020762;1.046457;0.892906;-0.680033;-1.606792;0.000010;0.000010;
12.499999;0.990049;0.631916;1.046476;1.980122;0.990061;1.263858;0.631929;1.041707;-1.998849;0.099947;1.021475;1.046491;0.892904;-0.680018;-1.595945;0.000010;0.000010;
12.500000;0.989664;0.632613;1.046542;1.979353;0.989676;1.265252;0.632626;1.041778;-1.998073;0.099909;1.022893;1.046558;0.892899;-0.679987;-1.574358;0.000010;0.000010;
12.500001;0.989280;0.633305;1.046609;1.978585;0.989292;1.266635;0.633317;1.041849;-1.997298;0.099870;1.024300;1.046624;0.892892;-0.679956;-1.552939;0.000010;0.000010;
12.500002;0.988897;0.633990;1.046674;1.977819;0.988910;1.268005;0.634002;1.041918;-1.996524;0.099831;1.025694;1.046690;0.892884;-0.679925;-1.531697;0.000010;0.000010;
12.500003;0.988136;0.635341;1.046804;1.976296;0.988148;1.270708;0.635354;1.042056;-1.994987;0.099754;1.028447;1.046820;0.892864;-0.679863;-1.489745;0.000010;0.000010;
12.500005;0.987456;0.636536;1.046919;1.974937;0.987469;1.273098;0.636549;1.042178;-1.993615;0.099686;1.030883;1.046934;0.892842;-0.679807;-1.452585;0.000010;0.000010;
12.500007;0.986782;0.637712;1.047032;1.973590;0.986795;1.275449;0.637724;1.042298;-1.992255;0.099618;1.033280;1.047047;0.892818;-0.679752;-1.415978;0.000010;0.000010;
12.500008;0.986115;0.638868;1.047143;1.972255;0.986127;1.277761;0.638881;1.042416;-1.990907;0.099550;1.035639;1.047158;0.892793;-0.679696;-1.379917;0.000010;0.000010;
12.500009;0.985673;0.639629;1.047216;1.971371;0.985686;1.279283;0.639642;1.042493;-1.990015;0.099506;1.037192;1.047231;0.892774;-0.679659;-1.356145;0.000010;0.000010;
12.500010;0.985273;0.640314;1.047282;1.970572;0.985286;1.280653;0.640326;1.042563;-1.989209;0.099465;1.038590;1.047297;0.892757;-0.679625;-1.334728;0.000010;0.000010;
12.500011;0.984876;0.640992;1.047347;1.969778;0.984889;1.282009;0.641004;1.042632;-1.988407;0.099425;1.039975;1.047362;0.892740;-0.679591;-1.313504;0.000010;0.000010;
12.500013;0.984088;0.642332;1.047475;1.968202;0.984101;1.284688;0.642344;1.042769;-1.986816;0.099346;1.042711;1.047491;0.892704;-0.679523;-1.271505;0.000010;0.000010;
12.500015;0.983387;0.643516;1.047589;1.966800;0.983400;1.287057;0.643528;1.042890;-1.985401;0.099275;1.045131;1.047605;0.892670;-0.679462;-1.234310;0.000010;0.000010;
12.500017;0.982695;0.644679;1.047701;1.965414;0.982707;1.289383;0.644692;1.043009;-1.984002;0.099205;1.047509;1.047716;0.892636;-0.679400;-1.197708;0.000010;0.000010;
12.500019;0.982011;0.645821;1.047810;1.964046;0.982023;1.291668;0.645834;1.043126;-1.982621;0.099136;1.049844;1.047826;0.892602;-0.679339;-1.161698;0.000010;0.000010;
12.500021;0.981335;0.646943;1.047918;1.962696;0.981348;1.293911;0.646955;1.043240;-1.981258;0.099068;1.052138;1.047934;0.892567;-0.679278;-1.126275;0.000010;0.000010;
12.500022;0.980669;0.648044;1.048024;1.961363;0.980681;1.296113;0.648057;1.043353;-1.979912;0.099000;1.054390;1.048039;0.892531;-0.679217;-1.091428;0.000010;0.000010;
12.500024;0.980011;0.649125;1.048128;1.960047;0.980023;1.298276;0.649138;1.043464;-1.978584;0.098934;1.056603;1.048143;0.892495;-0.679156;-1.057148;0.000010;0.000010;
12.500028;0.978721;0.651229;1.048330;1.957466;0.978733;1.302484;0.651242;1.043679;-1.975979;0.098804;1.060911;1.048346;0.892423;-0.679034;-0.990240;0.000010;0.000010;
12.500031;0.977464;0.653258;1.048525;1.954953;0.977477;1.306541;0.653270;1.043887;-1.973442;0.098677;1.065066;1.048540;0.892350;-0.678912;-0.925490;0.000010;0.000010;
12.500035;0.976241;0.655213;1.048713;1.952507;0.976253;1.310451;0.655225;1.044087;-1.970973;0.098553;1.069073;1.048728;0.892277;-0.678789;-0.862833;0.000010;0.000010;
12.500039;0.975050;0.657097;1.048894;1.950126;0.975063;1.314219;0.657110;1.044281;-1.968569;0.098433;1.072937;1.048909;0.892203;-0.678667;-0.802202;0.000010;0.000010;
12.500042;0.973892;0.658913;1.049068;1.947809;0.973904;1.317851;0.658926;1.044467;-1.966230;0.098316;1.076664;1.049084;0.892128;-0.678545;-0.743535;0.000010;0.000010;
12.500046;0.972765;0.660663;1.049237;1.945554;0.972777;1.321351;0.660676;1.044647;-1.963954;0.098202;1.080257;1.049252;0.892054;-0.678423;-0.686768;0.000010;0.000010;
12.500049;0.971668;0.662349;1.049399;1.943361;0.971681;1.324724;0.662362;1.044820;-1.961740;0.098091;1.083722;1.049414;0.891980;-0.678301;-0.631841;0.000010;0.000010;
12.500057;0.969562;0.665542;1.049706;1.939149;0.969575;1.331109;0.665554;1.045148;-1.957488;0.097879;1.090288;1.049721;0.891830;-0.678057;-0.527202;0.000010;0.000010;
