time;Generator1_generator_UPu;Generator1_generator_UStatorPu;Generator1_generator_UStatorRefPu;Generator1_generator_PGenPu;Generator1_generator_QGenPu;Generator1_generator_QMaxPu;Generator1_generator_QMinPu;Generator1_reactivePowerControlLoop_level;Generator1_reactivePowerControlLoop_QStatorPu;Generator1_reactivePowerControlLoop_UStatorRefPu;Generator2_generator_UPu;Generator2_generator_UStatorPu;Generator2_generator_UStatorRefPu;Generator2_generator_PGenPu;Generator2_generator_QGenPu;Generator2_generator_QMaxPu;Generator2_generator_QMinPu;Generator2_reactivePowerControlLoop_level;Generator2_reactivePowerControlLoop_QStatorPu;Generator2_reactivePowerControlLoop_UStatorRefPu;SVC_UpPu;SVC_UpRefPu;SVC_level;
39.999980;1.050000;1.076183;1.076183;1.500000;0.500000;0.620000;-2.000000;0.219064;0.306689;1.076183;1.050000;1.076183;1.076183;1.500000;0.500000;2.000000;-1.250000;0.219064;0.306689;1.076183;1.050000;1.050000;0.219064;
45.000000;1.050000;1.076183;1.076183;1.500000;0.500000;0.620000;-2.000000;0.219064;0.306689;1.076183;1.050000;1.076183;1.076183;1.500000;0.500000;2.000000;-1.250000;0.219064;0.306689;1.076183;1.050000;1.050000;0.219064;
49.999970;1.050000;1.076183;1.076183;1.500000;0.500000;0.620000;-2.000000;0.219064;0.306689;1.076183;1.050000;1.076183;1.076183;1.500000;0.500000;2.000000;-1.250000;0.219064;0.306689;1.076183;1.050000;1.050000;0.219064;
55.000000;1.050000;1.076183;1.076183;1.500000;0.500000;0.620000;-2.000000;0.219064;0.306689;1.076183;1.050000;1.076183;1.076183;1.500000;0.500000;2.000000;-1.250000;0.219064;0.306689;1.076183;1.050000;1.050000;0.219064;
59.999958;1.050000;1.076183;1.076183;1.500000;0.500000;0.620000;-2.000000;0.219064;0.306689;1.076183;1.050000;1.076183;1.076183;1.500000;0.500000;2.000000;-1.250000;0.219064;0.306689;1.076183;1.050000;1.050000;0.219064;
65.000000;1.050000;1.076183;1.076183;1.500000;0.500000;0.620000;-2.000000;0.219064;0.306689;1.076183;1.050000;1.076183;1.076183;1.500000;0.500000;2.000000;-1.250000;0.219064;0.306689;1.076183;1.050000;1.050000;0.219064;
69.999944;1.050000;1.076183;1.076183;1.500000;0.500000;0.620000;-2.000000;0.219064;0.306689;1.076183;1.050000;1.076183;1.076183;1.500000;0.500000;2.000000;-1.250000;0.219064;0.306689;1.076183;1.050000;1.050000;0.219064;
69.999986;1.050000;1.076183;1.076183;1.500000;0.500000;0.620000;-2.000000;0.219064;0.306689;1.076183;1.050000;1.076183;1.076183;1.500000;0.500000;2.000000;-1.250000;0.219064;0.306689;1.076183;1.050000;1.050000;0.219064;
69.999986;1.042066;1.074561;1.076183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377775;1.076183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
70.999986;1.042066;1.074561;1.075983;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.075983;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
72.999986;1.042066;1.074561;1.075583;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.075583;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
76.999986;1.042066;1.074561;1.074783;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.074783;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
79.999928;1.042066;1.074561;1.074183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.074183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
84.999986;1.042066;1.074561;1.073183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.073183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
94.999986;1.042066;1.074561;1.071183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.071183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
104.999986;1.042066;1.074561;1.069183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.069183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
114.999986;1.042066;1.074561;1.067183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.067183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
124.999986;1.042066;1.074561;1.065183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.065183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
134.999986;1.042066;1.074561;1.063183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.063183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
144.999986;1.042066;1.074561;1.061183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.061183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
154.999986;1.042066;1.074561;1.059183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.059183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
164.999986;1.042066;1.074561;1.057183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.057183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
174.999986;1.042066;1.074561;1.055183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.055183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
184.999986;1.042066;1.074561;1.053183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.053183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
194.999986;1.042066;1.074561;1.051183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.051183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
204.999986;1.042066;1.074561;1.049183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.049183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
214.999986;1.042066;1.074561;1.047183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.047183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
224.999986;1.042066;1.074561;1.045183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.045183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
234.999986;1.042066;1.074561;1.043183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.043183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
244.999986;1.042066;1.074561;1.041183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.041183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
254.999986;1.042066;1.074561;1.039183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.039183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
264.999986;1.042066;1.074561;1.037183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.037183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
274.999986;1.042066;1.074561;1.035183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.035183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
284.999986;1.042066;1.074561;1.033183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.033183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
294.999986;1.042066;1.074561;1.031183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.031183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
304.999986;1.042066;1.074561;1.029183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.029183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
314.999986;1.042066;1.074561;1.027183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.027183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
324.999986;1.042066;1.074561;1.025183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.025183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
334.999986;1.042066;1.074561;1.023183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.023183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
344.999986;1.042066;1.074561;1.021183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.021183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
354.999986;1.042066;1.074561;1.019183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.019183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
364.999986;1.042066;1.074561;1.017183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.017183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
374.999986;1.042066;1.074561;1.015183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.015183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
384.999986;1.042066;1.074561;1.013183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.013183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
394.999986;1.042066;1.074561;1.011183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.011183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
404.999986;1.042066;1.074561;1.009183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.009183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
414.999986;1.042066;1.074561;1.007183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.007183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
424.999986;1.042066;1.074561;1.005183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.005183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
434.999986;1.042066;1.074561;1.003183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.003183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
444.999986;1.042066;1.074561;1.001183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;1.001183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
454.999986;1.042066;1.074561;0.999183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.999183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
464.999986;1.042066;1.074561;0.997183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.997183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
474.999986;1.042066;1.074561;0.995183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.995183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
484.999986;1.042066;1.074561;0.993183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.993183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
494.999986;1.042066;1.074561;0.991183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.991183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
504.999986;1.042066;1.074561;0.989183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.989183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
514.999986;1.042066;1.074561;0.987183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.987183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
524.999986;1.042066;1.074561;0.985183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.985183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
534.999986;1.042066;1.074561;0.983183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.983183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
544.999986;1.042066;1.074561;0.981183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.981183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
554.999986;1.042066;1.074561;0.979183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.979183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
564.999986;1.042066;1.074561;0.977183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.977183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
574.999986;1.042066;1.074561;0.975183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.975183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
584.999986;1.042066;1.074561;0.973183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.973183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
594.999986;1.042066;1.074561;0.971183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.971183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
604.999986;1.042066;1.074561;0.969183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.969183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
614.999986;1.042066;1.074561;0.967183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.967183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
624.999986;1.042066;1.074561;0.965183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.965183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
634.999986;1.042066;1.074561;0.963183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.963183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
644.999986;1.042066;1.074561;0.961183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.961183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
654.999986;1.042066;1.074561;0.959183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.959183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
664.999986;1.042066;1.074561;0.957183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.957183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
674.999986;1.042066;1.074561;0.955183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.955183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
684.999986;1.042066;1.074561;0.953183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.953183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
694.999986;1.042066;1.074561;0.951183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.951183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
704.999986;1.042066;1.074561;0.949183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.949183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
714.999986;1.042066;1.074561;0.947183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.947183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
724.999986;1.042066;1.074561;0.945183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.945183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
734.999986;1.042066;1.074561;0.943183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.943183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
744.999986;1.042066;1.074561;0.941183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.941183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
754.999986;1.042066;1.074561;0.939183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.939183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
764.999986;1.042066;1.074561;0.937183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.937183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
774.999986;1.042066;1.074561;0.935183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.935183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
784.999986;1.042066;1.074561;0.933183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.933183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
794.999986;1.042066;1.074561;0.931183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.931183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
804.999986;1.042066;1.074561;0.929183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.929183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
814.999986;1.042066;1.074561;0.927183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.927183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
824.999986;1.042066;1.074561;0.925183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.925183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
834.999986;1.042066;1.074561;0.923183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.923183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
844.999986;1.042066;1.074561;0.921183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.921183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
854.999986;1.042066;1.074561;0.919183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.919183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
864.999986;1.042066;1.074561;0.917183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.917183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
874.999986;1.042066;1.074561;0.915183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.915183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
884.999986;1.042066;1.074561;0.913183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.913183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
894.999986;1.042066;1.074561;0.911183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.911183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
904.999986;1.042066;1.074561;0.909183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.909183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
914.999986;1.042066;1.074561;0.907183;1.600000;0.620000;0.620000;-2.000000;0.219064;0.377787;0.907183;1.042066;1.045838;1.076183;1.600000;0.019802;0.019802;-1.200000;0.219064;0.068847;1.076183;1.042066;1.050000;0.219064;
