time;WT3A_WT_controlMeasurements_PPuSnRef;WT3A_WT_controlMeasurements_QPuSnRef;WT3A_WT_controlMeasurements_UPu;WT3A_WT_mechanical_omegaGenPu;WT3A_WT_mechanical_omegaWTRPu;PRefPu_step_step;WT3A_WT_terminal_V_re;WT3A_WT_terminal_V_im;WT3A_WT_terminal_i_re;WT3A_WT_terminal_i_im;
1.631092;0.595555;0.100000;1.000000;0.999634;0.992727;0.400000;1.000000;0.000000;-0.595555;0.100000;
1.632081;0.595541;0.100000;1.000000;0.999632;0.992703;0.400000;1.000000;0.000000;-0.595541;0.100000;
1.633070;0.595527;0.100000;1.000000;0.999630;0.992680;0.400000;1.000000;0.000000;-0.595527;0.100000;
1.634059;0.595514;0.100000;1.000000;0.999628;0.992656;0.400000;1.000000;0.000000;-0.595514;0.100000;
1.635048;0.595500;0.100000;1.000000;0.999626;0.992632;0.400000;1.000000;0.000000;-0.595500;0.100000;
1.636037;0.595486;0.100000;1.000000;0.999624;0.992608;0.400000;1.000000;0.000000;-0.595486;0.100000;
1.637026;0.595472;0.100000;1.000000;0.999622;0.992584;0.400000;1.000000;0.000000;-0.595472;0.100000;
1.638016;0.595458;0.100000;1.000000;0.999620;0.992560;0.400000;1.000000;0.000000;-0.595458;0.100000;
1.639005;0.595444;0.100000;1.000000;0.999618;0.992537;0.400000;1.000000;0.000000;-0.595444;0.100000;
1.639994;0.595431;0.100000;1.000000;0.999616;0.992513;0.400000;1.000000;0.000000;-0.595431;0.100000;
1.640983;0.595417;0.100000;1.000000;0.999613;0.992489;0.400000;1.000000;0.000000;-0.595417;0.100000;
1.641972;0.595403;0.100000;1.000000;0.999611;0.992465;0.400000;1.000000;0.000000;-0.595403;0.100000;
1.642961;0.595389;0.100000;1.000000;0.999609;0.992441;0.400000;1.000000;0.000000;-0.595389;0.100000;
1.643950;0.595375;0.100000;1.000000;0.999607;0.992417;0.400000;1.000000;0.000000;-0.595375;0.100000;
1.644939;0.595362;0.100000;1.000000;0.999605;0.992393;0.400000;1.000000;0.000000;-0.595362;0.100000;
1.645928;0.595348;0.100000;1.000000;0.999603;0.992369;0.400000;1.000000;0.000000;-0.595348;0.100000;
1.646918;0.595334;0.100000;1.000000;0.999601;0.992345;0.400000;1.000000;0.000000;-0.595334;0.100000;
1.647907;0.595320;0.100000;1.000000;0.999599;0.992322;0.400000;1.000000;0.000000;-0.595320;0.100000;
1.648896;0.595306;0.100000;1.000000;0.999597;0.992298;0.400000;1.000000;0.000000;-0.595306;0.100000;
1.649885;0.595293;0.100000;1.000000;0.999595;0.992274;0.400000;1.000000;0.000000;-0.595293;0.100000;
1.650874;0.595279;0.100000;1.000000;0.999592;0.992250;0.400000;1.000000;0.000000;-0.595279;0.100000;
1.651863;0.595265;0.100000;1.000000;0.999590;0.992226;0.400000;1.000000;0.000000;-0.595265;0.100000;
1.652852;0.595251;0.100000;1.000000;0.999588;0.992202;0.400000;1.000000;0.000000;-0.595251;0.100000;
1.653841;0.595237;0.100000;1.000000;0.999586;0.992178;0.400000;1.000000;0.000000;-0.595237;0.100000;
1.654831;0.595224;0.100000;1.000000;0.999584;0.992154;0.400000;1.000000;0.000000;-0.595224;0.100000;
1.655820;0.595210;0.100000;1.000000;0.999582;0.992130;0.400000;1.000000;0.000000;-0.595210;0.100000;
1.656809;0.595196;0.100000;1.000000;0.999579;0.992106;0.400000;1.000000;0.000000;-0.595196;0.100000;
1.657798;0.595182;0.100000;1.000000;0.999577;0.992082;0.400000;1.000000;0.000000;-0.595182;0.100000;
1.658787;0.595169;0.100000;1.000000;0.999575;0.992058;0.400000;1.000000;0.000000;-0.595169;0.100000;
1.659776;0.595155;0.100000;1.000000;0.999573;0.992035;0.400000;1.000000;0.000000;-0.595155;0.100000;
1.660765;0.595141;0.100000;1.000000;0.999571;0.992011;0.400000;1.000000;0.000000;-0.595141;0.100000;
1.661754;0.595127;0.100000;1.000000;0.999568;0.991987;0.400000;1.000000;0.000000;-0.595127;0.100000;
1.662744;0.595114;0.100000;1.000000;0.999566;0.991963;0.400000;1.000000;0.000000;-0.595114;0.100000;
1.663733;0.595100;0.100000;1.000000;0.999564;0.991939;0.400000;1.000000;0.000000;-0.595100;0.100000;
1.664722;0.595086;0.100000;1.000000;0.999562;0.991915;0.400000;1.000000;0.000000;-0.595086;0.100000;
1.665711;0.595072;0.100000;1.000000;0.999559;0.991891;0.400000;1.000000;0.000000;-0.595072;0.100000;
1.666700;0.595059;0.100000;1.000000;0.999557;0.991867;0.400000;1.000000;0.000000;-0.595059;0.100000;
1.667689;0.595045;0.100000;1.000000;0.999555;0.991843;0.400000;1.000000;0.000000;-0.595045;0.100000;
1.668678;0.595031;0.100000;1.000000;0.999553;0.991819;0.400000;1.000000;0.000000;-0.595031;0.100000;
1.669667;0.595017;0.100000;1.000000;0.999550;0.991795;0.400000;1.000000;0.000000;-0.595017;0.100000;
1.670657;0.595004;0.100000;1.000000;0.999548;0.991771;0.400000;1.000000;0.000000;-0.595004;0.100000;
1.671646;0.594990;0.100000;1.000000;0.999546;0.991747;0.400000;1.000000;0.000000;-0.594990;0.100000;
1.672635;0.594976;0.100000;1.000000;0.999543;0.991723;0.400000;1.000000;0.000000;-0.594976;0.100000;
1.673624;0.594962;0.100000;1.000000;0.999541;0.991699;0.400000;1.000000;0.000000;-0.594962;0.100000;
1.674613;0.594949;0.100000;1.000000;0.999539;0.991675;0.400000;1.000000;0.000000;-0.594949;0.100000;
1.675602;0.594935;0.100000;1.000000;0.999536;0.991651;0.400000;1.000000;0.000000;-0.594935;0.100000;
1.676591;0.594921;0.100000;1.000000;0.999534;0.991628;0.400000;1.000000;0.000000;-0.594921;0.100000;
1.677580;0.594908;0.100000;1.000000;0.999532;0.991604;0.400000;1.000000;0.000000;-0.594908;0.100000;
1.678570;0.594894;0.100000;1.000000;0.999529;0.991580;0.400000;1.000000;0.000000;-0.594894;0.100000;
1.679559;0.594880;0.100000;1.000000;0.999527;0.991556;0.400000;1.000000;0.000000;-0.594880;0.100000;
1.680548;0.594866;0.100000;1.000000;0.999525;0.991532;0.400000;1.000000;0.000000;-0.594866;0.100000;
1.681537;0.594853;0.100000;1.000000;0.999522;0.991508;0.400000;1.000000;0.000000;-0.594853;0.100000;
1.683515;0.594825;0.100000;1.000000;0.999518;0.991460;0.400000;1.000000;0.000000;-0.594825;0.100000;
1.685235;0.594802;0.100000;1.000000;0.999513;0.991418;0.400000;1.000000;0.000000;-0.594802;0.100000;
1.686956;0.594778;0.100000;1.000000;0.999509;0.991377;0.400000;1.000000;0.000000;-0.594778;0.100000;
1.688676;0.594754;0.100000;1.000000;0.999505;0.991335;0.400000;1.000000;0.000000;-0.594754;0.100000;
1.690397;0.594730;0.100000;1.000000;0.999501;0.991294;0.400000;1.000000;0.000000;-0.594730;0.100000;
1.692117;0.594706;0.100000;1.000000;0.999497;0.991252;0.400000;1.000000;0.000000;-0.594706;0.100000;
1.693837;0.594683;0.100000;1.000000;0.999492;0.991211;0.400000;1.000000;0.000000;-0.594683;0.100000;
1.695558;0.594659;0.100000;1.000000;0.999488;0.991169;0.400000;1.000000;0.000000;-0.594659;0.100000;
1.697278;0.594635;0.100000;1.000000;0.999484;0.991127;0.400000;1.000000;0.000000;-0.594635;0.100000;
1.698998;0.594611;0.100000;1.000000;0.999479;0.991086;0.400000;1.000000;0.000000;-0.594611;0.100000;
1.700719;0.594588;0.100000;1.000000;0.999475;0.991044;0.400000;1.000000;0.000000;-0.594588;0.100000;
1.702439;0.594564;0.100000;1.000000;0.999471;0.991003;0.400000;1.000000;0.000000;-0.594564;0.100000;
1.704159;0.594540;0.100000;1.000000;0.999466;0.990962;0.400000;1.000000;0.000000;-0.594540;0.100000;
1.705880;0.594516;0.100000;1.000000;0.999462;0.990920;0.400000;1.000000;0.000000;-0.594516;0.100000;
1.707600;0.594493;0.100000;1.000000;0.999457;0.990879;0.400000;1.000000;0.000000;-0.594493;0.100000;
1.709320;0.594469;0.100000;1.000000;0.999453;0.990837;0.400000;1.000000;0.000000;-0.594469;0.100000;
1.711041;0.594445;0.100000;1.000000;0.999448;0.990796;0.400000;1.000000;0.000000;-0.594445;0.100000;
1.712761;0.594421;0.100000;1.000000;0.999444;0.990754;0.400000;1.000000;0.000000;-0.594421;0.100000;
1.714481;0.594398;0.100000;1.000000;0.999439;0.990713;0.400000;1.000000;0.000000;-0.594398;0.100000;
1.716202;0.594374;0.100000;1.000000;0.999435;0.990672;0.400000;1.000000;0.000000;-0.594374;0.100000;
1.717922;0.594350;0.100000;1.000000;0.999430;0.990631;0.400000;1.000000;0.000000;-0.594350;0.100000;
1.719642;0.594327;0.100000;1.000000;0.999426;0.990589;0.400000;1.000000;0.000000;-0.594327;0.100000;
1.721363;0.594303;0.100000;1.000000;0.999421;0.990548;0.400000;1.000000;0.000000;-0.594303;0.100000;
1.723083;0.594279;0.100000;1.000000;0.999416;0.990507;0.400000;1.000000;0.000000;-0.594279;0.100000;
1.724804;0.594255;0.100000;1.000000;0.999412;0.990466;0.400000;1.000000;0.000000;-0.594255;0.100000;
1.726524;0.594232;0.100000;1.000000;0.999407;0.990424;0.400000;1.000000;0.000000;-0.594232;0.100000;
1.728244;0.594208;0.100000;1.000000;0.999402;0.990383;0.400000;1.000000;0.000000;-0.594208;0.100000;
1.729965;0.594184;0.100000;1.000000;0.999398;0.990342;0.400000;1.000000;0.000000;-0.594184;0.100000;
1.731685;0.594160;0.100000;1.000000;0.999393;0.990301;0.400000;1.000000;0.000000;-0.594160;0.100000;
1.733405;0.594137;0.100000;1.000000;0.999388;0.990260;0.400000;1.000000;0.000000;-0.594137;0.100000;
1.735126;0.594113;0.100000;1.000000;0.999383;0.990219;0.400000;1.000000;0.000000;-0.594113;0.100000;
1.736846;0.594089;0.100000;1.000000;0.999378;0.990178;0.400000;1.000000;0.000000;-0.594089;0.100000;
1.738566;0.594066;0.100000;1.000000;0.999374;0.990137;0.400000;1.000000;0.000000;-0.594066;0.100000;
1.740287;0.594042;0.100000;1.000000;0.999369;0.990096;0.400000;1.000000;0.000000;-0.594042;0.100000;
1.742007;0.594018;0.100000;1.000000;0.999364;0.990055;0.400000;1.000000;0.000000;-0.594018;0.100000;
1.743727;0.593994;0.100000;1.000000;0.999359;0.990014;0.400000;1.000000;0.000000;-0.593994;0.100000;
1.745448;0.593970;0.100000;1.000000;0.999354;0.989973;0.400000;1.000000;0.000000;-0.593970;0.100000;
1.747168;0.593947;0.100000;1.000000;0.999349;0.989932;0.400000;1.000000;0.000000;-0.593947;0.100000;
1.748888;0.593923;0.100000;1.000000;0.999344;0.989892;0.400000;1.000000;0.000000;-0.593923;0.100000;
1.750609;0.593899;0.100000;1.000000;0.999339;0.989851;0.400000;1.000000;0.000000;-0.593899;0.100000;
1.752329;0.593875;0.100000;1.000000;0.999334;0.989810;0.400000;1.000000;0.000000;-0.593875;0.100000;
1.754049;0.593851;0.100000;1.000000;0.999329;0.989769;0.400000;1.000000;0.000000;-0.593851;0.100000;
1.755770;0.593828;0.100000;1.000000;0.999324;0.989729;0.400000;1.000000;0.000000;-0.593828;0.100000;
1.757490;0.593804;0.100000;1.000000;0.999319;0.989688;0.400000;1.000000;0.000000;-0.593804;0.100000;
1.759211;0.593780;0.100000;1.000000;0.999314;0.989648;0.400000;1.000000;0.000000;-0.593780;0.100000;
1.760931;0.593756;0.100000;1.000000;0.999309;0.989607;0.400000;1.000000;0.000000;-0.593756;0.100000;
1.762651;0.593732;0.100000;1.000000;0.999304;0.989567;0.400000;1.000000;0.000000;-0.593732;0.100000;
1.764372;0.593708;0.100000;1.000000;0.999298;0.989526;0.400000;1.000000;0.000000;-0.593708;0.100000;
1.766092;0.593684;0.100000;1.000000;0.999293;0.989486;0.400000;1.000000;0.000000;-0.593684;0.100000;
1.767812;0.593660;0.100000;1.000000;0.999288;0.989445;0.400000;1.000000;0.000000;-0.593660;0.100000;
1.769533;0.593636;0.100000;1.000000;0.999283;0.989405;0.400000;1.000000;0.000000;-0.593636;0.100000;
1.771253;0.593612;0.100000;1.000000;0.999278;0.989365;0.400000;1.000000;0.000000;-0.593612;0.100000;
1.772973;0.593588;0.100000;1.000000;0.999272;0.989324;0.400000;1.000000;0.000000;-0.593588;0.100000;
1.774694;0.593564;0.100000;1.000000;0.999267;0.989284;0.400000;1.000000;0.000000;-0.593564;0.100000;
1.776414;0.593540;0.100000;1.000000;0.999262;0.989244;0.400000;1.000000;0.000000;-0.593540;0.100000;
1.778134;0.593516;0.100000;1.000000;0.999256;0.989204;0.400000;1.000000;0.000000;-0.593516;0.100000;
1.779855;0.593492;0.100000;1.000000;0.999251;0.989164;0.400000;1.000000;0.000000;-0.593492;0.100000;
1.781575;0.593468;0.100000;1.000000;0.999246;0.989124;0.400000;1.000000;0.000000;-0.593468;0.100000;
1.783295;0.593444;0.100000;1.000000;0.999240;0.989084;0.400000;1.000000;0.000000;-0.593444;0.100000;
1.785016;0.593419;0.100000;1.000000;0.999235;0.989044;0.400000;1.000000;0.000000;-0.593419;0.100000;
1.786736;0.593395;0.100000;1.000000;0.999229;0.989004;0.400000;1.000000;0.000000;-0.593395;0.100000;
1.788457;0.593371;0.100000;1.000000;0.999224;0.988964;0.400000;1.000000;0.000000;-0.593371;0.100000;
1.790177;0.593347;0.100000;1.000000;0.999218;0.988924;0.400000;1.000000;0.000000;-0.593347;0.100000;
1.791897;0.593322;0.100000;1.000000;0.999213;0.988885;0.400000;1.000000;0.000000;-0.593322;0.100000;
1.793618;0.593298;0.100000;1.000000;0.999207;0.988845;0.400000;1.000000;0.000000;-0.593298;0.100000;
1.795338;0.593274;0.100000;1.000000;0.999202;0.988805;0.400000;1.000000;0.000000;-0.593274;0.100000;
1.797058;0.593249;0.100000;1.000000;0.999196;0.988766;0.400000;1.000000;0.000000;-0.593249;0.100000;
1.798779;0.593225;0.100000;1.000000;0.999191;0.988726;0.400000;1.000000;0.000000;-0.593225;0.100000;
1.800499;0.593200;0.100000;1.000000;0.999185;0.988686;0.400000;1.000000;0.000000;-0.593200;0.100000;
1.802219;0.593176;0.100000;1.000000;0.999179;0.988647;0.400000;1.000000;0.000000;-0.593176;0.100000;
1.803940;0.593151;0.100000;1.000000;0.999174;0.988608;0.400000;1.000000;0.000000;-0.593151;0.100000;
1.805660;0.593127;0.100000;1.000000;0.999168;0.988568;0.400000;1.000000;0.000000;-0.593127;0.100000;
1.807380;0.593102;0.100000;1.000000;0.999162;0.988529;0.400000;1.000000;0.000000;-0.593102;0.100000;
1.809101;0.593077;0.100000;1.000000;0.999157;0.988490;0.400000;1.000000;0.000000;-0.593077;0.100000;
1.810821;0.593053;0.100000;1.000000;0.999151;0.988450;0.400000;1.000000;0.000000;-0.593053;0.100000;
1.812541;0.593028;0.100000;1.000000;0.999145;0.988411;0.400000;1.000000;0.000000;-0.593028;0.100000;
1.814262;0.593003;0.100000;1.000000;0.999139;0.988372;0.400000;1.000000;0.000000;-0.593003;0.100000;
1.815982;0.592978;0.100000;1.000000;0.999134;0.988333;0.400000;1.000000;0.000000;-0.592978;0.100000;
1.817702;0.592953;0.100000;1.000000;0.999128;0.988294;0.400000;1.000000;0.000000;-0.592953;0.100000;
1.819423;0.592928;0.100000;1.000000;0.999122;0.988255;0.400000;1.000000;0.000000;-0.592928;0.100000;
1.821143;0.592903;0.100000;1.000000;0.999116;0.988216;0.400000;1.000000;0.000000;-0.592903;0.100000;
1.822864;0.592878;0.100000;1.000000;0.999110;0.988177;0.400000;1.000000;0.000000;-0.592878;0.100000;
1.824584;0.592853;0.100000;1.000000;0.999104;0.988138;0.400000;1.000000;0.000000;-0.592853;0.100000;
1.826304;0.592828;0.100000;1.000000;0.999098;0.988100;0.400000;1.000000;0.000000;-0.592828;0.100000;
1.828025;0.592803;0.100000;1.000000;0.999092;0.988061;0.400000;1.000000;0.000000;-0.592803;0.100000;
1.829745;0.592778;0.100000;1.000000;0.999086;0.988022;0.400000;1.000000;0.000000;-0.592778;0.100000;
1.831465;0.592752;0.100000;1.000000;0.999081;0.987984;0.400000;1.000000;0.000000;-0.592752;0.100000;
1.833186;0.592727;0.100000;1.000000;0.999074;0.987945;0.400000;1.000000;0.000000;-0.592727;0.100000;
1.834906;0.592702;0.100000;1.000000;0.999068;0.987907;0.400000;1.000000;0.000000;-0.592702;0.100000;
1.836626;0.592676;0.100000;1.000000;0.999062;0.987868;0.400000;1.000000;0.000000;-0.592676;0.100000;
1.838347;0.592651;0.100000;1.000000;0.999056;0.987830;0.400000;1.000000;0.000000;-0.592651;0.100000;
1.840067;0.592625;0.100000;1.000000;0.999050;0.987792;0.400000;1.000000;0.000000;-0.592625;0.100000;
1.841787;0.592600;0.100000;1.000000;0.999044;0.987754;0.400000;1.000000;0.000000;-0.592600;0.100000;
1.843508;0.592574;0.100000;1.000000;0.999038;0.987715;0.400000;1.000000;0.000000;-0.592574;0.100000;
1.845228;0.592548;0.100000;1.000000;0.999032;0.987677;0.400000;1.000000;0.000000;-0.592548;0.100000;
1.846948;0.592522;0.100000;1.000000;0.999026;0.987639;0.400000;1.000000;0.000000;-0.592522;0.100000;
1.848669;0.592496;0.100000;1.000000;0.999020;0.987601;0.400000;1.000000;0.000000;-0.592496;0.100000;
1.850389;0.592471;0.100000;1.000000;0.999013;0.987563;0.400000;1.000000;0.000000;-0.592471;0.100000;
1.852109;0.592445;0.100000;1.000000;0.999007;0.987525;0.400000;1.000000;0.000000;-0.592445;0.100000;
1.853830;0.592418;0.100000;1.000000;0.999001;0.987488;0.400000;1.000000;0.000000;-0.592418;0.100000;
1.855550;0.592392;0.100000;1.000000;0.998995;0.987450;0.400000;1.000000;0.000000;-0.592392;0.100000;
1.857271;0.592366;0.100000;1.000000;0.998988;0.987412;0.400000;1.000000;0.000000;-0.592366;0.100000;
1.858991;0.592340;0.100000;1.000000;0.998982;0.987374;0.400000;1.000000;0.000000;-0.592340;0.100000;
1.860711;0.592314;0.100000;1.000000;0.998976;0.987337;0.400000;1.000000;0.000000;-0.592314;0.100000;
1.862432;0.592287;0.100000;1.000000;0.998969;0.987299;0.400000;1.000000;0.000000;-0.592287;0.100000;
1.864152;0.592261;0.100000;1.000000;0.998963;0.987262;0.400000;1.000000;0.000000;-0.592261;0.100000;
1.865872;0.592234;0.100000;1.000000;0.998957;0.987225;0.400000;1.000000;0.000000;-0.592234;0.100000;
1.867593;0.592208;0.100000;1.000000;0.998950;0.987187;0.400000;1.000000;0.000000;-0.592208;0.100000;
1.869313;0.592181;0.100000;1.000000;0.998944;0.987150;0.400000;1.000000;0.000000;-0.592181;0.100000;
1.871033;0.592154;0.100000;1.000000;0.998937;0.987113;0.400000;1.000000;0.000000;-0.592154;0.100000;
1.872754;0.592127;0.100000;1.000000;0.998931;0.987076;0.400000;1.000000;0.000000;-0.592127;0.100000;
1.874474;0.592100;0.100000;1.000000;0.998924;0.987039;0.400000;1.000000;0.000000;-0.592100;0.100000;
1.876194;0.592074;0.100000;1.000000;0.998918;0.987002;0.400000;1.000000;0.000000;-0.592074;0.100000;
1.877915;0.592046;0.100000;1.000000;0.998911;0.986965;0.400000;1.000000;0.000000;-0.592046;0.100000;
1.879635;0.592019;0.100000;1.000000;0.998905;0.986928;0.400000;1.000000;0.000000;-0.592019;0.100000;
1.881355;0.591992;0.100000;1.000000;0.998898;0.986891;0.400000;1.000000;0.000000;-0.591992;0.100000;
1.883076;0.591965;0.100000;1.000000;0.998892;0.986854;0.400000;1.000000;0.000000;-0.591965;0.100000;
1.884796;0.591937;0.100000;1.000000;0.998885;0.986817;0.400000;1.000000;0.000000;-0.591937;0.100000;
1.886516;0.591910;0.100000;1.000000;0.998878;0.986781;0.400000;1.000000;0.000000;-0.591910;0.100000;
1.888237;0.591883;0.100000;1.000000;0.998872;0.986744;0.400000;1.000000;0.000000;-0.591883;0.100000;
1.889957;0.591855;0.100000;1.000000;0.998865;0.986708;0.400000;1.000000;0.000000;-0.591855;0.100000;
1.891678;0.591827;0.100000;1.000000;0.998858;0.986671;0.400000;1.000000;0.000000;-0.591827;0.100000;
1.893398;0.591799;0.100000;1.000000;0.998852;0.986635;0.400000;1.000000;0.000000;-0.591799;0.100000;
1.895118;0.591772;0.100000;1.000000;0.998845;0.986599;0.400000;1.000000;0.000000;-0.591772;0.100000;
1.896839;0.591744;0.100000;1.000000;0.998838;0.986563;0.400000;1.000000;0.000000;-0.591744;0.100000;
1.898559;0.591716;0.100000;1.000000;0.998832;0.986526;0.400000;1.000000;0.000000;-0.591716;0.100000;
1.900279;0.591688;0.100000;1.000000;0.998825;0.986490;0.400000;1.000000;0.000000;-0.591688;0.100000;
1.902000;0.591659;0.100000;1.000000;0.998818;0.986454;0.400000;1.000000;0.000000;-0.591659;0.100000;
1.903720;0.591631;0.100000;1.000000;0.998811;0.986418;0.400000;1.000000;0.000000;-0.591631;0.100000;
1.905440;0.591603;0.100000;1.000000;0.998804;0.986382;0.400000;1.000000;0.000000;-0.591603;0.100000;
1.907161;0.591574;0.100000;1.000000;0.998798;0.986347;0.400000;1.000000;0.000000;-0.591574;0.100000;
1.908881;0.591546;0.100000;1.000000;0.998791;0.986311;0.400000;1.000000;0.000000;-0.591546;0.100000;
1.910601;0.591517;0.100000;1.000000;0.998784;0.986275;0.400000;1.000000;0.000000;-0.591517;0.100000;
1.912322;0.591488;0.100000;1.000000;0.998777;0.986240;0.400000;1.000000;0.000000;-0.591488;0.100000;
1.914042;0.591459;0.100000;1.000000;0.998770;0.986204;0.400000;1.000000;0.000000;-0.591459;0.100000;
1.915762;0.591431;0.100000;1.000000;0.998763;0.986169;0.400000;1.000000;0.000000;-0.591431;0.100000;
1.917483;0.591401;0.100000;1.000000;0.998756;0.986133;0.400000;1.000000;0.000000;-0.591401;0.100000;
1.919203;0.591372;0.100000;1.000000;0.998749;0.986098;0.400000;1.000000;0.000000;-0.591372;0.100000;
1.920924;0.591343;0.100000;1.000000;0.998742;0.986063;0.400000;1.000000;0.000000;-0.591343;0.100000;
1.922644;0.591314;0.100000;1.000000;0.998735;0.986027;0.400000;1.000000;0.000000;-0.591314;0.100000;
1.924364;0.591284;0.100000;1.000000;0.998728;0.985992;0.400000;1.000000;0.000000;-0.591284;0.100000;
1.926085;0.591255;0.100000;1.000000;0.998721;0.985957;0.400000;1.000000;0.000000;-0.591255;0.100000;
1.927805;0.591225;0.100000;1.000000;0.998714;0.985922;0.400000;1.000000;0.000000;-0.591225;0.100000;
1.929525;0.591196;0.100000;1.000000;0.998707;0.985887;0.400000;1.000000;0.000000;-0.591196;0.100000;
1.931246;0.591166;0.100000;1.000000;0.998700;0.985852;0.400000;1.000000;0.000000;-0.591166;0.100000;
1.932966;0.591136;0.100000;1.000000;0.998693;0.985818;0.400000;1.000000;0.000000;-0.591136;0.100000;
1.934686;0.591106;0.100000;1.000000;0.998686;0.985783;0.400000;1.000000;0.000000;-0.591106;0.100000;
1.936407;0.591076;0.100000;1.000000;0.998678;0.985748;0.400000;1.000000;0.000000;-0.591076;0.100000;
1.938127;0.591046;0.100000;1.000000;0.998671;0.985714;0.400000;1.000000;0.000000;-0.591046;0.100000;
1.939847;0.591016;0.100000;1.000000;0.998664;0.985679;0.400000;1.000000;0.000000;-0.591016;0.100000;
1.941568;0.590985;0.100000;1.000000;0.998657;0.985645;0.400000;1.000000;0.000000;-0.590985;0.100000;
1.943288;0.590955;0.100000;1.000000;0.998650;0.985611;0.400000;1.000000;0.000000;-0.590955;0.100000;
1.945008;0.590924;0.100000;1.000000;0.998642;0.985576;0.400000;1.000000;0.000000;-0.590924;0.100000;
1.946729;0.590893;0.100000;1.000000;0.998635;0.985542;0.400000;1.000000;0.000000;-0.590893;0.100000;
1.948449;0.590863;0.100000;1.000000;0.998628;0.985508;0.400000;1.000000;0.000000;-0.590863;0.100000;
1.950169;0.590832;0.100000;1.000000;0.998621;0.985474;0.400000;1.000000;0.000000;-0.590832;0.100000;
1.951890;0.590801;0.100000;1.000000;0.998613;0.985440;0.400000;1.000000;0.000000;-0.590801;0.100000;
1.953610;0.590770;0.100000;1.000000;0.998606;0.985406;0.400000;1.000000;0.000000;-0.590770;0.100000;
1.955331;0.590738;0.100000;1.000000;0.998599;0.985372;0.400000;1.000000;0.000000;-0.590738;0.100000;
1.957051;0.590707;0.100000;1.000000;0.998591;0.985338;0.400000;1.000000;0.000000;-0.590707;0.100000;
1.958771;0.590676;0.100000;1.000000;0.998584;0.985305;0.400000;1.000000;0.000000;-0.590676;0.100000;
1.960492;0.590644;0.100000;1.000000;0.998577;0.985271;0.400000;1.000000;0.000000;-0.590644;0.100000;
1.962212;0.590613;0.100000;1.000000;0.998569;0.985238;0.400000;1.000000;0.000000;-0.590613;0.100000;
1.963932;0.590581;0.100000;1.000000;0.998562;0.985204;0.400000;1.000000;0.000000;-0.590581;0.100000;
1.965653;0.590549;0.100000;1.000000;0.998554;0.985171;0.400000;1.000000;0.000000;-0.590549;0.100000;
1.967373;0.590517;0.100000;1.000000;0.998547;0.985137;0.400000;1.000000;0.000000;-0.590517;0.100000;
1.969093;0.590485;0.100000;1.000000;0.998539;0.985104;0.400000;1.000000;0.000000;-0.590485;0.100000;
1.970814;0.590453;0.100000;1.000000;0.998532;0.985071;0.400000;1.000000;0.000000;-0.590453;0.100000;
1.972534;0.590421;0.100000;1.000000;0.998524;0.985038;0.400000;1.000000;0.000000;-0.590421;0.100000;
1.974254;0.590388;0.100000;1.000000;0.998517;0.985005;0.400000;1.000000;0.000000;-0.590388;0.100000;
1.975975;0.590356;0.100000;1.000000;0.998509;0.984972;0.400000;1.000000;0.000000;-0.590356;0.100000;
1.977695;0.590323;0.100000;1.000000;0.998502;0.984939;0.400000;1.000000;0.000000;-0.590323;0.100000;
1.979415;0.590290;0.100000;1.000000;0.998494;0.984906;0.400000;1.000000;0.000000;-0.590290;0.100000;
1.981136;0.590258;0.100000;1.000000;0.998487;0.984874;0.400000;1.000000;0.000000;-0.590258;0.100000;
1.982856;0.590225;0.100000;1.000000;0.998479;0.984841;0.400000;1.000000;0.000000;-0.590225;0.100000;
1.984576;0.590192;0.100000;1.000000;0.998471;0.984808;0.400000;1.000000;0.000000;-0.590192;0.100000;
1.986297;0.590158;0.100000;1.000000;0.998464;0.984776;0.400000;1.000000;0.000000;-0.590158;0.100000;
1.988017;0.590125;0.100000;1.000000;0.998456;0.984743;0.400000;1.000000;0.000000;-0.590125;0.100000;
1.989738;0.590092;0.100000;1.000000;0.998448;0.984711;0.400000;1.000000;0.000000;-0.590092;0.100000;
1.991458;0.590058;0.100000;1.000000;0.998441;0.984679;0.400000;1.000000;0.000000;-0.590058;0.100000;
1.993178;0.590025;0.100000;1.000000;0.998433;0.984647;0.400000;1.000000;0.000000;-0.590025;0.100000;
1.994899;0.589991;0.100000;1.000000;0.998425;0.984614;0.400000;1.000000;0.000000;-0.589991;0.100000;
1.996619;0.589957;0.100000;1.000000;0.998418;0.984582;0.400000;1.000000;0.000000;-0.589957;0.100000;
1.998339;0.589923;0.100000;1.000000;0.998410;0.984550;0.400000;1.000000;0.000000;-0.589923;0.100000;
2.000060;0.589889;0.100000;1.000000;0.998402;0.984519;0.400000;1.000000;0.000000;-0.589889;0.100000;
2.001780;0.589855;0.100000;1.000000;0.998394;0.984487;0.400000;1.000000;0.000000;-0.589855;0.100000;
2.003500;0.589821;0.100000;1.000000;0.998387;0.984455;0.400000;1.000000;0.000000;-0.589821;0.100000;
2.005221;0.589786;0.100000;1.000000;0.998379;0.984423;0.400000;1.000000;0.000000;-0.589786;0.100000;
2.005651;0.589778;0.100000;1.000000;0.998377;0.984415;0.400000;1.000000;0.000000;-0.589778;0.100000;
2.005866;0.589773;0.100000;1.000000;0.998376;0.984411;0.400000;1.000000;0.000000;-0.589773;0.100000;
