time;WPP4A_WPP_elecMeasurements_PPu;WPP4A_WPP_elecMeasurements_QPu;WPP4A_WPP_elecMeasurements_UPu;WPP4A_WPP_elecMeasurements_UPhase;Tfo_transformer_P1Pu;Tfo_transformer_Q1Pu;Tfo_transformer_U1Pu;WPP4A_WPP_wPPControl_measurements_QPu;WPP4A_WPP_wPPControl_measurements_PPu;WPP4A_WPP_wPPControl_measurements_theta;WPP4A_WPP_wPPControl_measurements_UPu;
20.232462;1.038602;-0.271959;0.977922;-0.493215;-1.038602;0.332223;0.993247;-0.332223;1.038602;-0.546704;0.993247;
20.232692;1.038613;-0.271943;0.977926;-0.493937;-1.038613;0.332208;0.993251;-0.332208;1.038613;-0.547426;0.993251;
20.232807;1.038619;-0.271935;0.977929;-0.494299;-1.038619;0.332200;0.993253;-0.332200;1.038619;-0.547788;0.993253;
20.233038;1.038630;-0.271919;0.977933;-0.495021;-1.038630;0.332184;0.993257;-0.332184;1.038630;-0.548510;0.993257;
20.233153;1.038636;-0.271911;0.977936;-0.495382;-1.038636;0.332176;0.993258;-0.332176;1.038636;-0.548872;0.993258;
20.233383;1.038647;-0.271895;0.977940;-0.496104;-1.038647;0.332160;0.993262;-0.332160;1.038647;-0.549594;0.993262;
20.233499;1.038653;-0.271887;0.977942;-0.496466;-1.038653;0.332152;0.993264;-0.332152;1.038653;-0.549955;0.993264;
20.233729;1.038664;-0.271871;0.977947;-0.497188;-1.038664;0.332136;0.993267;-0.332136;1.038664;-0.550678;0.993267;
20.233844;1.038670;-0.271863;0.977949;-0.497549;-1.038670;0.332129;0.993269;-0.332129;1.038670;-0.551039;0.993269;
20.234075;1.038681;-0.271847;0.977954;-0.498272;-1.038681;0.332113;0.993273;-0.332113;1.038681;-0.551762;0.993273;
20.234190;1.038687;-0.271839;0.977956;-0.498633;-1.038687;0.332105;0.993275;-0.332105;1.038687;-0.552123;0.993275;
20.234420;1.038698;-0.271823;0.977960;-0.499355;-1.038698;0.332089;0.993278;-0.332089;1.038698;-0.552845;0.993278;
20.234535;1.038704;-0.271815;0.977963;-0.499716;-1.038704;0.332081;0.993280;-0.332081;1.038704;-0.553207;0.993280;
20.234766;1.038715;-0.271799;0.977967;-0.500439;-1.038715;0.332065;0.993284;-0.332065;1.038715;-0.553929;0.993284;
20.234881;1.038721;-0.271791;0.977969;-0.500800;-1.038721;0.332058;0.993286;-0.332058;1.038721;-0.554291;0.993286;
20.235111;1.038732;-0.271775;0.977974;-0.501522;-1.038732;0.332042;0.993289;-0.332042;1.038732;-0.555013;0.993289;
20.235227;1.038738;-0.271767;0.977976;-0.501884;-1.038738;0.332034;0.993291;-0.332034;1.038738;-0.555374;0.993291;
20.235457;1.038749;-0.271751;0.977981;-0.502606;-1.038749;0.332018;0.993295;-0.332018;1.038749;-0.556097;0.993295;
20.235572;1.038755;-0.271743;0.977983;-0.502967;-1.038755;0.332010;0.993297;-0.332010;1.038755;-0.556458;0.993297;
20.235803;1.038766;-0.271727;0.977987;-0.503690;-1.038766;0.331995;0.993300;-0.331995;1.038766;-0.557181;0.993300;
20.235918;1.038772;-0.271719;0.977990;-0.504051;-1.038772;0.331987;0.993302;-0.331987;1.038772;-0.557542;0.993302;
20.236148;1.038783;-0.271703;0.977994;-0.504773;-1.038783;0.331971;0.993306;-0.331971;1.038783;-0.558265;0.993306;
20.236263;1.038789;-0.271695;0.977996;-0.505134;-1.038789;0.331963;0.993307;-0.331963;1.038789;-0.558626;0.993307;
20.236494;1.038800;-0.271679;0.978001;-0.505857;-1.038800;0.331948;0.993311;-0.331948;1.038800;-0.559348;0.993311;
20.236609;1.038806;-0.271671;0.978003;-0.506218;-1.038806;0.331940;0.993313;-0.331940;1.038806;-0.559710;0.993313;
20.236839;1.038817;-0.271655;0.978007;-0.506941;-1.038817;0.331924;0.993316;-0.331924;1.038817;-0.560432;0.993316;
20.236955;1.038823;-0.271647;0.978010;-0.507302;-1.038823;0.331916;0.993318;-0.331916;1.038823;-0.560793;0.993318;
20.237185;1.038834;-0.271631;0.978014;-0.508024;-1.038834;0.331900;0.993322;-0.331900;1.038834;-0.561516;0.993322;
20.237300;1.038840;-0.271624;0.978016;-0.508385;-1.038840;0.331893;0.993324;-0.331893;1.038840;-0.561877;0.993324;
20.237531;1.038851;-0.271608;0.978021;-0.509108;-1.038851;0.331877;0.993327;-0.331877;1.038851;-0.562600;0.993327;
20.237646;1.038857;-0.271600;0.978023;-0.509469;-1.038857;0.331869;0.993329;-0.331869;1.038857;-0.562961;0.993329;
20.237876;1.038868;-0.271584;0.978028;-0.510191;-1.038868;0.331854;0.993333;-0.331854;1.038868;-0.563684;0.993333;
20.237991;1.038874;-0.271576;0.978030;-0.510553;-1.038874;0.331846;0.993334;-0.331846;1.038874;-0.564045;0.993334;
20.238222;1.038885;-0.271560;0.978034;-0.511275;-1.038885;0.331830;0.993338;-0.331830;1.038885;-0.564768;0.993338;
20.238337;1.038890;-0.271552;0.978036;-0.511636;-1.038890;0.331822;0.993340;-0.331822;1.038890;-0.565129;0.993340;
20.238567;1.038902;-0.271536;0.978041;-0.512359;-1.038902;0.331807;0.993343;-0.331807;1.038902;-0.565851;0.993343;
20.238683;1.038907;-0.271528;0.978043;-0.512720;-1.038907;0.331799;0.993345;-0.331799;1.038907;-0.566213;0.993345;
20.238913;1.038919;-0.271513;0.978048;-0.513442;-1.038919;0.331783;0.993349;-0.331783;1.038919;-0.566935;0.993349;
20.239028;1.038924;-0.271505;0.978050;-0.513803;-1.038924;0.331775;0.993351;-0.331775;1.038924;-0.567296;0.993351;
20.239259;1.038935;-0.271489;0.978054;-0.514526;-1.038935;0.331760;0.993354;-0.331760;1.038935;-0.568019;0.993354;
20.239374;1.038941;-0.271481;0.978057;-0.514887;-1.038941;0.331752;0.993356;-0.331752;1.038941;-0.568380;0.993356;
20.239604;1.038952;-0.271465;0.978061;-0.515609;-1.038952;0.331736;0.993360;-0.331736;1.038952;-0.569103;0.993360;
20.239719;1.038958;-0.271457;0.978063;-0.515971;-1.038958;0.331729;0.993361;-0.331729;1.038958;-0.569464;0.993361;
20.239950;1.038969;-0.271441;0.978068;-0.516693;-1.038969;0.331713;0.993365;-0.331713;1.038969;-0.570187;0.993365;
20.240065;1.038975;-0.271434;0.978070;-0.517054;-1.038975;0.331705;0.993367;-0.331705;1.038975;-0.570548;0.993367;
20.240295;1.038986;-0.271418;0.978074;-0.517777;-1.038986;0.331690;0.993370;-0.331690;1.038986;-0.571271;0.993370;
20.240411;1.038991;-0.271410;0.978076;-0.518138;-1.038991;0.331682;0.993372;-0.331682;1.038991;-0.571632;0.993372;
20.240641;1.039003;-0.271394;0.978081;-0.518860;-1.039003;0.331666;0.993376;-0.331666;1.039003;-0.572354;0.993376;
20.240756;1.039008;-0.271386;0.978083;-0.519222;-1.039008;0.331659;0.993378;-0.331659;1.039008;-0.572716;0.993378;
20.240987;1.039019;-0.271370;0.978088;-0.519944;-1.039019;0.331643;0.993381;-0.331643;1.039019;-0.573438;0.993381;
20.241102;1.039025;-0.271363;0.978090;-0.520305;-1.039025;0.331635;0.993383;-0.331635;1.039025;-0.573799;0.993383;
20.241332;1.039036;-0.271347;0.978094;-0.521028;-1.039036;0.331620;0.993386;-0.331620;1.039036;-0.574522;0.993386;
20.241447;1.039042;-0.271339;0.978096;-0.521389;-1.039042;0.331612;0.993388;-0.331612;1.039042;-0.574883;0.993388;
20.241678;1.039053;-0.271323;0.978101;-0.522111;-1.039053;0.331597;0.993392;-0.331597;1.039053;-0.575606;0.993392;
20.241793;1.039059;-0.271315;0.978103;-0.522472;-1.039059;0.331589;0.993394;-0.331589;1.039059;-0.575967;0.993394;
20.242023;1.039070;-0.271300;0.978107;-0.523195;-1.039070;0.331573;0.993397;-0.331573;1.039070;-0.576690;0.993397;
20.242139;1.039075;-0.271292;0.978110;-0.523556;-1.039075;0.331566;0.993399;-0.331566;1.039075;-0.577051;0.993399;
20.242369;1.039086;-0.271276;0.978114;-0.524278;-1.039086;0.331550;0.993403;-0.331550;1.039086;-0.577774;0.993403;
20.242484;1.039092;-0.271268;0.978116;-0.524640;-1.039092;0.331542;0.993404;-0.331542;1.039092;-0.578135;0.993404;
20.242715;1.039103;-0.271253;0.978121;-0.525362;-1.039103;0.331527;0.993408;-0.331527;1.039103;-0.578857;0.993408;
20.242830;1.039109;-0.271245;0.978123;-0.525723;-1.039109;0.331519;0.993410;-0.331519;1.039109;-0.579219;0.993410;
20.243060;1.039120;-0.271229;0.978127;-0.526446;-1.039120;0.331504;0.993413;-0.331504;1.039120;-0.579941;0.993413;
20.243175;1.039125;-0.271221;0.978130;-0.526807;-1.039125;0.331496;0.993415;-0.331496;1.039125;-0.580303;0.993415;
20.243406;1.039137;-0.271206;0.978134;-0.527529;-1.039137;0.331481;0.993419;-0.331481;1.039137;-0.581025;0.993419;
20.243521;1.039142;-0.271198;0.978136;-0.527891;-1.039142;0.331473;0.993420;-0.331473;1.039142;-0.581386;0.993420;
20.243751;1.039153;-0.271182;0.978141;-0.528613;-1.039153;0.331457;0.993424;-0.331457;1.039153;-0.582109;0.993424;
20.243867;1.039159;-0.271174;0.978143;-0.528974;-1.039159;0.331450;0.993426;-0.331450;1.039159;-0.582470;0.993426;
20.244097;1.039170;-0.271159;0.978147;-0.529697;-1.039170;0.331434;0.993429;-0.331434;1.039170;-0.583193;0.993429;
20.244212;1.039175;-0.271151;0.978149;-0.530058;-1.039175;0.331427;0.993431;-0.331427;1.039175;-0.583554;0.993431;
20.244443;1.039186;-0.271135;0.978154;-0.530780;-1.039186;0.331411;0.993435;-0.331411;1.039186;-0.584277;0.993435;
20.244558;1.039192;-0.271127;0.978156;-0.531142;-1.039192;0.331403;0.993436;-0.331403;1.039192;-0.584638;0.993436;
20.244788;1.039203;-0.271112;0.978160;-0.531864;-1.039203;0.331388;0.993440;-0.331388;1.039203;-0.585361;0.993440;
20.244903;1.039209;-0.271104;0.978163;-0.532225;-1.039209;0.331380;0.993442;-0.331380;1.039209;-0.585722;0.993442;
20.245134;1.039220;-0.271088;0.978167;-0.532948;-1.039220;0.331365;0.993445;-0.331365;1.039220;-0.586444;0.993445;
20.245249;1.039225;-0.271081;0.978169;-0.533309;-1.039225;0.331357;0.993447;-0.331357;1.039225;-0.586806;0.993447;
20.245479;1.039236;-0.271065;0.978174;-0.534031;-1.039236;0.331342;0.993450;-0.331342;1.039236;-0.587528;0.993450;
20.245595;1.039242;-0.271057;0.978176;-0.534392;-1.039242;0.331334;0.993452;-0.331334;1.039242;-0.587890;0.993452;
20.245825;1.039253;-0.271042;0.978180;-0.535115;-1.039253;0.331319;0.993456;-0.331319;1.039253;-0.588612;0.993456;
20.245940;1.039258;-0.271034;0.978182;-0.535476;-1.039258;0.331311;0.993458;-0.331311;1.039258;-0.588973;0.993458;
20.246171;1.039269;-0.271018;0.978187;-0.536199;-1.039269;0.331296;0.993461;-0.331296;1.039269;-0.589696;0.993461;
20.246286;1.039275;-0.271010;0.978189;-0.536560;-1.039275;0.331288;0.993463;-0.331288;1.039275;-0.590057;0.993463;
20.246516;1.039286;-0.270995;0.978193;-0.537282;-1.039286;0.331273;0.993466;-0.331273;1.039286;-0.590780;0.993466;
20.246631;1.039292;-0.270987;0.978195;-0.537643;-1.039292;0.331265;0.993468;-0.331265;1.039292;-0.591141;0.993468;
20.246862;1.039303;-0.270972;0.978200;-0.538366;-1.039303;0.331250;0.993472;-0.331250;1.039303;-0.591864;0.993472;
20.246977;1.039308;-0.270964;0.978202;-0.538727;-1.039308;0.331242;0.993473;-0.331242;1.039308;-0.592225;0.993473;
20.247207;1.039319;-0.270948;0.978206;-0.539450;-1.039319;0.331227;0.993477;-0.331227;1.039319;-0.592948;0.993477;
20.247323;1.039325;-0.270941;0.978209;-0.539811;-1.039325;0.331219;0.993479;-0.331219;1.039325;-0.593309;0.993479;
20.247553;1.039336;-0.270925;0.978213;-0.540533;-1.039336;0.331204;0.993482;-0.331204;1.039336;-0.594031;0.993482;
20.247668;1.039341;-0.270917;0.978215;-0.540894;-1.039341;0.331196;0.993484;-0.331196;1.039341;-0.594393;0.993484;
20.247899;1.039352;-0.270902;0.978219;-0.541617;-1.039352;0.331181;0.993487;-0.331181;1.039352;-0.595115;0.993487;
20.248014;1.039358;-0.270894;0.978222;-0.541978;-1.039358;0.331173;0.993489;-0.331173;1.039358;-0.595477;0.993489;
20.248244;1.039369;-0.270879;0.978226;-0.542701;-1.039369;0.331158;0.993493;-0.331158;1.039369;-0.596199;0.993493;
20.248359;1.039374;-0.270871;0.978228;-0.543062;-1.039374;0.331151;0.993495;-0.331151;1.039374;-0.596561;0.993495;
20.248590;1.039385;-0.270855;0.978232;-0.543784;-1.039385;0.331135;0.993498;-0.331135;1.039385;-0.597283;0.993498;
20.248705;1.039391;-0.270848;0.978235;-0.544145;-1.039391;0.331128;0.993500;-0.331128;1.039391;-0.597644;0.993500;
20.248935;1.039402;-0.270832;0.978239;-0.544868;-1.039402;0.331112;0.993503;-0.331112;1.039402;-0.598367;0.993503;
20.249051;1.039407;-0.270824;0.978241;-0.545229;-1.039407;0.331105;0.993505;-0.331105;1.039407;-0.598728;0.993505;
20.249281;1.039418;-0.270809;0.978246;-0.545952;-1.039418;0.331090;0.993509;-0.331090;1.039418;-0.599451;0.993509;
20.249396;1.039424;-0.270801;0.978248;-0.546313;-1.039424;0.331082;0.993510;-0.331082;1.039424;-0.599812;0.993510;
20.249627;1.039434;-0.270786;0.978252;-0.547035;-1.039434;0.331067;0.993514;-0.331067;1.039434;-0.600535;0.993514;
20.249742;1.039440;-0.270778;0.978254;-0.547396;-1.039440;0.331059;0.993516;-0.331059;1.039440;-0.600896;0.993516;
20.249972;1.039451;-0.270763;0.978259;-0.548119;-1.039451;0.331044;0.993519;-0.331044;1.039451;-0.601619;0.993519;
20.250087;1.039456;-0.270755;0.978261;-0.548480;-1.039456;0.331036;0.993521;-0.331036;1.039456;-0.601980;0.993521;
20.250318;1.039467;-0.270740;0.978265;-0.549203;-1.039467;0.331021;0.993524;-0.331021;1.039467;-0.602702;0.993524;
20.250433;1.039473;-0.270732;0.978267;-0.549564;-1.039473;0.331014;0.993526;-0.331014;1.039473;-0.603064;0.993526;
20.250663;1.039484;-0.270716;0.978272;-0.550286;-1.039484;0.330998;0.993530;-0.330998;1.039484;-0.603786;0.993530;
20.250779;1.039489;-0.270709;0.978274;-0.550647;-1.039489;0.330991;0.993531;-0.330991;1.039489;-0.604148;0.993531;
20.251009;1.039500;-0.270693;0.978278;-0.551370;-1.039500;0.330976;0.993535;-0.330976;1.039500;-0.604870;0.993535;
20.251124;1.039506;-0.270686;0.978280;-0.551731;-1.039506;0.330968;0.993537;-0.330968;1.039506;-0.605232;0.993537;
20.251355;1.039516;-0.270670;0.978285;-0.552454;-1.039516;0.330953;0.993540;-0.330953;1.039516;-0.605954;0.993540;
20.251470;1.039522;-0.270663;0.978287;-0.552815;-1.039522;0.330945;0.993542;-0.330945;1.039522;-0.606315;0.993542;
20.251700;1.039533;-0.270647;0.978291;-0.553537;-1.039533;0.330930;0.993545;-0.330930;1.039533;-0.607038;0.993545;
20.251815;1.039538;-0.270640;0.978293;-0.553899;-1.039538;0.330923;0.993547;-0.330923;1.039538;-0.607399;0.993547;
20.252046;1.039549;-0.270624;0.978297;-0.554621;-1.039549;0.330907;0.993550;-0.330907;1.039549;-0.608122;0.993550;
20.252161;1.039555;-0.270617;0.978300;-0.554982;-1.039555;0.330900;0.993552;-0.330900;1.039555;-0.608483;0.993552;
20.252391;1.039565;-0.270601;0.978304;-0.555705;-1.039565;0.330885;0.993556;-0.330885;1.039565;-0.609206;0.993556;
20.252507;1.039571;-0.270594;0.978306;-0.556066;-1.039571;0.330877;0.993557;-0.330877;1.039571;-0.609567;0.993557;
20.252737;1.039582;-0.270578;0.978310;-0.556788;-1.039582;0.330862;0.993561;-0.330862;1.039582;-0.610290;0.993561;
20.252852;1.039587;-0.270571;0.978313;-0.557150;-1.039587;0.330855;0.993563;-0.330855;1.039587;-0.610651;0.993563;
20.253083;1.039598;-0.270555;0.978317;-0.557872;-1.039598;0.330839;0.993566;-0.330839;1.039598;-0.611374;0.993566;
20.253198;1.039604;-0.270548;0.978319;-0.558233;-1.039604;0.330832;0.993568;-0.330832;1.039604;-0.611735;0.993568;
20.253428;1.039614;-0.270532;0.978323;-0.558956;-1.039614;0.330817;0.993571;-0.330817;1.039614;-0.612458;0.993571;
20.253543;1.039620;-0.270525;0.978325;-0.559317;-1.039620;0.330809;0.993573;-0.330809;1.039620;-0.612819;0.993573;
20.253774;1.039631;-0.270509;0.978330;-0.560039;-1.039631;0.330794;0.993577;-0.330794;1.039631;-0.613541;0.993577;
20.253889;1.039636;-0.270502;0.978332;-0.560401;-1.039636;0.330787;0.993578;-0.330787;1.039636;-0.613903;0.993578;
20.254119;1.039647;-0.270486;0.978336;-0.561123;-1.039647;0.330772;0.993582;-0.330772;1.039647;-0.614625;0.993582;
20.254235;1.039652;-0.270479;0.978338;-0.561484;-1.039652;0.330764;0.993583;-0.330764;1.039652;-0.614987;0.993583;
20.254465;1.039663;-0.270464;0.978343;-0.562207;-1.039663;0.330749;0.993587;-0.330749;1.039663;-0.615709;0.993587;
20.254580;1.039669;-0.270456;0.978345;-0.562568;-1.039669;0.330742;0.993589;-0.330742;1.039669;-0.616071;0.993589;
20.254811;1.039679;-0.270441;0.978349;-0.563291;-1.039679;0.330727;0.993592;-0.330727;1.039679;-0.616793;0.993592;
20.254926;1.039685;-0.270433;0.978351;-0.563652;-1.039685;0.330719;0.993594;-0.330719;1.039685;-0.617154;0.993594;
20.255156;1.039696;-0.270418;0.978356;-0.564374;-1.039696;0.330704;0.993597;-0.330704;1.039696;-0.617877;0.993597;
20.255271;1.039701;-0.270410;0.978358;-0.564735;-1.039701;0.330696;0.993599;-0.330696;1.039701;-0.618238;0.993599;
20.255502;1.039712;-0.270395;0.978362;-0.565458;-1.039712;0.330681;0.993602;-0.330681;1.039712;-0.618961;0.993602;
20.255617;1.039717;-0.270387;0.978364;-0.565819;-1.039717;0.330674;0.993604;-0.330674;1.039717;-0.619322;0.993604;
20.255847;1.039728;-0.270372;0.978368;-0.566542;-1.039728;0.330659;0.993608;-0.330659;1.039728;-0.620045;0.993608;
20.255963;1.039733;-0.270365;0.978370;-0.566903;-1.039733;0.330651;0.993609;-0.330651;1.039733;-0.620406;0.993609;
20.256193;1.039744;-0.270349;0.978375;-0.567625;-1.039744;0.330636;0.993613;-0.330636;1.039744;-0.621129;0.993613;
20.256308;1.039750;-0.270342;0.978377;-0.567987;-1.039750;0.330629;0.993615;-0.330629;1.039750;-0.621490;0.993615;
20.256539;1.039760;-0.270327;0.978381;-0.568709;-1.039760;0.330614;0.993618;-0.330614;1.039760;-0.622213;0.993618;
20.256654;1.039766;-0.270319;0.978383;-0.569070;-1.039766;0.330607;0.993620;-0.330607;1.039766;-0.622574;0.993620;
20.256884;1.039777;-0.270304;0.978388;-0.569793;-1.039777;0.330592;0.993623;-0.330592;1.039777;-0.623297;0.993623;
20.256999;1.039782;-0.270296;0.978390;-0.570154;-1.039782;0.330584;0.993625;-0.330584;1.039782;-0.623658;0.993625;
20.257230;1.039793;-0.270281;0.978394;-0.570876;-1.039793;0.330569;0.993628;-0.330569;1.039793;-0.624380;0.993628;
20.257345;1.039798;-0.270274;0.978396;-0.571238;-1.039798;0.330562;0.993630;-0.330562;1.039798;-0.624742;0.993630;
20.257575;1.039809;-0.270258;0.978400;-0.571960;-1.039809;0.330547;0.993633;-0.330547;1.039809;-0.625464;0.993633;
20.257691;1.039814;-0.270251;0.978402;-0.572321;-1.039814;0.330539;0.993635;-0.330539;1.039814;-0.625826;0.993635;
20.257921;1.039825;-0.270236;0.978407;-0.573044;-1.039825;0.330524;0.993639;-0.330524;1.039825;-0.626548;0.993639;
20.258036;1.039830;-0.270228;0.978409;-0.573405;-1.039830;0.330517;0.993640;-0.330517;1.039830;-0.626910;0.993640;
20.258267;1.039841;-0.270213;0.978413;-0.574128;-1.039841;0.330502;0.993644;-0.330502;1.039841;-0.627632;0.993644;
20.258382;1.039846;-0.270205;0.978415;-0.574489;-1.039846;0.330495;0.993646;-0.330495;1.039846;-0.627994;0.993646;
20.258612;1.039857;-0.270190;0.978420;-0.575211;-1.039857;0.330480;0.993649;-0.330480;1.039857;-0.628716;0.993649;
20.258727;1.039863;-0.270183;0.978422;-0.575573;-1.039863;0.330472;0.993651;-0.330472;1.039863;-0.629077;0.993651;
20.258958;1.039873;-0.270168;0.978426;-0.576295;-1.039873;0.330457;0.993654;-0.330457;1.039873;-0.629800;0.993654;
20.259073;1.039879;-0.270160;0.978428;-0.576656;-1.039879;0.330450;0.993656;-0.330450;1.039879;-0.630161;0.993656;
20.259303;1.039889;-0.270145;0.978432;-0.577379;-1.039889;0.330435;0.993659;-0.330435;1.039889;-0.630884;0.993659;
20.259419;1.039895;-0.270137;0.978434;-0.577740;-1.039895;0.330428;0.993661;-0.330428;1.039895;-0.631245;0.993661;
20.259649;1.039905;-0.270122;0.978439;-0.578462;-1.039905;0.330413;0.993664;-0.330413;1.039905;-0.631968;0.993664;
20.259764;1.039911;-0.270115;0.978441;-0.578824;-1.039911;0.330405;0.993666;-0.330405;1.039911;-0.632329;0.993666;
20.259995;1.039921;-0.270100;0.978445;-0.579546;-1.039921;0.330390;0.993669;-0.330390;1.039921;-0.633052;0.993669;
20.260110;1.039927;-0.270092;0.978447;-0.579907;-1.039927;0.330383;0.993671;-0.330383;1.039927;-0.633413;0.993671;
20.260340;1.039937;-0.270077;0.978451;-0.580630;-1.039937;0.330368;0.993675;-0.330368;1.039937;-0.634136;0.993675;
20.260455;1.039943;-0.270070;0.978453;-0.580991;-1.039943;0.330361;0.993676;-0.330361;1.039943;-0.634497;0.993676;
20.260686;1.039953;-0.270055;0.978458;-0.581714;-1.039953;0.330346;0.993680;-0.330346;1.039953;-0.635220;0.993680;
20.260801;1.039959;-0.270047;0.978460;-0.582075;-1.039959;0.330338;0.993681;-0.330338;1.039959;-0.635581;0.993681;
20.261031;1.039969;-0.270032;0.978464;-0.582797;-1.039969;0.330324;0.993685;-0.330324;1.039969;-0.636304;0.993685;
20.261147;1.039975;-0.270025;0.978466;-0.583159;-1.039975;0.330316;0.993687;-0.330316;1.039975;-0.636665;0.993687;
20.261377;1.039985;-0.270010;0.978470;-0.583881;-1.039985;0.330301;0.993690;-0.330301;1.039985;-0.637388;0.993690;
20.261492;1.039991;-0.270002;0.978472;-0.584242;-1.039991;0.330294;0.993692;-0.330294;1.039991;-0.637749;0.993692;
20.261723;1.040001;-0.269987;0.978477;-0.584965;-1.040001;0.330279;0.993695;-0.330279;1.040001;-0.638471;0.993695;
20.261838;1.040007;-0.269980;0.978479;-0.585326;-1.040007;0.330272;0.993697;-0.330272;1.040007;-0.638833;0.993697;
20.262068;1.040017;-0.269965;0.978483;-0.586049;-1.040017;0.330257;0.993700;-0.330257;1.040017;-0.639555;0.993700;
20.262183;1.040023;-0.269957;0.978485;-0.586410;-1.040023;0.330250;0.993702;-0.330250;1.040023;-0.639917;0.993702;
20.262414;1.040033;-0.269942;0.978489;-0.587132;-1.040033;0.330235;0.993705;-0.330235;1.040033;-0.640639;0.993705;
20.262529;1.040039;-0.269935;0.978491;-0.587494;-1.040039;0.330228;0.993707;-0.330228;1.040039;-0.641001;0.993707;
20.262759;1.040049;-0.269920;0.978496;-0.588216;-1.040049;0.330213;0.993710;-0.330213;1.040049;-0.641723;0.993710;
20.262875;1.040055;-0.269912;0.978498;-0.588577;-1.040055;0.330205;0.993712;-0.330205;1.040055;-0.642085;0.993712;
20.263105;1.040065;-0.269897;0.978502;-0.589300;-1.040065;0.330191;0.993715;-0.330191;1.040065;-0.642807;0.993715;
20.263220;1.040070;-0.269890;0.978504;-0.589661;-1.040070;0.330183;0.993717;-0.330183;1.040070;-0.643169;0.993717;
20.263451;1.040081;-0.269875;0.978508;-0.590384;-1.040081;0.330169;0.993721;-0.330169;1.040081;-0.643891;0.993721;
20.263566;1.040086;-0.269867;0.978510;-0.590745;-1.040086;0.330161;0.993722;-0.330161;1.040086;-0.644252;0.993722;
20.263796;1.040097;-0.269852;0.978514;-0.591467;-1.040097;0.330147;0.993726;-0.330147;1.040097;-0.644975;0.993726;
20.263911;1.040102;-0.269845;0.978517;-0.591829;-1.040102;0.330139;0.993727;-0.330139;1.040102;-0.645336;0.993727;
20.264142;1.040113;-0.269830;0.978521;-0.592551;-1.040113;0.330124;0.993731;-0.330124;1.040113;-0.646059;0.993731;
20.264257;1.040118;-0.269823;0.978523;-0.592912;-1.040118;0.330117;0.993732;-0.330117;1.040118;-0.646420;0.993732;
20.264487;1.040129;-0.269808;0.978527;-0.593635;-1.040129;0.330102;0.993736;-0.330102;1.040129;-0.647143;0.993736;
20.264603;1.040134;-0.269800;0.978529;-0.593996;-1.040134;0.330095;0.993737;-0.330095;1.040134;-0.647504;0.993737;
20.264833;1.040145;-0.269785;0.978533;-0.594718;-1.040145;0.330080;0.993741;-0.330080;1.040145;-0.648227;0.993741;
20.264948;1.040150;-0.269778;0.978535;-0.595080;-1.040150;0.330073;0.993743;-0.330073;1.040150;-0.648588;0.993743;
20.265179;1.040160;-0.269763;0.978540;-0.595802;-1.040160;0.330058;0.993746;-0.330058;1.040160;-0.649311;0.993746;
20.265294;1.040166;-0.269755;0.978542;-0.596163;-1.040166;0.330051;0.993748;-0.330051;1.040166;-0.649672;0.993748;
20.265524;1.040176;-0.269741;0.978546;-0.596886;-1.040176;0.330036;0.993751;-0.330036;1.040176;-0.650395;0.993751;
20.265639;1.040182;-0.269733;0.978548;-0.597247;-1.040182;0.330029;0.993753;-0.330029;1.040182;-0.650756;0.993753;
20.265870;1.040192;-0.269718;0.978552;-0.597970;-1.040192;0.330014;0.993756;-0.330014;1.040192;-0.651479;0.993756;
20.265985;1.040197;-0.269711;0.978554;-0.598331;-1.040197;0.330007;0.993758;-0.330007;1.040197;-0.651840;0.993758;
20.266215;1.040208;-0.269696;0.978558;-0.599054;-1.040208;0.329992;0.993761;-0.329992;1.040208;-0.652563;0.993761;
20.266331;1.040213;-0.269689;0.978561;-0.599415;-1.040213;0.329985;0.993763;-0.329985;1.040213;-0.652924;0.993763;
20.266561;1.040224;-0.269674;0.978565;-0.600137;-1.040224;0.329971;0.993766;-0.329971;1.040224;-0.653647;0.993766;
20.266676;1.040229;-0.269666;0.978567;-0.600499;-1.040229;0.329963;0.993768;-0.329963;1.040229;-0.654008;0.993768;
20.266907;1.040239;-0.269652;0.978571;-0.601221;-1.040239;0.329949;0.993771;-0.329949;1.040239;-0.654731;0.993771;
20.267022;1.040245;-0.269644;0.978573;-0.601582;-1.040245;0.329941;0.993773;-0.329941;1.040245;-0.655092;0.993773;
20.267252;1.040255;-0.269629;0.978577;-0.602305;-1.040255;0.329927;0.993776;-0.329927;1.040255;-0.655815;0.993776;
20.267367;1.040260;-0.269622;0.978579;-0.602666;-1.040260;0.329919;0.993778;-0.329919;1.040260;-0.656176;0.993778;
20.267598;1.040271;-0.269607;0.978583;-0.603389;-1.040271;0.329905;0.993781;-0.329905;1.040271;-0.656899;0.993781;
20.267713;1.040276;-0.269600;0.978585;-0.603750;-1.040276;0.329898;0.993783;-0.329898;1.040276;-0.657260;0.993783;
20.267943;1.040287;-0.269585;0.978590;-0.604472;-1.040287;0.329883;0.993786;-0.329883;1.040287;-0.657983;0.993786;
20.268059;1.040292;-0.269578;0.978592;-0.604834;-1.040292;0.329876;0.993788;-0.329876;1.040292;-0.658344;0.993788;
20.268289;1.040302;-0.269563;0.978596;-0.605556;-1.040302;0.329861;0.993791;-0.329861;1.040302;-0.659066;0.993791;
