time;WTG3_WTG3_injector_PInjPu;WTG3_WTG3_injector_QInjPu;WTG3_WTG3_injector_terminal_V_re;WTG3_WTG3_injector_terminal_i_re;WTG3_WTG3_injector_terminal_V_im;WTG3_WTG3_injector_terminal_i_im;WTG3_WTG3_pll_omegaPLLPu;WTG3_WTG3_wecc_wtgt_PePu;
2.000384;1.050873;1.018770;1.114792;-1.050873;0.157633;0.765271;0.814189;1.050873;
2.000458;1.047773;1.022998;1.115427;-1.047773;0.157168;0.769500;0.826641;1.047773;
2.000458;1.047773;1.022998;1.115427;-1.047773;0.157168;0.769500;0.826641;1.047773;
2.000459;1.047731;1.023049;1.115434;-1.047731;0.157162;0.769552;0.826803;1.047731;
2.000460;1.047694;1.023098;1.115442;-1.047694;0.157156;0.769602;0.826951;1.047694;
2.000460;1.047694;1.023098;1.115442;-1.047694;0.157156;0.769602;0.826951;1.047694;
2.000461;1.047655;1.023152;1.115450;-1.047655;0.157150;0.769656;0.827111;1.047655;
2.000462;1.047615;1.023206;1.115458;-1.047615;0.157144;0.769710;0.827271;1.047615;
2.000464;1.047536;1.023313;1.115474;-1.047536;0.157133;0.769817;0.827590;1.047536;
2.000468;1.047378;1.023527;1.115506;-1.047378;0.157109;0.770031;0.828227;1.047378;
2.000476;1.047063;1.023951;1.115570;-1.047063;0.157062;0.770456;0.829495;1.047063;
2.000492;1.046440;1.024789;1.115696;-1.046440;0.156968;0.771295;0.832002;1.046440;
2.000524;1.045218;1.026418;1.115941;-1.045218;0.156785;0.772929;0.836909;1.045218;
2.000588;1.042867;1.029499;1.116406;-1.042867;0.156432;0.776027;0.846306;1.042867;
2.000716;1.038507;1.035005;1.117241;-1.038507;0.155778;0.781594;0.863557;1.038507;
2.000751;1.037400;1.036358;1.117447;-1.037400;0.155612;0.782969;0.867906;1.037400;
2.000751;1.037400;1.036358;1.117447;-1.037400;0.155612;0.782969;0.867906;1.037400;
2.000752;1.037368;1.036396;1.117453;-1.037368;0.155607;0.783007;0.868028;1.037368;
2.000753;1.037337;1.036433;1.117458;-1.037337;0.155603;0.783046;0.868151;1.037337;
2.000755;1.037274;1.036509;1.117470;-1.037274;0.155593;0.783123;0.868395;1.037274;
2.000759;1.037150;1.036659;1.117493;-1.037150;0.155575;0.783276;0.868883;1.037150;
2.000767;1.036902;1.036957;1.117539;-1.036902;0.155537;0.783579;0.869852;1.036902;
2.000783;1.036411;1.037545;1.117628;-1.036411;0.155464;0.784179;0.871770;1.036411;
2.000815;1.035447;1.038684;1.117803;-1.035447;0.155319;0.785343;0.875523;1.035447;
2.000879;1.033593;1.040824;1.118133;-1.033593;0.155041;0.787540;0.882708;1.033593;
2.001007;1.030151;1.044593;1.118719;-1.030151;0.154525;0.791449;0.895892;1.030151;
2.001135;1.027041;1.047725;1.119215;-1.027041;0.154058;0.794755;0.907609;1.027041;
2.001263;1.024227;1.050282;1.119629;-1.024227;0.153636;0.797517;0.918011;1.024227;
2.001391;1.021676;1.052316;1.119970;-1.021676;0.153254;0.799790;0.927239;1.021676;
2.001519;1.019357;1.053880;1.120245;-1.019357;0.152906;0.801623;0.935424;1.019357;
2.001647;1.017243;1.055016;1.120461;-1.017243;0.152588;0.803060;0.942680;1.017243;
2.001903;1.013498;1.056203;1.120742;-1.013498;0.152027;0.804935;0.954920;1.013498;
2.002133;1.010604;1.056159;1.120843;-1.010604;0.151593;0.805607;0.963660;1.010604;
2.002364;1.008057;1.055221;1.120823;-1.008057;0.151211;0.805473;0.970665;1.008057;
2.002594;1.005772;1.053520;1.120700;-1.005772;0.150868;0.804659;0.976270;1.005772;
2.002824;1.003681;1.051162;1.120492;-1.003681;0.150554;0.803267;0.980749;1.003681;
2.003055;1.001730;1.048237;1.120209;-1.001730;0.150262;0.801382;0.984321;1.001730;
2.003285;0.999874;1.044815;1.119862;-0.999874;0.149983;0.799072;0.987165;0.999874;
2.003516;0.998080;1.040958;1.119461;-0.998080;0.149714;0.796393;0.989424;0.998080;
2.003746;0.996319;1.036718;1.119011;-0.996319;0.149450;0.793396;0.991219;0.996319;
2.003976;0.994571;1.032134;1.118519;-0.994571;0.149188;0.790113;0.992639;0.994571;
2.004437;0.991047;1.022105;1.117429;-0.991047;0.148659;0.782848;0.994694;0.991047;
2.004898;0.987436;1.011062;1.116216;-0.987436;0.148117;0.774765;0.995946;0.987436;
2.005359;0.983695;0.999168;1.114902;-0.983695;0.147556;0.766003;0.996672;0.983695;
2.005820;0.979801;0.986558;1.113502;-0.979801;0.146972;0.756670;0.997064;0.979801;
2.006280;0.975748;0.973339;1.112030;-0.975748;0.146364;0.746855;0.997250;0.975748;
2.006741;0.971539;0.959602;1.110495;-0.971539;0.145733;0.736623;0.997315;0.971539;
2.007663;0.962717;0.930937;1.107279;-0.962717;0.144410;0.715186;0.997296;0.962717;
2.008584;0.953436;0.900987;1.103901;-0.953436;0.143017;0.692661;0.997171;0.953436;
2.009506;0.943813;0.870138;1.100399;-0.943813;0.141574;0.669320;0.997031;0.943813;
2.010428;0.933961;0.838728;1.096812;-0.933961;0.140096;0.645402;0.996913;0.933961;
2.010681;0.931227;0.830035;1.095814;-0.931227;0.139686;0.638754;0.996886;0.931227;
2.010681;0.931226;0.830035;1.095814;-0.931226;0.139686;0.638754;0.996886;0.931227;
2.010682;0.931215;0.830001;1.095811;-0.931215;0.139684;0.638728;0.996886;0.931215;
2.010683;0.931204;0.829967;1.095807;-0.931204;0.139683;0.638702;0.996886;0.931204;
2.010685;0.931183;0.829898;1.095799;-0.931183;0.139679;0.638649;0.996886;0.931183;
2.010689;0.931139;0.829760;1.095783;-0.931139;0.139673;0.638544;0.996885;0.931139;
2.010697;0.931053;0.829484;1.095751;-0.931053;0.139660;0.638333;0.996885;0.931053;
2.010713;0.930879;0.828934;1.095688;-0.930879;0.139634;0.637911;0.996883;0.930879;
2.010745;0.930532;0.827833;1.095562;-0.930532;0.139582;0.637069;0.996880;0.930532;
2.010809;0.929838;0.825636;1.095309;-0.929838;0.139478;0.635386;0.996873;0.929838;
2.010937;0.928451;0.821258;1.094806;-0.928451;0.139270;0.632032;0.996862;0.928451;
2.011193;0.925680;0.812562;1.093806;-0.925680;0.138854;0.625365;0.996840;0.925680;
2.011705;0.920158;0.795420;1.091831;-0.920158;0.138026;0.612196;0.996805;0.920158;
2.011836;0.918757;0.791107;1.091333;-0.918757;0.137816;0.608877;0.996798;0.918757;
2.011836;0.918757;0.791107;1.091333;-0.918757;0.137816;0.608877;0.996798;0.918757;
2.011836;0.918757;0.791107;1.091333;-0.918757;0.137816;0.608877;0.996798;0.918757;
2.011836;0.918757;0.791107;1.091333;-0.918757;0.137816;0.608877;0.996798;0.918757;
2.011837;0.918747;0.791074;1.091329;-0.918747;0.137814;0.608852;0.996798;0.918747;
2.011838;0.918736;0.791041;1.091325;-0.918736;0.137812;0.608826;0.996798;0.918736;
2.011840;0.918714;0.790975;1.091318;-0.918714;0.137809;0.608776;0.996798;0.918714;
2.011844;0.918672;0.790843;1.091302;-0.918672;0.137803;0.608674;0.996798;0.918672;
2.011852;0.918586;0.790579;1.091272;-0.918586;0.137790;0.608471;0.996797;0.918586;
2.011868;0.918414;0.790052;1.091211;-0.918414;0.137764;0.608065;0.996797;0.918414;
2.011900;0.918073;0.788998;1.091089;-0.918073;0.137713;0.607253;0.996796;0.918073;
2.011964;0.917394;0.786895;1.090846;-0.917394;0.137611;0.605632;0.996797;0.917394;
2.012092;0.916054;0.782706;1.090361;-0.916054;0.137410;0.602398;0.996804;0.916054;
2.012348;0.913445;0.774397;1.089395;-0.913445;0.137019;0.595962;0.996841;0.913445;
2.012860;0.908501;0.758041;1.087483;-0.908501;0.136277;0.583212;0.996976;0.908501;
2.013884;0.899641;0.726345;1.083731;-0.899641;0.134948;0.558201;0.997370;0.899641;
2.014908;0.892052;0.695971;1.080079;-0.892052;0.133810;0.533855;0.997832;0.892052;
2.015932;0.885600;0.666887;1.076531;-0.885600;0.132842;0.510197;0.998286;0.885600;
2.016956;0.880152;0.639068;1.073089;-0.880152;0.132025;0.487254;0.998699;0.880152;
2.017980;0.875587;0.612491;1.069759;-0.875587;0.131340;0.465051;0.999060;0.875587;
2.019004;0.871798;0.587132;1.066542;-0.871798;0.130771;0.443607;0.999373;0.871798;
2.020028;0.868687;0.562963;1.063441;-0.868687;0.130305;0.422937;0.999642;0.868687;
2.021052;0.866169;0.539951;1.060458;-0.866169;0.129927;0.403045;0.999873;0.866169;
2.022076;0.864238;0.518689;1.057672;-0.864238;0.129637;0.384477;1.000072;0.864238;
2.023100;0.862850;0.499391;1.055120;-0.862850;0.129429;0.367458;1.000241;0.862850;
2.024124;0.861949;0.482005;1.052797;-0.861949;0.129294;0.351976;1.000384;0.861949;
2.026172;0.861295;0.452227;1.048765;-0.861295;0.129196;0.325098;1.000608;0.861295;
2.027920;0.861756;0.431486;1.045907;-0.861756;0.129265;0.306041;1.000739;0.861756;
2.029669;0.862908;0.414323;1.043503;-0.862908;0.129438;0.290014;1.000827;0.862908;
2.031418;0.864555;0.400148;1.041484;-0.864555;0.129685;0.276556;1.000877;0.864555;
2.033167;0.866538;0.388462;1.039791;-0.866538;0.129982;0.265272;1.000898;0.866538;
2.034915;0.868724;0.378847;1.038374;-0.868724;0.130310;0.255826;1.000894;0.868724;
2.036664;0.871005;0.370954;1.037191;-0.871005;0.130653;0.247934;1.000871;0.871005;
2.038413;0.873296;0.364491;1.036204;-0.873296;0.130996;0.241354;1.000832;0.873296;
2.040161;0.875528;0.359213;1.035383;-0.875528;0.131331;0.235883;1.000781;0.875528;
2.041910;0.877646;0.354916;1.034703;-0.877646;0.131649;0.231347;1.000722;0.877646;
2.043659;0.879608;0.351431;1.034141;-0.879608;0.131943;0.227602;1.000655;0.879608;
2.045407;0.881384;0.348615;1.033679;-0.881384;0.132209;0.224526;1.000585;0.881384;
2.047156;0.882948;0.346349;1.033303;-0.882948;0.132444;0.222014;1.000511;0.882948;
2.048905;0.884286;0.344529;1.032997;-0.884286;0.132645;0.219975;1.000436;0.884286;
2.050654;0.885388;0.343081;1.032752;-0.885388;0.132810;0.218341;1.000360;0.885388;
2.054151;0.886868;0.340983;1.032401;-0.886868;0.133032;0.216002;1.000212;0.886868;
2.057648;0.887398;0.339713;1.032202;-0.887398;0.133112;0.214677;1.000071;0.887398;
2.061146;0.887016;0.338999;1.032116;-0.887016;0.133054;0.214102;0.999940;0.887016;
2.064643;0.885780;0.338645;1.032112;-0.885780;0.132869;0.214078;0.999820;0.885780;
2.068141;0.883763;0.338514;1.032169;-0.883763;0.132566;0.214458;0.999713;0.883763;
2.071638;0.881044;0.338518;1.032271;-0.881044;0.132158;0.215138;0.999618;0.881044;
2.075136;0.877703;0.338598;1.032407;-0.877703;0.131657;0.216041;0.999536;0.877703;
2.078633;0.873816;0.338718;1.032567;-0.873816;0.131074;0.217112;0.999464;0.873816;
2.085628;0.864768;0.338984;1.032937;-0.864768;0.129717;0.219577;0.999348;0.864768;
2.091923;0.855397;0.339231;1.033312;-0.855397;0.128311;0.222076;0.999271;0.855397;
2.098219;0.845160;0.339459;1.033711;-0.845160;0.126776;0.224737;0.999214;0.845160;
2.100066;0.842034;0.339521;1.033831;-0.842034;0.126307;0.225536;0.999201;0.842034;
2.100066;0.842034;0.339521;1.033831;-0.842034;0.126307;0.225536;0.999201;0.842034;
2.100067;0.842033;0.339521;1.033831;-0.842033;0.126307;0.225537;0.999201;0.842033;
2.100068;0.842031;0.339521;1.033831;-0.842031;0.126306;0.225537;0.999201;0.842031;
2.100070;0.842027;0.339522;1.033831;-0.842027;0.126306;0.225538;0.999201;0.842027;
2.100074;0.842020;0.339522;1.033831;-0.842020;0.126305;0.225540;0.999201;0.842020;
2.100082;0.842007;0.339522;1.033832;-0.842007;0.126303;0.225544;0.999201;0.842007;
2.100098;0.841979;0.339523;1.033833;-0.841979;0.126299;0.225551;0.999201;0.841979;
2.100130;0.841924;0.339524;1.033835;-0.841924;0.126290;0.225565;0.999200;0.841924;
2.100194;0.841814;0.339526;1.033839;-0.841814;0.126274;0.225593;0.999200;0.841814;
2.100322;0.841593;0.339530;1.033848;-0.841593;0.126241;0.225649;0.999199;0.841593;
2.100578;0.841151;0.339539;1.033865;-0.841151;0.126174;0.225762;0.999198;0.841151;
2.101090;0.840264;0.339555;1.033898;-0.840264;0.126041;0.225987;0.999194;0.840264;
2.102114;0.838485;0.339589;1.033966;-0.838485;0.125775;0.226438;0.999190;0.838485;
2.103138;0.836704;0.339622;1.034034;-0.836704;0.125507;0.226888;0.999187;0.836704;
2.104162;0.834928;0.339656;1.034101;-0.834928;0.125241;0.227336;0.999188;0.834928;
2.106210;0.831424;0.339722;1.034233;-0.831424;0.124715;0.228218;0.999198;0.831424;
2.108258;0.828012;0.339787;1.034362;-0.828012;0.124204;0.229074;0.999219;0.828012;
2.112354;0.821629;0.339914;1.034601;-0.821629;0.123246;0.230670;0.999283;0.821629;
2.116450;0.815925;0.340033;1.034814;-0.815925;0.122390;0.232092;0.999367;0.815925;
2.120546;0.810987;0.340146;1.034999;-0.810987;0.121650;0.233323;0.999459;0.810987;
2.124642;0.806844;0.340252;1.035155;-0.806844;0.121028;0.234362;0.999552;0.806844;
2.128738;0.803480;0.340353;1.035283;-0.803480;0.120524;0.235216;0.999642;0.803480;
2.132834;0.800848;0.340451;1.035385;-0.800848;0.120129;0.235898;0.999726;0.800848;
2.136930;0.798885;0.340546;1.035465;-0.798885;0.119834;0.236427;0.999801;0.798885;
2.141026;0.797515;0.340640;1.035524;-0.797515;0.119629;0.236822;0.999867;0.797515;
2.145122;0.796662;0.340735;1.035566;-0.796662;0.119501;0.237101;0.999924;0.796662;
2.147103;0.796386;0.340781;1.035581;-0.796386;0.119460;0.237205;0.999948;0.796386;
2.147103;0.796386;0.340781;1.035581;-0.796386;0.119460;0.237205;0.999948;0.796386;
2.147104;0.796386;0.340781;1.035581;-0.796386;0.119460;0.237205;0.999948;0.796386;
2.147105;0.796386;0.340781;1.035581;-0.796386;0.119460;0.237205;0.999949;0.796386;
2.147107;0.796386;0.340781;1.035581;-0.796386;0.119459;0.237205;0.999949;0.796386;
2.147111;0.796385;0.340781;1.035581;-0.796385;0.119459;0.237205;0.999949;0.796385;
2.147119;0.796385;0.340781;1.035581;-0.796385;0.119459;0.237205;0.999949;0.796385;
2.147135;0.796383;0.340781;1.035581;-0.796383;0.119459;0.237206;0.999949;0.796383;
2.147167;0.796380;0.340782;1.035582;-0.796380;0.119459;0.237207;0.999949;0.796380;
2.147231;0.796374;0.340784;1.035582;-0.796374;0.119458;0.237210;0.999950;0.796374;
2.147359;0.796362;0.340786;1.035583;-0.796362;0.119456;0.237215;0.999951;0.796362;
2.147615;0.796340;0.340792;1.035584;-0.796340;0.119453;0.237226;0.999954;0.796340;
2.148127;0.796300;0.340804;1.035587;-0.796300;0.119447;0.237246;0.999960;0.796300;
2.149151;0.796238;0.340828;1.035593;-0.796238;0.119437;0.237282;0.999971;0.796238;
2.151199;0.796179;0.340877;1.035602;-0.796179;0.119428;0.237341;0.999992;0.796179;
2.155295;0.796283;0.340975;1.035612;-0.796283;0.119444;0.237409;1.000027;0.796283;
2.163487;0.797129;0.341181;1.035612;-0.797129;0.119571;0.237413;1.000076;0.797129;
2.171679;0.798543;0.341398;1.035595;-0.798543;0.119783;0.237300;1.000100;0.798543;
2.179871;0.800196;0.341626;1.035572;-0.800196;0.120031;0.237142;1.000106;0.800196;
2.188063;0.801833;0.341862;1.035550;-0.801833;0.120277;0.236995;1.000099;0.801833;
2.196255;0.803280;0.342105;1.035535;-0.803280;0.120494;0.236896;1.000083;0.803280;
2.204447;0.804432;0.342351;1.035531;-0.804432;0.120666;0.236867;1.000063;0.804432;
2.212639;0.805242;0.342600;1.035538;-0.805242;0.120788;0.236917;1.000042;0.805242;
2.220831;0.805706;0.342851;1.035557;-0.805706;0.120858;0.237046;1.000021;0.805706;
2.229023;0.805848;0.343101;1.035588;-0.805848;0.120879;0.237248;1.000003;0.805848;
2.237215;0.805709;0.343351;1.035627;-0.805709;0.120858;0.237512;0.999988;0.805709;
2.245407;0.805339;0.343599;1.035675;-0.805339;0.120803;0.237828;0.999975;0.805339;
2.253599;0.804787;0.343847;1.035728;-0.804787;0.120720;0.238183;0.999966;0.804787;
2.261791;0.804099;0.344093;1.035786;-0.804099;0.120616;0.238568;0.999959;0.804099;
2.269983;0.803313;0.344339;1.035847;-0.803313;0.120499;0.238974;0.999954;0.803313;
2.278175;0.802461;0.344584;1.035910;-0.802461;0.120371;0.239394;0.999951;0.802461;
2.286367;0.801563;0.344828;1.035974;-0.801563;0.120236;0.239823;0.999949;0.801563;
2.294559;0.800635;0.345071;1.036039;-0.800635;0.120097;0.240258;0.999947;0.800635;
2.302751;0.799685;0.345314;1.036105;-0.799685;0.119954;0.240698;0.999946;0.799685;
2.310943;0.798715;0.345557;1.036172;-0.798715;0.119809;0.241141;0.999945;0.798715;
2.319135;0.797725;0.345799;1.036239;-0.797725;0.119660;0.241588;0.999943;0.797725;
2.327327;0.796711;0.346041;1.036306;-0.796711;0.119508;0.242040;0.999942;0.796711;
2.343711;0.794587;0.346524;1.036445;-0.794587;0.119190;0.242962;0.999938;0.794587;
2.360095;0.792312;0.347005;1.036588;-0.792312;0.118848;0.243916;0.999933;0.792312;
2.376479;0.789865;0.347485;1.036736;-0.789865;0.118481;0.244904;0.999928;0.789865;
2.392863;0.787236;0.347962;1.036890;-0.787236;0.118087;0.245928;0.999923;0.787236;
2.409247;0.784432;0.348437;1.037048;-0.784432;0.117666;0.246985;0.999918;0.784432;
2.425631;0.781473;0.348909;1.037211;-0.781473;0.117223;0.248072;0.999913;0.781473;
2.442015;0.778388;0.349379;1.037378;-0.778388;0.116760;0.249181;0.999910;0.778388;
2.458399;0.775213;0.349846;1.037546;-0.775213;0.116284;0.250303;0.999908;0.775213;
2.474783;0.771987;0.350310;1.037715;-0.771987;0.115800;0.251431;0.999907;0.771987;
2.489529;0.769071;0.350726;1.037867;-0.769071;0.115362;0.252445;0.999907;0.769071;
2.504274;0.766176;0.351139;1.038018;-0.766176;0.114928;0.253448;0.999908;0.766176;
2.519020;0.763327;0.351551;1.038166;-0.763327;0.114501;0.254438;0.999910;0.763327;
2.533766;0.760552;0.351960;1.038312;-0.760552;0.114084;0.255408;0.999912;0.760552;
2.548511;0.757874;0.352369;1.038454;-0.757874;0.113683;0.256354;0.999916;0.757874;
2.563257;0.755314;0.352775;1.038591;-0.755314;0.113299;0.257271;0.999920;0.755314;
2.578002;0.752890;0.353180;1.038724;-0.752890;0.112935;0.258156;0.999925;0.752890;
2.592748;0.750620;0.353584;1.038851;-0.750620;0.112595;0.259005;0.999930;0.750620;
2.607494;0.748516;0.353986;1.038973;-0.748516;0.112279;0.259818;0.999935;0.748516;
2.622239;0.746588;0.354387;1.039089;-0.746588;0.111990;0.260591;0.999941;0.746588;
2.636985;0.744841;0.354787;1.039199;-0.744841;0.111728;0.261324;0.999947;0.744841;
2.651730;0.743275;0.355185;1.039303;-0.743275;0.111493;0.262017;0.999952;0.743275;
2.666476;0.741889;0.355582;1.039401;-0.741889;0.111285;0.262671;0.999958;0.741889;
2.695967;0.739609;0.356372;1.039582;-0.739609;0.110943;0.263873;0.999968;0.739609;
2.722162;0.738078;0.357070;1.039726;-0.738078;0.110713;0.264834;0.999976;0.738078;
2.748357;0.736916;0.357763;1.039858;-0.736916;0.110539;0.265714;0.999982;0.736916;
2.771072;0.736130;0.358360;1.039965;-0.736130;0.110421;0.266428;0.999985;0.736130;
2.791516;0.735526;0.358894;1.040058;-0.735526;0.110330;0.267046;0.999986;0.735526;
2.809915;0.735017;0.359372;1.040139;-0.735017;0.110254;0.267593;0.999987;0.735017;
2.828314;0.734493;0.359847;1.040221;-0.734493;0.110175;0.268139;0.999986;0.734493;
2.844873;0.733978;0.360272;1.040296;-0.733978;0.110098;0.268637;0.999984;0.733978;
2.861432;0.733393;0.360693;1.040373;-0.733393;0.110010;0.269146;0.999982;0.733393;
2.877991;0.732715;0.361112;1.040451;-0.732715;0.109909;0.269672;0.999979;0.732715;
2.894550;0.731925;0.361528;1.040533;-0.731925;0.109790;0.270218;0.999976;0.731925;
2.911110;0.731010;0.361942;1.040618;-0.731010;0.109653;0.270785;0.999972;0.731010;
2.927669;0.729962;0.362351;1.040707;-0.729962;0.109496;0.271377;0.999968;0.729962;
2.944228;0.728778;0.362758;1.040799;-0.728778;0.109318;0.271992;0.999964;0.728778;
2.960787;0.727461;0.363162;1.040895;-0.727461;0.109121;0.272631;0.999960;0.727461;
2.977346;0.726017;0.363562;1.040994;-0.726017;0.108904;0.273292;0.999957;0.726017;
2.993905;0.724460;0.363959;1.041096;-0.724460;0.108671;0.273973;0.999954;0.724460;
3.010464;0.722806;0.364353;1.041201;-0.722806;0.108422;0.274668;0.999951;0.722806;
3.027024;0.721075;0.364744;1.041307;-0.721075;0.108163;0.275376;0.999950;0.721075;
3.043583;0.719290;0.365133;1.041414;-0.719290;0.107895;0.276091;0.999948;0.719290;
3.060142;0.717475;0.365518;1.041522;-0.717475;0.107623;0.276808;0.999948;0.717475;
3.076701;0.715656;0.365900;1.041629;-0.715656;0.107350;0.277522;0.999948;0.715656;
3.093260;0.713861;0.366280;1.041735;-0.713861;0.107081;0.278228;0.999949;0.713861;
3.109819;0.712115;0.366657;1.041839;-0.712115;0.106819;0.278920;0.999951;0.712115;
3.126379;0.710443;0.367032;1.041940;-0.710443;0.106568;0.279596;0.999953;0.710443;
3.142938;0.708868;0.367405;1.042038;-0.708868;0.106332;0.280249;0.999956;0.708868;
3.159497;0.707409;0.367776;1.042132;-0.707409;0.106113;0.280877;0.999960;0.707409;
3.176056;0.706082;0.368144;1.042222;-0.706082;0.105914;0.281476;0.999964;0.706082;
3.192615;0.704902;0.368511;1.042307;-0.704902;0.105737;0.282044;0.999968;0.704902;
3.209174;0.703877;0.368876;1.042388;-0.703877;0.105583;0.282580;0.999972;0.703877;
3.225733;0.703010;0.369238;1.042463;-0.703010;0.105453;0.283083;0.999977;0.703010;
3.242293;0.702303;0.369599;1.042534;-0.702303;0.105347;0.283553;0.999981;0.702303;
3.275411;0.701330;0.370316;1.042661;-0.701330;0.105201;0.284403;0.999990;0.701330;
3.305217;0.700902;0.370955;1.042762;-0.700902;0.105137;0.285075;0.999996;0.700902;
3.335024;0.700802;0.371588;1.042852;-0.700802;0.105122;0.285677;1.000000;0.700802;
3.361426;0.700901;0.372144;1.042926;-0.700901;0.105137;0.286169;1.000002;0.700901;
3.385188;0.701066;0.372639;1.042990;-0.701066;0.105161;0.286594;1.000003;0.701066;
3.406574;0.701219;0.373081;1.043046;-0.701219;0.105184;0.286971;1.000003;0.701219;
3.427959;0.701328;0.373520;1.043104;-0.701328;0.105201;0.287354;1.000001;0.701328;
3.449345;0.701350;0.373954;1.043163;-0.701350;0.105204;0.287749;0.999999;0.701350;
3.470731;0.701251;0.374384;1.043225;-0.701251;0.105189;0.288164;0.999996;0.701251;
3.492116;0.701006;0.374810;1.043291;-0.701006;0.105152;0.288604;0.999992;0.701006;
3.513502;0.700599;0.375231;1.043361;-0.700599;0.105091;0.289070;0.999989;0.700599;
3.534888;0.700023;0.375648;1.043435;-0.700023;0.105005;0.289565;0.999985;0.700023;
3.556273;0.699285;0.376061;1.043514;-0.699285;0.104894;0.290087;0.999982;0.699285;
3.577659;0.698397;0.376469;1.043596;-0.698397;0.104761;0.290633;0.999978;0.698397;
3.599045;0.697383;0.376872;1.043681;-0.697383;0.104609;0.291200;0.999976;0.697383;
3.620430;0.696272;0.377271;1.043768;-0.696272;0.104442;0.291780;0.999974;0.696272;
3.641816;0.695098;0.377666;1.043856;-0.695098;0.104266;0.292369;0.999973;0.695098;
3.663202;0.693903;0.378057;1.043944;-0.693903;0.104087;0.292957;0.999973;0.693903;
3.684587;0.692727;0.378444;1.044031;-0.692727;0.103910;0.293538;0.999974;0.692727;
3.705973;0.691609;0.378827;1.044116;-0.691609;0.103743;0.294103;0.999976;0.691609;
3.727359;0.690585;0.379207;1.044198;-0.690585;0.103589;0.294647;0.999978;0.690585;
3.748744;0.689687;0.379584;1.044275;-0.689687;0.103454;0.295164;0.999981;0.689687;
3.770130;0.688941;0.379957;1.044348;-0.688941;0.103343;0.295649;0.999985;0.688941;
3.791516;0.688364;0.380327;1.044415;-0.688364;0.103256;0.296098;0.999989;0.688364;
3.812901;0.687967;0.380695;1.044477;-0.687967;0.103196;0.296511;0.999993;0.687967;
3.834287;0.687750;0.381059;1.044534;-0.687750;0.103164;0.296887;0.999997;0.687750;
3.855673;0.687708;0.381421;1.044585;-0.687708;0.103158;0.297227;1.000000;0.687708;
3.877058;0.687825;0.381780;1.044631;-0.687825;0.103175;0.297534;1.000004;0.687825;
3.898444;0.688080;0.382136;1.044673;-0.688080;0.103213;0.297813;1.000006;0.688080;
3.919830;0.688443;0.382490;1.044711;-0.688443;0.103268;0.298069;1.000008;0.688443;
3.941215;0.688884;0.382840;1.044747;-0.688884;0.103334;0.298307;1.000010;0.688884;
3.962601;0.689367;0.383187;1.044781;-0.689367;0.103407;0.298534;1.000010;0.689367;
3.983987;0.689857;0.383531;1.044814;-0.689857;0.103480;0.298756;1.000010;0.689857;
4.005373;0.690319;0.383872;1.044848;-0.690319;0.103549;0.298982;1.000009;0.690319;
4.026758;0.690721;0.384210;1.044883;-0.690721;0.103610;0.299215;1.000008;0.690721;
4.048144;0.691038;0.384544;1.044920;-0.691038;0.103657;0.299461;1.000005;0.691038;
4.069530;0.691246;0.384874;1.044959;-0.691246;0.103688;0.299724;1.000003;0.691246;
4.090915;0.691333;0.385200;1.045002;-0.691333;0.103701;0.300007;1.000000;0.691333;
4.112301;0.691290;0.385523;1.045047;-0.691290;0.103695;0.300312;0.999997;0.691290;
4.133687;0.691119;0.385842;1.045096;-0.691119;0.103669;0.300637;0.999994;0.691119;
4.155072;0.690825;0.386157;1.045148;-0.690825;0.103625;0.300982;0.999992;0.690825;
4.176458;0.690424;0.386469;1.045202;-0.690424;0.103565;0.301343;0.999990;0.690424;
4.197844;0.689936;0.386776;1.045258;-0.689936;0.103492;0.301718;0.999988;0.689936;
4.219229;0.689383;0.387080;1.045316;-0.689383;0.103409;0.302102;0.999987;0.689383;
4.240615;0.688794;0.387381;1.045374;-0.688794;0.103321;0.302489;0.999986;0.688794;
4.262001;0.688201;0.387678;1.045432;-0.688201;0.103232;0.302874;0.999987;0.688201;
4.283386;0.687633;0.387972;1.045488;-0.687633;0.103146;0.303251;0.999987;0.687633;
4.304772;0.687116;0.388263;1.045543;-0.687116;0.103069;0.303615;0.999989;0.687116;
4.326158;0.686676;0.388551;1.045595;-0.686676;0.103003;0.303962;0.999991;0.686676;
4.347543;0.686334;0.388836;1.045644;-0.686334;0.102951;0.304288;0.999993;0.686334;
4.368929;0.686105;0.389118;1.045689;-0.686105;0.102917;0.304590;0.999996;0.686105;
4.390315;0.686000;0.389398;1.045731;-0.686000;0.102901;0.304866;0.999998;0.686000;
4.411700;0.686022;0.389675;1.045768;-0.686022;0.102905;0.305116;1.000001;0.686022;
4.433086;0.686169;0.389950;1.045802;-0.686169;0.102927;0.305340;1.000004;0.686169;
4.475857;0.686775;0.390492;1.045859;-0.686775;0.103018;0.305722;1.000008;0.686775;
4.510813;0.687516;0.390927;1.045898;-0.687516;0.103129;0.305980;1.000011;0.687516;
4.545768;0.688377;0.391355;1.045932;-0.688377;0.103258;0.306210;1.000012;0.688377;
4.576927;0.689165;0.391731;1.045961;-0.689165;0.103376;0.306405;1.000011;0.689165;
4.604970;0.689828;0.392064;1.045988;-0.689828;0.103476;0.306585;1.000010;0.689828;
4.633014;0.690393;0.392392;1.046017;-0.690393;0.103560;0.306778;1.000008;0.690393;
