time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;Load2_load_PPu;Load2_load_QPu;Load2_load_UPu;
22.000000;1.005092;1.000000;0.003000;0.008000;1.000000;0.002007;0.001007;1.005092;
23.000000;1.005092;1.000000;0.003000;0.008000;1.000000;0.002007;0.001007;1.005092;
24.000000;1.005093;1.000000;0.003000;0.008000;1.000000;0.002007;0.001007;1.005093;
25.000000;1.005093;1.000000;0.003000;0.008000;1.000000;0.002007;0.001007;1.005093;
26.000000;1.005093;1.000000;0.003000;0.008000;1.000000;0.002007;0.001007;1.005093;
27.000000;1.005093;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005093;
28.000000;1.005093;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005093;
29.000000;1.005093;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005093;
30.000000;1.005094;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005094;
31.000000;1.005094;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005094;
32.000000;1.005094;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005094;
33.000000;1.005094;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005094;
34.000000;1.005094;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005094;
35.000000;1.005094;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005094;
36.000000;1.005094;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005094;
37.000000;1.005095;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005095;
38.000000;1.005095;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005095;
39.000000;1.005095;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005095;
40.000000;1.005095;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005095;
41.000000;1.005095;1.000000;0.003000;0.008000;1.000000;0.002006;0.001006;1.005095;
42.000000;1.005095;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005095;
43.000000;1.005095;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005095;
44.000000;1.005095;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005095;
45.000000;1.005096;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005096;
46.000000;1.005096;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005096;
47.000000;1.005096;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005096;
48.000000;1.005096;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005096;
49.000000;1.005096;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005096;
50.000000;1.005096;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005096;
51.000000;1.005096;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005096;
52.000000;1.005096;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005096;
53.000000;1.005097;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005097;
54.000000;1.005097;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005097;
55.000000;1.005097;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005097;
56.000000;1.005097;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005097;
57.000000;1.005097;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005097;
58.000000;1.005097;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005097;
59.000000;1.005097;1.000000;0.003000;0.008000;1.000000;0.002005;0.001005;1.005097;
60.000000;1.005097;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005097;
61.000000;1.005097;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005097;
62.000000;1.005098;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005098;
63.000000;1.005098;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005098;
64.000000;1.005098;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005098;
65.000000;1.005098;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005098;
66.000000;1.005098;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005098;
67.000000;1.005098;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005098;
68.000000;1.005098;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005098;
69.000000;1.005098;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005098;
70.000000;1.005098;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005098;
71.000000;1.005098;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005098;
72.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
73.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
74.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
75.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
76.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
77.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
78.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
79.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
80.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
81.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
82.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002004;0.001004;1.005099;
83.000000;1.005099;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005099;
84.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
85.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
86.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
87.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
88.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
89.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
90.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
91.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
92.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
93.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
94.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
95.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
96.000000;1.005100;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005100;
97.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
98.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
99.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
100.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
101.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
102.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
103.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
104.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
105.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
106.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
107.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
108.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
109.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
110.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
111.000000;1.005101;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005101;
112.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002003;0.001003;1.005102;
113.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
114.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
115.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
116.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
117.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
118.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
119.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
120.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
121.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
122.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
123.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
124.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
125.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
126.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
127.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
128.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
129.000000;1.005102;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005102;
130.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
131.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
132.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
133.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
134.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
135.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
136.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
137.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
138.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
139.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
140.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
141.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
142.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
143.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
144.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
145.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
146.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
147.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
148.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
149.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
150.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
151.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
152.000000;1.005103;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005103;
153.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005104;
154.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005104;
155.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005104;
156.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005104;
157.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005104;
158.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002002;0.001002;1.005104;
159.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
160.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
161.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
162.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
163.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
164.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
165.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
166.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
167.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
168.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
169.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
170.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
171.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
172.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
173.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
174.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
175.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
176.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
177.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
178.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
179.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
180.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
181.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
182.000000;1.005104;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005104;
183.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
184.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
185.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
186.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
187.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
188.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
189.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
190.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
191.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
192.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
193.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
194.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
195.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
196.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
197.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
198.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
199.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
200.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
201.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
202.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
203.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
204.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
205.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
206.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
207.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
208.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
209.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
210.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
211.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
212.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
213.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
214.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
215.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
216.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
217.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
218.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
219.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
220.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
221.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
222.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
223.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
224.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
225.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
226.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
227.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
228.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
229.000000;1.005105;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005105;
230.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
231.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
232.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
233.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
234.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
235.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
236.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
237.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
238.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
239.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
240.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
241.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
242.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
243.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
244.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
245.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
246.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
247.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
248.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
249.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
250.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
251.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
252.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
253.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
254.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
255.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
256.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
257.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001001;1.005106;
258.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002001;0.001000;1.005106;
259.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
260.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
261.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
262.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
263.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
264.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
265.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
266.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
267.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
268.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
269.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
270.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
271.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
272.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
273.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
274.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
275.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
276.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
277.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
278.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
279.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
280.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
281.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
282.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
283.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
284.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
285.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
286.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
287.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
288.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
289.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
290.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
291.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
292.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
293.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
294.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
295.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
296.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
297.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
298.000000;1.005106;1.000000;0.003000;0.008000;1.000000;0.002000;0.001000;1.005106;
