time;Generator_generator_UPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_PGenPu;Generator_generator_QGenPu;NETWORK_Load1_P;NETWORK_Load1_Q;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Load3_P;NETWORK_Load3_Q;NETWORK_Load4_P;NETWORK_Load4_Q;NETWORK_Transformer_i1_value;NETWORK_Transformer_i2_value;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_Transformer_iS1ToS2Side1_value;NETWORK_Transformer_iS2ToS1Side1_value;NETWORK_Transformer_iS1ToS2Side2_value;NETWORK_Transformer_iS2ToS1Side2_value;NETWORK_Transformer_iSide1_value;NETWORK_Transformer_iSide2_value;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
0.0005120000;1.0007726352;9.0737301039;2.2729579275;0.0907373010;0.0227295793;0.0300777402;0.0100518940;0.0401036536;0.0050259470;0.0200154527;0.0050077293;0.0000000000;0.0000000000;0.0728446081;0.0728521736;-0.0701813938;0.0707218483;-0.0150778409;0.0177218499;-4205.6854117582;4205.6854117582;-4206.1222046252;4206.1222046252;4205.6854117582;4206.1222046252;0.9854235546;-1.9669578956;1.0007726352;-0.0151279559;
0.0010240000;1.0007869747;9.0738602816;2.2730161603;0.0907386028;0.0227301616;0.0300781747;0.0100521844;0.0401042330;0.0050260922;0.0200157395;0.0050078728;0.0000000000;0.0000000000;0.0728446546;0.0728522201;-0.0701824078;0.0707228633;-0.0150782766;0.0177222888;-4205.6880928126;4205.6880928126;-4206.1248899866;4206.1248899866;4205.6880928126;4206.1248899866;0.9854377927;-1.9681105330;1.0007869747;-0.0163098318;
0.0020480000;1.0008149401;9.0741141590;2.2731297304;0.0907411416;0.0227312973;0.0300790223;0.0100527509;0.0401053631;0.0050263755;0.0200162988;0.0050081527;0.0000000000;0.0000000000;0.0728447451;0.0728523108;-0.0701843854;0.0707248428;-0.0150791264;0.0177231446;-4205.6933216139;4205.6933216139;-4206.1301271872;4206.1301271872;4205.6933216139;4206.1301271872;0.9854655603;-1.9703665210;1.0008149401;-0.0186228396;
0.0040960000;1.0008681352;9.0745970783;2.2733457695;0.0907459708;0.0227334577;0.0300806345;0.0100538286;0.0401075127;0.0050269143;0.0200173627;0.0050086851;0.0000000000;0.0000000000;0.0728449174;0.0728524834;-0.0701881472;0.0707286081;-0.0150807429;0.0177247726;-4205.7032680961;4205.7032680961;-4206.1400896459;4206.1400896459;4205.7032680961;4206.1400896459;0.9855183792;-1.9746901999;1.0008681352;-0.0230549712;
0.0081920000;1.0009644567;9.0754715108;2.2737369856;0.0907547151;0.0227373699;0.0300835537;0.0100557800;0.0401114049;0.0050278900;0.0200192891;0.0050096492;0.0000000000;0.0000000000;0.0728452294;0.0728527959;-0.0701949586;0.0707354260;-0.0150836701;0.0177277206;-4205.7212797063;4205.7212797063;-4206.1581301828;4206.1581301828;4205.7212797063;4206.1581301828;0.9856140195;-1.9826495397;1.0009644567;-0.0312106594;
0.0122880000;1.0010484034;9.0762336031;2.2740779738;0.0907623360;0.0227407797;0.0300860659;0.0100574595;0.0401147545;0.0050287298;0.0200209470;0.0050104790;0.0000000000;0.0000000000;0.0728455013;0.0728530682;-0.0702008950;0.0707413680;-0.0150862214;0.0177302902;-4205.7369795506;4205.7369795506;-4206.1738552353;4206.1738552353;4205.7369795506;4206.1738552353;0.9856973725;-1.9897699358;1.0010484034;-0.0385021472;
0.0163840000;1.0011213351;9.0768956987;2.2743742441;0.0907689570;0.0227437424;0.0300882668;0.0100589311;0.0401176891;0.0050294656;0.0200223994;0.0050112060;0.0000000000;0.0000000000;0.0728457376;0.0728533049;-0.0702060525;0.0707465303;-0.0150884382;0.0177325228;-4205.7506208860;4205.7506208860;-4206.1875184694;4206.1875184694;4205.7506208860;4206.1875184694;0.9857697884;-1.9961524808;1.0011213351;-0.0450333107;
0.0204800000;1.0011845131;9.0774692472;2.2746309087;0.0907746925;0.0227463091;0.0300901845;0.0100602134;0.0401202461;0.0050301067;0.0200236649;0.0050118395;0.0000000000;0.0000000000;0.0728459423;0.0728535099;-0.0702105202;0.0707510022;-0.0150903586;0.0177344569;-4205.7624382262;4205.7624382262;-4206.1993547785;4206.1993547785;4205.7624382262;4206.1993547785;0.9858325196;-2.0018906280;1.0011845131;-0.0509001833;
0.0245760000;1.0012390721;9.0779645492;2.2748525704;0.0907796455;0.0227485257;0.0300918419;0.0100613217;0.0401224559;0.0050306608;0.0200247587;0.0050123870;0.0000000000;0.0000000000;0.0728461190;0.0728536869;-0.0702143783;0.0707548640;-0.0150920172;0.0177361273;-4205.7726437618;4205.7726437618;-4206.2095766943;4206.2095766943;4205.7726437618;4206.2095766943;0.9858866928;-2.0070681561;1.0012390721;-0.0561888624;
0.0327680000;1.0013273066;9.0787655597;2.2752110641;0.0907876556;0.0227521106;0.0300945505;0.0100631330;0.0401260674;0.0050315665;0.0200265461;0.0050132819;0.0000000000;0.0000000000;0.0728464049;0.0728539732;-0.0702206179;0.0707611095;-0.0150946995;0.0177388288;-4205.7891456924;4205.7891456924;-4206.2261051142;4206.2261051142;4205.7891456924;4206.2261051142;0.9859743032;-2.0161062704;1.0013273066;-0.0654067090;
0.0401408000;1.0013859474;9.0792979171;2.2754493429;0.0907929792;0.0227544934;0.0300963313;0.0100643240;0.0401284418;0.0050321620;0.0200277213;0.0050138703;0.0000000000;0.0000000000;0.0728465949;0.0728541635;-0.0702247647;0.0707652602;-0.0150964824;0.0177406244;-4205.8001157436;4205.8001157436;-4206.2370927688;4206.2370927688;4205.8001157436;4206.2370927688;0.9860325293;-2.0229615806;1.0013859474;-0.0723814517;
0.0475136000;1.0014289188;9.0796880229;2.2756239603;0.0907968802;0.0227562396;0.0300976348;0.0100651958;0.0401301798;0.0050325979;0.0200285815;0.0050143010;0.0000000000;0.0000000000;0.0728467341;0.0728543030;-0.0702278035;0.0707683019;-0.0150977889;0.0177419402;-4205.8081550652;4205.8081550652;-4206.2451449893;4206.2451449893;4205.8081550652;4206.2451449893;0.9860751968;-2.0288967938;1.0014289188;-0.0784041747;
0.0548864000;1.0014593694;9.0799644614;2.2757477030;0.0907996446;0.0227574770;0.0300985567;0.0100658124;0.0401314089;0.0050329062;0.0200291899;0.0050146056;0.0000000000;0.0000000000;0.0728468328;0.0728544018;-0.0702299568;0.0707704572;-0.0150987148;0.0177428727;-4205.8138520978;4205.8138520978;-4206.2508511620;4206.2508511620;4205.8138520978;4206.2508511620;0.9861054320;-2.0341394290;1.0014593694;-0.0837088170;
0.0622592000;1.0014799328;9.0801511519;2.2758312818;0.0908015115;0.0227583128;0.0300990962;0.0100661733;0.0401321283;0.0050330866;0.0200295459;0.0050147839;0.0000000000;0.0000000000;0.0728468995;0.0728544687;-0.0702314110;0.0707719128;-0.0150993401;0.0177435025;-4205.8177051367;4205.8177051367;-4206.2547103724;4206.2547103724;4205.8177051367;4206.2547103724;0.9861258499;-2.0388781969;1.0014799328;-0.0884894546;
0.0696320000;1.0014925253;9.0802654707;2.2758824567;0.0908026547;0.0227588246;0.0300994996;0.0100664431;0.0401326662;0.0050332215;0.0200298121;0.0050149172;0.0000000000;0.0000000000;0.0728469403;0.0728545096;-0.0702323015;0.0707728042;-0.0150997231;0.0177438881;-4205.8200614102;4205.8200614102;-4206.2570704255;4206.2570704255;4205.8200614102;4206.2570704255;0.9861383534;-2.0432492625;1.0014925253;-0.0928861605;
0.0770048000;1.0014987484;9.0803219640;2.2759077447;0.0908032196;0.0227590774;0.0300996978;0.0100665756;0.0401329304;0.0050332878;0.0200299429;0.0050149827;0.0000000000;0.0000000000;0.0728469605;0.0728545297;-0.0702327416;0.0707732447;-0.0150999123;0.0177440787;-4205.8212247752;4205.8212247752;-4206.2582356586;4206.2582356586;4205.8212247752;4206.2582356586;0.9861445325;-2.0473652744;1.0014987484;-0.0970148435;
0.0843776000;1.0014998903;9.0803323297;2.2759123843;0.0908033233;0.0227591238;0.0300997419;0.0100666051;0.0401329892;0.0050333026;0.0200299720;0.0050149972;0.0000000000;0.0000000000;0.0728469642;0.0728545334;-0.0702328223;0.0707733255;-0.0150999470;0.0177441137;-4205.8214380770;4205.8214380770;-4206.2584493031;4206.2584493031;4205.8214380770;4206.2584493031;0.9861456663;-2.0513158054;1.0014998903;-0.1009676996;
0.0917504000;1.0014969839;9.0803059434;2.2759005717;0.0908030594;0.0227590057;0.0300996616;0.0100665514;0.0401328821;0.0050332757;0.0200299190;0.0050149707;0.0000000000;0.0000000000;0.0728469548;0.0728545240;-0.0702326168;0.0707731197;-0.0150998586;0.0177440247;-4205.8208938809;4205.8208938809;-4206.2579042347;4206.2579042347;4205.8208938809;4206.2579042347;0.9861427804;-2.0551717148;1.0014969839;-0.1048176913;
0.1064960000;1.0014828408;9.0801775412;2.2758430867;0.0908017754;0.0227584309;0.0300992643;0.0100662857;0.0401323523;0.0050331428;0.0200296568;0.0050148394;0.0000000000;0.0000000000;0.0728469089;0.0728544780;-0.0702316166;0.0707721186;-0.0150994285;0.0177435915;-4205.8182434407;4205.8182434407;-4206.2552495499;4206.2552495499;4205.8182434407;4206.2552495499;0.9861287374;-2.0628547885;1.0014828408;-0.1124719692;
0.1212416000;1.0014602169;9.0799721588;2.2757511499;0.0907997216;0.0227575115;0.0300984990;0.0100657738;0.0401313320;0.0050328869;0.0200291518;0.0050145865;0.0000000000;0.0000000000;0.0728468356;0.0728544046;-0.0702300168;0.0707705172;-0.0150987406;0.0177428987;-4205.8140125389;4205.8140125389;-4206.2510118573;4206.2510118573;4205.8140125389;4206.2510118573;0.9861062735;-2.0706682544;1.0014602169;-0.1202393674;
0.1359872000;1.0014320835;9.0797167611;2.2756368272;0.0907971676;0.0227563683;0.0300976359;0.0100651965;0.0401301813;0.0050325983;0.0200285823;0.0050143013;0.0000000000;0.0000000000;0.0728467444;0.0728543133;-0.0702280273;0.0707685259;-0.0150978852;0.0177420372;-4205.8087514035;4205.8087514035;-4206.2457422772;4206.2457422772;4205.8087514035;4206.2457422772;0.9860783391;-2.0787979893;1.0014320835;-0.1283118131;
0.1507328000;1.0014005070;9.0794301008;2.2755085130;0.0907943010;0.0227550851;0.0300967064;0.0100645749;0.0401289419;0.0050322874;0.0200279689;0.0050139942;0.0000000000;0.0000000000;0.0728466421;0.0728542109;-0.0702257944;0.0707662908;-0.0150969251;0.0177410702;-4205.8028439681;4205.8028439681;-4206.2398253633;4206.2398253633;4205.8028439681;4206.2398253633;0.9860469859;-2.0873655503;1.0014005070;-0.1368150707;
0.1654784000;1.0013668609;9.0791246512;2.2753717925;0.0907912465;0.0227537179;0.0300957078;0.0100639069;0.0401276103;0.0050319535;0.0200273098;0.0050136642;0.0000000000;0.0000000000;0.0728465331;0.0728541017;-0.0702234150;0.0707639093;-0.0150959021;0.0177400400;-4205.7965488121;4205.7965488121;-4206.2335201075;4206.2335201075;4205.7965488121;4206.2335201075;0.9860135777;-2.0964443078;1.0013668609;-0.1458253060;
0.1802240000;1.0013320378;9.0788085161;2.2752302938;0.0907880852;0.0227523029;0.0300946670;0.0100632109;0.0401262226;0.0050316054;0.0200266230;0.0050133204;0.0000000000;0.0000000000;0.0728464202;0.0728539886;-0.0702209525;0.0707614444;-0.0150948434;0.0177389737;-4205.7900334231;4205.7900334231;-4206.2269942650;4206.2269942650;4205.7900334231;4206.2269942650;0.9859790010;-2.1060750794;1.0013320378;-0.1553851537;
0.2097152000;1.0012613256;9.0781665665;2.2749429762;0.0907816657;0.0227494298;0.0300925508;0.0100617957;0.0401234011;0.0050308979;0.0200252265;0.0050126212;0.0000000000;0.0000000000;0.0728461911;0.0728537591;-0.0702159520;0.0707564392;-0.0150926936;0.0177368086;-4205.7768031112;4205.7768031112;-4206.2137427252;4206.2137427252;4205.7768031112;4206.2137427252;0.9859087889;-2.1270633250;1.0012613256;-0.1762293650;
0.2392064000;1.0011903182;9.0775219424;2.2746544897;0.0907752194;0.0227465449;0.0300903658;0.0100603346;0.0401204878;0.0050301673;0.0200237846;0.0050118994;0.0000000000;0.0000000000;0.0728459610;0.0728535287;-0.0702109306;0.0707514131;-0.0150905351;0.0177346346;-4205.7635213087;4205.7635213087;-4206.2004396041;4206.2004396041;4205.7635213087;4206.2004396041;0.9858382837;-2.1503455180;1.0011903182;-0.1993669017;
0.2981888000;1.0010521453;9.0762675723;2.2740931718;0.0907626757;0.0227409317;0.0300862113;0.0100575568;0.0401149484;0.0050287784;0.0200210429;0.0050105270;0.0000000000;0.0000000000;0.0728455134;0.0728530804;-0.0702011596;0.0707416328;-0.0150863351;0.0177304047;-4205.7376784754;4205.7376784754;-4206.1745552839;4206.1745552839;4205.7376784754;4206.1745552839;0.9857010880;-2.2035596366;1.0010521453;-0.2522994741;
0.3571712000;1.0009206033;9.0750733379;2.2735588826;0.0907507334;0.0227355888;0.0300821900;0.0100548684;0.0401095866;0.0050274342;0.0200183892;0.0050091988;0.0000000000;0.0000000000;0.0728450869;0.0728526532;-0.0701918570;0.0707323214;-0.0150823375;0.0177263785;-4205.7130543708;4205.7130543708;-4206.1498916756;4206.1498916756;4205.7130543708;4206.1498916756;0.9855704762;-2.2652909986;1.0009206033;-0.3137627435;
0.4161536000;1.0007970365;9.0739514478;2.2730570502;0.0907395145;0.0227305705;0.0300784534;0.0100523707;0.0401046046;0.0050261853;0.0200159234;0.0050079649;0.0000000000;0.0000000000;0.0728446859;0.0728522515;-0.0701831180;0.0707235741;-0.0150785827;0.0177225969;-4205.6898992383;4205.6898992383;-4206.1266994289;4206.1266994289;4205.6898992383;4206.1266994289;0.9854477833;-2.3350541770;1.0007970365;-0.3832740331;
0.4751360000;1.0006818261;9.0729054414;2.2725891802;0.0907290544;0.0227258918;0.0300749919;0.0100500571;0.0400999892;0.0050250285;0.0200136391;0.0050068219;0.0000000000;0.0000000000;0.0728443120;0.0728518770;-0.0701749701;0.0707154185;-0.0150750820;0.0177190712;-4205.6683152835;4205.6683152835;-4206.1050808684;4206.1050808684;4205.6683152835;4206.1050808684;0.9853333879;-2.4123768251;1.0006818261;-0.4603617663;
0.5341184000;1.0005749186;9.0719348263;2.2721550726;0.0907193483;0.0227215507;0.0300717657;0.0100479010;0.0400956876;0.0050239505;0.0200115101;0.0050057567;0.0000000000;0.0000000000;0.0728439652;0.0728515297;-0.0701674094;0.0707078507;-0.0150718339;0.0177157999;-4205.6482926153;4205.6482926153;-4206.0850260854;4206.0850260854;4205.6482926153;4206.0850260854;0.9852272365;-2.4968236830;1.0005749186;-0.5445905883;
0.5931008000;1.0004760940;9.0710376031;2.2717538286;0.0907103760;0.0227175383;0.0300687762;0.0100459033;0.0400917016;0.0050229517;0.0200095373;0.0050047698;0.0000000000;0.0000000000;0.0728436447;0.0728512087;-0.0701604204;0.0707008551;-0.0150688317;0.0177127762;-4205.6297887603;4205.6297887603;-4206.0664925407;4206.0664925407;4205.6297887603;4206.0664925407;0.9851291108;-2.5879994747;1.0004760940;-0.6355647860;
0.6520832000;1.0003850673;9.0702111804;2.2713842807;0.0907021118;0.0227138428;0.0300660198;0.0100440616;0.0400880263;0.0050220308;0.0200077183;0.0050038599;0.0000000000;0.0000000000;0.0728433496;0.0728509130;-0.0701539829;0.0706944115;-0.0150660667;0.0177099914;-4205.6127478999;4205.6127478999;-4206.0494243312;4206.0494243312;4205.6127478999;4206.0494243312;0.9850387280;-2.6855447673;1.0003850673;-0.7329243557;
0.7110656000;1.0003015258;9.0694527169;2.2710451491;0.0906945272;0.0227104515;0.0300634889;0.0100423707;0.0400846519;0.0050211854;0.0200060481;0.0050030245;0.0000000000;0.0000000000;0.0728430787;0.0728506417;-0.0701480748;0.0706884978;-0.0150635292;0.0177074359;-4205.5971105604;4205.5971105604;-4206.0337618893;4206.0337618893;4205.5971105604;4206.0337618893;0.9849557773;-2.7891318241;1.0003015258;-0.8363409313;
0.7700480000;1.0002251429;9.0687592496;2.2707351010;0.0906875925;0.0227073510;0.0300611745;0.0100408246;0.0400815661;0.0050204123;0.0200045208;0.0050022607;0.0000000000;0.0000000000;0.0728428311;0.0728503937;-0.0701426730;0.0706830909;-0.0150612094;0.0177050994;-4205.5828155940;4205.5828155940;-4206.0194439701;4206.0194439701;4205.5828155940;4206.0194439701;0.9848799346;-2.8984616601;1.0002251429;-0.9455148688;
0.8290304000;1.0001555854;9.0681277531;2.2704527764;0.0906812775;0.0227045278;0.0300590667;0.0100394166;0.0400787557;0.0050197083;0.0200031298;0.0050015650;0.0000000000;0.0000000000;0.0728426057;0.0728501680;-0.0701377539;0.0706781672;-0.0150590970;0.0177029719;-4205.5698008036;4205.5698008036;-4206.0064082766;4206.0064082766;4205.5698008036;4206.0064082766;0.9848108691;-3.0132620104;1.0001555854;-1.0601732294;
0.8880128000;1.0000925167;9.0675551735;2.2701968043;0.0906755517;0.0227019680;0.0300571554;0.0100381399;0.0400762072;0.0050190700;0.0200018685;0.0050009343;0.0000000000;0.0000000000;0.0728424014;0.0728499633;-0.0701332938;0.0706737028;-0.0150571817;0.0177010430;-4205.5580033243;4205.5580033243;-4205.9945918433;4205.9945918433;4205.5580033243;4205.9945918433;0.9847482464;-3.1332857504;1.0000925167;-1.1800682069;
0.9469952000;1.0000356000;9.0670384522;2.2699658126;0.0906703845;0.0226996581;0.0300554305;0.0100369878;0.0400739073;0.0050184939;0.0200007302;0.0050003651;0.0000000000;0.0000000000;0.0728422170;0.0728497787;-0.0701292688;0.0706696740;-0.0150554534;0.0176993023;-4205.5473600478;4205.5473600478;-4205.9839314609;4205.9839314609;4205.5473600478;4205.9839314609;0.9846917322;-3.2583094867;1.0000356000;-1.3049757251;
1.0059776000;0.9999844998;9.0665745440;2.2697584359;0.0906657454;0.0226975844;0.0300538817;0.0100359534;0.0400718422;0.0050179767;0.0199997081;0.0049998541;0.0000000000;0.0000000000;0.0728420516;0.0728496129;-0.0701256551;0.0706660569;-0.0150539018;0.0176977396;-4205.5378080338;4205.5378080338;-4205.9743640886;4205.9743640886;4205.5378080338;4205.9743640886;0.9846409934;-3.3881322019;0.9999844998;-1.4346940859;
1.0649600000;0.9999388838;9.0661604323;2.2695733227;0.0906616043;0.0226957332;0.0300524990;0.0100350300;0.0400699987;0.0050175150;0.0199987957;0.0049993979;0.0000000000;0.0000000000;0.0728419039;0.0728494651;-0.0701224294;0.0706628281;-0.0150525167;0.0176963447;-4205.5292848692;4205.5292848692;-4205.9658272137;4205.9658272137;4205.5292848692;4205.9658272137;0.9845957001;-3.5225739206;0.9999388838;-1.5690426390;
1.1239424000;0.9998984246;9.0657931422;2.2694091405;0.0906579314;0.0226940914;0.0300512727;0.0100342110;0.0400683636;0.0050171055;0.0199979864;0.0049989932;0.0000000000;0.0000000000;0.0728417731;0.0728493340;-0.0701195683;0.0706599644;-0.0150512882;0.0176951075;-4205.5217289709;4205.5217289709;-4205.9582591547;4205.9582591547;4205.5217289709;4205.9582591547;0.9845555270;-3.6614743933;0.9998984246;-1.7078604688;
1.1829248000;0.9998628002;9.0654697522;2.2692645815;0.0906546975;0.0226926458;0.0300501928;0.0100334898;0.0400669237;0.0050167449;0.0199972738;0.0049986370;0.0000000000;0.0000000000;0.0728416579;0.0728492186;-0.0701170492;0.0706574429;-0.0150502066;0.0176940181;-4205.5150798446;4205.5150798446;-4205.9515993210;4205.9515993210;4205.5150798446;4205.9515993210;0.9845201546;-3.8046918053;0.9998628002;-1.8510051062;
1.2419072000;0.9998316961;9.0651874051;2.2691383668;0.0906518741;0.0226913837;0.0300492499;0.0100328602;0.0400656665;0.0050164301;0.0199966515;0.0049983259;0.0000000000;0.0000000000;0.0728415574;0.0728491180;-0.0701148499;0.0706552415;-0.0150492622;0.0176930670;-4205.5092783092;4205.5092783092;-4205.9457884367;4205.9457884367;4205.5092783092;4205.9457884367;0.9844892704;-3.9521015172;0.9998316961;-1.9983512713;
1.3008896000;0.9998048056;9.0649433166;2.2690292509;0.0906494332;0.0226902925;0.0300484347;0.0100323158;0.0400645795;0.0050161579;0.0199961135;0.0049980570;0.0000000000;0.0000000000;0.0728414706;0.0728490311;-0.0701129485;0.0706533383;-0.0150484458;0.0176922448;-4205.5042666899;4205.5042666899;-4205.9407687353;4205.9407687353;4205.5042666899;4205.9407687353;0.9844625701;-4.1035948417;0.9998048056;-2.1497896520;
1.3598720000;0.9997818311;9.0647347837;2.2689360247;0.0906473478;0.0226893602;0.0300477381;0.0100318507;0.0400636508;0.0050159254;0.0199956539;0.0049978272;0.0000000000;0.0000000000;0.0728413965;0.0728489568;-0.0701113241;0.0706517124;-0.0150477482;0.0176915422;-4205.4999889850;4205.4999889850;-4205.9364841254;4205.9364841254;4205.4999889850;4205.9364841254;0.9844397581;-4.2590778603;0.9997818311;-2.3052257235;
1.4188544000;0.9997624845;9.0645591913;2.2688575186;0.0906455919;0.0226885752;0.0300471515;0.0100314591;0.0400628687;0.0050157295;0.0199952668;0.0049976337;0.0000000000;0.0000000000;0.0728413342;0.0728488944;-0.0701099563;0.0706503433;-0.0150471608;0.0176909506;-4205.4963910051;4205.4963910051;-4205.9328803312;4205.9328803312;4205.4963910051;4205.9328803312;0.9844205484;-4.4184702834;0.9997624845;-2.4645786091;
1.4778368000;0.9997464883;9.0644140171;2.2687926050;0.0906441402;0.0226879261;0.0300466665;0.0100311352;0.0400622220;0.0050155676;0.0199949467;0.0049974737;0.0000000000;0.0000000000;0.0728412828;0.0728488429;-0.0701088255;0.0706492114;-0.0150466750;0.0176904615;-4205.4934204882;4205.4934204882;-4205.9299050073;4205.9299050073;4205.4934204882;4205.9299050073;0.9844046653;-4.5817043556;0.9997464883;-2.6277799866;
1.5368192000;0.9997335753;9.0642968366;2.2687402001;0.0906429684;0.0226874020;0.0300462750;0.0100308738;0.0400616999;0.0050154369;0.0199946883;0.0049973445;0.0000000000;0.0000000000;0.0728412413;0.0728488014;-0.0701079127;0.0706482978;-0.0150462829;0.0176900666;-4205.4910271909;4205.4910271909;-4205.9275078300;4205.9275078300;4205.4910271909;4205.9275078300;0.9843918436;-4.7487238063;0.9997335753;-2.7947730410;
