time;Generator_generator_UPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_PGenPu;Generator_generator_QGenPu;NETWORK_Load1_P;NETWORK_Load1_Q;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Load3_P;NETWORK_Load3_Q;NETWORK_Load4_P;NETWORK_Load4_Q;NETWORK_Transformer_i1_value;NETWORK_Transformer_i2_value;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_Transformer_iS1ToS2Side1_value;NETWORK_Transformer_iS2ToS1Side1_value;NETWORK_Transformer_iS1ToS2Side2_value;NETWORK_Transformer_iS2ToS1Side2_value;NETWORK_Transformer_iSide1_value;NETWORK_Transformer_iSide2_value;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
21.8264764119;1.0001995194;6.0609094451;1.0941109706;0.0606090945;0.0109411097;0.0000000000;0.0000000000;0.0404268996;0.0051072944;0.0200039908;0.0050019956;0.0000000000;0.0000000000;0.0410203507;0.0410289624;-0.0404268987;0.0406051041;-0.0051072942;0.0059391143;-2368.3110493273;2368.3110493273;-2368.8082498420;2368.8082498420;2368.3110493273;2368.8082498420;0.9933663077;165.2284624530;1.0001995194;166.3650731010;
21.8316494668;1.0001994307;6.0609089360;1.0941107724;0.0606090894;0.0109411077;0.0000000000;0.0000000000;0.0404268977;0.0051072939;0.0200039896;0.0050019950;0.0000000000;0.0000000000;0.0410203508;0.0410289625;-0.0404268953;0.0406051007;-0.0051072932;0.0059391133;-2368.3110563874;2368.3110563874;-2368.8082568675;2368.8082568675;2368.3110563874;2368.8082568675;0.9933662192;178.8566664839;1.0001994307;179.9932772417;
21.8419955766;1.0001992525;6.0609078271;1.0941104297;0.0606090783;0.0109411043;0.0000000000;0.0000000000;0.0404268888;0.0051072917;0.0200039854;0.0050019929;0.0000000000;0.0000000000;0.0410203505;0.0410289622;-0.0404268879;0.0406050932;-0.0051072915;0.0059391116;-2368.3110393227;2368.3110393227;-2368.8082397255;2368.8082397255;2368.3110393227;2368.8082397255;0.9933660414;-153.8749669686;1.0001992525;-152.7383560095;
21.8471686315;1.0001991640;6.0609073194;1.0941102317;0.0606090732;0.0109411023;0.0000000000;0.0000000000;0.0404268869;0.0051072912;0.0200039843;0.0050019923;0.0000000000;0.0000000000;0.0410203506;0.0410289624;-0.0404268845;0.0406050898;-0.0051072904;0.0059391105;-2368.3110464926;2368.3110464926;-2368.8082468608;2368.8082468608;2368.3110464926;2368.8082468608;0.9933659532;-140.2348055214;1.0001991640;-139.0981944526;
21.8575147413;1.0001989862;6.0609062122;1.0941098899;0.0606090621;0.0109410989;0.0000000000;0.0000000000;0.0404268780;0.0051072890;0.0200039801;0.0050019902;0.0000000000;0.0000000000;0.0410203503;0.0410289621;-0.0404268771;0.0406050824;-0.0051072887;0.0059391088;-2368.3110293372;2368.3110293372;-2368.8082296282;2368.8082296282;2368.3110293372;2368.8082296282;0.9933657757;-112.9425354544;1.0001989862;-111.8059241848;
21.8626877962;1.0001988978;6.0609057058;1.0941096920;0.0606090571;0.0109410969;0.0000000000;0.0000000000;0.0404268761;0.0051072885;0.0200039790;0.0050019897;0.0000000000;0.0000000000;0.0410203504;0.0410289622;-0.0404268737;0.0406050790;-0.0051072877;0.0059391078;-2368.3110366175;2368.3110366175;-2368.8082368742;2368.8082368742;2368.3110366175;2368.8082368742;0.9933656876;-99.2904279042;1.0001988978;-98.1538165250;
21.8730339059;1.0001987203;6.0609046004;1.0941093511;0.0606090460;0.0109410935;0.0000000000;0.0000000000;0.0404268672;0.0051072862;0.0200039748;0.0050019876;0.0000000000;0.0000000000;0.0410203501;0.0410289619;-0.0404268663;0.0406050716;-0.0051072860;0.0059391061;-2368.3110193706;2368.3110193706;-2368.8082195501;2368.8082195501;2368.3110193706;2368.8082195501;0.9933655105;-71.9742769310;1.0001987203;-70.8376653515;
21.8782069608;1.0001986322;6.0609040954;1.0941091533;0.0606090410;0.0109410915;0.0000000000;0.0000000000;0.0404268653;0.0051072858;0.0200039737;0.0050019870;0.0000000000;0.0000000000;0.0410203503;0.0410289620;-0.0404268629;0.0406050682;-0.0051072850;0.0059391051;-2368.3110267623;2368.3110267623;-2368.8082269075;2368.8082269075;2368.3110267623;2368.8082269075;0.9933654226;-58.3102345778;1.0001986322;-57.1736228889;
21.8885530706;1.0001984550;6.0609029917;1.0941088133;0.0606090299;0.0109410881;0.0000000000;0.0000000000;0.0404268564;0.0051072835;0.0200039695;0.0050019849;0.0000000000;0.0000000000;0.0410203500;0.0410289617;-0.0404268555;0.0406050608;-0.0051072833;0.0059391034;-2368.3110094229;2368.3110094229;-2368.8082094912;2368.8082094912;2368.3110094229;2368.8082094912;0.9933652458;-30.9702252852;1.0001984550;-29.8336133964;
21.8937261255;1.0001983670;6.0609024880;1.0941086157;0.0606090249;0.0109410862;0.0000000000;0.0000000000;0.0404268546;0.0051072830;0.0200039684;0.0050019844;0.0000000000;0.0000000000;0.0410203501;0.0410289619;-0.0404268522;0.0406050575;-0.0051072822;0.0059391024;-2368.3110169267;2368.3110169267;-2368.8082169607;2368.8082169607;2368.3110169267;2368.8082169607;0.9933651580;-17.2942594159;1.0001983670;-16.1576474178;
21.9040722353;1.0001981902;6.0609013861;1.0941082766;0.0606090139;0.0109410828;0.0000000000;0.0000000000;0.0404268457;0.0051072808;0.0200039642;0.0050019823;0.0000000000;0.0000000000;0.0410203498;0.0410289615;-0.0404268448;0.0406050501;-0.0051072806;0.0059391007;-2368.3109994941;2368.3109994941;-2368.8081994513;2368.8081994513;2368.3109994941;2368.8081994513;0.9933649816;10.0695856356;1.0001981902;11.2061978331;
21.9092452902;1.0001981024;6.0609008838;1.0941080791;0.0606090088;0.0109410808;0.0000000000;0.0000000000;0.0404268439;0.0051072803;0.0200039631;0.0050019817;0.0000000000;0.0000000000;0.0410203499;0.0410289617;-0.0404268414;0.0406050467;-0.0051072795;0.0059390996;-2368.3110071107;2368.3110071107;-2368.8082070338;2368.8082070338;2368.3110071107;2368.8082070338;0.9933648940;23.7574637474;1.0001981024;24.8940760541;
21.9195914000;1.0001979259;6.0608997836;1.0941077409;0.0606089978;0.0109410774;0.0000000000;0.0000000000;0.0404268350;0.0051072781;0.0200039589;0.0050019797;0.0000000000;0.0000000000;0.0410203496;0.0410289614;-0.0404268340;0.0406050393;-0.0051072779;0.0059390980;-2368.3109895840;2368.3109895840;-2368.8081894304;2368.8081894304;2368.3109895840;2368.8081894304;0.9933647179;51.1451220237;1.0001979259;52.2817345294;
21.9247644549;1.0001978382;6.0608992827;1.0941075436;0.0606089928;0.0109410754;0.0000000000;0.0000000000;0.0404268332;0.0051072776;0.0200039578;0.0050019791;0.0000000000;0.0000000000;0.0410203498;0.0410289615;-0.0404268307;0.0406050360;-0.0051072768;0.0059390969;-2368.3109973143;2368.3109973143;-2368.8081971266;2368.8081971266;2368.3109973143;2368.8081971266;0.9933646305;64.8449011176;1.0001978382;65.9815137322;
21.9351105646;1.0001976621;6.0608981842;1.0941072062;0.0606089818;0.0109410721;0.0000000000;0.0000000000;0.0404268243;0.0051072754;0.0200039536;0.0050019770;0.0000000000;0.0000000000;0.0410203494;0.0410289612;-0.0404268233;0.0406050286;-0.0051072751;0.0059390952;-2368.3109796926;2368.3109796926;-2368.8081794283;2368.8081794283;2368.3109796926;2368.8081794283;0.9933644547;92.2563501108;1.0001976621;93.3929629240;
21.9402836195;1.0001975746;6.0608976846;1.0941070090;0.0606089768;0.0109410701;0.0000000000;0.0000000000;0.0404268225;0.0051072749;0.0200039525;0.0050019765;0.0000000000;0.0000000000;0.0410203496;0.0410289613;-0.0404268200;0.0406050253;-0.0051072741;0.0059390942;-2368.3109875374;2368.3109875374;-2368.8081872392;2368.8081872392;2368.3109875374;2368.8081872392;0.9933643675;105.9680189393;1.0001975746;107.1046318614;
21.9506297293;1.0001973988;6.0608965879;1.0941066726;0.0606089659;0.0109410667;0.0000000000;0.0000000000;0.0404268136;0.0051072727;0.0200039484;0.0050019744;0.0000000000;0.0000000000;0.0410203493;0.0410289610;-0.0404268126;0.0406050179;-0.0051072724;0.0059390925;-2368.3109698198;2368.3109698198;-2368.8081694451;2368.8081694451;2368.3109698198;2368.8081694451;0.9933641920;133.4032361679;1.0001973988;134.5398492880;
21.9558027842;1.0001973115;6.0608960896;1.0941064755;0.0606089609;0.0109410648;0.0000000000;0.0000000000;0.0404268118;0.0051072722;0.0200039473;0.0050019738;0.0000000000;0.0000000000;0.0410203494;0.0410289612;-0.0404268093;0.0406050146;-0.0051072714;0.0059390915;-2368.3109777799;2368.3109777799;-2368.8081773713;2368.8081773713;2368.3109777799;2368.8081773713;0.9933641050;147.1267834969;1.0001973115;148.2633967258;
21.9661488940;1.0001971360;6.0608949946;1.0941061399;0.0606089499;0.0109410614;0.0000000000;0.0000000000;0.0404268029;0.0051072700;0.0200039431;0.0050019718;0.0000000000;0.0000000000;0.0410203491;0.0410289609;-0.0404268020;0.0406050073;-0.0051072698;0.0059390898;-2368.3109599656;2368.3109599656;-2368.8081594807;2368.8081594807;2368.3109599656;2368.8081594807;0.9933639299;174.5857465056;1.0001971360;175.7223599320;
21.9713219489;1.0001970489;6.0608944977;1.0941059431;0.0606089450;0.0109410594;0.0000000000;0.0000000000;0.0404268012;0.0051072695;0.0200039420;0.0050019712;0.0000000000;0.0000000000;0.0410203492;0.0410289610;-0.0404267987;0.0406050039;-0.0051072687;0.0059390888;-2368.3109680417;2368.3109680417;-2368.8081675231;2368.8081675231;2368.3109680417;2368.8081675231;0.9933638430;-171.6788388861;1.0001970489;-170.5422253510;
21.9816680586;1.0001968737;6.0608934044;1.0941056083;0.0606089340;0.0109410561;0.0000000000;0.0000000000;0.0404267923;0.0051072673;0.0200039379;0.0050019691;0.0000000000;0.0000000000;0.0410203489;0.0410289607;-0.0404267913;0.0406049966;-0.0051072671;0.0059390872;-2368.3109501298;2368.3109501298;-2368.8081495349;2368.8081495349;2368.3109501298;2368.8081495349;0.9933636682;-144.1961525266;1.0001968737;-143.0595387944;
21.9868411135;1.0001967867;6.0608929088;1.0941054116;0.0606089291;0.0109410541;0.0000000000;0.0000000000;0.0404267906;0.0051072669;0.0200039368;0.0050019686;0.0000000000;0.0000000000;0.0410203491;0.0410289608;-0.0404267880;0.0406049933;-0.0051072660;0.0059390861;-2368.3109583229;2368.3109583229;-2368.8081576943;2368.8081576943;2368.3109583229;2368.8081576943;0.9933635815;-130.4488818470;1.0001967867;-129.3122680063;
21.9971872233;1.0001966119;6.0608918172;1.0941050778;0.0606089182;0.0109410508;0.0000000000;0.0000000000;0.0404267817;0.0051072646;0.0200039326;0.0050019665;0.0000000000;0.0000000000;0.0410203488;0.0410289605;-0.0404267807;0.0406049860;-0.0051072644;0.0059390845;-2368.3109403125;2368.3109403125;-2368.8081396078;2368.8081396078;2368.3109403125;2368.8081396078;0.9933634070;-102.9424945396;1.0001966119;-101.8058805022;
22.0023602782;1.0001965251;6.0608913230;1.0941048811;0.0606089132;0.0109410488;0.0000000000;0.0000000000;0.0404267800;0.0051072642;0.0200039316;0.0050019660;0.0000000000;0.0000000000;0.0410203489;0.0410289607;-0.0404267774;0.0406049827;-0.0051072633;0.0059390834;-2368.3109486233;2368.3109486233;-2368.8081478850;2368.8081478850;2368.3109486233;2368.8081478850;0.9933633205;-89.1833789837;1.0001965251;-88.0467648380;
22.0127063880;1.0001963506;6.0608902330;1.0941045482;0.0606089023;0.0109410455;0.0000000000;0.0000000000;0.0404267711;0.0051072619;0.0200039274;0.0050019639;0.0000000000;0.0000000000;0.0410203486;0.0410289603;-0.0404267701;0.0406049753;-0.0051072617;0.0059390818;-2368.3109305135;2368.3109305135;-2368.8081296992;2368.8081296992;2368.3109305135;2368.8081296992;0.9933631464;-61.6533131054;1.0001963506;-60.5166987634;
22.0178794429;1.0001962640;6.0608897401;1.0941043517;0.0606088974;0.0109410435;0.0000000000;0.0000000000;0.0404267694;0.0051072615;0.0200039264;0.0050019634;0.0000000000;0.0000000000;0.0410203487;0.0410289605;-0.0404267668;0.0406049721;-0.0051072607;0.0059390808;-2368.3109389429;2368.3109389429;-2368.8081380952;2368.8081380952;2368.3109389429;2368.8081380952;0.9933630600;-47.8823638552;1.0001962640;-46.7457494050;
22.0282255527;1.0001960898;6.0608886519;1.0941040196;0.0606088865;0.0109410402;0.0000000000;0.0000000000;0.0404267605;0.0051072593;0.0200039222;0.0050019613;0.0000000000;0.0000000000;0.0410203484;0.0410289602;-0.0404267595;0.0406049647;-0.0051072590;0.0059390791;-2368.3109207329;2368.3109207329;-2368.8081198092;2368.8081198092;2368.3109207329;2368.8081198092;0.9933628862;-20.3286417568;1.0001960898;-19.1920271108;
22.0333986076;1.0001960034;6.0608881603;1.0941038232;0.0606088816;0.0109410382;0.0000000000;0.0000000000;0.0404267588;0.0051072588;0.0200039212;0.0050019608;0.0000000000;0.0000000000;0.0410203486;0.0410289603;-0.0404267562;0.0406049615;-0.0051072580;0.0059390781;-2368.3109292816;2368.3109292816;-2368.8081283246;2368.8081283246;2368.3109292816;2368.8081283246;0.9933628000;-6.5458699811;1.0001960034;-5.4092552271;
22.0437447173;1.0001958295;6.0608870737;1.0941034921;0.0606088707;0.0109410349;0.0000000000;0.0000000000;0.0404267499;0.0051072566;0.0200039170;0.0050019587;0.0000000000;0.0000000000;0.0410203483;0.0410289600;-0.0404267489;0.0406049542;-0.0051072563;0.0059390764;-2368.3109109705;2368.3109109705;-2368.8081099376;2368.8081099376;2368.3109109705;2368.8081099376;0.9933626265;21.0314860124;1.0001958295;22.1681009618;
22.0489177722;1.0001957433;6.0608865835;1.0941032958;0.0606088658;0.0109410330;0.0000000000;0.0000000000;0.0404267483;0.0051072562;0.0200039160;0.0050019582;0.0000000000;0.0000000000;0.0410203484;0.0410289601;-0.0404267457;0.0406049509;-0.0051072553;0.0059390754;-2368.3109196394;2368.3109196394;-2368.8081185733;2368.8081185733;2368.3109196394;2368.8081185733;0.9933625405;34.8260691575;1.0001957433;35.9626842149;
22.0592638820;1.0001955697;6.0608854986;1.0941029655;0.0606088550;0.0109410297;0.0000000000;0.0000000000;0.0404267394;0.0051072539;0.0200039118;0.0050019561;0.0000000000;0.0000000000;0.0410203481;0.0410289598;-0.0404267384;0.0406049436;-0.0051072537;0.0059390738;-2368.3109012262;2368.3109012262;-2368.8081000844;2368.8081000844;2368.3109012262;2368.8081000844;0.9933623673;62.4270367475;1.0001955697;63.5636519997;
22.0644369369;1.0001954836;6.0608850097;1.0941027694;0.0606088501;0.0109410277;0.0000000000;0.0000000000;0.0404267378;0.0051072535;0.0200039108;0.0050019556;0.0000000000;0.0000000000;0.0410203482;0.0410289600;-0.0404267351;0.0406049404;-0.0051072526;0.0059390727;-2368.3109100162;2368.3109100162;-2368.8081088412;2368.8081088412;2368.3109100162;2368.8081088412;0.9933622815;76.2334201191;1.0001954836;77.3700354792;
22.0747830467;1.0001953104;6.0608839264;1.0941024399;0.0606088393;0.0109410244;0.0000000000;0.0000000000;0.0404267289;0.0051072513;0.0200039066;0.0050019535;0.0000000000;0.0000000000;0.0410203479;0.0410289597;-0.0404267278;0.0406049331;-0.0051072510;0.0059390711;-2368.3108915001;2368.3108915001;-2368.8080902495;2368.8080902495;2368.3108915001;2368.8080902495;0.9933621086;103.8579770325;1.0001953104;104.9945925870;
22.0799561016;1.0001952245;6.0608834389;1.0941022439;0.0606088344;0.0109410224;0.0000000000;0.0000000000;0.0404267273;0.0051072509;0.0200039056;0.0050019530;0.0000000000;0.0000000000;0.0410203481;0.0410289598;-0.0404267246;0.0406049298;-0.0051072500;0.0059390701;-2368.3109004119;2368.3109004119;-2368.8080991283;2368.8080991283;2368.3109004119;2368.8080991283;0.9933620230;117.6761495006;1.0001952245;118.8127651629;
22.0903022114;1.0001950516;6.0608823572;1.0941019154;0.0606088236;0.0109410192;0.0000000000;0.0000000000;0.0404267184;0.0051072486;0.0200039015;0.0050019509;0.0000000000;0.0000000000;0.0410203478;0.0410289595;-0.0404267173;0.0406049226;-0.0051072484;0.0059390684;-2368.3108817920;2368.3108817920;-2368.8080804329;2368.8080804329;2368.3108817920;2368.8080804329;0.9933618504;145.3242734903;1.0001950516;146.4608893466;
22.0954752662;1.0001949658;6.0608818710;1.0941017195;0.0606088187;0.0109410172;0.0000000000;0.0000000000;0.0404267168;0.0051072482;0.0200039005;0.0050019504;0.0000000000;0.0000000000;0.0410203479;0.0410289596;-0.0404267141;0.0406049193;-0.0051072473;0.0059390674;-2368.3108908266;2368.3108908266;-2368.8080894345;2368.8080894345;2368.3108908266;2368.8080894345;0.9933617649;159.1542239380;1.0001949658;160.2908399018;
22.1058213760;1.0001947933;6.0608807910;1.0941013918;0.0606088079;0.0109410139;0.0000000000;0.0000000000;0.0404267079;0.0051072460;0.0200038963;0.0050019483;0.0000000000;0.0000000000;0.0410203476;0.0410289593;-0.0404267068;0.0406049121;-0.0051072457;0.0059390658;-2368.3108721019;2368.3108721019;-2368.8080706344;2368.8080706344;2368.3108721019;2368.8080706344;0.9933615927;-173.1741072171;1.0001947933;-172.0374910598;
22.1109944309;1.0001947077;6.0608803062;1.0941011960;0.0606088031;0.0109410120;0.0000000000;0.0000000000;0.0404267063;0.0051072456;0.0200038953;0.0050019478;0.0000000000;0.0000000000;0.0410203477;0.0410289595;-0.0404267036;0.0406049088;-0.0051072447;0.0059390648;-2368.3108812601;2368.3108812601;-2368.8080797598;2368.8080797598;2368.3108812601;2368.8080797598;0.9933615074;-159.3323898941;1.0001947077;-158.1957736293;
22.1213405407;1.0001945354;6.0608792278;1.0941008692;0.0606087923;0.0109410087;0.0000000000;0.0000000000;0.0404266974;0.0051072433;0.0200038912;0.0050019458;0.0000000000;0.0000000000;0.0410203474;0.0410289591;-0.0404266964;0.0406049016;-0.0051072431;0.0059390632;-2368.3108624298;2368.3108624298;-2368.8080608542;2368.8080608542;2368.3108624298;2368.8080608542;0.9933613355;-131.6371983894;1.0001945354;-130.5005819315;
22.1265135956;1.0001944500;6.0608787442;1.0941006735;0.0606087874;0.0109410067;0.0000000000;0.0000000000;0.0404266959;0.0051072429;0.0200038902;0.0050019453;0.0000000000;0.0000000000;0.0410203476;0.0410289593;-0.0404266932;0.0406048984;-0.0051072420;0.0059390621;-2368.3108717124;2368.3108717124;-2368.8080701041;2368.8080701041;2368.3108717124;2368.8080701041;0.9933612503;-117.7837252823;1.0001944500;-116.6471087170;
22.1368597054;1.0001942781;6.0608776674;1.0941003477;0.0606087767;0.0109410035;0.0000000000;0.0000000000;0.0404266870;0.0051072407;0.0200038860;0.0050019432;0.0000000000;0.0000000000;0.0410203473;0.0410289590;-0.0404266859;0.0406048911;-0.0051072404;0.0059390605;-2368.3108527755;2368.3108527755;-2368.8080510920;2368.8080510920;2368.3108527755;2368.8080510920;0.9933610787;-90.0650332873;1.0001942781;-88.9284165294;
22.1420327603;1.0001941928;6.0608771853;1.0941001521;0.0606087719;0.0109410015;0.0000000000;0.0000000000;0.0404266855;0.0051072403;0.0200038850;0.0050019427;0.0000000000;0.0000000000;0.0410203474;0.0410289591;-0.0404266827;0.0406048879;-0.0051072394;0.0059390595;-2368.3108621835;2368.3108621835;-2368.8080604673;2368.8080604673;2368.3108621835;2368.8080604673;0.9933609938;-76.1998154745;1.0001941928;-75.0631986093;
22.1523788700;1.0001940212;6.0608761101;1.0940998270;0.0606087611;0.0109409983;0.0000000000;0.0000000000;0.0404266766;0.0051072381;0.0200038809;0.0050019406;0.0000000000;0.0000000000;0.0410203471;0.0410289588;-0.0404266755;0.0406048807;-0.0051072378;0.0059390579;-2368.3108431391;2368.3108431391;-2368.8080413479;2368.8080413479;2368.3108431391;2368.8080413479;0.9933608225;-48.4576451330;1.0001940212;-47.3210280757;
22.1575519249;1.0001939361;6.0608756293;1.0940996315;0.0606087563;0.0109409963;0.0000000000;0.0000000000;0.0404266751;0.0051072377;0.0200038799;0.0050019401;0.0000000000;0.0000000000;0.0410203472;0.0410289590;-0.0404266723;0.0406048775;-0.0051072368;0.0059390568;-2368.3108526732;2368.3108526732;-2368.8080508494;2368.8080508494;2368.3108526732;2368.8080508494;0.9933607377;-34.5806936800;1.0001939361;-33.4440765154;
22.1678980347;1.0001937648;6.0608745557;1.0940993074;0.0606087456;0.0109409931;0.0000000000;0.0000000000;0.0404266662;0.0051072354;0.0200038758;0.0050019381;0.0000000000;0.0000000000;0.0410203469;0.0410289586;-0.0404266651;0.0406048703;-0.0051072352;0.0059390552;-2368.3108335204;2368.3108335204;-2368.8080316216;2368.8080316216;2368.3108335204;2368.8080316216;0.9933605667;-6.8150671102;1.0001937648;-5.6784497540;
22.1730710896;1.0001936799;6.0608740762;1.0940991120;0.0606087408;0.0109409911;0.0000000000;0.0000000000;0.0404266647;0.0051072351;0.0200038748;0.0050019376;0.0000000000;0.0000000000;0.0410203471;0.0410289588;-0.0404266619;0.0406048671;-0.0051072341;0.0059390542;-2368.3108431816;2368.3108431816;-2368.8080412504;2368.8080412504;2368.3108431816;2368.8080412504;0.9933604821;7.0736069304;1.0001936799;8.2102243937;
22.1834171994;1.0001935089;6.0608730042;1.0940987888;0.0606087300;0.0109409879;0.0000000000;0.0000000000;0.0404266558;0.0051072328;0.0200038706;0.0050019355;0.0000000000;0.0000000000;0.0410203468;0.0410289585;-0.0404266547;0.0406048599;-0.0051072325;0.0059390526;-2368.3108239195;2368.3108239195;-2368.8080219134;2368.8080219134;2368.3108239195;2368.8080219134;0.9933603114;34.8626676359;1.0001935089;35.9992852905;
22.1885902543;1.0001934242;6.0608725260;1.0940985935;0.0606087253;0.0109409859;0.0000000000;0.0000000000;0.0404266543;0.0051072324;0.0200038697;0.0050019350;0.0000000000;0.0000000000;0.0410203469;0.0410289586;-0.0404266515;0.0406048567;-0.0051072315;0.0059390516;-2368.3108337086;2368.3108337086;-2368.8080316702;2368.8080316702;2368.3108337086;2368.8080316702;0.9933602269;48.7630532244;1.0001934242;49.8996709858;
22.1989363641;1.0001932535;6.0608714556;1.0940982711;0.0606087146;0.0109409827;0.0000000000;0.0000000000;0.0404266455;0.0051072302;0.0200038655;0.0050019330;0.0000000000;0.0000000000;0.0410203466;0.0410289583;-0.0404266443;0.0406048495;-0.0051072299;0.0059390500;-2368.3108143363;2368.3108143363;-2368.8080122230;2368.8080122230;2368.3108143363;2368.8080122230;0.9933600566;76.5755259988;1.0001932535;77.7121439511;
22.2041094190;1.0001931689;6.0608709788;1.0940980759;0.0606087098;0.0109409808;0.0000000000;0.0000000000;0.0404266440;0.0051072298;0.0200038646;0.0050019325;0.0000000000;0.0000000000;0.0410203468;0.0410289585;-0.0404266411;0.0406048463;-0.0051072289;0.0059390490;-2368.3108242542;2368.3108242542;-2368.8080221087;2368.8080221087;2368.3108242542;2368.8080221087;0.9933599723;90.4876121080;1.0001931689;91.6242301671;
22.2144555287;1.0001929986;6.0608699099;1.0940977544;0.0606086991;0.0109409775;0.0000000000;0.0000000000;0.0404266351;0.0051072276;0.0200038604;0.0050019304;0.0000000000;0.0000000000;0.0410203464;0.0410289581;-0.0404266340;0.0406048392;-0.0051072273;0.0059390474;-2368.3108047706;2368.3108047706;-2368.8080025505;2368.8080025505;2368.3108047706;2368.8080025505;0.9933598023;118.3234749101;1.0001929986;119.4600931596;
22.2196285836;1.0001929141;6.0608694345;1.0940975593;0.0606086943;0.0109409756;0.0000000000;0.0000000000;0.0404266337;0.0051072272;0.0200038595;0.0050019299;0.0000000000;0.0000000000;0.0410203466;0.0410289583;-0.0404266308;0.0406048360;-0.0051072263;0.0059390463;-2368.3108148182;2368.3108148182;-2368.8080125660;2368.8080125660;2368.3108148182;2368.8080125660;0.9933597181;132.2472505257;1.0001929141;133.3838688819;
22.2299746934;1.0001927441;6.0608683672;1.0940972387;0.0606086837;0.0109409724;0.0000000000;0.0000000000;0.0404266248;0.0051072250;0.0200038554;0.0050019279;0.0000000000;0.0000000000;0.0410203463;0.0410289580;-0.0404266236;0.0406048288;-0.0051072247;0.0059390448;-2368.3107952226;2368.3107952226;-2368.8079928957;2368.8079928957;2368.3107952226;2368.8079928957;0.9933595484;160.1064813398;1.0001927441;161.2430998859;
22.2351477483;1.0001926599;6.0608678930;1.0940970436;0.0606086789;0.0109409704;0.0000000000;0.0000000000;0.0404266234;0.0051072246;0.0200038544;0.0050019274;0.0000000000;0.0000000000;0.0410203464;0.0410289581;-0.0404266205;0.0406048257;-0.0051072237;0.0059390437;-2368.3108054007;2368.3108054007;-2368.8080030418;2368.8080030418;2368.3108054007;2368.8080030418;0.9933594644;174.0419354604;1.0001926599;175.1785541130;
22.2454938581;1.0001924901;6.0608668273;1.0940967239;0.0606086683;0.0109409672;0.0000000000;0.0000000000;0.0404266145;0.0051072224;0.0200038503;0.0050019253;0.0000000000;0.0000000000;0.0410203461;0.0410289578;-0.0404266133;0.0406048185;-0.0051072221;0.0059390422;-2368.3107856921;2368.3107856921;-2368.8079832587;2368.8079832587;2368.3107856921;2368.8079832587;0.9933592951;-158.0754877039;1.0001924901;-156.9388688617;
22.2506669130;1.0001924060;6.0608663545;1.0940965290;0.0606086635;0.0109409653;0.0000000000;0.0000000000;0.0404266131;0.0051072220;0.0200038494;0.0050019249;0.0000000000;0.0000000000;0.0410203463;0.0410289580;-0.0404266102;0.0406048153;-0.0051072210;0.0059390411;-2368.3107960017;2368.3107960017;-2368.8079935363;2368.8079935363;2368.3107960017;2368.8079935363;0.9933592112;-144.1283660671;1.0001924060;-142.9917471184;
22.2610130228;1.0001922366;6.0608652903;1.0940962101;0.0606086529;0.0109409621;0.0000000000;0.0000000000;0.0404266042;0.0051072198;0.0200038452;0.0050019228;0.0000000000;0.0000000000;0.0410203459;0.0410289576;-0.0404266030;0.0406048082;-0.0051072195;0.0059390396;-2368.3107761790;2368.3107761790;-2368.8079736393;2368.8079736393;2368.3107761790;2368.8079736393;0.9933590421;-116.2224651744;1.0001922366;-115.0858460367;
22.2661860776;1.0001921527;6.0608648189;1.0940960153;0.0606086482;0.0109409602;0.0000000000;0.0000000000;0.0404266028;0.0051072194;0.0200038443;0.0050019223;0.0000000000;0.0000000000;0.0410203461;0.0410289578;-0.0404265999;0.0406048051;-0.0051072184;0.0059390385;-2368.3107866210;2368.3107866210;-2368.8079840494;2368.8079840494;2368.3107866210;2368.8079840494;0.9933589585;-102.2636869974;1.0001921527;-101.1270677533;
22.2765321874;1.0001919836;6.0608637562;1.0940956973;0.0606086376;0.0109409570;0.0000000000;0.0000000000;0.0404265939;0.0051072172;0.0200038402;0.0050019203;0.0000000000;0.0000000000;0.0410203458;0.0410289575;-0.0404265928;0.0406047979;-0.0051072169;0.0059390370;-2368.3107666834;2368.3107666834;-2368.8079640376;2368.8079640376;2368.3107666834;2368.8079640376;0.9933587897;-74.3344839871;1.0001919836;-73.1978645545;
22.2817052423;1.0001918998;6.0608632861;1.0940955025;0.0606086329;0.0109409550;0.0000000000;0.0000000000;0.0404265926;0.0051072168;0.0200038392;0.0050019198;0.0000000000;0.0000000000;0.0410203459;0.0410289577;-0.0404265896;0.0406047948;-0.0051072159;0.0059390359;-2368.3107772586;2368.3107772586;-2368.8079745810;2368.8079745810;2368.3107772586;2368.8079745810;0.9933587062;-60.3640602332;1.0001918998;-59.2274406943;
