time;WTG3_WTG3_injector_PInjPu;WTG3_WTG3_injector_QInjPu;WTG3_WTG3_injector_terminal_V_re;WTG3_WTG3_injector_terminal_i_re;WTG3_WTG3_injector_terminal_V_im;WTG3_WTG3_injector_terminal_i_im;WTG3_WTG3_pll_omegaPLLPu;WTG3_WTG3_wecc_wtgt_PePu;
2.002470;1.007128;1.054548;1.120775;-1.007128;0.151071;0.805157;0.973487;1.007128;
2.002478;1.007050;1.054488;1.120771;-1.007050;0.151060;0.805128;0.973678;1.007050;
2.002494;1.006895;1.054365;1.120762;-1.006895;0.151036;0.805066;0.974056;1.006895;
2.002526;1.006589;1.054110;1.120742;-1.006589;0.150990;0.804935;0.974795;1.006589;
2.002590;1.005987;1.053560;1.120697;-1.005987;0.150900;0.804639;0.976208;1.005987;
2.002718;1.004823;1.052317;1.120590;-1.004823;0.150726;0.803920;0.978792;1.004823;
2.002974;1.002620;1.049308;1.120306;-1.002620;0.150395;0.802030;0.983134;1.002620;
2.003230;1.000547;1.045667;1.119941;-1.000547;0.150084;0.799596;0.986530;1.000547;
2.003486;0.998557;1.041473;1.119506;-0.998557;0.149786;0.796694;0.989168;0.998557;
2.003742;0.996614;1.036794;1.119010;-0.996614;0.149494;0.793386;0.991207;0.996614;
2.003998;0.994689;1.031690;1.118460;-0.994689;0.149205;0.789726;0.992776;0.994689;
2.004254;0.992760;1.026208;1.117865;-0.992760;0.148916;0.785757;0.993977;0.992760;
2.004766;0.988818;1.014308;1.116562;-0.988818;0.148325;0.777066;0.995651;0.988818;
2.005278;0.984726;1.001310;1.115126;-0.984726;0.147711;0.767496;0.996594;0.984726;
2.005790;0.980450;0.987397;1.113581;-0.980450;0.147069;0.757199;0.997081;0.980450;
2.006302;0.975977;0.972723;1.111946;-0.975977;0.146399;0.746296;0.997297;0.975977;
2.006814;0.971313;0.957409;1.110234;-0.971313;0.145699;0.734881;0.997359;0.971313;
2.007326;0.966471;0.941561;1.108456;-0.966471;0.144973;0.723031;0.997338;0.966471;
2.008350;0.956358;0.908687;1.104752;-0.956358;0.143456;0.698340;0.997223;0.956358;
2.009374;0.945785;0.874604;1.100887;-0.945785;0.141870;0.672572;0.997070;0.945785;
2.010398;0.934907;0.839770;1.096909;-0.934907;0.140238;0.646052;0.996937;0.934907;
2.010680;0.931882;0.830113;1.095801;-0.931882;0.139784;0.638666;0.996907;0.931882;
2.010680;0.931881;0.830114;1.095801;-0.931881;0.139784;0.638666;0.996907;0.931881;
2.010681;0.931870;0.830079;1.095797;-0.931870;0.139782;0.638640;0.996907;0.931870;
2.010682;0.931859;0.830045;1.095793;-0.931859;0.139781;0.638614;0.996907;0.931859;
2.010684;0.931837;0.829976;1.095785;-0.931837;0.139778;0.638561;0.996907;0.931838;
2.010688;0.931794;0.829838;1.095770;-0.931794;0.139771;0.638455;0.996907;0.931794;
2.010696;0.931708;0.829562;1.095738;-0.931708;0.139758;0.638244;0.996906;0.931708;
2.010712;0.931535;0.829012;1.095675;-0.931535;0.139732;0.637823;0.996904;0.931535;
2.010744;0.931189;0.827911;1.095548;-0.931189;0.139680;0.636980;0.996901;0.931189;
2.010808;0.930497;0.825714;1.095296;-0.930497;0.139577;0.635297;0.996894;0.930497;
2.010936;0.929115;0.821334;1.094792;-0.929115;0.139369;0.631941;0.996882;0.929115;
2.011192;0.926353;0.812637;1.093792;-0.926353;0.138955;0.625271;0.996859;0.926353;
2.011704;0.920849;0.795492;1.091816;-0.920849;0.138129;0.612096;0.996824;0.920849;
2.011834;0.919458;0.791195;1.091320;-0.919458;0.137921;0.608789;0.996816;0.919458;
2.011835;0.919448;0.791162;1.091316;-0.919448;0.137919;0.608763;0.996816;0.919448;
2.011836;0.919437;0.791129;1.091312;-0.919437;0.137917;0.608738;0.996816;0.919437;
2.011838;0.919415;0.791063;1.091304;-0.919415;0.137914;0.608687;0.996816;0.919415;
2.011842;0.919373;0.790931;1.091289;-0.919373;0.137908;0.608585;0.996816;0.919373;
2.011850;0.919287;0.790667;1.091259;-0.919287;0.137895;0.608382;0.996816;0.919287;
2.011866;0.919116;0.790140;1.091198;-0.919116;0.137869;0.607976;0.996815;0.919116;
2.011898;0.918776;0.789086;1.091076;-0.918776;0.137818;0.607164;0.996815;0.918776;
2.011962;0.918102;0.786983;1.090833;-0.918102;0.137717;0.605542;0.996816;0.918102;
2.012090;0.916776;0.782795;1.090347;-0.916776;0.137518;0.602305;0.996827;0.916776;
2.012346;0.914210;0.774487;1.089380;-0.914210;0.137133;0.595860;0.996876;0.914210;
2.012858;0.909422;0.758139;1.087464;-0.909422;0.136415;0.583082;0.997052;0.909422;
2.013882;0.901121;0.726467;1.083696;-0.901121;0.135170;0.557963;0.997557;0.901121;
2.014906;0.894392;0.696117;1.080017;-0.894392;0.134161;0.533440;0.998148;0.894392;
2.015930;0.889061;0.667054;1.076432;-0.889061;0.133361;0.509542;0.998725;0.889061;
2.016954;0.884956;0.639251;1.072946;-0.884956;0.132745;0.486303;0.999247;0.884956;
2.017978;0.881922;0.612685;1.069564;-0.881922;0.132290;0.463755;0.999704;0.881922;
2.019002;0.879822;0.587333;1.066289;-0.879822;0.131975;0.441924;1.000098;0.879822;
2.020026;0.878532;0.563168;1.063125;-0.878532;0.131782;0.420829;1.000436;0.878532;
2.021050;0.877945;0.540159;1.060073;-0.877945;0.131694;0.400481;1.000725;0.877945;
2.022074;0.878033;0.518889;1.057214;-0.878033;0.131707;0.381423;1.000972;0.878033;
2.023098;0.878742;0.499581;1.054584;-0.878742;0.131813;0.363889;1.001182;0.878742;
2.024122;0.880000;0.482185;1.052181;-0.880000;0.132002;0.347871;1.001360;0.880000;
2.025146;0.881732;0.466557;1.049992;-0.881732;0.132262;0.333277;1.001509;0.881732;
2.026170;0.883870;0.452540;1.048000;-0.883870;0.132582;0.319994;1.001633;0.883870;
2.027194;0.886350;0.439977;1.046187;-0.886350;0.132954;0.307912;1.001733;0.886350;
2.028218;0.889117;0.428726;1.044539;-0.889117;0.133369;0.296921;1.001814;0.889117;
2.029242;0.892121;0.418654;1.043039;-0.892121;0.133820;0.286922;1.001876;0.892121;
2.030266;0.895317;0.409643;1.041674;-0.895317;0.134299;0.277824;1.001923;0.895317;
2.031290;0.898665;0.401585;1.040432;-0.898665;0.134802;0.269545;1.001955;0.898665;
2.033338;0.905646;0.387857;1.038261;-0.905646;0.135849;0.255067;1.001984;0.905646;
2.034493;0.909697;0.381354;1.037200;-0.909697;0.136456;0.247995;1.001984;0.909697;
2.034493;0.909696;0.381354;1.037200;-0.909696;0.136456;0.247995;1.001984;0.909696;
2.034494;0.909700;0.381349;1.037199;-0.909700;0.136457;0.247989;1.001984;0.909700;
2.034495;0.909703;0.381344;1.037198;-0.909703;0.136457;0.247984;1.001984;0.909703;
2.034497;0.909710;0.381334;1.037196;-0.909710;0.136458;0.247972;1.001984;0.909710;
2.034501;0.909725;0.381313;1.037193;-0.909725;0.136461;0.247949;1.001984;0.909725;
2.034509;0.909753;0.381272;1.037186;-0.909753;0.136465;0.247904;1.001983;0.909753;
2.034525;0.909810;0.381189;1.037172;-0.909810;0.136473;0.247812;1.001983;0.909810;
2.034557;0.909924;0.381024;1.037145;-0.909924;0.136491;0.247630;1.001983;0.909924;
2.034621;0.910152;0.380697;1.037091;-0.910152;0.136525;0.247267;1.001982;0.910152;
2.034749;0.910606;0.380048;1.036983;-0.910606;0.136593;0.246548;1.001980;0.910606;
2.035005;0.911507;0.378778;1.036771;-0.911507;0.136728;0.245135;1.001972;0.911507;
2.035517;0.913288;0.376341;1.036362;-0.913288;0.136995;0.242410;1.001949;0.913288;
2.036541;0.916758;0.371856;1.035601;-0.916758;0.137516;0.237338;1.001887;0.916758;
2.038589;0.923348;0.364249;1.034280;-0.923348;0.138504;0.228528;1.001743;0.923348;
2.040637;0.929491;0.358228;1.033194;-0.929491;0.139426;0.221288;1.001598;0.929491;
2.042685;0.935210;0.353501;1.032303;-0.935210;0.140283;0.215350;1.001463;0.935210;
2.044733;0.940530;0.349817;1.031572;-0.940530;0.141081;0.210480;1.001342;0.940530;
2.046781;0.945470;0.346965;1.030973;-0.945470;0.141822;0.206481;1.001232;0.945470;
2.048829;0.950052;0.344775;1.030479;-0.950052;0.142510;0.203190;1.001132;0.950052;
2.050877;0.954295;0.343107;1.030072;-0.954295;0.143146;0.200474;1.001039;0.954295;
2.052606;0.957627;0.342020;1.029783;-0.957627;0.143646;0.198547;1.000966;0.957627;
2.052607;0.957628;0.342019;1.029782;-0.957628;0.143646;0.198546;1.000966;0.957628;
2.052608;0.957630;0.342018;1.029782;-0.957630;0.143646;0.198545;1.000966;0.957630;
2.052610;0.957634;0.342017;1.029782;-0.957634;0.143647;0.198543;1.000966;0.957634;
2.052614;0.957641;0.342015;1.029781;-0.957641;0.143648;0.198539;1.000966;0.957641;
2.052622;0.957656;0.342011;1.029780;-0.957656;0.143650;0.198531;1.000966;0.957656;
2.052638;0.957686;0.342002;1.029778;-0.957686;0.143655;0.198515;1.000965;0.957686;
2.052670;0.957745;0.341985;1.029773;-0.957745;0.143664;0.198483;1.000964;0.957745;
2.052734;0.957864;0.341951;1.029763;-0.957864;0.143682;0.198418;1.000961;0.957864;
2.052862;0.958100;0.341884;1.029744;-0.958100;0.143717;0.198291;1.000956;0.958100;
2.052901;0.958173;0.341864;1.029738;-0.958173;0.143728;0.198252;1.000954;0.958173;
2.052902;0.958174;0.341864;1.029738;-0.958174;0.143728;0.198251;1.000954;0.958174;
2.052903;0.958176;0.341863;1.029738;-0.958176;0.143728;0.198250;1.000954;0.958176;
2.052905;0.958180;0.341862;1.029738;-0.958180;0.143729;0.198248;1.000954;0.958180;
2.052909;0.958187;0.341860;1.029737;-0.958187;0.143730;0.198244;1.000954;0.958187;
2.052917;0.958202;0.341856;1.029736;-0.958202;0.143732;0.198237;1.000954;0.958202;
2.052933;0.958231;0.341848;1.029734;-0.958231;0.143737;0.198221;1.000953;0.958231;
2.052965;0.958290;0.341831;1.029729;-0.958290;0.143745;0.198189;1.000952;0.958290;
2.053029;0.958407;0.341799;1.029719;-0.958407;0.143763;0.198127;1.000949;0.958407;
2.053157;0.958641;0.341735;1.029701;-0.958641;0.143798;0.198003;1.000944;0.958641;
2.053413;0.959105;0.341610;1.029664;-0.959105;0.143868;0.197759;1.000934;0.959105;
2.053925;0.960019;0.341374;1.029594;-0.960019;0.144005;0.197288;1.000914;0.960019;
2.054949;0.961792;0.340950;1.029461;-0.961792;0.144271;0.196405;1.000876;0.961792;
2.056997;0.965131;0.340270;1.029228;-0.965131;0.144772;0.194851;1.000803;0.965131;
2.061093;0.971050;0.339401;1.028861;-0.971050;0.145659;0.192405;1.000673;0.971050;
2.061834;0.972022;0.339295;1.028806;-0.972022;0.145805;0.192037;1.000651;0.972022;
2.061835;0.972024;0.339295;1.028806;-0.972024;0.145806;0.192037;1.000651;0.972024;
2.061836;0.972025;0.339295;1.028806;-0.972025;0.145806;0.192036;1.000651;0.972025;
2.061838;0.972027;0.339294;1.028806;-0.972027;0.145806;0.192035;1.000651;0.972027;
2.061842;0.972033;0.339294;1.028805;-0.972033;0.145807;0.192033;1.000651;0.972033;
2.061850;0.972043;0.339293;1.028805;-0.972043;0.145808;0.192030;1.000651;0.972043;
2.061866;0.972063;0.339292;1.028804;-0.972063;0.145811;0.192023;1.000650;0.972063;
2.061898;0.972104;0.339288;1.028802;-0.972104;0.145818;0.192008;1.000649;0.972104;
2.061962;0.972185;0.339282;1.028797;-0.972185;0.145830;0.191980;1.000648;0.972185;
2.062090;0.972348;0.339269;1.028789;-0.972348;0.145854;0.191923;1.000644;0.972348;
2.062346;0.972670;0.339244;1.028772;-0.972670;0.145902;0.191811;1.000637;0.972670;
2.062858;0.973303;0.339199;1.028739;-0.973303;0.145997;0.191593;1.000623;0.973303;
2.063882;0.974530;0.339124;1.028678;-0.974530;0.146181;0.191184;1.000596;0.974530;
2.065930;0.976829;0.339026;1.028568;-0.976829;0.146526;0.190454;1.000544;0.976829;
2.070026;0.980875;0.338971;1.028392;-0.980875;0.147133;0.189278;1.000453;0.980875;
2.071148;0.981867;0.338980;1.028352;-0.981867;0.147282;0.189010;1.000431;0.981867;
2.071149;0.981867;0.338980;1.028352;-0.981867;0.147282;0.189010;1.000431;0.981867;
2.071150;0.981868;0.338980;1.028352;-0.981868;0.147282;0.189009;1.000431;0.981868;
2.071152;0.981870;0.338980;1.028352;-0.981870;0.147283;0.189009;1.000431;0.981870;
2.071156;0.981873;0.338980;1.028352;-0.981873;0.147283;0.189008;1.000431;0.981873;
2.071164;0.981880;0.338980;1.028351;-0.981880;0.147284;0.189006;1.000431;0.981880;
2.071180;0.981894;0.338981;1.028351;-0.981894;0.147286;0.189003;1.000430;0.981894;
2.071212;0.981921;0.338981;1.028350;-0.981921;0.147290;0.188996;1.000430;0.981921;
2.071276;0.981975;0.338982;1.028348;-0.981975;0.147298;0.188982;1.000428;0.981975;
2.071404;0.982081;0.338985;1.028344;-0.982081;0.147314;0.188955;1.000425;0.982081;
2.071660;0.982287;0.338990;1.028336;-0.982287;0.147345;0.188902;1.000417;0.982287;
2.072172;0.982676;0.339000;1.028321;-0.982676;0.147403;0.188803;1.000398;0.982676;
2.073196;0.983365;0.339021;1.028295;-0.983365;0.147507;0.188631;1.000351;0.983365;
2.075244;0.984398;0.339073;1.028259;-0.984398;0.147662;0.188391;1.000248;0.984398;
2.079340;0.985222;0.339215;1.028245;-0.985222;0.147785;0.188295;1.000051;0.985222;
2.083436;0.984553;0.339391;1.028298;-0.984553;0.147685;0.188649;0.999879;0.984553;
2.087532;0.982606;0.339584;1.028407;-0.982606;0.147393;0.189375;0.999735;0.982606;
2.091628;0.979578;0.339777;1.028561;-0.979578;0.146939;0.190401;0.999615;0.979578;
2.095724;0.975645;0.339964;1.028751;-0.975645;0.146349;0.191669;0.999516;0.975645;
2.099820;0.970956;0.340140;1.028970;-0.970956;0.145645;0.193130;0.999433;0.970956;
2.103916;0.965641;0.340305;1.029212;-0.965641;0.144848;0.194744;0.999365;0.965641;
2.108012;0.959808;0.340457;1.029472;-0.959808;0.143973;0.196479;0.999309;0.959808;
2.112108;0.953547;0.340598;1.029747;-0.953547;0.143034;0.198309;0.999263;0.953547;
2.116204;0.946934;0.340729;1.030032;-0.946934;0.142042;0.200212;0.999225;0.946934;
2.124396;0.932948;0.340967;1.030624;-0.932948;0.139944;0.204155;0.999168;0.932948;
2.131769;0.919658;0.341155;1.031172;-0.919658;0.137951;0.207810;0.999133;0.919658;
2.139142;0.905903;0.341323;1.031727;-0.905903;0.135887;0.211511;0.999109;0.905903;
2.146515;0.891825;0.341475;1.032284;-0.891825;0.133776;0.215222;0.999093;0.891825;
2.146962;0.890964;0.341484;1.032317;-0.890964;0.133646;0.215447;0.999092;0.890964;
2.146963;0.890962;0.341484;1.032318;-0.890962;0.133646;0.215447;0.999092;0.890962;
2.146964;0.890960;0.341484;1.032318;-0.890960;0.133646;0.215448;0.999092;0.890960;
2.146966;0.890956;0.341484;1.032318;-0.890956;0.133645;0.215449;0.999092;0.890956;
2.146970;0.890949;0.341484;1.032318;-0.890949;0.133644;0.215451;0.999092;0.890949;
2.146978;0.890933;0.341484;1.032319;-0.890933;0.133642;0.215455;0.999092;0.890933;
2.146994;0.890902;0.341484;1.032320;-0.890902;0.133637;0.215463;0.999092;0.890902;
2.147026;0.890840;0.341485;1.032322;-0.890840;0.133628;0.215479;0.999092;0.890840;
2.147090;0.890717;0.341486;1.032327;-0.890717;0.133609;0.215511;0.999092;0.890717;
2.147218;0.890469;0.341489;1.032337;-0.890469;0.133572;0.215576;0.999092;0.890469;
2.147474;0.889974;0.341494;1.032356;-0.889974;0.133498;0.215705;0.999091;0.889974;
2.147986;0.888983;0.341504;1.032395;-0.888983;0.133349;0.215962;0.999091;0.888983;
2.149010;0.886998;0.341523;1.032472;-0.886998;0.133052;0.216477;0.999089;0.886998;
2.151058;0.883019;0.341562;1.032626;-0.883019;0.132455;0.217506;0.999086;0.883019;
2.155154;0.875027;0.341638;1.032934;-0.875027;0.131256;0.219555;0.999082;0.875027;
2.163346;0.858939;0.341787;1.033543;-0.858939;0.128843;0.223618;0.999075;0.858939;
2.171538;0.842742;0.341934;1.034145;-0.842742;0.126413;0.227628;0.999070;0.842742;
2.179730;0.826470;0.342081;1.034737;-0.826470;0.123972;0.231577;0.999068;0.826470;
2.187922;0.810147;0.342229;1.035320;-0.810147;0.121524;0.235460;0.999067;0.810147;
2.196114;0.793792;0.342379;1.035892;-0.793792;0.119070;0.239274;0.999066;0.793792;
2.204306;0.777415;0.342531;1.036453;-0.777415;0.116614;0.243015;0.999066;0.777415;
2.212498;0.761024;0.342685;1.037003;-0.761024;0.114155;0.246682;0.999067;0.761024;
2.213115;0.759790;0.342697;1.037044;-0.759790;0.113970;0.246955;0.999067;0.759790;
2.213116;0.759788;0.342697;1.037044;-0.759788;0.113970;0.246956;0.999067;0.759788;
2.213117;0.759786;0.342697;1.037044;-0.759786;0.113969;0.246956;0.999067;0.759786;
2.213119;0.759782;0.342697;1.037044;-0.759782;0.113969;0.246957;0.999067;0.759782;
2.213123;0.759774;0.342697;1.037044;-0.759774;0.113968;0.246959;0.999067;0.759774;
2.213131;0.759758;0.342697;1.037045;-0.759758;0.113965;0.246962;0.999067;0.759758;
2.213147;0.759726;0.342697;1.037046;-0.759726;0.113960;0.246969;0.999067;0.759726;
2.213179;0.759662;0.342698;1.037048;-0.759662;0.113951;0.246984;0.999067;0.759662;
2.213243;0.759534;0.342699;1.037052;-0.759534;0.113932;0.247012;0.999067;0.759534;
2.213371;0.759278;0.342702;1.037061;-0.759278;0.113893;0.247068;0.999067;0.759278;
2.213627;0.758765;0.342706;1.037078;-0.758765;0.113816;0.247182;0.999067;0.758765;
2.214139;0.757741;0.342716;1.037112;-0.757741;0.113663;0.247408;0.999067;0.757741;
2.214651;0.756720;0.342726;1.037145;-0.756720;0.113510;0.247633;0.999068;0.756720;
2.215675;0.754691;0.342747;1.037213;-0.754691;0.113205;0.248080;0.999073;0.754691;
2.215850;0.754347;0.342750;1.037224;-0.754347;0.113154;0.248156;0.999075;0.754347;
2.215851;0.754345;0.342750;1.037224;-0.754345;0.113153;0.248156;0.999075;0.754345;
2.215852;0.754343;0.342751;1.037224;-0.754343;0.113153;0.248157;0.999075;0.754343;
2.215854;0.754339;0.342751;1.037224;-0.754339;0.113152;0.248158;0.999075;0.754339;
2.215858;0.754331;0.342751;1.037224;-0.754331;0.113151;0.248159;0.999075;0.754331;
2.215866;0.754316;0.342751;1.037225;-0.754316;0.113149;0.248163;0.999075;0.754316;
2.215882;0.754284;0.342751;1.037226;-0.754284;0.113144;0.248170;0.999075;0.754284;
2.215914;0.754221;0.342752;1.037228;-0.754221;0.113135;0.248184;0.999075;0.754221;
2.215978;0.754095;0.342753;1.037232;-0.754095;0.113116;0.248211;0.999076;0.754095;
2.216106;0.753844;0.342756;1.037241;-0.753844;0.113078;0.248267;0.999077;0.753844;
2.216362;0.753344;0.342761;1.037257;-0.753344;0.113003;0.248377;0.999080;0.753344;
2.216874;0.752350;0.342772;1.037290;-0.752350;0.112854;0.248596;0.999086;0.752350;
2.217898;0.750401;0.342795;1.037355;-0.750401;0.112562;0.249027;0.999104;0.750401;
2.219946;0.746698;0.342844;1.037477;-0.746698;0.112006;0.249846;0.999155;0.746698;
2.221994;0.743298;0.342894;1.037590;-0.743298;0.111496;0.250599;0.999223;0.743298;
2.226090;0.737613;0.342994;1.037780;-0.737613;0.110644;0.251866;0.999389;0.737613;
2.229776;0.733833;0.343082;1.037909;-0.733833;0.110076;0.252723;0.999557;0.733833;
2.233462;0.731354;0.343166;1.037997;-0.731354;0.109705;0.253308;0.999726;0.731354;
2.237149;0.730136;0.343247;1.038045;-0.730136;0.109522;0.253631;0.999887;0.730136;
2.240835;0.730093;0.343327;1.038058;-0.730093;0.109515;0.253714;1.000034;0.730093;
2.244522;0.731113;0.343407;1.038038;-0.731113;0.109668;0.253581;1.000167;0.731113;
2.248208;0.733077;0.343490;1.037989;-0.733077;0.109963;0.253257;1.000283;0.733077;
2.251894;0.735866;0.343576;1.037915;-0.735866;0.110381;0.252766;1.000384;0.735866;
2.253577;0.737376;0.343616;1.037875;-0.737376;0.110608;0.252494;1.000426;0.737376;
2.253578;0.737377;0.343616;1.037875;-0.737377;0.110608;0.252493;1.000426;0.737377;
2.253579;0.737378;0.343616;1.037875;-0.737378;0.110608;0.252493;1.000426;0.737378;
2.253581;0.737380;0.343616;1.037874;-0.737380;0.110608;0.252493;1.000426;0.737380;
2.253585;0.737383;0.343617;1.037874;-0.737383;0.110609;0.252492;1.000426;0.737383;
2.253593;0.737391;0.343617;1.037874;-0.737391;0.110610;0.252491;1.000426;0.737391;
2.253609;0.737406;0.343617;1.037874;-0.737406;0.110612;0.252488;1.000427;0.737406;
2.253641;0.737437;0.343618;1.037873;-0.737437;0.110617;0.252483;1.000427;0.737437;
2.253705;0.737498;0.343619;1.037871;-0.737498;0.110626;0.252471;1.000429;0.737498;
2.253833;0.737621;0.343623;1.037868;-0.737621;0.110645;0.252449;1.000432;0.737621;
2.254089;0.737870;0.343629;1.037861;-0.737870;0.110682;0.252404;1.000438;0.737870;
2.254601;0.738377;0.343641;1.037847;-0.738377;0.110758;0.252311;1.000449;0.738377;
2.255625;0.739424;0.343667;1.037818;-0.739424;0.110915;0.252119;1.000471;0.739424;
2.256649;0.740512;0.343692;1.037788;-0.740512;0.111078;0.251918;1.000492;0.740512;
2.258697;0.742788;0.343744;1.037725;-0.742788;0.111420;0.251495;1.000525;0.742788;
2.260745;0.745168;0.343797;1.037658;-0.745168;0.111777;0.251050;1.000550;0.745168;
2.264841;0.750059;0.343904;1.037520;-0.750059;0.112510;0.250130;1.000574;0.750059;
2.268937;0.754968;0.344017;1.037381;-0.754968;0.113247;0.249204;1.000570;0.754968;
2.273033;0.759697;0.344134;1.037247;-0.759697;0.113956;0.248313;1.000543;0.759697;
2.277129;0.764081;0.344257;1.037125;-0.764081;0.114614;0.247495;1.000498;0.764081;
2.281225;0.767997;0.344385;1.037017;-0.767997;0.115201;0.246776;1.000440;0.767997;
2.285321;0.771354;0.344518;1.036927;-0.771354;0.115705;0.246178;1.000372;0.771354;
2.289417;0.774097;0.344653;1.036857;-0.774097;0.116116;0.245712;1.000299;0.774097;
2.293513;0.776198;0.344791;1.036808;-0.776198;0.116431;0.245385;1.000224;0.776198;
2.297609;0.777656;0.344931;1.036780;-0.777656;0.116650;0.245198;1.000150;0.777656;
2.301705;0.778493;0.345071;1.036773;-0.778493;0.116776;0.245147;1.000079;0.778493;
2.305801;0.778745;0.345210;1.036784;-0.778745;0.116813;0.245222;1.000013;0.778745;
2.313993;0.777807;0.345486;1.036853;-0.777807;0.116673;0.245683;0.999902;0.777807;
2.321366;0.775597;0.345728;1.036959;-0.775597;0.116341;0.246388;0.999828;0.775597;
2.328739;0.772508;0.345963;1.037092;-0.772508;0.115878;0.247275;0.999781;0.772508;
2.336111;0.768931;0.346191;1.037239;-0.768931;0.115341;0.248257;0.999759;0.768931;
2.343484;0.765216;0.346412;1.037389;-0.765216;0.114784;0.249258;0.999759;0.765216;
2.350857;0.761647;0.346627;1.037533;-0.761647;0.114249;0.250218;0.999775;0.761647;
2.358230;0.758432;0.346837;1.037665;-0.758432;0.113766;0.251095;0.999803;0.758432;
2.365603;0.755700;0.347043;1.037780;-0.755700;0.113357;0.251864;0.999838;0.755700;
2.372975;0.753506;0.347248;1.037878;-0.753506;0.113027;0.252516;0.999873;0.753506;
2.380348;0.751845;0.347453;1.037959;-0.751845;0.112778;0.253056;0.999908;0.751845;
2.387721;0.750664;0.347658;1.038025;-0.750664;0.112601;0.253493;0.999937;0.750664;
2.395094;0.749881;0.347864;1.038078;-0.749881;0.112484;0.253849;0.999961;0.749881;
2.402467;0.749393;0.348072;1.038122;-0.749393;0.112411;0.254144;0.999977;0.749393;
2.409839;0.749096;0.348282;1.038161;-0.749096;0.112366;0.254401;0.999987;0.749096;
2.417212;0.748894;0.348493;1.038196;-0.748894;0.112336;0.254639;0.999990;0.748894;
2.431958;0.748404;0.348919;1.038271;-0.748404;0.112262;0.255137;0.999986;0.748404;
2.446703;0.747623;0.349348;1.038355;-0.747623;0.112145;0.255698;0.999972;0.747623;
2.461449;0.746432;0.349776;1.038452;-0.746432;0.111966;0.256344;0.999957;0.746432;
2.476195;0.744875;0.350202;1.038560;-0.744875;0.111733;0.257063;0.999945;0.744875;
2.490940;0.743092;0.350625;1.038674;-0.743092;0.111465;0.257825;0.999940;0.743092;
2.505686;0.741244;0.351045;1.038790;-0.741244;0.111188;0.258597;0.999940;0.741244;
2.520431;0.739456;0.351462;1.038903;-0.739456;0.110920;0.259352;0.999944;0.739456;
2.535177;0.737798;0.351877;1.039012;-0.737798;0.110671;0.260078;0.999949;0.737798;
2.549923;0.736280;0.352290;1.039116;-0.736280;0.110444;0.260772;0.999953;0.736280;
2.564668;0.734872;0.352701;1.039217;-0.734872;0.110232;0.261441;0.999957;0.734872;
2.579414;0.733526;0.353110;1.039315;-0.733526;0.110030;0.262096;0.999958;0.733526;
2.594159;0.732196;0.353518;1.039412;-0.732196;0.109831;0.262745;0.999958;0.732196;
2.608905;0.730847;0.353925;1.039510;-0.730847;0.109629;0.263396;0.999957;0.730847;
2.623651;0.729465;0.354329;1.039608;-0.729465;0.109421;0.264051;0.999955;0.729465;
2.638396;0.728049;0.354731;1.039707;-0.728049;0.109209;0.264711;0.999954;0.728049;
2.653142;0.726606;0.355131;1.039807;-0.726606;0.108992;0.265373;0.999953;0.726606;
2.667887;0.725152;0.355529;1.039906;-0.725152;0.108774;0.266035;0.999953;0.725152;
2.682633;0.723696;0.355925;1.040005;-0.723696;0.108556;0.266695;0.999953;0.723696;
2.697379;0.722246;0.356319;1.040103;-0.722246;0.108338;0.267351;0.999954;0.722246;
2.712124;0.720805;0.356711;1.040201;-0.720805;0.108122;0.268002;0.999954;0.720805;
2.726870;0.719373;0.357100;1.040298;-0.719373;0.107908;0.268648;0.999954;0.719373;
2.756361;0.716528;0.357873;1.040490;-0.716528;0.107481;0.269931;0.999955;0.716528;
2.785852;0.713703;0.358638;1.040680;-0.713703;0.107057;0.271199;0.999955;0.713703;
2.815343;0.710906;0.359394;1.040868;-0.710906;0.106637;0.272451;0.999955;0.710906;
2.844835;0.708153;0.360143;1.041053;-0.708153;0.106224;0.273684;0.999956;0.708153;
2.874326;0.705468;0.360883;1.041235;-0.705468;0.105822;0.274894;0.999957;0.705468;
2.903817;0.702869;0.361615;1.041412;-0.702869;0.105432;0.276078;0.999959;0.702869;
2.933308;0.700375;0.362340;1.041585;-0.700375;0.105058;0.277231;0.999961;0.700375;
2.962799;0.698001;0.363057;1.041753;-0.698001;0.104702;0.278353;0.999963;0.698001;
2.992291;0.695759;0.363766;1.041917;-0.695759;0.104365;0.279440;0.999965;0.695759;
3.021782;0.693664;0.364467;1.042074;-0.693664;0.104051;0.280490;0.999967;0.693664;
3.051273;0.691726;0.365162;1.042226;-0.691726;0.103760;0.281501;0.999970;0.691726;
3.080764;0.689956;0.365849;1.042372;-0.689956;0.103495;0.282473;0.999973;0.689956;
3.110255;0.688362;0.366528;1.042511;-0.688362;0.103256;0.283403;0.999975;0.688362;
3.139747;0.686950;0.367201;1.042644;-0.686950;0.103044;0.284291;0.999978;0.686950;
3.169238;0.685724;0.367866;1.042771;-0.685724;0.102860;0.285137;0.999981;0.685724;
3.198729;0.684686;0.368525;1.042892;-0.684686;0.102704;0.285940;0.999984;0.684686;
3.228220;0.683835;0.369176;1.043006;-0.683835;0.102577;0.286701;0.999987;0.683835;
3.257711;0.683172;0.369821;1.043114;-0.683172;0.102477;0.287419;0.999990;0.683172;
