time;Generator_generator_UPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_PGenPu;Generator_generator_QGenPu;NETWORK_Load1_P;NETWORK_Load1_Q;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Load3_P;NETWORK_Load3_Q;NETWORK_Load4_P;NETWORK_Load4_Q;NETWORK_Transformer_i1_value;NETWORK_Transformer_i2_value;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_Transformer_iS1ToS2Side1_value;NETWORK_Transformer_iS2ToS1Side1_value;NETWORK_Transformer_iS1ToS2Side2_value;NETWORK_Transformer_iS2ToS1Side2_value;NETWORK_Transformer_iSide1_value;NETWORK_Transformer_iSide2_value;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
31.0000000000;0.9950441470;7.0246990838;1.5787459896;0.0702469908;0.0157874599;0.0000000000;0.0000000000;0.0402175884;0.0050545451;0.0199008829;0.0049505643;0.0099504415;0.0049505643;0.0410170242;0.0410255985;-0.0402175897;0.0403956655;-0.0050545464;0.0058863304;-2368.1189952243;2368.1189952243;-2368.6140313455;2368.6140313455;2368.1189952243;2368.6140313455;0.9882231514;-98.6283590929;0.9950441470;-97.4857072687;
31.5000000000;0.9967093677;7.0364596947;1.5837645933;0.0703645969;0.0158376459;0.0000000000;0.0000000000;0.0402851972;0.0050715535;0.0199341874;0.0049671478;0.0099670937;0.0049671478;0.0410180966;0.0410266830;-0.0402851978;0.0404633154;-0.0050715541;0.0059033498;-2368.1809117939;2368.1809117939;-2368.6766475141;2368.6766475141;2368.1809117939;2368.6766475141;0.9898844275;-104.1930315210;0.9967093677;-103.0523378760;
32.0000000000;0.9980064426;7.0456203324;1.5876795697;0.0704562033;0.0158767957;0.0000000000;0.0000000000;0.0403378590;0.0050848215;0.0199601289;0.0049800843;0.0099800644;0.0049800843;0.0410189335;0.0410275293;-0.0403378595;0.0405160097;-0.0050848220;0.0059166267;-2368.2292310163;2368.2292310163;-2368.7255113452;2368.7255113452;2368.2292310163;2368.7255113452;0.9911784289;-109.3174979131;0.9980064426;-108.1783249993;
32.5000000000;0.9988791013;7.0517835215;1.5903164005;0.0705178352;0.0159031640;0.0000000000;0.0000000000;0.0403732893;0.0050937578;0.0199775820;0.0049887973;0.0099887910;0.0049887973;0.0410194972;0.0410280994;-0.0403732897;0.0405514618;-0.0050937582;0.0059255691;-2368.2617766328;2368.2617766328;-2368.7584232114;2368.7584232114;2368.2617766328;2368.7584232114;0.9920490193;-114.1613757139;0.9988791013;-113.0232237090;
33.0000000000;0.9994149365;7.0555678803;1.5919366262;0.0705556788;0.0159193663;0.0000000000;0.0000000000;0.0403950444;0.0050992488;0.0199882987;0.0049941511;0.0099941494;0.0049941511;0.0410198436;0.0410284497;-0.0403950448;0.0405732304;-0.0050992492;0.0059310638;-2368.2817740793;2368.2817740793;-2368.7786454823;2368.7786454823;2368.2817740793;2368.7786454823;0.9925835845;-118.8147194950;0.9994149365;-117.6771934713;
33.5000000000;0.9997206627;7.0577270814;1.5928614493;0.0705772708;0.0159286145;0.0000000000;0.0000000000;0.0404074570;0.0051023831;0.0199944133;0.0049972070;0.0099972066;0.0049972070;0.0410200413;0.0410286496;-0.0404074574;0.0405856507;-0.0051023834;0.0059342002;-2368.2931876623;2368.2931876623;-2368.7901873199;2368.7901873199;2368.2931876623;2368.7901873199;0.9928885859;-123.3273704612;0.9997206627;-122.1902012969;
34.0000000000;0.9998829591;7.0588733025;1.5933525089;0.0705887330;0.0159335251;0.0000000000;0.0000000000;0.0404140463;0.0051040473;0.0199976592;0.0049988297;0.0099988296;0.0049988297;0.0410201462;0.0410287557;-0.0404140466;0.0405922440;-0.0051040476;0.0059358655;-2368.2992469650;2368.2992469650;-2368.7963147012;2368.7963147012;2368.2992469650;2368.7963147012;0.9930504976;-127.7256735850;0.9998829591;-126.5886937732;
34.5000000000;0.9999621950;7.0594329047;1.5935922788;0.0705943290;0.0159359228;0.0000000000;0.0000000000;0.0404172633;0.0051048599;0.0199992439;0.0049996220;0.0099996220;0.0049996220;0.0410201975;0.0410288075;-0.0404172636;0.0405954630;-0.0051048602;0.0059366787;-2368.3022044841;2368.3022044841;-2368.7993054561;2368.7993054561;2368.3022044841;2368.7993054561;0.9931295457;-132.0229797666;0.9999621950;-130.8860923780;
35.0000000000;0.9999966229;7.0596760478;1.5936964611;0.0705967605;0.0159369646;0.0000000000;0.0000000000;0.0404186611;0.0051052130;0.0199999325;0.0049999662;0.0099999662;0.0049999662;0.0410202197;0.0410288300;-0.0404186614;0.0405968616;-0.0051052133;0.0059370320;-2368.3034884986;2368.3034884986;-2368.8006039114;2368.8006039114;2368.3034884986;2368.8006039114;0.9931638920;-136.2259406945;0.9999966229;-135.0890934594;
35.5000000000;1.0000087331;7.0597615722;1.5937331058;0.0705976157;0.0159373311;0.0000000000;0.0000000000;0.0404191528;0.0051053372;0.0200001747;0.0050000873;0.0100000873;0.0050000873;0.0410202275;0.0410288379;-0.0404191530;0.0405973536;-0.0051053374;0.0059371562;-2368.3039390421;2368.3039390421;-2368.8010595347;2368.8010595347;2368.3039390421;2368.8010595347;0.9931759735;-140.3380439822;1.0000087331;-139.2012108712;
36.0000000000;1.0000108507;7.0597765237;1.5937395100;0.0705977652;0.0159373951;0.0000000000;0.0000000000;0.0404192388;0.0051053589;0.0200002170;0.0050001085;0.0100001085;0.0050001085;0.0410202288;0.0410288392;-0.0404192390;0.0405974396;-0.0051053591;0.0059371779;-2368.3040165136;2368.3040165136;-2368.8011378948;2368.8011378948;2368.3040165136;2368.8011378948;0.9931780862;-144.3614607241;1.0000108507;-143.2246300833;
36.5000000000;1.0000092306;7.0597650777;1.5937346030;0.0705976508;0.0159373460;0.0000000000;0.0000000000;0.0404191730;0.0051053423;0.0200001846;0.0050000923;0.0100000923;0.0050000923;0.0410202278;0.0410288382;-0.0404191732;0.0405973737;-0.0051053425;0.0059371613;-2368.3039545624;2368.3039545624;-2368.8010752644;2368.8010752644;2368.3039545624;2368.8010752644;0.9931764699;-148.2979301800;1.0000092306;-147.1610976502;
37.0000000000;1.0000067494;7.0597475506;1.5937270905;0.0705974755;0.0159372709;0.0000000000;0.0000000000;0.0404190723;0.0051053169;0.0200001350;0.0050000675;0.0100000675;0.0050000675;0.0410202261;0.0410288365;-0.0404190724;0.0405972729;-0.0051053170;0.0059371358;-2368.3038606314;2368.3038606314;-2368.8009802929;2368.8009802929;2368.3038606314;2368.8009802929;0.9931739945;-152.1491329009;1.0000067494;-151.0122974779;
37.5000000000;1.0000045385;7.0597319330;1.5937203966;0.0705973193;0.0159372040;0.0000000000;0.0000000000;0.0404189825;0.0051052942;0.0200000908;0.0050000454;0.0100000454;0.0050000454;0.0410202247;0.0410288350;-0.0404189826;0.0405971831;-0.0051052943;0.0059371131;-2368.3037769637;2368.3037769637;-2368.8008956981;2368.8008956981;2368.3037769637;2368.8008956981;0.9931717889;-155.9168138328;1.0000045385;-154.7799758318;
38.0000000000;1.0000029069;7.0597204075;1.5937154564;0.0705972041;0.0159371546;0.0000000000;0.0000000000;0.0404189162;0.0051052775;0.0200000581;0.0050000291;0.0100000291;0.0050000291;0.0410202236;0.0410288340;-0.0404189164;0.0405971168;-0.0051052776;0.0059370963;-2368.3037150806;2368.3037150806;-2368.8008331309;2368.8008331309;2368.3037150806;2368.8008331309;0.9931701612;-159.6027966052;1.0000029069;-158.4659567018;
38.5000000000;1.0000018262;7.0597127731;1.5937121837;0.0705971277;0.0159371218;0.0000000000;0.0000000000;0.0404188724;0.0051052664;0.0200000365;0.0050000183;0.0100000183;0.0050000183;0.0410202229;0.0410288332;-0.0404188725;0.0405970729;-0.0051052665;0.0059370852;-2368.3036738983;2368.3036738983;-2368.8007914955;2368.8007914955;2368.3036738983;2368.8007914955;0.9931690831;-163.2089593975;1.0000018262;-162.0721182340;
39.0000000000;1.0000011642;7.0597080955;1.5937101782;0.0705970810;0.0159371018;0.0000000000;0.0000000000;0.0404188455;0.0051052596;0.0200000233;0.0050000116;0.0100000116;0.0050000116;0.0410202225;0.0410288328;-0.0404188456;0.0405970459;-0.0051052597;0.0059370784;-2368.3036484577;2368.3036484577;-2368.8007657774;2368.8007657774;2368.3036484577;2368.8007657774;0.9931684226;-166.7372039363;1.0000011642;-165.6003620010;
39.5000000000;1.0000007842;7.0597054098;1.5937090265;0.0705970541;0.0159370903;0.0000000000;0.0000000000;0.0404188301;0.0051052557;0.0200000157;0.0050000078;0.0100000078;0.0050000078;0.0410202222;0.0410288325;-0.0404188302;0.0405970305;-0.0051052558;0.0059370745;-2368.3036336404;2368.3036336404;-2368.8007508007;2368.8007508007;2368.3036336404;2368.8007508007;0.9931680435;-170.1894294511;1.0000007842;-169.0525870728;
40.0000000000;1.0000005787;7.0597039569;1.5937084030;0.0705970396;0.0159370840;0.0000000000;0.0000000000;0.0404188217;0.0051052536;0.0200000116;0.0050000058;0.0100000058;0.0050000058;0.0410202221;0.0410288324;-0.0404188218;0.0405970221;-0.0051052537;0.0059370724;-2368.3036254168;2368.3036254168;-2368.8007424911;2368.8007424911;2368.3036254168;2368.8007424911;0.9931678385;-173.5675143323;1.0000005787;-172.4306717145;
40.5000000000;1.0000004736;7.0597032138;1.5937080839;0.0705970321;0.0159370808;0.0000000000;0.0000000000;0.0404188175;0.0051052525;0.0200000095;0.0050000047;0.0100000047;0.0050000047;0.0410202220;0.0410288323;-0.0404188175;0.0405970179;-0.0051052526;0.0059370713;-2368.3036210117;2368.3036210117;-2368.8007380420;2368.8007380420;2368.3036210117;2368.8007380420;0.9931677337;-176.8733046627;1.0000004736;-175.7364619226;
41.0000000000;1.0000004225;7.0597028519;1.5937079282;0.0705970285;0.0159370793;0.0000000000;0.0000000000;0.0404188154;0.0051052520;0.0200000085;0.0050000042;0.0100000042;0.0050000042;0.0410202220;0.0410288323;-0.0404188155;0.0405970158;-0.0051052521;0.0059370708;-2368.3036186774;2368.3036186774;-2368.8007356864;2368.8007356864;2368.3036186774;2368.8007356864;0.9931676828;179.8913921914;1.0000004225;-178.9717650091;
41.5000000000;1.0000003982;7.0597026792;1.5937078536;0.0705970268;0.0159370785;0.0000000000;0.0000000000;0.0404188144;0.0051052517;0.0200000080;0.0050000040;0.0100000040;0.0050000040;0.0410202219;0.0410288322;-0.0404188145;0.0405970148;-0.0051052518;0.0059370705;-2368.3036173909;2368.3036173909;-2368.8007343898;2368.8007343898;2368.3036173909;2368.8007343898;0.9931676585;176.7248106588;1.0000003982;177.8616534865;
42.0000000000;1.0000003859;7.0597025912;1.5937078154;0.0705970259;0.0159370782;0.0000000000;0.0000000000;0.0404188139;0.0051052516;0.0200000077;0.0050000039;0.0100000039;0.0050000039;0.0410202219;0.0410288322;-0.0404188140;0.0405970143;-0.0051052517;0.0059370704;-2368.3036165932;2368.3036165932;-2368.8007335869;2368.8007335869;2368.3036165932;2368.8007335869;0.9931676462;173.6252280244;1.0000003859;174.7620708664;
42.5000000000;1.0000003781;7.0597025353;1.5937077910;0.0705970254;0.0159370779;0.0000000000;0.0000000000;0.0404188136;0.0051052515;0.0200000076;0.0050000038;0.0100000038;0.0050000038;0.0410202219;0.0410288322;-0.0404188136;0.0405970140;-0.0051052516;0.0059370703;-2368.3036160006;2368.3036160006;-2368.8007329911;2368.8007329911;2368.3036160006;2368.8007329911;0.9931676384;170.5909643598;1.0000003781;171.7278072108;
43.0000000000;1.0000003714;7.0597024876;1.5937077701;0.0705970249;0.0159370777;0.0000000000;0.0000000000;0.0404188133;0.0051052515;0.0200000074;0.0050000037;0.0100000037;0.0050000037;0.0410202219;0.0410288322;-0.0404188134;0.0405970137;-0.0051052515;0.0059370702;-2368.3036154820;2368.3036154820;-2368.8007324698;2368.8007324698;2368.3036154820;2368.8007324698;0.9931676318;167.6203818699;1.0000003714;168.7572247286;
43.5000000000;1.0000003646;7.0597024387;1.5937077489;0.0705970244;0.0159370775;0.0000000000;0.0000000000;0.0404188130;0.0051052514;0.0200000073;0.0050000036;0.0100000036;0.0050000036;0.0410202219;0.0410288322;-0.0404188131;0.0405970134;-0.0051052514;0.0059370702;-2368.3036149847;2368.3036149847;-2368.8007319697;2368.8007319697;2368.3036149847;2368.8007319697;0.9931676250;164.7118839715;1.0000003646;165.8487268380;
44.0000000000;1.0000003573;7.0597023864;1.5937077261;0.0705970239;0.0159370773;0.0000000000;0.0000000000;0.0404188127;0.0051052513;0.0200000071;0.0050000036;0.0100000036;0.0050000036;0.0410202219;0.0410288322;-0.0404188128;0.0405970131;-0.0051052514;0.0059370701;-2368.3036144926;2368.3036144926;-2368.8007314746;2368.8007314746;2368.3036144926;2368.8007314746;0.9931676177;161.8639142707;1.0000003573;163.0007571457;
44.5000000000;1.0000003495;7.0597023310;1.5937077021;0.0705970233;0.0159370770;0.0000000000;0.0000000000;0.0404188124;0.0051052512;0.0200000070;0.0050000035;0.0100000035;0.0050000035;0.0410202219;0.0410288322;-0.0404188125;0.0405970128;-0.0051052513;0.0059370700;-2368.3036140049;2368.3036140049;-2368.8007309836;2368.8007309836;2368.3036140049;2368.8007309836;0.9931676099;159.0749555245;1.0000003495;160.2117984085;
45.0000000000;1.0000003415;7.0597022736;1.5937076772;0.0705970227;0.0159370768;0.0000000000;0.0000000000;0.0404188121;0.0051052512;0.0200000068;0.0050000034;0.0100000034;0.0050000034;0.0410202219;0.0410288322;-0.0404188121;0.0405970125;-0.0051052512;0.0059370699;-2368.3036135252;2368.3036135252;-2368.8007305006;2368.8007305006;2368.3036135252;2368.8007305006;0.9931676019;156.3435286198;1.0000003415;157.4803715131;
45.5000000000;1.0000003333;7.0597022154;1.5937076521;0.0705970222;0.0159370765;0.0000000000;0.0000000000;0.0404188118;0.0051052511;0.0200000067;0.0050000033;0.0100000033;0.0050000033;0.0410202219;0.0410288322;-0.0404188118;0.0405970121;-0.0051052511;0.0059370698;-2368.3036130577;2368.3036130577;-2368.8007300297;2368.8007300297;2368.3036130577;2368.8007300297;0.9931675937;153.6681915848;1.0000003333;154.8050344876;
46.0000000000;1.0000003251;7.0597021573;1.5937076270;0.0705970216;0.0159370763;0.0000000000;0.0000000000;0.0404188114;0.0051052510;0.0200000065;0.0050000033;0.0100000033;0.0050000033;0.0410202218;0.0410288322;-0.0404188115;0.0405970118;-0.0051052510;0.0059370697;-2368.3036126051;2368.3036126051;-2368.8007295737;2368.8007295737;2368.3036126051;2368.8007295737;0.9931675856;151.0475386346;1.0000003251;152.1843815469;
46.5000000000;1.0000003170;7.0597020999;1.5937076022;0.0705970210;0.0159370760;0.0000000000;0.0000000000;0.0404188111;0.0051052509;0.0200000063;0.0050000032;0.0100000032;0.0050000032;0.0410202218;0.0410288322;-0.0404188111;0.0405970115;-0.0051052509;0.0059370697;-2368.3036121690;2368.3036121690;-2368.8007291343;2368.8007291343;2368.3036121690;2368.8007291343;0.9931675775;148.4801992484;1.0000003170;149.6170421701;
47.0000000000;1.0000003091;7.0597020436;1.5937075779;0.0705970204;0.0159370758;0.0000000000;0.0000000000;0.0404188108;0.0051052508;0.0200000062;0.0050000031;0.0100000031;0.0050000031;0.0410202218;0.0410288322;-0.0404188108;0.0405970111;-0.0051052509;0.0059370696;-2368.3036117500;2368.3036117500;-2368.8007287119;2368.8007287119;2368.3036117500;2368.8007287119;0.9931675696;145.9648372757;1.0000003091;147.1016802065;
47.5000000000;1.0000003014;7.0597019885;1.5937075541;0.0705970199;0.0159370755;0.0000000000;0.0000000000;0.0404188105;0.0051052507;0.0200000060;0.0050000030;0.0100000030;0.0050000030;0.0410202218;0.0410288321;-0.0404188105;0.0405970108;-0.0051052508;0.0059370695;-2368.3036113477;2368.3036113477;-2368.8007283064;2368.8007283064;2368.3036113477;2368.8007283064;0.9931675619;143.5001500690;1.0000003014;144.6369930089;
48.0000000000;1.0000002938;7.0597019347;1.5937075309;0.0705970193;0.0159370753;0.0000000000;0.0000000000;0.0404188102;0.0051052507;0.0200000059;0.0050000029;0.0100000029;0.0050000029;0.0410202218;0.0410288321;-0.0404188102;0.0405970105;-0.0051052507;0.0059370694;-2368.3036109616;2368.3036109616;-2368.8007279171;2368.8007279171;2368.3036109616;2368.8007279171;0.9931675543;141.0848676412;1.0000002938;142.2217105899;
48.5000000000;1.0000002864;7.0597018823;1.5937075083;0.0705970188;0.0159370751;0.0000000000;0.0000000000;0.0404188099;0.0051052506;0.0200000057;0.0050000029;0.0100000029;0.0050000029;0.0410202218;0.0410288321;-0.0404188099;0.0405970102;-0.0051052506;0.0059370693;-2368.3036105908;2368.3036105908;-2368.8007275433;2368.8007275433;2368.3036105908;2368.8007275433;0.9931675470;138.7177518445;1.0000002864;139.8545948017;
49.0000000000;1.0000002792;7.0597018312;1.5937074863;0.0705970183;0.0159370749;0.0000000000;0.0000000000;0.0404188096;0.0051052505;0.0200000056;0.0050000028;0.0100000028;0.0050000028;0.0410202218;0.0410288321;-0.0404188096;0.0405970099;-0.0051052505;0.0059370693;-2368.3036102345;2368.3036102345;-2368.8007271840;2368.8007271840;2368.3036102345;2368.8007271840;0.9931675398;136.3975955710;1.0000002792;137.5344385366;
49.5000000000;1.0000002722;7.0597017814;1.5937074649;0.0705970178;0.0159370746;0.0000000000;0.0000000000;0.0404188093;0.0051052504;0.0200000054;0.0050000027;0.0100000027;0.0050000027;0.0410202218;0.0410288321;-0.0404188093;0.0405970096;-0.0051052505;0.0059370692;-2368.3036098918;2368.3036098918;-2368.8007268383;2368.8007268383;2368.3036098918;2368.8007268383;0.9931675328;134.1232219746;1.0000002722;135.2600649483;
50.0000000000;1.0000002653;7.0597017329;1.5937074440;0.0705970173;0.0159370744;0.0000000000;0.0000000000;0.0404188090;0.0051052504;0.0200000053;0.0050000027;0.0100000027;0.0050000027;0.0410202218;0.0410288321;-0.0404188090;0.0405970094;-0.0051052504;0.0059370691;-2368.3036095619;2368.3036095619;-2368.8007265056;2368.8007265056;2368.3036095619;2368.8007265056;0.9931675259;131.8934837108;1.0000002653;133.0303266924;
50.5000000000;1.0000002587;7.0597016857;1.5937074236;0.0705970169;0.0159370742;0.0000000000;0.0000000000;0.0404188087;0.0051052503;0.0200000052;0.0050000026;0.0100000026;0.0050000026;0.0410202218;0.0410288321;-0.0404188088;0.0405970091;-0.0051052503;0.0059370690;-2368.3036092440;2368.3036092440;-2368.8007261849;2368.8007261849;2368.3036092440;2368.8007261849;0.9931675193;129.7072621975;1.0000002587;130.8441051869;
51.0000000000;1.0000002522;7.0597016396;1.5937074038;0.0705970164;0.0159370740;0.0000000000;0.0000000000;0.0404188085;0.0051052502;0.0200000050;0.0050000025;0.0100000025;0.0050000025;0.0410202218;0.0410288321;-0.0404188085;0.0405970088;-0.0051052503;0.0059370690;-2368.3036089374;2368.3036089374;-2368.8007258757;2368.8007258757;2368.3036089374;2368.8007258757;0.9931675128;127.5634668933;1.0000002522;128.7003098903;
51.5000000000;1.0000002458;7.0597015947;1.5937073845;0.0705970159;0.0159370738;0.0000000000;0.0000000000;0.0404188082;0.0051052502;0.0200000049;0.0050000025;0.0100000025;0.0050000025;0.0410202218;0.0410288321;-0.0404188082;0.0405970086;-0.0051052502;0.0059370689;-2368.3036086416;2368.3036086416;-2368.8007255772;2368.8007255772;2368.3036086416;2368.8007255772;0.9931675065;125.4610345941;1.0000002458;126.5978775985;
52.0000000000;1.0000002397;7.0597015510;1.5937073657;0.0705970155;0.0159370737;0.0000000000;0.0000000000;0.0404188080;0.0051052501;0.0200000048;0.0050000024;0.0100000024;0.0050000024;0.0410202218;0.0410288321;-0.0404188080;0.0405970083;-0.0051052501;0.0059370688;-2368.3036083559;2368.3036083559;-2368.8007252889;2368.8007252889;2368.3036083559;2368.8007252889;0.9931675003;123.3989287475;1.0000002397;124.5357717590;
52.5000000000;1.0000002337;7.0597015084;1.5937073474;0.0705970151;0.0159370735;0.0000000000;0.0000000000;0.0404188077;0.0051052501;0.0200000047;0.0050000023;0.0100000023;0.0050000023;0.0410202218;0.0410288321;-0.0404188077;0.0405970081;-0.0051052501;0.0059370688;-2368.3036080798;2368.3036080798;-2368.8007250103;2368.8007250103;2368.3036080798;2368.8007250103;0.9931674943;121.3761387842;1.0000002337;122.5129818027;
53.0000000000;1.0000002278;7.0597014668;1.5937073295;0.0705970147;0.0159370733;0.0000000000;0.0000000000;0.0404188075;0.0051052500;0.0200000046;0.0050000023;0.0100000023;0.0050000023;0.0410202218;0.0410288321;-0.0404188075;0.0405970078;-0.0051052500;0.0059370687;-2368.3036078129;2368.3036078129;-2368.8007247409;2368.8007247409;2368.3036078129;2368.8007247409;0.9931674885;119.3916794665;1.0000002278;120.5285224919;
53.5000000000;1.0000002221;7.0597014264;1.5937073121;0.0705970143;0.0159370731;0.0000000000;0.0000000000;0.0404188072;0.0051052499;0.0200000044;0.0050000022;0.0100000022;0.0050000022;0.0410202218;0.0410288321;-0.0404188073;0.0405970076;-0.0051052500;0.0059370687;-2368.3036075546;2368.3036075546;-2368.8007244802;2368.8007244802;2368.3036075546;2368.8007244802;0.9931674828;117.4445902532;1.0000002221;118.5814332852;
54.0000000000;1.0000002165;7.0597013869;1.5937072951;0.0705970139;0.0159370730;0.0000000000;0.0000000000;0.0404188070;0.0051052499;0.0200000043;0.0050000022;0.0100000022;0.0050000022;0.0410202218;0.0410288321;-0.0404188070;0.0405970074;-0.0051052499;0.0059370686;-2368.3036073046;2368.3036073046;-2368.8007242279;2368.8007242279;2368.3036073046;2368.8007242279;0.9931674772;115.5339346795;1.0000002165;116.6707777180;
54.5000000000;1.0000002111;7.0597013484;1.5937072786;0.0705970135;0.0159370728;0.0000000000;0.0000000000;0.0404188068;0.0051052498;0.0200000042;0.0050000021;0.0100000021;0.0050000021;0.0410202218;0.0410288321;-0.0404188068;0.0405970071;-0.0051052498;0.0059370686;-2368.3036070626;2368.3036070626;-2368.8007239836;2368.8007239836;2368.3036070626;2368.8007239836;0.9931674718;113.6587997539;1.0000002111;114.7956427987;
55.0000000000;1.0000002058;7.0597013109;1.5937072625;0.0705970131;0.0159370726;0.0000000000;0.0000000000;0.0404188066;0.0051052498;0.0200000041;0.0050000021;0.0100000021;0.0050000021;0.0410202217;0.0410288321;-0.0404188066;0.0405970069;-0.0051052498;0.0059370685;-2368.3036068281;2368.3036068281;-2368.8007237469;2368.8007237469;2368.3036068281;2368.8007237469;0.9931674665;111.8182953693;1.0000002058;112.9551384202;
55.5000000000;1.0000002006;7.0597012744;1.5937072468;0.0705970127;0.0159370725;0.0000000000;0.0000000000;0.0404188064;0.0051052497;0.0200000040;0.0050000020;0.0100000020;0.0050000020;0.0410202217;0.0410288321;-0.0404188064;0.0405970067;-0.0051052497;0.0059370684;-2368.3036066008;2368.3036066008;-2368.8007235174;2368.8007235174;2368.3036066008;2368.8007235174;0.9931674614;110.0115537289;1.0000002006;111.1483967858;
56.0000000000;1.0000001956;7.0597012388;1.5937072314;0.0705970124;0.0159370723;0.0000000000;0.0000000000;0.0404188062;0.0051052497;0.0200000039;0.0050000020;0.0100000020;0.0050000020;0.0410202217;0.0410288321;-0.0404188062;0.0405970065;-0.0051052497;0.0059370684;-2368.3036063804;2368.3036063804;-2368.8007232950;2368.8007232950;2368.3036063804;2368.8007232950;0.9931674564;108.2377287870;1.0000001956;109.3745718498;
56.5000000000;1.0000001907;7.0597012041;1.5937072165;0.0705970120;0.0159370722;0.0000000000;0.0000000000;0.0404188060;0.0051052496;0.0200000038;0.0050000019;0.0100000019;0.0050000019;0.0410202217;0.0410288321;-0.0404188060;0.0405970063;-0.0051052496;0.0059370683;-2368.3036061668;2368.3036061668;-2368.8007230793;2368.8007230793;2368.3036061668;2368.8007230793;0.9931674515;106.4959957034;1.0000001907;107.6328387719;
57.0000000000;1.0000001859;7.0597011702;1.5937072020;0.0705970117;0.0159370720;0.0000000000;0.0000000000;0.0404188058;0.0051052496;0.0200000037;0.0050000019;0.0100000019;0.0050000019;0.0410202217;0.0410288321;-0.0404188058;0.0405970061;-0.0051052496;0.0059370683;-2368.3036059595;2368.3036059595;-2368.8007228700;2368.8007228700;2368.3036059595;2368.8007228700;0.9931674467;104.7855503119;1.0000001859;105.9223933860;
57.5000000000;1.0000001812;7.0597011372;1.5937071878;0.0705970114;0.0159370719;0.0000000000;0.0000000000;0.0404188056;0.0051052495;0.0200000036;0.0050000018;0.0100000018;0.0050000018;0.0410202217;0.0410288320;-0.0404188056;0.0405970059;-0.0051052495;0.0059370682;-2368.3036057583;2368.3036057583;-2368.8007226669;2368.8007226669;2368.3036057583;2368.8007226669;0.9931674421;103.1056086015;1.0000001812;104.2424516810;
58.0000000000;1.0000001767;7.0597011051;1.5937071740;0.0705970111;0.0159370717;0.0000000000;0.0000000000;0.0404188054;0.0051052495;0.0200000035;0.0050000018;0.0100000018;0.0050000018;0.0410202217;0.0410288320;-0.0404188054;0.0405970057;-0.0051052495;0.0059370682;-2368.3036055631;2368.3036055631;-2368.8007224697;2368.8007224697;2368.3036055631;2368.8007224697;0.9931674375;101.4554062113;1.0000001767;102.5922492961;
58.5000000000;1.0000001723;7.0597010737;1.5937071605;0.0705970107;0.0159370716;0.0000000000;0.0000000000;0.0404188052;0.0051052494;0.0200000034;0.0050000017;0.0100000017;0.0050000017;0.0410202217;0.0410288320;-0.0404188052;0.0405970056;-0.0051052494;0.0059370682;-2368.3036053735;2368.3036053735;-2368.8007222783;2368.8007222783;2368.3036053735;2368.8007222783;0.9931674331;99.8341979378;1.0000001723;100.9710410277;
59.0000000000;1.0000001679;7.0597010432;1.5937071474;0.0705970104;0.0159370715;0.0000000000;0.0000000000;0.0404188050;0.0051052494;0.0200000034;0.0050000017;0.0100000017;0.0050000017;0.0410202217;0.0410288320;-0.0404188051;0.0405970054;-0.0051052494;0.0059370681;-2368.3036051894;2368.3036051894;-2368.8007220924;2368.8007220924;2368.3036051894;2368.8007220924;0.9931674288;98.2412572543;1.0000001679;99.3781003493;
59.5000000000;1.0000001637;7.0597010134;1.5937071346;0.0705970101;0.0159370713;0.0000000000;0.0000000000;0.0404188049;0.0051052493;0.0200000033;0.0050000016;0.0100000016;0.0050000016;0.0410202217;0.0410288320;-0.0404188049;0.0405970052;-0.0051052493;0.0059370681;-2368.3036050106;2368.3036050106;-2368.8007219118;2368.8007219118;2368.3036050106;2368.8007219118;0.9931674246;96.6758758429;1.0000001637;97.8127189428;
60.0000000000;1.0000001596;7.0597009843;1.5937071222;0.0705970098;0.0159370712;0.0000000000;0.0000000000;0.0404188047;0.0051052493;0.0200000032;0.0050000016;0.0100000016;0.0050000016;0.0410202217;0.0410288320;-0.0404188047;0.0405970050;-0.0051052493;0.0059370680;-2368.3036048369;2368.3036048369;-2368.8007217364;2368.8007217364;2368.3036048369;2368.8007217364;0.9931674205;95.1373631379;1.0000001596;96.2742062425;
