"time","Conv1000.IConvPu","Conv250.IConvPu","Conv500.IConvPu","Droop.omegaPu","Matching.omegaPu","dVOC.omegaPu","Conv1000.omegaPu","Conv250.omegaPu","Conv500.omegaPu"
0.132,0.6329385424553343,0.6249794401298099,0.6196436908840278,0.999895137048488,0.9999274738351929,0.9999281557752749,0.9999274738351929,0.999895137048488,0.9999281557752749
0.138,0.6329744405515038,0.6246497044903099,0.6197350640382198,0.9998985218685038,0.9999267439630772,0.9999278809644313,0.9999267439630772,0.9998985218685038,0.9999278809644313
0.144,0.6329833243519107,0.6244234541525364,0.6198248072519704,0.9999025632780419,0.9999265589476347,0.9999276049417301,0.9999265589476347,0.9999025632780419,0.9999276049417301
0.15,0.6329773325852885,0.6243166643160671,0.6198837648963146,0.9999063839545701,0.9999266785090246,0.9999274192190036,0.9999266785090246,0.9999063839545701,0.9999274192190036
0.156,0.6329692401712267,0.6243021894220495,0.6199025302035809,0.9999094051540713,0.9999268453876435,0.9999273560749046,0.9999268453876435,0.9999094051540713,0.9999273560749046
0.162,0.6329668959653575,0.6243309404133939,0.6198911963573227,0.9999114577514688,0.999926898818511,0.9999273874700879,0.999926898818511,0.9999114577514688,0.9999273874700879
0.168,0.6329717682735431,0.6243538676226057,0.619871150918924,0.9999127339529946,0.9999268060536184,0.999927448991811,0.9999268060536184,0.9999127339529946,0.999927448991811
0.174,0.6329811401807606,0.6243434175706892,0.6198605044234105,0.9999135810430336,0.9999266202216348,0.9999274844088125,0.9999266202216348,0.9999135810430336,0.9999274844088125
0.18,0.6329913265539923,0.624292124350421,0.6198690091276269,0.9999143455826537,0.9999264154489869,0.9999274621868491,0.9999264154489869,0.9999143455826537,0.9999274621868491
0.186,0.6329995201581701,0.6242102921106208,0.6198959844489075,0.9999152663343227,0.9999262493181549,0.9999273826803243,0.9999262493181549,0.9999152663343227,0.9999273826803243
0.192,0.6330046491673847,0.6241180562335227,0.6199329110095693,0.9999164218290797,0.9999261446883254,0.9999272709333273,0.9999261446883254,0.9999164218290797,0.9999272709333273
0.198,0.6330070688201533,0.6240359492528711,0.6199688345649811,0.9999177461985925,0.9999260951747557,0.9999271604271904,0.9999260951747557,0.9999177461985925,0.9999271604271904
0.204,0.633007688668042,0.6239776779772395,0.6199955641914066,0.9999190904001002,0.9999260824775926,0.9999270769634832,0.9999260824775926,0.9999190904001002,0.9999270769634832
0.21,0.6330072206383445,0.6239470159967119,0.6200104502005245,0.9999202965051086,0.9999260917675594,0.9999270296577939,0.9999260917675594,0.9999202965051086,0.9999270296577939
0.216,0.6330059271184402,0.6239388266930178,0.6200161042144392,0.9999212565650649,0.9999261172311726,0.9999270112901421,0.9999261172311726,0.9999212565650649,0.9999270112901421
0.222,0.6330038320441752,0.6239428368377224,0.6200179192345117,0.9999219399954418,0.9999261582010943,0.9999270056153458,0.9999261582010943,0.9999219399954418,0.9999270056153458
0.228,0.6330010868540884,0.6239482038482808,0.6200210172785414,0.999922388074034,0.999926211879693,0.9999269967232236,0.999926211879693,0.999922388074034,0.9999269967232236
0.234,0.6329981671698893,0.6239471466385588,0.6200281154629149,0.9999226855602765,0.9999262691868165,0.9999269758046158,0.9999262691868165,0.9999226855602765,0.9999269758046158
0.24,0.6329957601376296,0.6239366601974725,0.6200390264881476,0.9999229246149044,0.9999263167125434,0.999926942972597,0.9999263167125434,0.9999229246149044,0.999926942972597
0.246,0.6329944333671593,0.6239188270736989,0.6200512793438084,0.9999231780534529,0.9999263431047589,0.9999269055790945,0.9999263431047589,0.9999231780534529,0.9999269055790945
0.252,0.6329942101695174,0.6238974142785408,0.6200628331454884,0.9999234677645571,0.99992634766056,0.9999268699418967,0.99992634766056,0.9999234677645571,0.9999268699418967
0.258,0.6329947030225024,0.6238768194142125,0.6200722543296366,0.9999237896822506,0.9999263378129317,0.9999268406479289,0.9999263378129317,0.9999237896822506,0.9999268406479289
0.264,0.6329953458773496,0.6238600437014914,0.6200792454871786,0.999924122959519,0.9999263246729628,0.9999268187974968,0.9999263246729628,0.999924122959519,0.9999268187974968
0.27,0.6329955538188374,0.6238486563737787,0.6200843079912298,0.999924439318718,0.9999263198695771,0.9999268029928426,0.9999263198695771,0.999924439318718,0.9999268029928426
0.276,0.6329949585886162,0.6238425214339881,0.6200883629741419,0.9999247141816583,0.9999263308685629,0.9999267904525946,0.9999263308685629,0.9999247141816583,0.9999267904525946
0.282,0.6329935292847154,0.623840203140094,0.6200922734934043,0.9999249338723486,0.9999263584980915,0.9999267784853877,0.9999263584980915,0.9999249338723486,0.9999267784853877
0.288,0.6329915574418212,0.6238396511593099,0.6200965152467717,0.9999250980731931,0.9999263971473462,0.9999267655408938,0.9999263971473462,0.9999250980731931,0.9999267655408938
0.294,0.6329895371701864,0.6238388684309377,0.6201010823683604,0.9999252183672848,0.9999264370726402,0.9999267515480573,0.9999264370726402,0.9999252183672848,0.9999267515480573
0.3,0.6329879135181886,0.623836636148006,0.6201056466518093,0.9999253117386452,0.9999264693715713,0.9999267374729142,0.9999264693715713,0.9999253117386452,0.9999267374729142
0.306,0.6329869443332288,0.6238325629511642,0.6201098326304989,0.9999253948066958,0.9999264887798456,0.9999267244753112,0.9999264887798456,0.9999253948066958,0.9999267244753112
0.312,0.6329866411929628,0.6238269879405118,0.6201134004564961,0.9999254800026369,0.999926494905947,0.9999267133329689,0.999926494905947,0.9999254800026369,0.9999267133329689
0.318,0.6329867145742158,0.6238209293853415,0.6201163958077223,0.9999255721589199,0.9999264933917258,0.9999267039598077,0.9999264933917258,0.9999255721589199,0.9999267039598077
0.324,0.6329868871518989,0.6238151844583013,0.6201189729507607,0.9999256704608245,0.9999264897231221,0.9999266959103278,0.9999264897231221,0.9999256704608245,0.9999266959103278
0.33,0.632986924841061,0.6238102815431019,0.6201213588283077,0.9999257681605042,0.9999264886403179,0.9999266884794616,0.9999264886403179,0.9999257681605042,0.9999266884794616
0.336,0.6329868080640016,0.6238062637169722,0.6201235744674382,0.9999258643994059,0.9999264905449303,0.9999266816005465,0.9999264905449303,0.9999258643994059,0.9999266816005465
0.342,0.6329864054838696,0.6238033927157888,0.62012579017213,0.9999259501782917,0.9999264981882248,0.9999266747207652,0.9999264981882248,0.9999259501782917,0.9999266747207652
0.348,0.6329858037813246,0.6238014547656284,0.6201279353050618,0.9999260270037382,0.9999265098281511,0.9999266680574284,0.9999265098281511,0.9999260270037382,0.9999266680574284
0.354,0.6329851108080461,0.6238001300135365,0.6201299762390415,0.9999260910384252,0.9999265233910724,0.9999266616900249,0.9999265233910724,0.9999260910384252,0.9999266616900249
0.36,0.6329844132326511,0.6237991810660252,0.6201318535270085,0.999926144433039,0.9999265371243322,0.9999266558072175,0.9999265371243322,0.999926144433039,0.9999266558072175
0.366,0.632983815509046,0.6237983145095648,0.6201335075849125,0.9999261878324331,0.9999265489477172,0.9999266505899639,0.9999265489477172,0.9999261878324331,0.9999266505899639
0.372,0.6329833773539001,0.6237972965976093,0.6201349254827936,0.9999262252763121,0.9999265576177208,0.9999266460934176,0.9999265576177208,0.9999262252763121,0.9999266460934176
0.378,0.6329830998592313,0.6237961123210979,0.6201361112996725,0.9999262572184902,0.9999265631069278,0.9999266423066717,0.9999265631069278,0.9999262572184902,0.9999266423066717
0.384,0.6329829401101087,0.6237947390890963,0.6201371485143845,0.9999262881004868,0.9999265662145094,0.9999266389897669,0.9999265662145094,0.9999262881004868,0.9999266389897669
0.39,0.6329828753720032,0.6237932493112073,0.6201380483922481,0.9999263171174939,0.9999265674068094,0.9999266361039483,0.9999265674068094,0.9999263171174939,0.9999266361039483
0.396,0.6329828177471808,0.6237917904513153,0.6201389065381182,0.9999263460741696,0.9999265684215572,0.9999266333588462,0.9999265684215572,0.9999263460741696,0.9999266333588462
0.402,0.6329827504113339,0.623790444724979,0.6201397202304735,0.9999263737954848,0.9999265696194881,0.9999266307546788,0.9999265696194881,0.9999263737954848,0.9999266307546788
0.408,0.6329826333868588,0.6237893237946284,0.620140515589977,0.9999263998464122,0.9999265718141828,0.9999266282054657,0.9999265718141828,0.9999263998464122,0.9999266282054657
0.414,0.6329824855989039,0.6237883748005325,0.6201412802512833,0.9999264244328908,0.9999265746204971,0.9999266257519096,0.9999265746204971,0.9999264244328908,0.9999266257519096
0.42,0.6329823106053419,0.6237875931651885,0.620142010151445,0.9999264474459478,0.9999265779695441,0.9999266234060188,0.9999265779695441,0.9999264474459478,0.9999266234060188
0.426,0.6329821499640733,0.6237869254153738,0.6201426578328038,0.9999264676127165,0.9999265810566782,0.9999266213080605,0.9999265810566782,0.9999264676127165,0.9999266213080605
0.432,0.6329819793159294,0.6237864028944083,0.6201432511127021,0.9999264856792875,0.9999265843535419,0.9999266193758173,0.9999265843535419,0.9999264856792875,0.9999266193758173
0.438,0.6329817986609082,0.6237860256023624,0.6201437899911671,0.9999265016456611,0.9999265878601356,0.9999266176092891,0.9999265878601356,0.9999265016456611,0.9999266176092891
0.444,0.6329816366394689,0.6237857022416822,0.6201442659259375,0.9999265157122654,0.9999265910050412,0.9999266160363285,0.9999265910050412,0.9999265157122654,0.9999266160363285
0.45,0.6329815027352425,0.6237854025810208,0.6201446760884441,0.9999265279454678,0.9999265935990465,0.9999266146661583,0.9999265935990465,0.9999265279454678,0.9999266146661583
0.456,0.6329813822851063,0.6237851733620466,0.6201450248521226,0.9999265382426543,0.9999265959347017,0.9999266134845188,0.9999265959347017,0.9999265382426543,0.9999266134845188
0.462,0.6329812759744089,0.6237850049264592,0.6201453155811794,0.9999265467384523,0.9999265979970737,0.9999266124814925,0.9999265979970737,0.9999265467384523,0.9999266124814925
0.468,0.6329811916559047,0.6237847866103154,0.6201455868226007,0.9999265549754245,0.9999265996150597,0.9999266115434451,0.9999265996150597,0.9999265549754245,0.9999266115434451
0.474,0.6329811247220997,0.6237845833440331,0.6201458159594668,0.9999265620484938,0.9999266008890517,0.9999266107370497,0.9999266008890517,0.9999265620484938,0.9999266107370497
0.48,0.6329810751729936,0.6237843951275396,0.620146002991775,0.99992656795766,0.9999266018190498,0.9999266100623067,0.9999266018190498,0.99992656795766,0.9999266100623067
0.486,0.6329810277759759,0.6237842180349392,0.6201461793814292,0.9999265735721303,0.9999266027065019,0.9999266094221715,0.9999266027065019,0.9999265735721303,0.9999266094221715
0.492,0.6329809775760863,0.6237840507892399,0.6201463553625519,0.9999265791746458,0.9999266036494656,0.9999266087850769,0.9999266036494656,0.9999265791746458,0.9999266087850769
0.498,0.6329809323212859,0.6237838953873002,0.620146514932259,0.9999265843230902,0.9999266044946109,0.9999266082003838,0.9999266044946109,0.9999265843230902,0.9999266082003838
0.5000000001500051,0.6329809183352604,0.6237838462185965,0.6201465644751832,0.9999265859383338,0.9999266047545887,0.999926608017131,0.9999266047545887,0.9999265859383338,0.999926608017131
0.5000000001500051,0.6329809183352604,0.6237838462185965,0.6201465644751832,0.9999265859383338,0.9999266047545887,0.999926608017131,0.9999266047545887,0.9999265859383338,0.999926608017131
0.504,0.4641376540906296,0.8694831658682555,0.7199654501684607,0.9997173010817948,1.004455120502945,0.9997275494101543,1.004455120502945,0.9997173010817948,0.9997275494101543
0.51,0.2822895994280624,1.006420775967272,0.9891933387846664,0.9981012443728601,1.007330224078227,0.998972986708926,1.007330224078227,0.9981012443728601,0.998972986708926
0.516,0.3233283750640662,0.9512360005396161,0.9790061975951662,0.996852458519675,1.006163339589571,0.9989130152426652,1.006163339589571,0.996852458519675,0.9989130152426652
0.522,0.3921606803169769,0.989744215356844,0.8570607300990585,0.9959174684146932,1.004771952589582,0.9993691045633198,1.004771952589582,0.9959174684146932,0.9993691045633198
0.528,0.4520730543151335,1.007768387020952,0.7195944471493605,0.9950463430876504,1.003592560706908,0.9997983274045387,1.003592560706908,0.9950463430876504,0.9997983274045387
0.534,0.4705892241639974,1.008702830872147,0.637155586432379,0.9944418393204133,1.003195507292657,0.9999913310623495,1.003195507292657,0.9944418393204133,0.9999913310623495
0.54,0.460759184013825,1.005630073550344,0.637561311588706,0.9940446757802479,1.00341557122849,0.9999519320921022,1.00341557122849,0.9940446757802479,0.9999519320921022
0.546,0.4500359034552833,1.002512432309128,0.6689103946322182,0.9937774353627299,1.003625439171255,0.9998541406610228,1.003625439171255,0.9937774353627299,0.9998541406610228
0.552,0.4573509320751646,1.00038760187316,0.678496073858865,0.993580963832751,1.003472012537869,0.9998457119153652,1.003472012537869,0.993580963832751,0.9998457119153652
0.5580000000000001,0.4803661105216996,0.998745761643426,0.655793314624169,0.9934299629076585,1.003018110625176,0.9999475638483758,1.003018110625176,0.9934299629076585,0.9999475638483758
0.5639999999999999,0.5052593923818766,0.9932151017548667,0.6168409187214414,0.9933388813335736,1.002526026645448,1.000083568175211,1.002526026645448,0.9933388813335736,1.000083568175211
0.57,0.5213628771369814,0.9825177189524914,0.5843002027173569,0.9933308199657576,1.002209101755371,1.000173930153294,1.002209101755371,0.9933308199657576,1.000173930153294
0.576,0.5292196261007734,0.9626508027853069,0.5725905085699848,0.9934343822885865,1.002061065723584,1.00019108044547,1.002061065723584,0.9934343822885865,1.00019108044547
0.582,0.5350929422513906,0.9293684110149252,0.5793061617371723,0.9936955533660754,1.001953325288234,1.000159356159811,1.001953325288234,0.9936955533660754,1.000159356159811
0.588,0.5431306943654592,0.8845204774497549,0.5923885796184573,0.9941485034243932,1.00180089188043,1.000119215020747,1.00180089188043,0.9941485034243932,1.000119215020747
0.594,0.5529280683472479,0.8368792136994214,0.6022488729974905,0.994770199228755,1.001611893674804,1.000096834083749,1.001611893674804,0.994770199228755,1.000096834083749
0.6,0.5621626702655705,0.7971741048391426,0.6057057388000991,0.9954737594133516,1.001433209274958,1.000097514357516,1.001433209274958,0.9954737594133516,1.000097514357516
0.606,0.5695891464291122,0.7716344803128459,0.6037091360835276,0.996150668737886,1.001290309330697,1.000114430858819,1.001290309330697,0.996150668737886,1.000114430858819
0.612,0.5755513098776704,0.75898033301876,0.5985280436659997,0.996724539872706,1.001176543955523,1.000138102227256,1.001176543955523,0.996724539872706,1.000138102227256
0.618,0.5808338186198621,0.7529807274997439,0.592456541090573,0.9971770300537208,1.001076171838105,1.000160555543305,1.001076171838105,0.9971770300537208,1.000160555543305
0.624,0.5857277860953883,0.7474590581020103,0.5874471486169383,0.9975363350400416,1.000983281660189,1.000176347936139,1.000983281660189,0.9975363350400416,1.000176347936139
0.63,0.5900657726749837,0.7391842653611377,0.5847836127106224,0.9978469700086858,1.000901128680312,1.000183236924001,1.000901128680312,0.9978469700086858,1.000183236924001
0.636,0.5937025826244862,0.7279893029816663,0.5846332467182208,0.9981435374655073,1.000832514073974,1.000182744084346,1.000832514073974,0.9981435374655073,1.000182744084346
0.642,0.5967656780075581,0.7155024071627581,0.5860184946489116,0.9984393780900535,1.0007748091218,1.000179255454127,1.0007748091218,0.9984393780900535,1.000179255454127
0.648,0.5995170544059542,0.7038175641489209,0.587437035462973,0.998728975552026,1.000722781735542,1.000177606606865,1.000722781735542,0.998728975552026,1.000177606606865
0.654,0.6021129516157513,0.694582199379398,0.5877114701104881,0.9989971504237702,1.000673412659662,1.000180638930964,1.000673412659662,0.9989971504237702,1.000180638930964
0.66,0.6045311811905427,0.6885124143492948,0.5864872029184558,0.9992288278307694,1.00062728444697,1.000188256508344,1.00062728444697,0.9992288278307694,1.000188256508344
0.666,0.6066742929867791,0.6853008311420817,0.5841747318015018,0.999415851154093,1.000586451338593,1.000198247545117,1.000586451338593,0.999415851154093,1.000198247545117
0.672,0.6084936818909569,0.6839033161347514,0.5815366880948918,0.9995594615518746,1.000551932516836,1.000207938211712,1.000551932516836,0.9995594615518746,1.000207938211712
0.678,0.610024401538762,0.6830751309047977,0.5792445649554261,0.9996686197264375,1.000523028026522,1.000215539692568,1.000523028026522,0.9996686197264375,1.000215539692568
0.6840000000000001,0.611341712985657,0.6819038127301041,0.5776208623229956,0.9997555116397039,1.000498216032439,1.000220635151899,1.000498216032439,0.9997555116397039,1.000220635151899
0.6899999999999999,0.6125092829615152,0.6800727681636146,0.5766268362456654,0.9998306191697159,1.000476212074014,1.00022387141428,1.000476212074014,0.9998306191697159,1.00022387141428
0.696,0.6135631260373379,0.6777918102998913,0.5759999417684452,0.999899969413434,1.000456300243102,1.000226349234946,1.000456300243102,0.999899969413434,1.000226349234946
0.702,0.6145194612147624,0.6755408979832742,0.5754255249487773,0.9999646945532603,1.000438176269548,1.000229055568774,1.000438176269548,0.9999646945532603,1.000229055568774
0.708,0.6153867858556689,0.6737657644982167,0.5746758794207912,1.000022753568593,1.000421700736204,1.000232512328777,1.000421700736204,1.000022753568593,1.000232512328777
0.714,0.6161705032354402,0.6726772955030964,0.5736751536913286,1.000071448518572,1.000406798457204,1.000236703514017,1.000406798457204,1.000071448518572,1.000236703514017
0.72,0.6168731271963033,0.672213304671192,0.5724888031154104,1.00010938956825,1.000393446386377,1.000241226718532,1.000393446386377,1.00010938956825,1.000241226718532
0.726,0.6174960322263024,0.6721288163367585,0.5712613089797794,1.000137260825637,1.000381633447586,1.000245557357581,1.000381633447586,1.000137260825637,1.000245557357581
0.732,0.61804328218928,0.6721391531946995,0.5701366641432849,1.000157413296025,1.000371283746226,1.00024929912716,1.000371283746226,1.000157413296025,1.00024929912716
0.738,0.6185239370968694,0.6720373461169665,0.5691989298615384,1.000172828891156,1.000362214604657,1.000252317475115,1.000362214604657,1.000172828891156,1.000252317475115
0.744,0.6189506253277284,0.6717487482118009,0.5684516932020692,1.000186068074217,1.000354170864269,1.000254732739547,1.000354170864269,1.000186068074217,1.000254732739547
0.75,0.6193354172445197,0.6713190997358818,0.5678373022754892,1.000198598213657,1.00034691182253,1.000256803812241,1.00034691182253,1.000198598213657,1.000256803812241
0.756,0.6196863369581059,0.6708524988088556,0.5672805768435834,1.000210745191648,1.000340281947907,1.000258775762073,1.000340281947907,1.000210745191648,1.000258775762073
0.762,0.6200072482426813,0.6704516031021269,0.5667217029765712,1.000222120103045,1.000334211750682,1.000260797183705,1.000334211750682,1.000222120103045,1.000260797183705
0.768,0.6202990930517891,0.6701757572104962,0.5661345815148495,1.000232098847102,1.000328690745058,1.000262891973532,1.000328690745058,1.000232098847102,1.000262891973532
0.774,0.6205618984618717,0.6700262000390301,0.5655271717244774,1.000240258208368,1.000323725208329,1.000264987986847,1.000323725208329,1.000240258208368,1.000264987986847
0.78,0.6207963430141296,0.6699593067686563,0.5649278464065972,1.00024659428903,1.00031930580162,1.000266977091856,1.00031930580162,1.00024659428903,1.000266977091856
0.786,0.6210043458838026,0.6699149654556936,0.5643674037793887,1.000251493563282,1.000315395898995,1.000268772745913,1.000315395898995,1.000251493563282,1.000268772745913
0.792,0.6211888409947444,0.6698445463674235,0.5638650480755422,1.000255536482878,1.000311937021418,1.000270342958095,1.000311937021418,1.000255536482878,1.000270342958095
0.798,0.6213531408775002,0.6697269137178501,0.563422931174546,1.000259258503313,1.000308862733266,1.000271711789279,1.000308862733266,1.000259258503313,1.000271711789279
0.804,0.6215003190805147,0.6695687607751176,0.5630291238701296,1.000262988727675,1.000306111907252,1.000272937877368,1.000306111907252,1.000262988727675,1.000272937877368
0.8100000000000001,0.621632816780094,0.6693949025670447,0.5626648256340037,1.000266798123718,1.000303637060053,1.00027408621637,1.000303637060053,1.000266798123718,1.00027408621637
0.8159999999999999,0.6217521665503734,0.6692310495917746,0.5623142783502634,1.00027056909741,1.000301409591989,1.000275199442308,1.000301409591989,1.00027056909741,1.000275199442308
0.822,0.62185922927605,0.6690928514138109,0.5619693364519964,1.00027413183114,1.000299414454758,1.000276291583568,1.000299414454758,1.00027413183114,1.000276291583568
0.828,0.6219545951421017,0.6689847836717824,0.561628567427045,1.000277346964574,1.000297641833484,1.000277356529677,1.000297641833484,1.000277346964574,1.000277356529677
0.834,0.6220388178460686,0.6689006515632678,0.5612959646974334,1.000280156954878,1.000296082173575,1.000278375916673,1.000296082173575,1.000280156954878,1.000278375916673
0.84,0.6221125951494674,0.6688289077577327,0.5609773307817194,1.000282596366622,1.000294722434989,1.000279331997372,1.000294722434989,1.000282596366622,1.000279331997372
0.846,0.6221768270777173,0.6687582675932903,0.5606772315501634,1.000284757658146,1.000293545115224,1.000280215414377,1.000293545115224,1.000284757658146,1.000280215414377
0.852,0.6222325663452183,0.6686815289306355,0.5603972628433325,1.000286750722567,1.00029252945475,1.000281028145159,1.00029252945475,1.000286750722567,1.000281028145159
0.858,0.6222808842441747,0.6685974317700267,0.5601356488292134,1.000288661138149,1.000291654341651,1.000281781885963,1.000291654341651,1.000288661138149,1.000281781885963
0.864,0.6223227089927804,0.6685095292225294,0.5598884869834498,1.000290525720375,1.000290901680015,1.00028249212363,1.000290901680015,1.000290525720375,1.00028249212363
0.87,0.6223587694447834,0.6684233530243009,0.5596515089296701,1.000292337437157,1.000290257524277,1.000283172534938,1.000290257524277,1.000292337437157,1.000283172534938
0.876,0.6223896685495728,0.6683442096182227,0.5594211973445861,1.000294056231398,1.000289710670878,1.000283831943984,1.000289710670878,1.000294056231398,1.000283831943984
0.882,0.6224157769388551,0.6682740865766056,0.5591962947992287,1.000295648507568,1.000289254375599,1.000284472063586,1.000289254375599,1.000295648507568,1.000284472063586
0.888,0.6224373932576078,0.6682125460710626,0.5589769066643774,1.000297097053757,1.000288883185955,1.000285091169706,1.000288883185955,1.000297097053757,1.000285091169706
0.894,0.6224548883939285,0.6681579262919785,0.5587636332011201,1.000298396341724,1.000288590216553,1.000285686638975,1.000288590216553,1.000298396341724,1.000285686638975
0.9,0.6224686012722535,0.6681079357082635,0.5585572658083304,1.000299558268076,1.000288369031713,1.000286256431009,1.000288369031713,1.000299558268076,1.000286256431009
0.906,0.6224789020610016,0.6680603498067282,0.558358387126016,1.000300603916376,1.000288212510941,1.000286799823113,1.000288212510941,1.000300603916376,1.000286799823113
0.912,0.6224861630601672,0.6680136942650586,0.5581670810436415,1.000301556912157,1.000288113439915,1.000287317935441,1.000288113439915,1.000301556912157,1.000287317935441
0.918,0.6224907415782619,0.6679674498580913,0.5579829130375148,1.000302437312042,1.000288064889518,1.000287813374103,1.000288064889518,1.000302437312042,1.000287813374103
0.924,0.6224929616347897,0.6679219294024495,0.5578050796616769,1.00030325795879,1.000288060604086,1.000288289479412,1.000288060604086,1.00030325795879,1.000288289479412
0.93,0.6224931029952137,0.6678779236108562,0.5576326477935531,1.000304023936904,1.000288095228057,1.000288749487672,1.000288095228057,1.000304023936904,1.000288749487672
0.9360000000000001,0.6224913993085109,0.6678362860209952,0.5574647852370777,1.000304734516179,1.000288164337012,1.00028919589434,1.000288164337012,1.000304734516179,1.00028919589434
0.9419999999999999,0.622488044318477,0.6677976015396112,0.5573009119191611,1.000305386371077,1.000288264299403,1.000289630171851,1.000288264299403,1.000305386371077,1.000289630171851
0.948,0.6224832207012309,0.6677619607170571,0.5571407487423744,1.00030597723201,1.000288391705834,1.000290052831849,1.000288391705834,1.00030597723201,1.000290052831849
0.954,0.6224771540759115,0.6677288285179795,0.5569842753778765,1.000306509340264,1.000288542326158,1.000290463740236,1.000288542326158,1.000306509340264,1.000290463740236
0.96,0.622469855834362,0.6676981046744914,0.5568315167808128,1.00030698407673,1.000288715923454,1.000290862890153,1.000288715923454,1.00030698407673,1.000290862890153
0.966,0.6224615326534187,0.6676689724475028,0.5566825657916152,1.000307409738785,1.000288908573259,1.000291250211637,1.000288908573259,1.000307409738785,1.000291250211637
0.972,0.6224522056053799,0.6676414519786876,0.5565373569988531,1.000307787782068,1.000289119852024,1.000291625992248,1.000289119852024,1.000307787782068,1.000291625992248
0.978,0.6224421208087414,0.6676148240295638,0.5563958217318092,1.000308129467885,1.000289345063385,1.000291990846647,1.000289345063385,1.000308129467885,1.000291990846647
0.984,0.6224313022968073,0.6675891925747658,0.5562578409040411,1.000308435869423,1.000289583731861,1.000292345202856,1.000289583731861,1.000308435869423,1.000292345202856
