time;WT4A_WT_controlMeasurements_PPu;WT4A_WT_controlMeasurements_QPu;WT4A_WT_controlMeasurements_UPu;WT4A_WT_terminal_V_re;WT4A_WT_terminal_V_im;WT4A_WT_terminal_i_re;WT4A_WT_terminal_i_im;WT4A_WT_control4A_ipMaxPu;WT4A_WT_control4A_iqMaxPu;
12.011761;0.314593;0.068971;0.627000;0.622653;0.073710;-0.511195;0.050254;0.995472;1.000000;
12.012201;0.316050;0.079203;0.629461;0.625102;0.073949;-0.513401;0.065968;0.986676;1.000000;
12.013081;0.318990;0.099917;0.634385;0.630003;0.074432;-0.517840;0.097417;0.970284;1.000000;
12.014842;0.324787;0.140780;0.643887;0.639459;0.075385;-0.526545;0.158081;0.942821;1.000000;
12.016602;0.330399;0.180170;0.652798;0.648322;0.076312;-0.534922;0.214937;0.919968;1.000000;
12.018362;0.335710;0.217175;0.660964;0.656441;0.077195;-0.542808;0.267005;0.902604;1.000000;
12.020122;0.340652;0.251173;0.668302;0.663732;0.078023;-0.550120;0.313758;0.890541;1.000000;
12.021882;0.345191;0.281787;0.674783;0.670167;0.078792;-0.556821;0.355007;0.883063;1.000000;
12.023642;0.349318;0.308849;0.680415;0.675755;0.079502;-0.562909;0.390818;0.879312;1.000000;
12.025402;0.353039;0.332356;0.685237;0.680533;0.080154;-0.568405;0.421429;0.878436;1.000000;
12.028923;0.359049;0.366571;0.692137;0.687351;0.081254;-0.577343;0.465059;0.883243;1.000000;
12.032091;0.363541;0.388724;0.696529;0.691672;0.082119;-0.584089;0.492659;0.889575;1.000000;
12.035259;0.367273;0.403682;0.699455;0.694527;0.082882;-0.589773;0.510852;0.896645;1.000000;
12.038428;0.370447;0.413352;0.701322;0.696325;0.083567;-0.594679;0.522251;0.903379;1.000000;
12.041596;0.373210;0.419089;0.702410;0.697346;0.084198;-0.599016;0.528653;0.909392;1.000000;
12.044764;0.375684;0.422023;0.702947;0.697815;0.084789;-0.602954;0.531515;0.914532;1.000000;
12.047932;0.377961;0.423042;0.703109;0.697909;0.085354;-0.606623;0.531967;0.918791;1.000000;
12.051101;0.380113;0.422821;0.703027;0.697759;0.085903;-0.610118;0.530857;0.922242;1.000000;
12.057437;0.384217;0.420372;0.702471;0.697065;0.086975;-0.616834;0.526095;0.926961;1.000000;
12.063774;0.388276;0.417391;0.701807;0.696263;0.088042;-0.623491;0.520633;0.929987;1.000000;
12.070110;0.392347;0.414517;0.701162;0.695476;0.089110;-0.630163;0.515278;0.932100;1.000000;
12.082783;0.400608;0.409873;0.700081;0.694107;0.091264;-0.643670;0.505872;0.935017;1.000000;
12.095456;0.408932;0.405996;0.699144;0.692873;0.093425;-0.657256;0.497337;0.937502;1.000000;
12.120803;0.425638;0.399319;0.697458;0.690575;0.097748;-0.684487;0.481355;0.942188;1.000000;
12.149998;0.444780;0.392148;0.695600;0.687962;0.102697;-0.715661;0.463182;0.947218;1.000000;
12.149998;0.802008;0.663181;1.220554;1.212293;0.141767;-0.715747;0.463346;0.947255;1.000000;
12.150087;0.801941;0.663136;1.220546;1.212287;0.141751;-0.715688;0.463328;0.958034;1.000000;
12.150266;0.801672;0.662170;1.220355;1.212099;0.141709;-0.715481;0.462652;0.977825;1.000000;
12.150505;0.800979;0.658717;1.219666;1.211416;0.141626;-0.714991;0.460169;1.000000;1.000000;
12.150505;0.800978;0.658717;1.219666;1.211416;0.141625;-0.714990;0.460169;0.999969;1.000000;
12.150632;0.800607;0.656857;1.219295;1.211047;0.141581;-0.714728;0.458831;1.000000;1.000000;
12.150886;0.799631;0.651598;1.218243;1.210000;0.141475;-0.714053;0.455023;1.000000;1.000000;
12.151395;0.796856;0.635603;1.215030;1.206797;0.141201;-0.712182;0.443357;1.000000;1.000000;
12.151472;0.796325;0.632424;1.214389;1.206158;0.141152;-0.711828;0.441027;1.000000;1.000000;
12.151472;0.796323;0.632423;1.214389;1.206158;0.141151;-0.711826;0.441027;0.999936;1.000000;
12.151621;0.795331;0.627101;1.213316;1.205091;0.141043;-0.711140;0.437146;1.000000;1.000000;
12.151917;0.792780;0.614789;1.210833;1.202628;0.140727;-0.709314;0.428204;1.000000;1.000000;
12.152511;0.785772;0.584515;1.204701;1.196566;0.139764;-0.704141;0.406247;1.000000;1.000000;
12.153104;0.777227;0.549646;1.197574;1.189534;0.138537;-0.697738;0.380807;1.000000;1.000000;
12.153228;0.775008;0.541007;1.195798;1.187785;0.138208;-0.696056;0.374485;1.000000;1.000000;
12.153228;0.774996;0.541007;1.195798;1.187785;0.138204;-0.696045;0.374487;1.000000;1.000000;
12.153233;0.774920;0.540704;1.195736;1.187724;0.138193;-0.695988;0.374265;1.000000;1.000000;
12.153233;0.774920;0.540704;1.195736;1.187724;0.138193;-0.695988;0.374265;1.000093;1.000000;
12.153233;0.774920;0.540703;1.195736;1.187723;0.138193;-0.695987;0.374264;1.000093;1.000000;
12.153233;0.774920;0.540703;1.195736;1.187723;0.138193;-0.695987;0.374264;1.000004;1.000000;
12.153392;0.772476;0.530909;1.193715;1.185731;0.137838;-0.694146;0.367056;1.000000;1.000000;
12.153711;0.767232;0.510253;1.189435;1.181510;0.137068;-0.690177;0.351798;1.000000;1.000000;
12.154348;0.755624;0.465637;1.180095;1.172309;0.135336;-0.681334;0.318541;1.000000;1.000000;
12.154442;0.753792;0.458685;1.178627;1.170863;0.135060;-0.679933;0.313318;1.000000;1.000000;
12.154442;0.753786;0.458685;1.178627;1.170864;0.135059;-0.679928;0.313320;0.999945;1.000000;
12.154604;0.750795;0.447364;1.176231;1.168503;0.134609;-0.677638;0.304790;1.000000;1.000000;
12.154927;0.744707;0.424805;1.171430;1.163778;0.133681;-0.672955;0.287722;1.000000;1.000000;
12.155222;0.739023;0.404398;1.167059;1.159479;0.132797;-0.668552;0.272205;1.000000;0.947614;
12.155222;0.739012;0.404398;1.167059;1.159479;0.132794;-0.668541;0.272208;1.000000;1.000000;
12.155389;0.735834;0.392928;1.164588;1.157049;0.132303;-0.666080;0.263433;1.000000;1.000000;
12.155403;0.735565;0.391969;1.164381;1.156845;0.132260;-0.665871;0.262698;1.000000;0.990957;
12.155403;0.735564;0.391969;1.164381;1.156845;0.132260;-0.665870;0.262698;1.000000;0.949399;
12.155403;0.735564;0.391968;1.164381;1.156845;0.132260;-0.665870;0.262697;1.000000;0.949399;
12.155475;0.734178;0.387012;1.163310;1.155792;0.132045;-0.664795;0.258896;1.000000;0.950066;
12.155475;0.734177;0.387012;1.163310;1.155792;0.132045;-0.664794;0.258896;1.000000;0.950070;
12.155643;0.730957;0.375547;1.160826;1.153349;0.131543;-0.662292;0.250078;1.000000;0.835491;
12.155979;0.724475;0.352825;1.155875;1.148482;0.130523;-0.657236;0.232516;1.000000;0.618092;
12.156651;0.711475;0.308447;1.146093;1.138872;0.128451;-0.647034;0.197858;1.005117;0.330000;
12.157993;0.686118;0.225201;1.127319;1.120442;0.124334;-0.626948;0.131422;1.036448;0.330000;
12.158678;0.673863;0.185972;1.118264;1.111553;0.122324;-0.617173;0.099390;1.049095;0.330000;
12.158678;0.673815;0.185974;1.118265;1.111556;0.122312;-0.617129;0.099403;1.049095;0.330000;
12.158689;0.673619;0.185346;1.118119;1.111413;0.122280;-0.616973;0.098886;1.049313;0.330000;
12.158689;0.673602;0.185292;1.118106;1.111400;0.122277;-0.616959;0.098841;1.049332;0.330000;
12.158859;0.670528;0.175453;1.115812;1.109147;0.121774;-0.614504;0.090721;1.052757;0.330000;
12.159199;0.664454;0.156161;1.111287;1.104705;0.120777;-0.609644;0.074708;1.059184;0.330000;
12.159878;0.652653;0.119186;1.102515;1.096093;0.118829;-0.600171;0.043672;1.070477;0.330000;
12.161237;0.630740;0.051938;1.086204;1.080080;0.115186;-0.582479;-0.014032;1.087758;0.330000;
12.162596;0.610792;-0.008214;1.071192;1.065336;0.111857;-0.566280;-0.067169;1.095538;0.330000;
12.163955;0.592832;-0.061611;1.057502;1.051884;0.108853;-0.551622;-0.115656;1.096283;0.330000;
12.165314;0.576831;-0.108694;1.045123;1.039715;0.106175;-0.538506;-0.159534;1.096937;0.330000;
12.166673;0.562708;-0.149960;1.034017;1.028791;0.103813;-0.526887;-0.198930;1.097506;0.330000;
12.168031;0.550357;-0.185926;1.024128;1.019059;0.101752;-0.516695;-0.234041;1.097999;0.330000;
12.169390;0.539649;-0.217108;1.015386;1.010451;0.099972;-0.507838;-0.265107;1.098421;0.330000;
12.170749;0.530446;-0.244003;1.007713;1.002891;0.098451;-0.500213;-0.292404;1.098780;0.330000;
12.173467;0.516820;-0.284284;0.995973;0.991314;0.096222;-0.488906;-0.334230;1.100000;0.330000;
12.175912;0.507932;-0.311555;0.987844;0.983284;0.094806;-0.481540;-0.363281;1.100003;0.330000;
12.177702;0.503415;-0.326234;0.983400;0.978886;0.094115;-0.477814;-0.379211;1.100001;0.330000;
12.177702;0.503379;-0.326234;0.983401;0.978888;0.094106;-0.477781;-0.379202;1.100000;0.329999;
12.177954;0.502748;-0.328100;0.982834;0.978328;0.094004;-0.477254;-0.381226;1.100000;0.330000;
12.178285;0.502339;-0.328040;0.982861;0.978365;0.093898;-0.476875;-0.381061;1.100000;0.330000;
12.178947;0.501616;-0.327915;0.982913;0.978436;0.093709;-0.476205;-0.380751;1.100000;0.330000;
12.180145;0.500592;-0.327688;0.983004;0.978552;0.093441;-0.475254;-0.380252;1.098035;0.330000;
12.180145;0.500592;-0.327688;0.983004;0.978552;0.093441;-0.475254;-0.380251;1.098086;0.330000;
12.180579;0.500243;-0.327605;0.983036;0.978594;0.093350;-0.474930;-0.380076;1.097225;0.330000;
12.181285;0.499767;-0.327472;0.983086;0.978656;0.093224;-0.474487;-0.379812;1.095941;0.330000;
12.181285;0.499767;-0.327472;0.983086;0.978656;0.093224;-0.474487;-0.379813;1.095941;0.330000;
12.181769;0.499820;-0.325084;0.983826;0.979405;0.093163;-0.474464;-0.377052;1.095132;0.330000;
12.182738;0.500299;-0.318552;0.985836;0.981432;0.093080;-0.474711;-0.369601;1.093894;0.330000;
12.183645;0.501118;-0.310759;0.988217;0.983827;0.093045;-0.475232;-0.360812;1.093438;0.330000;
12.183645;0.501123;-0.310758;0.988217;0.983827;0.093046;-0.475236;-0.360812;1.093438;0.330000;
12.184080;0.501486;-0.307130;0.989322;0.984939;0.093026;-0.475462;-0.356733;1.093151;0.330000;
12.184080;0.501487;-0.307130;0.989322;0.984939;0.093026;-0.475462;-0.356733;1.093151;0.330000;
12.184734;0.502090;-0.301394;0.991062;0.986689;0.093001;-0.475845;-0.350311;1.092840;0.330000;
12.186043;0.503469;-0.289178;0.994744;0.990390;0.092972;-0.476743;-0.336737;1.092858;0.330000;
12.188662;0.506011;-0.266248;1.001577;0.997258;0.092910;-0.478377;-0.311548;1.094776;0.330000;
12.191280;0.507860;-0.247222;1.007174;1.002890;0.092795;-0.479482;-0.290875;1.097845;0.330000;
12.193899;0.508876;-0.233070;1.011300;1.007050;0.092620;-0.479968;-0.275581;1.100505;0.330000;
12.196517;0.509118;-0.223691;1.014021;1.009803;0.092395;-0.479890;-0.265428;1.100011;0.330000;
12.199135;0.508750;-0.218360;1.015570;1.011381;0.092138;-0.479377;-0.259574;1.099684;0.330000;
12.204372;0.506969;-0.216558;1.016119;1.011979;0.091630;-0.477676;-0.257246;1.100000;0.330000;
12.209609;0.505037;-0.218273;1.015656;1.011554;0.091190;-0.475949;-0.258685;1.100000;0.330000;
12.214846;0.503429;-0.220567;1.015019;1.010945;0.090850;-0.474539;-0.260824;1.100000;0.330000;
12.225320;0.501682;-0.222794;1.014403;1.010361;0.090473;-0.472999;-0.262864;1.100000;0.330000;
12.235793;0.500846;-0.223310;1.014267;1.010242;0.090276;-0.472244;-0.263246;1.100000;0.330000;
12.256741;0.500328;-0.222915;1.014390;1.010378;0.090132;-0.471754;-0.262709;1.100000;0.330000;
12.277688;0.500153;-0.222437;1.014531;1.010525;0.090073;-0.471577;-0.262154;1.100000;0.330000;
12.319583;0.500074;-0.221624;1.014768;1.010766;0.090028;-0.471478;-0.261257;1.100000;0.330000;
12.403372;0.500050;-0.220193;1.015182;1.011186;0.089978;-0.471409;-0.259704;1.100000;0.330000;
12.570951;0.500038;-0.217887;1.015847;1.011861;0.089905;-0.471323;-0.257211;1.100000;0.330000;
12.906109;0.500025;-0.214888;1.016712;1.012738;0.089810;-0.471213;-0.253973;1.100000;0.330000;
13.576425;0.500011;-0.212136;1.017504;1.013540;0.089723;-0.471111;-0.251006;1.100000;0.330000;
14.246741;0.500005;-0.210913;1.017855;1.013896;0.089684;-0.471066;-0.249691;1.100000;0.330000;
15.587373;0.500001;-0.210243;1.018048;1.014092;0.089663;-0.471040;-0.248970;1.100000;0.330000;
16.928005;0.500000;-0.210063;1.018100;1.014144;0.089657;-0.471034;-0.248776;1.100000;0.330000;
19.609268;0.500000;-0.210009;1.018115;1.014160;0.089655;-0.471031;-0.248718;1.100000;0.330000;
19.999996;0.500000;-0.210009;1.018115;1.014160;0.089655;-0.471031;-0.248717;1.100000;0.330000;
20.003201;0.498224;-0.212503;1.017425;1.014315;0.079083;-0.471989;-0.246303;1.100000;0.330000;
20.003201;0.498243;-0.212509;1.017424;1.014346;0.079087;-0.471992;-0.246304;1.100000;0.330000;
20.003659;0.498018;-0.212793;1.017346;1.014377;0.077582;-0.472154;-0.245889;1.100000;0.330000;
20.003659;0.498022;-0.212795;1.017346;1.014383;0.077582;-0.472154;-0.245889;1.100000;0.330000;
20.003667;0.498018;-0.212800;1.017344;1.014384;0.077554;-0.472158;-0.245881;1.100000;0.330000;
20.003668;0.498018;-0.212800;1.017344;1.014384;0.077553;-0.472158;-0.245881;1.100000;0.330000;
20.006488;0.496694;-0.214481;1.016881;1.014586;0.068287;-0.473181;-0.243245;1.100000;0.330000;
20.006868;0.496590;-0.214530;1.016868;1.014644;0.067051;-0.473383;-0.242717;1.100000;0.330000;
20.006868;0.496594;-0.214530;1.016857;1.014644;0.067052;-0.473387;-0.242718;1.100000;0.330000;
20.008839;0.495907;-0.215196;1.016688;1.014879;0.060615;-0.474280;-0.240368;1.100000;0.330000;
20.012782;0.495078;-0.215415;1.016637;1.015511;0.047837;-0.476466;-0.234569;1.100000;0.330000;
20.020668;0.494379;-0.214657;1.016866;1.016618;0.022451;-0.481400;-0.221780;1.100000;0.330000;
20.028553;0.494055;-0.213949;1.017077;1.017071;-0.002862;-0.486350;-0.208989;1.100000;0.330000;
20.044324;0.493797;-0.213319;1.017260;1.015861;-0.053341;-0.495746;-0.183958;1.100000;0.330000;
20.060096;0.493644;-0.213043;1.017340;1.012048;-0.103650;-0.504039;-0.158885;1.100000;0.330000;
20.091638;0.493625;-0.212579;1.017476;0.996954;-0.203321;-0.517112;-0.107767;1.100000;0.330000;
20.154722;0.493624;-0.211863;1.017681;0.937581;-0.395749;-0.527827;-0.003175;1.100000;0.330000;
20.280891;0.493640;-0.210923;1.017951;0.712254;-0.727267;-0.487342;0.201479;1.100000;0.330000;
20.533229;0.493658;-0.210193;1.018149;-0.018132;-1.017999;-0.197777;0.488453;1.100000;0.330000;
20.559631;0.480971;-0.204748;1.018168;-0.100089;-1.000032;-0.155051;0.496474;1.100000;0.330000;
20.559631;0.493659;-0.210133;1.018177;-0.102413;-1.013014;-0.156567;0.503145;1.100000;0.330000;
20.564035;0.493661;-0.210097;1.018188;-0.116420;-1.011510;-0.149554;0.505257;1.100000;0.330000;
20.572842;0.493665;-0.210029;1.018207;-0.144365;-1.007921;-0.135448;0.509186;1.100000;0.330000;
20.583976;0.493312;-0.209834;1.018220;-0.179469;-1.001911;-0.117468;0.513412;1.100000;0.330000;
20.583976;0.493664;-0.209983;1.018220;-0.179531;-1.002268;-0.117510;0.513596;1.100000;0.330000;
20.588392;0.493664;-0.209964;1.018226;-0.193421;-0.999686;-0.110354;0.515170;1.100000;0.330000;
20.597224;0.493662;-0.209936;1.018234;-0.221084;-0.993943;-0.095991;0.518022;1.100000;0.330000;
20.614888;0.493660;-0.209893;1.018246;-0.275879;-0.980161;-0.067068;0.522529;1.100000;0.330000;
20.650217;0.493660;-0.209821;1.018267;-0.382755;-0.943592;-0.008714;0.526705;1.100000;0.330000;
20.720873;0.493660;-0.209724;1.018295;-0.581121;-0.836196;0.107536;0.515632;1.100000;0.330000;
20.862186;0.493661;-0.209646;1.018317;-0.883963;-0.505549;0.318612;0.419384;1.100000;0.330000;
20.932842;0.493661;-0.209607;1.018328;-0.973585;-0.298538;0.403133;0.338910;1.100000;0.330000;
20.968170;0.493661;-0.209597;1.018331;-1.000664;-0.188868;0.438190;0.292163;1.100000;0.330000;
20.985834;0.493661;-0.209593;1.018332;-1.009600;-0.133075;0.453720;0.267405;1.100000;0.330000;
20.999996;0.492202;-0.208972;1.018333;-1.013018;-0.087923;0.464473;0.246600;1.100000;0.330000;
20.999996;0.493657;-0.209598;1.018331;-1.014519;-0.088028;0.465164;0.246960;1.100000;0.330000;
21.000686;0.494061;-0.208986;1.018500;-1.014682;-0.088112;0.465517;0.246386;1.100000;0.330000;
21.000686;0.494063;-0.208987;1.018501;-1.014682;-0.088113;0.465518;0.246387;1.100000;0.330000;
21.002900;0.495272;-0.207209;1.018991;-1.015152;-0.088366;0.466576;0.244731;1.100000;0.330000;
21.002900;0.495274;-0.207211;1.018991;-1.015152;-0.088367;0.466578;0.244732;1.100000;0.330000;
21.003267;0.495432;-0.207010;1.019046;-1.015204;-0.088401;0.466717;0.244550;1.100000;0.330000;
21.007264;0.497087;-0.204953;1.019609;-1.015738;-0.088760;0.468177;0.242689;1.100000;0.330000;
21.015257;0.498531;-0.204554;1.019701;-1.015800;-0.089116;0.469497;0.242561;1.100000;0.330000;
21.023250;0.499194;-0.205174;1.019514;-1.015595;-0.089303;0.470129;0.243363;1.100000;0.330000;
21.039237;0.499633;-0.206055;1.019255;-1.015323;-0.089442;0.470563;0.244398;1.100000;0.330000;
21.055224;0.499817;-0.206477;1.019131;-1.015193;-0.089501;0.470747;0.244889;1.100000;0.330000;
21.087198;0.499926;-0.206955;1.018992;-1.015050;-0.089544;0.470863;0.245424;1.100000;0.330000;
21.151146;0.499962;-0.207703;1.018777;-1.014831;-0.089576;0.470921;0.246234;1.100000;0.330000;
21.279041;0.499977;-0.208707;1.018489;-1.014539;-0.089610;0.470968;0.247315;1.100000;0.330000;
21.534832;0.499989;-0.209657;1.018216;-1.014263;-0.089642;0.471010;0.248338;1.100000;0.330000;
21.919232;0.499995;-0.210017;1.018113;-1.014158;-0.089654;0.471027;0.248726;1.100000;0.330000;
21.922313;0.499995;-0.210022;1.018111;-1.014156;-0.089655;0.471028;0.248731;1.100000;0.330000;
21.928475;0.499995;-0.210032;1.018109;-1.014153;-0.089655;0.471028;0.248741;1.100000;0.330000;
21.940798;0.499996;-0.210050;1.018103;-1.014148;-0.089656;0.471029;0.248761;1.100000;0.330000;
21.965444;0.499996;-0.210082;1.018094;-1.014139;-0.089657;0.471030;0.248795;1.100000;0.330000;
22.014736;0.499997;-0.210131;1.018080;-1.014124;-0.089658;0.471033;0.248848;1.100000;0.330000;
22.113321;0.499998;-0.210191;1.018063;-1.014107;-0.089660;0.471036;0.248913;1.100000;0.330000;
22.310490;0.499999;-0.210224;1.018053;-1.014097;-0.089662;0.471038;0.248949;1.100000;0.330000;
22.704828;0.500000;-0.210187;1.018064;-1.014108;-0.089661;0.471037;0.248909;1.100000;0.330000;
23.493505;0.500000;-0.210097;1.018090;-1.014134;-0.089658;0.471035;0.248812;1.100000;0.330000;
23.689246;0.500000;-0.210088;1.018092;-1.014137;-0.089658;0.471034;0.248803;1.100000;0.330000;
23.690557;0.500000;-0.210088;1.018092;-1.014137;-0.089658;0.471034;0.248803;1.100000;0.330000;
23.693178;0.500000;-0.210088;1.018092;-1.014137;-0.089658;0.471034;0.248802;1.100000;0.330000;
23.698421;0.500000;-0.210087;1.018093;-1.014137;-0.089658;0.471034;0.248802;1.100000;0.330000;
23.708907;0.500000;-0.210086;1.018093;-1.014137;-0.089658;0.471034;0.248801;1.100000;0.330000;
23.729880;0.500000;-0.210084;1.018094;-1.014138;-0.089658;0.471034;0.248798;1.100000;0.330000;
23.771824;0.500000;-0.210079;1.018095;-1.014139;-0.089658;0.471034;0.248793;1.100000;0.330000;
23.855712;0.500000;-0.210071;1.018097;-1.014142;-0.089657;0.471034;0.248785;1.100000;0.330000;
24.023488;0.500000;-0.210057;1.018101;-1.014146;-0.089657;0.471033;0.248769;1.100000;0.330000;
24.359041;0.500000;-0.210036;1.018107;-1.014152;-0.089656;0.471032;0.248747;1.100000;0.330000;
25.000000;0.500000;-0.210017;1.018113;-1.014158;-0.089656;0.471032;0.248726;1.100000;0.330000;
