time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;Load_load_running;Load_load_switchOffSignal2;Load_load_PPu;Load_load_QPu;Load_load_UPu;Load2_load_running;Load2_load_switchOffSignal2;Load2_load_PPu;Load2_load_QPu;Load2_load_UPu;
370.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
371.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
372.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
373.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
374.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
375.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
376.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
377.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
378.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
379.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
380.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
381.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
382.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
383.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
384.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
385.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
386.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
387.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
388.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
389.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
390.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
391.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
392.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
393.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
394.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
395.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
396.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
397.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
398.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199998;0.099998;1.001395;
399.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
400.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
401.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
402.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
403.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
404.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
405.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
406.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
407.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
408.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
409.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
410.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
411.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
412.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
413.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
414.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
415.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
416.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
417.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
418.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
419.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
420.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
421.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
422.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
423.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
424.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
425.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
426.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
427.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
428.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
429.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
430.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
431.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
432.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
433.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
434.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
435.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
436.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
437.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
438.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
439.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
440.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
441.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
442.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
443.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
444.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
445.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
446.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
447.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
448.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
449.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
450.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
451.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
452.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
453.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
454.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
455.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
456.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
457.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
458.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
459.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
460.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
461.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
462.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
463.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
464.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
465.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
466.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
467.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
468.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
469.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
470.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
471.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
472.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
473.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
474.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
475.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
476.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
477.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
478.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
479.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
480.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
481.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
482.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
483.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
484.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
485.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
486.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
487.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
488.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
489.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
490.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
491.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
492.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
493.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
494.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
495.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
496.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
497.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
498.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
499.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;1.001395;1.000000;-1.000000;0.199999;0.099999;1.001395;
500.000000;1.001395;1.000000;0.300000;0.800000;1.000000;1.000000;-1.000000;0.399758;0.149819;0.000000;1.000000;-1.000000;0.199999;0.099999;1.001395;
500.000000;1.005091;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200737;0.100739;1.005091;
501.000000;1.005091;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200729;0.100730;1.005091;
502.000000;1.005091;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200721;0.100722;1.005091;
503.000000;1.005092;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200713;0.100714;1.005092;
504.000000;1.005092;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200705;0.100707;1.005092;
505.000000;1.005092;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200698;0.100699;1.005092;
506.000000;1.005092;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200690;0.100691;1.005092;
507.000000;1.005092;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200682;0.100684;1.005092;
508.000000;1.005092;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200675;0.100676;1.005092;
509.000000;1.005093;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200668;0.100669;1.005093;
510.000000;1.005093;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200660;0.100661;1.005093;
511.000000;1.005093;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200653;0.100654;1.005093;
512.000000;1.005093;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200646;0.100647;1.005093;
513.000000;1.005093;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200639;0.100640;1.005093;
514.000000;1.005093;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200632;0.100633;1.005093;
515.000000;1.005093;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200625;0.100626;1.005093;
516.000000;1.005094;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200618;0.100619;1.005094;
517.000000;1.005094;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200611;0.100612;1.005094;
518.000000;1.005094;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200604;0.100605;1.005094;
519.000000;1.005094;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200598;0.100599;1.005094;
520.000000;1.005094;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200591;0.100592;1.005094;
521.000000;1.005094;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200585;0.100585;1.005094;
522.000000;1.005094;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200578;0.100579;1.005094;
523.000000;1.005095;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200572;0.100573;1.005095;
524.000000;1.005095;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200566;0.100566;1.005095;
525.000000;1.005095;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200559;0.100560;1.005095;
526.000000;1.005095;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200553;0.100554;1.005095;
527.000000;1.005095;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200547;0.100548;1.005095;
528.000000;1.005095;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200541;0.100542;1.005095;
529.000000;1.005095;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200535;0.100536;1.005095;
530.000000;1.005096;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200529;0.100530;1.005096;
531.000000;1.005096;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200524;0.100524;1.005096;
532.000000;1.005096;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200518;0.100518;1.005096;
533.000000;1.005096;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200512;0.100513;1.005096;
534.000000;1.005096;1.000000;0.300000;0.800000;1.000000;-1.000000;1.000000;0.000000;0.000000;0.000000;1.000000;-1.000000;0.200507;0.100507;1.005096;
